material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Nb_wyckoff,num_Nb_chemenvs,CN,element,charge_range,is_single_charge
mp-1213520,CsNb3(PO5)3,1.9563145333579155,0.2555203903951259,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4g,1,6.0,Nb,1.0,False
mp-1213520,CsNb3(PO5)3,1.9563145333579155,0.2555203903951259,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4g,1,6.0,Nb,1.0,False
mp-1213716,Cs2LaNb2O7,1.8840876575476395,0.9268224326462166,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Nb,0.0,True
mp-1214115,Ca2NbCrO6,1.998480679935332,0.0840184819323014,[6.0],5.0,5.0,5.0,Octahedron,4d,1,6.0,Nb,0.0,True
mp-1214116,Ca2YNbO6,2.0627328943700824,-0.1700818167022773,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Nb,0.0,True
mp-1214121,Ca2NbFeO6,2.00941301586668,0.0525529048655155,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1214125,Ca2ScNbO6,2.016389995004668,0.0288665901183993,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Nb,0.0,True
mp-1214396,Ba4Nb2O9,1.7002395317641004,1.9956184847684688,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Nb,0.0,True
mp-1214502,Ba3Nb2CdO9,1.7344992671137096,1.651049165559734,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Nb,0.0,True
mp-1214516,Ba3Nb2NiO9,1.7754315331536403,1.426443427440374,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Nb,0.0,True
mp-1214520,BaNbI5O16,1.9492824177781507,0.4684151749364309,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1214569,Ba3CaNb2O9,1.722869349153715,1.7240190940952786,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Nb,0.0,True
mp-1214654,Ba2LaNb(CuO4)2,1.9613555112852432,0.2545088493063479,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1214677,Ba6Na2Nb2V2O17,1.7429349378753762,1.6077106504278844,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True
mp-1214803,Ba2La3Ti2Nb2O15,1.8096058158882824,1.2127883264587909,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1214806,Ba6Na2Mn2Nb2O17,1.740437060691346,1.6188204619409845,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Nb,0.0,True
mp-1215249,ZrNb2ZnO8,1.874321013807864,0.8853965794078423,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Nb,0.0,True
mp-1216120,YTiNbO6,1.8965496158150696,1.018039316883503,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Nb,0.0,True
mp-1216781,UNbO5,2.3092937024573983,-1.0247282826463238,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1216787,TiNb2ZnO8,1.9393533829679768,0.5537209000534462,[6.0],5.0,5.0,5.0,Octahedron,"1c, 1a",1,6.0,Nb,0.0,True
mp-1216833,TiNbSbO6,1.998147891948617,0.2530117637803132,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1216838,TiNbBiO6,1.9693553976835272,0.3318564363163695,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1216863,TiNb(BiO3)3,1.9057597879164967,0.7019747238572194,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1216909,TiNbTlO5,1.9473725947060168,0.572946193874149,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1216937,TiNbHO5,1.9490731995572528,0.5860194540448892,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1216944,TiNb6Tl2O18,1.9421791152719208,0.3860725268656103,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1216971,TiNb2O7,1.9401852906601744,0.4646340773675632,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1217062,TiNb2O7,1.928090645699996,0.5062718202142895,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1217348,TiNbBi5WO15,1.9084005727703808,0.7219134980438536,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1217566,Ti4Nb(BiO3)7,1.9084162210466995,0.6856904950513676,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1217801,SrTiNb2Bi2PbO12,1.87951104336956,1.0265303963706127,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1217943,TaNb3V4O20,1.9246120387124983,0.3707713509774288,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Nb,0.0,True
mp-1217947,TaNb(AgO3)2,2.02371723988016,0.0493695500843849,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1217948,TaMnNbO6,1.9496397764182585,0.7209658899452436,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1218100,Ta3NbV4O20,1.9146326938876448,0.4233426310291369,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1218213,SrLaMnNbO6,2.0308091971714743,-0.0241802007174231,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1218413,Sr3Nb2ZnO9,1.7744778675920885,1.3039334867556078,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Nb,0.0,True
mp-1218456,Sr4NbCoO8,2.244765154388486,-1.2949715253986591,[6.0],5.0,5.0,5.0,Octahedron,1c,1,6.0,Nb,0.0,True
mp-1218518,Sr3LaNb3O12,1.8140251862939545,1.2005850356204957,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1218539,SrCaNbCrO6,2.0071820323120373,0.0451245153239647,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1218550,Sr4Nb5O15,1.997544151445432,0.0725562338163325,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2i, 1c",1,6.0,Nb,1.0,False
mp-1218550,Sr4Nb5O15,1.997544151445432,0.0725562338163325,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2i, 1c",1,6.0,Nb,1.0,False
mp-1218571,Sr3Li4Nb6O20,1.8945781265906136,0.7524274777474905,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Nb,0.0,True
mp-1218607,Sr4CeNd3Nb2(CuO5)4,1.9892215537309792,-0.0480437500626887,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Nb,0.0,True
mp-1218619,Sr4CePr3Nb2(CuO5)4,1.9973487085102253,-0.0151657600981158,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Nb,0.0,True
mp-1218622,Sr4CeSm3Nb2(CuO5)4,1.9942275901736604,-0.0106534538976593,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Nb,0.0,True
mp-1218633,Sr3Nb2CuO9,1.7460759214408543,1.4843601628273209,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1218661,Sr3TiNb4O15,1.961637444751626,0.3907243189215964,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1218744,Sr2NbFeO6,1.9022511590510875,0.5161002048042681,[6.0],5.0,5.0,5.0,Octahedron,1c,1,6.0,Nb,0.0,True
mp-1218796,Sr5La6Nb4O24,2.088116183333004,-0.2949363665224954,[6.0],5.0,5.0,5.0,Octahedron,"2a, 2d, 2b, 2c",1,6.0,Nb,0.0,True
mp-1219101,SmTiNbBi2O9,1.906360383867737,0.6754933389207376,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1219154,Sm2ScNbO7,1.9790668206148416,0.1664314223955529,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1219224,Sm2NbInO7,1.98997586905583,0.1155707001769489,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1219552,RbTi3NbO9,1.948750400250131,0.4244375838098176,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1219566,RbTiNbO5,1.9370997559436005,0.5734858063345447,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1219587,RbNbWO6,1.9495129386286605,0.2986371054635598,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1219633,RbLa2Ti2NbO10,1.9926921092276333,0.5896986084542116,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1219637,RbNaCa2Nb4O13,1.9418065864239464,0.4921087798650279,[6.0],5.0,5.0,5.0,Octahedron,2g,1,6.0,Nb,0.0,True
mp-1219682,RbNb3(PO5)3,1.9570613873787444,0.2423841350588034,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4e,1,6.0,Nb,1.0,False
mp-1219682,RbNb3(PO5)3,1.9570613873787444,0.2423841350588034,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4e,1,6.0,Nb,1.0,False
mp-1219870,Pr2ScNbO7,1.974731411573453,0.26346017401162,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1219967,RbNbSiO5,1.8687811968544656,0.7669853708437825,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1220125,Rb3MgNb5O15,1.9385352537205047,0.5539464073708114,[6.0],5.0,5.0,5.0,"Octahedron, Square pyramid",4a,2,6.0,Nb,0.0,True
mp-1220179,NdTiNbBi2O9,1.901292756958301,0.6885746688943535,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1220301,NbTlWO6,1.9531614463112208,0.2803496887948827,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1220400,Nd2ScNbO7,1.968021047596166,0.2558583368416898,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1220416,NbFeO4,1.8550372405371376,1.5506920708376744,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1220430,NbMoO4,1.990235524157321,0.3252155340563785,[6.0],5.0,5.0,5.0,Octahedron,1c,1,6.0,Nb,0.0,True
mp-1220449,NbAlO4,1.9622393304271344,0.5024957864531605,[5.0],5.0,5.0,5.0,Square pyramid,2i,1,5.0,Nb,0.0,True
mp-1220473,NbTlTeO6,2.1271636046176896,-0.2750972871756938,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1220499,Nb4Pb3O13,1.924025128953481,0.4882833267975769,[6.0],5.0,5.0,5.0,Octahedron,"1a, 3b",1,6.0,Nb,0.0,True
mp-1220526,NbInBi2O7,2.068687846253025,-0.2938145831094126,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1220551,Nb4AgBi5O18,1.91823804424708,0.6678655994744432,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1220555,Nd2NbInO7,1.9883333403045504,0.1567883098262019,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1220571,NbBi2O5F,2.0286071285373337,-0.3371537121471973,[5.0],5.0,5.0,5.0,Octahedron,4a,1,5.0,Nb,0.0,True
mp-1220584,Nb9AsO25,1.9557008115153416,0.4577616204588945,[6.0],5.0,5.0,5.0,Octahedron,"1b, 2c",1,6.0,Nb,0.0,True
mp-1220604,Nb9PO25,1.9567012335342109,0.4536048397691969,[6.0],5.0,5.0,5.0,Octahedron,"1b, 2c",1,6.0,Nb,0.0,True
mp-1220715,Nb3Fe(BiO3)6,1.9245927825830933,0.6401179733855553,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1220780,NaLaNb4O12,1.9365118680608493,0.4335016384577914,[6.0],5.0,5.0,5.0,Octahedron,4g,1,6.0,Nb,0.0,True
mp-1220811,NaZrNb(PO4)3,1.9019093382311536,0.4201997437489238,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1220822,NaLaScNbO6,1.8545870732117256,1.003063464889859,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1220828,Nb4Pb3(O6F)2,1.932151426838186,0.5032030753082596,"[5.0, 6.0]",5.0,5.0,5.0,Octahedron,"2e, 2d, 2c, 4f",1,5.0,Nb,0.0,True
mp-1220828,Nb4Pb3(O6F)2,1.932151426838186,0.5032030753082596,"[5.0, 6.0]",5.0,5.0,5.0,Octahedron,"2e, 2d, 2c, 4f",1,6.0,Nb,0.0,True
mp-1220925,NaPrTiNbO6F,2.0762634402186326,-0.3471182577354484,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1220995,NaNdTiNbO6F,2.076498555509962,-0.3529366078818526,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1221019,NaNb4Bi5O18,1.9288736266304496,0.5109033928983578,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1221022,NaNb4(PO4)6,1.822143330100272,0.6338065199740152,[6.0],4.25,4.25,4.25,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1221057,NaEuTiNbO6F,2.038245468515341,-0.164963931998774,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1221063,Nb2PbO6,2.0223832104558626,0.139937211980972,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221114,NaCeTiNbO6F,2.0576292961112936,-0.223086404323259,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1221182,NaCa2Nb8(BiO4)9,1.9280328968750808,0.5057246539175935,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1221228,Na3TbTi2Nb2O12,1.8713515191474497,0.8568670681289754,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221230,Na3LaTi2Nb2O12,1.8460547872417568,0.919818945262406,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1221231,Na3PrTi2Nb2O12,1.7838357507318487,1.3253009041894617,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221232,Na3SmTi2Nb2O12,1.770611542761518,1.3995544748801034,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221233,Na3TmTi2Nb2O12,1.813102187174528,1.1618783459337323,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221237,Na3NdTi2Nb2O12,1.768631974360119,1.4270966568186405,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221247,Na3ErTi2Nb2O12,1.805000402927792,1.206177579270438,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221249,Na3DyTi2Nb2O12,1.808972474786047,1.1917968899572915,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221253,Na3HoTi2Nb2O12,1.81498361505842,1.1731465493974222,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221269,Na3GdTi2Nb2O12,1.8066234013859144,1.1357116135934668,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221291,Na3Nb6Bi5O24,1.900264657230999,0.713217180608018,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221330,Na3Nb7P4O29,1.921075186599024,0.5126168103726778,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1221380,Na3EuTi2Nb2O12,1.8149548978319303,1.1464568349675308,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1221506,Na11TiNb2Si4(PO13)2,1.894252677329232,0.7225266503928565,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1221508,Na11TiNb2Si4P2O25F,1.8889162025451969,0.6761756211145888,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1221858,MnNb4FeO12,1.957090692485492,0.6687206050545579,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1221926,MnNb8(FeO8)3,1.953129353100564,0.4951045655718327,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Nb,0.0,True
mp-1221970,Mn3Nb8FeO24,1.9523513037970468,0.497292813882617,[6.0],5.0,5.0,5.0,Octahedron,2e,1,6.0,Nb,0.0,True
mp-1222064,Mn4Nb2O9,1.870352962480729,0.9986289393084228,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1222224,MgTiNb2(PbO3)4,1.868918722809256,0.9462910483162228,[6.0],5.0,5.0,5.0,Octahedron,"1c, 1b",1,6.0,Nb,0.0,True
mp-1222255,MgTi2Nb2(PbO3)5,1.806326207903819,1.2510845642050843,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1222787,LaTiNbO6,1.9401918687227608,0.434266206171642,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1222933,LaTiNbO6,1.8511607860560484,0.9969452662480066,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1223070,LaNb2CuBrO7,1.9487779993055312,0.3506711451911329,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Nb,0.0,True
mp-1223312,KTi3NbO9,1.9459798141081528,0.4517860775717731,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1223314,La7Nb3(W2O15)2,1.8881042208922068,0.8200510375576691,[6.0],5.0,5.0,5.0,Octahedron,"1d, 2i",1,6.0,Nb,0.0,True
mp-1223343,KTiNbO5,1.9474138594275168,0.5796823396610105,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1223383,Na2CaNb4Bi2O15,1.8615315837919777,1.172955373927373,[6.0],5.0,5.0,5.0,Octahedron,4b,1,6.0,Nb,0.0,True
mp-1223401,KNb4AsO13,1.94196099092606,0.4307454946648162,[6.0],5.0,5.0,5.0,Octahedron,4b,1,6.0,Nb,0.0,True
mp-1223445,KNb4Bi5O18,1.9127778818722228,0.6881838133030673,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Nb,0.0,True
mp-1223455,KSr2Nb5O15,2.005474816782329,0.3188477774575541,[6.0],5.0,5.0,5.0,Octahedron,"1b, 1a, 4f",1,6.0,Nb,0.0,True
mp-1223493,KBa2Nb3O9,2.0566783620255045,0.0172781328636596,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2d, 1b",1,6.0,Nb,1.0,False
mp-1223493,KBa2Nb3O9,2.0566783620255045,0.0172781328636596,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2d, 1b",1,6.0,Nb,1.0,False
mp-1223501,KLaNb2O7,1.9565941800350013,0.4340807342316976,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Nb,0.0,True
mp-1223540,KNb3(PO5)3,1.9573779652786696,0.2408538167460194,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4e,1,6.0,Nb,1.0,False
mp-1223540,KNb3(PO5)3,1.9573779652786696,0.2408538167460194,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4e,1,6.0,Nb,1.0,False
mp-1223583,KNb5Pb2O15,1.9893534212695,0.2928402088364865,[6.0],5.0,5.0,5.0,Octahedron,"2d, 1a",1,6.0,Nb,0.0,True
mp-1223594,KCa2Nb3O10,1.96253834702798,0.4672320770016755,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1223692,K3Nb8(O5F2)2,2.11381741237746,-0.0092470608852028,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,no_data,no_data,1,4.0,Nb,1.0,False
mp-1223692,K3Nb8(O5F2)2,2.11381741237746,-0.0092470608852028,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,no_data,no_data,1,4.0,Nb,1.0,False
mp-1223692,K3Nb8(O5F2)2,2.11381741237746,-0.0092470608852028,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,no_data,no_data,1,4.0,Nb,1.0,False
mp-1223692,K3Nb8(O5F2)2,2.11381741237746,-0.0092470608852028,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,no_data,no_data,1,4.0,Nb,1.0,False
mp-1223705,KNbW2O9,2.093743308083379,-0.2137991887351757,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1223800,K2NbO3F,1.7954121306347743,1.1360221156897294,[5.0],5.0,5.0,5.0,Octahedron,1a,1,5.0,Nb,0.0,True
mp-1224011,K2NaNb3O9,1.941054322260393,0.6098629791023342,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Nb,0.0,True
mp-1224036,KNb5Pb2O15,1.921588700121388,0.5720680596376755,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1224039,K4BaNb5O15,2.037281613786873,0.0094601417423943,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2i, 1c",1,6.0,Nb,1.0,False
mp-1224039,K4BaNb5O15,2.037281613786873,0.0094601417423943,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2i, 1c",1,6.0,Nb,1.0,False
mp-1224281,K5Nb16(O5F2)4,2.1139867858900936,-0.0234622766433729,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,"Square pyramid, Square plane","4c, 2b, 1a",2,4.0,Nb,1.0,False
mp-1224281,K5Nb16(O5F2)4,2.1139867858900936,-0.0234622766433729,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,"Square pyramid, Square plane","4c, 2b, 1a",2,4.0,Nb,1.0,False
mp-1224281,K5Nb16(O5F2)4,2.1139867858900936,-0.0234622766433729,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,"Square pyramid, Square plane","4c, 2b, 1a",2,4.0,Nb,1.0,False
mp-1224281,K5Nb16(O5F2)4,2.1139867858900936,-0.0234622766433729,"[4.0, 4.0, 4.0, 4.0]",2.5,2.0,3.0,"Square pyramid, Square plane","4c, 2b, 1a",2,4.0,Nb,1.0,False
mp-1224551,K4NaNb5O15,1.968211137663327,0.4695905986391152,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Nb,0.0,True
mp-1224597,K2Nb2As2O11,1.900924826697438,0.6738821712926191,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1224654,GdTiNbBi2O9,1.903976223437681,0.6923837638485055,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1224704,Gd2ScNbO7,1.9763653234607337,0.1775725148226722,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1224905,Gd7Y5Nb4O28,1.9529291863931024,0.3193273841656799,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1224935,Gd2NbInO7,1.9903275132167704,0.1230103724516713,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1224969,La6NbGa11O28,1.9879487920251504,0.1727531762058127,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1225394,EuTiNbBi2O9,1.893920183769344,0.7345408618609259,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1225952,CsNbWO6,1.937177213224718,0.3759415313847414,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1225974,CsLa2Ti2NbO10,2.001625344480472,0.5196997918670536,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1226662,CsNaEuNb5O15,1.970254015654966,0.3136909025475349,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Nb,0.0,True
mp-1227002,CeTiNbO6,1.8367553363821432,1.0714200159869038,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1227121,CaThNb2O8,1.8830382259887848,1.2236296802115685,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Nb,0.0,True
mp-1227140,CaSmMgNbO6,2.015551511951496,0.042893755523919,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1227173,CaLaMnNbO6,2.0277704483307986,-0.0143032716699933,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Nb,0.0,True
mp-1227224,CaLaNbCoO6,2.017984523916442,0.0168849761928161,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
mp-1227240,CaNb4O8,1.9896802930274984,0.1979429120652433,"[4.0, 6.0, 6.0]",3.333333333333333,3.0,4.0,"Octahedron, Square non-coplanar","2b, 1a",2,4.0,Nb,1.0,False
mp-1227240,CaNb4O8,1.9896802930274984,0.1979429120652433,"[4.0, 6.0, 6.0]",3.333333333333333,3.0,4.0,"Octahedron, Square non-coplanar","2b, 1a",2,6.0,Nb,1.0,False
mp-1227240,CaNb4O8,1.9896802930274984,0.1979429120652433,"[4.0, 6.0, 6.0]",3.333333333333333,3.0,4.0,"Octahedron, Square non-coplanar","2b, 1a",2,6.0,Nb,1.0,False
mp-1227280,CaZrNbFeO7,1.945102071585309,0.3323997198776888,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1227471,Ca2NdNbO6,2.0546119605389417,-0.1231624878474348,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Nb,0.0,True
mp-1227480,Ca2Nd2Nb3FeO14,1.9485437392826856,0.3359909701460621,[6.0],5.0,5.0,5.0,Octahedron,"2e, 1c",1,6.0,Nb,0.0,True
mp-1227519,Ca2MnNbO6,2.11329987193398,-0.5229007594256684,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Nb,0.0,True
mp-1227538,CaZrNbFeO7,1.9661945090967805,0.2591353654979812,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1227704,Ca3Nb4(O6F)2,1.990840147753413,0.0890603933983571,[6.0],5.0,5.0,5.0,Octahedron,"1a, 3d",1,6.0,Nb,0.0,True
mp-1227785,CeNb3O9,1.9186329136713351,0.5393116808401726,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Nb,0.0,True
mp-1227820,Ca10Nb5InO24,1.8742950221428625,0.8964652889836977,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Nb,0.0,True
