material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,La_wyckoff,num_La_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,10.0,La,0.0,True,3.0,10.0,2.4800302340730194,2.8294374936165863,2.6633129953006134,0.10692872302699852,0.3494072595435669,85.40913316206847,35.910844211090904,9.713305026543857,168.1626622237341,10.0,1.0,4,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,10.0,La,0.0,True,4.0,10.0,2.482092182456721,2.8441245888467215,2.6431658683065047,0.10118278510952988,0.36203240639000045,77.91773145313888,34.5192364384546,16.42731091925972,162.8040925484085,10.0,1.0,5,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,10.0,La,0.0,True,5.0,10.0,2.4820921824567215,2.844124588846716,2.643165868306504,0.10118278510952915,0.3620324063899947,80.14319943997914,32.96250964294379,19.813536503083217,144.97605709197776,10.0,1.0,6,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,10.0,La,0.0,True,6.0,10.0,2.4820921824567215,2.844124588846718,2.6431658683065047,0.10118278510952916,0.36203240638999645,77.91773145313888,34.5192364384546,16.427310919259764,162.8040925484085,10.0,1.0,7,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,10.0,La,0.0,True,7.0,10.0,2.4820921824567215,2.8441245888467184,2.6431658683065047,0.10118278510952934,0.3620324063899969,80.14319943997914,32.96250964294379,19.813536503083235,144.97605709197776,10.0,1.0,8,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,11.0,La,0.0,True,8.0,11.0,2.3534363177788014,3.115975691135995,2.7059443361006545,0.22420254764881128,0.7625393733571935,88.51745736326392,35.015429066999985,7.80389109042099,168.8424756366561,11.0,1.0,1,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,11.0,La,0.0,True,9.0,11.0,2.3534363177787982,3.1159756911359953,2.7059443361006545,0.22420254764881187,0.762539373357197,84.51020894368294,36.464555163785114,8.558334720872686,156.11123090319725,11.0,1.0,2,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,11.0,La,0.0,True,10.0,11.0,2.353436317778801,3.1159756911359957,2.7059443361006554,0.2242025476488115,0.7625393733571948,88.51745736326393,35.015429066999985,7.80389109042099,168.84247563665608,11.0,1.0,3,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019894,La4B10O21,2.270382531615867,0.3304706204178755,"[10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism",4e,2,11.0,La,0.0,True,11.0,11.0,2.3534363177787982,3.1159756911359966,2.705944336100655,0.224202547648812,0.7625393733571983,84.51020894368297,36.464555163785114,8.558334720872686,156.11123090319725,11.0,1.0,4,"Square-face bicapped square antiprism, Pentagonal-face capped pentagonal antiprism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,4.0,La,0.0,True,0.0,4.0,2.3738392073598527,2.6763254370492375,2.536816629489741,0.14049233189608418,0.3024862296893849,71.65995870711679,39.06358608326292,0.0,134.48224747800973,4.0,1.0,1,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,4.0,La,0.0,True,1.0,4.0,2.37383920735985,2.6763254370492375,2.5368166294897407,0.1404923318960844,0.30248622968938754,69.50443415874409,45.1914091565722,8.537736462515939e-07,107.25563532443194,4.0,1.0,2,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,4.0,La,0.0,True,2.0,4.0,2.3738392073598495,2.6763254370492375,2.5368166294897407,0.14049233189608454,0.302486229689388,71.6599587071168,39.063586083262926,0.0,134.48224747800975,4.0,1.0,3,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,4.0,La,0.0,True,3.0,4.0,2.373839207359851,2.676325437049237,2.5368166294897403,0.14049233189608457,0.3024862296893862,69.50443415874408,45.19140915657222,8.537736462515939e-07,107.25563532443192,4.0,1.0,4,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,4.0,5.0,2.420095440097449,2.8889138714783256,2.660420439635934,0.1926892751976993,0.46881843138087653,60.66677368450117,30.68452960473149,0.0,80.88500727942083,5.0,1.0,1,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,5.0,5.0,2.420095440097449,2.8889138714783265,2.6604204396359354,0.1926892751976998,0.4688184313808774,75.40761939161338,40.35355400617651,0.0,120.25643124855779,5.0,1.0,2,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,6.0,5.0,2.420095440097451,2.8889138714783273,2.660420439635936,0.19268927519769988,0.46881843138087653,60.66677376987853,30.684529435930813,0.0,80.88500727942082,5.0,1.0,3,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,7.0,5.0,2.4200954400974495,2.888913871478324,2.660420439635934,0.19268927519769816,0.4688184313808743,75.40761939161337,40.35355400617651,0.0,120.25643124855776,5.0,1.0,4,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,8.0,5.0,2.293458080227068,2.8137142283201984,2.58441518565562,0.24069692276708993,0.5202561480931305,54.0701246307418,32.019006489374966,0.0,96.01494387668203,5.0,1.0,5,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,9.0,5.0,2.2934580802270683,2.8137142283202006,2.5844151856556214,0.2406969227670906,0.5202561480931323,72.06913495311142,37.984050315388835,0.0,110.74097341934913,5.0,1.0,6,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,10.0,5.0,2.293458080227066,2.8137142283202,2.584415185655621,0.2406969227670914,0.520256148093134,54.07012450999999,32.019006693270285,0.0,96.01494387668205,5.0,1.0,7,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019895,La3BN2O3,2.006380072799721,0.579300132548101,"[4.0, 5.0]",3.0,3.0,3.0,"Square antiprism, Square-face bicapped trigonal prism",4c,2,5.0,La,0.0,True,11.0,5.0,2.2934580802270688,2.8137142283201992,2.584415185655621,0.24069692276708982,0.5202561480931305,72.06913507385325,37.98405008629903,0.0,110.74097341934916,5.0,1.0,8,"Square antiprism, Square-face bicapped trigonal prism"
mp-1019896,La5S4NO2,2.43020650787395,0.0036545954864614,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism",2i,4,1.0,La,0.0,True,4.0,1.0,2.4576884956091116,2.4576884956091116,2.4576884956091116,0.0,0.0,,,,,1.0,1.0,1,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism"
mp-1019896,La5S4NO2,2.43020650787395,0.0036545954864614,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism",2i,4,1.0,La,0.0,True,5.0,1.0,2.457688495609112,2.457688495609112,2.457688495609112,0.0,0.0,,,,,1.0,1.0,2,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism"
mp-1019896,La5S4NO2,2.43020650787395,0.0036545954864614,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism",2i,4,3.0,La,0.0,True,2.0,3.0,2.4503190443629426,2.4576309793294677,2.4551936676739596,0.00344687919894998,0.007311934966525158,12.744662758634654,9.011837460566214,0.0,19.11699413795198,3.0,1.0,1,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism"
mp-1019896,La5S4NO2,2.43020650787395,0.0036545954864614,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism",2i,4,3.0,La,0.0,True,3.0,3.0,2.4503190443629443,2.4576309793294673,2.4551936676739596,0.0034468791989489336,0.007311934966522937,12.74466275863468,9.011837460566234,0.0,19.11699413795202,3.0,1.0,2,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism"
mp-1019896,La5S4NO2,2.43020650787395,0.0036545954864614,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism",2i,4,4.0,La,0.0,True,0.0,4.0,2.3716120026828804,2.4264610488882217,2.3926939720309677,0.02291081421192283,0.054849046205341256,51.8789024826849,49.05169041282604,0.0,103.75780496536983,4.0,1.0,1,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism"
mp-1019896,La5S4NO2,2.43020650787395,0.0036545954864614,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism",2i,4,4.0,La,0.0,True,1.0,4.0,2.3716120026828795,2.4264610488882172,2.392693972030967,0.022910814211921808,0.054849046205337704,51.878902482684914,49.05169041282601,0.0,103.75780496536983,4.0,1.0,2,"Square antiprism, Square-face capped trigonal prism, Face-capped octahedron, Trigonal prism"
mp-1019968,LaZn(BO2)5,2.0426557230921865,0.4778613152946868,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,La,0.0,True,0.0,10.0,2.3902916004394137,2.962077300612993,2.6227078753635635,0.1434293460377216,0.5717857001735793,58.93970617196876,31.822729293582512,8.77823147887587,132.0569603511719,10.0,1.0,1,Square-face bicapped square antiprism
mp-1019968,LaZn(BO2)5,2.0426557230921865,0.4778613152946868,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,La,0.0,True,1.0,10.0,2.3902916004394137,2.9620773006129935,2.6227078753635635,0.14342934603772162,0.5717857001735798,72.11502496200373,36.862966756892106,10.743226364414603,152.26157657500292,10.0,1.0,2,Square-face bicapped square antiprism
mp-1019968,LaZn(BO2)5,2.0426557230921865,0.4778613152946868,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,La,0.0,True,2.0,10.0,2.390291600439415,2.9620773006129917,2.6227078753635635,0.14342934603772114,0.5717857001735767,58.93970617196876,31.822729293582515,8.77823147887587,132.05696035117194,10.0,1.0,3,Square-face bicapped square antiprism
mp-1019968,LaZn(BO2)5,2.0426557230921865,0.4778613152946868,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,La,0.0,True,3.0,10.0,2.390291600439417,2.9620773006129917,2.622707875363563,0.14342934603772087,0.5717857001735749,72.11502496200373,36.8629667568921,10.743226364414603,152.26157657500292,10.0,1.0,4,Square-face bicapped square antiprism
mp-1020057,LiLaO2,2.4133196232328347,0.1739038413529183,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4e,1,7.0,La,0.0,True,4.0,7.0,2.4484662883777317,2.5676225987739483,2.5134428310251926,0.04193184897998361,0.11915631039621655,66.44105044271839,26.78157736655507,26.715409742524006,119.2061866674035,7.0,1.0,1,Square-face capped trigonal prism
mp-1020057,LiLaO2,2.4133196232328347,0.1739038413529183,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4e,1,7.0,La,0.0,True,5.0,7.0,2.448466288377732,2.5676225987739474,2.513442831025192,0.041931848979983255,0.11915631039621521,58.83874415847771,23.48219861145553,18.870383596369205,102.01338233093263,7.0,1.0,2,Square-face capped trigonal prism
mp-1020057,LiLaO2,2.4133196232328347,0.1739038413529183,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4e,1,7.0,La,0.0,True,6.0,7.0,2.448466288377732,2.5676225987739496,2.5134428310251935,0.04193184897998405,0.11915631039621744,66.44105044271838,26.781577366555066,26.715409742524006,119.2061866674035,7.0,1.0,3,Square-face capped trigonal prism
mp-1020057,LiLaO2,2.4133196232328347,0.1739038413529183,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4e,1,7.0,La,0.0,True,7.0,7.0,2.4484662883777317,2.567622598773947,2.5134428310251917,0.041931848979983054,0.11915631039621521,58.83874415847771,23.482198611455523,18.87038359636923,102.01338233093261,7.0,1.0,4,Square-face capped trigonal prism
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,12.0,8.0,2.444832206698897,2.648804589592569,2.538993503244682,0.062155792656361404,0.20397238289367214,100.07060034373981,30.815663658767882,60.25849108279254,154.66749240150602,8.0,1.0,1,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,13.0,8.0,2.444832206698894,2.6488045895925705,2.5389935032446806,0.06215579265636171,0.20397238289367658,55.464094289790076,23.74955515382368,19.604917755980477,105.54237215528005,8.0,1.0,2,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,14.0,8.0,2.4448322066988952,2.648804589592568,2.538993503244682,0.06215579265636062,0.2039723828936726,48.928607113379506,27.70908897348201,4.467223662047253,96.93712929788958,8.0,1.0,3,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,15.0,8.0,2.4448322066988966,2.6488045895925705,2.538993503244682,0.06215579265636093,0.20397238289367392,49.282924802026116,29.79774061331861,3.134835646230815,116.8584318376956,8.0,1.0,4,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,16.0,8.0,2.444967809067255,2.7033738313753086,2.565368447712336,0.09149948867859314,0.25840602230805354,96.06614469105732,32.37412690694469,32.67407766942591,155.331436853745,8.0,1.0,5,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,17.0,8.0,2.4449678090672546,2.703373831375311,2.565368447712337,0.09149948867859313,0.2584060223080562,63.69175158986268,24.000955218555145,28.955865372156133,114.45843131967743,8.0,1.0,6,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,18.0,8.0,2.4449678090672546,2.7033738313753113,2.565368447712336,0.09149948867859324,0.25840602230805665,61.23563108955034,27.87001997595267,2.770993821574076,114.4584313196774,8.0,1.0,7,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,19.0,8.0,2.444967809067255,2.7033738313753095,2.565368447712336,0.09149948867859278,0.25840602230805443,100.00656867705932,31.003022691044894,57.96079727795265,155.33143685374498,8.0,1.0,8,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,20.0,8.0,2.398941868422539,2.7617628341339198,2.5556151751107397,0.09482172495150387,0.3628209657113808,99.74350842205668,30.885128913706488,59.567812632134945,156.45499855990545,8.0,1.0,9,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,21.0,8.0,2.398941868422538,2.7617628341339193,2.5556151751107388,0.0948217249515038,0.3628209657113812,60.634951178475305,27.424078779412895,2.349427262618572,130.45547845903226,8.0,1.0,10,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1020648,NaLaSiO4,2.5852689873008536,-0.0311349930217086,[8.0],3.0,3.0,3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4a,2,8.0,La,0.0,True,22.0,8.0,2.3989418684225376,2.7617628341339193,2.555615175110739,0.09482172495150429,0.36282096571138167,64.07271982726482,26.942518256276397,29.95366506414729,130.4554784590323,8.0,1.0,11,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized"
