material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,La_wyckoff,num_La_chemenvs,CN,element,charge_range,is_single_charge
mp-2230488,La4MgTi3O12,1.773035094186286,0.9045262914235924,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2i,1,8.0,La,0.0,True
mp-2230574,La4Mg(MoO6)2,1.9132003819193133,0.7576735492134152,"[8.0, 7.0]",3.0,3.0,3.0,Square-face bicapped trigonal prism,2i,1,8.0,La,0.0,True
mp-2230574,La4Mg(MoO6)2,1.9132003819193133,0.7576735492134152,"[8.0, 7.0]",3.0,3.0,3.0,Square-face bicapped trigonal prism,2i,1,7.0,La,0.0,True
mp-22590,LaFeO3,1.4849217570635924,1.2991808443285615,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,La,0.0,True
mp-22748,NaLaMnWO6,4.000679796925462,-1.4190149562915344,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,La,0.0,True
mp-24050,LaCrHO5,2.12290655664254,0.4651230239602504,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),4e,1,9.0,La,0.0,True
mp-24148,LiLa2HO3,0.4666220701170964,2.1436824051868806,[7.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2i,1,7.0,La,0.0,True
mp-25232,La4CoO8,2.846787797172784,-0.1659403287730952,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),"2i, 2j",1,9.0,La,0.0,True
mp-2647039,KLaTaAlO6,1.6911741699374203,0.7451078864682649,[12.0],3.0,3.0,3.0,Cuboctahedron,1b,1,12.0,La,0.0,True
mp-2712739,Na6Ca4La4SiS11O48,2.010997829768704,0.5479687457151816,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2712913,La3TaP2(SO6)4,2.1948769023010666,0.2844282625818132,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2713009,LaHfP(SO6)2,2.1239454442955306,0.3134851503959414,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,La,0.0,True
mp-2713076,La3NbP2(SO6)4,2.204791485486783,0.2658616584567034,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2713081,LaZrP(SO6)2,2.1265393099636727,0.3304539464275496,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,La,0.0,True
mp-2713099,La2Hf2SiS5O24,2.1154909720683115,0.3806656941113683,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2713103,LaSnP(SO6)2,2.1432530377511383,0.3012351746837563,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,La,0.0,True
mp-2713106,La2Zr2SiS5O24,2.137444509500204,0.3467410501183646,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2713335,Na10LaTa7(SiO4)12,1.7531960510628122,0.8793829785972177,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2713436,LaNbP2SO12,2.2782443869850804,0.1062063655317922,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,La,0.0,True
mp-2713533,Na10LaNb7(SiO4)12,1.742772414051308,0.8841923601903992,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2713878,LaTa3(PO4)6,2.1989872388050884,0.1949134616577595,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c",1,6.0,La,0.0,True
mp-2713998,LaNb3(PO4)6,2.2352560940704995,0.1376128155403841,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c",1,6.0,La,0.0,True
mp-2714094,NaLa2Y2PS5O24,2.089403802579416,0.3956848283908553,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714126,Na2La8SiS11O48,2.0973145042161727,0.4527901295750073,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714133,NaLa2In2PS5O24,2.0922816533636284,0.3970922671858606,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714138,NaLa2Sc2PS5O24,2.1234617805500235,0.3882102028173784,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714152,Na2La4Sc4SiS11O48,2.0867815832584617,0.4056771409651338,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714164,NaLaMg(SO4)3,2.040892103976568,0.4427731799047197,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,La,0.0,True
mp-2714231,NaCaLa(SO4)3,2.0800875579447125,0.4247575742243647,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,La,0.0,True
mp-2714253,NaLa4PS5O24,2.082527620814569,0.4636032547754254,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714524,NaLaInP(SO6)2,2.14088620148267,0.3250061574753057,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714665,Na3LaHf3(PO4)6,2.0440610188416253,0.4334838069064032,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2714703,NaLa3Zn(SO4)6,2.059763094223597,0.4761323966142927,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c, 1b",1,6.0,La,0.0,True
mp-2714736,NaLa3Mg(SO4)6,2.058705188533993,0.464394109944712,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c, 1b",1,6.0,La,0.0,True
mp-2714869,NaCaLa3(SO4)6,2.15190832030194,0.3498562619595275,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c, 1b",1,6.0,La,0.0,True
mp-2714929,Na3LaMg3(SO4)6,2.074238068009036,0.3727322128723318,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2715078,Na3Ca3La(SO4)6,2.1611837032113863,0.3152010310770964,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2715131,Na3LaZn3(SO4)6,2.08530806467848,0.3654343374585759,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2715272,Na3LaSc(PO4)3,1.982112159881919,0.5597018951609639,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2715322,Na6LaTa3(SiO4)6,1.972379576588684,0.5624387375824262,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,La,0.0,True
mp-2715412,Na3LaY(PO4)3,2.081142901335441,0.4482705225688159,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2715545,NaLaTa3SiP5O24,2.193702695676727,0.2494800919042602,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2715673,NaLaNb3SiP5O24,2.183984351301896,0.2660528246983008,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-2716564,Na3LaZr3(PO4)6,2.0718067124364072,0.4181354768623145,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,La,0.0,True
mp-27330,La3(OsO5)2,2.025734465124959,0.4977879302997263,[8.0],3.0,3.0,3.0,"Cube, Bicapped square prism (adjacent faces)","1b, 2h",2,8.0,La,0.0,True
mp-27494,La2CoO4,3.1739513351710302,-0.3963809413006547,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,8f,1,8.0,La,0.0,True
mp-27539,La2ReO5,2.101614835364615,0.4438093485188361,[8.0],3.0,3.0,3.0,Cube,4h,1,8.0,La,0.0,True
mp-28072,La2Be2O5,3.3618707748347005,-0.3327199108115067,[10.0],3.0,3.0,3.0,Metabidiminished icosahedron,4f,1,10.0,La,0.0,True
mp-28121,La3ReO8,2.0750411732142005,0.505482054548785,"[8.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Bicapped square prism (adjacent faces)",2e,2,8.0,La,0.0,True
mp-28121,La3ReO8,2.0750411732142005,0.505482054548785,"[8.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Bicapped square prism (adjacent faces)",2e,2,7.0,La,0.0,True
mp-28155,LaNb5O14,3.14003573702796,-0.2788528661686845,[12.0],3.0,3.0,3.0,Icosahedron,4c,1,12.0,La,0.0,True
mp-28200,LaNb7O19,2.48037145647187,0.0812334828585277,[8.0],3.0,3.0,3.0,Bicapped octahedron (opposed cap faces),2d,1,8.0,La,0.0,True
mp-28853,LaAuO3,2.2621115071737607,0.3260059682361468,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,La,0.0,True
mp-29041,La11V4O26,2.3168035938901697,0.2407950604577169,"[8.0, 6.0, 7.0]",2.6666666666666665,2.0,3.0,"Cube, Square-face capped trigonal prism, Face-capped octahedron","2i, 1d",3,8.0,La,1.0,False
mp-29041,La11V4O26,2.3168035938901697,0.2407950604577169,"[8.0, 6.0, 7.0]",2.6666666666666665,2.0,3.0,"Cube, Square-face capped trigonal prism, Face-capped octahedron","2i, 1d",3,6.0,La,1.0,False
mp-29041,La11V4O26,2.3168035938901697,0.2407950604577169,"[8.0, 6.0, 7.0]",2.6666666666666665,2.0,3.0,"Cube, Square-face capped trigonal prism, Face-capped octahedron","2i, 1d",3,7.0,La,1.0,False
mp-29045,La5Ti5O17,2.259267157976649,0.3241050659225006,"[10.0, 12.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Cuboctahedron, Bicapped square prism (adjacent faces)",2a,3,10.0,La,0.0,True
mp-29045,La5Ti5O17,2.259267157976649,0.3241050659225006,"[10.0, 12.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Cuboctahedron, Bicapped square prism (adjacent faces)",2a,3,12.0,La,0.0,True
mp-29045,La5Ti5O17,2.259267157976649,0.3241050659225006,"[10.0, 12.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Cuboctahedron, Bicapped square prism (adjacent faces)",2a,3,7.0,La,0.0,True
mp-29150,La3MoO7,2.217921258414433,0.3572248762706863,[7.0],3.0,3.0,3.0,"Face-capped octahedron, Pentagonal bipyramid",4a,2,7.0,La,0.0,True
mp-29183,LaNb7O12,3.3396387923859607,-0.6610966893981891,[8.0],3.0,3.0,3.0,Triangular cupola,4e,1,8.0,La,0.0,True
mp-29326,La3(ReO5)2,2.430287466072417,0.0752364768417819,[8.0],2.5,2.0,3.0,"Cube, Bicapped octahedron (cap faces with one atom in common)","1a, 2h",2,8.0,La,1.0,False
mp-29855,LaV3O9,2.583016112259417,-0.004669318835551,[8.0],3.0,3.0,3.0,Square-face bicapped square antiprism,2e,1,8.0,La,0.0,True
mp-30162,La2W2O9,2.539217975532414,0.0604852781807106,"[9.0, 10.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)",2i,2,9.0,La,0.0,True
mp-30162,La2W2O9,2.539217975532414,0.0604852781807106,"[9.0, 10.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)",2i,2,10.0,La,0.0,True
mp-30163,La2Mo4O15,2.4589273220928205,0.0899890452197312,"[8.0, 9.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps)",4e,2,8.0,La,0.0,True
mp-30163,La2Mo4O15,2.4589273220928205,0.0899890452197312,"[8.0, 9.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps)",4e,2,9.0,La,0.0,True
mp-30926,LaB5O9,2.229487919995719,0.3384993173647529,[9.0],3.0,3.0,3.0,Bicapped square prism (adjacent faces),4e,1,9.0,La,0.0,True
mp-31031,La4PdO7,2.010022305391453,0.6032246157481527,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism",2i,2,8.0,La,0.0,True
mp-31031,La4PdO7,2.010022305391453,0.6032246157481527,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism",2i,2,7.0,La,0.0,True
mp-31116,LaScO3,1.1743055574825825,1.6546181153185462,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,La,0.0,True
mp-31128,La6Mo8O33,2.451979484317161,0.1072338916761416,"[8.0, 9.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Dodecahedron with triangular faces - p2345 plane normalized",2a,3,8.0,La,0.0,True
mp-31128,La6Mo8O33,2.451979484317161,0.1072338916761416,"[8.0, 9.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Dodecahedron with triangular faces - p2345 plane normalized",2a,3,9.0,La,0.0,True
mp-31249,La2Te4O11,2.3796272629477926,0.1546736185731225,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4f,1,8.0,La,0.0,True
mp-31353,La3OsO7,2.06078025614703,0.4945771404959307,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","2b, 4g",2,8.0,La,0.0,True
mp-31353,La3OsO7,2.06078025614703,0.4945771404959307,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","2b, 4g",2,7.0,La,0.0,True
mp-31415,La3TaO7,1.9599361939699944,0.626408129088497,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","4g, 2a",2,8.0,La,0.0,True
mp-31415,La3TaO7,1.9599361939699944,0.626408129088497,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","4g, 2a",2,7.0,La,0.0,True
mp-31418,La(SbO3)3,2.001202868462211,0.6499598681151614,[7.0],3.0,3.0,3.0,End-trigonal-face capped trigonal prism,2c,1,7.0,La,0.0,True
mp-31419,LaSb5O12,2.726684394843186,-0.0200760410831295,[12.0],3.0,3.0,3.0,Icosahedron,1b,1,12.0,La,0.0,True
mp-3222,La3RuO7,2.112988658192092,0.4343147008175484,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","4g, 2a",2,8.0,La,0.0,True
mp-3222,La3RuO7,2.112988658192092,0.4343147008175484,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","4g, 2a",2,7.0,La,0.0,True
mp-3249,La4Ti3O12,2.1708096717335703,0.506368667431417,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2c,1,9.0,La,0.0,True
mp-39159,CaLaTiCrO6,1.529950069787994,1.0696776122299112,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),4a,1,8.0,La,0.0,True
mp-39208,BaLaTiCrO6,1.7929353684726768,0.6934751631729339,[12.0],3.0,3.0,3.0,Cuboctahedron,2e,1,12.0,La,0.0,True
mp-39226,SrLa4TiAl4O15,2.114527760899815,0.4210235872850132,[12.0],3.0,3.0,3.0,Cuboctahedron,2e,1,12.0,La,0.0,True
mp-39249,BaLaMgRuO6,0.8770238608590587,1.8174820176276725,[8.0],3.0,3.0,3.0,Cuboctahedron,1b,1,8.0,La,0.0,True
mp-39259,BaLaZnRuO6,0.727886244586571,2.21049085300809,[7.0],3.0,3.0,3.0,Tridiminished icosahedron,1a,1,7.0,La,0.0,True
mp-3962,LaPO4,1.766650929526594,0.7892616283660003,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),4e,1,9.0,La,0.0,True
mp-3998,LaTaO4,1.780319009209986,0.7987416065488409,[9.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),2a,1,9.0,La,0.0,True
mp-40286,NaLiLa2Ti4O12,2.8927523140762523,-0.1197997203992409,[12.0],3.0,3.0,3.0,Cuboctahedron,2e,1,12.0,La,0.0,True
mp-4078,La2SO6,2.113288169685822,0.4625416889694966,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4f,1,8.0,La,0.0,True
mp-4086,La2Sn2O7,1.7997858854352244,0.7544998302792904,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,La,0.0,True
mp-4350,La2(SeO3)3,2.417942633332222,0.235562289056627,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,8d,1,10.0,La,0.0,True
mp-4412,La4Se3O4,2.29564817374928,0.1511572926240376,[4.0],3.0,3.0,3.0,"Square antiprism, Trigonal prism","1a, 1b, 2c",2,4.0,La,0.0,True
mp-4421,LaTaO4,2.918295740521946,-0.2458774040765785,[8.0],3.0,3.0,3.0,Cube,4e,1,8.0,La,0.0,True
mp-4658,La(BO2)3,2.2423680511665185,0.3311856176571513,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,2e,1,10.0,La,0.0,True
mp-4802,La4Re6O19,2.3265316646049063,0.2253599634530536,[10.0],2.0,2.0,2.0,Square-face bicapped square antiprism,"1a, 3b",1,10.0,La,0.0,True
mp-4917,LaAsO4,1.33898423855561,1.2346503655662606,[9.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),4e,1,9.0,La,0.0,True
mp-4974,La2Zr2O7,1.8330112389981168,0.7311226798514608,[8.0],3.0,3.0,3.0,Cube,4c,1,8.0,La,0.0,True
mp-5032,La3Ru3O11,2.2677687858035886,0.2210936691847571,"[8.0, 9.0]",2.5,2.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)","8e, 4c",2,8.0,La,1.0,False
mp-5032,La3Ru3O11,2.2677687858035886,0.2210936691847571,"[8.0, 9.0]",2.5,2.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)","8e, 4c",2,9.0,La,1.0,False
mp-504831,La3ReO8,2.068120032271624,0.5268662545959281,"[8.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism",2e,2,8.0,La,0.0,True
mp-504831,La3ReO8,2.068120032271624,0.5268662545959281,"[8.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism",2e,2,7.0,La,0.0,True
mp-5152,La2SiO5,2.2858305441644085,0.2965112432679894,"[8.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Face-capped octahedron",4e,2,8.0,La,0.0,True
mp-5152,La2SiO5,2.2858305441644085,0.2965112432679894,"[8.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (three square-face caps), Face-capped octahedron",4e,2,7.0,La,0.0,True
mp-5163,LaRhO3,1.391699256272696,1.3032048425526237,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,La,0.0,True
mp-5299,La2RuO5,2.1271825449138144,0.5473525963199368,[9.0],3.0,3.0,3.0,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",4e,2,9.0,La,0.0,True
mp-5308,LaTa3O9,3.012876827233306,-0.3484076483171748,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),4c,1,9.0,La,0.0,True
mp-531302,La10(Si2O9)3,2.173878925667156,0.4227727898676615,"[8.0, 9.0, 6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2a,5,8.0,La,0.0,True
mp-531302,La10(Si2O9)3,2.173878925667156,0.4227727898676615,"[8.0, 9.0, 6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2a,5,9.0,La,0.0,True
mp-531302,La10(Si2O9)3,2.173878925667156,0.4227727898676615,"[8.0, 9.0, 6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2a,5,6.0,La,0.0,True
mp-531302,La10(Si2O9)3,2.173878925667156,0.4227727898676615,"[8.0, 9.0, 6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2a,5,7.0,La,0.0,True
mp-531717,La5Mn5O16,2.233689441949676,0.379601208257169,"[6.0, 8.0, 9.0, 10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron, Tridiminished icosahedron",1a,3,6.0,La,0.0,True
mp-531717,La5Mn5O16,2.233689441949676,0.379601208257169,"[6.0, 8.0, 9.0, 10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron, Tridiminished icosahedron",1a,3,8.0,La,0.0,True
mp-531717,La5Mn5O16,2.233689441949676,0.379601208257169,"[6.0, 8.0, 9.0, 10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron, Tridiminished icosahedron",1a,3,9.0,La,0.0,True
mp-531717,La5Mn5O16,2.233689441949676,0.379601208257169,"[6.0, 8.0, 9.0, 10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron, Tridiminished icosahedron",1a,3,10.0,La,0.0,True
mp-531717,La5Mn5O16,2.233689441949676,0.379601208257169,"[6.0, 8.0, 9.0, 10.0, 11.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron, Tridiminished icosahedron",1a,3,11.0,La,0.0,True
mp-532198,LaAl22O34,1.83543960585362,0.6528591150658766,[8.0],2.0,2.0,2.0,Hexagonal bipyramid,"1h, 1b",1,8.0,La,0.0,True
mp-532565,SrLa7TiGa7O24,1.7099322468382687,0.874909763650202,[9.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),2a,1,9.0,La,0.0,True
mp-540878,La3Re2O9,2.558195670859229,0.0258980986436323,"[8.0, 9.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face capped square prism, Cube",2i,3,8.0,La,0.0,True
mp-540878,La3Re2O9,2.558195670859229,0.0258980986436323,"[8.0, 9.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face capped square prism, Cube",2i,3,9.0,La,0.0,True
mp-541211,KLaCr2O8,2.230382084537779,0.3204605900781301,[9.0],3.0,3.0,3.0,Square-face monocapped antiprism,4e,1,9.0,La,0.0,True
mp-541280,BaLaGaO4,2.001720809736894,0.677292683481584,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4a,1,8.0,La,0.0,True
mp-541600,RbLaTa2O7,2.5292811313901344,0.1408539880008506,[12.0],3.0,3.0,3.0,Cuboctahedron,1c,1,12.0,La,0.0,True
mp-541611,La4Ru6O19,2.346072362713666,0.2385720463436706,[10.0],2.0,2.0,2.0,Square-face bicapped square antiprism,4c,1,10.0,La,0.0,True
mp-541612,La4Os6O19,2.218365484696519,0.3987814154343968,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4k,1,10.0,La,0.0,True
mp-541986,K2LaH4N5O17,2.676911342540354,0.0121504767115993,[12.0],3.0,3.0,3.0,Icosahedron,2a,1,12.0,La,0.0,True
mp-541995,LaSiO3F,2.2083635196238967,0.3619513711720732,[6.0],3.0,3.0,3.0,Square-face monocapped antiprism,6g,1,6.0,La,0.0,True
mp-542503,La9(SbO)5,2.259801018553752,0.310209810522391,"[1.0, 4.0]",2.333333333333333,2.0,3.0,"See-saw, Square pyramid","8g, 2c",2,1.0,La,1.0,False
mp-542503,La9(SbO)5,2.259801018553752,0.310209810522391,"[1.0, 4.0]",2.333333333333333,2.0,3.0,"See-saw, Square pyramid","8g, 2c",2,4.0,La,1.0,False
mp-542724,LaNbO4,2.489903176210034,0.0411542794976278,[8.0],3.0,3.0,3.0,Square antiprism,2e,1,8.0,La,0.0,True
mp-553248,CsLaNb2O7,2.437618312002108,0.2132294715017004,[12.0],3.0,3.0,3.0,Cuboctahedron,1a,1,12.0,La,0.0,True
mp-553281,Ba2LaNbO6,2.345796225479808,0.0712552824511673,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,La,0.0,True
mp-553965,RbLaNb2O7,2.472427939163064,0.2169468038243584,[11.0],3.0,3.0,3.0,Diminished icosahedron,2e,1,11.0,La,0.0,True
mp-554034,KLa2NbO6,2.13925779069736,0.4222587705475219,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism",2i,2,8.0,La,0.0,True
mp-554034,KLa2NbO6,2.13925779069736,0.4222587705475219,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism",2i,2,7.0,La,0.0,True
mp-554177,La4Cu3MoO12,2.2999935456457754,0.2613281404903493,[8.0],3.0,3.0,3.0,Cube,4f,1,8.0,La,0.0,True
mp-554286,La6Ti2S8O5,2.197394876633827,0.4537414764459258,"[0, 1.0, 2.0, 3.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Face-capped octahedron",2e,3,0.0,La,0.0,True
mp-554286,La6Ti2S8O5,2.197394876633827,0.4537414764459258,"[0, 1.0, 2.0, 3.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Face-capped octahedron",2e,3,1.0,La,0.0,True
mp-554286,La6Ti2S8O5,2.197394876633827,0.4537414764459258,"[0, 1.0, 2.0, 3.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Face-capped octahedron",2e,3,2.0,La,0.0,True
mp-554286,La6Ti2S8O5,2.197394876633827,0.4537414764459258,"[0, 1.0, 2.0, 3.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Face-capped octahedron",2e,3,3.0,La,0.0,True
mp-554286,La6Ti2S8O5,2.197394876633827,0.4537414764459258,"[0, 1.0, 2.0, 3.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Face-capped octahedron",2e,3,4.0,La,0.0,True
mp-554402,La2(MoO4)3,2.320227831052848,0.2168784499706337,[8.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4f,2,8.0,La,0.0,True
mp-554475,LaNb2ClO6,2.214108723986569,0.424412321795008,[6.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,6.0,La,0.0,True
mp-554531,Li11La12Fe3O28,2.0397633416256102,0.5721533042284848,"[8.0, 9.0, 6.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized","4g, 16l, 4h",2,8.0,La,0.0,True
mp-554531,Li11La12Fe3O28,2.0397633416256102,0.5721533042284848,"[8.0, 9.0, 6.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized","4g, 16l, 4h",2,9.0,La,0.0,True
mp-554531,Li11La12Fe3O28,2.0397633416256102,0.5721533042284848,"[8.0, 9.0, 6.0]",3.0,3.0,3.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized","4g, 16l, 4h",2,6.0,La,0.0,True
mp-554597,La2WO6,2.347013312701804,0.2099763214750657,"[8.0, 9.0, 7.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism, Square-face monocapped antiprism",4a,3,8.0,La,0.0,True
