material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,La_wyckoff,num_La_chemenvs,CN,element,charge_range,is_single_charge
mp-1173608,NaLa5Mg4(WO6)4,2.4178207183893976,0.1855092805244713,"[11.0, 5.0, 7.0]",3.0,3.0,3.0,"Diminished icosahedron, Bicapped octahedron (cap faces with one atom in common)","1a, 2b",2,5.0,La,0.0,True
mp-1173608,NaLa5Mg4(WO6)4,2.4178207183893976,0.1855092805244713,"[11.0, 5.0, 7.0]",3.0,3.0,3.0,"Diminished icosahedron, Bicapped octahedron (cap faces with one atom in common)","1a, 2b",2,7.0,La,0.0,True
mp-1173635,Sr18La2MgRu9O40,3.845707223319169,-1.139036073287899,[8.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2i,1,8.0,La,0.0,True
mp-1173651,NaLaNiWO6,2.393008304383914,0.2363276389099816,"[11.0, 5.0, 6.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron",1a,2,11.0,La,0.0,True
mp-1173651,NaLaNiWO6,2.393008304383914,0.2363276389099816,"[11.0, 5.0, 6.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron",1a,2,5.0,La,0.0,True
mp-1173651,NaLaNiWO6,2.393008304383914,0.2363276389099816,"[11.0, 5.0, 6.0]",3.0,3.0,3.0,"Square-face bicapped square antiprism, Diminished icosahedron",1a,2,6.0,La,0.0,True
mp-1173844,Na7La7Th2Ti18O54,2.248039892775864,0.3487625927241819,"[8.0, 10.0, 12.0]",3.0,3.0,3.0,Cuboctahedron,1a,1,8.0,La,0.0,True
mp-1173844,Na7La7Th2Ti18O54,2.248039892775864,0.3487625927241819,"[8.0, 10.0, 12.0]",3.0,3.0,3.0,Cuboctahedron,1a,1,10.0,La,0.0,True
mp-1173844,Na7La7Th2Ti18O54,2.248039892775864,0.3487625927241819,"[8.0, 10.0, 12.0]",3.0,3.0,3.0,Cuboctahedron,1a,1,12.0,La,0.0,True
mp-1173878,Na3Sr14La3Ti20O60,1.852541117229076,0.6520001391905363,[12.0],3.0,3.0,3.0,Cuboctahedron,"1a, 1b",1,12.0,La,0.0,True
mp-1178124,La3ScO6,1.9752815615467587,0.6533279594393233,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,"4b, 2a",1,7.0,La,0.0,True
mp-1178155,La3AlO6,1.8537551611066967,0.7796559516318984,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,"4b, 2a",1,7.0,La,0.0,True
mp-1178167,K2LaPCO7,2.322910908621864,0.1807849687962201,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,La,0.0,True
mp-1178196,LaAl33O51,1.5207372546592866,1.2172823633774683,[8.0],3.0,3.0,3.0,Hexagonal bipyramid,1c,1,8.0,La,0.0,True
mp-1180667,La3FeO6,1.9107807153414904,0.6970333242400868,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,"4b, 2a",1,7.0,La,0.0,True
mp-1180739,LaGaO3,1.4749903939289908,1.4009442053063217,[7.0],3.0,3.0,3.0,Diminished icosahedron,4c,1,7.0,La,0.0,True
mp-1188812,La2MnNiO6,1.7633482044763835,0.9712213418746284,[8.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),4e,1,8.0,La,0.0,True
mp-1188898,LiLa(CO3)2,1.98525810949534,0.528002101269648,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,2e,1,10.0,La,0.0,True
mp-1189102,Sr2LaSbO6,2.57728600225759,-0.2587438120520023,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,La,0.0,True
mp-1190427,LaSbO4,2.6016266641545465,-0.1664146089584499,[6.0],3.0,3.0,3.0,Square-face capped trigonal prism,4e,1,6.0,La,0.0,True
mp-1190489,LaTb2RuO7,1.7538951199641275,0.8139718752966395,[8.0],3.0,3.0,3.0,Cube,2a,1,8.0,La,0.0,True
mp-1190600,La3SbO7,1.933032530163564,0.6585726914634491,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","8d, 4c",2,8.0,La,0.0,True
mp-1190600,La3SbO7,1.933032530163564,0.6585726914634491,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","8d, 4c",2,7.0,La,0.0,True
mp-1191066,La3IrO7,2.100967678798728,0.4478346155663034,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","2b, 4g",2,8.0,La,0.0,True
mp-1191066,La3IrO7,2.100967678798728,0.4478346155663034,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","2b, 4g",2,7.0,La,0.0,True
mp-1191110,La3Mn2Sb3O14,2.1485679071102,0.3896877260779892,[8.0],3.0,3.0,3.0,Cube,6e,1,8.0,La,0.0,True
mp-1191145,Rb2LaNb2O7,1.5614145887281,0.7130521708316435,[11.0],2.0,2.0,2.0,Diminished icosahedron,2c,1,11.0,La,0.0,True
mp-11914,NaLa2IrO6,0.8785761771776894,1.901491030048568,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1194207,LaMoBrO4,2.477591675317582,0.0517677213796973,[6.0],3.0,3.0,3.0,Square-face monocapped antiprism,2a,1,6.0,La,0.0,True
mp-1194534,La3VH3O8,2.566411588791765,-0.0118883406713619,"[8.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism","2e, 4f",2,8.0,La,0.0,True
mp-1194534,La3VH3O8,2.566411588791765,-0.0118883406713619,"[8.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism","2e, 4f",2,7.0,La,0.0,True
mp-1195137,KLa5V2O13,2.2517617814869,0.3397513857472425,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism, Face-capped octahedron",2i,3,8.0,La,0.0,True
mp-1195137,KLa5V2O13,2.2517617814869,0.3397513857472425,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Square-face capped trigonal prism, Face-capped octahedron",2i,3,7.0,La,0.0,True
mp-1195311,CaLaMgAl2Si3HO13,2.3423904259782864,0.2578457260244344,[8.0],3.0,3.0,3.0,Bicapped square prism (adjacent faces),2e,1,8.0,La,0.0,True
mp-1195616,LaAg(IO3)4,2.5083718470116225,0.014212630204963,[8.0],3.0,3.0,3.0,Square antiprism,2a,1,8.0,La,0.0,True
mp-1195921,La2P3(HO3)3,2.059236256711748,0.5633160645910692,[9.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),8d,1,9.0,La,0.0,True
mp-1196184,LaV2IO9,2.448620745681441,0.1296830731627249,[9.0],3.0,3.0,3.0,Square-face monocapped antiprism,4d,1,9.0,La,0.0,True
mp-1196301,La2Mn(SeO)2,2.4182697709005136,-0.0333295789418242,"[3.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Pentagonal pyramid",4a,2,3.0,La,0.0,True
mp-1196301,La2Mn(SeO)2,2.4182697709005136,-0.0333295789418242,"[3.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Pentagonal pyramid",4a,2,4.0,La,0.0,True
mp-1196620,SrLa2WO7,2.014749014720624,0.5648035168808954,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1196632,La9Sb5CO4,1.530586580689904,1.357476845268376,"[0, 1.0, 3.0]",3.0,3.0,3.0,"Single neighbor, See-saw","8g, 2c",2,0.0,La,0.0,True
mp-1196632,La9Sb5CO4,1.530586580689904,1.357476845268376,"[0, 1.0, 3.0]",3.0,3.0,3.0,"Single neighbor, See-saw","8g, 2c",2,1.0,La,0.0,True
mp-1196632,La9Sb5CO4,1.530586580689904,1.357476845268376,"[0, 1.0, 3.0]",3.0,3.0,3.0,"Single neighbor, See-saw","8g, 2c",2,3.0,La,0.0,True
mp-1197399,LaTi2Al9O19,2.105049472742076,0.492049490402187,[12.0],3.0,3.0,3.0,Cuboctahedron,4f,1,12.0,La,0.0,True
mp-1197417,BaLa2Sc2O7,2.33087302167758,0.2914206988621932,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,8j,1,7.0,La,0.0,True
mp-1198007,LaB2O4F,2.4045571566195787,0.1937479983816427,[6.0],3.0,3.0,3.0,Tricapped triangular prism (two square-face caps and one triangular-face cap),8c,1,6.0,La,0.0,True
mp-1198098,La3IrO7,2.169753788262448,0.4061961608041343,"[8.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped trigonal prism, Square-face monocapped antiprism, Square-face capped trigonal prism",4e,4,8.0,La,0.0,True
mp-1198098,La3IrO7,2.169753788262448,0.4061961608041343,"[8.0, 7.0]",3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped trigonal prism, Square-face monocapped antiprism, Square-face capped trigonal prism",4e,4,7.0,La,0.0,True
mp-1198622,Li7La3Hf2O12,2.523026547603004,0.0464579912549146,[8.0],3.0,3.0,3.0,Cube,"4b, 8e",1,8.0,La,0.0,True
mp-1198818,La3Mo4O16F,2.338700165764423,0.2335639175174911,[8.0],3.0,3.0,3.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face monocapped antiprism",2i,2,8.0,La,0.0,True
mp-11992,LiLa2IrO6,1.4554469581098777,1.238038802341988,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1200057,Li7La3(SnO6)2,2.6912960049670587,-0.0954695963156329,[8.0],3.0,3.0,3.0,Cube,"4b, 8e",1,8.0,La,0.0,True
mp-1200169,La14Sb8CO7,2.080422909720134,0.4949419923315307,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Single neighbor, See-saw","4c, 2b, 8d, 2a",2,0.0,La,0.0,True
mp-1200169,La14Sb8CO7,2.080422909720134,0.4949419923315307,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Single neighbor, See-saw","4c, 2b, 8d, 2a",2,1.0,La,0.0,True
mp-1200169,La14Sb8CO7,2.080422909720134,0.4949419923315307,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Single neighbor, See-saw","4c, 2b, 8d, 2a",2,3.0,La,0.0,True
mp-1200169,La14Sb8CO7,2.080422909720134,0.4949419923315307,"[0, 1.0, 3.0, 4.0]",3.0,3.0,3.0,"Single neighbor, See-saw","4c, 2b, 8d, 2a",2,4.0,La,0.0,True
mp-1200651,BaLa2Ti3O10,2.0729083441309264,0.510061891435704,"[11.0, 12.0]",3.0,3.0,3.0,Cuboctahedron,4b,1,11.0,La,0.0,True
mp-1200651,BaLa2Ti3O10,2.0729083441309264,0.510061891435704,"[11.0, 12.0]",3.0,3.0,3.0,Cuboctahedron,4b,1,12.0,La,0.0,True
mp-1201679,BaLa2WO7,2.0603019921119152,0.5328770036863824,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,La,0.0,True
mp-1201992,LaVH2I4O15,2.4936891369279186,0.0414835009179021,[8.0],3.0,3.0,3.0,Square antiprism,2a,1,8.0,La,0.0,True
mp-1202027,LaTaO4,0.0655854503504278,3.059735417066756,[7.0],3.0,3.0,3.0,Square-face capped square prism,8c,1,7.0,La,0.0,True
mp-1202241,La2RuO5,2.1181864953160328,0.514294878338948,"[9.0, 7.0]",3.0,3.0,3.0,Square-face monocapped antiprism,2i,1,9.0,La,0.0,True
mp-1202241,La2RuO5,2.1181864953160328,0.514294878338948,"[9.0, 7.0]",3.0,3.0,3.0,Square-face monocapped antiprism,2i,1,7.0,La,0.0,True
mp-1202389,LaVI5O16,2.6143836455216807,-0.0268963266156241,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),4e,1,9.0,La,0.0,True
mp-1202623,BaLa2Ti3O10,2.070257439487249,0.4747699915087274,[12.0],3.0,3.0,3.0,Cuboctahedron,2c,1,12.0,La,0.0,True
mp-1202686,La2WO6,2.3008019422941626,0.2510477552657316,"[8.0, 9.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped square prism, Square-face capped trigonal prism","4b, 2a",3,8.0,La,0.0,True
mp-1202686,La2WO6,2.3008019422941626,0.2510477552657316,"[8.0, 9.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped square prism, Square-face capped trigonal prism","4b, 2a",3,9.0,La,0.0,True
mp-1202686,La2WO6,2.3008019422941626,0.2510477552657316,"[8.0, 9.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped square prism, Square-face capped trigonal prism","4b, 2a",3,7.0,La,0.0,True
mp-1203123,BaLa2WO7,2.0051865816343595,0.5703613332661452,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,La,0.0,True
mp-1203257,La3MoO7,1.9568066939884765,0.6414006642170083,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","8d, 4c",2,8.0,La,0.0,True
mp-1203257,La3MoO7,1.9568066939884765,0.6414006642170083,"[8.0, 7.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","8d, 4c",2,7.0,La,0.0,True
