material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Tl_wyckoff,num_Tl_chemenvs,CN,element,charge_range,is_single_charge
mp-758895,Ta2Tl2P7HO24,2.2178064137144875,0.428495608987632,"[7.0, 8.0]",1.0,1.0,1.0,"Cube, Square-face capped square prism",2e,2,8.0,Tl,0.0,True
mp-759378,Nb3Tl3O10,2.284397371316696,0.2719641024406035,"[7.0, 8.0]",1.67,1.67,1.67,"End-trigonal-face capped trigonal prism, Hexagonal bipyramid","4d, 8h",2,7.0,Tl,0.0,True
mp-759378,Nb3Tl3O10,2.284397371316696,0.2719641024406035,"[7.0, 8.0]",1.67,1.67,1.67,"End-trigonal-face capped trigonal prism, Hexagonal bipyramid","4d, 8h",2,8.0,Tl,0.0,True
mp-765585,Ca3Tl4O9,1.91179922031426,0.646442104980578,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Tl,0.0,True
mp-768155,Na3TlPCO7,1.781645354123124,1.017212666509182,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,2e,1,7.0,Tl,0.0,True
mp-768374,MnTlO3,1.3110589599299176,1.2375953507782014,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Tl,0.0,True
mp-768537,Cs3TlO3,1.917373549436983,0.9372206924669364,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Tl,0.0,True
mp-771826,BaTl2O4,2.616347499172752,-0.3829470004690422,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Tl,0.0,True
mp-861057,Ca2Tl2O5,1.834447506608727,0.7221753885213402,[6.0],3.0,3.0,3.0,Octahedron,"2c, 2a, 4e",1,6.0,Tl,0.0,True
mp-9117,Sr2YTlCu2O7,1.066904570281442,2.0549491909440176,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Tl,0.0,True
mp-9216,Ca3Tl2O6,1.7927093990325678,0.7849396575419088,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True
mp-9754,Tl2Cr3O12,2.060866531729945,0.2627163582416975,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Tl,0.0,True
