material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Tl_wyckoff,num_Tl_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-2903109,TlBi(SO4)2,2.022015769874019,0.4370277527624184,[14.0],1.0,1.0,1.0,no_data,no_data,1,14.0,Tl,0.0,True,,,,,,,,,,,,,,0,no_data
mp-29047,Tl3VO4,1.1846503095791654,1.0633835162531418,"[4.0, 7.0]",1.0,1.0,1.0,"See-saw, End-trigonal-face capped trigonal prism","2d, 1a",2,4.0,Tl,0.0,True,1.0,4.0,2.5177065886943275,2.7819684100740836,2.649837527298749,0.13213084945781375,0.26426182137975607,26.329992948678953,7.349645723090044,16.084638741869377,32.40795093816056,4.0,1.0,1,"See-saw, End-trigonal-face capped trigonal prism"
mp-29047,Tl3VO4,1.1846503095791654,1.0633835162531418,"[4.0, 7.0]",1.0,1.0,1.0,"See-saw, End-trigonal-face capped trigonal prism","2d, 1a",2,7.0,Tl,0.0,True,,,,,,,,,,,,,,0,"See-saw, End-trigonal-face capped trigonal prism"
mp-29155,TlB3O5,2.539813120037389,0.2657725653879381,[8.0],1.0,1.0,1.0,Bicapped octahedron (cap faces with one atom in common),4a,1,8.0,Tl,0.0,True,,,,,,,,,,,,,,0,Bicapped octahedron (cap faces with one atom in common)
mp-29690,Tl2Te2O5,2.202019147968634,0.4150297753228179,"[5.0, 7.0]",1.0,1.0,1.0,"Square-face capped trigonal prism, Trigonal bipyramid",4e,2,5.0,Tl,0.0,True,0.0,5.0,2.6563205068196223,3.0800455329187497,2.8046905789098266,0.14839558907203707,0.42372502609912743,50.27274850344929,19.675331534974607,15.937218459399343,77.89939203211031,5.0,1.0,1,"Square-face capped trigonal prism, Trigonal bipyramid"
mp-29690,Tl2Te2O5,2.202019147968634,0.4150297753228179,"[5.0, 7.0]",1.0,1.0,1.0,"Square-face capped trigonal prism, Trigonal bipyramid",4e,2,5.0,Tl,0.0,True,1.0,5.0,2.656320506819621,3.0800455329187515,2.8046905789098253,0.14839558907203818,0.42372502609913054,71.35591268473394,38.07365369126905,16.350482222550752,128.56531499982512,5.0,1.0,2,"Square-face capped trigonal prism, Trigonal bipyramid"
mp-29690,Tl2Te2O5,2.202019147968634,0.4150297753228179,"[5.0, 7.0]",1.0,1.0,1.0,"Square-face capped trigonal prism, Trigonal bipyramid",4e,2,5.0,Tl,0.0,True,2.0,5.0,2.6563205068196227,3.0800455329187515,2.8046905789098258,0.14839558907203765,0.42372502609912877,50.2727485034493,19.67533153497459,15.937218459399412,77.8993920321103,5.0,1.0,3,"Square-face capped trigonal prism, Trigonal bipyramid"
mp-29690,Tl2Te2O5,2.202019147968634,0.4150297753228179,"[5.0, 7.0]",1.0,1.0,1.0,"Square-face capped trigonal prism, Trigonal bipyramid",4e,2,5.0,Tl,0.0,True,3.0,5.0,2.6563205068196214,3.0800455329187497,2.804690578909826,0.14839558907203715,0.4237250260991283,71.35591268473394,38.07365369126906,16.350482222550752,128.56531499982512,5.0,1.0,4,"Square-face capped trigonal prism, Trigonal bipyramid"
mp-29690,Tl2Te2O5,2.202019147968634,0.4150297753228179,"[5.0, 7.0]",1.0,1.0,1.0,"Square-face capped trigonal prism, Trigonal bipyramid",4e,2,7.0,Tl,0.0,True,,,,,,,,,,,,,,0,"Square-face capped trigonal prism, Trigonal bipyramid"
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,12.0,6.0,2.272322320137987,2.7651569496431203,2.4242477562012383,0.1696685770076205,0.4928346295051331,81.61307802575416,38.77136435317909,0.0,173.14447325443751,6.0,1.0,1,Octahedron
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,13.0,6.0,2.2723223201379863,2.765156949643119,2.424247756201238,0.1696685770076202,0.4928346295051327,75.26545109564388,34.472415526453815,0.0,113.59333410561406,6.0,1.0,2,Octahedron
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,14.0,6.0,2.272322320137986,2.7651569496431203,2.4242477562012383,0.16966857700762059,0.49283462950513446,45.81695937214917,26.84422713066275,0.0,90.46623452779552,6.0,1.0,3,Octahedron
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,15.0,6.0,2.272322320137988,2.765156949643119,2.4242477562012383,0.16966857700761967,0.4928346295051309,70.30080858306415,43.464705953227465,0.0,173.1444732544376,6.0,1.0,4,Octahedron
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,16.0,6.0,2.099870457205042,2.7315799210261202,2.4377142955628632,0.25963939635126315,0.6317094638210783,84.89371636699603,39.434633885314476,8.537736462515939e-07,176.13292112622892,6.0,1.0,5,Octahedron
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,17.0,6.0,2.09987045720504,2.7315799210261202,2.4377142955628632,0.25963939635126326,0.6317094638210801,84.89371631007778,39.434634007846356,0.0,176.13292112622875,6.0,1.0,6,Octahedron
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,18.0,6.0,2.099870457205041,2.7315799210261202,2.4377142955628632,0.2596393963512641,0.6317094638210792,45.87666352573796,25.546650637754347,0.0,87.88899101457558,6.0,1.0,7,Octahedron
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Tl,0.0,True,19.0,6.0,2.0998704572050406,2.7315799210261207,2.437714295562864,0.2596393963512633,0.6317094638210801,74.40029418569742,34.958474633103236,0.0,109.49659393206606,6.0,1.0,8,Octahedron
mp-33658,Nb2Tl2O7,1.5699856506083794,1.1002724116429663,[8.0],3.0,3.0,3.0,Hexagonal bipyramid,4d,1,8.0,Tl,0.0,True,4.0,8.0,2.3326350954659887,2.778759438834054,2.6672283529920366,0.19317750730169725,0.4461243433680653,59.81328803560694,51.00380984839269,8.537163474913475,146.53050961949168,8.0,1.0,1,Hexagonal bipyramid
mp-33658,Nb2Tl2O7,1.5699856506083794,1.1002724116429663,[8.0],3.0,3.0,3.0,Hexagonal bipyramid,4d,1,8.0,Tl,0.0,True,5.0,8.0,2.3326350954659887,2.7787594388340535,2.667228352992036,0.1931775073016973,0.44612434336806484,54.665515676529246,66.92975066733727,7.315424589528472,180.0,8.0,1.0,2,Hexagonal bipyramid
mp-33658,Nb2Tl2O7,1.5699856506083794,1.1002724116429663,[8.0],3.0,3.0,3.0,Hexagonal bipyramid,4d,1,8.0,Tl,0.0,True,6.0,8.0,2.3326350954659887,2.778759438834054,2.667228352992037,0.1931775073016975,0.4461243433680653,59.81328803560693,51.003809848392685,8.537163474913518,146.53050961949168,8.0,1.0,3,Hexagonal bipyramid
mp-33658,Nb2Tl2O7,1.5699856506083794,1.1002724116429663,[8.0],3.0,3.0,3.0,Hexagonal bipyramid,4d,1,8.0,Tl,0.0,True,7.0,8.0,2.3326350954659887,2.778759438834054,2.667228352992037,0.19317750730169755,0.4461243433680653,59.813288035606924,51.003809848392685,8.537163474913475,146.53050961949168,8.0,1.0,4,Hexagonal bipyramid
mp-4112,Tl2SO4,1.0830843022805576,0.9066836835924346,"[10.0, 9.0]",1.0,1.0,1.0,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)",4c,2,10.0,Tl,0.0,True,,,,,,,,,,,,,,0,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)"
mp-4112,Tl2SO4,1.0830843022805576,0.9066836835924346,"[10.0, 9.0]",1.0,1.0,1.0,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)",4c,2,9.0,Tl,0.0,True,,,,,,,,,,,,,,0,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)"
mp-4449,Tl2SeO4,2.25360561864149,0.3881308122823378,"[7.0, 8.0]",1.0,1.0,1.0,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)",4c,2,7.0,Tl,0.0,True,,,,,,,,,,,,,,0,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)"
mp-4449,Tl2SeO4,2.25360561864149,0.3881308122823378,"[7.0, 8.0]",1.0,1.0,1.0,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)",4c,2,8.0,Tl,0.0,True,4.0,8.0,2.6492445757355316,3.1780755998066934,2.9726525276635707,0.1577569514766495,0.5288310240711618,55.60049595807396,26.43728605282821,0.0,108.21076312313131,8.0,1.0,1,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)"
mp-4449,Tl2SeO4,2.25360561864149,0.3881308122823378,"[7.0, 8.0]",1.0,1.0,1.0,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)",4c,2,8.0,Tl,0.0,True,5.0,8.0,2.6492445757355334,3.178075599806694,2.972652527663571,0.15775695147664884,0.5288310240711604,55.60049595807396,26.437286052828213,0.0,108.21076312313131,8.0,1.0,2,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)"
mp-4449,Tl2SeO4,2.25360561864149,0.3881308122823378,"[7.0, 8.0]",1.0,1.0,1.0,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)",4c,2,8.0,Tl,0.0,True,6.0,8.0,2.6492445757355316,3.1780755998066943,2.9726525276635707,0.15775695147664967,0.5288310240711627,73.857605284077,34.2193298386411,1.2074182697257333e-06,171.45994317409577,8.0,1.0,3,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)"
mp-4449,Tl2SeO4,2.25360561864149,0.3881308122823378,"[7.0, 8.0]",1.0,1.0,1.0,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)",4c,2,8.0,Tl,0.0,True,7.0,8.0,2.649244575735532,3.1780755998066934,2.9726525276635707,0.15775695147664887,0.5288310240711613,73.85760528407702,34.21932983864111,1.2074182697257333e-06,171.45994317409583,8.0,1.0,4,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)"
mp-505819,TlFeO3,0.3418612261041836,2.4061415538931783,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Tl,0.0,True,0.0,8.0,2.2626768001983515,2.847921806684446,2.489250417378897,0.23761686423292738,0.5852450064860943,49.74649652556904,19.60226670706393,21.987368047791538,91.68052011971776,8.0,1.0,1,Square-face bicapped trigonal prism
mp-505819,TlFeO3,0.3418612261041836,2.4061415538931783,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Tl,0.0,True,1.0,8.0,2.262453822406516,2.8476725716266884,2.489250554546902,0.23761904982672336,0.5852187492201724,94.55082794736352,33.42173318619604,15.472287397993632,158.18205489939126,8.0,1.0,2,Square-face bicapped trigonal prism
mp-505819,TlFeO3,0.3418612261041836,2.4061415538931783,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Tl,0.0,True,2.0,8.0,2.2624717505704575,2.8476689908129136,2.489248799905382,0.23761619217789265,0.5851972402424561,94.55076602163422,33.421720886577646,15.471995102660635,158.18171000994272,8.0,1.0,3,Square-face bicapped trigonal prism
mp-505819,TlFeO3,0.3418612261041836,2.4061415538931783,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Tl,0.0,True,3.0,8.0,2.2626744834532504,2.8479240104748462,2.4892488905848453,0.2376177873489337,0.5852495270215958,49.746554687724874,19.60230578461123,21.98738421585457,91.68073293305751,8.0,1.0,4,Square-face bicapped trigonal prism
mp-531130,TlBi25O39,2.03712903376612,0.5517906912486671,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Tl,0.0,True,0.0,4.0,2.177716086992363,2.2103807195113574,2.1959764303976717,0.012218964918586718,0.03266463251899454,109.44623379799937,1.7965849490304513,107.4971920486921,112.86166828118547,4.0,1.0,1,Tetrahedron
mp-5402,CaTl2O4,1.9445154060686964,0.5300674983880078,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Tl,0.0,True,2.0,6.0,2.155525463485908,2.372806495628171,2.3047314296912904,0.09074672407316382,0.21728103214226335,73.14476786494649,44.174863092269206,0.0,175.77066479558817,6.0,1.0,1,Octahedron
mp-5402,CaTl2O4,1.9445154060686964,0.5300674983880078,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Tl,0.0,True,3.0,6.0,2.155525463485907,2.372806495628172,2.3047314296912904,0.09074672407316386,0.21728103214226513,73.14476780802822,44.17486318651446,0.0,175.77066479558817,6.0,1.0,2,Octahedron
mp-5402,CaTl2O4,1.9445154060686964,0.5300674983880078,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Tl,0.0,True,4.0,6.0,2.155525463485908,2.372806495628172,2.3047314296912904,0.09074672407316374,0.21728103214226424,62.61202871792619,33.447691126559384,0.0,112.7958172021525,6.0,1.0,3,Octahedron
mp-5402,CaTl2O4,1.9445154060686964,0.5300674983880078,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Tl,0.0,True,5.0,6.0,2.1555254634859087,2.372806495628171,2.3047314296912904,0.09074672407316357,0.21728103214226246,46.792792105651216,30.702799580284967,0.0,89.44653937294486,6.0,1.0,4,Octahedron
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,3.0,Tl,0.0,True,4.0,3.0,2.5474083603402717,2.607815184486356,2.5675439683889665,0.028476049989092853,0.060406824146084226,54.152785598812464,38.291801313352366,8.537736462515939e-07,81.22917797133186,3.0,1.0,1,"See-saw, Pentagonal pyramid"
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,3.0,Tl,0.0,True,5.0,3.0,2.5474083603402713,2.6078151844863546,2.5675439683889656,0.028476049989092537,0.06040682414608334,54.1527855988125,38.2918013133524,8.537736462515939e-07,81.22917797133194,3.0,1.0,2,"See-saw, Pentagonal pyramid"
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,3.0,Tl,0.0,True,6.0,3.0,2.5474083603402717,2.607815184486355,2.567543968388966,0.028476049989092537,0.06040682414608334,54.15278531422126,38.29180171582514,0.0,81.2291779713319,3.0,1.0,3,"See-saw, Pentagonal pyramid"
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,3.0,Tl,0.0,True,7.0,3.0,2.547408360340272,2.6078151844863555,2.5675439683889665,0.028476049989092433,0.06040682414608334,54.152785314221255,38.29180171582513,0.0,81.22917797133188,3.0,1.0,4,"See-saw, Pentagonal pyramid"
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,4.0,Tl,0.0,True,0.0,4.0,2.507616023242813,2.9069012971154553,2.6634974301268346,0.16771733220965085,0.39928527387264223,71.03181980297633,39.261683677430874,0.0,134.39455975176122,4.0,1.0,1,"See-saw, Pentagonal pyramid"
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,4.0,Tl,0.0,True,1.0,4.0,2.507616023242814,2.9069012971154558,2.6634974301268355,0.16771733220965077,0.3992852738726418,71.03181980297633,39.26168367743087,0.0,134.3945597517612,4.0,1.0,2,"See-saw, Pentagonal pyramid"
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,4.0,Tl,0.0,True,2.0,4.0,2.5076160232428144,2.906901297115455,2.663497430126835,0.1677173322096502,0.39928527387264046,71.03181994527193,39.261683419991165,8.537736462515939e-07,134.3945597517612,4.0,1.0,3,"See-saw, Pentagonal pyramid"
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"[3.0, 4.0]",1.0,1.0,1.0,"See-saw, Pentagonal pyramid",4c,2,4.0,Tl,0.0,True,3.0,4.0,2.507616023242813,2.9069012971154566,2.663497430126834,0.1677173322096512,0.39928527387264356,71.03181994527198,39.261683419991186,8.537736462515939e-07,134.39455975176125,4.0,1.0,4,"See-saw, Pentagonal pyramid"
mp-540598,Ti4Tl2O9,3.1190931421829555,-0.0858691808836512,"[6.0, 8.0]",1.0,1.0,1.0,"Cube, Trigonal prism",2i,2,6.0,Tl,0.0,True,10.0,6.0,2.707074629654132,3.0187491094853236,2.908090474645785,0.1423810952206927,0.3116744798311917,96.0,82.70430794785628,0.0,177.67683843407704,6.0,1.0,1,"Cube, Trigonal prism"
mp-540598,Ti4Tl2O9,3.1190931421829555,-0.0858691808836512,"[6.0, 8.0]",1.0,1.0,1.0,"Cube, Trigonal prism",2i,2,6.0,Tl,0.0,True,11.0,6.0,2.707074629654134,3.018749109485325,2.908090474645787,0.14238109522069273,0.3116744798311908,96.00000005691825,82.70430788178774,0.0,177.67683843407704,6.0,1.0,2,"Cube, Trigonal prism"
mp-540598,Ti4Tl2O9,3.1190931421829555,-0.0858691808836512,"[6.0, 8.0]",1.0,1.0,1.0,"Cube, Trigonal prism",2i,2,8.0,Tl,0.0,True,8.0,8.0,2.8101992888252383,3.1528847765581913,2.9992292045446027,0.1290482131499073,0.34268548773295304,80.71562011912484,71.47134283740515,0.0,177.97336897283932,8.0,1.0,1,"Cube, Trigonal prism"
mp-540598,Ti4Tl2O9,3.1190931421829555,-0.0858691808836512,"[6.0, 8.0]",1.0,1.0,1.0,"Cube, Trigonal prism",2i,2,8.0,Tl,0.0,True,9.0,8.0,2.8101992888252374,3.1528847765581913,2.9992292045446027,0.12904821314990786,0.34268548773295393,80.71562014438521,71.47134280887767,0.0,177.97336897283967,8.0,1.0,2,"Cube, Trigonal prism"
mp-541201,TlCuPO4,2.44030802544071,0.2690092142132986,[4.0],1.0,1.0,1.0,Pentagonal pyramid,4f,1,4.0,Tl,0.0,True,0.0,4.0,2.6330154302484043,3.066244581332944,2.791866546642292,0.16425581726895977,0.43322915108453985,62.187103770410296,31.384464043330787,21.92899015445732,106.20519866500354,4.0,1.0,1,Pentagonal pyramid
mp-541201,TlCuPO4,2.44030802544071,0.2690092142132986,[4.0],1.0,1.0,1.0,Pentagonal pyramid,4f,1,4.0,Tl,0.0,True,1.0,4.0,2.633015430248404,3.066244581332946,2.791866546642292,0.16425581726896066,0.4332291510845421,48.90952153069816,21.237097987755124,21.928990154457285,84.49398616188185,4.0,1.0,2,Pentagonal pyramid
mp-541201,TlCuPO4,2.44030802544071,0.2690092142132986,[4.0],1.0,1.0,1.0,Pentagonal pyramid,4f,1,4.0,Tl,0.0,True,2.0,4.0,2.6330154302484043,3.066244581332945,2.791866546642291,0.1642558172689603,0.43322915108454074,62.18710377041029,31.384464043330805,21.928990154457303,106.20519866500354,4.0,1.0,3,Pentagonal pyramid
mp-541201,TlCuPO4,2.44030802544071,0.2690092142132986,[4.0],1.0,1.0,1.0,Pentagonal pyramid,4f,1,4.0,Tl,0.0,True,3.0,4.0,2.633015430248405,3.066244581332944,2.7918665466422916,0.1642558172689597,0.4332291510845394,48.909521530698136,21.23709798775512,21.928990154457303,84.49398616188184,4.0,1.0,4,Pentagonal pyramid
mp-541202,TlCuAsO4,2.276796326454704,0.3806950720271572,[4.0],1.0,1.0,1.0,Pentagonal plane,4f,1,4.0,Tl,0.0,True,0.0,4.0,2.6022506983215954,3.10990303613026,2.787493929783212,0.19213984796195263,0.5076523378086648,61.88957079383769,28.953569023162295,23.828827283684337,103.4282135005198,4.0,1.0,1,Pentagonal plane
mp-541202,TlCuAsO4,2.276796326454704,0.3806950720271572,[4.0],1.0,1.0,1.0,Pentagonal plane,4f,1,4.0,Tl,0.0,True,1.0,4.0,2.602250698321597,3.1099030361302584,2.7874939297832118,0.19213984796195158,0.5076523378086613,50.42119340995901,21.05702183512619,23.828827283684337,85.9491901201846,4.0,1.0,2,Pentagonal plane
mp-541202,TlCuAsO4,2.276796326454704,0.3806950720271572,[4.0],1.0,1.0,1.0,Pentagonal plane,4f,1,4.0,Tl,0.0,True,2.0,4.0,2.6022506983215967,3.1099030361302606,2.7874939297832126,0.19213984796195258,0.5076523378086639,61.88957079383772,28.953569023162284,23.828827283684337,103.4282135005198,4.0,1.0,3,Pentagonal plane
mp-541202,TlCuAsO4,2.276796326454704,0.3806950720271572,[4.0],1.0,1.0,1.0,Pentagonal plane,4f,1,4.0,Tl,0.0,True,3.0,4.0,2.6022506983215963,3.1099030361302606,2.7874939297832126,0.19213984796195255,0.5076523378086644,50.42119340995899,21.05702183512619,23.828827283684337,85.94919012018458,4.0,1.0,4,Pentagonal plane
mp-541368,Tl4V2O7,1.812779418233784,0.5958931866175897,"[3.0, 9.0]",1.0,1.0,1.0,"Triangular non-coplanar, Triangular cupola",2d,2,3.0,Tl,0.0,True,2.0,3.0,2.46743897879774,2.467442795240346,2.4674402717297093,1.7845730459404715e-06,3.816442605941717e-06,79.62172558196977,4.527464941855796e-05,79.62168577063821,79.62178891555548,3.0,1.0,1,"Triangular non-coplanar, Triangular cupola"
mp-541368,Tl4V2O7,1.812779418233784,0.5958931866175897,"[3.0, 9.0]",1.0,1.0,1.0,"Triangular non-coplanar, Triangular cupola",2d,2,3.0,Tl,0.0,True,3.0,3.0,2.467431348423015,2.4674390411510414,2.46743518480996,3.1405747614542526e-06,7.692728026587048e-06,79.62156222832083,1.4575990989620336e-05,79.62154388514423,79.62157954454996,3.0,1.0,2,"Triangular non-coplanar, Triangular cupola"
mp-541368,Tl4V2O7,1.812779418233784,0.5958931866175897,"[3.0, 9.0]",1.0,1.0,1.0,"Triangular non-coplanar, Triangular cupola",2d,2,9.0,Tl,0.0,True,0.0,9.0,2.8039457559477055,3.122094968522577,3.0160443599049684,0.1499739739847589,0.3181492125748715,54.21689049086846,26.805678445593152,0.0,98.07242347165138,9.0,1.0,1,"Triangular non-coplanar, Triangular cupola"
mp-541368,Tl4V2O7,1.812779418233784,0.5958931866175897,"[3.0, 9.0]",1.0,1.0,1.0,"Triangular non-coplanar, Triangular cupola",2d,2,9.0,Tl,0.0,True,1.0,9.0,2.8039583361334737,3.122092331060703,3.0160461253333177,0.1499679094410772,0.3181339949272295,54.21692892506419,26.8057455567607,0.0,98.07260467989384,9.0,1.0,2,"Triangular non-coplanar, Triangular cupola"
mp-542197,Ba4Ca4Tl3Cu6O19,1.9028039017141911,0.8769044077549617,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 2e",1,6.0,Tl,0.0,True,8.0,6.0,2.027581767554189,2.7429094994899264,2.5134121055751018,0.3249242428967487,0.7153277319357372,60.000030856736686,53.76002646505279,8.537736462515939e-07,179.99984742035383,4.0,0.6666666666666666,1,Octahedron
mp-542197,Ba4Ca4Tl3Cu6O19,1.9028039017141911,0.8769044077549617,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 2e",1,6.0,Tl,0.0,True,9.0,6.0,2.098743168715341,2.7349674476751615,2.5228926822937865,0.2999189972882932,0.6362242789598205,47.03631702519467,43.40555166890751,8.537736462515939e-07,89.99992367385464,0.0,0.0,2,Octahedron
mp-542197,Ba4Ca4Tl3Cu6O19,1.9028039017141911,0.8769044077549617,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 2e",1,6.0,Tl,0.0,True,10.0,6.0,2.027581767554189,2.7429094994899264,2.513412105575101,0.3249242428967493,0.7153277319357372,60.00003051522723,53.760026846201725,0.0,179.99984742035383,4.0,0.6666666666666666,3,Octahedron
mp-542197,Ba4Ca4Tl3Cu6O19,1.9028039017141911,0.8769044077549617,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 2e",1,6.0,Tl,0.0,True,8.0,6.0,2.027581767554189,2.7429094994899264,2.5134121055751018,0.3249242428967487,0.7153277319357372,60.000030856736686,53.76002646505279,8.537736462515939e-07,179.99984742035383,4.0,0.6666666666666666,1,Octahedron
mp-542197,Ba4Ca4Tl3Cu6O19,1.9028039017141911,0.8769044077549617,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 2e",1,6.0,Tl,0.0,True,9.0,6.0,2.098743168715341,2.7349674476751615,2.5228926822937865,0.2999189972882932,0.6362242789598205,47.03631702519467,43.40555166890751,8.537736462515939e-07,89.99992367385464,0.0,0.0,2,Octahedron
mp-542197,Ba4Ca4Tl3Cu6O19,1.9028039017141911,0.8769044077549617,"[6.0, 6.0]",3.0,3.0,3.0,Octahedron,"1a, 2e",1,6.0,Tl,0.0,True,10.0,6.0,2.027581767554189,2.7429094994899264,2.513412105575101,0.3249242428967493,0.7153277319357372,60.00003051522723,53.760026846201725,0.0,179.99984742035383,4.0,0.6666666666666666,3,Octahedron
mp-543028,Tl2TeO3,2.1133200839291555,0.5039448984227872,"[4.0, 6.0]",1.0,1.0,1.0,"See-saw, Octahedron",8m,2,4.0,Tl,0.0,True,0.0,4.0,2.514414498885394,2.9294981958192245,2.6686793881917446,0.15626458907392962,0.41508369693383074,67.15286060002862,30.6103825688612,8.537736462515939e-07,88.12079764549425,4.0,1.0,1,"See-saw, Octahedron"
mp-543028,Tl2TeO3,2.1133200839291555,0.5039448984227872,"[4.0, 6.0]",1.0,1.0,1.0,"See-saw, Octahedron",8m,2,4.0,Tl,0.0,True,1.0,4.0,2.5144144988853943,2.929498195819224,2.6686793881917446,0.15626458907392934,0.41508369693382985,67.15286060002865,30.610382568861205,8.537736462515939e-07,88.12079764549426,4.0,1.0,2,"See-saw, Octahedron"
mp-543028,Tl2TeO3,2.1133200839291555,0.5039448984227872,"[4.0, 6.0]",1.0,1.0,1.0,"See-saw, Octahedron",8m,2,4.0,Tl,0.0,True,2.0,4.0,2.514414498885393,2.9294981958192254,2.6686793881917446,0.15626458907393026,0.4150836969338325,67.15286045773301,30.610382881028382,0.0,88.12079764549424,4.0,1.0,3,"See-saw, Octahedron"
mp-543028,Tl2TeO3,2.1133200839291555,0.5039448984227872,"[4.0, 6.0]",1.0,1.0,1.0,"See-saw, Octahedron",8m,2,4.0,Tl,0.0,True,3.0,4.0,2.5144144988853934,2.929498195819224,2.6686793881917446,0.15626458907392957,0.41508369693383074,67.15286060002865,30.610382568861205,8.537736462515939e-07,88.12079764549426,4.0,1.0,4,"See-saw, Octahedron"
mp-543028,Tl2TeO3,2.1133200839291555,0.5039448984227872,"[4.0, 6.0]",1.0,1.0,1.0,"See-saw, Octahedron",8m,2,4.0,Tl,0.0,True,4.0,4.0,2.5144144988853965,2.9294981958192254,2.6686793881917454,0.15626458907392932,0.41508369693382896,74.81724880279388,33.826453333829434,8.537736462515939e-07,95.70124957433607,4.0,1.0,5,"See-saw, Octahedron"
