material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ru_wyckoff,num_Ru_chemenvs,CN,element,charge_range,is_single_charge
mp-12047,K3Na(RuO4)2,1.8911735058622496,0.2318483729153548,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Ru,0.0,True
mp-1204904,Nd3RuO7,1.9680221631459367,0.1116039022631585,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2b",1,6.0,Ru,0.0,True
mp-1207752,Y2NiRuO6,1.9807817074833785,0.1140905550765297,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1208962,Sm2NiRuO6,1.9562823004109933,0.1790052583768713,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1209548,Rb(RuO2)4,1.7526857599519203,0.5560632069789057,[6.0],3.75,3.75,3.75,Octahedron,4h,1,6.0,Ru,0.0,True
mp-1209990,Nd2NiRuO6,2.0310160347047166,-0.0005806483678503,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1210521,Na(RuO2)4,1.7406675743761493,0.6192829865121501,[6.0],3.75,3.75,3.75,Octahedron,4h,1,6.0,Ru,0.0,True
mp-1210924,LiTb2RuO6,1.970183435997423,0.0654449766507717,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1210954,LiSm2RuO6,1.9647909038865208,0.0847996293671976,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1211045,LiGd2RuO6,1.971374566770463,0.0877675973676806,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1211080,LiNd2RuO6,1.9693432348954256,0.0587205629514453,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1211106,LiPr2RuO6,1.968268234721064,0.0942524804600449,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1211129,LiP4(RuO7)2,1.9512613380506447,0.137533713338641,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1h, 1a",1,6.0,Ru,1.0,False
mp-1211129,LiP4(RuO7)2,1.9512613380506447,0.137533713338641,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1h, 1a",1,6.0,Ru,1.0,False
mp-1211319,La2CoRuO6,1.908944049442881,0.330320108567991,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1211920,Ho2NiRuO6,1.985761416234046,0.0962711239567055,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1212785,Gd2NiRuO6,1.9958003194189944,0.0799266517218965,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1212954,Er2NiRuO6,2.0112726618052763,0.0364725644232374,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1213197,Dy2NiRuO6,1.8606077690644915,0.4061031918244456,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1213434,CuP4(RuO7)2,1.9539079889361384,0.1460565912293195,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1h, 1a",1,6.0,Ru,1.0,False
mp-1213434,CuP4(RuO7)2,1.9539079889361384,0.1460565912293195,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1h, 1a",1,6.0,Ru,1.0,False
mp-1214117,Ca2TmRuO6,1.9933228775143303,-0.035469304150415,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1214370,BaLiRu5O11,1.9991403490195,0.0527283934260117,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"6g, 4e",1,6.0,Ru,1.0,False
mp-1214370,BaLiRu5O11,1.9991403490195,0.0527283934260117,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"6g, 4e",1,6.0,Ru,1.0,False
mp-1214484,Ba3TmRu2O9,1.8285090082580224,0.8781327060752903,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ru,0.0,True
mp-1214498,Ca3Nd8(RuO6)4,2.032928914509489,-0.0607957570952499,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4b,1,6.0,Ru,1.0,False
mp-1214498,Ca3Nd8(RuO6)4,2.032928914509489,-0.0607957570952499,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4b,1,6.0,Ru,1.0,False
mp-1214536,Ba3HoRu2O9,1.6561595690720758,1.2134817688237334,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Ru,0.0,True
mp-1214638,Ba3FeRu2O9,1.9482185006954336,0.3482756612978225,[6.0],5.0,5.0,5.0,Octahedron,4f,1,6.0,Ru,0.0,True
mp-1214781,Ba4Nd(RuO4)3,1.9819706206196943,0.0973267860611096,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1d, 2i",1,6.0,Ru,1.0,False
mp-1214781,Ba4Nd(RuO4)3,1.9819706206196943,0.0973267860611096,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"1d, 2i",1,6.0,Ru,1.0,False
mp-1214892,BaCr2(RuO3)4,1.859536253135276,0.3823175043295042,[6.0],4.0,4.0,4.0,Octahedron,4d,1,6.0,Ru,0.0,True
mp-1214930,Ba5AlRu2O11,1.9522557747421945,0.2209025637428115,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4c,1,6.0,Ru,1.0,False
mp-1214930,Ba5AlRu2O11,1.9522557747421945,0.2209025637428115,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4c,1,6.0,Ru,1.0,False
mp-1215053,Ba4La(RuO4)3,1.9618891748181848,0.1581449160779262,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2i, 1c",1,6.0,Ru,1.0,False
mp-1215053,Ba4La(RuO4)3,1.9618891748181848,0.1581449160779262,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,"2i, 1c",1,6.0,Ru,1.0,False
mp-1215133,Ba5GaRu2O11,1.9467193538287928,0.2401784854528333,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4c,1,6.0,Ru,1.0,False
mp-1215133,Ba5GaRu2O11,1.9467193538287928,0.2401784854528333,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,4c,1,6.0,Ru,1.0,False
mp-1218058,SrPrMgRuO6,1.9733989978089124,0.0678043826632557,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1218066,SrNdZnRuO6,1.9683524769210965,0.1180470439422119,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
mp-1218068,SrPrZnRuO6,1.9774147586108304,0.0768011837740817,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ru,0.0,True
