material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cu_wyckoff,num_Cu_chemenvs,CN,element,charge_range,is_single_charge
mp-566937,TlCu2P2O7,1.866540243801312,0.2215820100393512,"[3.0, 5.0]",1.5,1.0,2.0,"Square pyramid, T-shaped",8c,2,5.0,Cu,1.0,False
mp-572313,Cu3Te2(BrO3)2,2.0031598645868174,0.0193133998753986,"[4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","1d, 2i",2,4.0,Cu,0.0,True
mp-572313,Cu3Te2(BrO3)2,2.0031598645868174,0.0193133998753986,"[4.0, 4.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","1d, 2i",2,4.0,Cu,0.0,True
mp-572807,NdCu3Se2ClO8,1.8153848685506,0.1800315885218314,[4.0],2.0,2.0,2.0,Square plane,"4c, 2a",1,4.0,Cu,0.0,True
mp-5787,SrCuO2,1.1501219393732345,1.149574696839157,[4.0],2.0,2.0,2.0,Square plane,2c,1,4.0,Cu,0.0,True
mp-578931,Cu2SeO4,1.619413903373078,0.4858958470828424,[5.0],2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid","4a, 12b",2,5.0,Cu,0.0,True
mp-579463,Cu2Pb(SeO3)3,1.6314331695682125,0.4844967353635803,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane",2i,3,4.0,Cu,0.0,True
mp-579463,Cu2Pb(SeO3)3,1.6314331695682125,0.4844967353635803,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane",2i,3,5.0,Cu,0.0,True
mp-579463,Cu2Pb(SeO3)3,1.6314331695682125,0.4844967353635803,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid, Square plane",2i,3,6.0,Cu,0.0,True
mp-581276,Cu2Te2Cl2O5,3.5678507628045653,-0.750924679942245,[4.0],2.0,2.0,2.0,Square pyramid,4h,1,4.0,Cu,0.0,True
mp-581303,NaCuPO4,0.3266602874813291,1.9804777680134005,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4a,1,5.0,Cu,0.0,True
mp-581370,YCu3Se2ClO8,1.7910767539749883,0.2040914238662138,[4.0],2.0,2.0,2.0,Square plane,"4c, 2a",1,4.0,Cu,0.0,True
mp-582585,SrCu2(PO4)2,1.390580211037814,0.7774019107480414,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, See-saw",8e,2,4.0,Cu,0.0,True
mp-582585,SrCu2(PO4)2,1.390580211037814,0.7774019107480414,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, See-saw",8e,2,5.0,Cu,0.0,True
mp-582882,Cu2P2PbO8,1.7416692191505023,0.3301810670367445,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane",8e,2,4.0,Cu,0.0,True
mp-582882,Cu2P2PbO8,1.7416692191505023,0.3301810670367445,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane",8e,2,5.0,Cu,0.0,True
mp-585339,LiCu2P5O16,1.8693605317542503,0.2120105559243853,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-5869,Ca2CuO3,2.360354254181167,-0.6379647156650397,[4.0],2.0,2.0,2.0,Square plane,1d,1,4.0,Cu,0.0,True
mp-603257,Cs2Cr4Cu(HO4)4,1.0176434624692745,1.0177102865408412,[6.0],2.0,2.0,2.0,Octahedron,1c,1,6.0,Cu,0.0,True
mp-605333,In2Cu2O5,0.6293075471365284,1.7358988235131072,[5.0],2.0,2.0,2.0,no_data,no_data,1,5.0,Cu,0.0,True
mp-608358,CuAgPO4,1.0828052417834195,1.1291511125990843,[5.0],2.0,2.0,2.0,Trigonal bipyramid,8c,1,5.0,Cu,0.0,True
mp-6090,Na2Cu(CO3)2,1.724579672830454,0.3504140535283964,[4.0],2.0,2.0,2.0,Square plane,2a,1,4.0,Cu,0.0,True
mp-6118,Ca3Cu3(PO4)4,1.7522765858329945,0.2903888116639509,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2a, 4e",2,4.0,Cu,0.0,True
mp-6118,Ca3Cu3(PO4)4,1.7522765858329945,0.2903888116639509,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","2a, 4e",2,5.0,Cu,0.0,True
mp-614981,Ba2Nd(CuO2)3,1.1135238427425798,1.206679088953902,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,2.0,Cu,1.0,False
mp-614981,Ba2Nd(CuO2)3,1.1135238427425798,1.206679088953902,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,5.0,Cu,1.0,False
mp-615420,U3CuO10,2.470905936681937,-0.2642565771241241,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Cu,0.0,True
mp-615789,Ba2(CuO2)3,1.8700418362396232,0.0125097543915109,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"2k, 2i, 4o",1,4.0,Cu,0.0,True
mp-615789,Ba2(CuO2)3,1.8700418362396232,0.0125097543915109,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"2k, 2i, 4o",1,4.0,Cu,0.0,True
mp-615789,Ba2(CuO2)3,1.8700418362396232,0.0125097543915109,"[4.0, 4.0, 4.0]",2.0,2.0,2.0,Square plane,"2k, 2i, 4o",1,4.0,Cu,0.0,True
mp-616166,Ba2Ho(CuO2)3,1.214114424658052,1.10964291439737,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,2.0,Cu,1.0,False
mp-616166,Ba2Ho(CuO2)3,1.214114424658052,1.10964291439737,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1a, 2g",2,5.0,Cu,1.0,False
mp-616610,InCu(MoO4)2,2.370798835835621,-0.0931271574937376,[6.0],1.0,1.0,1.0,Octahedron,2e,1,6.0,Cu,0.0,True
mp-619545,CuMoO4,2.224883390211107,-0.0950528148506743,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Cu,0.0,True
mp-620033,BaCu(SeO3)2,1.962565434290328,0.1094016507185042,[5.0],2.0,2.0,2.0,Square pyramid,4b,1,5.0,Cu,0.0,True
mp-6205,Ba2Ho(CuO2)4,1.6600755570634091,0.4319375581311578,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,4.0,Cu,0.0,True
mp-6205,Ba2Ho(CuO2)4,1.6600755570634091,0.4319375581311578,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,5.0,Cu,0.0,True
mp-622105,Ba2DyCu3O7,1.761371302191933,0.3066984852132571,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1h, 2t",2,4.0,Cu,0.0,True
mp-622105,Ba2DyCu3O7,1.761371302191933,0.3066984852132571,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1h, 2t",2,5.0,Cu,0.0,True
mp-622108,Ba2TmCu3O7,1.7808150860119984,0.2781249508854025,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1e, 2r",2,4.0,Cu,0.0,True
mp-622108,Ba2TmCu3O7,1.7808150860119984,0.2781249508854025,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1e, 2r",2,5.0,Cu,0.0,True
mp-622110,Ba2ErCu3O7,1.7539904592332562,0.3172198324524553,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 2s",2,4.0,Cu,0.0,True
mp-622110,Ba2ErCu3O7,1.7539904592332562,0.3172198324524553,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","1d, 2s",2,5.0,Cu,0.0,True
mp-622210,Ba2LaCu3O7,1.7013770227029057,0.3763117525130783,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2t, 1f",2,4.0,Cu,0.0,True
mp-622210,Ba2LaCu3O7,1.7013770227029057,0.3763117525130783,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2t, 1f",2,5.0,Cu,0.0,True
mp-622576,Ba2Sm(CuO2)3,1.169932460406903,1.155040485501887,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1c, 2h",2,2.0,Cu,1.0,False
mp-622576,Ba2Sm(CuO2)3,1.169932460406903,1.155040485501887,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","1c, 2h",2,5.0,Cu,1.0,False
mp-6252,Sr2CuTeO6,0.6508511932028893,1.3411136948610023,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-628637,Cu3BiSe2BrO8,1.9184076369171847,0.0668550329306329,[4.0],2.0,2.0,2.0,Square plane,"4c, 2a",1,4.0,Cu,0.0,True
mp-638252,Cs2Cu3(P2O7)2,2.1627440616004647,-0.2784520062053666,[4.0],2.0,2.0,2.0,"Square pyramid, Square plane","4e, 2c",2,4.0,Cu,0.0,True
mp-639719,Cu3Mo2O9,1.6437579288428286,0.4433343797359574,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","4c, 4a",2,5.0,Cu,0.0,True
mp-639719,Cu3Mo2O9,1.6437579288428286,0.4433343797359574,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","4c, 4a",2,6.0,Cu,0.0,True
mp-640894,VInCuO5,2.0088821479486283,0.1300853335646412,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-640926,Cu(NO3)2,1.699023935947889,0.3648019686760828,[5.0],2.0,2.0,2.0,Square pyramid,4b,1,5.0,Cu,0.0,True
mp-642804,KCu2P2H3(O4F)2,1.9201377988554853,0.2047426837423216,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True
mp-643203,Cu6PbSe2Cl5O8,1.875921253931097,0.1310649401307352,"[3.0, 0, 3.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Linear, Square plane","1d, 2i, 1a, 4j",3,3.0,Cu,1.0,False
mp-643203,Cu6PbSe2Cl5O8,1.875921253931097,0.1310649401307352,"[3.0, 0, 3.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Linear, Square plane","1d, 2i, 1a, 4j",3,0.0,Cu,1.0,False
mp-643203,Cu6PbSe2Cl5O8,1.875921253931097,0.1310649401307352,"[3.0, 0, 3.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Linear, Square plane","1d, 2i, 1a, 4j",3,3.0,Cu,1.0,False
mp-643203,Cu6PbSe2Cl5O8,1.875921253931097,0.1310649401307352,"[3.0, 0, 3.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Linear, Square plane","1d, 2i, 1a, 4j",3,3.0,Cu,1.0,False
mp-643203,Cu6PbSe2Cl5O8,1.875921253931097,0.1310649401307352,"[3.0, 0, 3.0, 3.0, 4.0]",1.8,1.0,2.0,"Trigonal bipyramid, Linear, Square plane","1d, 2i, 1a, 4j",3,4.0,Cu,1.0,False
mp-643629,Sr2YCu3(PbO4)2,1.8365001443868136,0.1814923809833013,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","4e, 2b",2,2.0,Cu,1.0,False
mp-643629,Sr2YCu3(PbO4)2,1.8365001443868136,0.1814923809833013,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","4e, 2b",2,5.0,Cu,1.0,False
mp-6467,Na2CuP2O7,1.361046432199584,0.8264477200149795,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Cu,0.0,True
mp-646720,V2Cu(PO5)2,2.546725034034721,-0.3616788361297042,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True
mp-649472,KCuPO4,0.7164578911120592,1.625786267547578,[5.0],2.0,2.0,2.0,Trigonal bipyramid,8c,1,5.0,Cu,0.0,True
mp-6496,Ba2Na(CuO2)3,1.888390337228405,0.0293927839854981,"[4.0, 4.0]",1.0,1.0,1.0,Square plane,"4n, 2g",1,4.0,Cu,0.0,True
mp-6496,Ba2Na(CuO2)3,1.888390337228405,0.0293927839854981,"[4.0, 4.0]",1.0,1.0,1.0,Square plane,"4n, 2g",1,4.0,Cu,0.0,True
mp-649944,Na2Cu3(SiO3)4,1.761786943254334,0.2948483897372262,[4.0],2.0,2.0,2.0,Square plane,"4c, 4a",1,4.0,Cu,0.0,True
mp-649957,Cu3Mo2O9,1.7065600533705108,0.358425826037419,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",4a,2,5.0,Cu,0.0,True
mp-649957,Cu3Mo2O9,1.7065600533705108,0.358425826037419,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",4a,2,6.0,Cu,0.0,True
mp-650741,Cu4Mo5O17,2.1490837718477303,-0.0417053781880825,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Tetrahedron",2i,2,4.0,Cu,0.0,True
mp-650741,Cu4Mo5O17,2.1490837718477303,-0.0417053781880825,"[4.0, 6.0]",2.0,2.0,2.0,"Octahedron, Tetrahedron",2i,2,6.0,Cu,0.0,True
mp-652548,MgMn3(CuO4)2,1.8266951750741616,0.132732360551126,[4.0],1.0,1.0,1.0,Tetrahedron,8c,1,4.0,Cu,0.0,True
mp-653450,CuAg7As4ClO14,0.6527715705263261,1.3505856510408278,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-6537,CaCu(GeO3)2,1.3272604322711536,0.8244363147435869,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-653811,Sr2NdCu3(PbO4)2,1.3637535648398638,0.8045177686005272,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2h, 1b",2,2.0,Cu,1.0,False
mp-653811,Sr2NdCu3(PbO4)2,1.3637535648398638,0.8045177686005272,"[2.0, 5.0]",1.5,1.0,2.0,"Square pyramid, Linear","2h, 1b",2,5.0,Cu,1.0,False
mp-653840,KCu7TeS5ClO24,1.5098916662255055,0.5549654762615011,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","4c, 16g, 8d",2,4.0,Cu,0.0,True
mp-653840,KCu7TeS5ClO24,1.5098916662255055,0.5549654762615011,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","4c, 16g, 8d",2,5.0,Cu,0.0,True
mp-653840,KCu7TeS5ClO24,1.5098916662255055,0.5549654762615011,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","4c, 16g, 8d",2,6.0,Cu,0.0,True
mp-654359,BaCu2(PO4)2,2.2484839204608584,-0.2121744397165873,[5.0],2.0,2.0,2.0,"Trigonal bipyramid, Square pyramid",2i,2,5.0,Cu,0.0,True
mp-6583,Ba2Er(CuO2)4,1.7214271565324497,0.4142715667114954,"[4.0, 5.0]",2.25,2.25,2.25,"Square pyramid, Square plane",2i,2,4.0,Cu,0.0,True
mp-6583,Ba2Er(CuO2)4,1.7214271565324497,0.4142715667114954,"[4.0, 5.0]",2.25,2.25,2.25,"Square pyramid, Square plane",2i,2,5.0,Cu,0.0,True
mp-6598,K2Cu(PO3)4,0.13728155475444,1.875775861272956,[6.0],2.0,2.0,2.0,Square pyramid,2a,1,6.0,Cu,0.0,True
mp-661485,K2Cu(CO3)2,1.7173546265433497,0.3449505301756935,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Cu,0.0,True
mp-6616,Ba2HoCu3O7,1.7427057887884132,0.3253175865016391,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2q, 1a",2,4.0,Cu,0.0,True
mp-6616,Ba2HoCu3O7,1.7427057887884132,0.3253175865016391,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane","2q, 1a",2,5.0,Cu,0.0,True
mp-662543,Cu(NO3)2,1.7443599986842648,0.400010424815821,"[4.0, 7.0]",2.0,2.0,2.0,"Pentagonal bipyramid, Square plane","4b, 8d",2,4.0,Cu,0.0,True
mp-662543,Cu(NO3)2,1.7443599986842648,0.400010424815821,"[4.0, 7.0]",2.0,2.0,2.0,"Pentagonal bipyramid, Square plane","4b, 8d",2,7.0,Cu,0.0,True
mp-6691,Ba2Dy(CuO2)4,1.6623013317152129,0.4289636138867204,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,4.0,Cu,0.0,True
mp-6691,Ba2Dy(CuO2)4,1.6623013317152129,0.4289636138867204,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,5.0,Cu,0.0,True
mp-669361,Cu2BiAsO6,1.3963316544327755,0.7767269839379745,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",4c,2,4.0,Cu,0.0,True
mp-669361,Cu2BiAsO6,1.3963316544327755,0.7767269839379745,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",4c,2,5.0,Cu,0.0,True
mp-669425,Cu3BiSe2IO8,1.9423825239652608,0.0466558840816611,[4.0],2.0,2.0,2.0,Square plane,"2a, 4c",1,4.0,Cu,0.0,True
mp-669427,RbCuPO4,1.913837985676509,0.0788211012894994,[4.0],2.0,2.0,2.0,Tetrahedron,4a,1,4.0,Cu,0.0,True
mp-6710,Ba2Tm(CuO2)4,1.6364354503858984,0.4370242945620055,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,4.0,Cu,0.0,True
mp-6710,Ba2Tm(CuO2)4,1.6364354503858984,0.4370242945620055,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,5.0,Cu,0.0,True
mp-672012,InCu(WO4)2,2.4326153642657133,-0.0979242500376151,[6.0],1.0,1.0,1.0,Octahedron,2e,1,6.0,Cu,0.0,True
mp-672959,Li2Cu(PO3)4,1.609804314750931,0.4835529347326752,[4.0],2.0,2.0,2.0,Square plane,1a,1,4.0,Cu,0.0,True
mp-672966,LiCu(PO3)4,1.8705011172177808,-0.0256941349638892,[4.0],3.0,3.0,3.0,Square plane,1a,1,4.0,Cu,0.0,True
mp-672984,LiCu(PO3)4,0.4125956840873472,2.4239136440441413,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Cu,0.0,True
mp-673105,Cu3(P2O7)2,1.8960093079324551,0.2026710549008509,"[6.0, 5.0]",2.5,2.0,3.0,"Octahedron, Square pyramid","4e, 2c",2,6.0,Cu,1.0,False
mp-673105,Cu3(P2O7)2,1.8960093079324551,0.2026710549008509,"[6.0, 5.0]",2.5,2.0,3.0,"Octahedron, Square pyramid","4e, 2c",2,5.0,Cu,1.0,False
mp-673151,Cu4(PO4)3,1.9344812222720804,0.1436038060094452,"[5.0, 5.0]",2.5,2.0,3.0,"Trigonal bipyramid, Square pyramid",2i,2,5.0,Cu,1.0,False
mp-673151,Cu4(PO4)3,1.9344812222720804,0.1436038060094452,"[5.0, 5.0]",2.5,2.0,3.0,"Trigonal bipyramid, Square pyramid",2i,2,5.0,Cu,1.0,False
mp-675539,Na7Cu3O8,1.672444569179147,0.5636627166414164,[4.0],3.0,3.0,3.0,Square plane,"2i, 1a",1,4.0,Cu,0.0,True
mp-676599,Cu8NO11,1.7569570400742247,0.2701205905392531,"[4.0, 6.0, 5.0, 4.0, 6.0]",1.6,1.0,2.0,"Octahedron, Square pyramid, Square plane","2d, 2b, 1a, 2c",3,4.0,Cu,1.0,False
mp-676599,Cu8NO11,1.7569570400742247,0.2701205905392531,"[4.0, 6.0, 5.0, 4.0, 6.0]",1.6,1.0,2.0,"Octahedron, Square pyramid, Square plane","2d, 2b, 1a, 2c",3,6.0,Cu,1.0,False
mp-676599,Cu8NO11,1.7569570400742247,0.2701205905392531,"[4.0, 6.0, 5.0, 4.0, 6.0]",1.6,1.0,2.0,"Octahedron, Square pyramid, Square plane","2d, 2b, 1a, 2c",3,5.0,Cu,1.0,False
mp-676599,Cu8NO11,1.7569570400742247,0.2701205905392531,"[4.0, 6.0, 5.0, 4.0, 6.0]",1.6,1.0,2.0,"Octahedron, Square pyramid, Square plane","2d, 2b, 1a, 2c",3,4.0,Cu,1.0,False
mp-676599,Cu8NO11,1.7569570400742247,0.2701205905392531,"[4.0, 6.0, 5.0, 4.0, 6.0]",1.6,1.0,2.0,"Octahedron, Square pyramid, Square plane","2d, 2b, 1a, 2c",3,6.0,Cu,1.0,False
mp-677659,SrLaCuRuO6,1.9765734109467388,0.0980273575288541,"[6.0, 6.0]",2.5,2.0,3.0,no_data,no_data,1,6.0,Cu,1.0,False
mp-677659,SrLaCuRuO6,1.9765734109467388,0.0980273575288541,"[6.0, 6.0]",2.5,2.0,3.0,no_data,no_data,1,6.0,Cu,1.0,False
mp-6779,Ba2Pr(CuO2)4,1.688721475554832,0.3932234767201795,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,4.0,Cu,0.0,True
mp-6779,Ba2Pr(CuO2)4,1.688721475554832,0.3932234767201795,"[4.0, 5.0]",2.0,2.0,2.0,"Square pyramid, Square plane",2i,2,5.0,Cu,0.0,True
mp-6790,Ba2Y(CuO2)4,1.7132746084876411,0.425417464635483,"[4.0, 5.0]",2.25,2.25,2.25,"Square pyramid, Square plane",2i,2,4.0,Cu,0.0,True
mp-6790,Ba2Y(CuO2)4,1.7132746084876411,0.425417464635483,"[4.0, 5.0]",2.25,2.25,2.25,"Square pyramid, Square plane",2i,2,5.0,Cu,0.0,True
mp-679985,Ba3In4(CuO4)3,2.1365200126564874,-0.221659147726453,[4.0],2.0,2.0,2.0,Square plane,"4h, 2b",1,4.0,Cu,0.0,True
mp-680388,ZnCuTeCl2O3,1.863578856126478,0.1803634576347489,[4.0],2.0,2.0,2.0,Square plane,8e,1,4.0,Cu,0.0,True
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,5.0,Cu,1.0,False
mp-6815,Ti2Cu(PO5)2,1.7901813634943369,0.297613712071456,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-6829,Ba3Y2Cu2PtO10,0.8248123546628822,1.4684380717016865,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True
mp-684120,LiCuP2O7,0.4948562655936838,2.9656110916601897,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Cu,0.0,True
mp-686590,Sr16Cu8BC7O40,1.4306829681247673,0.7659060330342302,"[4.0, 5.0, 5.0]",2.333333333333333,2.0,3.0,Square pyramid,1a,1,4.0,Cu,1.0,False
mp-686590,Sr16Cu8BC7O40,1.4306829681247673,0.7659060330342302,"[4.0, 5.0, 5.0]",2.333333333333333,2.0,3.0,Square pyramid,1a,1,5.0,Cu,1.0,False
mp-686590,Sr16Cu8BC7O40,1.4306829681247673,0.7659060330342302,"[4.0, 5.0, 5.0]",2.333333333333333,2.0,3.0,Square pyramid,1a,1,5.0,Cu,1.0,False
mp-687096,V2Cu2O7,1.9664043016942567,0.1873193045530136,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",2i,2,5.0,Cu,0.0,True
mp-687096,V2Cu2O7,1.9664043016942567,0.1873193045530136,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",2i,2,6.0,Cu,0.0,True
mp-690554,Sr5La5Cu(NiO5)4,2.9736526955376905,-0.8538834571781997,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True
mp-690658,V2CuO6,0.7022892948331707,1.4200021184376426,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Cu,0.0,True
mp-690725,TlCuHSO5,1.8688789153897496,0.2709085775855557,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True
mp-694913,CaTa2Ga2(CuO4)3,1.8669138489662007,0.1807356634499129,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Cu,0.0,True
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True
mp-695277,BaLaTiCuO6,2.0219778522545964,-0.0458308811336337,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True
mp-695887,K3Cu2P4HO14,1.105641825890534,1.0003306030126864,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True
mp-696778,Cu3Mo2(HO5)2,0.9424971226557034,1.0919516887253409,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cu,0.0,True
mp-696931,TlCuHSeO5,2.1171830310860345,0.0622044120385827,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True
mp-697072,CuHIO4,2.7489521441928857,-0.4742578914170776,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True
mp-697492,BaV2Cu3(HO5)2,1.660573064420309,0.3824346730693408,[6.0],2.0,2.0,2.0,Octahedron,"2e, 1a",1,6.0,Cu,0.0,True
mp-697523,CsCuP3H8O13,1.7055573181482189,0.3935120499559585,[6.0],2.0,2.0,2.0,Octahedron,"1c, 1f",1,6.0,Cu,0.0,True
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True
mp-698120,KGd2Cu(MoO4)4,4.461718122655729,-1.2202968635093343,[6.0],1.0,1.0,1.0,Trigonal prism,2e,1,6.0,Cu,0.0,True
mp-699550,KCu3Ag(MoO4)4,2.086799068310758,0.0618493465375877,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Cu,0.0,True
mp-699636,KTb2Cu(MoO4)4,4.197702700550722,-1.0758293006379909,[6.0],1.0,1.0,1.0,Trigonal prism,2e,1,6.0,Cu,0.0,True
mp-699660,KHo2Cu(MoO4)4,1.6767837480280554,0.5257586134679597,[6.0],2.0,2.0,2.0,Trigonal prism,1a,1,6.0,Cu,0.0,True
mp-703515,CaCuSiH2O5,1.8561186638328628,0.157062523699435,[4.0],2.0,2.0,2.0,Square plane,"2b, 2c",1,4.0,Cu,0.0,True
mp-704317,K2Cu3(MoO4)4,1.778194595386397,0.3399379628494997,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",4e,2,5.0,Cu,0.0,True
