material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Cu_wyckoff,num_Cu_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False,18.0,4.0,1.9402652299086944,1.9402652299086944,1.9402652299086944,0.0,0.0,59.99804200145667,42.42502235714531,0.0,89.997063002185,4.0,1.0,1,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False,20.0,4.0,1.9402652299086942,1.9402652299086942,1.9402652299086942,0.0,0.0,59.99804200145667,42.42502235714531,0.0,89.997063002185,4.0,1.0,2,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False,25.0,4.0,1.9402155,1.9402155000000003,1.9402155000000003,1.9229626863835638e-16,2.220446049250313e-16,60.0,42.42640687119285,0.0,90.0,4.0,1.0,3,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False,18.0,4.0,1.9402652299086944,1.9402652299086944,1.9402652299086944,0.0,0.0,59.99804200145667,42.42502235714531,0.0,89.997063002185,4.0,1.0,1,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False,20.0,4.0,1.9402652299086942,1.9402652299086942,1.9402652299086942,0.0,0.0,59.99804200145667,42.42502235714531,0.0,89.997063002185,4.0,1.0,2,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,4.0,Cu,1.0,False,25.0,4.0,1.9402155,1.9402155000000003,1.9402155000000003,1.9229626863835638e-16,2.220446049250313e-16,60.0,42.42640687119285,0.0,90.0,4.0,1.0,3,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,5.0,Cu,1.0,False,17.0,5.0,1.9402487341771801,2.723752954229999,2.0969495781877443,0.3134016880211276,0.7835042200528191,72.13335602229321,36.06699348615728,0.0,90.33535285745702,5.0,1.0,1,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,5.0,Cu,1.0,False,19.0,5.0,1.9404856484287247,2.7336830559499994,2.09912512993298,0.31727896300850983,0.7931974075212747,72.37604631539197,36.190633933864476,0.0,90.95606776173506,5.0,1.0,2,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,5.0,Cu,1.0,False,21.0,5.0,1.940485648428725,2.733683055950003,2.0991251299329807,0.31727896300851116,0.793197407521278,72.37604631539207,36.19063393386452,0.0,90.95606776173527,5.0,1.0,3,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,5.0,Cu,1.0,False,22.0,5.0,1.9460384155732386,2.6949134034900006,2.095813413156591,0.2995499951667048,0.748874987916762,73.63642724014906,36.880110057335514,0.0,94.43343680881621,5.0,1.0,4,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,5.0,Cu,1.0,False,23.0,5.0,1.9460384155732389,2.6949134034899984,2.0958134131565904,0.2995499951667038,0.7488749879167595,73.63642724014912,36.88011005733554,0.0,94.43343680881634,5.0,1.0,5,"Square pyramid, Square plane"
mp-680433,Ba6Ca6Tl5Cu9O29,1.8551318580897256,0.3738869274215798,"[4.0, 4.0, 5.0]",1.6666666666666667,1.0,2.0,"Square pyramid, Square plane","1d, 2h, 2g",2,5.0,Cu,1.0,False,24.0,5.0,1.9402487341771801,2.723752954230001,2.0969495781877443,0.31340168802112833,0.7835042200528208,72.13335602229321,36.06699348615728,0.0,90.33535285745702,5.0,1.0,6,"Square pyramid, Square plane"
mp-6815,Ti2Cu(PO5)2,1.7901813634943369,0.297613712071456,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True,4.0,6.0,1.95362907792404,2.42139411381204,2.1291946218666036,0.2080122441426271,0.4677650358880001,62.17820824458866,33.45596028032792,19.854518278180812,109.79838184679244,6.0,1.0,1,Octahedron
mp-6815,Ti2Cu(PO5)2,1.7901813634943369,0.297613712071456,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True,5.0,6.0,1.9536290779240397,2.4213941138120396,2.1291946218666036,0.20801224414262712,0.4677650358879999,32.66612503787937,9.75599953588746,17.731500931026538,49.43148083871185,6.0,1.0,2,Octahedron
mp-6829,Ba3Y2Cu2PtO10,0.8248123546628822,1.4684380717016865,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,5.0,5.0,1.9669388240173378,2.5702583088759305,2.131424640773634,0.22482036803198355,0.6033194848585928,107.0349849199182,35.496276127077046,77.24848308080259,175.49590092410318,5.0,1.0,1,Square pyramid
mp-6829,Ba3Y2Cu2PtO10,0.8248123546628822,1.4684380717016865,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,6.0,5.0,1.9669388240173362,2.5702583088759323,2.1314246407736346,0.22482036803198463,0.6033194848585961,107.0349849199182,35.49627612707704,77.24848308080259,175.49590092410318,5.0,1.0,2,Square pyramid
mp-684120,LiCuP2O7,0.4948562655936838,2.9656110916601897,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Cu,0.0,True,,,,,,,,,,,,,,0,Trigonal bipyramid
mp-686590,Sr16Cu8BC7O40,1.4306829681247673,0.7659060330342302,"[4.0, 5.0, 5.0]",2.333333333333333,2.0,3.0,Square pyramid,1a,1,4.0,Cu,1.0,False,,,,,,,,,,,,,,0,Square pyramid
mp-686590,Sr16Cu8BC7O40,1.4306829681247673,0.7659060330342302,"[4.0, 5.0, 5.0]",2.333333333333333,2.0,3.0,Square pyramid,1a,1,5.0,Cu,1.0,False,,,,,,,,,,,,,,0,Square pyramid
mp-686590,Sr16Cu8BC7O40,1.4306829681247673,0.7659060330342302,"[4.0, 5.0, 5.0]",2.333333333333333,2.0,3.0,Square pyramid,1a,1,5.0,Cu,1.0,False,,,,,,,,,,,,,,0,Square pyramid
mp-687096,V2Cu2O7,1.9664043016942567,0.1873193045530136,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",2i,2,5.0,Cu,0.0,True,4.0,5.0,1.9010340947236168,2.3981762477690918,2.0342813950586556,0.1858508215528765,0.49714215304547493,63.75219629593759,28.541898460179567,18.8348533222626,111.56892381445762,5.0,1.0,1,"Octahedron, Square pyramid"
mp-687096,V2Cu2O7,1.9664043016942567,0.1873193045530136,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",2i,2,5.0,Cu,0.0,True,5.0,5.0,1.9010340947236168,2.3981762477690918,2.0342813950586556,0.18585082155287638,0.49714215304547493,63.75219629593757,28.54189846017956,18.834853322262642,111.5689238144576,5.0,1.0,2,"Octahedron, Square pyramid"
mp-687096,V2Cu2O7,1.9664043016942567,0.1873193045530136,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",2i,2,6.0,Cu,0.0,True,6.0,6.0,1.912109698946429,2.5458300929476856,2.150584667301662,0.2632094321565941,0.6337203940012566,79.30253772949327,29.594441057195972,34.1591483800802,133.7570061547326,6.0,1.0,1,"Octahedron, Square pyramid"
mp-687096,V2Cu2O7,1.9664043016942567,0.1873193045530136,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid",2i,2,6.0,Cu,0.0,True,7.0,6.0,1.9121096989464295,2.545830092947685,2.1505846673016626,0.26320943215659404,0.6337203940012557,79.30253772949327,29.59444105719597,34.15914838008021,133.75700615473258,6.0,1.0,2,"Octahedron, Square pyramid"
mp-690554,Sr5La5Cu(NiO5)4,2.9736526955376905,-0.8538834571781997,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Cu,0.0,True,10.0,6.0,1.9322369220823956,2.2547452555363794,2.0332109616478324,0.12414307582016527,0.3225083334539838,66.52573985018438,44.132841932189955,9.051348838143676,139.45123806295058,6.0,1.0,1,Octahedron
mp-690658,V2CuO6,0.7022892948331707,1.4200021184376426,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Cu,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-690725,TlCuHSO5,1.8688789153897496,0.2709085775855557,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True,2.0,6.0,1.9252779413460035,2.5221635212140496,2.1697147352062185,0.25536645785925755,0.5968855798680461,41.38175944240439,18.559040818232724,13.562233571953584,69.66688576704188,6.0,1.0,1,Octahedron
mp-690725,TlCuHSO5,1.8688789153897496,0.2709085775855557,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True,3.0,6.0,1.9252779413460033,2.5221635212140496,2.169714735206218,0.25536645785925766,0.5968855798680464,45.78711957786401,16.743310446895965,16.214684694872112,65.6209071141956,6.0,1.0,2,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,24.0,6.0,2.082136738963677,2.0963379747074855,2.0878763401235374,0.006108784583651602,0.014201235743808382,98.68568104213709,36.830822094523164,40.28521683947453,180.0,6.0,1.0,1,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,25.0,6.0,2.0821367389299326,2.0963379747159534,2.0878763401227065,0.006108784594745524,0.014201235786020838,99.51103582207166,46.398911847082395,22.778914057260696,180.0,6.0,1.0,2,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,26.0,6.0,2.0821367389636767,2.096337974707487,2.0878763401235374,0.0061087845836523165,0.014201235743810159,100.78441103319142,39.945916641108404,23.95638177249187,180.0,6.0,1.0,3,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,27.0,6.0,2.082136738944261,2.096337974722447,2.087876340123603,0.0061087845959492855,0.014201235778185772,86.61290592518681,34.41675231862875,40.26630719710699,180.0,6.0,1.0,4,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,28.0,6.0,2.0821367389442607,2.096337974722447,2.0878763401236027,0.006108784595949831,0.014201235778186216,107.99999991950544,36.020781647575255,88.26691839480073,180.0,6.0,1.0,5,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,29.0,6.0,2.0821367389299335,2.096337974715954,2.087876340122707,0.006108784594745385,0.014201235786020394,108.0,36.02078180844087,88.26691839597997,180.0,6.0,1.0,6,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,30.0,6.0,2.0821367389392584,2.096337974739696,2.0878763401230405,0.006108784607550168,0.01420123580043775,98.55602066315211,37.20699011608954,38.3403099472814,180.0,6.0,1.0,7,Octahedron
mp-694896,NaCa2V3(CuO6)2,1.9698343303051065,0.1072883741166274,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Cu,0.0,True,31.0,6.0,2.0821367389392593,2.0963379747396957,2.0878763401230405,0.006108784607550026,0.014201235800436418,100.22899932210889,37.97944625602181,50.28362088604618,180.0,6.0,1.0,8,Octahedron
mp-694913,CaTa2Ga2(CuO4)3,1.8669138489662007,0.1807356634499129,[4.0],2.0,2.0,2.0,Square plane,2i,1,4.0,Cu,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,8.0,6.0,2.0011395250338997,2.3499510192499997,2.1079671209841035,0.14676490882502838,0.3488114942161,49.261135483923084,27.469668203282335,8.083725044394738,89.22033563499657,6.0,1.0,1,Octahedron
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,9.0,6.0,1.9734203699503816,2.360754709147575,2.1209045105774416,0.1619238015082892,0.3873343391971933,59.98111640514329,36.40691961005046,10.285821179813011,101.52199713399702,6.0,1.0,2,Octahedron
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,10.0,6.0,2.0011395250339,2.3499510192499993,2.107967120984104,0.14676490882502843,0.34881149421609914,50.638530172643165,25.14716902570707,8.083725044394647,84.00277183524688,6.0,1.0,3,Octahedron
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,11.0,6.0,1.9734203699503834,2.3607547091475753,2.1209045105774424,0.161923801508289,0.38733433919719196,61.32495558439155,30.01363208925681,10.285821179813011,98.79172680483265,6.0,1.0,4,Octahedron
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,8.0,6.0,2.0011395250338997,2.3499510192499997,2.1079671209841035,0.14676490882502838,0.3488114942161,49.261135483923084,27.469668203282335,8.083725044394738,89.22033563499657,6.0,1.0,1,Octahedron
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,9.0,6.0,1.9734203699503816,2.360754709147575,2.1209045105774416,0.1619238015082892,0.3873343391971933,59.98111640514329,36.40691961005046,10.285821179813011,101.52199713399702,6.0,1.0,2,Octahedron
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,10.0,6.0,2.0011395250339,2.3499510192499993,2.107967120984104,0.14676490882502843,0.34881149421609914,50.638530172643165,25.14716902570707,8.083725044394647,84.00277183524688,6.0,1.0,3,Octahedron
mp-694970,SrLa7Cu4(SnO6)4,2.028406118746156,0.0760734027540196,"[6.0, 6.0]",2.0,2.0,2.0,Octahedron,2c,1,6.0,Cu,0.0,True,11.0,6.0,1.9734203699503834,2.3607547091475753,2.1209045105774424,0.161923801508289,0.38733433919719196,61.32495558439155,30.01363208925681,10.285821179813011,98.79172680483265,6.0,1.0,4,Octahedron
mp-695277,BaLaTiCuO6,2.0219778522545964,-0.0458308811336337,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True,12.0,6.0,1.9492285540781573,1.9793440560536855,1.960782409095413,0.013255633411898159,0.030115501975528147,67.935573817659,30.039009238145063,0.0,91.0120145848602,4.0,0.6666666666666666,1,Octahedron
mp-695277,BaLaTiCuO6,2.0219778522545964,-0.0458308811336337,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True,13.0,6.0,1.9546014267956293,2.000324804870934,1.9793760075473825,0.018861500289989803,0.04572337807530458,87.49066222561949,40.76489642837759,0.0,177.75610696557658,6.0,1.0,2,Octahedron
mp-695277,BaLaTiCuO6,2.0219778522545964,-0.0458308811336337,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True,14.0,6.0,1.9492285540781555,1.9793440560536855,1.9607824090954138,0.013255633411897779,0.030115501975529924,88.12519667075394,40.86265894297718,8.537736462515939e-07,179.62947658683706,4.0,0.6666666666666666,3,Octahedron
mp-695277,BaLaTiCuO6,2.0219778522545964,-0.0458308811336337,[6.0],2.0,2.0,2.0,Octahedron,2f,1,6.0,Cu,0.0,True,15.0,6.0,1.9546014267956278,2.0003248048709352,1.9793760075473832,0.018861500289990646,0.045723378075307464,87.49066222561952,40.764896428377625,0.0,177.75610696557675,6.0,1.0,4,Octahedron
mp-695887,K3Cu2P4HO14,1.105641825890534,1.0003306030126864,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Cu,0.0,True,,,,,,,,,,,,,,0,Square pyramid
mp-696778,Cu3Mo2(HO5)2,0.9424971226557034,1.0919516887253409,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cu,0.0,True,0.0,6.0,1.9435354991940832,2.434181459281408,2.1266636822613196,0.21876615041381434,0.490645960087325,67.71435409515954,32.23534997685421,18.77560223636897,121.38615336966168,6.0,1.0,1,Octahedron
mp-696778,Cu3Mo2(HO5)2,0.9424971226557034,1.0919516887253409,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cu,0.0,True,1.0,6.0,1.9435354991940832,2.4341814592814086,2.1266636822613196,0.2187661504138146,0.4906459600873254,40.68800176380916,19.000786359528423,10.953842313193102,66.54085357890061,6.0,1.0,2,Octahedron
mp-696778,Cu3Mo2(HO5)2,0.9424971226557034,1.0919516887253409,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cu,0.0,True,2.0,6.0,1.9364839162034462,2.546710462873068,2.1397943445867047,0.23793403581384032,0.6102265466696217,66.13216576207145,34.65296901294163,12.086453648419736,111.61490283931953,6.0,1.0,3,Octahedron
mp-696778,Cu3Mo2(HO5)2,0.9424971226557034,1.0919516887253409,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cu,0.0,True,3.0,6.0,1.9364839162034462,2.546710462873068,2.1397943445867047,0.23793403581384054,0.6102265466696217,87.57435763376301,33.430556244060384,24.75428235516203,172.16373970383052,6.0,1.0,4,Octahedron
mp-696778,Cu3Mo2(HO5)2,0.9424971226557034,1.0919516887253409,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cu,0.0,True,4.0,6.0,1.9364839162034466,2.5467104628730683,2.1397943445867047,0.2379340358138404,0.6102265466696217,66.13216576207141,34.65296901294164,12.086453648419646,111.61490283931948,6.0,1.0,5,Octahedron
mp-696778,Cu3Mo2(HO5)2,0.9424971226557034,1.0919516887253409,[6.0],2.0,2.0,2.0,Octahedron,"2a, 4e",1,6.0,Cu,0.0,True,5.0,6.0,1.9364839162034468,2.546710462873071,2.1397943445867047,0.23793403581384104,0.6102265466696242,87.57435763376301,33.43055624406037,24.75428235516202,172.16373970383043,6.0,1.0,6,Octahedron
mp-696931,TlCuHSeO5,2.1171830310860345,0.0622044120385827,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True,2.0,6.0,1.9376841736741548,2.6190215984853573,2.186279713974611,0.3071238389494814,0.6813374248112025,41.16812078466283,19.26626339806587,9.7186239144251,70.29707909219968,6.0,1.0,1,Octahedron
mp-696931,TlCuHSeO5,2.1171830310860345,0.0622044120385827,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Cu,0.0,True,3.0,6.0,1.9376841736741537,2.619021598485357,2.186279713974611,0.30712383894948186,0.6813374248112032,46.17131211887449,16.796285168635933,17.602555868102545,66.11084718207373,6.0,1.0,2,Octahedron
mp-697072,CuHIO4,2.7489521441928857,-0.4742578914170776,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True,0.0,6.0,1.987009886701834,2.5703387924516523,2.182455990024607,0.27427731154488016,0.5833289057498183,55.68133155405031,27.144753155681354,12.903873674413125,97.41947070679151,6.0,1.0,1,Octahedron
mp-697072,CuHIO4,2.7489521441928857,-0.4742578914170776,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True,1.0,6.0,1.9870098867018327,2.5703387924516514,2.1824559900246068,0.2742773115448802,0.5833289057498188,45.53193023088253,23.019386446989692,11.783054683883163,84.00419099192138,6.0,1.0,2,Octahedron
mp-697072,CuHIO4,2.7489521441928857,-0.4742578914170776,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True,2.0,6.0,1.987009886701833,2.570338792451652,2.1824559900246068,0.2742773115448801,0.5833289057498188,108.0,36.59915791682547,78.5998342546069,180.0,6.0,1.0,3,Octahedron
mp-697072,CuHIO4,2.7489521441928857,-0.4742578914170776,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Cu,0.0,True,3.0,6.0,1.9870098867018338,2.5703387924516528,2.1824559900246068,0.27427731154488044,0.583328905749819,42.19221874441044,19.65115084976178,16.393247423143393,73.06209575694845,6.0,1.0,4,Octahedron
mp-697492,BaV2Cu3(HO5)2,1.660573064420309,0.3824346730693408,[6.0],2.0,2.0,2.0,Octahedron,"2e, 1a",1,6.0,Cu,0.0,True,3.0,6.0,1.9020211923971115,2.2029163248520676,2.102617947367082,0.14184332572328198,0.300895132454956,35.401687539286556,13.490327939327814,11.854681570611444,61.61460771510282,6.0,1.0,1,Octahedron
mp-697492,BaV2Cu3(HO5)2,1.660573064420309,0.3824346730693408,[6.0],2.0,2.0,2.0,Octahedron,"2e, 1a",1,6.0,Cu,0.0,True,4.0,6.0,1.9382681322750122,2.299630293332873,2.1081092875166836,0.14831984538332874,0.361362161057861,55.41654757645987,23.929559807525607,25.664332553283252,94.27502451791256,6.0,1.0,2,Octahedron
mp-697492,BaV2Cu3(HO5)2,1.660573064420309,0.3824346730693408,[6.0],2.0,2.0,2.0,Octahedron,"2e, 1a",1,6.0,Cu,0.0,True,5.0,6.0,1.938268132275012,2.2996302933328745,2.108109287516683,0.14831984538332907,0.36136216105786256,34.662452568985856,10.882398003040525,14.149906420603786,55.38525642438825,6.0,1.0,3,Octahedron
mp-697523,CsCuP3H8O13,1.7055573181482189,0.3935120499559585,[6.0],2.0,2.0,2.0,Octahedron,"1c, 1f",1,6.0,Cu,0.0,True,2.0,6.0,1.987929117885497,2.5617956309239345,2.180895516316793,0.26934489037102716,0.5738665130384375,57.06179048926349,27.726409945605248,19.030189401565725,93.90147411499773,6.0,1.0,1,Octahedron
mp-697523,CsCuP3H8O13,1.7055573181482189,0.3935120499559585,[6.0],2.0,2.0,2.0,Octahedron,"1c, 1f",1,6.0,Cu,0.0,True,3.0,6.0,1.9840661124963688,2.474721690153555,2.1529935846406905,0.22759137233193133,0.49065557765718615,50.211398233902784,30.045927224129855,11.31994792442621,100.56650803335634,6.0,1.0,2,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,0.0,6.0,1.9946029291926657,2.542390808036722,2.162640512908595,0.2092532306809383,0.5477878788440564,98.54936217350051,39.03589381808483,22.674724529715125,175.4041398510961,6.0,1.0,1,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,1.0,6.0,1.9946029291926666,2.5423908080367226,2.1626405129085957,0.20925323068093804,0.547787878844056,54.31624591705004,24.459846492755926,4.724488703060903,84.35087780890306,6.0,1.0,2,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,2.0,6.0,1.9946029291926664,2.5423908080367217,2.1626405129085953,0.2092532306809381,0.5477878788440553,98.54936217350048,39.03589381808484,22.674724529715125,175.4041398510961,6.0,1.0,3,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,3.0,6.0,1.9946029291926657,2.542390808036721,2.162640512908595,0.20925323068093776,0.5477878788440551,54.31624591705004,24.45984649275594,4.724488703060826,84.35087780890306,6.0,1.0,4,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,4.0,6.0,1.9452567985498341,2.463656451230576,2.1422219313982205,0.21386547466647587,0.5183996526807417,58.123164331521174,25.332650544388535,17.569116449622964,90.63524821498902,6.0,1.0,5,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,5.0,6.0,1.945256798549836,2.4636564512305767,2.142221931398221,0.21386547466647587,0.5183996526807408,98.83407247935087,36.692572720436374,44.89512557115709,177.62942171220752,6.0,1.0,6,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,6.0,6.0,1.9452567985498357,2.463656451230575,2.1422219313982205,0.2138654746664758,0.5183996526807393,95.99001307263593,37.224064066144415,12.648255248584029,177.62942171220735,6.0,1.0,7,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,7.0,6.0,1.945256798549835,2.463656451230576,2.1422219313982205,0.21386547466647599,0.5183996526807408,65.45568345269548,26.963229281294463,15.75806883502283,105.37305815435967,6.0,1.0,8,Octahedron
mp-697994,Cu3H4SO8,1.5153007779196783,0.5950073553506725,[6.0],2.0,2.0,2.0,Octahedron,"4c, 8d",1,6.0,Cu,0.0,True,8.0,6.0,1.9452567985498357,2.463656451230575,2.142221931398221,0.2138654746664757,0.5183996526807393,58.12316433152117,25.33265054438853,17.569116449622964,90.63524821498899,6.0,1.0,9,Octahedron
