material_id,chem_formula,R$_0$,B,Na_chemenv,num_Na_chemenvs,Na_wyckoff,num_Na_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Na_sites,num_CN_env,num_charge_states,NaX_coordn,NaO_coordn,mean_coordn_Na-X,min_coordn_Na-X,max_coordn_Na-X,mean_coordn_Na-O,min_coordn_Na-O,max_coordn_Na-O,mean_Na_charge,min_Na_charge,max_Na_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NaO_BondL
mp-1210097,NaPr(CO3)2,1.4408357201482829,0.508253416801677,Square-face capped trigonal prism,1,2a,1,[5.01249538694378],1.0,5.01249538694378,ABC2D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-O-Pr,0.0,-2.522210260804597,0.0003,4,Orthorhombic,mm2,Pmc2_1,carbonate,Na,,,,,,"C, N, O, P",,,Pr,,"B $\in$ [0.5, 1]",Positive B,2.4353359342044407
mp-1210117,NaLuSiO4,2.3251336189636893,0.0523421476829559,Octahedron,1,4a,1,[3.2612096068544982],0.0,3.2612096068544982,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Lu-Na-O-Si,0.0,-3.395102296863711,4.396599999999999,4,Orthorhombic,mmm,Pnma,silicate,Na,,,,,Si,"N, O, S",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4209769750635326
mp-1210121,NaTh2(PO4)3,2.785477378656268,0.002438746852129,Square-face bicapped square antiprism,1,2e,1,[5.373856430883943],1.0,5.373856430883943,AB2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,Na-O-P-Th,0.006559996111111,-3.3295844811282143,4.6465,4,Monoclinic,2/m,C2/c,phosphate,Na,,,,,,"N, O, P",,,,Th,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7900883335708326
mp-1210126,NaSm(CO3)2,1.3587583926494196,0.5359113164457808,Square-face capped trigonal prism,1,2a,1,[4.952746992255219],0.0,4.952746992255219,ABC2D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-O-Sm,0.0,-2.521817360637932,4.6763,4,Orthorhombic,mm2,Pmc2_1,carbonate,Na,,,,,,"C, N, O, S",,,Sm,,"B $\in$ [0.5, 1]",Positive B,2.4096061324858318
mp-1210138,NaNd(CO3)2,1.405173429330052,0.5209348893463428,Square-face capped trigonal prism,1,2a,1,[4.984415510951331],0.0,4.984415510951331,ABC2D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-Nd-O,0.0,-2.523820538887931,4.6697,4,Orthorhombic,mm2,Pmc2_1,carbonate,Na,,,,,,"C, N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.425478927724128
mp-1210152,NaNb7V2O14,3.657825055397608,-0.2877960795260402,Anticuboctahedron,1,2b,1,[0.41277470519722503],0.0,0.41277470519722503,AB2C7D14,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Na-Nb-O-V,0.0,-2.62148760005747,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,Na,,"V, Nb",,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.9219015945932925
mp-1210177,NaMn3Ag(PO4)3,1.8239762593431017,0.3974115907841558,Cube,1,2b,1,[3.647564878487878],0.0,3.647564878487878,ABC3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Ag-Mn-Na-O-P,0.0,-2.379142602788381,0.0302,5,Monoclinic,2/m,C2/c,phosphate,Na,,"Mn, Ag",,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.48280880150818
mp-1210185,Na4Y2(IrO4)3,2.6164502384735187,-0.0862160111109959,"Trigonal prism, Square-face capped trigonal prism",2,"1a, 3g",2,"[0.001346662948146, 1.009698203825513]",0.0,0.5055224333868295,A2B3C4D12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-Na-O-Y,0.0,-2.093037366453202,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,,"Y, Ir",,,,"N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.446469612016549
mp-1210191,NaAl(SO4)2,2.458692517866461,0.0709328211472174,Pentagonal antiprism,1,1c,1,[5.306354592224085],1.0,5.306354592224085,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-Na-O-S,0.0,-2.305514638031608,5.7223,4,Monoclinic,2/m,C2/m,sulfate,Na,,,,Al,,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.601183340276544
mp-1210195,NaCr(SO4)2,2.52499827592467,0.0552884818939152,Pentagonal antiprism,1,1c,1,[5.4749094845163935],1.0,5.4749094845163935,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Na-O-S,0.0,-2.082825365531609,2.7232000000000003,4,Monoclinic,2/m,C2/m,sulfate,Na,,Cr,,,,"C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6360653387105866
mp-1210198,NaCo2Se2O7,3.745215893144825,-1.0363249475005898,Octahedron,1,4c,1,[6.1110212810000935],1.0,6.1110212810000935,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Na-O-Se,0.044661414661452,-1.390876512588901,0.6525000000000001,4,Orthorhombic,mmm,Pnma,oxide,Na,,Co,,,,"C, N, O, S, Se",,,,,B < -1,Negative B,2.302824505867994
mp-1210209,Na4Er2(IrO4)3,2.671876487495825,-0.1145275201095574,"Trigonal prism, Square-face capped trigonal prism",2,"1a, 3g",2,"[1.005409809203295, 0.006894345596694]",0.0,0.5061520773999946,A2B3C4D12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Er-Ir-Na-O,0.0,-2.115248631691296,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,,Ir,,,,"N, O",I,,Er,,"B $\in$ [-1, -0.1]",Negative B,2.446596160129511
mp-1210216,Na4Dy2(IrO4)3,2.61591787449924,-0.0892822468217794,"Trigonal prism, Square-face capped trigonal prism",2,"1a, 3g",2,"[0.95957729718934, 0.0006772418410890001]",0.0,0.4801272695152145,A2B3C4D12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Dy-Ir-Na-O,0.0,-2.108435732802408,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,,Ir,,,,"N, O",I,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.439861173365516
mp-1210223,Na4Tb2(IrO4)3,2.748378733660968,-0.1524830326798103,"Trigonal prism, Square-face capped trigonal prism",2,"1a, 3g",2,"[0.9863336289849681, 0.0009201892014850001]",0.0,0.49362690909322654,A2B3C4D12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-Na-O-Tb,0.0,-2.105858693754789,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,,Ir,,,,"N, O",I,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.443902645697573
mp-1210224,Na5Cu3As4HO16,2.074820795440139,0.2578829064954534,"Pentagonal bipyramid, Octahedron",2,"1a, 2i",2,"[3.943280595983999, 3.255688833809379, 8.961021037463153]",0.333,5.38666348908551,AB3C4D5E16,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,As-Cu-H-Na-O,0.0,-1.699898647177466,0.575199999999999,5,Triclinic,-1,P-1,oxide,Na,,Cu,,,As,"H, C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5426902941954785
mp-1210234,Na4Ho2(IrO4)3,2.6166100454169685,-0.0915393629821577,"Trigonal prism, Square-face capped trigonal prism",2,"1a, 3g",2,"[0.9570108592148291, 0.001147722700269]",0.0,0.47907929095754903,A2B3C4D12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ho-Ir-Na-O,0.0,-2.110721856453202,0.0,4,Hexagonal,-6m2,P-62m,oxide,Na,,Ir,,,,"H, N, O",I,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.436613417295157
mp-1210255,Na3Nd9B8O27,4.032633769691341,-0.8277651679216904,Pentagonal pyramid,1,3f,1,[8.073137331508452],1.0,8.073137331508452,A3B8C9D27,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Na-Nd-O,0.0,-3.338320248510026,3.9569,4,Hexagonal,-6m2,P-62m,oxide,Na,,,,,B,"N, O",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,2.494877275348141
mp-1210261,NaCr2FeO8,2.600439787217547,-0.0133676849255304,Pentagonal antiprism,1,1c,1,[5.130544277058081],1.0,5.130544277058081,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cr-Fe-Na-O,0.003162943437499,-1.737952860114942,1.662,4,Monoclinic,2/m,C2/m,oxide,Na,,"Cr, Fe",,,,"C, N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.573592465315707
mp-1210276,Na6Ni(SO4)4,1.832022540300693,0.3279298066365717,"Cube, Square antiprism, Octahedron",3,4e,1,"[5.60591715306218, 3.093795428051717, 5.786200532630879]",0.667,4.828637704581592,AB4C6D16,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Na-Ni-O-S,0.0,-2.103923351047251,4.1393,4,Monoclinic,2/m,P2_1/c,sulfate,Na,,Ni,,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.426101496352662
mp-1210279,NaCa2Si4O10F,2.7725878500011727,-0.0589084025700712,Cube,1,2i,1,"[6.430441111496377, 6.439205968108126]",1.0,6.4348235398022515,ABC2D4E10,1,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,Ca-F-Na-O-Si,0.005587684722226,-3.3269152234099613,4.9558,5,Triclinic,-1,P-1,fluoride,Na,Ca,,,,Si,"C, N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.631852151974627
mp-1210282,Na3Sm9B8O27,4.0779880446054255,-0.868387966360461,Pentagonal pyramid,1,3f,1,[8.014296824394886],1.0,8.014296824394886,A3B8C9D27,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Na-O-Sm,0.003137375226062,-3.357602372499388,4.048399999999999,4,Hexagonal,-6m2,P-62m,oxide,Na,,,,,B,"N, O, S",,,Sm,,"B $\in$ [-1, -0.1]",Negative B,2.4684015124848084
mp-1210293,NaCaTiMnSi2O8F,2.559303236066615,-0.0392300179859781,Octahedron,1,4e,1,[2.594727226631254],0.0,2.594727226631254,ABCDEF2G8,1,1,1,[6.0],[4.0],6.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-F-Mn-Na-O-Si-Ti,0.0,-3.182861771676244,2.4152,7,Monoclinic,2/m,P2_1/c,fluoride,Na,Ca,"Ti, Mn",,,Si,"C, N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.483788304853782
mp-1210295,NaCe(CO3)2,1.430647121312406,0.5159854894259152,Square-face capped trigonal prism,1,2a,1,[5.002808535677961],1.0,5.002808535677961,ABC2D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Ce-Na-O,0.0,-2.50065552913793,0.283999999999999,4,Orthorhombic,mm2,Pmc2_1,carbonate,Na,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.440432887561633
mp-1210308,Na6Co(SO4)4,1.8781567597092537,0.3456677226781652,"Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",3,4e,1,"[3.775340964479478, 3.887170792134674, 6.043230779083797]",0.333,4.56858084523265,AB4C6D16,3,3,1,"[5.0, 6.0, 7.0]","[5.0, 6.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Na-O-S,0.0,-2.10864873771392,3.1435,4,Monoclinic,2/m,P2_1/c,sulfate,Na,,Co,,,,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.490851327288852
mp-1210320,Na6Fe(SO4)4,1.8956716342919344,0.3389757663113504,"Pentagonal bipyramid, Square-face bicapped trigonal prism, Octahedron",3,4e,1,"[3.738246109114307, 3.7899098462771823, 6.033125718775892]",0.333,4.520427224722461,AB4C6D16,3,3,1,"[5.0, 6.0, 7.0]","[5.0, 6.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Na-O-S,0.0,-2.135382608639846,4.276,4,Monoclinic,2/m,P2_1/c,sulfate,Na,,Fe,,,,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.49710442490924
mp-1210321,Na6Mn(SO4)4,1.5403537400044152,0.5055270152598124,"Square antiprism, Square-face capped trigonal prism, Octahedron",3,4e,1,"[5.264660201657755, 3.248667719753365, 5.167362122248318]",0.667,4.560230014553146,AB4C6D16,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Mn-Na-O-S,0.0,-2.17836144393359,4.3439,4,Monoclinic,2/m,P2_1/c,sulfate,Na,,Mn,,,,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.469427567123186
mp-1210323,NaAl5FeP4(H5O12)2,2.676250312024746,-0.06949789848527,Square antiprism,1,2e,1,[3.551564799977029],0.0,3.551564799977029,ABC4D5E10F24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Fe-H-Na-O-P,0.011268070388893,-2.427631383387793,4.577999999999999,6,Monoclinic,2/m,C2/c,oxide,Na,,Fe,,Al,,"H, N, O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.502214628945124
mp-1210325,Na4Zr2TiMnSi4(O8F)2,2.4699073758010552,0.0580104740428617,"Hexagonal bipyramid, Octahedron",2,"4g, 2f, 2e",3,"[3.453337443734557, 3.456494305657189, 1.7963394916385522]",0.0,2.9020570803434325,ABC2D2E4F4G16,2,3,1,"[6.0, 8.0, 8.0]","[4.0, 6.0, 7.0]",7.333333333333333,6.0,8.0,5.666666666666667,4.0,7.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,F-Mn-Na-O-Si-Ti-Zr,0.0,-3.186073894226053,2.4338,7,Monoclinic,2/m,P2/c,fluoride,Na,,"Ti, Mn, Zr",,,Si,"N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6231595835022694
mp-1210331,Na2PrSiO5,2.317888094833136,0.2374043640032054,Square-face bicapped trigonal prism,1,8d,1,[3.7016410226073297],0.0,3.7016410226073297,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,2.0,2,2,"O-, O2-","Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Na-O-Pr-Si,0.026304688541666,-2.804834358825031,0.5707000000000001,4,Orthorhombic,mmm,Pnma,oxide,Na,,,,,Si,"N, O, P, S",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.660750080362413
mp-1210355,NaNp(HO2)2,2.31099442306596,0.2466730052474014,Trigonal prism,1,4a,1,[5.10871961966931],1.0,5.10871961966931,ABC2D4,1,1,1,[11.0],[8.0],11.0,11.0,11.0,8.0,8.0,8.0,1.0,1.0,1.0,2.0,2,2,"O2-, H+","Actinides, Alkali Metals, Nonmetals",GGA,H-Na-Np-O,0.005215180624994,-2.367697762203664,0.5518999999999991,4,Orthorhombic,222,P2_12_12_1,oxide,Na,,,,,,"H, N, O",,,,Np,"B $\in$ [0.1, 0.5]",Positive B,2.692408108333216
mp-1210360,Na3Sb3(PO7)2,2.2525785946326606,0.1405715171745103,"Hexagonal bipyramid, Square-face capped trigonal prism",2,"4e, 2c",2,"[6.52468114297596, 1.279318137370242]",0.5,3.901999640173101,A2B3C3D14,2,2,1,"[5.0, 8.0]","[5.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Na-O-P-Sb,0.0,-2.271439127655618,2.1435,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,Sb,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.506408440026169
mp-1210364,Na2Sm2B2O7,2.2450013710834336,0.1957270699892966,Octahedron,1,4e,1,"[6.102044187722388, 2.516129793616048]",0.5,4.309086990669218,A2B2C2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Na-O-Sm,0.0,-3.132956400853227,4.5183,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,B,"N, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.535577993810756
mp-1210390,Na2TmMoPO8,2.5027525001584423,0.1309554798612168,Trigonal prism,1,8f,1,[8.706448974604173],1.0,8.706448974604173,ABCD2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-P-Tm,0.003931181730768,-2.778195619223192,4.2237,5,Orthorhombic,mmm,Ibca,oxide,Na,,Mo,,,,"N, O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.616873619156244
mp-1210392,Na2ZnFe2(PO4)3,3.1027367566932926,-0.1609187604944054,"Hexagonal bipyramid, Cube",2,"2b, 2e",2,"[6.063592347156648, 2.989278896710216]",0.5,4.526435621933432,AB2C2D3E12,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Na-O-P-Zn,0.029664604708332,-2.39488043333436,0.0,5,Monoclinic,2/m,C2/c,phosphate,Na,,"Fe, Zn",,,,"N, O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.632903278869672
mp-1210405,Na4Sr(Ge2O5)3,2.7369287632589474,-0.1481065780357222,"Bicapped octahedron (cap faces with one edge in common), Octahedron",2,"2b, 6h",2,"[3.466880859760056, 0.08588767639497401]",0.0,1.776384268077515,AB4C6D15,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ge-Na-O-Sr,0.006211192756408,-2.25456694117374,2.7036,4,Hexagonal,6/m,P6_3/m,oxide,Na,Sr,,,,Ge,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.4676728425771524
mp-1210416,Na4CaZr2TiSi4(O8F)2,2.4510195835491504,0.067396277294851,"Hexagonal bipyramid, Octahedron",2,"4g, 2f, 2e",3,"[2.90962087419982, 3.539685454753002, 1.5473129080778292]",0.0,2.665539745676884,ABC2D2E4F4G16,2,3,1,"[6.0, 8.0, 8.0]","[4.0, 6.0, 7.0]",7.333333333333333,6.0,8.0,5.666666666666667,4.0,7.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ca-F-Na-O-Si-Ti-Zr,0.0,-3.294318548961685,3.3247,7,Monoclinic,2/m,P2/c,fluoride,Na,Ca,"Ti, Zr",,,Si,"C, N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.624978256477757
mp-1210421,NaCaZrFeSi2O8F,2.485841354229557,0.0297381506006141,Cube,1,4e,1,[3.428679929926664],0.0,3.428679929926664,ABCDEF2G8,1,1,1,[6.0],[4.0],6.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-F-Fe-Na-O-Si-Zr,0.006330881138888,-3.169474875925288,3.7186999999999992,7,Monoclinic,2/m,P2_1/c,fluoride,Na,Ca,"Fe, Zr",,,Si,"C, N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5430822238928386
mp-1210430,Na2ZrFeSi2O8F,2.291272612885448,0.1548451539454019,"Hexagonal bipyramid, Cube",2,4e,1,"[3.351163811282368, 4.110920160707881]",0.0,3.7310419859951245,ABCD2E2F8,2,2,1,"[8.0, 8.0]","[6.0, 7.0]",8.0,8.0,8.0,6.5,6.0,7.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,F-Fe-Na-O-Si-Zr,0.007569150722225,-2.967169726683908,2.8616,6,Monoclinic,2/m,P2_1/c,fluoride,Na,,"Fe, Zr",,,Si,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.659013875510704
mp-1210454,NaAl(SO4)2,2.256908132604912,0.1512088084243997,Pentagonal pyramid,1,4c,1,[4.8485885118138885],0.0,4.8485885118138885,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-Na-O-S,0.027942467708332,-2.277572170323275,5.4247,4,Orthorhombic,mmm,Pnma,sulfate,Na,,,,Al,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.528322951713485
mp-1210464,Na2Nd2B2O7,2.260319023758352,0.2023372090143063,Octahedron,1,4e,1,"[6.041195093647685, 2.410806677740096]",0.5,4.226000885693891,A2B2C2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-Na-Nd-O,0.0,-3.109349281237842,4.421099999999999,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,,B,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.5588109728740407
mp-1210472,Na3La(BO3)2,2.1818213309412373,0.1781090049529193,"Trigonal prism, Pentagonal bipyramid, Tetrahedron",3,4e,1,"[10.195728905414693, 2.785271170213647, 3.622713835027305]",0.333,5.534571303551882,AB2C3D6,3,3,1,"[3.0, 6.0, 7.0]","[3.0, 6.0, 7.0]",5.333333333333333,3.0,7.0,5.333333333333333,3.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-La-Na-O,0.0,-2.814952371455938,3.7247999999999992,4,Monoclinic,2/m,P2_1/c,orthoborate,Na,,,,,B,"N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.495744602854714
mp-1210501,Na2Mn3(PO4)3,1.8962729987327973,0.3699068664115551,"Hexagonal bipyramid, Cube",2,"2b, 2e",2,"[5.712828940827584, 3.707962770127033]",0.5,4.710395855477309,A2B3C3D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mn-Na-O-P,0.0,-2.540863228524013,0.0619,4,Monoclinic,2/m,C2/c,phosphate,Na,,Mn,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6029837705198355
