material_id,chem_formula,R$_0$,B,Ba_chemenv,num_Ba_chemenvs,Ba_wyckoff,num_Ba_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ba_sites,num_CN_env,num_charge_states,BaX_coordn,BaO_coordn,mean_coordn_Ba-X,min_coordn_Ba-X,max_coordn_Ba-X,mean_coordn_Ba-O,min_coordn_Ba-O,max_coordn_Ba-O,mean_Ba_charge,min_Ba_charge,max_Ba_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_BaO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1228709,Ba3Sc3In(CuO4)3,2.3982297132263866,0.3698269264146729,"Tricapped triangular prism (three square-face caps), Cuboctahedron",2,"2e, 4k",2,"[0.07257296163229801, 6.012010309051192]",0.5,3.042291635341745,AB3C3D3E12,2,2,1,"[12.0, 8.0]","[12.0, 8.0]",10.0,8.0,12.0,10.0,8.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",3.000480976734843,GGA,Ba-Cu-In-O-Sc,0.0084128654375,-2.657963933484849,0.527899999999999,5,Orthorhombic,222,I222,oxide,None,Ba,"Sc, Cu",None,In,B,"C, O, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228714,BaIn8Ni2O15,1.6170729514262834,0.9926118149009706,Cuboctahedron,1,2a,1,[0.659259921796952],0.0,0.659259921796952,AB2C8D15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",3.001941924406609,GGA_U,Ba-In-Ni-O,0.019940107211539,-1.92887850878205,1.197999999999999,4,Orthorhombic,mm2,Cmc2_1,oxide,None,Ba,Ni,None,In,B,"N, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1228718,Ba3InIrRuO9,2.9469532390404334,0.016893994631871825,"Anticuboctahedron, Cuboctahedron",2,"2b, 2a",2,"[0.10652486926715, 0.086368916076295, 0.09220760654335301]",0.0,0.09503379729559934,ABCD3E9,2,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.9719619480692803,GGA,Ba-In-Ir-O-Ru,0.0,-2.211254367777778,0.0,5,Hexagonal,6mm,P6_3mc,oxide,None,Ba,"Ru, Ir",None,In,B,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228722,Ba4Sr2Dy2Co4O15,2.8194220489797224,0.09335851466742459,"Square-face bicapped square antiprism, Cuboctahedron",2,2a,1,"[4.117796522440809, 3.7997808177261962, 3.807060927555207, 0.49834937976797705]",0.0,3.0557469118725473,A2B2C4D4E15,2,3,1,"[10.0, 12.0, 9.0]","[10.0, 12.0, 9.0]",10.333333333333334,9.0,12.0,10.333333333333334,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.96895161343518,GGA_U,Ba-Co-Dy-O-Sr,0.002277703518513,-2.5910786769753082,1.351899999999999,5,Monoclinic,m,Cc,oxide,None,"Sr, Ba",Co,None,None,B,"C, O, S",None,None,Dy,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228733,Ba6Mn4Si12Cl3O34,2.505552259555847,0.29752562309319514,"Tricapped octahedron (all 3 cap faces share one atom), Tricapped triangular prism (three square-face caps), Anticuboctahedron, Tricapped octahedron (all 3 cap faces are sharingone edge of a face)",4,"1b, 1a",2,"[3.363262551200148, 4.499310538338301, 5.525260707903387, 5.96426437019238, 3.563793587478495, 3.412368353077894]",0.333,4.388043351365101,A3B4C6D12E34,4,4,1,"[10.0, 6.0, 7.0, 7.0]","[10.0, 6.0, 7.0, 7.0]",7.5,6.0,10.0,7.5,6.0,10.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",3.0481356135237827,GGA_U,Ba-Cl-Mn-O-Si,0.019227158983048002,-3.088287489690241,0.009799999999999,5,Monoclinic,m,Pm,oxide,None,Ba,Mn,None,None,"B, Si","C, O, S",Cl,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228741,Ba5Ce4ZrO15,2.2241339721444255,0.5590023697914496,Diminished icosahedron,1,2i,1,"[6.515067369606579, 6.620924359639815, 6.12489733640087, 6.264775824726776, 6.098159986871422]",1.0,6.324764975449093,AB4C5D15,1,2,1,"[11.0, 7.0]","[11.0, 7.0]",9.0,7.0,11.0,9.0,7.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",3.0094617201341647,GGA,Ba-Ce-O-Zr,0.009851094000008,-3.5898664466,1.8941999999999992,4,Triclinic,-1,P-1,oxide,None,Ba,Zr,None,None,B,"C, O",None,None,Ce,None,"B $\in$ [0.5, 1]",Positive B
mp-1228743,Ba2MnCu(P2O7)2,2.5961923520604793,0.18793552938119756,"Trigonal-face bicapped square antiprism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,1a,1,"[4.112823801006909, 4.113521253885712, 6.959123724169544, 6.961717483644617]",0.5,5.5367965656766955,ABC2D4E14,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.891900140990203,GGA_U,Ba-Cu-Mn-O-P,0.0066908504545450005,-2.775747880522838,0.0,5,Triclinic,1,P1,oxide,None,Ba,"Mn, Cu",None,None,B,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228744,Ba3V4(PO4)6,2.2953319066771085,0.4352559030171205,no_data,1,no_data,1,no_data,0.0,no_data,A3B4C6D24,3,3,1,"[11.0, 13.0, 9.0]","[11.0, 13.0, 9.0]",11.0,9.0,13.0,11.0,9.0,13.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",3.050880188219587,GGA_U,Ba-O-P-V,0.0,-2.928511188455598,2.037899999999999,4,Monoclinic,2,P2_1,phosphate,None,Ba,V,None,None,B,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228747,Ba6La2Co4O15,2.2119801835545387,0.47603246111982045,"Square-face bicapped trigonal prism, Square-face bicapped square antiprism, Octahedron, Cuboctahedron",4,2a,1,"[1.3513237625553192, 0.45162819019563505, 2.015777068480549, 4.034963042544318, 3.820013705547127, 3.998250196482024]",0.0,2.6119926609674953,A2B4C6D15,4,4,1,"[10.0, 12.0, 6.0, 8.0]","[10.0, 12.0, 6.0, 8.0]",9.0,6.0,12.0,9.0,6.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.95680320320119,GGA_U,Ba-Co-La-O,0.0033442181172950005,-2.5408317990740743,1.478199999999999,4,Monoclinic,m,Cc,oxide,None,Ba,Co,None,None,B,"C, O",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228751,Ba6Pr2Co4O15,2.2052305359254483,0.48022465452238483,"Square-face bicapped trigonal prism, Octahedron, Square-face bicapped square antiprism, Cuboctahedron",4,1a,1,"[0.496943951017683, 0.527750857559631, 4.281273495719986, 3.98010408441868, 3.860095832393342, 3.964539735073078, 4.055595220153192, 3.892702222536033, 2.0594367617147302, 2.063571065536561, 1.526138241601506, 1.475237392166958]",0.0,2.681949071657615,A2B4C6D15,4,5,1,"[10.0, 12.0, 6.0, 8.0, 9.0]","[10.0, 12.0, 6.0, 8.0, 9.0]",9.0,6.0,12.0,9.0,6.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.957014317537518,GGA_U,Ba-Co-O-Pr,0.001901466003092,-2.5111173888271603,1.4233,4,Triclinic,1,P1,oxide,None,Ba,Co,None,None,B,"C, O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228754,Ba2La3Ti3NbO15,2.6420329815410257,0.1917306077424986,Anticuboctahedron,1,"2b, 2c",2,"[1.131650697775677, 1.256718091605511]",0.0,1.194184394690594,AB2C3D3E15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.9842729175644145,GGA,Ba-La-Nb-O-Ti,0.02421279885416,-3.605261031041667,2.7971,5,Trigonal,3m,P3c1,oxide,None,Ba,"Ti, Nb",None,None,B,"N, O",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228760,Ba6Ca6Cu9Hg3O25,3.0092814331335846,-0.10894387146622217,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps)",2,2i,1,"[1.909305406815287, 1.9092291908308052, 1.878572313623255]",0.0,1.8990356370897825,A3B6C6D9E25,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.8538918548062564,GGA,Ba-Ca-Cu-Hg-O,0.032186673945576005,-2.021393518214285,0.0,5,Monoclinic,2/m,C2/m,oxide,None,"Ca, Ba","Cu, Hg",None,None,B,"H, C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1228761,Ba4Li(IrO4)3,2.7936285612296614,0.08403392518630386,"Anticuboctahedron, Cuboctahedron",2,2i,1,"[0.15386758997882402, 0.16984465918605401, 0.150685906411125, 0.10414832754518101, 0.099250701889877, 0.15342687078143902]",0.0,0.13853734263208337,AB3C4D12,2,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.9491236067632016,GGA,Ba-Ir-Li-O,0.012559340322924,-2.133436687000001,0.0,4,Monoclinic,2/m,C2/m,oxide,Li,Ba,Ir,None,None,B,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228768,Ba2Sr3Nb10O30,2.69379014281587,0.22836488508245348,"Diminished icosahedron, Anticuboctahedron",2,1a,1,"[8.017382374610486, 10.792437559695063]",1.0,9.404909967152776,A2B3C10D30,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.939630744666065,GGA,Ba-Nb-O-Sr,0.036335929333322005,-3.192735269333333,2.2048,4,Triclinic,1,P1,oxide,None,"Sr, Ba",Nb,None,None,B,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228775,Ba3WO6,2.08955826810688,0.5814302593630486,"Bicapped octahedron (cap faces with one atom in common), Octahedron, Bicapped square prism (opposite faces), Bicapped square prism (adjacent faces)",4,1a,1,"[9.64404727705395, 6.650953105766401, 8.992763914601802, 7.388798908588505, 1.463050054268662, 1.818228294234581]",0.667,5.992973592418983,AB3C6,4,4,1,"[6.0, 7.0, 8.0, 9.0]","[6.0, 7.0, 8.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.834755372160151,GGA_U,Ba-O-W,0.0,-2.865173970999999,3.151399999999999,3,Triclinic,1,P1,oxide,None,Ba,W,None,None,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1228782,BaMn8O16,2.8404660160076096,0.022014707580310565,Bicapped square prism (opposite faces),1,2f,1,[0.992222335812428],0.0,0.992222335812428,AB8C16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.871562560231623,r2SCAN,Ba-Mn-O,0.0,-2.038069592537961,0.772899999999999,3,Monoclinic,2/m,P2/c,oxide,None,Ba,Mn,None,None,B,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228789,Ba6Y3Co3(Cu3O11)2,3.0407291453586747,-0.060414914349098556,"Diminished icosahedron, Bicapped square prism (adjacent faces)",2,2i,1,"[5.954497298473807, 2.184697766560111, 5.9891501309725355]",0.667,4.709448398668818,A3B3C6D6E22,2,2,1,"[10.0, 11.0]","[10.0, 11.0]",10.5,10.0,11.0,10.5,10.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9045077234232686,GGA_U,Ba-Co-Cu-O-Y,0.04702336995487601,-2.19577363675,0.0,5,Triclinic,-1,P-1,oxide,None,Ba,"Co, Cu, Y",None,None,B,"C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228796,Ba3GdIrRuO9,3.553365285840532,-0.2930363693054857,"Anticuboctahedron, Cuboctahedron",2,"2b, 2a",2,"[0.21158519720180402, 0.213415312523508, 0.13903238908218002]",0.0,0.18801096626916403,ABCD3E9,2,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",3.0162894351667466,GGA,Ba-Gd-Ir-O-Ru,0.0,-2.559445923333334,0.0,5,Hexagonal,6mm,P6_3mc,oxide,None,Ba,"Ru, Ir",None,None,B,O,I,None,Gd,None,"B $\in$ [-1, -0.1]",Negative B
mp-1228797,Ba12MnRu5(ClO6)4,2.7568952313560686,0.06826666044463732,"Square-face capped trigonal prism, Anticuboctahedron, Bicapped square prism (adjacent faces)",3,2d,1,"[8.285500537060713, 8.270305725642812, 4.178331858615603, 4.122207336100639, 0.281208950371717, 0.138983742356478]",0.333,4.212756358357994,AB4C5D12E24,3,3,1,"[3.0, 12.0, 9.0]","[3.0, 12.0, 9.0]",8.0,3.0,12.0,8.0,3.0,12.0,2.0,2.0,2.0,1.6666666666666667,1,2,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.9059699850982645,GGA_U,Ba-Cl-Mn-O-Ru,0.000764359257225,-2.471794477998502,0.0043,5,Trigonal,-3m,P-3m1,hypochlorite,None,Ba,"Mn, Ru",None,None,B,"C, O",Cl,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228826,Ba3Fe2(Ge2O7)2,2.4442913725996873,0.25820187594438715,Square antiprism,1,"2c, 1a",2,"[2.809819422948454, 2.216360610152631]",0.0,2.5130900165505423,A2B3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.8279910236341905,GGA_U,Ba-Fe-Ge-O,0.006079688888907001,-2.405612431304347,0.39679999999999904,4,Monoclinic,2,C2,oxide,None,Ba,Fe,None,None,"B, Ge",O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228865,Ba10Ce(Bi3O10)3,2.417373127065658,0.4255180188645342,Diminished icosahedron,1,2i,1,"[6.369369971376561, 6.342661404588758, 6.339717769390865, 6.340163635941052, 6.363784494258729]",1.0,6.351139455111193,AB9C10D30,1,2,1,"[11.0, 7.0]","[11.0, 7.0]",9.0,7.0,11.0,9.0,7.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",3.0562198919343406,GGA,Ba-Bi-Ce-O,0.0,-2.3700704958,0.0,4,Triclinic,-1,P-1,oxide,None,Ba,None,None,Bi,B,"C, O",None,None,Ce,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228874,Ba10Nb3Bi7O30,2.70287871239758,0.20940654690668525,"Diminished icosahedron, Square-face bicapped square antiprism, Cuboctahedron",3,2i,1,"[1.26976688600168, 1.258944273407618, 6.097257337797211, 5.9619152248688785, 6.2143887457121]",0.6,4.160454493557497,A3B7C10D30,3,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.9937644008671236,r2SCAN,Ba-Bi-Nb-O,0.0025065420250000004,-2.5943256522,0.8441000000000001,4,Triclinic,-1,P-1,oxide,None,Ba,Nb,None,Bi,B,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228877,Ba(GaO2)2,2.762320632604571,0.15360604506613754,"Square-face bicapped trigonal prism, Tridiminished icosahedron",2,"6c, 2a",2,"[7.288135712162237, 1.30763711836329]",0.5,4.297886415262764,AB2C4,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.9209389247442767,GGA,Ba-Ga-O,0.0,-2.613066890000001,3.022,3,Hexagonal,6,P6_3,oxide,None,Ba,None,None,Ga,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228879,Ba10Ge7O3,2.6484433400938707,0.015398125057454887,"Trigonal bipyramid, Trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Hexagonal prism",4,"3j, 1c, 3k",3,"[5.390225812219821, 7.368898919652096, 2.111496699279883, 9.730093168307969]",0.75,6.150178649864943,A3B7C10,4,4,1,"[0, 2.0, 2.0, 0]","[0, 2.0, 2.0, 0]",1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.5,1,2,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.659170018081572,GGA,Ba-Ge-O,0.045322459999996005,-1.219128421,0.0,3,Hexagonal,-6m2,P-6m2,oxide,None,Ba,None,None,None,"B, Ge",O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228883,Ba2Pb(SO4)3,2.5466543302423768,0.2153711323297359,"Anticuboctahedron, Bicapped square prism (adjacent faces)",2,"1b, 1a",2,"[6.120738216393568, 6.119609806580964, 6.171154077215745, 6.07141805010709, 6.06609586038527, 8.265840858056427, 8.29033560153262, 6.173466714336614]",1.0,6.659832398076038,AB2C3D12,2,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.907782647226862,GGA,Ba-O-Pb-S,0.004253870277779,-2.437206358333332,4.2698,4,Monoclinic,m,Pm,sulfate,None,Ba,None,None,Pb,B,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228902,Ba6Pr2Y(CuO2)12,2.5599902348081933,0.2271596973245198,Bicapped square prism (adjacent faces),1,"4j, 2h",2,"[2.120780940186725, 2.11699171126252]",0.0,2.118886325724622,AB2C6D12E24,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.9192825737750336,GGA,Ba-Cu-O-Pr-Y,0.015265163111110001,-2.017598062740741,0.0,5,Monoclinic,2/m,C2/m,oxide,None,Ba,"Cu, Y",None,None,B,"C, O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228903,Ba10Y5Cu15O34,2.890228328333997,0.007295630840199431,"Bicapped square prism (adjacent faces), Tricapped triangular prism (three square-face caps)",2,2i,1,"[1.912924831094434, 5.46631938258293, 1.995877509994304, 1.995478126844946, 5.469815349499372]",0.4,3.368083040003197,A5B10C15D34,2,2,1,"[9.0, 10.0]","[9.0, 10.0]",9.5,9.0,10.0,9.5,9.0,10.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.900206588747676,GGA,Ba-Cu-O-Y,0.028674605833336003,-2.187772456875,0.0,4,Triclinic,-1,P-1,oxide,None,Ba,"Cu, Y",None,None,B,"C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228911,Ba10Ru3W(Cl2O9)2,2.7102456777774315,0.08096864012330193,"Tetrahedron, Square-face capped trigonal prism, Anticuboctahedron, Bicapped square prism (adjacent faces)",4,"1b, 1c",2,"[8.528805213591992, 8.345714878536281, 8.329029259272765, 8.22096999569134, 0.180834693574905, 0.20396166855364803, 4.133872329419296, 11.659107729563436, 4.232175736013088, 4.224490094137423]",0.5,5.8058961598354175,AB3C4D10E18,4,3,1,"[3.0, 12.0, 9.0]","[3.0, 12.0, 9.0]",8.0,3.0,12.0,8.0,3.0,12.0,2.0,2.0,2.0,1.6666666666666667,1,2,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.879950491427392,GGA_U,Ba-Cl-O-Ru-W,0.017132229768509002,-2.5933795675,0.060599999999999,5,Trigonal,3m,P3m1,oxide,None,Ba,"Ru, W",None,None,B,"C, O",Cl,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228932,Ba11(Bi3O10)3,2.366339481413426,0.4404248971944387,"Square-face monocapped antiprism, Octahedron, Square-face bicapped square antiprism, Tridiminished icosahedron",4,"2i, 1c",2,"[5.802883582035545, 6.1435312794929, 5.710971301722168, 5.522023600068552, 6.444289283695917, 0.21194382611158102]",0.833,4.972607145521111,A9B11C30,4,4,1,"[10.0, 6.0, 8.0, 9.0]","[10.0, 6.0, 8.0, 9.0]",8.25,6.0,10.0,8.25,6.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.987980728804468,GGA,Ba-Bi-O,0.00034412311999900005,-2.2631415642,0.0,3,Triclinic,-1,P-1,oxide,None,Ba,None,None,Bi,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228934,Ba10Pr5Nb4SnO30,2.472219730160611,0.365301381890176,Cuboctahedron,1,2i,1,"[1.133509176978751, 1.078936905256474, 1.089967510690407, 1.100231754316971, 1.095085544882502]",0.0,1.099546178425021,AB4C5D10E30,1,2,1,"[11.0, 12.0]","[11.0, 12.0]",11.5,11.0,12.0,11.5,11.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",3.0866087452082183,GGA,Ba-Nb-O-Pr-Sn,0.013912234175028002,-3.2421027794666673,0.0,5,Triclinic,-1,P-1,oxide,None,Ba,Nb,None,Sn,B,"N, O, P, S",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1228958,Ba8PrY3(Cu3O7)4,2.9860019751890263,-0.0337886383008345,Bicapped square prism (adjacent faces),1,2t,1,"[2.05746576271101, 2.067010420916169, 2.063824517483637, 1.987080599841011]",0.0,2.0438453252379567,AB3C8D12E28,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.8863138556732206,GGA,Ba-Cu-O-Pr-Y,0.032997645544875005,-2.167776246955128,0.0,5,Orthorhombic,mmm,Pmmm,oxide,None,Ba,"Cu, Y",None,None,B,"C, O, P",None,None,Pr,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1228969,Ba16Ca2HC12N25O4,2.1575872180461184,0.5477543768469625,Square-face capped trigonal prism,1,"6f, 2c",2,"[3.606383416090315, 3.524165596725997, 2.3742390969880143, 2.351873326322296]",0.0,2.964165359031656,AB2C4D12E16F25,1,2,1,"[1.0, 1.0]","[1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.5,2,3,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.557524278517724,GGA,Ba-C-Ca-H-N-O,0.018711946090278,-1.208216365770834,1.9597,6,Trigonal,-3,R-3,oxide,None,"Ca, Ba",None,None,None,B,"H, C, N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1228979,Ba10Ti8NbNiO30,2.908396081254657,-0.01981113916303038,Cuboctahedron,1,"2d, 4g",2,"[0.046799371973656, 0.066447267873726, 0.048571856415450004]",0.0,0.05393949875427734,ABC8D10E30,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.8795561788313324,GGA_U,Ba-Nb-Ni-O-Ti,0.012752655224996001,-3.323934518933334,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,"Ti, Ni, Nb",None,None,B,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1229001,Ba8Sr2Sm5(Cu3O7)5,3.2482995508730346,-0.20521098112388714,Bicapped square prism (adjacent faces),1,1d,1,"[1.919246867279163, 1.985846341430201, 1.9891975700386841, 1.996017402022459, 1.92269512077839, 1.994828457040793, 1.9912411324656092, 1.987048122650457]",0.0,1.9732651267132195,A2B5C8D15E35,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.8835689204856907,GGA,Ba-Cu-O-Sm-Sr,0.033691139666659,-2.173131123076923,0.0,5,Orthorhombic,mm2,Pmm2,oxide,None,"Sr, Ba",Cu,None,None,B,"C, O, S",None,None,Sm,None,"B $\in$ [-1, -0.1]",Negative B
mp-1229035,Ba2Ce2Ti2Fe(Si4O13)2,2.8565048064109444,0.05734163910298466,Pentagonal antiprism,1,2c,1,[3.798934963365292],0.0,3.798934963365292,AB2C2D2E8F26,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.9497297150638087,GGA_U,Ba-Ce-Fe-O-Si-Ti,0.025105135447153003,-3.340461791382114,0.21900000000000003,6,Monoclinic,2,C2,oxide,None,Ba,"Ti, Fe",None,None,"B, Si","C, O, S",F,None,Ce,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
