material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Sb_wyckoff,num_Sb_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1044552,Al4Co13Si2(SbO14)2,1.9788488340686812,0.2852065352646421,[6.0],5.0,5.0,5.0,Octahedron,2g,1,6.0,Sb,0.0,True,19.0,6.0,2.0147361709689013,2.0604825373681375,2.0315739645783224,0.020533879195119516,0.04574636639923613,39.4787831217397,17.524809448050387,12.674763352027854,75.93455154795643,6.0,1.0,1,Octahedron
mp-1044552,Al4Co13Si2(SbO14)2,1.9788488340686812,0.2852065352646421,[6.0],5.0,5.0,5.0,Octahedron,2g,1,6.0,Sb,0.0,True,20.0,6.0,2.014736170968899,2.060482537368139,2.0315739645783224,0.020533879195120088,0.04574636639923968,39.4787831217397,17.524809448050387,12.674763352027826,75.93455154795643,6.0,1.0,2,Octahedron
mp-1044564,Al4Si2Ni13(SbO14)2,1.9718423276238792,0.3396600416043303,[6.0],5.0,5.0,5.0,Octahedron,2g,1,6.0,Sb,0.0,True,19.0,6.0,2.015127195567869,2.069164479754412,2.034632680372116,0.024486045249122606,0.054037284186542855,39.1426312105924,17.606085126620968,12.481123639167638,75.51626603045999,6.0,1.0,1,Octahedron
mp-1044564,Al4Si2Ni13(SbO14)2,1.9718423276238792,0.3396600416043303,[6.0],5.0,5.0,5.0,Octahedron,2g,1,6.0,Sb,0.0,True,20.0,6.0,2.0151271955678696,2.069164479754413,2.0346326803721166,0.024486045249123126,0.0540372841865433,39.142631210592384,17.606085126620968,12.481123639167638,75.51626603045996,6.0,1.0,2,Octahedron
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,3.0,Sb,0.0,True,,,,,,,,,,,,,,0,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,4.0,5.0,1.978302107099557,2.7147415021334864,2.2746915535347205,0.26157975353560947,0.7364393950339294,90.73164421801282,33.340476637695375,38.92015149732285,160.27620230638692,5.0,1.0,1,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,5.0,5.0,1.978302107099555,2.714741502133487,2.274691553534721,0.26157975353560975,0.7364393950339319,90.73164421801283,33.34047663769538,38.92015149732284,160.27620230638692,5.0,1.0,2,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,6.0,5.0,1.9783021070995561,2.7147415021334838,2.2746915535347205,0.26157975353560886,0.7364393950339276,101.5368175852571,31.315376681469544,58.25073554109584,160.27620230638686,5.0,1.0,3,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,7.0,5.0,1.9783021070995557,2.714741502133486,2.2746915535347205,0.26157975353560986,0.7364393950339303,101.53681758525711,31.315376681469544,58.25073554109584,160.2762023063869,5.0,1.0,4,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,8.0,5.0,1.9754461164411796,3.0053871719460696,2.384472607364118,0.4622981735892163,1.02994105550489,87.15709704376238,28.640436016148186,44.66823964036717,143.05944671058583,5.0,1.0,5,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,9.0,5.0,1.97544611644118,3.0053871719460696,2.384472607364117,0.46229817358921554,1.0299410555048896,54.985085996702615,26.65111479674946,18.344832798572412,90.4034757735288,5.0,1.0,6,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,10.0,5.0,1.9754461164411814,3.0053871719460696,2.384472607364117,0.46229817358921554,1.0299410555048882,63.60226420972648,28.214522713976354,18.344832798572412,108.30744549879608,5.0,1.0,7,"Square pyramid, Triangular non-coplanar"
mp-1044935,ZnSb2P2O9,1.9784937865153025,0.5676322755872837,"[3.0, 5.0]",3.0,3.0,3.0,"Square pyramid, Triangular non-coplanar",4a,2,5.0,Sb,0.0,True,11.0,5.0,1.97544611644118,3.0053871719460687,2.384472607364117,0.46229817358921543,1.0299410555048887,95.76582083412518,32.99324364142894,44.668239640367155,156.34652751948755,5.0,1.0,8,"Square pyramid, Triangular non-coplanar"
mp-1045606,Sb(PO3)4,2.115940617689083,0.1401286214922704,[6.0],5.0,5.0,5.0,Octahedron,"1b, 1c",1,6.0,Sb,0.0,True,0.0,6.0,2.2486157508061897,2.338750113799041,2.2937624023613434,0.036797371233122995,0.09013436299285127,53.98168946164223,20.029936608931376,26.838237859214594,90.87788248283897,6.0,1.0,1,Octahedron
mp-1045606,Sb(PO3)4,2.115940617689083,0.1401286214922704,[6.0],5.0,5.0,5.0,Octahedron,"1b, 1c",1,6.0,Sb,0.0,True,1.0,6.0,1.9959286724157173,2.005392965335608,1.9994843880733273,0.004206754760019201,0.009464292919890704,61.569064099887854,26.97902097614674,16.669853920087107,105.56854747403293,6.0,1.0,2,Octahedron
mp-10543,K3SbO4,1.8758469693958673,0.9262733976826968,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,6.0,6.0,1.956437540112731,2.092244173174855,2.0437596916563625,0.06187155434529252,0.13580663306212393,73.38602173106307,28.092390833522792,28.01459772074039,119.69795233759586,6.0,1.0,1,Octahedron
mp-10543,K3SbO4,1.8758469693958673,0.9262733976826968,[6.0],5.0,5.0,5.0,Octahedron,2f,1,6.0,Sb,0.0,True,7.0,6.0,1.9564375401127316,2.0922441731748544,2.043759691656362,0.06187155434529212,0.13580663306212282,73.38602173106305,28.09239083352279,28.014597720740365,119.69795233759586,6.0,1.0,2,Octahedron
mp-1078392,YSb(PbO3)2,1.9994552573993536,0.0866936718267074,[6.0],5.0,5.0,5.0,Octahedron,1d,1,6.0,Sb,0.0,True,1.0,6.0,2.0069974014340946,2.0197090360544308,2.0154718245143184,0.005992322026670012,0.012711634620336199,107.9999998390109,36.01063227705629,88.87911643529205,180.0,6.0,1.0,1,Octahedron
mp-1079670,TmSb(PbO3)2,2.006384344207002,0.058557803327141,[6.0],5.0,5.0,5.0,Octahedron,1d,1,6.0,Sb,0.0,True,1.0,6.0,2.011482039375344,2.0200627683263184,2.0172025251919,0.004044994312567827,0.008580728950974503,77.91287932366777,42.20329797989592,3.6406891282031504,140.39346844906655,6.0,1.0,1,Octahedron
mp-1100902,VSbO4,1.9284832022045024,0.5005790020600275,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,4.0,6.0,1.971460751533536,2.045387316289396,2.020764266172742,0.03463355461609657,0.07392656475585979,99.52247060368309,38.1223600752985,38.317973640490116,179.97957614170156,6.0,1.0,1,Octahedron
mp-1100902,VSbO4,1.9284832022045024,0.5005790020600275,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,5.0,6.0,1.9722580229569504,2.0458094783849763,2.021164290236706,0.03447855577907398,0.07355145542802588,99.523320348209,38.1215618517829,38.31855242216698,179.98082745942125,6.0,1.0,2,Octahedron
mp-1100902,VSbO4,1.9284832022045024,0.5005790020600275,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,6.0,6.0,1.9716243437969905,2.045750984870269,2.0207593009119695,0.03465864167589633,0.07412664107327838,49.9315431028059,21.72009775992499,17.23717652684532,89.99527976588472,6.0,1.0,3,Octahedron
mp-1100902,VSbO4,1.9284832022045024,0.5005790020600275,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,7.0,6.0,1.9721632230783122,2.0459518111163,2.0211416303847702,0.034592963780645816,0.07378858803798782,49.93578658101413,21.72404512561077,17.229113691189564,90.00944090800856,6.0,1.0,4,Octahedron
mp-1101682,Na5SbO5,1.763418903330378,1.6052128261157044,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True,5.0,6.0,1.9752358377251793,2.194066671704413,2.058887223667215,0.09648174045719307,0.21883083397923353,25.042575874191073,16.204550099383237,0.0,55.1519262789155,6.0,1.0,1,Octahedron
mp-1105367,KB2SbO6,1.9570899171206837,0.2521971856323672,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,6.0,6.0,1.979511928610461,2.0323350189810854,2.002710552516211,0.018058733470037527,0.05282309037062438,42.98256959923186,19.556048248575127,13.375871150084365,82.53350990875776,6.0,1.0,1,Octahedron
mp-1105367,KB2SbO6,1.9570899171206837,0.2521971856323672,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,7.0,6.0,1.979513806052478,2.03232942414964,2.0027084344041257,0.018056303239882686,0.052815618097162176,97.81406583953503,36.502164633415646,38.85609536212571,173.44445922381627,6.0,1.0,2,Octahedron
mp-1105409,YSb(PbO3)2,2.0138859028856384,0.0430687218339748,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,2.0,6.0,2.0142850682977813,2.0269619576469107,2.0218850889030784,0.005474218506144559,0.012676889349129361,43.19451039353103,23.32964790963003,13.300402578861153,91.62035418353737,6.0,1.0,1,Octahedron
mp-1105409,YSb(PbO3)2,2.0138859028856384,0.0430687218339748,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,3.0,6.0,2.0142850682977813,2.0269619576469102,2.021885088903078,0.005474218506144456,0.012676889349128917,61.74960222013297,27.41841883991232,26.06527283418577,105.11401571376037,6.0,1.0,2,Octahedron
mp-1105510,Mn2CrSbO6,2.0846053391488306,-0.3746471450398794,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,6.0,6.0,2.0070480902488823,2.032848093456648,2.015876038202284,0.012002143555771675,0.025800003207765876,60.610570115954225,27.129796099713623,13.56150876653814,102.62723798700871,6.0,1.0,1,Octahedron
mp-1105510,Mn2CrSbO6,2.0846053391488306,-0.3746471450398794,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,7.0,6.0,2.0066039581714485,2.0338406909436975,2.0158096677225132,0.01270441043448657,0.027236732772248917,50.589215109237735,20.29524182692687,18.989119618062627,87.8845901057607,6.0,1.0,2,Octahedron
mp-1176842,Li8Mn7Sb(PO4)12,1.8773870724395532,0.6112818743355561,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True,15.0,6.0,1.9412440851784174,2.0338322274389204,1.9891261657981403,0.029875461130360718,0.09258814226050305,105.79010385509808,31.974522529421144,78.21928814193257,170.4624409696748,6.0,1.0,1,Octahedron
mp-1177363,Li4Mn3Sn3(SbO8)2,1.9389346054327832,0.7412888028526956,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True,10.0,6.0,1.9615534542915205,2.1883616678007867,2.069262481703994,0.07070915052136174,0.22680821350926617,105.01352120514933,31.381489727163064,78.93205528616897,167.65977794644746,6.0,1.0,1,Octahedron
mp-1177363,Li4Mn3Sn3(SbO8)2,1.9389346054327832,0.7412888028526956,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Sb,0.0,True,11.0,6.0,1.9733506769348996,2.270199551981663,2.078475812930043,0.0919404261104315,0.29684887504676327,53.26424123474238,22.05685825630701,19.569023556597855,88.50243057698354,6.0,1.0,2,Octahedron
mp-1177866,Li2SbPCO7,2.127405072461123,0.1517675363500119,[5.0],3.0,3.0,3.0,Square pyramid,2e,1,5.0,Sb,0.0,True,,,,,,,,,,,,,,0,Square pyramid
mp-1178209,FeSbO4,1.964020315776878,0.2096303629730785,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Sb,0.0,True,2.0,6.0,1.9822133843615437,2.0130381129520156,2.002751125620844,0.014520621267145994,0.030824728590471917,105.47835881384218,31.017642094136857,78.11038211906444,179.99420150251427,6.0,1.0,1,Octahedron
mp-1178209,FeSbO4,1.964020315776878,0.2096303629730785,[6.0],5.0,5.0,5.0,Octahedron,2d,1,6.0,Sb,0.0,True,3.0,6.0,1.9822133921586516,2.0130593375127948,2.0027504864514833,0.014520191068342696,0.0308459453541432,56.18599988907556,30.31475967596112,7.873675129398885,109.58068502037106,6.0,1.0,2,Octahedron
mp-1189102,Sr2LaSbO6,2.050935169441668,-0.0680467496624861,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,6.0,6.0,2.0307307800656074,2.0430853772290574,2.0384925224535233,0.005519082308542948,0.012354597163449998,45.44807156858192,26.127172684892898,7.407022300448946,88.52311779562078,6.0,1.0,1,Octahedron
mp-1189102,Sr2LaSbO6,2.050935169441668,-0.0680467496624861,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,7.0,6.0,2.0307307800656065,2.043085377229057,2.0384925224535224,0.005519082308542929,0.012354597163450443,65.67923673248036,35.06641182553236,17.633260752882194,116.18783561695291,6.0,1.0,2,Octahedron
mp-1189105,Mn2FeSbO6,2.055993557278634,-0.2231997318899444,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,6.0,6.0,2.009343190119159,2.025564392436954,2.015177397093282,0.007363321832440351,0.016221202317795225,46.611720226965886,24.26259589598523,13.568018378687048,99.54399270082818,6.0,1.0,1,Octahedron
mp-1189105,Mn2FeSbO6,2.055993557278634,-0.2231997318899444,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,7.0,6.0,2.009343190119159,2.025564392436954,2.015177397093282,0.00736332183244034,0.016221202317795225,32.25562178298042,13.662520209779077,6.149116064575221,51.83402476697291,6.0,1.0,2,Octahedron
mp-1189528,Ca2ScSbO6,2.0122014966154476,-0.0072545720168985,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,6.0,6.0,2.008783285653808,2.012636240433377,2.0108751433092356,0.0015902551221199095,0.003852954779568929,45.541243898547194,27.307224924476685,8.75004223417596,89.74127609144746,6.0,1.0,1,Octahedron
mp-1189528,Ca2ScSbO6,2.0122014966154476,-0.0072545720168985,[6.0],5.0,5.0,5.0,Octahedron,2c,1,6.0,Sb,0.0,True,7.0,6.0,2.0087832856538075,2.012636240433377,2.0108751433092356,0.001590255122120053,0.003852954779569373,37.85657478462288,22.47320737440725,7.383443723568732,89.29395919208656,6.0,1.0,2,Octahedron
mp-1189906,Ca2CrSbO6,1.969104746340708,0.078859930708319,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,12.0,6.0,1.9794080705083885,1.9863293113818867,1.9834535157941353,0.002790840209243113,0.006921240873498213,55.087479200412425,24.66166441113375,10.198800021909982,89.27712719620482,6.0,1.0,1,Octahedron
mp-1189906,Ca2CrSbO6,1.969104746340708,0.078859930708319,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,13.0,6.0,1.9792195640883379,1.9863613135648752,1.9834548937000902,0.0028104750307877996,0.00714174947653734,59.784146792385435,25.085613843601884,20.753532486853892,97.63954436403172,6.0,1.0,2,Octahedron
mp-1189906,Ca2CrSbO6,1.969104746340708,0.078859930708319,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,14.0,6.0,1.9794031327316162,1.9863190417364374,1.9834621183348033,0.0027953499160139512,0.006915909004821197,61.06591142806154,28.080911994293217,15.498075912161772,106.09548954709095,6.0,1.0,3,Octahedron
mp-1189906,Ca2CrSbO6,1.969104746340708,0.078859930708319,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Sb,0.0,True,15.0,6.0,1.9792159431754341,1.9863498038914986,1.9834493799113921,0.002808150751949647,0.007133860716064477,61.065750682884136,28.080878518661386,15.498331946575625,106.09617601467765,6.0,1.0,4,Octahedron
mp-1190199,CuSb6(SO8)2,2.3128513988619988,-0.5239055203776128,[4.0],3.0,3.0,3.0,"Square pyramid, See-saw",2i,2,4.0,Sb,0.0,True,,,,,,,,,,,,,,0,"Square pyramid, See-saw"
mp-1190427,LaSbO4,1.883665170777317,0.6780300775609632,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True,4.0,6.0,1.9329536840410875,2.050390515401211,1.9929490681553446,0.04171348517576564,0.11743683136012373,73.05158103117256,32.55636777225444,18.258992170139184,118.9748807059998,6.0,1.0,1,Octahedron
mp-1190427,LaSbO4,1.883665170777317,0.6780300775609632,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True,5.0,6.0,1.9329536840410888,2.050390515401212,1.9929490681553441,0.04171348517576552,0.11743683136012328,83.24314637835492,38.83070728662475,36.30887347466289,175.57362889745366,6.0,1.0,2,Octahedron
mp-1190427,LaSbO4,1.883665170777317,0.6780300775609632,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True,6.0,6.0,1.93295368404109,2.0503905154012116,1.9929490681553441,0.041713485175764654,0.11743683136012173,73.05158103117256,32.55636777225443,18.258992170139184,118.97488070599977,6.0,1.0,3,Octahedron
mp-1190427,LaSbO4,1.883665170777317,0.6780300775609632,[6.0],5.0,5.0,5.0,Octahedron,4e,1,6.0,Sb,0.0,True,7.0,6.0,1.9329536840410884,2.050390515401211,1.9929490681553437,0.04171348517576476,0.11743683136012284,83.24314637835492,38.83070728662475,36.30887347466285,175.57362889745366,6.0,1.0,4,Octahedron
mp-1190600,La3SbO7,1.9637042530859372,0.1961674221339984,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Sb,0.0,True,12.0,6.0,1.9873189281566441,2.0236132731333547,2.0001158009169075,0.016552631746849858,0.03629434497671058,59.85600262756615,35.08709118396813,11.959267860673968,96.95247338913173,6.0,1.0,1,Octahedron
mp-1190600,La3SbO7,1.9637042530859372,0.1961674221339984,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Sb,0.0,True,13.0,6.0,1.9873189281566435,2.0236132731333556,2.000115800916907,0.016552631746850302,0.036294344976712134,59.856002627566106,35.08709118396812,11.959267860673968,96.9524733891317,6.0,1.0,2,Octahedron
mp-1190600,La3SbO7,1.9637042530859372,0.1961674221339984,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Sb,0.0,True,14.0,6.0,1.987318928156644,2.0236132731333543,2.000115800916907,0.016552631746849858,0.03629434497671036,107.95228116856639,36.03514599838349,85.89254343377799,179.89969337354415,6.0,1.0,3,Octahedron
mp-1190600,La3SbO7,1.9637042530859372,0.1961674221339984,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Sb,0.0,True,15.0,6.0,1.9873189281566435,2.0236132731333547,2.000115800916907,0.01655263174685008,0.036294344976711246,107.95228116856696,36.03514599838462,85.89254343377799,179.89969337355143,6.0,1.0,4,Octahedron
mp-1191110,La3Mn2Sb3O14,1.9336544915680791,0.4721507834077523,[6.0],5.0,5.0,5.0,Octahedron,6d,1,6.0,Sb,0.0,True,10.0,6.0,1.9720608496136478,2.0455291229139037,2.0210317009546066,0.03454544127381505,0.07346827330025585,99.64000707594512,39.67564152841164,29.382963075447453,179.99891924092518,6.0,1.0,1,Octahedron
mp-1191110,La3Mn2Sb3O14,1.9336544915680791,0.4721507834077523,[6.0],5.0,5.0,5.0,Octahedron,6d,1,6.0,Sb,0.0,True,11.0,6.0,1.9720486917796132,2.045515130818206,2.021025028377761,0.03453216740488836,0.07346643903859285,99.64046489788444,39.67599305705597,29.383137489896402,179.9991625524967,6.0,1.0,2,Octahedron
mp-1191110,La3Mn2Sb3O14,1.9336544915680791,0.4721507834077523,[6.0],5.0,5.0,5.0,Octahedron,6d,1,6.0,Sb,0.0,True,12.0,6.0,1.972056500334948,2.045555009382895,2.0210277747293524,0.034538234041073944,0.07349850904794719,99.6401298775749,39.67543748489301,29.38354311294165,179.99713036986626,6.0,1.0,3,Octahedron
mp-1191110,La3Mn2Sb3O14,1.9336544915680791,0.4721507834077523,[6.0],5.0,5.0,5.0,Octahedron,6d,1,6.0,Sb,0.0,True,13.0,6.0,1.9720896293942944,2.045532185197132,2.021049097257987,0.03452557347065301,0.07344255580283754,99.64035618973,39.67538024239083,29.382977690863218,179.996907194154,6.0,1.0,4,Octahedron
mp-1191110,La3Mn2Sb3O14,1.9336544915680791,0.4721507834077523,[6.0],5.0,5.0,5.0,Octahedron,6d,1,6.0,Sb,0.0,True,14.0,6.0,1.9720671054023176,2.0454507513290774,2.0209983388233357,0.034508266027548286,0.07338364592675983,83.0748382107422,34.561917542957815,28.3828226543205,179.9988223821145,6.0,1.0,5,Octahedron
mp-1191110,La3Mn2Sb3O14,1.9336544915680791,0.4721507834077523,[6.0],5.0,5.0,5.0,Octahedron,6d,1,6.0,Sb,0.0,True,15.0,6.0,1.9720897491061016,2.045462199939368,2.0210148669484806,0.034511033633486864,0.07337245083326627,83.07451904029124,34.56165934595919,28.383108052347154,179.99773311906478,6.0,1.0,6,Octahedron
mp-1191117,Gd3SbO7,1.94818904737392,0.2063989502605233,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,6.0,6.0,1.974204273962216,2.0112186338409197,1.986542393921784,0.017448736581007013,0.03701435987870361,54.42889052089183,29.204604869938738,14.092217347062002,106.23410285145653,6.0,1.0,1,Octahedron
mp-1191117,Gd3SbO7,1.94818904737392,0.2063989502605233,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,7.0,6.0,1.974204273962216,2.0112186338409197,1.986542393921784,0.017448736581006905,0.03701435987870361,54.98991253782943,23.909106377954576,14.092217347062027,87.71860824773043,6.0,1.0,2,Octahedron
mp-1191139,Sm3SbO7,1.9449163448172648,0.2532809439162312,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,6.0,6.0,1.9768387792356048,2.0222650416515076,1.9919808667075725,0.021414145465496158,0.04542626241590275,54.494761071339596,29.225277118047458,14.161734271854446,106.39337791538495,6.0,1.0,1,Octahedron
mp-1191139,Sm3SbO7,1.9449163448172648,0.2532809439162312,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Sb,0.0,True,7.0,6.0,1.976838779235605,2.0222650416515076,1.991980866707573,0.021414145465496134,0.04542626241590253,55.09584281748001,23.910011698403228,14.161734271854472,87.91431283583339,6.0,1.0,2,Octahedron
