material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ti_wyckoff,num_Ti_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1034101,NaMg14TiO16,1.4324072735888975,0.9356191252051816,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ti,0.0,True,15.0,6.0,1.9914128174037193,2.1375771,2.083008391804916,0.06516257101795676,0.14616428259628078,72.0,36.0,0.0,90.0,6.0,1.0,1,Octahedron
mp-1034182,LiMg14TiO16,1.6598976431009311,0.6070702383759452,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ti,0.0,True,15.0,6.0,2.0241507300720984,2.119733405,2.082034424056859,0.04154980077788248,0.0955826749279014,72.0,36.0,0.0,90.0,6.0,1.0,1,Octahedron
mp-1034187,LiMg14TiO16,1.7374075308797063,0.5033596406153273,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ti,0.0,True,15.0,6.0,2.069805024483381,2.1210393550000006,2.086883134655588,0.02415209502523599,0.05123433051661941,72.0,36.0,0.0,90.0,6.0,1.0,1,Octahedron
mp-1040361,LiMg30TiO32,4.379370976510737,-3.308084555185012,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ti,0.0,True,31.0,6.0,2.04470800448,2.107054718266,2.086272480337333,0.029390522735184877,0.06234671378600032,72.0,36.0,0.0,90.0,6.0,1.0,1,Octahedron
mp-1041196,Ti3P3O13,1.794605480771235,0.4582956033836051,"[5.0, 6.0]",3.6666666666666665,3.0,4.0,"Square pyramid, Octahedron","2a, 2e",2,5.0,Ti,1.0,False,2.0,5.0,1.839201017640301,1.9489483716107112,1.9229503792259468,0.042127433825038765,0.10974735397041013,83.0436216320376,33.553092870644925,5.253037989221064,152.22477984802393,5.0,1.0,1,"Square pyramid, Octahedron"
mp-1041196,Ti3P3O13,1.794605480771235,0.4582956033836051,"[5.0, 6.0]",3.6666666666666665,3.0,4.0,"Square pyramid, Octahedron","2a, 2e",2,5.0,Ti,1.0,False,4.0,5.0,1.8392010176403017,1.9489483716107117,1.9229503792259472,0.04212743382503847,0.10974735397040991,83.04362163203757,33.55309287064492,5.253037989221064,152.22477984802387,5.0,1.0,2,"Square pyramid, Octahedron"
mp-1041196,Ti3P3O13,1.794605480771235,0.4582956033836051,"[5.0, 6.0]",3.6666666666666665,3.0,4.0,"Square pyramid, Octahedron","2a, 2e",2,6.0,Ti,1.0,False,0.0,6.0,1.8276506381905713,2.4269487976468103,2.0138483475299482,0.19108506107211737,0.599298159456239,93.16869132868831,34.60525192805485,3.7926891799151745,167.8377264017049,6.0,1.0,1,"Square pyramid, Octahedron"
mp-1041196,Ti3P3O13,1.794605480771235,0.4582956033836051,"[5.0, 6.0]",3.6666666666666665,3.0,4.0,"Square pyramid, Octahedron","2a, 2e",2,6.0,Ti,1.0,False,1.0,6.0,1.8276506381905702,2.426948797646812,2.0138483475299487,0.19108506107211806,0.5992981594562419,93.16869132868833,34.60525192805486,3.7926891799151745,167.83772640170494,6.0,1.0,2,"Square pyramid, Octahedron"
mp-1041196,Ti3P3O13,1.794605480771235,0.4582956033836051,"[5.0, 6.0]",3.6666666666666665,3.0,4.0,"Square pyramid, Octahedron","2a, 2e",2,6.0,Ti,1.0,False,3.0,6.0,1.9561585951023195,2.1380348287751016,2.05724061781919,0.07562379507926122,0.18187623367278216,42.00777747659738,18.377342654857095,19.319491928725256,70.27021260543765,6.0,1.0,3,"Square pyramid, Octahedron"
mp-1041196,Ti3P3O13,1.794605480771235,0.4582956033836051,"[5.0, 6.0]",3.6666666666666665,3.0,4.0,"Square pyramid, Octahedron","2a, 2e",2,6.0,Ti,1.0,False,5.0,6.0,1.9561585951023202,2.1380348287751003,2.05724061781919,0.07562379507926056,0.18187623367278016,39.385577248363454,17.288486184074007,16.685288648622066,67.61783444836165,6.0,1.0,4,"Square pyramid, Octahedron"
mp-1042395,Mg2Ti3O8,1.843015884707496,0.3353042281253195,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,4.0,6.0,1.9252860568407457,2.0580415833293033,1.9853001471867355,0.05037624737533006,0.1327555264885576,83.67881293391608,36.653330789923615,24.966203821060464,171.30427806876065,6.0,1.0,1,Octahedron
mp-1042395,Mg2Ti3O8,1.843015884707496,0.3353042281253195,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,5.0,6.0,1.925286079282636,2.058045819277835,1.9852993847421392,0.050378445931983734,0.13275973999519874,58.86030966465797,23.00913882857489,25.21346676698095,85.74633394121187,6.0,1.0,2,Octahedron
mp-1042395,Mg2Ti3O8,1.843015884707496,0.3353042281253195,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,6.0,6.0,1.925286056840745,2.0580415833293038,1.985300147186736,0.050376247375330384,0.1327555264885587,98.5748479897636,38.28160045851969,24.966203821060464,179.70363299367557,6.0,1.0,3,Octahedron
mp-1042395,Mg2Ti3O8,1.843015884707496,0.3353042281253195,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,7.0,6.0,1.9252860568407457,2.058041583329303,1.985300147186736,0.050376247375329725,0.13275552648855715,83.67881293391609,36.65333078992363,24.966203821060464,171.3042780687607,6.0,1.0,4,Octahedron
mp-1042395,Mg2Ti3O8,1.843015884707496,0.3353042281253195,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,8.0,6.0,1.9252860568407448,2.0580415833293024,1.985300147186736,0.05037624737533012,0.1327555264885576,98.5748479897636,38.2816004585197,24.966203821060464,179.70363299367557,6.0,1.0,5,Octahedron
mp-1042395,Mg2Ti3O8,1.843015884707496,0.3353042281253195,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,9.0,6.0,1.9252860792826365,2.058045819277835,1.985299384742139,0.05037844593198345,0.1327597399951983,58.860309664657976,23.009138828574887,25.21346676698095,85.74633394121187,6.0,1.0,6,Octahedron
mp-1042495,Ti3Zn2O8,1.8439959413020564,0.3375312023816011,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,0.0,6.0,1.924364646386587,2.0558367089915532,1.988280992172338,0.05292266510667836,0.13147206260496613,83.72461587204675,36.709376180100236,25.16095526689277,171.58448699273507,6.0,1.0,1,Octahedron
mp-1042495,Ti3Zn2O8,1.8439959413020564,0.3375312023816011,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,1.0,6.0,1.924364653380281,2.055836783310113,1.9882810914588827,0.05292426186257231,0.13147212992983204,58.832097040507605,23.06212309511176,25.315187676368808,85.85871842043838,6.0,1.0,2,Octahedron
mp-1042495,Ti3Zn2O8,1.8439959413020564,0.3375312023816011,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,2.0,6.0,1.9243646463865867,2.0558367089915532,1.9882809921723377,0.05292266510667856,0.13147206260496658,98.60883227283081,38.32162499573227,25.16095526689277,179.77259697118956,6.0,1.0,3,Octahedron
mp-1042495,Ti3Zn2O8,1.8439959413020564,0.3375312023816011,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,3.0,6.0,1.924364646386586,2.0558367089915532,1.9882809921723374,0.05292266510667891,0.13147206260496724,83.72461587204674,36.70937618010023,25.16095526689277,171.58448699273507,6.0,1.0,4,Octahedron
mp-1042495,Ti3Zn2O8,1.8439959413020564,0.3375312023816011,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,4.0,6.0,1.9243646463865864,2.0558367089915532,1.9882809921723377,0.05292266510667856,0.1314720626049668,98.60883227283057,38.32162499573183,25.16095526689277,179.77259697118635,6.0,1.0,5,Octahedron
mp-1042495,Ti3Zn2O8,1.8439959413020564,0.3375312023816011,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Ti,0.0,True,5.0,6.0,1.9243646533802814,2.055836783310113,1.988281091458883,0.05292426186257202,0.1314721299298316,58.83209704050763,23.06212309511176,25.315187676368765,85.85871842043838,6.0,1.0,6,Octahedron
mp-1042864,Ti(GeO3)2,1.7128483379366906,0.8394656879378708,[6.0],4.0,4.0,4.0,Octahedron,2e,1,6.0,Ti,0.0,True,0.0,6.0,1.8422532572339039,2.182623981694918,2.0163799408707512,0.13906751252734031,0.3403707244610139,66.38955897487813,36.65767505369534,12.06719453573387,104.12876340109632,6.0,1.0,1,Octahedron
mp-1042864,Ti(GeO3)2,1.7128483379366906,0.8394656879378708,[6.0],4.0,4.0,4.0,Octahedron,2e,1,6.0,Ti,0.0,True,1.0,6.0,1.8422532572339059,2.1826239816949182,2.016379940870752,0.13906751252733973,0.34037072446101235,66.38955897487813,36.65767505369535,12.06719453573387,104.12876340109632,6.0,1.0,2,Octahedron
mp-1042982,CaTi(GeO3)2,2.1027858984251377,-0.0703390628114911,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ti,0.0,True,4.0,6.0,1.810851093661502,2.1616791521005783,1.999810641378528,0.13832876268153044,0.35082805843907616,58.04392031509153,26.217700138789557,17.969527893524436,102.04839805550904,6.0,1.0,1,Octahedron
mp-1042982,CaTi(GeO3)2,2.1027858984251377,-0.0703390628114911,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ti,0.0,True,5.0,6.0,1.810851093661503,2.1616791521005756,1.9998106413785273,0.13832876268152916,0.3508280584390726,104.46473013131862,31.199693539736764,73.77345684504714,174.9151148373208,6.0,1.0,2,Octahedron
mp-1042982,CaTi(GeO3)2,2.1027858984251377,-0.0703390628114911,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ti,0.0,True,6.0,6.0,1.810851093661504,2.1616791521005765,1.9998106413785275,0.13832876268152894,0.3508280584390724,58.043920315091526,26.217700138789567,17.96952789352442,102.04839805550903,6.0,1.0,3,Octahedron
mp-1042982,CaTi(GeO3)2,2.1027858984251377,-0.0703390628114911,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Ti,0.0,True,7.0,6.0,1.8108510936615037,2.161679152100578,1.999810641378528,0.13832876268152988,0.35082805843907416,104.46473013131859,31.199693539736757,73.77345684504711,174.9151148373208,6.0,1.0,4,Octahedron
mp-1043031,MgTiNiP2O9,1.7433205843578232,0.5842665715743104,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,4.0,6.0,1.7424139783425008,2.2112306184018253,1.983859376809989,0.1399752978683173,0.46881664005932455,94.61410598455356,36.339418662025864,6.160999262459633,173.3071284691727,6.0,1.0,1,Octahedron
mp-1043031,MgTiNiP2O9,1.7433205843578232,0.5842665715743104,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,5.0,6.0,1.7424139783425017,2.211225687520509,1.9838585549964358,0.1399739629472756,0.4688117091780075,94.61409625062328,36.339409049407266,6.160999262459633,173.30712846917265,6.0,1.0,2,Octahedron
mp-1043031,MgTiNiP2O9,1.7433205843578232,0.5842665715743104,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,6.0,6.0,1.742413978342504,2.2112306184018213,1.9838593768099877,0.13997529786831503,0.4688166400593172,70.38978843755004,31.302785170320433,6.160999262459633,100.3070061620808,6.0,1.0,3,Octahedron
mp-1043031,MgTiNiP2O9,1.7433205843578232,0.5842665715743104,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,7.0,6.0,1.7424139783425008,2.2112306184018253,1.983859376809989,0.13997529786831736,0.46881664005932455,70.38978843755004,31.30278517032044,6.160999262459633,100.30700616208084,6.0,1.0,4,Octahedron
mp-1043032,Ti(GeO3)2,1.7181781304867454,0.7905593901135207,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,0.0,6.0,1.8359028808142452,2.1634174738419487,2.009713713327951,0.13158011479321008,0.32751459302770347,57.95420992775285,26.297394577959732,19.351747228174133,104.06295843389222,6.0,1.0,1,Octahedron
mp-1043032,Ti(GeO3)2,1.7181781304867454,0.7905593901135207,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,1.0,6.0,1.8359028808142457,2.163417473841948,2.009713713327951,0.1315801147932099,0.32751459302770214,104.01086781105833,29.201476170840976,71.21509257789565,159.8752691644446,6.0,1.0,2,Octahedron
mp-1043032,Ti(GeO3)2,1.7181781304867454,0.7905593901135207,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,2.0,6.0,1.8359028808142468,2.1634174738419474,2.0097137133279515,0.13158011479320922,0.3275145930277006,57.95420992775285,26.29739457795973,19.351747228174133,104.06295843389222,6.0,1.0,3,Octahedron
mp-1043032,Ti(GeO3)2,1.7181781304867454,0.7905593901135207,[6.0],4.0,4.0,4.0,Octahedron,4e,1,6.0,Ti,0.0,True,3.0,6.0,1.8359028808142455,2.1634174738419487,2.009713713327951,0.13158011479320994,0.32751459302770325,104.01086781105833,29.20147617084098,71.21509257789566,159.8752691644446,6.0,1.0,4,Octahedron
mp-1043092,CaTiNiP2O9,1.736919559019049,0.6323627455189219,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,4.0,6.0,1.7427561530643492,2.225800384683689,2.001167024848129,0.1475900610652652,0.48304423161933974,93.99211146190436,35.53952686097232,4.013795284762808,167.81793804817121,6.0,1.0,1,Octahedron
mp-1043092,CaTiNiP2O9,1.736919559019049,0.6323627455189219,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,5.0,6.0,1.7427561530643483,2.22580038468369,2.001167024848129,0.1475900610652655,0.4830442316193415,93.99211146190434,35.539526860972344,4.013795284762626,167.81793804817121,6.0,1.0,2,Octahedron
mp-1043092,CaTiNiP2O9,1.736919559019049,0.6323627455189219,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,6.0,6.0,1.7427561530643512,2.225800384683687,2.001167024848129,0.147590061065264,0.48304423161933596,69.95409128939735,31.58466263068966,4.013795284762808,97.14995586746417,6.0,1.0,3,Octahedron
mp-1043092,CaTiNiP2O9,1.736919559019049,0.6323627455189219,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Ti,0.0,True,7.0,6.0,1.7427561530643492,2.225800384683691,2.0011670248481295,0.14759006106526576,0.48304423161934196,69.95409128939735,31.584662630689692,4.013795284762626,97.1499558674642,6.0,1.0,4,Octahedron
mp-1043685,MgTi2(PO4)3,1.6810401671661288,0.5857363708214696,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,2.0,6.0,1.9185348948019256,2.087040021575402,2.0027874678434396,0.08425249988559545,0.1685051267734763,104.5852607037929,30.768269334423643,77.82179366961438,164.47174326998586,6.0,1.0,1,Octahedron
mp-1043685,MgTi2(PO4)3,1.6810401671661288,0.5857363708214696,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,3.0,6.0,1.9185348948019263,2.087040021575401,2.00278746784344,0.0842524998855949,0.16850512677347473,44.14924122197138,15.421453556629563,16.620117237010987,59.8589356421001,6.0,1.0,2,Octahedron
mp-1043685,MgTi2(PO4)3,1.6810401671661288,0.5857363708214696,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,4.0,6.0,1.9185348948019252,2.087040021575404,2.00278746784344,0.0842524998855969,0.16850512677347895,44.14924122197139,15.421453556629562,16.62011723701101,59.8589356421001,6.0,1.0,3,Octahedron
mp-1043685,MgTi2(PO4)3,1.6810401671661288,0.5857363708214696,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,5.0,6.0,1.9185348948019263,2.0870400215754037,2.0027874678434405,0.08425249988559631,0.1685051267734774,104.5852607037929,30.768269334423653,77.82179366961438,164.4717432699859,6.0,1.0,4,Octahedron
mp-1043719,Ti2Zn(PO4)3,1.6930056782071603,0.5553028272035703,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,0.0,6.0,1.91816167843468,2.0779105298619753,1.9980361082654723,0.0798743904313555,0.15974885142729534,104.70041579362687,30.902972158423363,78.395682815094,164.98904787163121,6.0,1.0,1,Octahedron
mp-1043719,Ti2Zn(PO4)3,1.6930056782071603,0.5553028272035703,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,1.0,6.0,1.9181616784346807,2.0779105298619758,1.9980361082654723,0.07987439043135507,0.1597488514272951,43.911239087528244,15.362000675997084,16.46113758068423,59.56291609471265,6.0,1.0,2,Octahedron
mp-1043719,Ti2Zn(PO4)3,1.6930056782071603,0.5553028272035703,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,2.0,6.0,1.9181616784346796,2.077910529861976,1.998036108265472,0.07987439043135602,0.15974885142729667,43.91123908752824,15.36200067599708,16.461137580684273,59.562916094712634,6.0,1.0,3,Octahedron
mp-1043719,Ti2Zn(PO4)3,1.6930056782071603,0.5553028272035703,[6.0],3.5,3.5,3.5,Octahedron,4c,1,6.0,Ti,0.0,True,3.0,6.0,1.9181616784346809,2.0779105298619776,1.9980361082654723,0.07987439043135644,0.15974885142729667,104.70041579362689,30.902972158423363,78.39568281509403,164.98904787163124,6.0,1.0,4,Octahedron
mp-1043730,CaTiCu(PO4)3,1.6722741295538497,0.7289883208193412,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.8936446500304003,2.0504761420741384,1.9720628057538463,0.07840770896701675,0.15683149204373814,41.85024802002989,14.772504178477144,15.396666489129853,57.121525658872244,6.0,1.0,1,Octahedron
mp-1043730,CaTiCu(PO4)3,1.6722741295538497,0.7289883208193412,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,3.0,6.0,1.8936417900306501,2.0504470004196116,1.9720489308702491,0.07838576677431087,0.15680521038896145,105.7505660735888,32.31017947122863,80.03521584478077,169.49986274482245,6.0,1.0,2,Octahedron
mp-1043825,CaLaTiFeO6,1.9702492844467947,0.0204478519261175,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,8.0,6.0,1.9664339426377646,1.9874459364770238,1.9777683427641655,0.007328709535031427,0.021011993839259224,107.74363868334144,35.500130410299256,88.02554617653303,178.96240160472362,6.0,1.0,1,Octahedron
mp-1043825,CaLaTiFeO6,1.9702492844467947,0.0204478519261175,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,9.0,6.0,1.9664575504018964,1.9874194948734574,1.9777705322664871,0.007310336234462499,0.020961944471560967,107.74390276504745,35.500650924738686,88.02609166396486,178.96333389948273,6.0,1.0,2,Octahedron
mp-1043825,CaLaTiFeO6,1.9702492844467947,0.0204478519261175,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,10.0,6.0,1.9664106516432684,1.9874284171032452,1.9777621054243681,0.007329733855297873,0.0210177654599768,61.103805638551215,27.798085570637387,18.500125521664952,106.44881744431527,6.0,1.0,3,Octahedron
mp-1043825,CaLaTiFeO6,1.9702492844467947,0.0204478519261175,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Ti,0.0,True,11.0,6.0,1.9664592224665278,1.9874072659828306,1.9777662926022757,0.007312116099204979,0.02094804351630275,61.10375366600968,27.798637109515298,18.49848969906323,106.44940906682378,6.0,1.0,4,Octahedron
mp-1044222,CaTiCo(PO4)3,1.6551083124807122,0.7761428577434745,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.8908109987354125,2.0577659729254028,1.9742884914432406,0.08347747158868972,0.16695497418999028,41.80342638431158,14.73757194059341,15.402791383890131,56.98088302364743,6.0,1.0,1,Octahedron
mp-1044222,CaTiCo(PO4)3,1.6551083124807122,0.7761428577434745,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,3.0,6.0,1.8908108959624659,2.0577660544514944,1.9742884914432386,0.08347747158873665,0.16695515848902853,105.72344316883276,32.245249220547294,80.39895996654779,169.37601694488376,6.0,1.0,2,Octahedron
mp-1044226,MgTiNi(PO4)3,1.591952230173927,0.9386374781594944,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.8770000452329905,2.078910650331984,1.9779553569771169,0.10095524509065018,0.2019106050989934,69.31632197141919,22.228232077164265,38.215749104788706,96.4332337072117,6.0,1.0,1,Octahedron
mp-1044226,MgTiNi(PO4)3,1.591952230173927,0.9386374781594944,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,3.0,6.0,1.8770000452329891,2.0789106503319834,1.977955356977117,0.10095524509065036,0.20191060509899428,104.94377504464997,31.190602172732167,77.81309012732613,165.82329501706764,6.0,1.0,2,Octahedron
mp-1044237,CaTiV(PO4)3,1.6502765481254271,0.8201098662942128,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.8993299287064895,2.0757438165966504,1.987536894587164,0.0882068836925566,0.17641388789016088,41.753875218292066,14.722506580849632,15.410407972276166,56.98728902663275,6.0,1.0,1,Octahedron
mp-1044237,CaTiV(PO4)3,1.6502765481254271,0.8201098662942128,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,3.0,6.0,1.8993299634356402,2.075743820470397,1.9875368945871639,0.0882068836925482,0.17641385703475687,105.46600200914487,31.939897712574304,79.13938434467639,168.2953267349129,6.0,1.0,2,Octahedron
mp-1044277,CaTiMn(PO4)3,1.6829963897111917,0.7375040840124781,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.9069637607306833,2.0656078522995815,1.986285800352988,0.0793218752665463,0.15864409156889825,41.62938150726926,14.677213767778026,15.360138664322749,56.80133033994618,6.0,1.0,1,Octahedron
mp-1044277,CaTiMn(PO4)3,1.6829963897111917,0.7375040840124781,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,3.0,6.0,1.9069638211229403,2.0656077706063405,1.9862858003529904,0.0793218752664608,0.15864394948340022,105.66862900379029,32.196062519465194,79.84463036845801,169.1470166630957,6.0,1.0,2,Octahedron
mp-1044279,TiZnFe(PO4)3,1.6409671606196825,0.7721234540663777,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,0.0,6.0,1.8754497590937294,2.0415408896179796,1.9584953312290505,0.08304552657733749,0.16609113052425029,69.5794180986255,22.2979280467769,38.56685587629533,96.8591478365182,6.0,1.0,1,Octahedron
mp-1044279,TiZnFe(PO4)3,1.6409671606196825,0.7721234540663777,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,1.0,6.0,1.8754497590937291,2.0415408896179787,1.9584953312290507,0.08304552657733741,0.16609113052424962,104.8986271616549,31.16587901131359,77.77621476189833,165.74104899340819,6.0,1.0,2,Octahedron
mp-1044282,MgTiFe(PO4)3,1.5807408474458282,0.9668846907509442,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Ti,0.0,True,2.0,6.0,1.8743687523839936,2.0823562938981,1.9783625283627861,0.10399372377407128,0.20798754151410637,69.7657249173173,22.3488740483223,38.73059696601084,97.08885791183744,6.0,1.0,1,Octahedron
