material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Al_wyckoff,num_Al_chemenvs,CN,element,charge_range,is_single_charge
mp-1203355,KNaAl6Si6(HO6)4,1.6368892662268422,0.425512397926601,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-1203514,KNaAl2As2O9,1.59186417229321,0.4772596789228697,[6.0],3.0,3.0,3.0,Octahedron,"4b, 4c",1,6.0,Al,0.0,True
mp-1203739,K3NaAl12Si12(HO6)8,1.6388681798476263,0.4297821069387533,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4g,2,4.0,Al,0.0,True
mp-1203739,K3NaAl12Si12(HO6)8,1.6388681798476263,0.4297821069387533,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4g,2,6.0,Al,0.0,True
mp-1203998,CaAl2Si3H6O13,1.759739733822176,0.0119980472471174,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1204107,Al4Fe2Si5O18,1.688813492163736,0.2491640002154237,[4.0],3.0,3.0,3.0,Tetrahedron,"4l, 4k",1,4.0,Al,0.0,True
mp-1204300,Na2Ca2Al6Si9(H8O19)2,1.7633086503981263,-0.0008249091259907,[4.0],3.0,3.0,3.0,Tetrahedron,4b,1,4.0,Al,0.0,True
mp-1204399,LiAlSiH2O5,1.7583210028109408,0.0494552370579785,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True
mp-1204548,Ca4Al2P2H10O13F8,1.814214417097006,0.158643983125781,[3.0],3.0,3.0,3.0,Octahedron,2i,1,3.0,Al,0.0,True
mp-1204585,Ba4NaAl2B8(ClO6)3,1.84940903315831,-0.26443467624158,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,Al,0.0,True
mp-1205072,KNa3Al12Si12(HO6)8,1.6433771193736797,0.4158437655994725,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4g,2,4.0,Al,0.0,True
mp-1205072,KNa3Al12Si12(HO6)8,1.6433771193736797,0.4158437655994725,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",4g,2,6.0,Al,0.0,True
mp-1205386,SrAl2(SiO4)2,1.7363841105750706,0.0854454211439972,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-1205426,KNa3Al4(GeO4)4,1.753648799915125,0.0472830455363372,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1205443,LiAlSiH2O5,1.7593040836763183,0.0438160320520281,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-1208364,TbAlGe2O7,1.9618391472803969,-0.1939479588092048,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True
mp-1208627,SrHo2Al2O7,1.417784074430903,0.7876155378532527,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Al,0.0,True
mp-1208690,SrLaAlCuO5,1.7471432367905813,0.067562062006013,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True
mp-1208735,SrAl2H6C2O11,1.9288970398172995,-0.0187238808770151,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Al,0.0,True
mp-1208925,SmAlGe2O7,1.9509002654284235,-0.1661291898604406,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-1209642,PrAlGe2O7,1.9294950880903383,-0.1550288758743175,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True
mp-1209752,Rb2Na2Al3(GeO4)3,1.7778515772731638,0.016702998535035,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True
mp-1210191,NaAl(SO4)2,1.360168471335103,0.7818093006413959,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1210199,NaCaAlPHO5F2,1.8523501804127265,0.0842544457699554,[4.0],3.0,3.0,3.0,Octahedron,2d,1,4.0,Al,0.0,True
mp-1210323,NaAl5FeP4(H5O12)2,1.8621017232675,0.0934727871555859,[6.0],3.0,3.0,3.0,Octahedron,"4f, 2a",1,6.0,Al,0.0,True
mp-1210454,NaAl(SO4)2,1.873799383904461,0.0432623605711372,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Al,0.0,True
mp-1210669,MgAl3SiBO9,1.760228943774946,0.2314577511241341,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","4b, 4a, 4c",2,5.0,Al,0.0,True
mp-1210669,MgAl3SiBO9,1.760228943774946,0.2314577511241341,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","4b, 4a, 4c",2,6.0,Al,0.0,True
mp-1210817,MnAlSiO5,1.833476265482996,0.1126513810492977,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4g,1,5.0,Al,0.0,True
mp-1210873,MnAlBiO5,1.3830888895886884,0.9797435393681752,[5.0],3.0,3.0,3.0,Square pyramid,4g,1,5.0,Al,0.0,True
mp-1210892,NaMgAl5P4(H5O12)2,1.8419059051008395,0.1191411494271193,[6.0],3.0,3.0,3.0,Octahedron,"4f, 2a",1,6.0,Al,0.0,True
mp-1211910,LaAlGe2O7,1.9626805381302173,-0.1712235584054234,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True
mp-1212327,Ho4Al2O9,1.735934485792643,0.0969369471126827,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-1212574,GdAlGe2O7,1.9622927168228488,-0.1954153879266299,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True
mp-1212749,EuAl12O19,1.7035154018270031,0.336826764868705,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 6c, 2a",2,4.0,Al,0.0,True
mp-1212749,EuAl12O19,1.7035154018270031,0.336826764868705,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 6c, 2a",2,5.0,Al,0.0,True
mp-1212749,EuAl12O19,1.7035154018270031,0.336826764868705,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 6c, 2a",2,6.0,Al,0.0,True
mp-1212916,Eu3Al2O7,1.544318001563881,0.5452134998304343,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Al,0.0,True
mp-1212993,Dy4Al2O9,1.7352578234523406,0.09859122276429,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-1213060,DyAlGe2O7,1.9705343024747977,-0.2111610257769231,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True
mp-1213112,ErAlGeO5,1.738933461571456,0.2459062050735097,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Al,0.0,True
mp-1214127,CaAl2Si6H10O21,1.7617678947197786,0.0027975884177373,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1214270,Ca4Be2Al2Si9O28,1.933119306764786,-0.6195577435640465,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-1214299,CaAlFe3O7,1.724249245153446,0.1746470358068207,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1214492,Ba5Tm2ZrAl2O13,1.7341510108114229,0.114594802236362,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-1214494,Ba5Y2ZrAl2O13,1.740207162473666,0.0990352471492274,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-1214508,Ba5Ho2ZrAl2O13,1.7334989118931918,0.1138302587637418,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-1214513,Ba6Tb2Al4O15,1.7433694893592686,0.1506840262543982,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1214515,Ba6Tm2Al4O15,1.7603030388020344,0.0997776321713159,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1214519,Ba6Y2Al4O15,1.7545574618225204,0.1161637526322406,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1214525,Ba5Gd2ZrAl2O13,1.7317872411882624,0.1159407020088278,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-1214526,Ba6Nd2Al4O15,1.7342554606375464,0.1238229399867787,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1214530,Ba6Lu2Al4O15,1.74642763871421,0.1462827568187889,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1214532,Ba6Sm2Al4O15,1.7571449168979896,0.1093861370126517,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1214534,Ba5Lu2ZrAl2O13,1.7349896806307863,0.1049316320418909,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-1214541,Ba6Dy2Al4O15,1.732959807356662,0.1274151808627515,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-1214670,Ca4Be2Al2Si9(HO14)2,2.0148224472717224,-0.9080900571515348,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True
mp-1214682,Ba6Gd2Al4O15,1.7519809218803988,0.1283834135179758,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Al,0.0,True
mp-12147,Ca3Al2O6,1.7503905004647191,0.0806034758960546,[4.0],3.0,3.0,3.0,Tetrahedron,24d,1,4.0,Al,0.0,True
mp-1214864,Al2Ga2Bi2O9,1.7916658604168751,0.2051398021082395,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Al,0.0,True
mp-1214877,AlNi2BO5,1.6456727100387991,0.4440233943835722,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Al,0.0,True
mp-1214880,Al2Te4O11,1.875093421636469,0.0238521768417115,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Al,0.0,True
mp-1214930,Ba5AlRu2O11,1.748214692232093,0.079436089013669,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,Al,0.0,True
mp-1215028,Al2P3H12(NO4)3,1.890185942291975,-0.068052653778652,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4f,1,5.0,Al,0.0,True
mp-1215985,YErAl2O6,1.80191767121188,0.1887838238634286,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Al,0.0,True
mp-1216100,Y2BeAlBO7,1.693963123346058,0.2439806303892361,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1216239,Y9Er3Al20O48,1.6634121662922383,0.4119653547082661,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 2c",2,4.0,Al,0.0,True
mp-1216239,Y9Er3Al20O48,1.6634121662922383,0.4119653547082661,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 2c",2,6.0,Al,0.0,True
mp-1216268,Y9Lu3Al20O48,1.6687259454695933,0.3948342677936287,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 2c",2,4.0,Al,0.0,True
mp-1216268,Y9Lu3Al20O48,1.6687259454695933,0.3948342677936287,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 2c",2,6.0,Al,0.0,True
mp-1217055,TiAlFeO5,1.7040336396564797,0.3396245296579149,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-1217718,Tb2AlFeO6,1.8200418666031992,0.1511400817133835,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Al,0.0,True
mp-1217784,SrYAl3O7,1.7344574458548092,0.1090623510927132,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1217828,SrTi3Al8O19,1.7168101280553802,0.3014523008203537,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 2c",2,4.0,Al,0.0,True
mp-1217828,SrTi3Al8O19,1.7168101280553802,0.3014523008203537,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","1a, 1b, 2c",2,6.0,Al,0.0,True
mp-1217962,SrSmAlO4,2.4127386523489247,-0.6749738487937283,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1217963,SrPrAlO4,2.152607427235488,-0.2450345235551037,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1218014,SrPrAl3O7,1.7066737168417112,0.2220477465011939,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1218016,SrSmAl3O7,1.7183064458500172,0.1773381365030942,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1218150,SrNdAlO4,2.263693557399538,-0.4167202697677371,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1218172,SrNdAl3O7,1.708092158514382,0.2172115948763529,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1218184,SrLaAlO4,2.154648795668637,-0.2366565001941842,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1218220,SrLaAl3O7,1.7130678402481585,0.2095662507899725,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Al,0.0,True
mp-1218229,SrLa4TiAl4O15,2.3459087853915603,-0.6210121090683044,[6.0],3.0,3.0,3.0,Octahedron,2j,1,6.0,Al,0.0,True
mp-1218238,SrLa2Al2O7,0.8022545574019702,1.7664537643069689,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Al,0.0,True
mp-1218323,SrCeAlO4,2.4104002801690707,-0.6265646706153098,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1218484,SrAl2(SiO4)2,1.6709296103725648,0.3233260688268145,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True
mp-1218520,SrAl2O4,1.7482070506955836,0.0223482311727679,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1218531,SrAl12O19,1.717044690304185,0.3446439280434211,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 6c, 2a",3,4.0,Al,0.0,True
mp-1218531,SrAl12O19,1.717044690304185,0.3446439280434211,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 6c, 2a",3,5.0,Al,0.0,True
mp-1218531,SrAl12O19,1.717044690304185,0.3446439280434211,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid, Tetrahedron","2b, 6c, 2a",3,6.0,Al,0.0,True
mp-1218595,Sr6Al12Bi2O27,1.6800146257355042,0.2733245796870259,[4.0],3.0,3.0,3.0,Tetrahedron,3b,1,4.0,Al,0.0,True
mp-1218648,Sr6Al7ClO16,1.68072185277081,0.3525397576311518,[4.0],3.0,3.0,3.0,Tetrahedron,"2b, 8e, 4d",1,4.0,Al,0.0,True
mp-1218654,SrCa3Al6Si6(HO13)2,1.7024497962205671,0.3277344924376449,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b, 2c",1,6.0,Al,0.0,True
mp-1218664,Sr3CaAl8H24(C2O11)4,1.930287498571308,-0.0232744094894273,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Al,0.0,True
mp-1218879,Sr2Al2SiO7,1.6985480677802596,0.2860780435024154,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1218880,Sr2Al3FeO8,1.7607485680157735,0.0568299633334919,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1218881,Sr2AlV11O22,1.2733743098726886,1.2741348039378249,[5.0],3.0,3.0,3.0,Trigonal bipyramid,1a,1,5.0,Al,0.0,True
mp-1219063,SmGd3Al4O12,1.8974852380877576,0.0399380035276258,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Al,0.0,True
mp-1219548,RbTi3AlO8,1.852621985168853,0.1256134815331041,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1219605,RbAlSi3O8,1.7303144787529248,0.0923701536624808,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1219617,RbAlSi3O8,1.7003628287062855,0.1875884350054926,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1220286,Nd3GdAl4O12,1.9087019160785024,0.0081468863481295,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Al,0.0,True
mp-1220449,NbAlO4,1.848937249078848,0.1412511065661803,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-1220855,NaAlSi3O8,1.7199205501558932,0.128282347472747,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1220859,NaAlSi3O8,1.7375197146001229,0.0836459467722248,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1220868,NaAlSiO4,1.7025737126148646,0.1520183123951558,[4.0],3.0,3.0,3.0,Tetrahedron,6b,1,4.0,Al,0.0,True
mp-1220885,NaTi3AlO8,1.7565315347675887,0.277427263144841,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1220886,NaAl3P2(HO3)4,1.584389267840049,0.4917526645046614,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-1220919,NaAl3Si3O11,1.6683998586492113,0.349648431515605,"[4.0, 5.0]",3.0,3.0,3.0,"Trigonal bipyramid, Tetrahedron",2a,2,4.0,Al,0.0,True
mp-1220919,NaAl3Si3O11,1.6683998586492113,0.349648431515605,"[4.0, 5.0]",3.0,3.0,3.0,"Trigonal bipyramid, Tetrahedron",2a,2,5.0,Al,0.0,True
mp-1220920,NaAl3Si3(HO6)2,1.6469979776036596,0.4047447977708439,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,4.0,Al,0.0,True
mp-1220920,NaAl3Si3(HO6)2,1.6469979776036596,0.4047447977708439,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",2a,2,6.0,Al,0.0,True
mp-1220943,NaAlSiO4,1.7473250982618231,0.0290769496130275,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1221055,NaMg2Al6VSi6B3H3O31,1.6825616951083409,0.3568425162247023,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Al,0.0,True
mp-1221089,NaCaMgAl(SiO3)4,1.5940127037043232,0.5275448428167182,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1221098,NaCaAlSi2O7,1.959071205559954,-0.6392472550725454,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1221104,NaCaAlSi2O7,1.700870497471917,0.2593543697738864,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1221133,NaCa3AlFe3(SiO3)8,1.6277106750997834,0.4646601687704049,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Al,0.0,True
mp-1221134,NaCa2Mg5AlSi7(O11F)2,1.7407699052036327,0.0437483286445711,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1221172,Na4TaAl3(PO4)6,1.602367469945187,0.4524056205448881,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1221210,Na4Al3Si3ClO12,1.656528331070265,0.358780233064002,[4.0],3.0,3.0,3.0,Tetrahedron,"1b, 2c",1,4.0,Al,0.0,True
mp-1221226,Na4Al3Fe(SiO3)8,1.6631808209204628,0.4121901073968407,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b, 1c",1,6.0,Al,0.0,True
mp-1221239,Na4Al3Ge3O13,1.754150507819086,0.0533176736817018,[4.0],3.0,3.0,3.0,Tetrahedron,6b,1,4.0,Al,0.0,True
mp-1221255,Na4Al3Cr(P2O7)4,1.384306046427951,0.7791109557076087,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1221260,Na4AlCr3(P2O7)4,1.725363518335843,0.2991757285975746,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1221308,Na3CaAl3Si3SO16,1.769827154788593,-0.0322952268260927,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
mp-1221313,Na2SrAl4(B2O7)2,1.692926136256247,0.2350983706448125,[4.0],3.0,3.0,3.0,Tetrahedron,"1b, 1c",1,4.0,Al,0.0,True
mp-1221399,Na2AlFe(SiO3)4,1.6963717434618253,0.3708560733089938,[6.0],3.0,3.0,3.0,Octahedron,1b,1,6.0,Al,0.0,True
mp-1221428,Na2Al2B2O7,1.6015545437546457,0.5568526707761925,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1221451,Na2Al2B2O7,1.5892490623896096,0.6057975750846789,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Al,0.0,True
mp-1221476,Na2AlCr(P2O7)2,0.9482143090898488,1.404799922093608,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Al,0.0,True
mp-1221481,Na2Al3As9O28,1.599665341832634,0.4585085561574565,[6.0],3.0,3.0,3.0,Octahedron,"1e, 2i",1,6.0,Al,0.0,True
mp-1221546,Na16Al12Si12I3ClO48,1.753913615160228,0.0052725893713496,[4.0],3.0,3.0,3.0,Tetrahedron,"2r, 4u, 2k, 2l",1,4.0,Al,0.0,True
mp-1221604,Na2CaMnAl2P2H2(O5F2)2,1.8522855406711307,0.034469464037072,[4.0],3.0,3.0,3.0,Octahedron,"2b, 2a",1,4.0,Al,0.0,True
mp-1221856,MnAl2Sb2(PO4)6,1.6791417065424727,0.3150122261554345,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Al,0.0,True
mp-1221961,MgScAlO4,1.8803352763006744,-0.007477314344442,[5.0],3.0,3.0,3.0,Trigonal bipyramid,1a,1,5.0,Al,0.0,True
mp-1222184,MgAl6FeSi2(BO9)2,1.7524286398472086,0.2472897924437588,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","2b, 2a, 4c",2,5.0,Al,0.0,True
mp-1222184,MgAl6FeSi2(BO9)2,1.7524286398472086,0.2472897924437588,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","2b, 2a, 4c",2,6.0,Al,0.0,True
mp-1222235,Mg3Al12FeSi4(BO9)4,1.7581716734164512,0.2375752605165432,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","1a, 1b, 2c",2,5.0,Al,0.0,True
mp-1222235,Mg3Al12FeSi4(BO9)4,1.7581716734164512,0.2375752605165432,"[5.0, 6.0]",3.0,3.0,3.0,"Octahedron, Trigonal bipyramid","1a, 1b, 2c",2,6.0,Al,0.0,True
mp-1222261,Mg3Al8Fe(Si5O18)2,1.6962349523878777,0.2353830616672409,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Al,0.0,True
mp-1222338,LiTiAlO4,1.7330372855907856,0.3044622310177342,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Al,0.0,True
mp-1222471,Mg7TiAl6Si8(H4O19)2,1.5895321140171488,0.5043383906695698,[6.0],3.0,3.0,3.0,Octahedron,3d,1,6.0,Al,0.0,True
mp-1222571,LiAlSi3O8,1.7489403814453972,0.0578061969934155,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Al,0.0,True
mp-1222638,LiMg4Al(MoO4)6,1.3741862811211276,0.9847291604191392,[5.0],3.0,3.0,3.0,Trigonal bipyramid,1a,1,5.0,Al,0.0,True
mp-1222672,LiMgAl(MoO4)3,1.784215650847053,0.2003488359655463,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Al,0.0,True
mp-1222730,Na2Ca17Al12O36,1.726759058817264,0.1717670624382922,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1222897,Li2Al2CrSbO8,1.5150408135401112,0.6237836773528136,[6.0],3.0,3.0,3.0,Octahedron,"1a, 2b",1,6.0,Al,0.0,True
mp-1222901,Li2AlCr2SbO8,1.491706572205475,0.6721173331068337,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Al,0.0,True
mp-1222936,Li2AlGaSi2(H2O5)2,1.7317679115311222,0.1305724518803311,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True
mp-1222973,Mg2Al2SiH4O9,1.773735923552631,0.1707136164668868,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,4.0,Al,0.0,True
mp-1222973,Mg2Al2SiH4O9,1.773735923552631,0.1707136164668868,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron",1a,2,6.0,Al,0.0,True
mp-1223112,La3Al2Ga3SnO14,1.703567828718547,0.2486671415879842,[4.0],3.0,3.0,3.0,Tetrahedron,2d,1,4.0,Al,0.0,True
mp-1223152,LaMgAl11O19,1.7199137893588123,0.3012673614429011,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 6c, 2a",2,4.0,Al,0.0,True
mp-1223152,LaMgAl11O19,1.7199137893588123,0.3012673614429011,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2b, 6c, 2a",2,6.0,Al,0.0,True
mp-1223240,La5AlSi2O13,1.4145372442787734,1.2152733580317694,[4.0],3.0,3.0,3.0,Tetrahedron,"1a, 1b",1,4.0,Al,0.0,True
mp-1223316,KTi3AlO8,1.8387566812170848,0.1435073493505441,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True
mp-1223470,KNa7Al8(SiO4)8,1.867633255692154,-0.390536252472786,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Al,0.0,True
