material_id,chem_formula,R$_0$,B,Mo_chemenv,num_Mo_chemenvs,Mo_wyckoff,num_Mo_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mo_sites,num_CN_env,num_charge_states,MoX_coordn,MoO_coordn,mean_coordn_Mo-X,min_coordn_Mo-X,max_coordn_Mo-X,mean_coordn_Mo-O,min_coordn_Mo-O,max_coordn_Mo-O,mean_Mo_charge,min_Mo_charge,max_Mo_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_MoO_BondL
mp-1228013,Co8Cu7(MoO4)12,1.8657194966028496,0.1770804244686074,Tetrahedron,1,"2c, 1a, 1b",3,"[0.09701186073762501, 0.09669744093144901, 0.12388013522957202, 0.14438415025561702, 0.09306085464327901, 0.042560808295141, 0.07874767563731401, 0.056586490770607005]",0.0,0.09161617706257551,A7B8C12D48,1,2,2,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,5.5,5.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-Cu-Mo-O,0.0,-1.6201891476,0.0,4,Monoclinic,m,Pm,oxide,,,"Co, Cu, Mo",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8139853976733393
mp-1228052,Ba3Y2MoO9,1.9645261455583392,-1.1082067815197112,Octahedron,1,2j,1,[0.059644206426815005],0.0,0.059644206426815005,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mo-O-Y,0.0,-3.159680050000001,1.569,4,Orthorhombic,mmm,Immm,oxide,,Ba,"Y, Mo",,,B,O,,,,,B < -1,Negative B,1.9645190261977767
mp-1228195,Ba7Nb4MoO20,1.8070510096054508,0.0222053245796385,Tetrahedron,1,1b,1,[0.005476081984036],0.0,0.005476081984036,AB4C7D20,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mo-Nb-O,0.008759826093751,-3.137707041249999,2.6403,4,Trigonal,3m,P3m1,oxide,,Ba,"Nb, Mo",,,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.798107776762012
mp-1228205,Ba4CaMn2MoO12,1.959053550923252,1.8334205847544105,Octahedron,1,2a,1,[0.451297099200383],0.0,0.451297099200383,ABC2D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ca-Mn-Mo-O,0.017886993833325,-2.6781583037931043,0.0,5,Trigonal,3m,R3m,oxide,,"Ca, Ba","Mn, Mo",,,B,"C, O",,,,,B > 1,Positive B,1.9621617830038278
mp-1228336,Ba3Dy2MoO9,1.965701627814876,-1.9318154744911515,Octahedron,1,2j,1,[0.058579076298294],0.0,0.058579076298294,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Dy-Mo-O,0.0,-3.177327449555555,1.3959,4,Orthorhombic,mmm,Immm,oxide,,Ba,Mo,,,B,O,,,Dy,,B < -1,Negative B,1.965663097569841
mp-1228534,Bi13Mo6(AsO14)3,1.918175680976325,0.2689687444823874,no_data,1,no_data,1,no_data,0.0,no_data,A3B6C13D42,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,As-Bi-Mo-O,0.000203627148406,-1.830304102070313,2.5928,4,Monoclinic,m,Pc,oxide,,,Mo,,Bi,"B, As",O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8099832328551013
mp-1228549,Cs2Na8U8Mo5O44,2.0259710482758955,0.5928471601948827,"Tetrahedron, Octahedron",2,"4k, 1d",2,"[1.344976172925379, 0.23528082328211503]",0.0,0.7901284981037471,A2B5C8D8E44,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-Mo-Na-O-U,0.002730880453945,-2.86264720299022,1.8121,5,Orthorhombic,222,I222,oxide,"Na, Cs",,Mo,,,,"C, N, O",,,,U,"B $\in$ [0.5, 1]",Positive B,1.9731812815155128
mp-1228694,Ba6Nd3TiCu6(MoO12)2,1.926876137496252,0.8828399052588471,Octahedron,1,2i,1,[0.05125831915587101],0.0,0.05125831915587101,AB2C3D6E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Cu-Mo-Nd-O-Ti,0.022763228928569,-2.5199082018055563,0.0,6,Monoclinic,2/m,C2/m,oxide,,Ba,"Ti, Cu, Mo",,,B,"C, N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.9278168333535202
mp-1228731,Ba2Li3La3(MoO4)8,1.9648118452065275,0.3889861679350717,Tetrahedron,1,1a,1,"[0.21079303095003302, 0.250186421131803, 0.10988004622132001, 0.24213713220402802, 0.292936854115101, 0.13122931646226302, 0.21356819937582902, 0.137586662874211]",0.0,0.19853970791682352,A2B3C3D8E32,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-La-Li-Mo-O,0.020441723281249,-2.5505042111458343,2.509,5,Triclinic,1,P1,oxide,Li,Ba,Mo,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.8081344161840436
mp-1228739,Ba2Li3Y3(MoO4)8,1.9820082971653856,0.4245785534592065,Tetrahedron,1,1a,1,"[0.248567678399733, 0.16100028624631002, 0.22388014946554502, 0.18062211123075902, 0.177326857073518, 0.315511586684086, 0.33418408743482403, 0.32609256765329003]",0.0,0.24589816552350813,A2B3C3D8E32,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Li-Mo-O-Y,0.047419115963542,-2.530619855833334,2.2428,5,Triclinic,1,P1,oxide,Li,Ba,"Y, Mo",,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8109951355572271
mp-1229143,AgMoAsO6,1.9723807458309173,0.655359038176981,Octahedron,1,4a,1,[0.744839004902143],0.0,0.744839004902143,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ag-As-Mo-O,0.015702411805555,-1.545089119629629,2.019,4,Orthorhombic,222,P2_12_12_1,oxide,,,"Mo, Ag",,,As,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9920782307692342
mp-1229264,AgMo5P8O33,1.9242898307186933,0.3498646068807003,"Square pyramid, Octahedron",2,2a,1,"[0.321196143319501, 0.345816578772207, 0.32463373964386705, 0.347357010632632, 1.344435065297176]",0.0,0.5366877075330766,AB5C8D33,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ag-Mo-O-P,0.002849839202113,-2.3552361065704157,2.543,4,Monoclinic,m,Cc,oxide,,,"Mo, Ag",,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0200576651935616
mp-1233182,Sm2MgMo2(I4O15)2,1.930475074997428,0.224410994712144,Octahedron,1,1a,1,"[0.5970064379088981, 1.3626993950600501]",0.0,0.979852916484474,AB2C2D8E30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,I-Mg-Mo-O-Sm,0.022434885988357,-1.518817676860464,2.8017000000000003,5,Triclinic,1,P1,oxide,,Mg,Mo,,,,"O, S",I,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.003772812047054
mp-1233530,Sm2MgMo2(I4O15)2,1.9632030927853048,0.2419910262488249,Octahedron,1,1a,1,"[0.584580783344761, 1.202485057321233]",0.0,0.8935329203329969,AB2C2D8E30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,I-Mg-Mo-O-Sm,0.04653507808138,-1.494717484767441,2.7782,5,Triclinic,1,P1,oxide,,Mg,Mo,,,,"O, S",I,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.0136135250123037
mp-1233828,MgAg6Mo10O33,1.9713844012274897,0.4358896951111224,"Square pyramid, Octahedron, Trigonal bipyramid",3,1a,1,"[1.505722914471776, 1.8336345247622161, 1.339211447363795, 1.363797737793998, 0.783792440534813, 1.19236182642251, 1.627646067978876, 1.9183359799506121, 1.648934061810511, 1.745910730240845]",0.0,1.4959347731329953,AB6C10D33,3,3,2,"[6.0, 5.0, 6.0]","[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ag-Mg-Mo-O,0.046865040783331,-1.6768472504000012,1.277,4,Triclinic,1,P1,oxide,,Mg,"Mo, Ag",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0237799037091473
mp-1234022,MgAg6Mo10O33,1.9711278618757169,0.4084707545279446,no_data,1,no_data,1,no_data,0.0,no_data,AB6C10D33,3,3,2,"[6.0, 5.0, 6.0]","[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ag-Mg-Mo-O,0.045339832383333,-1.678372458799999,1.309999999999999,4,Triclinic,1,P1,oxide,,Mg,"Mo, Ag",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0183389716118776
mp-1234155,Sm2MgMo2(I4O15)2,1.950611941041808,0.2601991418632416,Octahedron,1,1a,1,"[1.030106059225909, 0.7209415440084631]",0.0,0.875523801617186,AB2C2D8E30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,I-Mg-Mo-O-Sm,0.043233700174405,-1.498018862674417,3.116,5,Triclinic,1,P1,oxide,,Mg,Mo,,,,"O, S",I,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.0103235698861086
mp-1235516,LiY5(MoO6)2,1.8764730351725327,0.4718147080479714,Octahedron,1,2g,1,[0.176019500718531],0.0,0.176019500718531,AB2C5D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mo-O-Y,0.043850441203128,-3.220934889666667,0.115599999999999,4,Monoclinic,2/m,C2/m,oxide,Li,,"Y, Mo",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.06960086872116
mp-1235612,LiSm4(Mo2O7)2,2.1647951518811825,-0.1285023785196566,Octahedron,1,1a,1,"[1.4335902971396821, 1.96435722646169, 1.4015357142527232, 1.5454733080434382]",0.0,1.5862391364743835,AB4C4D14,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Li-Mo-O-Sm,0.010095698850927,-2.826089506231884,1.536499999999999,4,Triclinic,1,P1,oxide,Li,,Mo,,,,"O, S",,,Sm,,"B $\in$ [-1, -0.1]",Negative B,2.0951783956670287
mp-1236208,LiSm4(Mo2O7)2,1.9396910821290347,0.3182002058449768,Octahedron,1,1a,1,"[1.5703597202567652, 1.115477027234409, 1.106806996430143, 1.121018549220354]",0.0,1.2284155732854178,AB4C4D14,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Li-Mo-O-Sm,0.0416875545031,-2.79449765057971,1.5385,4,Trigonal,3,R3,oxide,Li,,Mo,,,,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.111815958438088
mp-1239172,Mo5O14,1.940634659486267,0.225646796525275,"Octahedron, Pentagonal bipyramid",2,"4h, 8j",2,"[0.702919593356465, 1.035922666365127, 0.104325031598368, 0.7244559109432961, 0.15671106918278901, 0.5156224352685781]",0.0,0.5399927844524371,A5B14,2,3,2,"[6.0, 7.0, 6.0]","[6.0, 7.0, 6.0]",6.333333333333333,6.0,7.0,6.333333333333333,6.0,7.0,5.333333333333333,5.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mo-O,0.017613372330828,-1.923448484473683,0.0,2,Tetragonal,4/mmm,P4/mbm,oxide,,,Mo,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9659303889758086
mp-1272828,Sr2MnMoO6,1.946635906094776,0.3668109464889413,Octahedron,1,1a,1,"[0.165045028938918, 0.06555051860729301]",0.0,0.11529777377310552,ABC2D6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-Mo-O-Sr,0.035374457499999,-2.613435065293104,0.8079000000000001,4,Triclinic,1,P1,oxide,,Sr,"Mn, Mo",,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9801970985643234
mp-1279341,Sr2MnMoO6,1.96003395858972,0.1847336532079766,Octahedron,1,"1b, 1e",2,"[0.000320787269829, 0.07307731166294901]",0.0,0.036699049466389,ABC2D6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-Mo-O-Sr,0.024839112499999,-2.623970410293103,0.263199999999999,4,Tetragonal,4/m,P4/m,oxide,,Sr,"Mn, Mo",,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9772645246405443
mp-1280674,NaMn2Mo2H3O10,1.6210712302020216,-0.3834780935593387,Tetrahedron,1,2c,1,[0.09637401789454901],0.0,0.09637401789454901,AB2C2D3E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,H-Mn-Mo-Na-O,0.002595331666666,-1.897236427832854,2.4132,5,Monoclinic,2/m,C2/m,oxide,Na,,"Mn, Mo",,,,"H, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.7765154729536299
mp-1282190,Sr2VMoO6,1.961871225202811,0.1712316013499545,Octahedron,1,1a,1,"[0.023427980548545002, 0.053499150430686]",0.0,0.038463565489615506,ABC2D6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-Sr-V,0.010642213828127,-2.7550891125000003,0.3704,4,Orthorhombic,mm2,Fmm2,oxide,,Sr,"V, Mo",,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0083921216555503
mp-13187,Mg2Tl2(MoO4)3,1.8880258983395444,0.2291688192313066,Tetrahedron,1,12b,1,[0.080888208805479],0.0,0.080888208805479,A2B2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mg-Mo-O-Tl,0.0,-2.141617877192984,3.886199999999999,4,Cubic,23,P2_13,oxide,,Mg,Mo,,Tl,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7951578296475332
mp-1320145,LiFeMoClO4,1.8749121796196264,0.3429310290676097,Tetrahedron,1,1a,1,"[0.01592818860494, 0.005337731995667]",0.0,0.010632960300303501,ABCDE4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cl-Fe-Li-Mo-O,0.001664024374999,-1.955085697916667,2.7275,5,Monoclinic,m,Pm,perchlorate,Li,,"Fe, Mo",,,,"C, O","F, Cl",,,,"B $\in$ [0.1, 0.5]",Positive B,1.7988121240130859
mp-1347979,Ca2MoWO6,2.110048580866514,0.045889426804581,Octahedron,1,2a,1,[0.040932359321660006],0.0,0.040932359321660006,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mo-O-W,0.000563735500003,-2.6614614210000003,1.550599999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Mo, W",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1606172694541117
mp-1364847,Cs5Bi(MoO4)4,2.123538820371865,0.7872682986889833,Tetrahedron,1,1a,1,"[0.06478003227802201, 0.056010234764025, 0.056010234764020006, 0.064780032278033, 0.11684073773325201, 0.12028935522854001, 0.050809400733673, 0.05080940073367501]",0.0,0.07254117856415501,AB4C5D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Cs-Mo-O,0.008931170384614,-2.121792571664457,3.5996,4,Triclinic,1,P1,oxide,Cs,,Mo,,Bi,B,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.805551258817279
mp-1366540,Ca2TaMoO6,2.0103930412322315,0.207794215830101,Octahedron,1,2b,1,[0.20971597742753],0.0,0.20971597742753,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mo-O-Ta,0.0,-3.083761082733332,1.4283,4,Monoclinic,2/m,P2_1/m,oxide,,Ca,"Mo, Ta",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1566240208871803
mp-1367763,Mg2MoWO6,2.0678896387150454,0.0836170994444506,Octahedron,1,2a,1,[0.44331814663432506],0.0,0.44331814663432506,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mg-Mo-O-W,0.039015229749997,-2.409278667499999,2.3681,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,"Mo, W",,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1616880565719865
mp-1370909,Ca2SbMoO6,1.9952786887935403,0.2386709903337887,Octahedron,1,2b,1,[0.10517692319643301],0.0,0.10517692319643301,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Mo-O-Sb,0.020674067436166,-2.563670942499999,0.0,4,Monoclinic,2/m,P2_1/m,oxide,,Ca,Mo,,,Sb,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1632402678448854
mp-1376713,Ca3Mo2O7,2.0323264161347856,-0.001316385511061,Octahedron,1,4b,1,[0.05816491372287601],0.0,0.05816491372287601,A2B3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Mo-O,0.003965541666667,-2.7298524708333343,1.4979,3,Orthorhombic,mm2,Cmc2_1,oxide,,Ca,Mo,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.027040967244824
mp-1379411,YMoO3,2.1259580517377694,-0.0105343543870358,Octahedron,1,4b,1,[0.12253325857567501],0.0,0.12253325857567501,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Mo-O-Y,0.029569150593752,-2.8884390590000013,2.2163,3,Orthorhombic,mmm,Pnma,oxide,,,"Y, Mo",,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1161895413002676
mp-14029,AgMoPO6,1.961790580616824,0.6328686529815151,Octahedron,1,4e,1,"[0.573130374109963, 0.5264735286119601]",0.0,0.5498019513609615,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ag-Mo-O-P,0.0,-1.98110573542328,2.1219,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mo, Ag",,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9808155933036335
mp-14498,TlMo2(PO4)3,1.802959728742859,0.6121961085555269,Octahedron,1,8e,1,[0.14256295787005602],0.0,0.14256295787005602,AB2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mo-O-P-Tl,0.0,-2.385865752208995,0.8793000000000001,4,Orthorhombic,mmm,Pbcm,phosphate,,,Mo,,Tl,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0548152112008946
mp-14530,RbMo2(PO4)3,1.7997014867950412,0.6201863077274673,Octahedron,1,8e,1,[0.15427708442637802],0.0,0.15427708442637802,AB2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-P-Rb,0.009755042916661,-2.503606212023809,0.8925999999999991,4,Orthorhombic,mmm,Pbcm,phosphate,Rb,,Mo,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0550984432784634
mp-14748,La4Mo2O11,1.9068271822981504,0.6956465601350531,Octahedron,1,8g,1,[0.561022410759976],0.0,0.561022410759976,A2B4C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mo-O,0.011000952941161,-3.192806333529413,0.335399999999999,3,Tetragonal,4/m,P4_2/n,oxide,,,Mo,,,,O,,,La,,"B $\in$ [0.5, 1]",Positive B,2.0156540096098574
mp-14948,TbCu(MoO4)2,1.8532111859159628,0.1562387975914478,Tetrahedron,1,8c,1,"[0.04293498509838101, 0.06412807395047501]",0.0,0.05353152952442801,ABC2D8,1,2,2,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,5.5,5.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Mo-O-Tb,0.012346195312501,-2.279479599722222,1.9353999999999991,4,Orthorhombic,mmm,Pbca,oxide,,,"Cu, Mo",,,,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,1.8053488799888089
mp-14973,AgMo2P3O13,1.9010340878635588,0.5914542576394,Octahedron,1,4e,1,"[0.53262340947829, 0.50311371817601]",0.0,0.5178685638271501,AB2C3D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ag-Mo-O-P,0.005975142105277,-2.26242919858396,2.024299999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mo, Ag",,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0281558806928452
mp-15405,RbMo2P3O13,1.9121106965560604,0.480793851997369,Octahedron,1,2a,1,"[0.33877848774823904, 0.34992482710050504, 0.361637671277033, 0.36288994156568605]",0.0,0.3533077319228658,AB2C3D13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-P-Rb,0.0,-2.469273522048873,2.2787,4,Monoclinic,2,P2_1,oxide,Rb,,Mo,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.023664541712486
mp-1542758,SrMoO3,1.964943864365371,0.2562555422307443,Octahedron,1,"1g, 1a",2,"[0.0733742635925, 0.058979148277414004]",0.0,0.066176705934957,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mo-O-Sr,0.0,-2.596938715999999,1.3088,3,Monoclinic,2/m,C2/m,oxide,,Sr,Mo,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0691064119056457
mp-1542939,BaMo(PO4)2,1.7397805063766296,0.7784827361173947,Octahedron,1,1b,1,[0.266297468227825],0.0,0.266297468227825,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mo-O-P,0.0,-2.813069997440477,1.704199999999999,4,Triclinic,-1,P-1,phosphate,,Ba,Mo,,,B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.056471893633782
