material_id,chem_formula,R$_0$,B,Te_chemenv,num_Te_chemenvs,Te_wyckoff,num_Te_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Te_sites,num_CN_env,num_charge_states,TeX_coordn,TeO_coordn,mean_coordn_Te-X,min_coordn_Te-X,max_coordn_Te-X,mean_coordn_Te-O,min_coordn_Te-O,max_coordn_Te-O,mean_Te_charge,min_Te_charge,max_Te_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TeO_BondL
mp-647158,SrTeO3,2.1851778575699083,1.0703032585178889,Triangular non-coplanar,1,1a,1,"[1.37526010297931, 1.6592771799336452, 1.24450383542065, 1.336478180921411, 1.205555826275926, 1.041640940188449, 1.179442478333403, 0.512568081093945, 1.618598829027286, 0.518561651952775, 1.3353070287461462, 0.9847219558969491, 1.5552798616461811, 1.185384541287706, 0.541291762199479, 1.408260665039263, 0.9651822598666581, 1.569465436512644, 0.9873782516546921, 0.516650749727799, 1.009061025769668, 1.063420227923005, 0.9981284175088391, 1.023864594501297]",0.0,1.1181368285169635,ABC3,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,O-Sr-Te,0.006218151916667,-2.374807163083333,3.3579,3,Monoclinic,m,Cc,oxide,,Sr,,,,Te,"O, S",,,,,B > 1,Positive B,1.9297737016496201
mp-649107,ReTe7O7F32,1.9461684789926463,-0.0694211026206191,"See-saw, Octahedron",2,2i,1,"[1.99948925279518, 0.039285994183247006, 0.052204143673923, 0.080482810000243, 0.101939116632191, 0.064361718661884, 0.067966964017214]",0.0,0.3436757142805545,AB7C7D32,2,2,1,"[6.0, 4.0]","[1.0, 2.0]",5.0,4.0,6.0,1.5,1.0,2.0,5.71,5.71,5.71,2.0,2,2,"O2-, F-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA,F-O-Re-Te,0.027364648727816,-2.233607991046099,0.558999999999999,4,Triclinic,-1,P-1,fluoride,,,Re,,,Te,O,F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9330108699765747
mp-662523,SrTeO3,1.9237909739564585,0.10711034285911,Triangular non-coplanar,1,1a,1,"[0.527057275907036, 1.405594641279355, 0.9572323874611791, 1.607404107972304, 1.38029390693446, 1.409928718373854]",0.0,1.2145851729880315,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,O-Sr-Te,0.031557382666666,-2.349467932333334,3.174,3,Triclinic,1,P1,oxide,,Sr,,,,Te,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8943232255735478
mp-667421,SrTeO3,2.18574528764501,1.0781082716278156,Triangular non-coplanar,1,1a,1,"[1.337830633386518, 1.619372734193522, 1.205481921781421, 1.408651242624039, 1.149862254900622, 1.000758687401199, 1.181669676497994, 0.515530602978666, 1.591136920821854, 0.497166817428472, 1.356221039971141, 0.9612716834989611, 1.6438714163683699, 1.177193574889131, 0.49445612409263207, 1.382204486964139, 0.967518154038679, 1.5176197390688, 0.946459386461394, 0.523888740505384, 0.999889397518894, 1.024249126110908, 1.006021966942806, 1.043555069288242]",0.0,1.106328391572241,ABC3,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,O-Sr-Te,0.006554397499999,-2.374470917500001,3.4208,3,Triclinic,-1,P-1,oxide,,Sr,,,,Te,"O, S",,,,,B > 1,Positive B,1.9284813860129668
mp-667426,Bi2Te2O7,2.1346496569817,1.727852186707672,"See-saw, Triangular non-coplanar",2,8d,1,"[0.750475369145379, 2.417246015223918, 2.441545671165756, 0.7972313333171991]",0.0,1.601624597213063,A2B2C7,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-O-Te,0.0,-1.614522508371211,2.561199999999999,3,Orthorhombic,mmm,Pbcn,oxide,,,,,Bi,"B, Te",O,,,,,B > 1,Positive B,2.1561728466571255
mp-669353,Cs2TeO4,1.8701164092484464,0.1077697207343413,Tetrahedron,1,4c,1,[0.01647109451085],0.0,0.01647109451085,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-O-Te,0.0,-1.7969345708538582,2.846899999999999,3,Orthorhombic,mmm,Pnma,oxide,Cs,,,,,Te,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8259769284964387
mp-677490,Li4Nd3SbTeO12,1.9642336082434075,0.3948618054259004,Octahedron,1,1a,1,"[0.30474323988541, 0.293058554303528, 0.34690920323725105, 0.27816602812108704]",0.0,0.305719256386819,ABC3D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Li-Nd-O-Sb-Te,0.01210068321429,-2.727341062738094,3.007799999999999,5,Triclinic,1,P1,oxide,Li,,,,,"Sb, Te","N, O, S",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.9645400736734795
mp-680235,CsSbTe6(OF5)6,1.8985911946907947,0.0930500135729475,Octahedron,1,8g,1,"[0.150468923361242, 0.19932678995350803, 0.11628454460942801]",0.0,0.155360085974726,ABC6D6E30,1,1,1,[6.0],[1.0],6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,Cs-F-O-Sb-Te,0.007466762670452,-2.28634875163989,2.6359,5,Tetragonal,4/m,P4_2/n,fluoride,Cs,,,,,"Sb, Te","C, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.88426335052453
mp-680388,ZnCuTeCl2O3,1.955636048237101,0.0647599546489363,Triangular non-coplanar,1,8e,1,[3.398230176866416],0.0,3.398230176866416,ABCD2E3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Cl-Cu-O-Te-Zn,0.009065562734374,-1.372635439270833,9.9999999999989e-05,5,Orthorhombic,mmm,Pccn,oxide,,,"Cu, Zn",,,Te,"C, O",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9371733473675654
mp-680711,Ca4Te5O14,2.0348683602665703,0.7932453856137031,"See-saw, Square pyramid, Triangular non-coplanar",3,8c,1,"[0.633040129955831, 1.230102927990899, 1.53930547143803, 2.048212530204341, 3.236703676287258]",0.0,1.737472947175272,A4B5C14,3,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-O-Te,0.004682305717393,-2.2974872332971,2.9383999999999992,3,Orthorhombic,mmm,Pbca,oxide,,Ca,,,,Te,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0535193044670854
mp-683957,Nd4CuTe5(ClO5)3,2.139531407082582,0.9173816020835476,"See-saw, Triangular non-coplanar",2,2c,1,"[4.008830723807797, 2.534339608606325, 2.110799131986071, 2.368908847738997, 2.944877837328595]",0.0,2.793551229893557,AB3C4D5E15,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cl-Cu-Nd-O-Te,0.0,-2.381395428869046,1.4914,5,Monoclinic,2,C2,hypochlorite,,,Cu,,,Te,"C, N, O",Cl,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.0078868201771622
mp-683967,Cd7Te7Cl8O17,2.050977589961439,0.5754838902650831,"See-saw, Square pyramid",2,4a,1,"[3.302562608567677, 2.583400571626741, 4.025254732966274, 2.585525025562687, 2.624647364067576, 5.401433160734113, 2.158568417371335]",0.143,3.240198840128057,A7B7C8D17,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Cd-Cl-O-Te,0.0,-1.509771366709401,3.4292,4,Orthorhombic,mm2,Pca2_1,oxide,,,Cd,,,Te,"C, O",Cl,,,,"B $\in$ [0.5, 1]",Positive B,2.099178694248646
mp-684006,Ag3TeIO4,1.9793429039599493,0.5636533420564017,Octahedron,1,4e,1,"[0.8798324415423421, 0.89983361030145, 0.8979994020489601]",0.0,0.892555151297584,ABC3D4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ag-I-O-Te,0.006436502777776,-0.8476599496296281,0.6233000000000001,4,Monoclinic,2/m,P2_1/c,periodate,,,Ag,,,Te,O,I,,,,"B $\in$ [0.5, 1]",Positive B,1.9813712175672782
mp-684017,Y2Te4O11,2.0268449453336834,0.8794686476860395,See-saw,1,4f,1,"[3.008185548232116, 1.7753540692310121]",0.0,2.391769808731564,A2B4C11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,O-Te-Y,0.002652926129273,-2.28645144009804,3.270199999999999,3,Monoclinic,2/m,C2/c,oxide,,,Y,,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0382227743696366
mp-690979,Li9Nd6Sb3TeO24,1.9644767406740045,0.4996968454061024,Octahedron,1,1a,1,"[0.18438965656046902, 0.242519687269228]",0.0,0.21345467191484851,AB3C6D9E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Li-Nd-O-Sb-Te,0.021311449186063,-2.725992318294574,3.261799999999999,5,Triclinic,1,P1,oxide,Li,,,,,"Sb, Te","N, O, S",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.964838436637928
mp-695434,Li7Zr3Nb(TeO6)4,1.947263455685857,0.5360402171198255,Octahedron,1,1a,1,"[0.15455110930093602, 0.079852100227777, 0.076197504994044, 0.07764600809824, 0.07823292028707801, 0.078804016295901, 0.14525133153581102, 0.279054744927815]",0.0,0.12119871695845026,AB3C4D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Li-Nb-O-Te-Zr,0.016732509427655,-2.429331326923077,1.9009,5,Triclinic,1,P1,oxide,Li,,"Zr, Nb",,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9473381910987264
mp-696485,Na2TeHSO5F3,1.913951322628036,0.7851416015418418,Square pyramid,1,4e,1,[2.9394336130500722],0.0,2.9394336130500722,ABCD2E3F5,1,1,1,[5.0],[2.0],5.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-H-Na-O-S-Te,0.016500915256416,-2.141167207167329,3.4852,6,Monoclinic,2/m,P2_1/c,fluoride,Na,,,,,Te,"H, N, O, S",F,,,,"B $\in$ [0.5, 1]",Positive B,2.17316720637403
mp-698479,RbTeHOF4,1.929495278060315,-0.0063677451800388,Square pyramid,1,2a,1,"[0.738498147331716, 0.573033599498886]",0.0,0.655765873415301,ABCDE4,1,1,1,[5.0],[1.0],5.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-H-O-Rb-Te,0.0,-2.378894717864583,4.8825,5,Monoclinic,m,Cc,fluoride,Rb,,,,,Te,"H, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9282314242432381
mp-704879,Ni5Te4(BrO6)2,2.0178634845342094,0.3767432115264018,Triangular non-coplanar,1,4f,1,"[1.395851886188714, 1.995562441145113]",0.0,1.6957071636669134,A2B4C5D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Br-Ni-O-Te,0.0,-1.33437666789855,0.0,4,Monoclinic,2/m,C2/c,hypobromite,,,Ni,,,"B, Te","N, O",Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9103136706438415
mp-706599,Sr6Te6O17,1.8822369984823613,-0.0700455596844367,"Angular, Triangular non-coplanar",2,4f,1,"[1.6883136872208, 1.043649266924338, 1.791292586555235, 0.6012496945843551, 1.363481378302439, 1.157603249201161]",0.0,1.274264977131388,A6B6C17,2,2,1,"[2.0, 3.0]","[2.0, 3.0]",2.5,2.0,3.0,2.5,2.0,3.0,3.67,3.67,3.67,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,O-Sr-Te,0.042326242519156,-2.328850911982758,1.782499999999999,3,Monoclinic,2/m,C2/c,oxide,,Sr,,,,Te,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.8994494486782803
mp-707406,Rb6Te3P6(H13O20)2,1.9599778045660847,-0.0028894408284478,Octahedron,1,"1a, 1g, 1f",3,"[0.07275293968240401, 0.051913183589970005, 0.067496835609666]",0.0,0.06405431962734667,A3B6C6D26E40,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,H-O-P-Rb-Te,0.022587584238698,-1.808001570930334,3.5459,5,Triclinic,-1,P-1,oxide,Rb,,,,,Te,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9599654080865037
mp-710168,Te2Pb3(ClO3)2,1.999049337132925,0.518649576978919,"Square non-coplanar, Triangular non-coplanar",2,1a,1,"[0.273915635075599, 2.11072486870644, 1.7555682629918632, 0.24677629754882802]",0.0,1.0967462660806826,A2B2C3D6,2,2,1,"[4.0, 4.0]","[3.0, 4.0]",4.0,4.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.5,1,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Cl-O-Pb-Te,0.018165371153846,-1.569157185641025,2.5868,4,Triclinic,1,P1,chlorate,,,,,Pb,Te,"C, O, P",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.9825738741992411
mp-720494,K4TeP4(HO2)10,1.95823346839254,0.0463579750352958,Octahedron,1,2a,1,[0.023983403928018003],0.0,0.023983403928018003,AB4C4D10E20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,H-K-O-P-Te,0.034167564059833,-1.998221085172771,3.585699999999999,5,Monoclinic,2/m,C2/c,oxide,K,,,,,Te,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9592548860334442
mp-720921,Na2Te2H4O7,2.0897798414025743,0.67917805666756,See-saw,1,2i,1,"[2.308191363598974, 1.712728104471323]",0.0,2.010459734035148,A2B2C4D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,H-Na-O-Te,0.0,-1.561908556739463,3.7367,4,Triclinic,-1,P-1,oxide,Na,,,,,Te,"H, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.037223788851735
mp-723043,K2TeH6SeO10,1.9600488913878096,0.0745135321443104,Octahedron,1,2c,1,[0.008069107429778],0.0,0.008069107429778,ABC2D6E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,H-K-O-Se-Te,0.0,-1.494657953300521,3.4641,5,Monoclinic,2/m,C2/c,oxide,K,,,,,Te,"H, O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.960519072444802
mp-723466,Na2TeW2O9,2.0852607052737127,0.497741390729814,"See-saw, Triangular non-coplanar",2,2a,1,"[1.415712782512994, 4.304573037344225, 3.163373787311863, 0.9731914458488311]",0.0,2.4642127632544786,AB2C2D9,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Na-O-Te-W,0.001719942366078,-2.072926606923234,2.6950000000000003,4,Monoclinic,m,Cc,oxide,Na,,W,,,Te,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0245785449071705
mp-728623,Gd2Te4O11,2.0609961136593102,0.8956670559117883,"See-saw, Triangular non-coplanar",2,1a,1,"[1.020510319880317, 0.8489979893745501, 1.00473120511871, 1.150746896800421, 2.197147404017244, 1.7305201414508282, 1.8062569818107899, 1.61627281864014]",0.0,1.421897969636625,A2B4C11,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Gd-O-Te,0.022300094411764,-2.257431406862744,2.448299999999999,3,Triclinic,1,P1,oxide,,,,,,Te,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.0725487566815883
mp-729272,Tm2Te5O13,2.0564708741700577,0.7593346256382318,"See-saw, Triangular non-coplanar",2,1a,1,"[0.556691044182503, 3.4850831063993493, 4.917885867550742, 0.9871290478922351, 3.166881833912543, 3.88422778813151, 1.103916218267195, 2.04891780285419, 3.352655751395991, 4.381779927928948]",0.0,2.7885168388515202,A2B5C13,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,O-Te-Tm,0.047938552250001,-2.157480264666667,2.8923,3,Triclinic,1,P1,oxide,,,,,,Te,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.015813004069614
mp-729275,Dy2Te4O11,2.0472972119043336,0.7273230800117366,"See-saw, Triangular non-coplanar",2,1a,1,"[3.127134548531701, 2.842624495219673, 1.012350353229063, 0.9061655136355, 1.759230166306581, 1.234381389530821, 1.866474653096112, 1.9068819814538671]",0.0,1.8319053876254148,A2B4C11,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-Te,0.040865275992648,-2.268818312647058,3.056,3,Triclinic,1,P1,oxide,,,,,,Te,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.0368661547670084
mp-743878,Fe2Te4H3ClO12,1.9579685163352991,0.1031453880718659,"See-saw, Triangular non-coplanar",2,2i,1,"[3.186927594595563, 1.799973135296221]",0.0,2.493450364945892,AB2C3D4E12,2,1,1,[4.0],[3.0],4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Cl-Fe-H-O-Te,0.0,-1.482956905473484,1.5179,5,Triclinic,-1,P-1,hypochlorite,,,Fe,,,Te,"H, C, O","F, Cl",,,,"B $\in$ [0.1, 0.5]",Positive B,1.9357353094935208
mp-752526,Lu2TeO6,1.9189330815685488,0.2638080630692087,Octahedron,1,4a,1,[0.834528948007615],0.0,0.834528948007615,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Te,0.007519087870355,-3.054852358796287,3.277,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,Te,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,1.9194348533934207
mp-752611,LiNbTe2WO12,1.93589856482774,0.3420194042165466,Octahedron,1,1a,1,"[0.107095407513157, 0.052738099756058004]",0.0,0.07991675363460751,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Nb-O-Te-W,0.023753456848738,-1.9914027056862744,1.9943,5,Triclinic,1,P1,oxide,Li,,"Nb, W",,,Te,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9363762019803632
mp-753426,Li4Ti3Co3(TeO8)2,1.5585922193346446,1.3786335374905396,Octahedron,1,1a,1,"[1.82653585122305, 0.33835243066714005]",0.0,1.0824441409450951,A2B3C3D4E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Li-O-Te-Ti,0.03880675205357,-2.296384598095239,1.1118,5,Monoclinic,m,Cm,oxide,Li,,"Ti, Co",,,Te,"C, O",,,,,B > 1,Positive B,2.1246230440925853
mp-754249,Li3ZrNb(TeO6)2,1.9474415191671213,0.6054556233624384,Octahedron,1,1a,1,"[0.10116983242589601, 0.111257975538308]",0.0,0.10621390398210201,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Li-Nb-O-Te-Zr,0.021247231193609,-2.358603034385964,2.0336,5,Triclinic,1,P1,oxide,Li,,"Zr, Nb",,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9482782616093288
mp-754339,LiSbTe2WO12,1.940048230940666,0.153069248770012,Octahedron,1,1a,1,"[0.07754700037310301, 0.073024455577346]",0.0,0.07528572797522451,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-O-Sb-Te-W,0.040831310318626,-1.729649354509804,1.9194,5,Triclinic,1,P1,oxide,Li,,W,,,"Sb, Te","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9407840553592826
mp-754519,LiNb(TeO4)3,1.952999127615675,0.6338468367675842,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Li-Nb-O-Te,0.019976008245799,-1.7953732219607832,1.551199999999999,4,Triclinic,1,P1,oxide,Li,,Nb,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9536577832046145
mp-754751,Li3Nb3TeO12,1.9567129616735213,-1.1818938181062228,Octahedron,1,1a,1,[0.118286202771487],0.0,0.118286202771487,AB3C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Li-Nb-O-Te,0.018303648552622,-2.58256490245614,2.0597,4,Triclinic,1,P1,oxide,Li,,Nb,,,Te,"N, O",,,,,B < -1,Negative B,1.9564674636800978
mp-754967,BaTeO4,1.950940325197984,0.6277421263588239,Octahedron,1,4c,1,[1.3708716122714701],0.0,1.3708716122714701,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ba-O-Te,0.0,-2.25012785236111,2.1894,3,Orthorhombic,mmm,Pbcn,oxide,,Ba,,,,"B, Te",O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9440981149534309
mp-755674,Li4V(TeO4)3,1.9800862236780208,0.9113471874605152,Octahedron,1,"1d, 1b, 1c",3,"[0.25885649684781803, 0.523411011383698, 1.398330406207619]",0.0,0.7268659714797115,AB3C4D12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-O-Te-V,0.036780915499989,-1.930729713666667,1.002299999999999,4,Monoclinic,2,P2,oxide,Li,,V,,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0735023711976948
mp-755720,Li4Fe(TeO4)3,2.0047503991932207,0.2945445475013442,Octahedron,1,"1d, 1b, 1c",3,"[0.8392675319514291, 0.393300541930907, 0.37300877680100103]",0.0,0.5351922835611124,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Li-O-Te,0.041647575874999,-1.804134432666666,0.0,4,Monoclinic,2,P2,oxide,Li,,Fe,,,Te,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0063923849809093
mp-755844,NiTe(PO4)2,2.0428366176695145,0.3791874272336908,Octahedron,1,1a,1,"[4.438709351103993, 4.426173695542355, 4.44114510480047, 4.425526020375833]",0.0,4.432888542955663,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ni-O-P-Te,0.049503621979162,-2.120725190704366,2.9758,4,Monoclinic,2/m,P2_1/m,phosphate,,,Ni,,,Te,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1977856525775135
mp-755913,Li4FeSb(TeO6)2,1.9581018479907268,0.611061380231557,Octahedron,1,1a,1,"[0.172823234210837, 0.16192413514981002]",0.0,0.16737368468032351,ABC2D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Li-O-Sb-Te,0.040168513187497,-1.881812168833333,1.7911,5,Triclinic,1,P1,oxide,Li,,Fe,,,"Sb, Te","O, S",F,,,,"B $\in$ [0.5, 1]",Positive B,1.9592577996456606
