material_id,chem_formula,R$_0$,B,Ge_chemenv,num_Ge_chemenvs,Ge_wyckoff,num_Ge_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ge_sites,num_CN_env,num_charge_states,mean_coordn_Ge-X,min_coordn_Ge-X,max_coordn_Ge-X,mean_coordn_Ge-O,min_coordn_Ge-O,max_coordn_Ge-O,mean_Ge_charge,min_Ge_charge,max_Ge_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GeO_BondL,GeX_coordn,GeO_coordn
mp-1043166,ZnNi(GeO3)2,1.7834223820814523,0.3004325957390463,Tetrahedron,1,4f,1,[0.18243441158945312],0.0,0.1824344115894531,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Ni-O-Zn,0.0436450825000012,-1.871812322,2.2656,4,Monoclinic,2/m,C2/c,oxide,,,"Ni, Zn",,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.784633639338763,[4.0],[4.0]
mp-1043170,CaCo(GeO3)2,1.788203576612506,0.8072929609945436,"Trigonal bipyramid, Tetrahedron",2,4e,1,"[0.39784850833374874, 0.831403989570017]",0.0,0.6146262489518829,ABC2D6,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ge-O,0.0209516719999998,-2.2628122980000014,1.935,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Co,,,Ge,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.843307159421896,"[4.0, 5.0]","[4.0, 5.0]"
mp-1043189,MgCo(GeO3)2,1.7873297253266884,0.4222789518959962,Tetrahedron,1,4f,1,[0.19284342459115292],0.0,0.1928434245911529,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Ge-Mg-O,0.0147455675000003,-2.1685560735,1.6486000000000005,4,Monoclinic,2/m,C2/c,oxide,,Mg,Co,,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7897161554622425,[4.0],[4.0]
mp-1043196,ZnCo(GeO3)2,1.7784306553264764,0.261463390880659,Tetrahedron,1,4i,1,"[0.15998689770512298, 0.16575523414752083]",0.0,0.1628710659263219,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Ge-O-Zn,0.0380357157499942,-1.87514744975,1.6158,4,Monoclinic,2/m,C2/c,oxide,,,"Co, Zn",,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7785932295068667,[4.0],[4.0]
mp-1043203,CaCo(GeO3)2,1.782819722749012,0.3303839190250064,Tetrahedron,1,1a,1,"[0.3929463466327894, 0.39537935149593173, 0.393209829399167, 0.38470950439915186]",0.0,0.39156125798176,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Co-Ge-O,0.0064771587499974,-2.2786724470000004,1.935,4,Monoclinic,2/m,C2/c,oxide,,Ca,Co,,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7855833376964905,[4.0],[4.0]
mp-1043213,MgV(GeO3)2,1.7919551436715924,0.4429241463675725,Tetrahedron,1,4f,1,[0.15954645909179382],0.0,0.1595464590917938,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mg-O-V,0.0470388380625017,-2.3521329554999992,0.0575000000000001,4,Monoclinic,2/m,C2/c,oxide,,Mg,V,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7941369714016209,[4.0],[4.0]
mp-1043243,MgNi(GeO3)2,1.7822525976668058,0.3901235988678005,Tetrahedron,1,4e,1,"[0.3115662133382016, 0.7072394451010645]",0.0,0.5094028292196331,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mg-Ni-O,0.0259451440000022,-2.159630736,2.5052,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Ni,,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.779350215515628,[4.0],[4.0]
mp-1043305,ZnNi(GeO3)2,1.7774300610260254,0.2409190585703171,Tetrahedron,1,4e,1,"[0.3073311070592811, 0.5707755219523926]",0.0,0.4390533145058368,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Ni-O-Zn,0.0451046895000004,-1.870352715,2.1606,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Zn",,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7763503191567334,[4.0],[4.0]
mp-1043317,ZnCo(GeO3)2,1.7768191415014036,0.230058759598652,Tetrahedron,1,4e,1,"[0.2984084243908066, 0.549532633175761]",0.0,0.4239705287832838,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Ge-O-Zn,0.0379151324999949,-1.875268032999999,1.5351,4,Monoclinic,2/m,P2_1/c,oxide,,,"Co, Zn",,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7757680541996872,[4.0],[4.0]
mp-1043355,CaV(GeO3)2,1.792130055324709,0.4129180084375175,Tetrahedron,1,4e,1,"[0.36122786025844544, 0.924058109414737]",0.0,0.6426429848365912,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Ge-O-V,0.0166791130041641,-2.4686097560000007,0.3807,4,Monoclinic,2/m,C2/c,oxide,,Ca,V,,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7884054720134503,[4.0],[4.0]
mp-1043433,CaV(GeO3)2,1.7921299290250725,0.4129238630008464,Tetrahedron,1,4e,1,"[0.36122523672401996, 0.9240480238971206]",0.0,0.6426366303105703,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Ge-O-V,0.0463029182291663,-2.444990871499999,0.4376999999999995,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,V,,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.788405018299028,[4.0],[4.0]
mp-1043445,MnZn(GeO3)2,1.7775553555010766,0.2439443349070519,Tetrahedron,1,2i,1,"[0.14868648531491335, 0.15462661451249624, 0.15351588427809046, 0.14908907967653343]",0.0,0.1514795159455083,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-O-Zn,0.0314100897500004,-2.046700170043104,1.2945,4,Monoclinic,-1,C2/c,oxide,,,"Mn, Zn",,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7777071741983508,[4.0],[4.0]
mp-1043454,MgMn(GeO3)2,1.7897336924661715,0.4627890655487201,Tetrahedron,1,4f,1,[0.16958291942616913],0.0,0.1695829194261691,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mg-Mn-O,0.0210041690000046,-2.327224566293104,1.3796,4,Monoclinic,2/m,C2/c,oxide,,Mg,Mn,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.791930609852686,[4.0],[4.0]
mp-1043484,CaMn(GeO3)2,1.788379806121382,0.3992130672697898,Tetrahedron,1,4f,1,[0.33592596727213275],0.0,0.3359259672721327,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Ge-Mn-O,0.0,-2.445306143793104,1.6037000000000003,4,Monoclinic,2/m,C2/c,oxide,,Ca,Mn,,,Ge,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7875702878498712,[4.0],[4.0]
mp-1043493,MgFe(GeO3)2,1.7880114005088372,0.4368754893385411,Tetrahedron,1,8f,1,[0.18980328266824212],0.0,0.1898032826682421,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-Mg-O,0.0152884210000037,-2.2294628762499995,1.3822,4,Monoclinic,2/m,C2/c,oxide,,Mg,Fe,,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7906096227199129,[4.0],[4.0]
mp-1043513,CaFe(GeO3)2,1.7856645285984876,0.382404119430161,Tetrahedron,1,8f,1,[0.37133542679735054],0.0,0.3713354267973505,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Ge-O,0.0,-2.342413029,1.6032000000000002,4,Monoclinic,-1,C2/c,oxide,,Ca,Fe,,,Ge,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7838378871297111,[4.0],[4.0]
mp-1043530,MgFe(GeO3)2,1.7826681343468114,0.402502931165886,Tetrahedron,1,4e,1,"[0.3235636778898097, 0.6967685220751235]",0.0,0.5101660999824666,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-Mg-O,0.0194105817500043,-2.225340715499999,1.5062000000000002,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Fe,,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7820777662390257,[4.0],[4.0]
mp-1043588,ZnFe(GeO3)2,1.781068126763603,0.1921645334518384,Tetrahedron,1,4f,1,"[0.18521207574974285, 0.18651141559663625]",0.0,0.1858617456731895,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-O-Zn,0.0384917179999977,-1.9361411037500005,1.2894,4,Monoclinic,-1,C2/c,oxide,,,"Fe, Zn",,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.781527030484186,[4.0],[4.0]
mp-1043811,ZnFe(GeO3)2,1.78273003914268,0.276218947952873,Tetrahedron,1,4e,1,"[0.30278704772461407, 0.5255162232857421]",0.0,0.4141516355051781,ABC2D6,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-O-Zn,0.0402627287499983,-1.934370093,1.089,4,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Zn",,,Ge,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7818551649977468,[4.0],[4.0]
mp-1043877,CaFe(GeO3)2,1.792301536959147,0.8851542568060988,"Trigonal bipyramid, Tetrahedron",2,4e,1,"[0.3140371870618726, 0.9088932497666476]",0.0,0.6114652184142602,ABC2D6,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Fe-Ge-O,0.0200106335,-2.3189129587500004,1.7226000000000004,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Fe,,,Ge,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,1.8492777576940096,"[4.0, 5.0]","[4.0, 5.0]"
mp-1043952,CaMn(GeO3)2,1.79410988285365,1.1084369403255825,"Trigonal bipyramid, Tetrahedron",2,4e,1,"[0.3115634710385554, 1.4850190056023271]",0.0,0.8982912383204413,ABC2D6,2,2,1,4.5,4.0,5.0,4.5,4.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ca-Ge-Mn-O,0.0283208909999936,-2.416985252793104,1.3917000000000002,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Mn,,,Ge,"C, O",,,,,B > 1,Positive B,1.861811504941908,"[4.0, 5.0]","[4.0, 5.0]"
