material_id,chem_formula,R$_0$,B,Cu_chemenv,num_Cu_chemenvs,Cu_wyckoff,num_Cu_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Cu_sites,num_CN_env,num_charge_states,CuX_coordn,CuO_coordn,mean_coordn_Cu-X,min_coordn_Cu-X,max_coordn_Cu-X,mean_coordn_Cu-O,min_coordn_Cu-O,max_coordn_Cu-O,mean_Cu_charge,min_Cu_charge,max_Cu_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CuO_BondL
mp-1218732,Sr7Cu2HgBiSbO15,1.3734611588762518,0.6254484724317427,Octahedron,1,2f,1,"[0.991768273403663, 1.419548395310483]",0.0,1.205658334357073,ABCD2E7F15,1,2,1,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.5,1,2,"O2-, O-","Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Cu-Hg-O-Sb-Sr,0.016575280462964,-2.332822416018518,0.0,6,Orthorhombic,mmm,Pmma,oxide,,Sr,"Cu, Hg",,Bi,"B, Sb","H, C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.243345422456465
mp-1218734,Sr4CaYCu6(PbO4)4,1.77156388210568,0.2537294075130346,"Square pyramid, Linear",2,"1h, 2i, 1b",3,"[7.329809815901944e-28, 1.165453269293522, 9.849713298984862e-28, 1.15247823481443]",0.0,0.579482876026988,ABC4D4E6F16,2,3,2,"[2.0, 2.0, 5.0]","[2.0, 2.0, 5.0]",3.0,2.0,5.0,3.0,2.0,5.0,1.6666666666666667,1.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-Cu-O-Pb-Sr-Y,0.022489067430005,-1.9912626243749991,0.0,6,Triclinic,-1,P-1,oxide,,"Ca, Sr","Cu, Y",,Pb,,"C, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9263260619298976
mp-1218736,Sr6Ce2Y4Fe3(CuO8)3,2.276682415176613,-0.2754420884471231,Square pyramid,1,1a,1,"[0.942737483526455, 1.5294246278022472, 1.449310051625949]",0.0,1.3071573876515503,A2B3C3D4E6F24,1,2,1,"[5.0, 5.0]","[5.0, 5.0]",5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.5,1,2,"O-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Cu-Fe-O-Sr-Y,0.039597596369044,-2.833792292380953,0.0,6,Tetragonal,4mm,P4mm,oxide,,Sr,"Fe, Cu, Y",,,,"C, O, S",F,,Ce,,"B $\in$ [-1, -0.1]",Negative B,1.9834117833011666
mp-1218738,Sr6Ca4Cu17O29,1.8740589184480008,0.0593850571347307,Square plane,1,"1d, 2i, 2h, 4j",4,"[0.033390639474032, 0.093518316651594, 0.7646700280884631, 0.23671940606750602, 0.8081699121362941, 0.10102041242305301, 0.492206788451067]",0.0,0.36138507189885843,A4B6C17D29,1,3,1,"[4.0, 4.0, 4.0]","[4.0, 4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.6666666666666667,1,2,"O2-, O-","Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Cu-O-Sr,0.025722224285713,-1.609917957142857,0.0,4,Monoclinic,2/m,C2/m,oxide,,"Ca, Sr",Cu,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9270725618156714
mp-1218745,Sr4CuIr2O9,1.8122910939141668,0.3332744552255569,"Square plane, Trigonal prism",2,1a,1,"[1.705462545942059, 0.665415585922986, 1.65798760446053]",0.0,1.342955245441858,AB2C4D9,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Cu-Ir-O-Sr,0.0,-2.200795143229166,0.2241,4,Triclinic,1,P1,oxide,,Sr,"Cu, Ir",,,,"C, O, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0435271367700003
mp-1218785,Sr8Ca3NdTl2Cu8(PbO14)2,1.9871396654335751,0.0818464538327985,Square pyramid,1,"4n, 4m",2,"[0.9293421833656831, 1.094948755813515]",0.0,1.012145469589599,AB2C2D3E8F8G28,1,2,2,"[5.0, 5.0]","[5.0, 5.0]",5.0,5.0,5.0,5.0,5.0,5.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-Cu-Nd-O-Pb-Sr-Tl,0.021801121971158,-2.122127271618589,0.0,7,Orthorhombic,mmm,Fmmm,oxide,,"Ca, Sr",Cu,,"Tl, Pb",,"C, N, O, P, S",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9910324734932285
mp-1218827,Sr9Nd3Cu12(PbO4)8,1.7772860437510647,0.2972208937118085,"Square pyramid, Linear",2,2i,1,"[1.084986287492114, 1.154506004251178, 1.076930659018924, 1.010297411382165, 3.0691735919528754e-05, 8.494360556019666e-06]",0.0,0.7211265913734762,A3B8C9D12E32,2,3,2,"[2.0, 2.0, 5.0]","[2.0, 2.0, 5.0]",3.0,2.0,5.0,3.0,2.0,5.0,1.6666666666666667,1.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-Nd-O-Pb-Sr,0.030882154179689,-1.839380670234375,0.0,5,Monoclinic,2/m,C2/m,oxide,,Sr,Cu,,Pb,,"C, N, O, P, S",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.9279618465838624
mp-1218854,Sr2CeYCu2RuO10,0.6463326550448573,1.5072646205982068,Square pyramid,1,1a,1,"[0.998364935609192, 1.035051334575547]",0.0,1.0167081350923695,ABCD2E2F10,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Cu-O-Ru-Sr-Y,0.042660977647056,-2.544132465882352,0.0,6,Tetragonal,4mm,I4mm,oxide,,Sr,"Cu, Y, Ru",,,,"C, O, S",,,Ce,,B > 1,Positive B,1.9960038161038547
mp-1218869,Sr2Cu2RuPb2ClO8,0.0231023802362369,2.1679574476683703,Square pyramid,1,2c,1,[0.583928400337222],0.0,0.583928400337222,ABC2D2E2F8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cl-Cu-O-Pb-Ru-Sr,0.038130597536274,-1.783277872499999,0.0,6,Orthorhombic,mm2,Amm2,hypochlorite,,Sr,"Cu, Ru",,Pb,,"C, O, P, S",Cl,,,,B > 1,Positive B,2.0108446041113277
mp-1218870,Sr4CaYCu4Bi2(PbO8)2,0.955193614712919,1.000831815422791,Square pyramid,1,4g,1,"[1.6612867168459222, 1.292249271899201]",0.0,1.4767679943725616,ABC2D2E4F4G16,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.75,1.75,1.75,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Ca-Cu-O-Pb-Sr-Y,0.017585475609368,-2.147951237999999,0.0,7,Monoclinic,2/m,P2/c,oxide,,"Ca, Sr","Cu, Y",,"Pb, Bi",B,"C, O, P, S",,,,,B > 1,Positive B,2.02080698693444
mp-1218877,Sr2CePrCu3(PbO5)2,1.813719616372677,0.2818761257534292,"Square pyramid, Linear",2,1a,1,"[1.028191872720591, 1.108633638619324, 0.00011245724970200001]",0.0,0.7123126561965392,ABC2D2E3F10,2,2,1,"[2.0, 5.0]","[2.0, 5.0]",3.5,2.0,5.0,3.5,2.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ce-Cu-O-Pb-Pr-Sr,0.017609217796051,-2.330169242192983,0.0,6,Triclinic,1,P1,oxide,,Sr,Cu,,Pb,,"C, O, P, S",,,"Ce, Pr",,"B $\in$ [0.1, 0.5]",Positive B,1.9956811832859758
mp-1218930,Sr2CaCu2(BiO4)2,0.4221205925487221,1.7875801282357249,Square plane,1,4d,1,[0.029918801003877],0.0,0.029918801003877,AB2C2D2E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Ca-Cu-O-Sr,0.039395298888888,-2.074565263333333,0.0,5,Orthorhombic,mm2,Ccc2,oxide,,"Ca, Sr",Cu,,Bi,B,"C, O, S",,,,,B > 1,Positive B,2.0854191848429635
mp-1219316,Sm2Ti12(CuO4)9,1.9830003367723044,-0.013810323005894,"Octahedron, Square pyramid",2,"3e, 6g",2,"[5.905073757779856, 7.131308657405022]",1.0,6.518191207592439,A2B9C12D36,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-O-Sm-Ti,0.044782096483029,-2.553299161398324,0.0735,4,Trigonal,-3,P-3,oxide,,,"Ti, Cu",,,,"C, O, S",,,Sm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9733424573461988
mp-1219621,RbCu2H3(SO5)2,1.9600985809661844,0.1886180060699149,Octahedron,1,2b,1,[1.312562189167015],0.0,1.312562189167015,AB2C2D3E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-H-O-Rb-S,0.009646600277778,-1.5801702542361111,0.4878,5,Monoclinic,m,Cm,oxide,Rb,,Cu,,,,"H, C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1719007599282096
mp-1220123,NdMn5(CuO6)2,1.9094995510930304,0.0155964110388213,Square plane,1,"1d, 1b",2,"[0.156967080035974, 0.35401569868159904]",0.0,0.2554913893587865,AB2C5D12,1,2,2,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,1.5,1.0,2.0,1.0,1,1,"O2-, O-","Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Mn-Nd-O,0.033542119440965,-1.9759021508577592,0.0,4,Orthorhombic,mmm,Immm,oxide,,,"Mn, Cu",,,,"C, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9257179299775493
mp-1220529,Nd2Ti12(CuO4)9,1.976190072208021,0.0002050708396439,"Octahedron, Square plane",2,"3f, 6g",2,"[0.194988737110489, 7.206643631038201]",0.5,3.7008161840743448,A2B9C12D36,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-Nd-O-Ti,0.048908516440654,-2.550517624406793,0.0898,4,Trigonal,-3,P-3,oxide,,,"Ti, Cu",,,,"C, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9763323554254855
mp-1221084,NaCu2H3(SO5)2,2.100686479616148,0.0248982759095481,Octahedron,1,2b,1,[0.981806404724446],0.0,0.981806404724446,AB2C2D3E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-H-Na-O-S,0.0,-1.572359578896072,0.5262,5,Monoclinic,m,Cm,oxide,Na,,Cu,,,,"H, C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.128633989846939
mp-1221493,Na2Cu4P2ClO9,1.553820813515409,0.4792082052253736,"Octahedron, Trigonal bipyramid, T-shaped",3,"2a, 4g, 2c",3,"[2.208572677709051, 2.066147858670171, 2.018545332566257]",0.0,2.097755289648493,AB2C2D4E9,3,3,2,"[3.0, 5.0, 6.0]","[2.0, 4.0, 6.0]",4.666666666666667,3.0,6.0,4.0,2.0,6.0,1.6666666666666667,1.0,2.0,1.6666666666666667,1,2,"Cl-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cl-Cu-Na-O-P,0.023986607499999,-1.851983987058019,0.0,5,Orthorhombic,mmm,Cmcm,hypochlorite,Na,,Cu,,,,"C, N, O, P",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.011889212964662
mp-1221671,Na2Cu2Si5(H3O8)2,1.6768008356245332,0.4605235789493804,Square pyramid,1,2a,1,"[1.82310421914774, 1.629920947499481]",0.0,1.7265125833236104,A2B2C5D6E16,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Cu-H-Na-O-Si,0.04638213774194,-2.239827272266407,0.657199999999999,5,Monoclinic,m,Pc,oxide,Na,,Cu,,,Si,"H, C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1029339186731475
mp-1221712,MnCu(AgO2)2,2.033743494152629,0.027308815673878,Octahedron,1,1g,1,[1.144818035296123],0.0,1.144818035296123,ABC2D4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ag-Cu-Mn-O,0.040671025,-1.037204460158045,0.0,4,Monoclinic,2/m,P2/m,oxide,,,"Mn, Cu, Ag",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.064220459861127
mp-1221729,Na5(CuO2)3,1.9388539103118656,-0.0125517280426498,Square plane,1,4e,1,"[0.09897859572285701, 0.24654801270994603, 0.288436875740374]",0.0,0.21132116139105903,A3B5C6,1,2,1,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.5,1,2,"O2-, O-","Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-Na-O,0.01344146642857,-1.245049488214286,0.0,3,Monoclinic,2/m,P2_1/c,oxide,Na,,Cu,,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9345391608816511
mp-1221799,Mn3Cu2NiO8,2.080812064838706,-0.0671374249418202,Tetrahedron,1,2c,1,[0.022709144986766003],0.0,0.022709144986766003,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Mn-Ni-O,0.012449276205357,-1.55448934455665,0.0,4,Trigonal,-3m,R-3m,oxide,,,"Mn, Ni, Cu",,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.986775882629016
