material_id,chem_formula,R$_0$,B,K_chemenv,num_K_chemenvs,K_wyckoff,num_K_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_K_sites,num_CN_env,num_charge_states,KX_coordn,KO_coordn,mean_coordn_K-X,min_coordn_K-X,max_coordn_K-X,mean_coordn_K-O,min_coordn_K-O,max_coordn_K-O,mean_K_charge,min_K_charge,max_K_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_KO_BondL
mp-1199668,K2EuNb5O15,2.922607753881684,-0.0129627613595028,Pentagonal-face capped pentagonal antiprism,1,4h,1,[7.182101417318622],1.0,7.182101417318622,AB2C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Eu-K-Nb-O,0.027420214257274,-2.99681933128261,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Nb,,,,"N, O",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.899309698590303
mp-1199737,K6Al4Si6BH4ClO24,2.686517618964497,0.1427784972736947,"Square-face capped square prism, Bicapped octahedron (cap faces with one edge in common)",2,"4c, 8e",2,"[5.624074793856539, 4.470985074920536]",0.5,5.047529934388537,ABC4D4E6F6G24,2,2,1,"[8.0, 9.0]","[6.0, 8.0]",8.5,8.0,9.0,7.0,6.0,8.0,1.0,1.0,1.0,2.5,2,3,"Cl-, O2-, H+","Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-B-Cl-H-K-O-Si,0.004205976809772,-2.865287828427535,4.5193,7,Tetragonal,-42m,P-42_1c,chlorite,K,,,,Al,"B, Si","H, C, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.969776706872654
mp-1199970,KFeCu(PO4)2,2.92917898969484,0.0391136319949581,Tricapped octahedron (cap faces are aligned),1,4e,1,[6.049173891018329],1.0,6.049173891018329,ABCD2E8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Cu-Fe-K-O-P,0.006200103461549,-2.284025564733515,0.6213000000000001,5,Monoclinic,2/m,P2_1/c,phosphate,K,,"Fe, Cu",,,,"C, O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.996277748545304
mp-1200037,K5NaFe2(CO2)12,2.5344157660988795,0.1951794201376443,"Dodecahedron with triangular faces - p2345 plane normalized, Octahedron",2,"8c, 12d",2,"[5.733436397716268, 4.65303726711687]",0.5,5.193236832416569,AB2C5D12E24,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-K-Na-O,0.028285415658142,-1.7818628327302122,0.0135,5,Cubic,432,P4_332,oxide,"Na, K",,Fe,,,,"C, N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9430822298999924
mp-1200063,K4Fe4(PO4)5,1.971779844740159,0.4777449718931764,Pentagonal prism,1,8e,1,[7.013073584176256],1.0,7.013073584176256,A4B4C5D20,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-K-O-P,0.019369507449492,-2.435552281733767,0.004399999999999,4,Tetragonal,-42m,P-42_1c,phosphate,K,,Fe,,,,"O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0169198257509526
mp-1200330,Cs2K2B10O17,2.24055874775957,0.324502402528858,Square-face capped square prism,1,4f,1,[8.712077052448803],1.0,8.712077052448803,A2B2C10D17,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-K-O,0.0,-2.795923468563774,4.6216,4,Monoclinic,2/m,C2/c,oxide,"K, Cs",,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.944857766894576
mp-1200353,Cs4K3U3Si4O20F,2.6016049564353523,0.0858551999599711,"Hexagonal bipyramid, Face-capped octahedron, Pentagonal bipyramid",3,2a,1,"[4.538585528026451, 1.6162112219762022, 4.127057533097149]",0.0,3.4272847610332673,AB3C3D4E4F20,3,3,1,"[7.0, 7.0, 8.0]","[6.0, 7.0, 7.0]",7.333333333333333,7.0,8.0,6.666666666666667,6.0,7.0,1.0,1.0,1.0,1.6666666666666667,1,2,"O2-, F-","Actinides, Alkali Metals, Halogens, Metalloids, Nonmetals",r2SCAN,Cs-F-K-O-Si-U,0.0,-3.167152070010592,2.1139,6,Orthorhombic,mm2,Cmc2_1,fluoride,"K, Cs",,,,,Si,"C, O, S",F,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.799067855502297
mp-1200391,KNb(BO3)2,3.231629011071397,-0.0535273294877627,"Metabidiminished icosahedron, Bicapped square prism (opposite faces), Tricapped octahedron (cap faces are aligned)",3,4a,1,"[4.439192160249188, 9.666612551239615, 6.197257848921334, 7.672863478506575]",0.75,6.993981509729178,ABC2D6,3,3,1,"[10.0, 7.0, 9.0]","[10.0, 7.0, 9.0]",8.666666666666666,7.0,10.0,8.666666666666666,7.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-K-Nb-O,0.000127838339913,-2.885048306183333,3.5488,4,Orthorhombic,mm2,Pna2_1,orthoborate,K,,Nb,,,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.109014124022301
mp-1200554,KTa3(TeO6)2,3.4392609975272257,-0.1247370245136972,Square-face capped hexagonal prism,1,4d,1,[12.49397682539702],1.0,12.49397682539702,AB2C3D12,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,K-O-Ta-Te,0.0,-2.681342558337964,2.9431000000000003,4,Orthorhombic,mmm,Pbcm,oxide,K,,Ta,,,Te,O,,,,,"B $\in$ [-1, -0.1]",Negative B,3.0735834073056933
mp-1200593,KH3(SeO4)2,2.67606610660634,0.124582008408348,Square-face bicapped square antiprism,1,4e,1,[5.725175235121462],1.0,5.725175235121462,AB2C3D8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,H-K-O-Se,0.0,-1.313146244513392,3.4141,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.978289126285476
mp-1200675,KIO3,2.2120353966558453,0.3706813992535649,"Bicapped square prism (adjacent faces), Tricapped triangular prism (three square-face caps), Icosahedron",3,"1a, 3b",2,"[2.877468909162752, 4.559942590843654, 1.819602790484998, 1.841479430007487]",0.0,2.774623430124723,ABC3,3,2,1,"[12.0, 6.0]","[12.0, 6.0]",9.0,6.0,12.0,9.0,6.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",r2SCAN,I-K-O,0.001063786999999,-1.36555921045,2.8533,3,Trigonal,3,R3,iodate,K,,,,,,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9913461013920735
mp-1200795,KAl3Si3(HO6)2,2.508389084077156,0.1971597348433888,"Bicapped octahedron (opposed cap faces), Bicapped octahedron (cap faces with one edge in common)",2,"2f, 2e",2,"[1.860822750947505, 0.957690383443741]",0.0,1.409256567195623,AB2C3D3E12,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-K-O-Si,0.011951055833325,-3.00742880677381,4.8237,5,Monoclinic,2/m,P2/c,oxide,K,,,,Al,Si,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8785528957810502
mp-1200878,KSb2PO8,2.8509190456262345,0.0830881626474104,Pentagonal prism,1,2a,1,"[7.8714841747934035, 7.9635396799626115]",1.0,7.9175119273780075,ABC2D8,1,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,K-O-P-Sb,0.00020848375,-2.21857453099107,2.3609,4,Monoclinic,m,Cc,oxide,K,,,,,Sb,"O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.074040182284118
mp-1200952,KB5(H2O3)4,2.748555952352148,0.0514645262065513,Octahedron,1,2a,1,[14.79234811275982],1.0,14.79234811275982,AB5C8D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-H-K-O,0.02730848826923,-2.098419061464743,5.169700000000001,4,Orthorhombic,mm2,Aea2,oxide,K,,,,,B,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.844501947080333
mp-1200960,K2Na2Sm4Nb2O13,2.437059286003997,0.2880115556094362,Bicapped square prism (adjacent faces),1,4f,1,[1.995157349619007],0.0,1.995157349619007,A2B2C2D4E13,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-Na-Nb-O-Sm,0.0,-3.202274927924288,3.762,5,Monoclinic,2/m,C2/c,oxide,"Na, K",,Nb,,,,"N, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,3.092178533993649
mp-1201038,KNaAl6Si6(HO6)4,2.565501129537308,0.1202415193363654,"Bicapped octahedron (opposed cap faces), Bicapped octahedron (cap faces with one edge in common), Octahedron",3,"1a, 1d, 1c",3,"[0.28993645692083103, 0.9666500085061831, 1.462791475557534, 0.9443217848455241]",0.0,0.9159249314575181,ABC4D6E6F24,3,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-K-Na-O-Si,0.017305344107144,-2.991933193241174,4.7898,6,Monoclinic,2,P2,oxide,"Na, K",,,,Al,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.792281497487496
mp-1201235,KSi2HO5,2.722617524268117,0.1047518255848781,"Cube, Octahedron",2,"1a, 2i, 1c",3,"[4.268763335739934, 5.109513297333268, 1.944439153615976]",0.333,3.7742385955630593,ABC2D5,2,2,1,"[2.0, 8.0]","[2.0, 8.0]",5.0,2.0,8.0,5.0,2.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,H-K-O-Si,0.001139114166658,-2.784710062888889,4.768800000000001,4,Monoclinic,2/m,C2/m,oxide,K,,,,,Si,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9343781870245826
mp-1201301,K2Hf2O5,1.9156198578343784,0.5283167472833755,Square-face capped trigonal prism,1,8e,1,[6.814827065841654],1.0,6.814827065841654,A2B2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Hf-K-O,0.0,-3.2862341157777752,4.4449,3,Orthorhombic,mmm,Pnna,oxide,K,,Hf,,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.877400154739678
mp-1201463,K4Mn3P6(HO3)8,2.947765317562528,0.0045529507198217,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Pentagonal bipyramid",2,4e,1,"[7.07408109396012, 4.804087394183987]",0.5,5.9390842440720535,A3B4C6D8E24,2,2,1,"[8.0, 10.0]","[7.0, 9.0]",9.0,8.0,10.0,8.0,7.0,9.0,1.0,1.0,1.0,2.0,2,2,"O2-, H+","Alkali Metals, Nonmetals, Transition Metals",GGA_U,H-K-Mn-O-P,0.0,-2.293570487458895,3.7533,5,Monoclinic,2/m,P2_1/c,oxide,K,,Mn,,,,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.941846616651797
mp-1201519,K2Na2Nd4Nb2O13,2.5093613261591665,0.2492224175853261,Bicapped square prism (adjacent faces),1,4f,1,[1.8351084044385941],0.0,1.8351084044385941,A2B2C2D4E13,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,K-Na-Nb-Nd-O,0.0,-3.177090875750381,3.78,5,Monoclinic,2/m,C2/c,oxide,"Na, K",,Nb,,,,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,3.0685676671865805
mp-1201694,K2Tc9O27F11,2.7199357631240875,0.2070021708877584,"Bicapped square prism (adjacent faces), Diminished icosahedron",2,4e,1,"[5.446037926705014, 2.6221968072632222]",0.5,4.034117366984118,A2B9C11D27,2,2,1,"[10.0, 11.0]","[9.0, 9.0]",10.5,10.0,11.0,9.0,9.0,9.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,F-K-O-Tc,0.0,-2.055056797795919,2.6543,4,Monoclinic,2/m,P2_1/c,fluoride,K,,Tc,,,,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1088397224314264
mp-1201786,KB3SeO7,2.7602269076337285,0.073893425690166,Square antiprism,1,4e,1,[8.354159688733246],1.0,8.354159688733246,ABC3D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-K-O-Se,0.0,-2.426515270174478,4.5432,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,,B,"O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9131145237164224
mp-1202095,K5Nb3O3F14,2.6739952993725256,0.2993900711868711,"Square-face capped square prism, Tricapped octahedron (cap faces are aligned), Square-face monocapped antiprism, Bicapped octahedron (cap faces with one atom in common), Trigonal bipyramid, Diminished icosahedron",6,"4b, 2a",2,"[7.312388474619126, 7.818375742577922, 2.153256054888524, 5.246837018637473, 3.201525376355694, 2.318356598601107]",0.5,4.67512321094664,A3B3C5D14,6,6,1,"[11.0, 4.0, 7.0, 8.0, 9.0, 9.0]","[0, 1.0, 1.0, 2.0, 2.0, 0]",8.0,4.0,11.0,1.5,0.0,2.0,1.0,1.0,1.0,1.6666666666666667,1,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,F-K-Nb-O,0.0,-3.27334903475,0.000199999999999,4,Orthorhombic,mm2,Pmn2_1,fluoride,K,,Nb,,,,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9300173550117057
mp-1202098,K2Mg2(MoO4)3,2.8630230730751123,0.0854707933058285,"Metabidiminished icosahedron, Bicapped octahedron (cap faces with one atom in common), Tricapped triangular prism (three square-face caps), Tridiminished icosahedron",4,4a,1,"[6.5992699586361745, 6.326584813791326, 6.087234920943634, 6.616941578544997, 6.3047652109028505, 5.646906037175969]",1.0,6.263617086665825,A2B2C3D12,4,3,1,"[5.0, 7.0, 8.0]","[5.0, 7.0, 8.0]",6.666666666666667,5.0,8.0,6.666666666666667,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,K-Mg-Mo-O,0.012465783245614,-2.345301247517544,4.1196,4,Orthorhombic,222,P2_12_12_1,oxide,K,Mg,Mo,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0343959629111175
mp-1202104,KCa7Si3(O4F)3,3.3779983162718232,-0.1078627240292549,Cuboctahedron,1,2b,1,[1.297492172293767],0.0,1.297492172293767,AB3C3D7E12,1,1,1,[12.0],[9.0],12.0,12.0,12.0,9.0,9.0,9.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,Ca-F-K-O-Si,0.024601552692291,-3.498697325086538,4.7135,5,Trigonal,3m,P31c,fluoride,K,Ca,,,,Si,"C, O, S",F,,,,"B $\in$ [-1, -0.1]",Negative B,3.1134733958878447
mp-1202220,KFe4(PO4)3,3.092452826102412,-0.0623645502179544,Triangular-face bicapped trigonal prism,1,4g,1,[6.272114495373803],1.0,6.272114495373803,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-K-O-P,0.005485000624977,-2.340715055558928,3.3722,4,Orthorhombic,mmm,Pnnm,phosphate,K,,Fe,,,,"O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9569733540130656
mp-1202391,KPH6C2(NO)4,3.316799519270725,-0.0587209182077153,Cube,1,2a,1,[1.696002616668081],0.0,1.696002616668081,ABC2D4E4F6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,C-H-K-N-O-P,0.023758031207909,-1.134425419132937,5.2859,6,Orthorhombic,mm2,Fdd2,oxide,K,,,,,,"H, C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.048887686204814
mp-1202621,K3BP3(HO4)3,2.690286956425129,0.1200269349832526,"Pentagonal bipyramid, Square-face capped trigonal prism",2,4f,1,"[4.266454953024452, 9.688891302001599, 6.334631055514047]",0.667,6.763325770180032,AB3C3D3E12,2,2,1,"[7.0, 9.0]","[7.0, 7.0]",8.0,7.0,9.0,7.0,7.0,7.0,1.0,1.0,1.0,1.5,1,2,"O2-, H+","Alkali Metals, Metalloids, Nonmetals",GGA,B-H-K-O-P,0.015957877386362,-2.418497385390692,4.8533,5,Monoclinic,2/m,C2/c,oxide,K,,,,,B,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.907429971321404
mp-1202890,K2B2Se3O10,3.2132569746865736,-0.162219607404997,Bicapped octahedron (opposed cap faces),1,8d,1,[4.698938919727099],0.0,4.698938919727099,A2B2C3D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-K-O-Se,0.0,-1.9505942469037991,4.1143,4,Orthorhombic,mmm,Pnma,oxide,K,,,,,B,"O, S, Se",,,,,"B $\in$ [-1, -0.1]",Negative B,2.8663384678096926
mp-1203080,K2AlSO4F3,2.669491742564065,0.18674971862477,Square-face monocapped antiprism,1,8d,1,[6.280853998784938],1.0,6.280853998784938,ABC2D3E4,1,1,1,[9.0],[5.0],9.0,9.0,9.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",r2SCAN,Al-F-K-O-S,0.0,-2.879346197681823,5.7847,5,Orthorhombic,mmm,Pbcn,sulfate,K,,,,Al,,"O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.910370011575292
mp-1203238,K4Ge2B8H2O19,2.72675315256413,0.09914897272045,"Metabidiminished icosahedron, Tricapped octahedron (all 3 cap faces share one atom)",2,4f,1,"[7.248067085911995, 8.756832471186202]",1.0,8.0024497785491,A2B2C4D8E19,2,2,1,"[4.0, 7.0]","[4.0, 7.0]",5.5,4.0,7.0,5.5,4.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Ge-H-K-O,0.00105766605997,-2.542303594566666,4.1044,5,Monoclinic,2/m,C2/c,oxide,K,,,,,"B, Ge","H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9088290479642858
mp-1203355,KNaAl6Si6(HO6)4,2.5557959897393547,0.1284240482506594,"Bicapped octahedron (opposed cap faces), Bicapped octahedron (cap faces with one edge in common), Octahedron",3,1a,1,"[1.524417950730256, 0.9444976210755811, 0.285957193227028, 0.937394639387605]",0.0,0.9230668511051175,ABC4D6E6F24,3,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-K-Na-O-Si,0.016422257619049,-2.992816279729269,4.4606,6,Triclinic,1,P1,oxide,"Na, K",,,,Al,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7980038999983807
mp-1203514,KNaAl2As2O9,3.1330373812942662,-0.0868353318540635,Square-face capped trigonal prism,1,4c,1,[3.655874422800281],0.0,3.655874422800281,ABC2D2E9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-As-K-Na-O,0.000317222049018,-2.448242912741954,3.4455,5,Orthorhombic,mmm,Pnma,oxide,"Na, K",,,,Al,As,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9367243296818963
mp-1203541,KGa(SeO3)2,3.0411384085204007,-0.0411505819877986,Triangular-face bicapped trigonal prism,1,4c,1,[8.74197533806175],1.0,8.74197533806175,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Ga-K-O-Se,0.0,-1.7023584511937502,3.2192,4,Orthorhombic,mmm,Pnma,oxide,K,,,,Ga,,"O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.931457917540211
mp-1203642,KSi2HO5,2.723821681397001,0.103861598731445,Square-face capped trigonal prism,1,4c,1,[2.796438497585691],0.0,2.796438497585691,ABC2D5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,H-K-O-Si,0.0,-2.785849177055555,5.0122,4,Orthorhombic,mmm,Pnma,oxide,K,,,,,Si,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.902443106606647
mp-1203695,KMo4AsO15,3.047999891822242,-0.1566476510560353,Dodecahedron with triangular faces - p2345 plane normalized,1,4a,1,[5.267181717214727],1.0,5.267181717214727,ABC4D15,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-K-Mo-O,0.00702637556548,-1.9282334190357144,2.915499999999999,4,Orthorhombic,222,P2_12_12_1,oxide,K,,Mo,,,As,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.7714376349103893
mp-1203739,K3NaAl12Si12(HO6)8,2.574978104785244,0.1088262913262222,"Face-capped octahedron, Bicapped octahedron (cap faces with one edge in common)",2,"4g, 2e",2,"[0.710749649039291, 1.7053224849271862]",0.0,1.2080360669832386,AB3C8D12E12F48,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-K-Na-O-Si,0.016927738154759,-2.997381461822968,4.8271,6,Monoclinic,2/m,P2/c,oxide,"Na, K",,,,Al,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7799192972483433
mp-1203773,K5In(MoO4)4,2.560881932103676,0.1799274241007216,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common), Icosahedron",3,2a,1,"[2.170156894966324, 5.261106395888796, 8.655742153461032, 5.601829023222747, 8.480503163803926]",0.8,6.0338675262685655,AB4C5D16,3,2,1,"[10.0, 8.0]","[10.0, 8.0]",9.0,8.0,10.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,In-K-Mo-O,0.0,-2.146265986458333,3.4823,4,Monoclinic,m,Cc,oxide,K,,Mo,,In,,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9753086343502453
mp-1203991,K2Pd(S4O13)2,2.853835678558162,0.0895082750520767,Square-face bicapped square antiprism,1,2i,1,[4.351142930100143],0.0,4.351142930100143,AB2C8D26,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-O-Pd-S,0.002384624639654,-1.7301346155270272,4.5944,4,Triclinic,-1,P-1,oxide,K,,Pd,,,,"O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0653874775580365
mp-12040,K5FeO4,1.8684466963649105,0.6497162419868493,"See-saw, Tetrahedron, Square pyramid, Octahedron",4,8c,1,"[8.367293244277205, 5.352168091418137, 5.038228035163201, 4.948578410956825, 6.032608089620176]",0.8,5.947775174287109,AB4C5,4,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-K-O,0.0,-1.5476510366249991,2.298899999999999,3,Orthorhombic,mmm,Pbca,oxide,K,,Fe,,,,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.793081360355797
mp-1204525,K2Sn(S2O7)3,2.573882152440268,0.179528690085377,Tricapped triangular prism (three square-face caps),1,2d,1,"[3.754087102149547, 6.592393185307753]",0.5,5.17324014372865,AB2C6D21,1,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,K-O-S-Sn,0.0,-1.897448462983333,3.4436,4,Trigonal,-3,P-3,oxide,K,,,,Sn,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.947087515883558
