material_id,chem_formula,R$_0$,B,K_chemenv,num_K_chemenvs,K_wyckoff,num_K_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_K_sites,num_CN_env,num_charge_states,KX_coordn,KO_coordn,mean_coordn_K-X,min_coordn_K-X,max_coordn_K-X,mean_coordn_K-O,min_coordn_K-O,max_coordn_K-O,mean_K_charge,min_K_charge,max_K_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_KO_BondL
mp-12047,K3Na(RuO4)2,2.168946564418081,0.4150785943661368,"Bicapped square prism (adjacent faces), Icosahedron",2,"1a, 2d",2,"[7.782429363269506, 1.93674244736371]",0.5,4.8595859053166075,AB2C3D8,2,2,1,"[10.0, 6.0]","[10.0, 6.0]",8.0,6.0,10.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Na-O-Ru,0.005935813928569,-1.70130232379495,0.491599999999999,4,Trigonal,-3m,P-3m1,oxide,"Na, K",,Ru,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0433033799305034
mp-1204785,K3Cd(BO2)5,2.170116617055489,0.3855109670768819,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one edge in common), Square-face capped trigonal prism",3,4e,1,"[9.575130869929266, 6.467645571674464, 6.806897828434774]",1.0,7.616558090012835,AB3C5D10,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Cd-K-O,0.0,-2.606309932899123,3.817999999999999,4,Monoclinic,2/m,P2_1/c,metaborate,K,,Cd,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9469679448272474
mp-1204933,K2LaTa5O15,2.4796756940408,0.2378141798283455,Tricapped triangular prism (three square-face caps),1,4g,1,[4.687791501449374],0.0,4.687791501449374,AB2C5D15,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-La-O-Ta,0.0,-3.365616652876812,2.5845,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Ta,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.9920870079918833
mp-1205072,KNa3Al12Si12(HO6)8,2.5395959065515794,0.0884656517790779,Bicapped octahedron (cap faces with one edge in common),1,2f,1,[1.348731507037116],0.0,1.348731507037116,AB3C8D12E12F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-K-Na-O-Si,0.017661972023814,-2.986505902695095,4.6937,6,Monoclinic,2/m,P2/c,oxide,"Na, K",,,,Al,Si,"H, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7041729876593243
mp-1205074,K3Er(SO4)3,2.3819819987868214,0.2634545135439602,"Face-capped octahedron, Square-face capped square prism, Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized, Tricapped triangular prism (three square-face caps)",5,2a,1,"[4.7082739846810195, 3.20526264450529, 7.548236765921426, 6.134185538128985, 5.813258798412974, 5.968054466169451]",0.667,5.562878699636524,AB3C3D12,5,3,1,"[7.0, 8.0, 9.0]","[7.0, 8.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Er-K-O-S,0.0,-2.461964858907894,5.3384,4,Monoclinic,m,Pc,sulfate,K,,,,,,"O, S",,,Er,,"B $\in$ [0.1, 0.5]",Positive B,2.9210885199300565
mp-1205183,KFe2P3(O4F3)2,4.340435166375128,-0.9541572129381702,Pentagonal-face capped pentagonal antiprism,1,2i,1,[3.476521879718932],0.0,3.476521879718932,AB2C3D6E8,1,1,1,[11.0],[5.0],11.0,11.0,11.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,F-Fe-K-O-P,0.0,-2.662277484308915,2.4313,5,Triclinic,-1,P-1,fluoride,K,,Fe,,,,"O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.964562380684999
mp-1205426,KNa3Al4(GeO4)4,2.09212441010015,0.4539079085025457,Pentagonal-face capped pentagonal antiprism,1,2a,1,[11.385132095592148],1.0,11.385132095592148,AB3C4D4E16,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-K-Na-O,0.005332414717267,-2.643202964156711,3.7542,5,Monoclinic,2,P2_1,oxide,"Na, K",,,,Al,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.096110635982078
mp-1211249,KTb(CO3)2,3.3172895055801126,-0.1339655953427757,Pentagonal prism,1,2e,1,[6.425111210391822],1.0,6.425111210391822,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-K-O-Tb,0.0,-2.572938712891667,4.4195,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.9772407949791764
mp-1211274,KY(CO3)2,3.3182945759376627,-0.1351492633371497,Pentagonal prism,1,2e,1,[6.448733344895192],1.0,6.448733344895192,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-K-O-Y,0.0,-2.559192202725,4.3035,4,Monoclinic,2/m,C2/c,carbonate,K,,Y,,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.975962900109237
mp-1211301,KSm(CO3)2,3.241309036078684,-0.1144781810615928,Pentagonal prism,1,2e,1,[5.7986828013775344],1.0,5.7986828013775344,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,C-K-O-Sm,0.0,-2.560826658225001,4.3453,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O, S",,,Sm,,"B $\in$ [-1, -0.1]",Negative B,2.940145578215783
mp-1211338,KTm(CO3)2,3.331959885044518,-0.144166378238593,Pentagonal prism,1,2e,1,[6.615725214163108],1.0,6.615725214163108,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-K-O-Tm,0.0,-2.578492649725,9.9999999999989e-05,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.963415107327033
mp-1211342,KSc(SO4)2,3.6581181785110446,-0.2014944857242186,Pentagonal antiprism,1,1c,1,[5.836942415094422],1.0,5.836942415094422,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-O-S-Sc,0.0,-2.508942638937499,4.2783,4,Monoclinic,2/m,C2/m,sulfate,K,,Sc,,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,3.0983477181381303
mp-1211349,KSc(WO4)2,3.8163056915471705,-0.1919116529570707,Cuboctahedron,1,1a,1,[3.771115933915332],0.0,3.771115933915332,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-O-Sc-W,0.042994742499999,-2.580016391854167,4.1493,4,Trigonal,-3m,P-3m1,oxide,K,,"Sc, W",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,3.2830195230044805
mp-1211369,KNb(BO3)2,3.085063812361116,0.0790396607102544,Bicapped octahedron (cap faces with one atom in common),1,2a,1,[8.32030214653336],1.0,8.32030214653336,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-K-Nb-O,0.007267610964913,-2.877908533558333,3.1131,4,Orthorhombic,mm2,Pmn2_1,orthoborate,K,,Nb,,,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.194862988095982
mp-1211400,KLa(SO4)2,1.5761732159749964,0.6224430148208773,Square-face bicapped square antiprism,1,2i,1,[7.724550341118189],1.0,7.724550341118189,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-La-O-S,0.0,-2.569403690187499,4.3089,4,Triclinic,-1,P-1,sulfate,K,,,,,,"O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,2.953577981521427
mp-1211409,KTb(MoO4)2,2.7468835363425894,0.0660743344711294,Square antiprism,1,4c,1,[5.05833146802221],1.0,5.05833146802221,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Tb,0.0,-2.5471726980347222,3.6116,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8343692673766747
mp-1211413,KMo2(P2O7)2,2.7821181096852774,0.0472042484482418,Bicapped square prism (opposite faces),1,1c,1,[5.555433740479213],1.0,5.555433740479213,AB2C4D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-O-P,0.0,-2.555752218848639,1.1436,4,Triclinic,-1,P-1,oxide,K,,Mo,,,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8688810300963645
mp-1211416,KMg3Cu(AsO4)3,1.8797412926309267,0.4369690186057413,Hexagonal bipyramid,1,2e,1,[6.573650004938587],1.0,6.573650004938587,ABC3D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,As-Cu-K-Mg-O,0.0,-2.191541717487498,0.7082,5,Monoclinic,2/m,C2/c,oxide,K,Mg,Cu,,,As,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.79308786555751
mp-1211421,KLu(MoO4)2,3.858857699869818,-0.1934556648141698,Cuboctahedron,1,1a,1,[3.856647512576548],0.0,3.856647512576548,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Lu-Mo-O,0.0,-2.56575306032639,3.9992,4,Trigonal,-3m,P-3m1,oxide,K,,Mo,,,,O,,,Lu,,"B $\in$ [-1, -0.1]",Negative B,3.3212825400467128
mp-1211434,KMg3V3CuO12,1.8659699564719343,0.4689359648108419,Hexagonal bipyramid,1,2e,1,[6.321909230968281],1.0,6.321909230968281,ABC3D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cu-K-Mg-O-V,0.0,-2.4945249893624992,0.8707,5,Monoclinic,2/m,C2/c,oxide,K,Mg,"V, Cu",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8467225944943513
mp-1211491,KEu(CO3)2,3.4156796073988938,-0.1395599590815044,Pentagonal prism,1,2e,1,[6.488375104288381],1.0,6.488375104288381,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Eu-K-O,0.0,-2.374421861225001,0.0,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Eu,,"B $\in$ [-1, -0.1]",Negative B,3.0591106557243664
mp-1211517,KLu(CO3)2,3.297211055168201,-0.1434497868404733,Pentagonal prism,1,2e,1,[6.536984001533591],1.0,6.536984001533591,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-K-Lu-O,0.0,-2.574179896891666,4.5532,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.936362946104442
mp-1211523,KSm(MoO4)2,2.8199822442859874,0.0449679838872271,Square antiprism,1,4c,1,[4.902807065081609],0.0,4.902807065081609,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Sm,0.0,-2.537652578104166,3.6536,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,"O, S",,,Sm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8648654015246984
mp-1211532,KTm(MoO4)2,2.657578483272318,0.1008255667521151,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Tm,0.0,-2.550837927062501,3.5609,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.810032988202322
mp-1211556,KHo(MoO4)2,2.705952206568141,0.0803052093100062,Square antiprism,1,4c,1,[5.187633755722086],1.0,5.187633755722086,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-K-Mo-O,0.0,-2.547131448729166,3.5792,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,"H, O",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8202093560854373
mp-1211560,KRbGeO3,2.660849831108206,0.1210111167996854,"Pentagonal bipyramid, Square pyramid",2,4c,1,"[6.565900384923086, 1.110714330345596]",0.5,3.838307357634341,ABCD3,2,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Ge-K-O-Rb,0.0,-2.093596761833333,3.0096,4,Orthorhombic,mmm,Pnma,oxide,"K, Rb",,,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.871608439175287
mp-1211577,KSr2Si4O10F,2.351238062874889,0.3001985307935303,Square-face capped square prism,1,4e,1,[5.106766381329574],1.0,5.106766381329574,ABC2D4E10,1,1,1,[9.0],[8.0],9.0,9.0,9.0,8.0,8.0,8.0,1.0,1.0,1.0,2.0,2,2,"O2-, F-","Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",GGA,F-K-O-Si-Sr,0.0,-3.343021841375,4.8589,5,Monoclinic,2/m,P2_1/c,fluoride,K,Sr,,,,Si,"O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0350378227078005
mp-1211580,KGd(MoO4)2,2.795890169502248,0.0492164493233206,Square antiprism,1,4c,1,[4.962494309226457],0.0,4.962494309226457,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-K-Mo-O,0.0,-2.531197085812501,3.1729,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8507984830249486
mp-1211601,KEr(MoO4)2,2.6876672916382165,0.0869896940038101,Square antiprism,1,4c,1,[5.237976040410795],1.0,5.237976040410795,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Er-K-Mo-O,0.0,-2.5487994864375,3.5667,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Er,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.814457818712158
mp-1211611,KNaTi2(PO5)2,2.93254071474872,0.0171082878875965,Bicapped square prism (adjacent faces),1,4a,1,[7.20992855443744],1.0,7.20992855443744,ABC2D2E10,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Na-O-P-Ti,0.002060699740614,-3.021760561848856,3.0614,5,Orthorhombic,mm2,Pna2_1,oxide,"Na, K",,Ti,,,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9723262046851366
mp-1211622,KSm(WO4)2,2.8344479351252,0.046853415619933,Square antiprism,1,4c,1,[5.112769562877564],1.0,5.112769562877564,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-O-Sm-W,0.044639627083332,-2.615712876020833,4.5182,4,Orthorhombic,mmm,Pbcn,oxide,K,,W,,,,"O, S",,,Sm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.876990530816203
mp-1211624,K4ZrO4,2.6818285832792377,0.0812940003494814,"Tetrahedron, Trigonal bipyramid, Square pyramid, Octahedron",4,2i,1,"[7.931000290578284, 2.556446513818623, 2.610338294058833, 2.085563093125456]",0.25,3.795837047895299,AB4C4,4,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-O-Zr,0.0,-2.34680101211111,2.9118,3,Triclinic,-1,P-1,oxide,K,,Zr,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7755973189386567
mp-1211626,KV3CdCu4O13,2.9750563786268827,0.0080079270303881,Pentagonal antiprism,1,2e,1,[7.797783645264065],1.0,7.797783645264065,ABC3D4E13,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cd-Cu-K-O-V,0.04660983825757,-1.740636192147727,0.066599999999999,5,Monoclinic,2/m,P2_1/m,oxide,K,,"V, Cu, Cd",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.929099457777197
mp-1211628,KEr(CO3)2,3.306429659699971,-0.1385997081652922,Pentagonal prism,1,2e,1,[6.485757054591302],1.0,6.485757054591302,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Er-K-O,0.0,-2.575301219725,4.4873,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Er,,"B $\in$ [-1, -0.1]",Negative B,2.9561298340497557
mp-1211647,K2PrNb5O15,2.5643678709621858,0.199948594023359,Tricapped triangular prism (three square-face caps),1,4h,1,[4.435252050837513],0.0,4.435252050837513,AB2C5D15,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-Nb-O-Pr,0.014932683949279,-3.081600760268117,1.8979,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Nb,,,,"N, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.9962425704941236
mp-1211649,K4HfO4,2.590046335225449,0.1362481362913572,"Tetrahedron, Trigonal bipyramid, Square pyramid, Octahedron",4,2i,1,"[8.080129554940962, 2.5423556756661903, 2.571785248614195, 2.205863875904471]",0.25,3.850033588781455,AB4C4,4,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Hf-K-O,0.0,-2.411071972666666,2.8827,3,Triclinic,-1,P-1,oxide,K,,Hf,,,,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.771520366868455
mp-1211656,KCr(SO4)2,2.5289098845507576,0.2157610757284569,Icosahedron,1,4a,1,[9.252662233607683],1.0,9.252662233607683,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-K-O-S,0.0,-2.124682598520833,3.153899999999999,4,Trigonal,2/m,P-3c1,sulfate,K,,Cr,,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1284661481621465
mp-1211677,KCr(SO4)2,2.90003125974165,0.0676941988479453,Anticuboctahedron,1,2a,1,[5.8126359394541005],1.0,5.8126359394541005,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-K-O-S,0.036497547499988,-2.088185051020833,2.7634,4,Trigonal,2,P321,sulfate,K,,Cr,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.088143124273795
mp-1211679,KCr(MoO4)2,2.959181971233915,-0.0368278343385303,Square antiprism,1,2i,1,[3.714173662759846],0.0,3.714173662759846,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cr-K-Mo-O,0.0,-2.155061294354168,2.9629000000000003,4,Monoclinic,2/m,C2/c,oxide,K,,"Cr, Mo",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8723810854087986
mp-1211686,KDy(MoO4)2,2.728083778402092,0.0727069039859116,Square antiprism,1,4c,1,[5.10843168788185],1.0,5.10843168788185,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-K-Mo-O,0.0,-2.5471512278263893,3.5956,4,Orthorhombic,mmm,Pbcn,oxide,K,,Mo,,,,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8280268514783145
mp-1211699,K2RbLuV2O8,1.3961961282748852,0.7889756890864922,Bicapped square prism (adjacent faces),1,2d,1,[8.266978170564764],1.0,8.266978170564764,ABC2D2E8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,K-Lu-O-Rb-V,0.0,-2.750262721333334,3.3743,5,Trigonal,-3m,P-3m1,oxide,"K, Rb",,V,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,3.0532140211546572
mp-1211700,K3Nd(BO3)2,2.262356595343692,0.298872866541406,"Trigonal prism, Square-face bicapped trigonal prism",2,"4c, 8d",2,"[8.641931674209731, 5.562578905089643]",1.0,7.102255289649687,AB2C3D6,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,B-K-Nd-O,0.0,-2.800512292715277,3.3697,4,Orthorhombic,mmm,Pnma,orthoborate,K,,,,,B,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.917022167186232
mp-1211701,K2RbYV2O8,1.3998519156841034,0.8070585527921775,Bicapped square prism (adjacent faces),1,2d,1,[8.243833492642324],1.0,8.243833492642324,ABC2D2E8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-O-Rb-V-Y,0.0,-2.721709468,3.3843,5,Trigonal,-3m,P-3m1,oxide,"K, Rb",,"V, Y",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,3.093653612772606
mp-1211702,K2RbDyV2O8,1.4058929502042676,0.8035094721131948,Bicapped square prism (adjacent faces),1,2d,1,[8.242968456636223],1.0,8.242968456636223,ABC2D2E8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-K-O-Rb-V,0.0,-2.731318518833333,3.4091,5,Trigonal,-3m,P-3m1,oxide,"K, Rb",,V,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,3.088063855799802
mp-1211709,K2RbHoV2O8,1.3239612241304657,0.8314608963145936,Bicapped square prism (adjacent faces),1,2d,1,[8.251120491781514],1.0,8.251120491781514,ABC2D2E8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-K-O-Rb-V,0.0,-2.734998923357143,3.3687,5,Trigonal,-3m,P-3m1,oxide,"K, Rb",,V,,,,"H, O",,,Ho,,"B $\in$ [0.5, 1]",Positive B,3.0777548840831757
