material_id,chem_formula,R$_0$,B,Zn_chemenv,num_Zn_chemenvs,Zn_wyckoff,num_Zn_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Zn_sites,num_CN_env,num_charge_states,ZnX_coordn,ZnO_coordn,mean_coordn_Zn-X,min_coordn_Zn-X,max_coordn_Zn-X,mean_coordn_Zn-O,min_coordn_Zn-O,max_coordn_Zn-O,mean_Zn_charge,min_Zn_charge,max_Zn_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ZnO_BondL
mp-1216151,Zn3Fe9(PO4)8,2.1096863392279843,0.0452868747083809,Octahedron,1,"1a, 2i",2,"[2.382046295717908, 2.478249243955179]",0.0,2.4301477698365437,A3B8C9D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-O-P-Zn,0.012475160480756,-2.302737440521979,3.3155,4,Triclinic,-1,P-1,phosphate,,,"Fe, Zn",,,,"O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1598423647996055
mp-1216213,ZnAgPO4,2.058518957872514,-0.1253382051814816,Tetrahedron,1,1a,1,"[0.40747640234689203, 0.41871841856156206, 0.5040851533400851, 0.29261232869888004, 0.45772898465218803, 0.268680205961573, 0.49188705833516905, 0.5001469786064351]",0.0,0.4176669413128481,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Ag-O-P-Zn,0.031423819642854,-1.996423915544217,1.8947,4,Triclinic,1,P1,phosphate,,,"Zn, Ag",,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9715412164623891
mp-1216343,VZn6P3O16,1.8559773657026464,0.1741809072282336,Tetrahedron,1,1a,1,"[0.390372026362631, 1.063662334795369, 0.24882741790321902, 0.589954849961841, 0.361119139363739, 0.596282258573408]",0.0,0.5417030044933678,AB3C6D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,O-P-V-Zn,0.006181177500012,-2.301695747074176,3.5098000000000003,4,Triclinic,1,P1,oxide,,,"V, Zn",,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9800761173822332
mp-1216412,Zn11Cu(MoO4)12,1.944444738055751,0.1444260274267805,"Octahedron, Trigonal bipyramid",2,1a,1,"[0.9127810243638781, 0.819466020988537, 0.7680139337778911, 0.8060417297070861, 1.227164071356454, 1.209035785889376, 1.243890969001048, 1.226338251942664, 1.1742128295495111, 1.18964639955044, 1.166299376200243]",0.0,1.067535490211557,AB11C12D48,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Mo-O-Zn,0.002068860190971,-1.891289962777779,0.9283,4,Triclinic,1,P1,oxide,,,"Cu, Zn, Mo",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1012283792857174
mp-1216462,Zn7Cu8(MoO4)12,2.03805296938673,0.0710987845302049,Octahedron,1,1a,1,"[0.05720450608897801, 0.292765698619101, 0.289742130941438, 0.580747802484171, 0.5853064391648221, 0.617173293225712, 0.591011077150275]",0.0,0.43056442109635673,A7B8C12D48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-Mo-O-Zn,0.036772919895234,-1.6877300160000002,0.0,4,Triclinic,1,P1,oxide,,,"Cu, Zn, Mo",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1184051924397695
mp-1216485,V4ZnCu3O14,1.9658401990654764,0.0835392105825324,Trigonal bipyramid,1,1a,1,[1.6337446488379812],0.0,1.6337446488379812,AB3C4D14,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-O-V-Zn,0.003729309431821,-1.8965712686363632,0.3258,4,Triclinic,1,P1,oxide,,,"V, Cu, Zn",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0435754769849312
mp-1216516,V3Zn2GaO11,2.072939148362077,0.0014770504922455,"Octahedron, Trigonal bipyramid",2,2i,1,"[4.526581290260165, 0.65159561137638]",0.0,2.5890884508182728,AB2C3D11,2,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ga-O-V-Zn,0.005073132058822,-2.204319336617646,2.6398,4,Triclinic,-1,P-1,oxide,,,"V, Zn",,Ga,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0743716561309693
mp-1216520,V2ZnCuO7,1.9261479784499536,0.1194512989092911,Trigonal bipyramid,1,2c,1,[1.257763898748984],0.0,1.257763898748984,ABC2D7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cu-O-V-Zn,0.005387484772728,-1.984982716818181,0.0,4,Monoclinic,2,C2,oxide,,,"V, Cu, Zn",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0373007259355367
mp-1216668,V3Zn2FeO11,1.848237162466132,0.2551358797595794,"Octahedron, Trigonal bipyramid",2,2i,1,"[0.5172558080211951, 4.193590484417351]",0.0,2.355423146219273,AB2C3D11,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-O-V-Zn,0.012547618676459,-2.127316360588236,2.145,4,Triclinic,-1,P-1,oxide,,,"V, Fe, Zn",,,,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.12800567939091
mp-1216787,TiNb2ZnO8,3.072627764403193,-0.8243084277230768,Octahedron,1,1b,1,[1.002455427310839],0.0,1.002455427310839,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Nb-O-Ti-Zn,0.032286462916667,-2.9183172786111102,2.4241,4,Monoclinic,2,P2,oxide,,,"Ti, Zn, Nb",,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.163653688001166
mp-1217216,Zn7Cd2(PO4)6,1.581966529226677,0.5783308380827252,"See-saw, Square-face capped trigonal prism, Square pyramid, Trigonal bipyramid",4,1a,1,"[3.455730960801399, 3.427140643714822, 3.339559242635316, 3.369845505299149, 3.4213337556387833, 3.4433004029714382, 3.393098680514182, 3.459191220892574, 3.396896555595812, 3.222972644026607, 3.4783760623842293, 3.468321849646133, 3.368999293086211, 3.336171058999918, 3.210594011791945, 3.187261584760759, 3.235249416685922, 3.215847145182366, 3.474972580411286, 3.241435867167784, 3.235663574295316, 3.30646651480141, 3.255498975799767, 3.402054345821065, 4.696510588653341, 4.696727343345255, 4.616584798690596, 4.601327592994309]",0.0,3.534183293450275,A2B6C7D24,4,3,1,"[4.0, 5.0, 7.0]","[4.0, 5.0, 7.0]",5.333333333333333,4.0,7.0,5.333333333333333,4.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cd-O-P-Zn,0.024938051502848,-2.108244827872406,3.0194,4,Triclinic,1,P1,phosphate,,,"Zn, Cd",,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.110970609700469
mp-1217377,Zn15Te5As2P8(Pb3O14)5,1.9001637855467963,0.1144776613677,Tetrahedron,1,1a,1,"[1.350456897134933, 1.35153002055618, 1.352557500328655, 1.5768835375366992, 1.582241716952598, 1.354709483855017, 1.354052612102032, 1.33713871698046, 1.579286025943247, 1.593473543397538, 1.348326518319606, 1.354488064918318, 1.364567776893953, 1.58793640209612, 1.5691853091496002]",0.0,1.4437889417443304,A2B5C8D15E15F70,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-O-P-Pb-Te-Zn,0.00244509942029,-2.018663458134576,3.1867,6,Triclinic,1,P1,oxide,,,Zn,,Pb,"As, Te","O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9821081856035159
mp-1218066,SrNdZnRuO6,1.911017303859324,0.1919162527921454,Octahedron,1,2a,1,[0.176336467570535],0.0,0.176336467570535,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Nd-O-Ru-Sr-Zn,0.040401676333344,-2.453259790249999,0.0,5,Monoclinic,m,Pc,oxide,,Sr,"Zn, Ru",,,,"N, O, S",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.1229722377391718
mp-1218068,SrPrZnRuO6,1.921934979089229,0.1818333175024909,Octahedron,1,2a,1,[0.1409042516833],0.0,0.1409042516833,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,O-Pr-Ru-Sr-Zn,0.044599480166678,-2.437875147666666,0.0,5,Monoclinic,m,Pc,oxide,,Sr,"Zn, Ru",,,,"O, P, S",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.12275118923507
mp-1218437,Sr3LaZnRuO8,2.755786269811027,-0.6071959900187174,Octahedron,1,1b,1,[0.174301200103053],0.0,0.174301200103053,ABCD3E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru-Sr-Zn,0.010878561517857,-2.689399345357142,0.508799999999999,5,Orthorhombic,mm2,Amm2,oxide,,Sr,"Zn, Ru",,,,"O, S",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.088364378364061
mp-1218524,Sr6Zn(RuO6)2,2.265427194203256,-0.183211508723099,Octahedron,1,1a,1,[0.020220152071348002],0.0,0.020220152071348002,AB2C6D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Ru-Sr-Zn,0.002323705476182,-2.5043551414285723,0.064999999999999,4,Monoclinic,2/m,C2/m,oxide,,Sr,"Zn, Ru",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0621384460169665
mp-1218538,Sr4Zn(IrO4)3,2.08994920785998,0.0049659754966138,Octahedron,1,1c,1,[0.006532739662952001],0.0,0.006532739662952001,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-O-Sr-Zn,0.0,-2.094111872,0.0,4,Triclinic,-1,P-1,oxide,,Sr,"Zn, Ir",,,,"O, S",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.095423760827386
mp-1218902,Sr12Zn2Co6O25,1.6601275902671666,0.4412947190565939,Square pyramid,1,2i,1,[0.622909801540899],0.0,0.622909801540899,A2B6C12D25,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Sr-Zn,0.015032083888913,-2.318124754555555,0.036,4,Monoclinic,2/m,C2/m,oxide,,Sr,"Co, Zn",,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.067273757998387
mp-12194,K2Zn2(MoO4)3,1.7262546389389832,0.3448969855144589,Octahedron,1,4e,1,"[1.150183629989887, 0.338288157955606]",0.0,0.7442358939727466,A2B2C3D12,1,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Zn,0.0,-2.043182530236843,3.6629,4,Monoclinic,2/m,P2_1/c,oxide,K,,"Zn, Mo",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0805375771295638
mp-1219802,RbNaMg3Zn2(Si2O5)6,1.527411663834205,0.6593968274775117,Tetrahedron,1,"1b, 1a, 2c",3,"[3.861499011609747, 3.886147732232841, 3.894214011341112]",0.0,3.8806202517279,ABC2D3E12F30,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-Rb-Si-Zn,0.0,-3.087274988446516,4.2766,6,Monoclinic,2,C2,oxide,"Na, Rb",Mg,Zn,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.984614137092213
mp-1221076,NaCaScZn(SiO3)4,1.92620955112056,0.1899814144198378,Octahedron,1,1b,1,[0.302670351139455],0.0,0.302670351139455,ABCDE4F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-Sc-Si-Zn,0.019613816499998,-3.175020719818966,4.5618,6,Monoclinic,2,C2,oxide,Na,Ca,"Sc, Zn",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1383819442914627
mp-1221120,NaCa3ScZn3(SiO3)8,1.934439859431856,0.1806205778610169,Octahedron,1,"1c, 1a, 1d",3,"[0.323187905746805, 0.32495930626277003, 0.334674563690999]",0.0,0.327607258566858,ABC3D3E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-Sc-Si-Zn,0.029464187999997,-3.103574086409482,4.2539,6,Monoclinic,2,P2,oxide,Na,Ca,"Sc, Zn",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1350067766574523
mp-1221167,Na4ZnCd(SiO3)4,0.4402618294813933,2.2111819418180443,Tetrahedron,1,1b,1,[0.687720144691477],0.0,0.687720144691477,ABC4D4E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Cd-Na-O-Si-Zn,0.013973854727281,-2.660896163887147,3.4754,5,Monoclinic,2,C2,oxide,Na,,"Zn, Cd",,,Si,"C, N, O, S",,,,,B > 1,Positive B,1.972977116084376
mp-1221261,Na3CaSc3Zn(SiO3)8,1.9385837499663343,0.1814540082341505,Octahedron,1,1a,1,[0.315935460707917],0.0,0.315935460707917,ABC3D3E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-Sc-Si-Zn,0.010541788500004,-3.245689009728448,4.7697,6,Monoclinic,2,P2,oxide,Na,Ca,"Sc, Zn",,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1405542726261313
mp-1221398,Na2Zn11(MoO4)12,1.880660189070878,0.2150366781297978,"Octahedron, Trigonal bipyramid",2,1a,1,"[1.236384243886282, 1.5503884502028802, 1.626838289033842, 1.7924676926808192, 1.169600261612788, 1.037877780620619, 0.8548425007344931, 1.079187447514254, 1.234095752990841, 1.37175353864134, 1.26160282676289]",0.0,1.2922762531528227,A2B11C12D48,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-Zn,0.008478263424671,-1.9360232446953232,3.3151,4,Triclinic,1,P1,oxide,Na,,"Zn, Mo",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.113718732664724
mp-1221527,Na2Mg3Zn2(Si2O5)6,1.4131592686921592,0.8219949854109432,Tetrahedron,1,"1b, 1a, 2c",3,"[4.024665189910596, 4.03875469431274, 4.045134883145804]",0.0,4.036184922456379,A2B2C3D12E30,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-Si-Zn,0.004334179557821,-3.07096433903589,4.1812,5,Monoclinic,2,C2,oxide,Na,Mg,Zn,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9831017475414936
mp-1221933,Mn3Zn9(PO4)8,2.048352087851513,0.0653504684330139,"Octahedron, Trigonal bipyramid",2,"1b, 2i",2,"[3.1339184039439862, 3.184929206634056, 3.219158924443458, 3.202850347225625, 0.772664959746679]",0.0,2.702704368398761,A3B8C9D32,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-O-P-Zn,0.003947738269226,-2.413636920594923,2.7824,4,Triclinic,-1,P-1,phosphate,,,"Mn, Zn",,,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.109817462031464
mp-1222033,Mn4Zn3(NiO6)2,1.9282302653864216,0.0996540663051296,Tetrahedron,1,"4f, 2e",2,"[0.013560796706080002, 0.018751528684059]",0.0,0.0161561626950695,A2B3C4D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-Ni-O-Zn,0.0,-1.791645609844006,0.3174,4,Monoclinic,2/m,C2/c,oxide,,,"Mn, Ni, Zn",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9975814427186187
mp-1222267,LuZnFeO4,0.672014084408308,1.5509465969971126,Trigonal bipyramid,1,1a,1,[1.525445655398449],0.0,1.525445655398449,ABCD4,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Lu-O-Zn,0.048710571875,-2.55242496095238,1.1464,4,Trigonal,3m,R3m,oxide,,,"Fe, Zn",,,,O,F,,Lu,,B > 1,Positive B,2.14098440035307
mp-1222376,LiZnBO3,1.642290549033542,0.4784098727060447,Tetrahedron,1,2a,1,[0.387193484586685],0.0,0.387193484586685,ABCD3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,B-Li-O-Zn,0.020341600416667,-2.414061129583333,3.5248,4,Monoclinic,m,Cc,orthoborate,Li,,Zn,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9652127096282863
mp-1222642,Li2Ti3ZnO8,1.8181846363418508,0.2532145357499905,Tetrahedron,1,1a,1,[0.013628526573267002],0.0,0.013628526573267002,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Li-O-Ti-Zn,0.036173144821428,-3.019490769047618,2.3708,4,Trigonal,3m,R3m,oxide,Li,,"Ti, Zn",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9956599169308327
mp-1223044,Li3ZnFe2(PO4)3,2.023029677383115,0.1305039201849894,Octahedron,1,1a,1,"[2.233946965063969, 2.2953795634652012, 2.258908848268718, 2.247516584620784]",0.0,2.258937990354668,AB2C3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Li-O-P-Zn,0.017139692380954,-2.484813785663265,3.6957999999999993,5,Triclinic,1,P1,phosphate,Li,,"Fe, Zn",,,,"O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.166665252691029
mp-1223163,La4ZnCu(RhO6)2,1.9486948164851428,0.1287107427804875,Octahedron,1,1b,1,[0.019865233616433],0.0,0.019865233616433,ABC2D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Cu-La-O-Rh-Zn,0.007706238937495,-2.5756132635,0.0,5,Triclinic,-1,P-1,oxide,,,"Cu, Zn, Rh",,,,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.091051282537164
mp-1223192,Na21ZnS10Cl3O40,2.066875113947113,-0.0928704777518461,Tetrahedron,1,2a,1,[2.124407943255318],0.0,2.124407943255318,AB3C10D21E40,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cl-Na-O-S-Zn,0.012026726133336,-2.16549328991954,4.3485,5,Monoclinic,m,Cc,oxide,Na,,Zn,,,,"C, N, O, S",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.002502119686027
mp-12233,ZnB4O7,1.858706744741421,0.2010406227823811,Trigonal bipyramid,1,8c,1,[6.386681657128228],1.0,6.386681657128228,AB4C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,B-O-Zn,0.0,-2.454355835312501,4.8477000000000015,3,Orthorhombic,mmm,Pbca,tetraborate,,,Zn,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9987314196441124
mp-1223469,KLiZn3O4,1.573376849433719,0.6601277496468819,Tetrahedron,1,1a,1,"[0.582482513545839, 1.5653233833926512, 1.172000132466719]",0.0,1.1066020098017364,ABC3D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Li-O-Zn,0.0,-1.813121743398147,1.643,4,Monoclinic,m,Cm,oxide,"Li, K",,Zn,,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0234374778989532
mp-1223606,KBa2Zn3B9O19,1.7917428661976942,0.278294731619383,Tetrahedron,1,2i,1,"[0.5869670480228281, 0.33246892965371, 2.247335449870021]",0.0,1.055590475848853,AB2C3D9E19,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Ba-K-O-Zn,0.007249001139695,-2.762903461316177,3.6287,5,Triclinic,-1,P-1,oxide,K,Ba,Zn,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9860558280508875
mp-1223616,KZnP2H5O9,2.111872184124523,0.0152989746662128,Octahedron,1,4a,1,[0.186840769432307],0.0,0.186840769432307,ABC2D5E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,H-K-O-P-Zn,0.016454763194444,-2.02901853543254,4.495299999999999,5,Orthorhombic,mm2,Pna2_1,oxide,K,,Zn,,,,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1306431502377197
mp-1223629,La4ZnCu2MoO12,1.3889395178446986,0.8605586599807543,See-saw,1,2i,1,[2.709084082829063],0.0,2.709084082829063,ABC2D4E12,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-La-Mo-O-Zn,0.016772712999994,-2.751361338499999,0.359999999999999,5,Triclinic,-1,P-1,oxide,,,"Cu, Zn, Mo",,,,"C, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.2449309372184376
mp-1223684,KNaMg3Zn2(Si2O5)6,1.4811895961313293,0.7251326071016535,Tetrahedron,1,"1b, 1a, 2c",3,"[3.993272133932252, 4.016548457972421, 4.016498419687695]",0.0,4.008773003864123,ABC2D3E12F30,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,K-Mg-Na-O-Si-Zn,0.0,-3.086494195074069,4.285,6,Monoclinic,2,C2,oxide,"Na, K",Mg,Zn,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9839707971170502
mp-1223691,La3ZnCuRh2PbO12,1.9938417248693203,0.1117930478032765,Octahedron,1,1a,1,[0.07163296626656901],0.0,0.07163296626656901,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-La-O-Pb-Rh-Zn,0.028233964479167,-2.249769505249999,0.0,6,Triclinic,1,P1,oxide,,,"Cu, Zn, Rh",,Pb,,"C, O, P",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.1175018356658177
mp-1224204,K2ZnSi3O8,2.093583550683995,-0.2010238473663957,Tetrahedron,1,1a,1,[2.1410079708658],0.0,2.1410079708658,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,K-O-Si-Zn,0.023660943303568,-2.839284471035715,3.2442,4,Triclinic,1,P1,oxide,K,,Zn,,,Si,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9539682426451108
