material_id,chem_formula,R$_0$,B,Tm_chemenv,num_Tm_chemenvs,Tm_wyckoff,num_Tm_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tm_sites,num_CN_env,num_charge_states,TmX_coordn,TmO_coordn,mean_coordn_Tm-X,min_coordn_Tm-X,max_coordn_Tm-X,mean_coordn_Tm-O,min_coordn_Tm-O,max_coordn_Tm-O,mean_Tm_charge,min_Tm_charge,max_Tm_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TmO_BondL
mp-755041,Tm2Mn2O7,1.640745641611473,0.6942026779296835,Cube,1,4d,1,[2.001000886926743],0.0,2.001000886926743,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mn-O-Tm,0.0,-2.92900769007837,0.996599999999999,3,Cubic,m-3m,Fd-3m,oxide,,,Mn,,,,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.333037944963146
mp-755258,TmVO3,0.7585856658154336,1.8230405432714616,Square-face bicapped trigonal prism,1,4c,1,[1.492691475609299],0.0,1.492691475609299,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tm-V,0.0,-3.320021488000004,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,V,,,,O,,,Tm,,B > 1,Positive B,2.386950452031847
mp-756123,Tm6WO12,1.514088886842221,1.0526772919801526,Square-face capped trigonal prism,1,6f,1,[3.776077876517721],0.0,3.776077876517721,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tm-W,0.0,-3.7574006715789503,3.3673,3,Trigonal,-3,R-3,oxide,,,W,,,,O,,,Tm,,B > 1,Positive B,2.304010745981588
mp-756281,TmAlO3,1.1356254946292463,1.369418836916287,Square-face bicapped trigonal prism,1,4c,1,[2.068711570361328],0.0,2.068711570361328,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Al-O-Tm,0.019079384200002,-3.775944358500001,6.078899999999999,3,Orthorhombic,mmm,Pnma,oxide,,,,,Al,,O,,,Tm,,B > 1,Positive B,2.35851922383363
mp-756459,Cs3TmO3,1.9709400073004808,0.480674909742271,Tetrahedron,1,4e,1,[1.594321341509323],0.0,1.594321341509323,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Cs-O-Tm,0.0,-2.168575990357145,2.6196,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,,"C, O",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.114080225092356
mp-767566,Na2TmPCO7,1.971633557197804,0.373962055390829,Octahedron,1,2e,1,[3.06874677044944],0.0,3.06874677044944,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-O-P-Tm,0.023691965659724,-2.7711089949917893,4.6011,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2319417489174196
mp-768243,Tm2TiO5,2.3910607825756207,-0.1684107244226836,"Octahedron, Face-capped octahedron",2,4c,1,"[3.156120560055308, 2.012455396418816]",0.0,2.584287978237062,AB2C5,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Ti-Tm,0.032904403124984,-3.77534641927085,3.169399999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.2699730624319034
mp-768469,TmGaO3,1.7934523824794693,0.5577394514853034,Face-capped octahedron,1,"4b, 2a",2,"[2.389520715242544, 2.690192515376354]",0.0,2.539856615309449,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Ga-O-Tm,0.006411194933333,-3.20338826316667,2.9311,3,Hexagonal,6mm,P6_3cm,oxide,,,,,Ga,,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.270734217615281
mp-768517,Tm2GeO5,2.057617496274093,0.3438962716378233,"Square antiprism, Face-capped octahedron",2,4e,1,"[4.019871331235593, 3.940927995544584]",0.0,3.9803996633900884,AB2C5,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Ge-O-Tm,0.023794109062517,-3.3844713146875,3.5667,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Ge,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.329252708191042
mp-769931,Tm3TaO7,2.21281314629468,0.120925163905526,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.595233358683088, 1.68604542983911]",0.0,2.640639394261099,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Ta-Tm,0.006435296477281,-3.791697367939396,3.504299999999999,3,Orthorhombic,222,C222_1,oxide,,,Ta,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.291157404465404
mp-770379,Tm2GeO5,2.187951311859692,0.1115192085092168,Face-capped octahedron,1,4c,1,"[2.803862925195695, 3.018254482989266]",0.0,2.9110587040924805,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Ge-O-Tm,0.0,-3.408265423750011,3.6166,3,Orthorhombic,mmm,Pnma,oxide,,,,,,Ge,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.287576488886181
mp-770409,Tm2GeO5,1.821784814925574,0.6337031404578751,"Octahedron, Pentagonal bipyramid",2,4f,1,"[4.908433925857485, 4.472840919469783]",0.0,4.6906374226636345,AB2C5,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Ge-O-Tm,0.006624999375009,-3.401640424375008,4.0633,3,Monoclinic,2/m,C2/c,oxide,,,,,,Ge,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.281539451171999
mp-771323,Tm2Ti2O7,2.131500190256124,0.2206005721637123,"Square-face capped trigonal prism, Square-face bicapped trigonal prism",2,2a,1,"[1.810112462240927, 4.632114644081212, 1.792294424252336, 1.893588292088465]",0.0,2.532027455665735,A2B2C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Ti-Tm,0.0,-3.698736296212125,3.0682,3,Monoclinic,2,P2_1,oxide,,,Ti,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.3419877202400916
mp-771778,Tm2P4O13,1.9280811544620988,0.4238778644135917,Octahedron,1,4e,1,"[0.754841006579066, 0.735115868455776]",0.0,0.7449784375174211,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,O-P-Tm,0.016083385263156,-3.165864645977445,5.6165,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2279821825123847
mp-771887,Tm2WO6,2.1439916926934672,0.2468802588558266,"Cube, Square antiprism",2,"4f, 2e",2,"[3.092385344568231, 2.989031076327648, 1.255787120837856]",0.0,2.445734513911245,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,O-Tm-W,0.044643665833334,-3.2963729991666693,2.9009,3,Monoclinic,2/m,C2/c,oxide,,,W,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.37167386896032
mp-7719,NaTm(SO4)2,2.486391474421336,-0.2245728459523263,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[0.960175061601622],0.0,0.960175061601622,ABC2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Na-O-S-Tm,0.001336818645835,-2.537055886781608,5.7586,4,Monoclinic,2/m,P2_1/m,sulfate,Na,,,,,,"N, O, S",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.302214085783693
mp-772232,Tm2P4O13,1.7929731742503925,0.5905453760928839,Pentagonal bipyramid,1,4c,1,[1.35862065469489],0.0,1.35862065469489,A2B4C13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,O-P-Tm,0.005682509736843,-3.176265521503759,5.7551,3,Orthorhombic,222,C222_1,oxide,,,,,,,"O, P",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.275093661832829
mp-772744,Tm2P4O13,1.5580238903432218,0.8907485644350471,Square-face bicapped trigonal prism,1,4f,1,[2.866610752769404],0.0,2.866610752769404,A2B4C13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,O-P-Tm,0.04649231605263,-3.135455715187972,5.5738,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"O, P",,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.3934458010087627
mp-772919,Tm4(B2O5)3,1.8085473608275384,0.6267895661833991,Square-face bicapped trigonal prism,1,4f,1,"[4.212550211727672, 3.641003759635343]",0.0,3.9267769856815073,A4B6C15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-O-Tm,0.020551646020001,-3.384167442600001,5.7326,3,Monoclinic,2/m,C2/c,diborate,,,,,,B,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.4063246936009497
mp-773512,Tm2WO6,2.0257598469412708,0.3331425843130183,"Square-face capped trigonal prism, Face-capped octahedron",2,4a,1,"[2.13003066839047, 3.963804468943937]",0.0,3.0469175686672036,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tm-W,0.024258553055554,-3.316758111944447,3.7910999999999992,3,Orthorhombic,222,P2_12_12_1,oxide,,,W,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.2906260886583802
mp-776575,BaTm2O4,2.596819758911713,-0.4522475577396889,Octahedron,1,4f,1,"[0.45290748674393605, 3.68114721884691, 4.127335202259703]",0.0,2.753796635950183,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-O-Tm,0.002175732499997,-3.73390261904762,3.8368,3,Monoclinic,2/m,C2/c,oxide,,Ba,,,,B,O,,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.2778262602804085
mp-777295,TmCrO3,0.7432689875567314,1.8278231506916227,Square-face bicapped trigonal prism,1,4c,1,[1.5388679650119101],0.0,1.5388679650119101,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cr-O-Tm,0.0,-3.2474085135,2.6809000000000003,3,Orthorhombic,mmm,Pnma,oxide,,,Cr,,,,"C, O",,,Tm,,B > 1,Positive B,2.377511517040301
mp-778814,Tm2WO6,2.1301828610501854,0.1862713536359238,"Cube, Square-face capped trigonal prism, Square antiprism",3,"2f, 2e, 4g",3,"[3.141906726338518, 2.924584147541566, 1.606819630311497]",0.0,2.5577701680638603,AB2C6,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tm-W,0.0,-3.3410166650000037,3.648199999999999,3,Monoclinic,2/m,P2/c,oxide,,,W,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.296468723594464
mp-779012,Tm3TaO7,1.8974696164387528,0.5582359879841128,"Cube, Pentagonal bipyramid",2,"2a, 4g",2,"[2.355535433185573, 0.701834330434706]",0.0,1.5286848818101395,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Ta-Tm,0.041694282045462,-3.756438382371217,3.499199999999999,3,Orthorhombic,mmm,Cmcm,oxide,,,Ta,,,,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.381171981673194
mp-779096,Tm3TaO7,2.0578244366542986,0.379319355957646,"Pentagonal bipyramid, Trigonal prism",2,"4c, 8d",2,"[2.865456901601957, 2.182009391768471]",0.0,2.523733146685214,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Ta-Tm,0.025250785909097,-3.772881878507581,3.5951999999999997,3,Orthorhombic,mmm,Pnma,oxide,,,Ta,,,,O,,,Tm,,"B $\in$ [0.1, 0.5]",Positive B,2.3296678810919103
mp-780172,Tm2TeO6,1.8875293078522013,0.5106091121638634,"Square-face capped trigonal prism, Face-capped octahedron",2,4a,1,"[2.258165440669902, 4.04807321034664]",0.0,3.1531193255082712,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Te-Tm,0.0,-3.053953418981482,3.1151,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,Te,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,2.3050069876689574
mp-780869,Tm2WO6,2.2697089927769065,0.0840285901447809,Square-face capped trigonal prism,1,8c,1,"[2.034576545177832, 1.918784371374524]",0.0,1.976680458276178,AB2C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,O-Tm-W,0.001347528611111,-3.339669136388892,3.327699999999999,3,Orthorhombic,mmm,Pbca,oxide,,,W,,,,O,,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3058678771309054
mp-865526,TmSb(PbO3)2,2.3164388998604952,-0.1279991358955884,Octahedron,1,2e,1,[0.531368146204461],0.0,0.531368146204461,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,O-Pb-Sb-Tm,0.007358259343743,-2.322419038500001,2.5853,4,Monoclinic,2/m,C2/c,oxide,,,,,Pb,Sb,"O, P, S",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.227487960906402
mp-8763,Tm2S2O,2.559368641970741,-0.4503976074260941,"Square-face capped trigonal prism, Trigonal prism",2,4e,1,"[2.158760756338945, 2.499053562163872]",0.0,2.3289071592514086,AB2C2,2,2,1,"[6.0, 7.0]","[3.0, 1.0]",6.5,6.0,7.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,"O2-, S2-","Lanthanides, Nonmetals",GGA,O-S-Tm,0.022785475625001,-2.975582629000002,2.6958,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, S",,,Tm,,"B $\in$ [-1, -0.1]",Negative B,2.230064927897857
