material_id,chem_formula,R$_0$,B,S_chemenv,num_S_chemenvs,S_wyckoff,num_S_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_S_sites,num_CN_env,num_charge_states,SX_coordn,SO_coordn,mean_coordn_S-X,min_coordn_S-X,max_coordn_S-X,mean_coordn_S-O,min_coordn_S-O,max_coordn_S-O,mean_S_charge,min_S_charge,max_S_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1173736,Na3CaAl3Si3SO16,1.5340245118058808,0.09052735332874517,Tetrahedron,1,"2a, 6b",2,"[0.14534534327884002, 0.061452327011082004]",0.0,0.10339883514496101,ABC3D3E3F16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",1.4988055137101373,GGA,Al-Ca-Na-O-S-Si,0.024387063055559002,-3.017718408393997,4.0333,6,Trigonal,3m,R3c,oxide,Na,Ca,None,None,Al,Si,"C, N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1173785,Na2Cu4H5(SO5)4,1.5717267498441134,0.1886789415242643,Tetrahedron,1,2i,1,"[0.030777502995075003, 0.025594243077082003]",0.0,0.0281858730360785,A2B4C4D5E20,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4957789333897176,GGA,Cu-H-Na-O-S,0.011358381125031,-1.554825210828818,0.0,5,Monoclinic,2/m,P2/m,oxide,Na,None,Cu,None,None,None,"H, C, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1176374,Na4Ni2C4SO16,1.5110057223938806,0.03853979897522005,Tetrahedron,1,1a,1,"[0.014485496136381, 0.017926585690225]",0.0,0.016206040913303,AB2C4D4E16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4954096204181715,GGA_U,C-Na-Ni-O-S,0.046749416018515004,-1.801411235667305,0.0,5,Triclinic,1,P1,oxide,Na,None,Ni,None,None,None,"C, N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1176404,Na2CuCSO7,2.15132413386999,1.6199742494424882,Tetrahedron,1,2e,1,[0.013618792613167001],0.0,0.013618792613167001,ABCD2E7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4945971185816065,GGA,C-Cu-Na-O-S,0.025830923333334,-1.859941518146551,0.5303,5,Monoclinic,2/m,P2_1/m,oxide,Na,None,Cu,None,None,None,"C, N, O, S",None,None,None,None,B > 1,Positive B
mp-1176431,Na4Mn2C4SO16,1.56672370077072,0.16782231303029965,Tetrahedron,1,1a,1,"[0.018863302585571, 0.030036741863070003]",0.0,0.0244500222243205,AB2C4D4E16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4988060006309771,GGA_U,C-Mn-Na-O-S,0.035443235432095,-1.9732657655140482,0.012299999999999001,5,Triclinic,1,P1,oxide,Na,None,Mn,None,None,None,"C, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1176597,LiV2(SO4)3,1.6467203562098056,0.39941879197513763,Tetrahedron,1,4e,1,"[0.044228286760010005, 0.077898243832851, 0.01793120556269]",0.0,0.04668591205185033,AB2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.484908570747687,GGA_U,Li-O-S-V,0.025960532412278,-2.119049806574074,0.5052000000000001,4,Monoclinic,2/m,P2_1/c,sulfate,Li,None,V,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1176627,LiV(SO4)2,1.6191357718397694,0.31835488614072416,Tetrahedron,1,1a,1,"[0.07200147657321901, 0.07535195961937301, 0.138735670133138, 0.162679022181693, 0.046571202551224, 0.057348541943299004, 0.20522709861708902, 0.181516519344726, 0.12156022427909301, 0.12563119265716902, 0.17476929020210102, 0.127557562261349, 0.090255228074732, 0.043780809626462004, 0.108252210395052, 0.11012747106298301]",0.0,0.11508534247016888,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4911317435233502,GGA_U,Li-O-S-V,0.018964140520835,-2.13388771704861,1.8863999999999992,4,Triclinic,1,P1,sulfate,Li,None,V,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1176828,LiMnH4(SO5)2,1.5394003296756822,0.11656815198947915,Tetrahedron,1,1a,1,"[0.040909836467342, 0.10356379647576201, 0.103835504112307, 0.087316802506363]",0.0,0.0839064848904435,ABC2D4E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.492741349279342,GGA_U,H-Li-Mn-O-S,0.025113252573667002,-1.7446920022924641,1.045499999999999,5,Triclinic,1,P1,oxide,Li,None,Mn,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1177996,Li2MgCr3(SO4)6,1.638914375252968,0.37700500715144397,Tetrahedron,1,1a,1,"[0.05678965753644401, 0.031441942261403004, 0.034430165484268, 0.024934718165877, 0.07630748958100801, 0.041091368645654006]",0.0,0.044165890279109,AB2C3D6E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",1.4864146083697458,GGA_U,Cr-Li-Mg-O-S,0.024326896279761003,-2.117518448796296,0.8518000000000001,5,Triclinic,1,P1,sulfate,Li,Mg,Cr,None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1178011,Li2Fe2(SO4)3,1.6783049849705045,0.47090932452792433,Tetrahedron,1,8c,1,"[0.012404877679822, 0.038265858905922004, 0.032193341850861]",0.0,0.027621359478868335,A2B2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.4877379233288028,GGA_U,Fe-Li-O-S,0.021703642368416,-2.003207996403508,4.174300000000001,4,Orthorhombic,mmm,Pbca,sulfate,Li,None,Fe,None,None,None,"O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1178150,KCu2H2(SO5)2,1.5344799561461389,0.11702246286482398,Tetrahedron,1,2i,1,[0.040961456298168004],0.0,0.040961456298168004,AB2C2D2E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4956702389554637,GGA,Cu-H-K-O-S,0.0077475039093320005,-1.5727970132205882,0.0,5,Monoclinic,2/m,C2/m,oxide,K,None,Cu,None,None,None,"H, C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1178406,CrSO4,1.5796231293392,0.2222402604424028,Tetrahedron,1,4c,1,[0.036002829871337],0.0,0.036002829871337,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.489762735515759,GGA_U,Cr-O-S,0.045990317678569,-1.982222939166667,2.4446,3,Orthorhombic,mmm,Pnma,sulfate,None,None,Cr,None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1179614,SbH3S(O2F3)2,1.6158630448789826,0.2889397696776495,"Tetrahedron, Octahedron",2,2i,1,"[0.037643804772876, 0.24189915343140403]",0.0,0.13977147910214002,ABC3D4E6,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals",1.5034511778924255,GGA,F-H-O-S-Sb,0.0,-2.02127426175,4.3864,5,Triclinic,-1,P-1,fluoride,None,None,None,None,None,Sb,"H, O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1180153,NaV3(SO7)2,1.5892017824120896,0.23571165125003138,Tetrahedron,1,2c,1,[0.034279905265899004],0.0,0.034279905265899004,AB2C3D14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4974970113181196,GGA_U,Na-O-S-V,0.0414887191875,-2.075647076318965,1.9544000000000001,4,Trigonal,32,R32,oxide,Na,None,V,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1181245,H4SO5,1.5587687571039563,0.1949862437353024,Tetrahedron,1,4a,1,[0.079870318927799],0.0,0.079870318927799,AB4C5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,Nonmetals,1.480395472796017,r2SCAN,H-O-S,0.005401999750000001,-1.18851352328125,5.6675,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1181575,K3Na8FeH12S6(NO18)2,1.6052380360700247,0.2753077482977179,Tetrahedron,1,6f,1,[0.042841569296398006],0.0,0.042841569296398006,AB2C3D6E8F12G36,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.4945765456895084,GGA_U,Fe-H-K-N-Na-O-S,0.0,-1.812937925629183,2.177499999999999,7,Trigonal,-3,R-3,oxide,"Na, K",None,Fe,None,None,None,"H, N, O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1181810,K3V2(S2O9)2,1.6029819718486304,0.27770206993407864,Tetrahedron,1,2a,1,"[0.098533935531753, 0.09470647997568801, 0.088454910393001, 0.100057269106642, 0.08361404982593801, 0.082426548984751, 0.081669047840148, 0.082781528354435]",0.0,0.08903047125154451,A2B3C4D18,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.492684217417449,GGA_U,K-O-S-V,0.0,-2.152897704787036,1.416499999999999,4,Monoclinic,2,P2_1,oxide,K,None,V,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1181965,CsVSO6,1.6662802408860216,0.4214777906464528,Tetrahedron,1,8c,1,[0.06849720152264101],0.0,0.06849720152264101,ABCD6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.4977297051291307,GGA_U,Cs-O-S-V,0.0,-2.21395922065613,2.141,4,Orthorhombic,mmm,Pbca,oxide,Cs,None,V,None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1182737,Cs2Si(S2O7)3,1.7122688395326384,0.5116863417128993,"Tetrahedron, Octahedron",2,"2d, 6g, 2c",3,"[0.081607404611596, 0.09525559609028701, 0.07471366092249701, 0.297954184042245, 0.25626545063086104, 0.277068630899775, 0.27867029108939, 0.294252872107425, 0.292638771871554]",0.0,0.21649187358507,AB2C6D21,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5124663409804577,GGA,Cs-O-S-Si,0.0,-1.9828718401436791,5.2785,4,Trigonal,-3,P-3,oxide,Cs,None,None,None,None,Si,"C, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1183033,AgSO4,1.5585741363114765,0.1638365297834636,Tetrahedron,1,4e,1,"[0.11120722012610901, 0.102523262062057, 0.053068789189796, 0.059952348936857004]",0.0,0.08168790507870476,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.4935820391992474,GGA,Ag-O-S,0.033839688020833,-1.33661510329861,0.06519999999999901,3,Monoclinic,2/m,P2_1/c,sulfate,None,None,Ag,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1189154,NaZnSO4F,1.5736186101617253,0.1894356673923996,Tetrahedron,1,2e,1,[0.014850558770996001],0.0,0.014850558770996001,ABCDE4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.4968248690411001,GGA,F-Na-O-S-Zn,0.004868993359373,-2.161790143609914,4.2143,5,Monoclinic,2/m,C2/c,sulfate,Na,None,Zn,None,None,None,"N, O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190177,Dy2CoTe2(SO7)2,1.5909672894442557,0.24962011939128614,Tetrahedron,1,2i,1,[0.08450087512309101],0.0,0.08450087512309101,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4900895573795512,GGA_U,Co-Dy-O-S-Te,0.0,-2.338550634841268,3.0606,5,Triclinic,-1,P-1,oxide,None,None,Co,None,None,Te,"C, O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190196,Er2CoTe2(SO7)2,1.5785150250491315,0.21852042490939957,Tetrahedron,1,2i,1,[0.089462671120751],0.0,0.089462671120751,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.490205573320338,GGA_U,Co-Er-O-S-Te,0.038097327892753004,-2.297523956587301,1.8416000000000001,5,Triclinic,-1,P-1,oxide,None,None,Co,None,None,Te,"C, O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190199,CuSb6(SO8)2,1.5239259362832631,0.07075651757912228,"Tetrahedron, Square pyramid, See-saw",3,2i,1,"[5.046009660071689, 3.627139604565416, 2.9856897518167442, 0.023287269202678002]",0.25,2.9205315714141316,AB2C6D16,3,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.4994016590313057,GGA,Cu-O-S-Sb,0.0,-1.7523237766,0.42300000000000004,4,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1190203,Lu2CuTe2(SO7)2,1.7566095381744304,0.6641671123953224,Tetrahedron,1,2i,1,[0.017775597746436],0.0,0.017775597746436,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4873979764672427,GGA,Cu-Lu-O-S-Te,0.008943035396845002,-2.299995892460317,0.6058,5,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Te,"C, O, S",None,None,Lu,None,"B $\in$ [0.5, 1]",Positive B
mp-1190208,Y2CuTe2(SO7)2,1.6056047669361835,0.2851354824242095,Tetrahedron,1,2i,1,[0.108661449622813],0.0,0.108661449622813,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.4903720762672763,GGA,Cu-O-S-Te-Y,0.011501252698433,-2.270365908492063,0.879,5,Triclinic,-1,P-1,oxide,None,None,"Cu, Y",None,None,Te,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190336,Ho2CoTe2(SO7)2,1.5803905478609672,0.22300070218542922,Tetrahedron,1,2i,1,[0.08714254222487801],0.0,0.08714254222487801,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.490270565541461,GGA_U,Co-Ho-O-S-Te,0.0,-2.337953107063491,3.0518,5,Triclinic,-1,P-1,oxide,None,None,Co,None,None,Te,"H, C, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190341,Nd2CoTe2(SO7)2,1.6092235353729059,0.29202700697223527,Tetrahedron,1,2i,1,[0.064881541307428],0.0,0.064881541307428,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4912078485395925,GGA_U,Co-Nd-O-S-Te,0.0,-2.323792596825397,3.1295,5,Triclinic,-1,P-1,oxide,None,None,Co,None,None,Te,"C, N, O, S",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190344,Er2CuTe2(SO7)2,1.5973455888052657,0.2660079351529219,Tetrahedron,1,2i,1,[0.11327528648297201],0.0,0.11327528648297201,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4898445008284256,GGA,Cu-Er-O-S-Te,0.017043508809543,-2.283829658492063,0.8785000000000001,5,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Te,"C, O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190350,Ho2ZnTe2(SO7)2,1.576754031493225,0.21106737381053714,Tetrahedron,1,2i,1,[0.085493345064636],0.0,0.085493345064636,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.491456696184032,GGA,Ho-O-S-Te-Zn,0.004480191746038,-2.375672215158729,3.9851,5,Triclinic,-1,P-1,oxide,None,None,Zn,None,None,Te,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190351,Tm2CuTe2(SO7)2,1.5965829358234944,0.2637726269697515,Tetrahedron,1,2i,1,[0.11871634887002201],0.0,0.11871634887002201,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4899860910298763,GGA,Cu-O-S-Te-Tm,0.019873987301604,-2.285249686587301,0.875599999999999,5,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Te,"C, O, S",None,None,Tm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190377,Er2ZnTe2(SO7)2,1.5747422108981741,0.20662496335305605,Tetrahedron,1,2i,1,[0.082626377165827],0.0,0.082626377165827,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4912391028872376,GGA,Er-O-S-Te-Zn,0.0059415383333310005,-2.377290538968253,3.9585999999999992,5,Triclinic,-1,P-1,oxide,None,None,Zn,None,None,Te,"O, S",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190385,Tb2CoTe2(SO7)2,1.5686413995715678,0.23212835471633517,Tetrahedron,1,2i,1,[0.07874885763365701],0.0,0.07874885763365701,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.474831859021471,r2SCAN,Co-O-S-Tb-Te,0.0,-2.339155171984126,3.0646,5,Triclinic,-1,P-1,oxide,None,None,Co,None,None,Te,"C, O, S",None,None,Tb,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190393,Dy2CuTe2(SO7)2,1.6195990272272192,0.318308900497484,Tetrahedron,1,2i,1,[0.11473355131307202],0.0,0.11473355131307202,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4909611876782467,GGA,Cu-Dy-O-S-Te,0.010645019444464,-2.283447090555554,0.878699999999999,5,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Te,"C, O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190396,Sm2ZnTe2(SO7)2,1.5907516350796398,0.24912599725372703,"Tetrahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[2.75457191465492, 0.070549282769858]",0.0,1.412560598712389,AB2C2D2E14,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4900734004853664,GGA,O-S-Sm-Te-Zn,0.0,-2.368064410873015,4.0068,5,Triclinic,-1,P-1,oxide,None,None,Zn,None,None,Te,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190435,Nd2CuTe2(SO7)2,1.6104085108144628,0.3318736914126056,Tetrahedron,1,2i,1,[0.09226918808495901],0.0,0.09226918808495901,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4762895221263341,r2SCAN,Cu-Nd-O-S-Te,0.0,-2.268456409206348,0.8712000000000001,5,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Te,"C, N, O, S",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190438,Eu2CoTe2(SO7)2,1.5388576259815365,0.11920037020046308,Tetrahedron,1,2i,1,[0.055960780409374],0.0,0.055960780409374,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4906863011029312,GGA_U,Co-Eu-O-S-Te,0.0,-2.142900158492063,0.010899999999999,5,Triclinic,-1,P-1,oxide,None,None,Co,None,None,Te,"C, O, S",None,None,Eu,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190440,Ho2CuTe2(SO7)2,1.5926003761014131,0.2503201278410102,Tetrahedron,1,2i,1,[0.109506505787596],0.0,0.109506505787596,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4914386299089784,GGA,Cu-Ho-O-S-Te,0.015440217936530002,-2.282353278968253,0.8660000000000001,5,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Te,"H, C, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190446,Sm2CuTe2(SO7)2,1.624553976232048,0.33210532876563126,"Tetrahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[3.025640617001529, 0.09968001320270901]",0.0,1.562660315102119,AB2C2D2E14,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4903419617150462,GGA,Cu-O-S-Sm-Te,0.0,-2.274959144682538,0.8773000000000001,5,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Te,"C, O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190452,Sm2CoTe2(SO7)2,1.6134581624732078,0.30397842352454546,"Tetrahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[2.862607874589183, 0.072174857052231]",0.0,1.467391365820707,AB2C2D2E14,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4906124143020758,GGA_U,Co-O-S-Sm-Te,0.0,-2.330321707539683,3.1058,5,Triclinic,-1,P-1,oxide,None,None,Co,None,None,Te,"C, O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190458,Gd2ZnTe2(SO7)2,1.5992061881766015,0.2656817391566003,Tetrahedron,1,2i,1,[0.07610178510321701],0.0,0.07610178510321701,AB2C2D2E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",1.4918367516540254,GGA,Gd-O-S-Te-Zn,0.0,-2.359405040396824,0.31210000000000004,5,Triclinic,-1,P-1,oxide,None,None,Zn,None,None,Te,"O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190463,CsHS2O7,1.6703593775416856,0.40599338389132533,Tetrahedron,1,2i,1,"[0.38473438494626305, 0.273633715644616]",0.0,0.3291840502954395,ABC2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",1.5154069203397091,GGA,Cs-H-O-S,0.0,-1.865595980536833,5.3167,4,Triclinic,-1,P-1,oxide,Cs,None,None,None,None,None,"H, C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1190466,CoBi6(SO8)2,1.4748836047358531,-0.05513704327862938,Tetrahedron,1,2c,1,"[0.023640239728172002, 0.024159216251459]",0.0,0.023899727989815503,AB2C6D16,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.4971567718843553,GGA_U,Bi-Co-O-S,0.0,-1.775482531999999,2.350099999999999,4,Monoclinic,1,C2,oxide,None,None,Co,None,Bi,B,"C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
