material_id,chem_formula,R$_0$,B,Mg_chemenv,num_Mg_chemenvs,Mg_wyckoff,num_Mg_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mg_sites,num_CN_env,num_charge_states,MgX_coordn,MgO_coordn,mean_coordn_Mg-X,min_coordn_Mg-X,max_coordn_Mg-X,mean_coordn_Mg-O,min_coordn_Mg-O,max_coordn_Mg-O,mean_Mg_charge,min_Mg_charge,max_Mg_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_MgO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-24438,K2MgH12(SO7)2,2.0454281923222153,0.04892521063153939,Octahedron,1,2a,1,[0.056980950532252],0.0,0.056980950532252,AB2C2D12E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.10442840274063,GGA,H-K-Mg-O-S,0.000523650161289,-1.7293669354677421,5.3058,5,Monoclinic,2/m,P2_1/c,oxide,K,Mg,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24460,MgH6(SO4)4,1.0612077678552887,0.9375820525743906,Octahedron,1,2a,1,[0.035931259505824],0.0,0.035931259505824,AB4C6D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.0915139568962964,GGA,H-Mg-O-S,0.0,-1.7490215636111102,6.131,4,Monoclinic,2/m,P2_1/c,sulfate,None,Mg,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-24546,MgH2(SeO4)2,2.028251179118449,0.07018300896401014,Octahedron,1,2a,1,[0.11181757696312801],0.0,0.11181757696312801,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.109954848730505,GGA,H-Mg-O-Se,0.0,-1.474973943629807,3.298899999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,None,None,None,None,"H, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24606,Rb2MgH8(CO5)2,2.191213528541783,-0.06403322583014079,Octahedron,1,2a,1,[0.036682097079729005],0.0,0.036682097079729005,AB2C2D8E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.113637494819605,GGA,C-H-Mg-O-Rb,0.0,-1.763348777173914,4.7717,5,Monoclinic,2/m,P2_1/c,oxide,Rb,Mg,None,None,None,None,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24742,K2MgH8(SO6)2,2.1367691812437406,-0.027982107670172906,Octahedron,1,"2d, 2a",2,"[0.20723214813467203, 0.09369480572590701]",0.0,0.15046347693028952,AB2C2D8E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",2.104780759110605,GGA,H-K-Mg-O-S,0.0,-1.8378636077800001,5.3938,5,Monoclinic,2/m,P2_1/c,oxide,K,Mg,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-2665147,MgNb2(PbO3)3,2.0077338288049376,0.158053290128648,Octahedron,1,1a,1,[0.44418405142809003],0.0,0.44418405142809003,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.1483700521181115,GGA,Mg-Nb-O-Pb,0.012964795854166001,-2.457446984666667,2.226099999999999,4,Monoclinic,m,Cm,oxide,None,Mg,Nb,None,Pb,None,"N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712522,Na3Mg3TiPS5O24,1.8183784019008826,0.22205138936934468,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.067236517670404,GGA,Mg-Na-O-P-S-Ti,0.014253027777773002,-2.4349320932328142,1.930499999999999,6,Triclinic,1,P1,oxide,Na,Mg,Ti,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712528,Na3HfMg3PS5O24,1.7773467828085248,0.26894390875644103,Octahedron,1,1a,1,"[0.136433777292905, 0.199732963420461, 0.28007066797769303, 0.23533857028791702, 0.133331787449016, 0.168341082630829, 0.35212642760274604, 0.238628503739291, 0.23095371179943702]",0.0,0.21943972135558834,ABC3D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0787553254450124,GGA,Hf-Mg-Na-O-P-S,0.017215707387389003,-2.487240386926508,4.1602000000000015,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712533,Na3Mg2Al2PS5O24,1.789661991140076,0.25339910539151467,Octahedron,1,1a,1,"[0.29595831188293903, 0.269657401902479, 0.5378915544486921, 0.5276207910032821, 0.409688909651971, 0.592312735819986]",0.0,0.43885495078489156,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.0720378407527744,GGA,Al-Mg-Na-O-P-S,0.026619199234232,-2.427695456340923,4.9058,6,Triclinic,1,P1,oxide,Na,Mg,None,None,Al,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712562,Na6Mg2Ta4Si3(PO6)6,1.7918859410755423,0.2561776484832595,Octahedron,1,2a,1,"[0.16972772415206303, 0.744901760467879]",0.0,0.45731474230997105,A2B3C4D6E6F36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0871250773854944,GGA,Mg-Na-O-P-Si-Ta,0.038167461686163,-2.958708017288884,2.7596,6,Monoclinic,m,Cc,oxide,Na,Mg,Ta,None,None,Si,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712564,Na2MgZr3P4(SO12)2,1.849431035297377,0.21692011019670207,Octahedron,1,1a,1,"[0.207788156808685, 0.19380519782028802, 0.325907075625051]",0.0,0.242500143418008,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1030421680395417,GGA,Mg-Na-O-P-S-Zr,0.020055400308638,-2.884500174388798,2.9425,6,Triclinic,1,P1,oxide,Na,Mg,Zr,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712574,Na3Mg3SnPS5O24,1.8095591205358743,0.24307722349610805,Octahedron,1,1a,1,"[0.18569265801109802, 0.230745490963239, 0.34627753114437704, 0.26011780401656204, 0.18117410884290402, 0.161739397157237, 0.37001512757395305, 0.29170808428187, 0.316878797909009]",0.0,0.26048322221113884,ABC3D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.0819771387632864,GGA,Mg-Na-O-P-S-Sn,0.016834109909908003,-2.310593715980562,2.2724,6,Triclinic,1,P1,oxide,Na,Mg,None,None,Sn,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712577,Na18Mg20Nb4Si3(S11O48)3,1.8067134390348183,0.2414486348017141,Octahedron,1,1a,1,"[0.317364102484531, 0.286256858482059, 0.28056311028256403, 0.21022711673079703, 0.11712365472147201, 0.10519207919796701, 0.153429155372447, 0.19632653578567702, 0.180283165471625, 0.196541915032197, 0.19321220222336802, 0.399285560644119, 0.36681668178958104, 0.15639910614788802, 0.16762107419611103, 0.20656984535385903, 0.178020223044801, 0.7267846202242241, 0.6841515798899811, 0.24348428988445803]",0.0,0.26828264384798634,A3B4C18D20E33F144,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0800232454234786,GGA,Mg-Na-Nb-O-S-Si,0.035583162411835005,-2.351765920843819,0.045399999999999004,6,Triclinic,1,P1,oxide,Na,Mg,Nb,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712589,Na2Hf3MgP4(SO12)2,1.860011676015067,0.19904917077296147,Octahedron,1,1a,1,"[0.20366635588300003, 0.18244725696931202, 0.333567009491818]",0.0,0.2398935407813767,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0927261327164657,GGA,Hf-Mg-Na-O-P-S,0.022025178055546,-2.943976974759168,4.06,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712591,NaMgNbP2SO12,1.8459821168741777,0.17282108890907358,Octahedron,1,6a,1,[0.13917993875102],0.0,0.13917993875102,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0472841556397796,GGA,Mg-Na-Nb-O-P-S,0.037405801550931005,-2.647602240361021,1.9978999999999991,6,Monoclinic,m,Cc,oxide,Na,Mg,Nb,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712607,Na6HfMg3P4(SO12)2,1.630029212186398,0.4238947355456186,Octahedron,1,1a,1,"[0.268084086864788, 0.20888185490315903, 0.6128457015927381, 0.45907575542897905, 0.336854401509738, 0.245755272675716, 0.5692696993036891, 0.7444110157346581, 0.389659416621213]",0.0,0.42609302273718647,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1017100962920034,GGA,Hf-Mg-Na-O-P-S,0.036964913989582,-2.71579350683785,4.5077,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712617,Na6Mg3SnP4(SO12)2,1.6379301502694343,0.40752789028039516,Octahedron,1,1a,1,"[0.249042501539072, 0.205800802147411, 0.653150518234071, 0.463671766702875, 0.26190690222525703, 0.180723627969982, 0.48337037628238905, 0.779899358243195, 0.38636070520465204]",0.0,0.40710295094987825,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.091400196322496,GGA,Mg-Na-O-P-S-Sn,0.038765143799994004,-2.5544431892961823,2.8096,6,Triclinic,1,P1,oxide,Na,Mg,None,None,Sn,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712638,Na6Mg3ZrP4(SO12)2,1.629946105697344,0.4333534392629451,Octahedron,1,1a,1,"[0.31271069585662703, 0.25297887704988203, 0.6611949798879251, 0.571720043444905, 0.385464316240595, 0.29247813121016203, 0.661879815008489, 0.830827519180325, 0.37919821500549905]",0.0,0.4831613992093789,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.112146924663659,GGA,Mg-Na-O-P-S-Zr,0.034892778843748,-2.699200859921183,3.908,6,Triclinic,1,P1,oxide,Na,Mg,Zr,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712640,NaMgTaP2SO12,1.817354187519585,0.19121642392641414,Octahedron,1,6a,1,[0.158479393761391],0.0,0.158479393761391,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0400838415071214,GGA,Mg-Na-O-P-S-Ta,0.041524537800910005,-2.712750787805465,2.8657,6,Monoclinic,m,Cc,oxide,Na,Mg,Ta,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712653,Na6Mg3TiP4(SO12)2,1.675860752134377,0.3715128734077189,Octahedron,1,1a,1,"[0.27285245878937703, 0.20540139880975403, 0.6679480420561941, 0.438511659418208, 0.34660812554416104, 0.220356160231677, 0.6053426785427141, 0.7249479396541071, 0.513699437648934]",0.0,0.4439631000772363,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.089254597962626,GGA,Mg-Na-O-P-S-Ti,0.034162987645833004,-2.668422731421183,2.2262,6,Triclinic,1,P1,oxide,Na,Mg,Ti,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712655,Na3Mg2Ga2PS5O24,1.8163332360296387,0.21746527500032506,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.058586962850942,GGA,Ga-Mg-Na-O-P-S,0.031189110135137,-2.251960424944526,3.4862,6,Triclinic,1,P1,oxide,Na,Mg,None,None,Ga,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712676,Na2MgGe3P4(SO12)2,1.8706400235986362,0.11467603352258238,Octahedron,1,1a,1,"[0.175074763075655, 0.10066175649741901, 0.46680701460212304]",0.0,0.24751451139173233,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.004709540754285,GGA,Ge-Mg-Na-O-P-S,0.045415273842563005,-2.34462874249065,1.5861,6,Triclinic,1,P1,oxide,Na,Mg,None,None,None,Ge,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712711,Na6Mg2Nb4Si3(PO6)6,1.8008471467574636,0.2403009142499184,Octahedron,1,2a,1,"[0.170870156589253, 0.611700791002686]",0.0,0.3912854737959695,A2B3C4D6E6F36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0777921182442003,GGA,Mg-Na-Nb-O-P-Si,0.042860164610149,-2.871875582914614,2.0427,6,Monoclinic,m,Cc,oxide,Na,Mg,Nb,None,None,Si,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712736,Na9Mg5TaP6(SO12)3,1.6068311991775872,0.4528113786051574,Octahedron,1,2a,1,"[0.5950983297463931, 0.8182174721322151, 0.23147091755295002, 0.314334551495321, 0.47731661417112303]",0.0,0.48728757701960046,AB3C5D6E9F36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.113739869610901,GGA,Mg-Na-O-P-S-Ta,0.027782923868596,-2.663102322835071,3.4948,6,Monoclinic,m,Cc,oxide,Na,Mg,Ta,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712750,Na9Mg5NbP6(SO12)3,1.607749461956524,0.4434063697724612,Octahedron,1,2a,1,"[0.585130848332452, 0.7760461554217261, 0.23403968211605303, 0.33648176024674004, 0.501461816272701]",0.0,0.48663205247793445,AB3C5D6E9F36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1041297932015226,GGA,Mg-Na-Nb-O-P-S,0.026774101701921002,-2.643341971462849,2.6906,6,Monoclinic,m,Cc,oxide,Na,Mg,Nb,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712753,Na2MgTi3P4(SO12)2,1.896024181527327,0.11751861318816767,Octahedron,1,1a,1,"[0.15704670510843502, 0.11332834294789801, 0.23932821916264901]",0.0,0.16990108907299403,AB2C2D3E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0334191090715694,GGA,Mg-Na-O-P-S-Ti,0.017700412592587002,-2.775679699111021,1.801499999999999,6,Triclinic,1,P1,oxide,Na,Mg,Ti,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712779,Na3Mg2In2PS5O24,1.7916577667414189,0.26496091330542987,Octahedron,1,1a,1,"[0.45705702258142805, 0.373604282425937, 0.42433700158841603, 0.365608402806865, 0.25757164028816204, 0.400660309709135]",0.0,0.37980644323332385,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals",2.086815705673797,GGA,In-Mg-Na-O-P-S,0.016723701027033,-2.242867561205788,3.3013999999999992,6,Triclinic,1,P1,oxide,Na,Mg,None,None,In,None,"N, O, P, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712784,Na3MgScP2SO12,1.7753550663875384,0.29307898575124636,Octahedron,1,6a,1,[0.422977130708646],0.0,0.422977130708646,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.101573871938513,GGA,Mg-Na-O-P-S-Sc,0.033858250208333,-2.762678891712849,4.3618,6,Monoclinic,m,Cc,oxide,Na,Mg,Sc,None,None,None,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712790,Na3MgInP2SO12,1.8374777455617057,0.2511189153488992,Octahedron,1,6a,1,[0.44242083223905804],0.0,0.44242083223905804,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals",2.116989702673911,GGA,In-Mg-Na-O-P-S,0.042933859166667004,-2.489566777212849,3.461999999999999,6,Monoclinic,m,Cc,oxide,Na,Mg,None,None,In,None,"N, O, P, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712794,Na6Mg6Zr2SiS11O48,1.7324045600218922,0.3225711450843253,Octahedron,1,1a,1,"[0.25942440703853104, 0.254011291054126, 0.46505444064567003, 0.49713894332879505, 0.156288422632189, 0.21204265452578103, 0.49134412631968805, 0.18154877836590502, 0.149176280889136, 0.21136493227771402, 0.141922425575982, 0.29211153477247004, 0.14435729701056202, 0.27588416039581704, 0.198397705397499, 0.280426600294851, 0.390180429903333, 0.39568160780236306]",0.0,0.27757533545724516,AB2C6D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0923419934081138,GGA,Mg-Na-O-S-Si-Zr,0.024644673436927,-2.42775149683481,2.6574,6,Triclinic,1,P1,oxide,Na,Mg,Zr,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712827,MgTi3SiS5O24,1.8733255336546055,0.1514291873893574,Octahedron,1,1a,1,"[0.019894128131999998, 0.119329332119342, 0.081317417956925]",0.0,0.07351362606942234,ABC3D5E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.045129774586269,GGA,Mg-O-S-Si-Ti,0.014300674093139001,-2.484334229828432,1.6418,5,Triclinic,1,P1,oxide,None,Mg,Ti,None,None,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712855,Na7HfMg3P5SO24,1.4327831999310963,0.6070150275614191,Octahedron,1,1a,1,"[0.270375411095219, 0.37614643658783403, 0.693773233848861, 0.298670600375293, 0.26267960057974404, 0.576279060525772, 0.48261537066057303, 0.46193906921950306, 0.6953250405261631]",0.0,0.4575337581576624,ABC3D5E7F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1056207596648204,GGA,Hf-Mg-Na-O-P-S,0.019500785162598,-2.7855809959439712,4.1183,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2712873,Na7MgNb3(SiO4)6,1.2731056067799462,0.7522158274525952,Octahedron,1,"1c, 1a",2,"[0.38474787819113704, 0.42220801086660303, 0.7723633528713001]",0.0,0.5264397473096801,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.102630719126682,GGA,Mg-Na-Nb-O-Si,0.049447408678864005,-2.8992752327151683,1.9441000000000002,5,Trigonal,3,P3,silicate,Na,Mg,Nb,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2712875,Na7MgTa3(SiO4)6,1.2546630728705694,0.7772533179405843,Octahedron,1,"1c, 1a",2,"[0.399891247350592, 0.48865317420338206, 0.9451714886129031]",0.0,0.6112386367222924,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.1117985034988234,GGA,Mg-Na-O-Si-Ta,0.035967554349593006,-2.992573208129802,2.6186,5,Trigonal,3,P3,silicate,Na,Mg,Ta,None,None,Si,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2712881,Hf3MgP2(SO6)4,1.86698755630101,0.18785155115834082,Octahedron,1,1a,1,"[0.052033113171520005, 0.05767332505099101, 0.063533130302637]",0.0,0.057746522841716004,AB2C3D4E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.079149658267267,GGA,Hf-Mg-O-P-S,0.008071920637254001,-2.7487637042436983,4.1919,5,Triclinic,1,P1,oxide,None,Mg,Hf,None,None,None,"H, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712885,Na9Mg2Nb10Si9(PO8)9,1.812493411337653,0.241598755490726,Octahedron,1,1a,1,"[0.26128864270852403, 0.37552078029996405]",0.0,0.31840471150424404,A2B9C9D9E10F72,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.086345581693273,GGA,Mg-Na-Nb-O-P-Si,0.025446289754848,-2.943685318686482,2.3424,6,Triclinic,1,P1,oxide,Na,Mg,Nb,None,None,Si,"N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712920,MgSiSn3S5O24,1.8748251235562556,0.17428591768847873,Octahedron,1,1a,1,"[0.024694283261065, 0.102177675597706, 0.035028209733427004]",0.0,0.05396672286406601,ABC3D5E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.072561049434791,GGA,Mg-O-S-Si-Sn,0.045382713370103,-2.042278142230392,0.5127,5,Triclinic,1,P1,oxide,None,Mg,None,None,Sn,Si,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712926,MgTaP(SO6)2,1.8660216173798698,0.13427825464603904,Octahedron,1,2a,1,"[0.063278465854902, 0.070180464059707, 0.071934774593503]",0.0,0.06846456816937067,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.0211427664023276,GGA,Mg-O-P-S-Ta,0.039295616813723004,-2.502108257567227,2.8117,5,Monoclinic,m,Cc,oxide,None,Mg,Ta,None,None,None,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2712962,MgGe3P2(SO6)4,1.8610029422827705,0.10507530378203112,Octahedron,1,1a,1,"[0.04539420226376, 0.08688930115057701, 0.164695284425318]",0.0,0.09899292927988501,AB2C3D4E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.9796803911209406,GGA,Ge-Mg-O-P-S,0.035120272892156,-2.077695728606443,1.5628000000000002,5,Triclinic,1,P1,oxide,None,Mg,None,None,None,Ge,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
