material_id,chem_formula,R$_0$,B,Eu_chemenv,num_Eu_chemenvs,Eu_wyckoff,num_Eu_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Eu_sites,num_CN_env,num_charge_states,EuX_coordn,EuO_coordn,mean_coordn_Eu-X,min_coordn_Eu-X,max_coordn_Eu-X,mean_coordn_Eu-O,min_coordn_Eu-O,max_coordn_Eu-O,mean_Eu_charge,min_Eu_charge,max_Eu_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_EuO_BondL
mp-2748966,Eu3TaO7,1.9635550371355712,0.5268578646961642,"Pentagonal bipyramid, Cube",2,"2a, 4c",2,"[3.6819247774253423, 1.011276242950685]",0.0,2.3466005101880136,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-O-Ta,0.0,-3.198160329757575,0.1545,3,Orthorhombic,mmm,Cmcm,oxide,,,Ta,,,,O,,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.4303571607260746
mp-2751996,EuNb2O6,2.5023982022735893,0.0376535221059507,Square-face bicapped trigonal prism,1,4e,1,[2.041144799784014],0.0,2.041144799784014,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-Nb-O,0.0,-3.026918856111112,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Nb,,,,"N, O",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.537359526961478
mp-28546,Eu4Cl6O,2.1378550888676062,0.3042359383968659,"Square-face capped trigonal prism, Square-face bicapped trigonal prism",2,"6c, 2b",2,"[1.555842155865169, 3.826409969152378]",0.0,2.6911260625087734,AB4C6,2,2,1,"[7.0, 8.0]","[1.0, 1.0]",7.5,7.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals",r2SCAN,Cl-Eu-O,0.0,-2.880819524545455,0.9888,3,Hexagonal,6mm,P6_3mc,oxide,,,,,,,"C, O",Cl,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.348820441684959
mp-2898735,SrEu2Fe2O7,0.3653643537847507,2.1302036716360826,Tricapped triangular prism (three square-face caps),1,4g,1,[3.36734825920497],0.0,3.36734825920497,AB2C2D7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-Fe-O-Sr,0.0,-2.553448572499997,0.0,4,Orthorhombic,mmm,Cmcm,oxide,,Sr,Fe,,,,"O, S",F,,Eu,,B > 1,Positive B,2.601587078973705
mp-31247,Eu2Te4O11,2.3261538785975646,0.1308791354391978,Square-face bicapped trigonal prism,1,4f,1,[1.7649271096297632],0.0,1.7649271096297632,A2B4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Eu-O-Te,0.022904638529393,-2.045717880980404,0.0,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4394855566237768
mp-3219,EuPO4,1.33436187735645,1.1342364593110197,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4e,1,[4.225323294147241],0.0,4.225323294147241,ABC4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Eu-O-P,0.0,-3.109623819107143,0.0,3,Monoclinic,2/m,P2_1/c,phosphate,,,,,,,"O, P",,,Eu,,B > 1,Positive B,2.509290763013892
mp-4271,EuTaO4,2.328415550125256,0.1143215931883966,Square antiprism,1,2e,1,[2.530663978904483],0.0,2.530663978904483,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-O-Ta,0.038071070833336,-3.349579321222222,0.0,3,Monoclinic,2/m,C2/c,oxide,,,Ta,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4143148844521023
mp-43048,NaEuTiNbO6F,1.4636808486614217,1.1041759619567917,Hexagonal bipyramid,1,4b,1,[2.132474886985283],0.0,2.132474886985283,ABCDEF6,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Eu-F-Na-Nb-O-Ti,0.029762792159088,-3.215985867246605,0.0,6,Tetragonal,422,P4_322,fluoride,Na,,"Ti, Nb",,,,"N, O",F,,Eu,,B > 1,Positive B,2.554709132643589
mp-504653,Eu2SiO4,1.7326573723726413,0.6701544322143703,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism",2,4c,1,"[7.811276547523933, 3.204664578528167]",0.5,5.50797056302605,AB2C4,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Eu-O-Si,0.013404185714287,-3.337149815000003,0.056899999999999,3,Orthorhombic,mmm,Pnma,silicate,,,,,,Si,"O, S",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.754053904497583
mp-505043,Eu3Sb5O12,2.14721702643964,0.3435107468718012,Cube,1,6d,1,[2.7639609093145032],0.0,2.7639609093145032,A3B5C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Eu-O-Sb,0.037147344124998,-2.349628303500002,0.0,3,Cubic,-43m,I-43m,oxide,,,,,,Sb,"O, S",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.5219419542309613
mp-505306,Eu2Sn2O7,1.815924750865672,0.6694986511790312,Cube,1,4d,1,[1.670267801714061],0.0,1.670267801714061,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Eu-O-Sn,0.04503506545455,-2.670488099545448,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,,,Sn,,"O, S",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.4835774870602765
mp-505434,EuTa2O6,2.674913658220462,-0.0753990045471687,Square-face bicapped trigonal prism,1,4c,1,[2.390670265205023],0.0,2.390670265205023,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-O-Ta,0.0,-3.4728088396851837,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Ta,,,,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.560382455474755
mp-510637,EuSbO4,3.764628542827378,-1.1691989444255433,Cube,1,4e,1,[4.232134230398228],0.0,4.232134230398228,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Eu-O-Sb,0.0,-2.500180786666662,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Sb,"O, S",,,Eu,,B < -1,Negative B,2.4633546172012797
mp-540879,Eu(BO2)2,2.826080066777244,-0.0662358023484397,Cube,1,4c,1,[2.848233985672774],0.0,2.848233985672774,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Eu-O,0.0,-3.070756872976189,0.290299999999999,3,Orthorhombic,mmm,Pbcn,metaborate,,,,,,B,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6143960618189244
mp-541157,EuCd(BO2)5,1.8996091536583808,0.6048983950058524,Square-face bicapped square antiprism,1,4e,1,[4.809404953824114],0.0,4.809404953824114,ABC5D10,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Cd-Eu-O,0.016032424460782,-2.772334212696078,0.0,4,Monoclinic,2/m,P2_1/c,metaborate,,,Cd,,,B,"C, O",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.587288501965837
mp-542181,K3EuV2O8,2.528914220573077,-0.0276644824946689,Square-face capped trigonal prism,1,2e,1,[1.515326856299799],0.0,1.515326856299799,AB2C3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-K-O-V,0.024177298750037,-2.559920303696429,0.0,4,Monoclinic,2/m,P2_1/m,oxide,K,,V,,,,O,,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4632373609213176
mp-542297,Eu2SO6,2.089470614913415,0.4060905241347957,Square-face bicapped trigonal prism,1,4f,1,[2.593723328938298],0.0,2.593723328938298,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Eu-O-S,0.0,-2.726908936944446,0.0,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"O, S",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.487811505794917
mp-542392,EuMn2O5,2.2663752085312505,0.1941287273409362,Square-face bicapped trigonal prism,1,4g,1,[2.445307617436046],0.0,2.445307617436046,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-Mn-O,0.009978629388019,-2.379435717295258,0.0,3,Orthorhombic,mmm,Pbam,oxide,,,Mn,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4387473930988364
mp-542905,Eu2(MoO4)3,2.3038322514847365,0.1284874017313857,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.696522832332604],0.0,2.696522832332604,A2B3C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-Mo-O,0.00184942397059,-2.372890854705881,0.0,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4239985521367355
mp-553893,Eu6Mo10O39,2.3103648642238697,0.1820570499797153,"Square-face capped trigonal prism, Square-face bicapped trigonal prism, Square antiprism",3,4f,1,"[3.375715838581182, 0.956027196598711, 2.614498777909195]",0.0,2.3154139376963627,A6B10C39,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-Mo-O,0.0,-2.34230293690909,0.098199999999999,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4781215869297974
mp-553918,Eu2B5ClO9,1.863516774911394,0.5534031054144082,"Square-face capped square prism, Tricapped triangular prism (three square-face caps)",2,4c,1,"[7.213428493850409, 6.171528279261214]",1.0,6.692478386555811,AB2C5D9,2,1,1,[9.0],[7.0],9.0,9.0,9.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2,2,"O2-, Cl-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Cl-Eu-O,0.0,-3.026126300931373,0.759,4,Orthorhombic,mm2,Pnn2,hypochlorite,,,,,,B,"C, O",Cl,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.721696319579757
mp-554546,Eu2SiO4,1.807325614107614,0.6738106456903807,"Square-face bicapped trigonal prism, Square antiprism",2,4e,1,"[4.9008612873940365, 1.727941193781828]",0.0,3.3144012405879324,AB2C4,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Eu-O-Si,0.0,-3.350554000714289,0.288899999999999,3,Monoclinic,2/m,P2_1/c,silicate,,,,,,Si,"O, S",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.667250693897963
mp-555060,K9Eu3Si12(O16F)2,1.4438980500620937,1.3232205674068744,Octahedron,1,"2i, 1b",2,"[3.782204707196244, 0.36290118730299703]",0.0,2.0725529472496205,A2B3C9D12E32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Eu-F-K-O-Si,0.010887832068968,-3.075156435693965,0.0,5,Triclinic,-1,P-1,fluoride,K,,,,,Si,"O, S",F,,Eu,,B > 1,Positive B,2.3610666162013083
mp-555099,Na3Eu(CO3)3,2.5016490247093577,0.0155514593611241,Square-face monocapped antiprism,1,2b,1,[4.871399917225859],0.0,4.871399917225859,AB3C3D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Eu-Na-O,0.0,-2.259248581352372,0.0,4,Orthorhombic,mm2,Ama2,carbonate,Na,,,,,,"C, N, O",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5232941182376702
mp-555322,Eu2SiCl2O3,2.494094659824472,0.1423927339160157,Square-face bicapped trigonal prism,1,8i,1,[4.493555207678652],0.0,4.493555207678652,AB2C2D3,1,1,1,[7.0],[4.0],7.0,7.0,7.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2,2,"O2-, Cl-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Cl-Eu-O-Si,0.0,-3.1570140675,0.642799999999999,4,Tetragonal,4/m,I4/m,oxide,,,,,,Si,"C, O, S",Cl,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.642680419607846
mp-555486,LiEu(PO3)4,1.9752402235254387,0.5216117107229412,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[0.45746778676028305],0.0,0.45746778676028305,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Eu-Li-O-P,0.010461636620368,-2.8076464034391533,0.0,4,Monoclinic,2/m,C2/c,phosphite,Li,,,,,,"O, P",,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.4942027246960743
mp-555860,EuTiClO3,1.8360618293474515,0.7149971979032118,Face-capped octahedron,1,2i,1,[2.74716619475789],0.0,2.74716619475789,ABCD3,1,1,1,[8.0],[4.0],8.0,8.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"O2-, Cl-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Cl-Eu-O-Ti,0.026391567083338,-3.197514453888889,0.0,4,Monoclinic,2/m,C2/m,chlorate,,,Ti,,,,"C, O",Cl,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.355646315080344
mp-556626,Eu3BWO9,1.4448610037037537,1.2310846927837835,Dodecahedron with triangular faces - p2345 plane normalized,1,6c,1,[2.725542821421242],0.0,2.725542821421242,ABC3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Eu-O-W,0.048838674255952,-2.922402567083334,0.184399999999999,4,Hexagonal,6,P6_3,oxide,,,W,,,B,O,,,Eu,,B > 1,Positive B,2.5050773116680625
mp-556821,RbEu(SO4)2,3.295716102423388,-0.8049094951935383,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Eu-O-Rb-S,0.0,-2.382497862708333,0.0,4,Monoclinic,2/m,C2/c,sulfate,Rb,,,,,,"O, S",,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.5059648202985456
mp-556836,Na2EuC(OF)3,3.3758959595817126,-0.6892127630047892,Tricapped triangular prism (three square-face caps),1,8c,1,[1.830499671307999],0.0,1.830499671307999,ABC2D3E3,1,1,1,[9.0],[3.0],9.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-Eu-F-Na-O,0.0,-2.836438794025864,0.0246,5,Orthorhombic,mmm,Pbca,fluoride,Na,,,,,,"C, N, O",F,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.5689469485166416
mp-556949,KEu(MoO4)2,2.2204708387937795,0.2935576899490226,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[2.324463527759615],0.0,2.324463527759615,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Eu-K-Mo-O,0.001955224062495,-2.349843173520833,0.0,4,Triclinic,-1,P-1,oxide,K,,Mo,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.496111703225737
mp-558207,Eu5Si3O12F,2.4121606099755857,0.1545117472161068,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)",2,"6h, 4f",2,"[1.978554760162781, 3.176292385070076]",0.0,2.5774235726164285,AB3C5D12,2,2,2,"[9.0, 7.0]","[9.0, 6.0]",8.0,7.0,9.0,7.5,6.0,9.0,2.5,2.0,3.0,1.5,1,2,"O2-, F-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Eu-F-O-Si,0.0,-3.492860900952382,0.0,4,Hexagonal,6/m,P6_3/m,fluoride,,,,,,Si,"O, S",F,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.5581507320701298
mp-558834,Eu2B5BrO9,1.9060728016111823,0.5355456346283921,"Tricapped triangular prism (three square-face caps), Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,4c,1,"[7.217676625369197, 6.306693280346836]",1.0,6.762184952858016,AB2C5D9,2,1,1,[9.0],[7.0],9.0,9.0,9.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2,2,"O2-, Br-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,B-Br-Eu-O,0.0,-2.99033144534314,0.799199999999999,4,Orthorhombic,mm2,Pnn2,hypobromite,,,,,,B,O,Br,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.7365629083208503
mp-559031,Eu4Br6O,2.022330451005497,0.5060373682533815,"Trigonal prism, Tetrahedron",2,"6c, 2b",2,"[1.155098600692832, 5.673524667460121]",0.5,3.4143116340764768,AB4C6,2,2,1,"[7.0, 8.0]","[1.0, 1.0]",7.5,7.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,"O2-, Br-","Halogens, Lanthanides, Metalloids, Nonmetals",r2SCAN,Br-Eu-O,0.0,-2.567701471363641,0.8538000000000001,3,Hexagonal,6mm,P6_3mc,oxide,,,,,,B,O,Br,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.3732324319374
mp-560128,EuHSO5,2.0541469653242026,0.42931985243512,Tricapped triangular prism (three square-face caps),1,4e,1,[1.806716980015314],0.0,1.806716980015314,ABCD5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Eu-H-O-S,0.0,-2.262598462031304,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"H, O, S",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.498293687338553
mp-560341,EuSi2(NO)2,3.169038547381253,-0.4916069433648535,Square-face capped trigonal prism,1,1a,1,"[1.7804575788317871, 2.207730548831984, 1.85883074929728, 2.190431946082123]",0.0,2.0093627057607937,AB2C2D2,1,1,1,[7.0],[6.0],7.0,7.0,7.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2,2,"N3-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Eu-N-O-Si,0.0,-2.363591008571429,0.5023,4,Triclinic,1,P1,oxide,,,,,,Si,"N, O, S",,,Eu,,"B $\in$ [-1, -0.1]",Negative B,2.5874569155444567
mp-560455,EuCu(MoO4)2,2.416245465620628,0.0481091638260255,Square antiprism,1,8c,1,[0.530043529880472],0.0,0.530043529880472,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Eu-Mo-O,0.0,-2.132517154583335,0.0,4,Orthorhombic,mmm,Pbca,oxide,,,"Cu, Mo",,,,"C, O",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5146596038913556
mp-560512,Sm2EuBeO5,4.30305669028319,-1.0540300847579425,Tricapped triangular prism (three square-face caps),1,4e,1,[2.448158317556616],0.0,2.448158317556616,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Eu-O-Sm,0.002327879027779,-3.52681868,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Be,,,,B,"O, S",,,"Sm, Eu",,B < -1,Negative B,2.672524981345563
mp-561529,KEu2Si4O10F,2.160138741229233,0.378137186066498,"Octahedron, Square-face bicapped trigonal prism",2,4e,1,"[2.802470629306737, 4.441692225103722]",0.0,3.6220814272052295,ABC2D4E10,2,2,1,"[6.0, 8.0]","[5.0, 6.0]",7.0,6.0,8.0,5.5,5.0,6.0,2.0,2.0,2.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Eu-F-K-O-Si,0.0,-3.304993036930555,0.0,5,Monoclinic,2/m,P2_1/c,fluoride,K,,,,,Si,"O, S",F,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.647687078119647
mp-565929,K2EuTa5O15,2.252951762607839,0.3188829177587616,Cuboctahedron,1,2a,1,[0.07838029803091501],0.0,0.07838029803091501,AB2C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Eu-K-O-Ta,0.0,-3.265752783963768,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Ta,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.696957967401237
mp-566534,EuP5O14,2.225144619843544,0.1905284406969017,Square antiprism,1,4e,1,[0.295114609074959],0.0,0.295114609074959,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Eu-O-P,0.022533228000014,-2.695248182160714,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.4134311043252135
mp-582540,EuMoO4F,2.2076452326044333,0.2063718065309069,Square antiprism,1,4e,1,[1.89813728336861],0.0,1.89813728336861,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"O2-, F-","Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-F-Mo-O,0.0,-2.65965903607143,0.0,4,Monoclinic,2/m,P2_1/c,fluoride,,,Mo,,,,O,F,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.421767384803133
mp-5957,EuTaO4,2.2633901020261145,0.2000014639782688,Square antiprism,1,2f,1,[2.088743123580959],0.0,2.088743123580959,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-O-Ta,0.035758800833336,-3.351891591222222,0.0,3,Monoclinic,2/m,P2/c,oxide,,,Ta,,,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.417532761779567
mp-602551,EuTl(MoO4)2,1.755460956628636,0.7781514508487727,Square antiprism,1,4c,1,[1.067027309551161],0.0,1.067027309551161,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Eu-Mo-O-Tl,0.0,-2.188151242152779,0.0,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,O,,,Eu,,"B $\in$ [0.5, 1]",Positive B,2.5034423249581073
mp-605786,Eu2BrO2,3.648843980704913,-1.865268895354897,"Triangular non-coplanar, Trigonal bipyramid",2,2i,1,"[7.7897892963929625, 7.391668432322423]",1.0,7.590728864357693,AB2C2,2,2,2,"[6.0, 7.0]","[3.0, 5.0]",6.5,6.0,7.0,4.0,3.0,5.0,2.5,2.0,3.0,2.0,2,2,"O2-, Br-","Halogens, Lanthanides, Metalloids, Nonmetals",r2SCAN,Br-Eu-O,0.000404081333337,-3.080129076000003,0.0,3,Monoclinic,2/m,C2/m,bromite,,,,,,B,O,Br,,Eu,,B < -1,Negative B,2.323022304050644
mp-605935,K5Eu2Si4O13F,2.3126627766212686,0.0098305385280735,Octahedron,1,2e,1,"[0.30681495737477105, 0.23725905478814502]",0.0,0.27203700608145803,AB2C4D5E13,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Eu-F-K-O-Si,0.0,-3.033927540050001,0.0,5,Monoclinic,2/m,P2_1/m,fluoride,K,,,,,Si,"O, S",F,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.320894974629659
