material_id,chem_formula,R$_0$,B,Si_chemenv,num_Si_chemenvs,Si_wyckoff,num_Si_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Si_sites,num_CN_env,num_charge_states,mean_coordn_Si-X,min_coordn_Si-X,max_coordn_Si-X,mean_coordn_Si-O,min_coordn_Si-O,max_coordn_Si-O,mean_Si_charge,min_Si_charge,max_Si_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_SiO_BondL,SiX_coordn,SiO_coordn
mp-2715823,Na5Sc3TaSiP5O24,1.6407626240280042,0.330757769009607,Tetrahedron,1,1a,1,"[0.27602568058945265, 0.22751180902142237, 0.14963218626209393]",0.0,0.21772322529098967,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Sc-Si-Ta,0.0286564883974289,-3.059808978951561,3.2796,6,Triclinic,1,P1,oxide,Na,,"Sc, Ta",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.642363816292918,[4.0],[4.0]
mp-2715833,Na5Hf3ZnSiP5O24,1.636747542380245,0.2084880469798278,Tetrahedron,1,1a,1,"[0.15610550900642065, 0.07892253102518519, 0.10766329098735]",0.0,0.11423044367298528,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Si-Zn,0.0258447250961468,-2.9997476176951494,4.1908,6,Triclinic,1,P1,oxide,Na,,"Zn, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6371564228096924,[4.0],[4.0]
mp-2715849,Na5CaTi3SiP5O24,1.6429620437657029,0.1262875912587784,Tetrahedron,1,1a,1,"[0.20520022076961375, 0.13953306336262886, 0.15232504251459666]",0.0,0.16568610888227975,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-Si-Ti,0.0384161520321333,-2.946770136242159,1.8558,6,Triclinic,1,P1,oxide,Na,Ca,Ti,,,Si,"C, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6432964561317374,[4.0],[4.0]
mp-2715858,Na5Mg2Nb2SiP5O24,1.6421619185533742,0.3444293609290872,Tetrahedron,1,1a,1,"[0.3408412016105369, 0.19349133101426336, 0.20560122472660508]",0.0,0.24664458578380177,AB2C2D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-Nb-O-P-Si,0.0475367757123716,-2.812944816071218,1.6267999999999998,6,Triclinic,1,P1,oxide,Na,Mg,Nb,,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6475859790542928,[4.0],[4.0]
mp-2715881,Na5Mg2Ta2SiP5O24,1.644678271118017,0.3346738288094236,Tetrahedron,1,1a,1,"[0.3975382901186074, 0.2000976182192517, 0.23624240839212052]",0.0,0.2779594389099932,AB2C2D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Si-Ta,0.0482948643019929,-2.8732545924301927,2.5343000000000004,6,Triclinic,1,P1,oxide,Na,Mg,Ta,,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6499448755841095,[4.0],[4.0]
mp-2715887,Na5Hf3MgSiP5O24,1.6358387356345805,0.1992789865702467,Tetrahedron,1,1a,1,"[0.20255037092063058, 0.11965736761108549, 0.14392665786850306]",0.0,0.15537813213340637,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Mg-Na-O-P-Si,0.0121616799679502,-3.081632412866089,4.3151,6,Triclinic,1,P1,oxide,Na,Mg,Hf,,,Si,"H, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6362306508490805,[4.0],[4.0]
mp-2715892,Na5ZnSiSn3P5O24,1.635774893438798,0.2908057264896759,Tetrahedron,1,1a,1,"[0.3740059345274093, 0.344508601970582, 0.41594740393379953]",0.0,0.37815398014393026,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-Si-Sn-Zn,0.0451166308589723,-2.505582619276346,2.4056,6,Triclinic,1,P1,oxide,Na,,Zn,,Sn,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6363474042935948,[4.0],[4.0]
mp-2715897,Na5CaZr3SiP5O24,1.6388416682916611,0.2370710360175054,Tetrahedron,1,1a,1,"[0.1526556720451697, 0.08401938475079526, 0.12011043806338141]",0.0,0.11892849828644879,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-Si-Zr,0.0197351302777848,-3.050307599575493,3.5717,6,Triclinic,1,P1,oxide,Na,Ca,Zr,,,Si,"C, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6393214308374278,[4.0],[4.0]
mp-2715905,Na5TaAl3SiP5O24,1.6298602373542388,0.2952200430131728,Tetrahedron,1,1a,1,"[0.3233080265627414, 0.35416353167666903, 0.28113666279658783]",0.0,0.3195360736786661,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Si-Ta,0.0340009725299133,-2.9191872069430143,3.2204999999999995,6,Triclinic,1,P1,oxide,Na,,Ta,,Al,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6313252564056329,[4.0],[4.0]
mp-2715946,Na5MgSiSn3P5O24,1.6361896852579618,0.3071971793187847,Tetrahedron,1,1a,1,"[0.5355990240655263, 0.5132755973849118, 0.6218620205057]",0.0,0.5569122139853794,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Mg-Na-O-P-Si-Sn,0.0332718649700858,-2.5878134248746374,2.3635,6,Triclinic,1,P1,oxide,Na,Mg,,,Sn,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.636793772446829,[4.0],[4.0]
mp-2715954,Na5Zr3ZnSiP5O24,1.636097090477565,0.2014542418900672,Tetrahedron,1,1a,1,"[0.18395092666459129, 0.11201636918203545, 0.14701891591953403]",0.0,0.14766207058872025,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Zn-Zr,0.0307498230555527,-2.941602361883183,3.6084,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.636493345690176,[4.0],[4.0]
mp-2715994,Na5Sc3NbSiP5O24,1.6410277878469297,0.3417655076811291,Tetrahedron,1,1a,1,"[0.3294797207024544, 0.24527344769697132, 0.1709214065376634]",0.0,0.24855819164569637,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-P-Sc-Si,0.0342401883333289,-3.0247340231224995,2.3876,6,Triclinic,1,P1,oxide,Na,,"Sc, Nb",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.642724336447568,[4.0],[4.0]
mp-2716033,Na5Ti2In2SiP5O24,1.6459158788614483,0.203613256732889,Tetrahedron,1,1a,1,"[0.1530560097730161, 0.13447637025099266, 0.3590546982116461]",0.0,0.21552902607855162,AB2C2D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-P-Si-Ti,0.0384306042529924,-2.7455558174387407,2.2321,6,Triclinic,1,P1,oxide,Na,,Ti,,In,Si,"N, O, P, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.646393486046432,[4.0],[4.0]
mp-2716057,Na5MgZr3SiP5O24,1.6350861329795356,0.2132060573121847,Tetrahedron,1,1a,1,"[0.1631653504155127, 0.11871165728980992, 0.1566963818437135]",0.0,0.14619112984967872,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Si-Zr,0.0159081682692336,-3.024701784233611,3.7917,6,Triclinic,1,P1,oxide,Na,Mg,Zr,,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6355047577549096,[4.0],[4.0]
mp-2716077,Na5TaGa3SiP5O24,1.635650357521855,0.2844714376809598,Tetrahedron,1,1a,1,"[0.4650048317603185, 0.2837660953270009, 0.2921140598105033]",0.0,0.3469616622992742,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-Na-O-P-Si-Ta,0.040323103162386,-2.675538834699424,3.2764,6,Triclinic,1,P1,oxide,Na,,Ta,,Ga,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6370562280581218,[4.0],[4.0]
mp-2716086,Na5TaIn3SiP5O24,1.640781660995442,0.3606587993889582,Tetrahedron,1,1a,1,"[0.3889714736545076, 0.2548803950701378, 0.21152581831532408]",0.0,0.28512589567998986,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-P-Si-Ta,0.0373228058119652,-2.644932653011389,3.3322000000000003,6,Triclinic,1,P1,oxide,Na,,Ta,,In,Si,"N, O, P, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6425282891834565,[4.0],[4.0]
mp-2716096,Na5CaSiSn3P5O24,1.6414410707539488,0.3253366695507701,Tetrahedron,1,1a,1,"[0.4299689290581187, 0.3353308700966392, 0.4339070111873421]",0.0,0.39973560344736664,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ca-Na-O-P-Si-Sn,0.0441252186623932,-2.6061018022678,2.0302,6,Triclinic,1,P1,oxide,Na,Ca,,,Sn,Si,"C, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6420769495435172,[4.0],[4.0]
mp-2716098,Na5Ti3ZnSiP5O24,1.6369859983694113,0.2009696489448025,Tetrahedron,1,1a,1,"[0.26466307382568055, 0.1273711513444994, 0.1781877303035063]",0.0,0.19007398515789542,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Ti-Zn,0.0395257809418829,-2.846711455472927,1.8677,6,Triclinic,1,P1,oxide,Na,,"Ti, Zn",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6373812781182029,[4.0],[4.0]
mp-2716117,Na5CaHf3SiP5O24,1.6337173446708853,0.2429090143129815,Tetrahedron,1,1a,1,"[0.2159817839659766, 0.07876719850020683, 0.1312632248236863]",0.0,0.14200406909662325,ABC3D5E5F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Hf-Na-O-P-Si,0.0222795424893176,-3.101003345216517,4.2013,6,Triclinic,1,P1,oxide,Na,Ca,Hf,,,Si,"H, C, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.63417756495971,[4.0],[4.0]
mp-2716122,Na2Zr8Si5S7O48,1.635134321108636,0.1121031644361486,Tetrahedron,1,1a,1,"[0.02617349967861109, 0.038710709634181474, 0.03257902981162128, 0.036917409292057474, 0.06438288635607078, 0.05645115615439978, 0.10205089728830152, 0.02334128381164394, 0.11948151729838975, 0.12553075409598866, 0.04803659970633531, 0.11521968508728044, 0.03523153984557737, 0.1336456683211939, 0.05460016039082743]",0.0,0.0674901864514987,A2B5C7D8E48,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Zr,0.0247704209523718,-2.8343386069084566,2.3453,5,Triclinic,1,P1,oxide,Na,,Zr,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6356702691200715,[4.0],[4.0]
mp-2716132,Na4YHfSi2PO12,1.645925653323993,0.5579905291872999,Tetrahedron,1,6a,1,"[0.2642697264247232, 0.19792806983902028]",0.0,0.23109889813187173,ABCD2E4F12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Si-Y,0.0431979079166673,-3.082996194372704,3.8502,6,Monoclinic,m,Cc,oxide,Na,,"Y, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.646254428861501,[4.0],[4.0]
mp-2716142,Na4ScTiSi2PO12,1.64518045399209,0.4212743025874286,Tetrahedron,1,6a,1,"[0.33395852643867235, 0.19133423429555346]",0.0,0.2626463803671129,ABCD2E4F12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Sc-Si-Ti,0.0390084383928552,-3.003634468023497,2.4717,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Ti",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6454274978112116,[4.0],[4.0]
mp-2716144,Na2Ti8Si5S7O48,1.632931032522053,0.0946648172335178,Tetrahedron,1,1a,1,"[0.029921699934518587, 0.04743324504889761, 0.020581957229055127, 0.04870066768591153, 0.04031925383194062, 0.060431996734310156, 0.14328245779225204, 0.026761929928697, 0.16927980813424584, 0.11111109574400894, 0.06302536294996938, 0.0822976503765602, 0.02369338248875862, 0.10383072911055863, 0.06633454001530353]",0.0,0.06913371846699919,A2B5C7D8E48,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ti,0.0393567817976201,-2.70712601924179,1.3817,5,Triclinic,1,P1,oxide,Na,,Ti,,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.6333982823308328,[4.0],[4.0]
mp-2716151,Na2Hf8Si5S7O48,1.6327403954173356,0.1134055991150279,Tetrahedron,1,1a,1,"[0.016340231566266916, 0.03523281364770741, 0.019606245991842304, 0.031335274510510915, 0.05148098660232625, 0.04018794097479819, 0.1201419545556686, 0.015535162063382143, 0.15773354747063087, 0.09395145919876824, 0.043131936465103264, 0.09277354164600989, 0.015314397834464234, 0.11662158350288085, 0.04671430709325022]",0.0,0.05974009220824069,A2B5C7D8E48,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-S-Si,0.020189536428564,-2.908098888432265,3.0965,5,Triclinic,1,P1,oxide,Na,,Hf,,,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6332832764168157,[4.0],[4.0]
mp-2716155,Na8ZnSi4Sn3(PO12)2,1.6441108495833945,0.3747504004808794,Tetrahedron,1,1a,1,"[0.5865720567623518, 0.5300971273030141, 0.4372095008651802, 0.5993675770659759, 0.4499650032426723, 0.47728211388292513, 0.4561042555163631, 0.5530436552623302, 0.4407750922832707, 0.5015881627770736, 0.5940390760478499, 0.47389135331825955]",0.0,0.5083279145272722,AB2C3D4E8F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-Si-Sn-Zn,0.048726108789685,-2.538757295206037,2.2245000000000004,6,Triclinic,1,P1,oxide,Na,,Zn,,Sn,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.644495489223342,[4.0],[4.0]
mp-2716168,Na4ScSi2SnPO12,1.6448854850853685,0.4847205846029343,Tetrahedron,1,6a,1,"[0.37271680902435245, 0.31568280383154373]",0.0,0.3441998064279481,ABCD2E4F12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-Sc-Si-Sn,0.0327568438888894,-2.80501314992826,2.8186,6,Monoclinic,m,Cc,oxide,Na,,Sc,,Sn,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6451709280390805,[4.0],[4.0]
mp-2716169,Na8Y3TaSi4(PO12)2,1.6468861142701787,0.4295998495416024,Tetrahedron,1,1a,1,"[0.2188480389758505, 0.1926086081302458, 0.11390867676050692, 0.12895240171763805, 0.23598402580371058, 0.1989686288374834, 0.16881569633739432, 0.19468250079738, 0.14544505385873796, 0.18553227943883308, 0.234281553512988, 0.22756791676672194]",0.0,0.18713294841145753,AB2C3D4E8F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Ta-Y,0.0431621555902737,-3.0366059416901643,3.4363,6,Triclinic,1,P1,oxide,Na,,"Y, Ta",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6474839152366825,[4.0],[4.0]
mp-2716176,Na8Zr3ZnSi4(PO12)2,1.6410515303057265,0.2240784515315312,Tetrahedron,1,1a,1,"[0.22419510744622617, 0.2039908538266241, 0.24096750220556662, 0.30655198971845704, 0.21669930744093574, 0.232102539501758, 0.21958645462882728, 0.19808104492333944, 0.17097338151401306, 0.19842187026884042, 0.2245782179969564, 0.20554254018439813]",0.0,0.22014090080466184,AB2C3D4E8F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Zn-Zr,0.0351098910119018,-2.927279989531433,3.5681,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6412759435457185,[4.0],[4.0]
mp-2716185,Na2Zr4Ti4Si5S7O48,1.6354247989000548,0.071374922703329,Tetrahedron,1,1a,1,"[0.014225619463894027, 0.021317356927114187, 0.019969378993952694, 0.020340140014214556, 0.09521451697262313, 0.05182554311551942, 0.16078237750431737, 0.026577792838271837, 0.23140011387814663, 0.10143877220543793, 0.05859287990033408, 0.11691982241619858, 0.024490394949930817, 0.16142100120791225, 0.04954288021590364]",0.0,0.07693723937358475,A2B4C4D5E7F48,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ti-Zr,0.0343240332619014,-2.768937000575124,1.2527,6,Triclinic,1,P1,oxide,Na,,"Ti, Zr",,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.635765909652928,[4.0],[4.0]
mp-2716195,Na8Zr2In2Si5SO24,1.6438206414242635,0.2729419150072146,Tetrahedron,1,1a,1,"[0.42755855734532017, 0.4089520348854198, 0.24241348256925088, 0.3016738353843165, 0.2765621343898212, 0.18863285404177899, 0.2110075710857756, 0.2503450685161533, 0.16023572711625086, 0.3391621394589016, 0.2792189905539167, 0.41437724151695127, 0.2104935508973276, 0.3139404410507771, 0.2555671538177368]",0.0,0.28534271884197987,AB2C2D5E8F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-Na-O-S-Si-Zr,0.0491581576587227,-2.736163319290504,3.3846,6,Triclinic,1,P1,oxide,Na,,Zr,,In,Si,"N, O, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.643985794368889,[4.0],[4.0]
mp-2716207,Na6Ta16Zn8Si15(S7O48)3,1.6337667403506273,0.2016312988303675,Tetrahedron,1,1a,1,"[0.23844303545509488, 0.2039901960486939, 0.20147697751513172, 0.18114905462620687, 0.18555139144821098, 0.12827545217931932, 0.17330666253932242, 0.13837820025839165, 0.19134442018286188, 0.09511396368038404, 0.06192319548049838, 0.2312219660558471, 0.14904578946736358, 0.12720980069770096, 0.15720405526433756]",0.0,0.16424227739329106,A6B8C15D16E21F144,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ta-Zn,0.0486866728154726,-2.526514450419568,2.1006,6,Triclinic,1,P1,oxide,Na,,"Zn, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6369064058930225,[4.0],[4.0]
mp-2716213,Na8MgTi3Si4(PO12)2,1.6438116436113304,0.394541730438751,Tetrahedron,1,1a,1,"[0.25819241832061973, 0.27473698731600926, 0.2781175923692669, 0.2883082545182342, 0.22238973893573064, 0.21141398295300945, 0.22251227759623993, 0.2384748804287744, 0.21024163579381525, 0.24099523897286623, 0.24332749548453833, 0.2599357290764577]",0.0,0.2457205193137968,AB2C3D4E8F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Si-Ti,0.0365377136904738,-2.927539147348893,2.1894000000000005,6,Triclinic,1,P1,oxide,Na,Mg,Ti,,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6442136172966615,[4.0],[4.0]
mp-2716226,Na8Hf3MgSi5SO24,1.643786325197849,0.275159700944339,Tetrahedron,1,1a,1,"[0.21531386904445177, 0.1361726636192906, 0.13641022847691878, 0.08714048284868958, 0.22641878403556526, 0.23926432728535066, 0.11451646648582732, 0.19717099362037402, 0.12390105666579238, 0.12115847301000839, 0.11407571785106124, 0.11904985522019262, 0.14706658481110935, 0.22964177298662827, 0.11185774248537632]",0.0,0.15461060122977577,ABC3D5E8F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Mg-Na-O-S-Si,0.0424478051190462,-2.9783850042508204,3.4713,6,Triclinic,1,P1,oxide,Na,Mg,Hf,,,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6441863993762846,[4.0],[4.0]
mp-2716234,Na2Hf4Ti4Si5S7O48,1.6334380790925334,0.1409830521616807,Tetrahedron,1,1a,1,"[0.051764206400800164, 0.06842995107348443, 0.02908038474491038, 0.07667223690633411, 0.037873787284506945, 0.06847545627816849, 0.1186505926240575, 0.026089979503376975, 0.10339191496684329, 0.12655166371461143, 0.07618968810151362, 0.05305653275402719, 0.042350808220022275, 0.08256187797400463, 0.06058902333954143]",0.0,0.06811520692574687,A2B4C4D5E7F48,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-S-Si-Ti,0.0270020063928591,-2.8103881480036947,1.4280000000000002,6,Triclinic,1,P1,oxide,Na,,"Ti, Hf",,,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6341128990467737,[4.0],[4.0]
mp-2716235,Na4HfInSi2PO12,1.6424331831872725,0.3446051971744671,Tetrahedron,1,6a,1,"[0.3360662473486331, 0.24344921037825806]",0.0,0.2897577288634456,ABCD2E4F12,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Hf-In-Na-O-P-Si,0.0264780477579344,-2.8426307809600058,3.6346,6,Monoclinic,m,Cc,oxide,Na,,Hf,,In,Si,"H, N, O, P, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6426365429126393,[4.0],[4.0]
mp-2716237,Na8MgZr3Si4(PO12)2,1.6427308544526098,0.4238112949141674,Tetrahedron,1,1a,1,"[0.23226652531452888, 0.22124169384164777, 0.19504965857175016, 0.24072742705754463, 0.19259809422547605, 0.1918010867718007, 0.19078089387849045, 0.20572905771784541, 0.17626826438487292, 0.18945616678746952, 0.20526983044136718, 0.18862290789939856]",0.0,0.20248430057434932,AB2C3D4E8F24,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Si-Zr,0.0315296879166595,-2.994190389094926,3.3822,6,Triclinic,1,P1,oxide,Na,Mg,Zr,,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.6430855837642462,[4.0],[4.0]
