material_id,chem_formula,R$_0$,B,Co_chemenv,num_Co_chemenvs,Co_wyckoff,num_Co_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Co_sites,num_CN_env,num_charge_states,CoX_coordn,CoO_coordn,mean_coordn_Co-X,min_coordn_Co-X,max_coordn_Co-X,mean_coordn_Co-O,min_coordn_Co-O,max_coordn_Co-O,mean_Co_charge,min_Co_charge,max_Co_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CoO_BondL
mp-1175194,Li7Mn4CoO12,1.307000536913219,1.021497942467763,Octahedron,1,1a,1,[0.800154702142549],0.0,0.800154702142549,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.04560919760416,-2.055439606044061,0.835399999999999,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,B > 1,Positive B,2.017311960964837
mp-1175195,Li7Mn4CoO12,1.6287043101632706,0.4293840468927886,Octahedron,1,1a,1,[0.629403404170221],0.0,0.629403404170221,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.029931072604159,-2.071117731044062,0.837599999999999,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1035799206536887
mp-1175198,Li7Mn4CoO12,1.5086590944028635,0.5358603634522365,Octahedron,1,1a,1,[0.7109891636966961],0.0,0.7109891636966961,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.03182826760416,-2.069220536044061,0.655799999999999,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.10088512504173
mp-1175199,Li7Mn4CoO12,1.6150306012031963,0.5758112957550279,Octahedron,1,1a,1,[0.769013821673839],0.0,0.769013821673839,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.037754389687492,-2.063294413960728,0.9034,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0155870143622203
mp-1175203,Li7Mn4CoO12,1.5498662794933868,0.6722311424580037,Octahedron,1,1a,1,[0.835317188816393],0.0,0.835317188816393,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.038998305937493,-2.062050497710727,0.8702000000000001,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.018392278064766
mp-1175206,Li7Mn4CoO12,1.8493598538233829,0.2421524060832699,Octahedron,1,1a,1,[0.5421370931014521],0.0,0.5421370931014521,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.03702763385416,-2.064021169794061,0.8239000000000001,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.017857790935125
mp-1175214,Li7Mn4CoO12,1.875124208063203,0.1297842057012904,Octahedron,1,1a,1,[0.31386866679172803],0.0,0.31386866679172803,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.031789854687493,-2.069258948960728,0.7606,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9652575346314842
mp-1175217,Li7Mn4CoO12,1.7604930080896055,0.3610134074300167,Octahedron,1,1a,1,[0.49199501816385605],0.0,0.49199501816385605,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.037756463020826,-2.063292340627395,0.8443,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0119101921313103
mp-1175219,Li7Mn4CoO12,1.8590847938089377,0.1643464770484761,Octahedron,1,1a,1,[0.12209619032619501],0.0,0.12209619032619501,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.035043379270827,-2.066005424377394,0.6917,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9734822391261606
mp-1175222,Li7Mn4CoO12,1.7011297051173682,0.4588394959374144,Octahedron,1,1a,1,[0.553249147605696],0.0,0.553249147605696,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.039523465520826,-2.061525338127394,0.8675,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.020425114083915
mp-1175226,Li7Mn4CoO12,1.520975348979522,0.5190741966223329,Octahedron,1,1a,1,[0.8086258343414221],0.0,0.8086258343414221,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.036687079270826,-2.064361724377395,0.5178,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.095248553188356
mp-1175230,Li7Mn4CoO12,1.7256984756203242,0.3369151997450003,Octahedron,1,1a,1,[0.5723311516772921],0.0,0.5723311516772921,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.038225989687493,-2.062822813960727,0.4378,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.101588793573793
mp-1175239,Li7Mn4CoO12,1.4510254139451784,0.8178118903732111,Octahedron,1,1a,1,[0.8437537370639611],0.0,0.8437537370639611,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.044700771354159,-2.056348032294062,0.8733000000000001,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.020802075169341
mp-1175245,Li7Mn4CoO12,0.7823575642479634,1.797711920443365,Octahedron,1,1a,1,[1.3527746448194171],0.0,1.3527746448194171,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.043208933437493,-2.057839870210728,0.5,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,B > 1,Positive B,2.0336056332725567
mp-1175246,Li7Mn4CoO12,1.4219336437970518,0.8560836091657915,Octahedron,1,1a,1,[0.8214584526305571],0.0,0.8214584526305571,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.046724743437493,-2.054324060210728,0.8252,4,Triclinic,1,P1,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0188826360260816
mp-1175265,Li7Mn4CoO12,0.4798781742449742,2.225054705105488,Octahedron,1,1b,1,[0.888240039675509],0.0,0.888240039675509,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.044563781770825,-2.056485021877395,1.008099999999999,4,Monoclinic,2,C2,oxide,Li,,"Mn, Co",,,,"C, O",,,,,B > 1,Positive B,2.0251313780266833
mp-1175272,Li7Mn4CoO12,0.7131470118806582,1.890588888931423,Octahedron,1,1b,1,[1.034683727895434],0.0,1.034683727895434,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.04089921135416,-2.060149592294061,0.7963,4,Monoclinic,2,P2,oxide,Li,,"Mn, Co",,,,"C, O",,,,,B > 1,Positive B,2.0272379062073105
mp-1175274,Li7Mn4CoO12,2.096721867390518,-0.1052528426513913,Octahedron,1,1b,1,[0.733284186647417],0.0,0.733284186647417,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.045644109687493,-2.055404693960728,0.8874000000000001,4,Monoclinic,2,P2,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0233284691693973
mp-1175275,Li7Mn4CoO12,2.1639937801099505,-0.2860296031191452,Octahedron,1,2a,1,[0.088354232243153],0.0,0.088354232243153,AB4C7D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.029529502187493,-2.071519301460727,0.771,4,Monoclinic,2/m,P2/m,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9656549990838448
mp-1175374,Li9Co7O16,1.8040527245457725,0.2577950479784814,Octahedron,1,"1f, 2i",2,"[0.406727738233829, 0.311574559171206, 0.24835078518235001, 0.285274185608758]",0.0,0.31298181704903577,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.043519403125001,-1.7139115740625002,0.6973,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9451957314233397
mp-1175376,Li9Co7O16,1.7854147644880716,0.3126793573886762,Octahedron,1,1a,1,"[0.440991271690831, 0.18224877058937602, 0.295771863271927, 0.273421919734731, 0.267440527787147, 0.349271512125159, 0.455875459902333]",0.0,0.32357447501450054,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.039236598437502,-1.718194378749999,1.1528,3,Triclinic,1,P1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.958775750854811
mp-1175381,Li9Co7O16,1.863305754927429,0.0656925424525858,Octahedron,1,"1f, 2i",2,"[0.291450009780074, 0.341660353807459, 0.30375433615984804, 0.317945254451224]",0.0,0.31370248854965127,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Li-O,0.010369227500001,-1.7470617496875,0.448199999999999,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.899806305686292
mp-1175401,Li9Co7O16,1.8024065778815583,0.2724101366963659,Octahedron,1,"1f, 2i",2,"[0.43152569524529105, 0.205089463349512, 0.23330528695562802, 0.178911746016332]",0.0,0.2622080478916908,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.043093231250002,-1.714337745937499,0.6325000000000001,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9522198697197557
mp-1175405,Li9Co7O16,1.8175123617508768,0.2725059201947297,Octahedron,1,"1e, 2i",2,"[0.542278625342346, 0.031734070397329, 0.080133277739692, 0.369520338418559]",0.0,0.25591657797448153,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.047559657812501,-1.709871319375,0.0053,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9639977813326404
mp-1175409,Li9Co7O16,1.870278380182836,0.0522568256209159,Octahedron,1,"1a, 2i",2,"[0.30716234150721705, 0.24060197266012, 0.301270300792123, 0.33831352943797605]",0.0,0.296837036099359,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Li-O,0.008770690625001,-1.7486602865625,0.125,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9019316132750022
mp-1175415,Li9Co7O16,1.894840738745756,0.1002764739786005,Octahedron,1,"1a, 2i, 2e, 2h",4,"[0.357712975428085, 0.457259335448342, 0.09800035379906401, 0.29473290002420405]",0.0,0.3019263911749238,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.036824085625001,-1.7206068915625,0.0464,3,Monoclinic,2/m,C2/m,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9560909711861578
mp-1175418,Li9Co7O16,1.8721667618839195,0.1309627754430308,Octahedron,1,"1a, 2i, 2e, 2h",4,"[0.31944554653129903, 0.5233978368519591, 0.10252967837246701, 0.11462875038403601]",0.0,0.26500045303494024,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.034333815312502,-1.723097161874999,0.6335000000000001,3,Monoclinic,2/m,C2/m,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9529981790228108
mp-1175419,Li9Co7O16,1.8693273267047303,0.0539614774410664,Octahedron,1,"1c, 1b, 1f, 2i",4,"[0.302546907964846, 0.24029538368448403, 0.30588690596170204, 0.34334797008650303, 0.33308996606413305]",0.0,0.30503342675233364,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Li-O,0.008938047500001,-1.7484929296875,0.091699999999999,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9018458969091072
mp-1175428,Li9Co7O16,1.749097113419244,0.3647123820597645,Octahedron,1,"1c, 2i",2,"[0.544145519951978, 0.32386777758358404, 0.366747889050602, 0.18034099861337102]",0.0,0.3537755462998838,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.045590106562501,-1.711840870625,0.732399999999999,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9526884305802237
mp-1175469,Li9Co7O16,1.8581828965885567,0.0726861748905658,Octahedron,1,"2i, 1g",2,"[0.29667924002714, 0.29640237440336104, 0.350031873701371, 0.31307898272504003]",0.0,0.314048117714228,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Li-O,0.007600354062502,-1.749830623124999,0.7064,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9014100700593084
mp-1175488,Li9Co7O16,1.89765914697886,0.1373855462648309,Octahedron,1,"1g, 1d, 2i, 1h",4,"[0.49248858356823205, 0.16461188206162602, 0.27334750520321605, 0.228433714527245, 0.236484783969816]",0.0,0.27907329386602703,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.047437763750001,-1.7099932134375,0.2827,3,Triclinic,-1,P-1,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9777806829135036
mp-1175506,Li9Co7O16,1.8507458958757383,0.0855774600592497,Octahedron,1,"2j, 1d, 2i",3,"[0.30373220927577904, 0.307195512207286, 0.303668502302791, 0.30851742562761103]",0.0,0.3057784123533668,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Li-O,0.024115093750001,-1.7333158834375002,0.024299999999999,3,Monoclinic,2/m,P2/m,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9003324497261134
mp-1175571,Li9Co7O16,1.7603082951105875,0.3340850055385201,Octahedron,1,"1b, 2i",2,"[0.40853583267332705, 0.131542339171612, 0.119609834201438, 0.5388441477501601]",0.0,0.29963303844913425,A7B9C16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O,0.045731057812501,-1.711699919375,0.319199999999999,3,Monoclinic,2/m,C2/m,oxide,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9515396000071208
mp-1175642,Li9Mn2Co5O16,1.829111480176624,0.2695715511380592,Octahedron,1,"1b, 2c",2,"[0.10825142332665201, 0.092433238045039, 0.41828345845845205]",0.0,0.2063227066100477,A2B5C9D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Mn-O,0.0486385878125,-1.85994104268319,1.5093,4,Monoclinic,2,C2,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.012178318850118
mp-1175684,Li9Mn2Co5O16,1.786596355387249,0.1912598882320155,Octahedron,1,"1c, 1a, 1d",3,"[0.300211346584322, 0.30512998971986005, 0.29636288308186404, 0.30844378199898903, 0.26645439033045304]",0.0,0.2953204783430976,A2B5C9D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Li-Mn-O,0.0483562934375,-1.8602233370581904,0.0,4,Monoclinic,2,P2,oxide,Li,,"Mn, Co",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9193131947117767
mp-1176349,Na3CoO3,1.6182802914078755,0.838832877646329,Tetrahedron,1,4e,1,[1.691457066770883],0.0,1.691457066770883,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Co-Na-O,0.011005418571428,-1.551581589876847,1.6741,3,Monoclinic,2/m,P2_1/c,oxide,Na,,Co,,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.869037152781539
mp-1176370,Na5Co2P(CO4)4,1.5059749330298504,0.8352020775808591,Octahedron,1,4b,1,[0.146883213915827],0.0,0.146883213915827,AB2C4D5E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Na-O-P,0.048011375781255,-1.930327915054979,0.0,5,Orthorhombic,mm2,Fdd2,oxide,Na,,Co,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0855811533634157
mp-1176456,MnFeCo(PO4)3,1.7421581726719229,0.4450400600189522,Octahedron,1,"1b, 1a",2,"[2.846162218639046, 3.133526444633579, 2.850018595998804, 2.987670181592036]",0.0,2.9543443602158668,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Mn-O-P,0.047457243055571,-2.2578748602422,0.003299999999999,5,Monoclinic,m,Pm,phosphate,,,"Mn, Fe, Co",,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.059090991655605
mp-1176466,MnFeCo(PO4)3,1.711230379440148,0.4796285352155086,Octahedron,1,"1b, 1a",2,"[3.130495739102911, 2.92273038432264, 3.021090179894639, 3.021692383591492]",0.0,3.0240021717279206,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Mn-O-P,0.045740351388904,-2.259591751908866,0.007199999999999,5,Monoclinic,m,Pm,phosphate,,,"Mn, Fe, Co",,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.052790738642489
mp-1176481,MnFeCo(PO4)3,1.7259983682099684,0.4644485893172196,Octahedron,1,"1b, 1a",2,"[3.08133243652763, 2.9825384635135093, 2.867967904730292, 3.052744588586095]",0.0,2.9961458483393812,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Mn-O-P,0.046246844583349,-2.259085258714423,0.001,5,Monoclinic,m,Pm,phosphate,,,"Mn, Fe, Co",,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.056754947174611
mp-1176487,MnFeCo(PO4)3,1.6779126329929224,0.5167924440366625,Octahedron,1,"1b, 1a",2,"[2.939423363964844, 3.232698578134793, 2.894706877841755, 2.997843835464164]",0.0,3.016168163851389,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Mn-O-P,0.044386057222238,-2.260946046075533,0.0175,5,Monoclinic,m,Pm,phosphate,,,"Mn, Fe, Co",,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,2.045940774032128
mp-1176492,MnFeCo(PO4)3,1.6043875106514975,0.623516861783244,Octahedron,1,"1b, 1a",2,"[2.929427285108994, 3.247403569614105, 3.3140413896569703, 3.306561495611137]",0.0,3.1993584349978015,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Mn-O-P,0.040326415138904,-2.265005688158867,0.6409,5,Monoclinic,m,Pm,phosphate,,,"Mn, Fe, Co",,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,2.048417856284584
mp-1176500,MnFeCo(PO4)3,1.6845502896531646,0.5219703781143451,Octahedron,1,"1b, 1a",2,"[2.956666981412477, 3.394464556320995, 2.854666863623793, 3.0782105064163]",0.0,3.071002226943391,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Mn-O-P,0.046158272083349,-2.259173831214422,0.022699999999999,5,Monoclinic,m,Pm,phosphate,,,"Mn, Fe, Co",,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,2.0562673584526645
mp-1176526,MnFeCo(PO4)3,1.638479763647659,0.5781881251612924,Octahedron,1,"1b, 1a",2,"[3.181778078125493, 3.060257957856698, 3.12143220908993, 3.242183640240766]",0.0,3.1514129713282215,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Co-Fe-Mn-O-P,0.04183162319446,-2.263500480103311,0.0,5,Monoclinic,m,Pm,phosphate,,,"Mn, Fe, Co",,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,2.0502379890725564
mp-1176782,LiCo2(PO4)2,1.7919039674466988,0.2844007784356736,Tetrahedron,1,2a,1,"[2.06646032277789, 1.741876260087246]",0.0,1.904168291432568,AB2C2D8,1,2,2,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-O-P,0.043642280384613,-2.229648682124542,0.6652,4,Monoclinic,m,Pc,phosphate,Li,,Co,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.933490810075277
