material_id,chem_formula,R$_0$,B,Lu_chemenv,num_Lu_chemenvs,Lu_wyckoff,num_Lu_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Lu_sites,num_CN_env,num_charge_states,LuX_coordn,LuO_coordn,mean_coordn_Lu-X,min_coordn_Lu-X,max_coordn_Lu-X,mean_coordn_Lu-O,min_coordn_Lu-O,max_coordn_Lu-O,mean_Lu_charge,min_Lu_charge,max_Lu_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_LuO_BondL
mp-572998,Lu(IO3)3,2.33481171950635,-0.0565907172197802,Square-face capped trigonal prism,1,4e,1,[1.7877805241959601],0.0,1.7877805241959601,AB3C9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",GGA,I-Lu-O,0.0,-1.491177548397437,3.5837,3,Monoclinic,2/m,P2_1/c,iodate,,,,,,,O,I,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2857510975906057
mp-611378,BaLuFeCuO5,1.3768728958187797,1.0085554620295607,Cube,1,1a,1,[0.016572642543069],0.0,0.016572642543069,ABCDE5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cu-Fe-Lu-O,0.017298287593254,-2.489848040185185,0.0,5,Tetragonal,4mm,P4mm,oxide,,Ba,"Fe, Cu",,,B,"C, O",F,,Lu,,B > 1,Positive B,2.3673987408387633
mp-625367,LuHO2,1.9923256964918807,0.3585199780528742,Square-face capped trigonal prism,1,2a,1,[2.370276730138487],0.0,2.370276730138487,ABC2,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,H-Lu-O,0.0,-2.961536388854165,4.0915,3,Monoclinic,2,P2_1,oxide,,,,,,,"H, O",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.265593641761992
mp-644492,LuNbO4,2.272275187190636,0.067788229100782,Square antiprism,1,2e,1,[2.882630324976325],0.0,2.882630324976325,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Nb-O,0.0,-3.582251921944446,3.3974,3,Monoclinic,2/m,C2/c,oxide,,,Nb,,,,"N, O",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.297254158835737
mp-653861,K3Lu(SiO3)3,2.245219062475192,-0.0459097317172398,Octahedron,1,4b,1,[0.133370368648069],0.0,0.133370368648069,AB3C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,K-Lu-O-Si,0.005258607,-3.122942266151042,3.4819,4,Orthorhombic,mm2,Pmn2_1,oxide,K,,,,,Si,"O, S",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2133124376409317
mp-662810,Na5Lu(SiO3)4,2.1590429836823306,0.0876972066366874,Octahedron,1,"3d, 3e",2,"[0.971291171173528, 1.023131727413869]",0.0,0.9972114492936985,AB4C5D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Lu-Na-O-Si,0.019914995719698,-2.982293844555904,3.684299999999999,4,Trigonal,32,R32,oxide,Na,,,,,Si,"N, O, S",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.220109000665113
mp-6712,NaLuGeO4,1.7881367013569496,0.6922390961584364,Octahedron,1,4c,1,[2.271583254318963],0.0,2.271583254318963,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ge-Lu-Na-O,0.0,-2.903238962220854,3.632,4,Orthorhombic,mmm,Pnma,oxide,Na,,,,,Ge,"N, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2431506148057188
mp-673696,Lu4Zr3O12,1.8256780901068403,0.5308145376256433,Square-face capped trigonal prism,1,2i,1,"[4.12111141312505, 4.297205875169528, 3.942377774797688, 4.251580160427839]",0.0,4.153068805880026,A3B4C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Zr,0.001058686578947,-3.948124339298243,4.208699999999999,3,Triclinic,-1,P-1,oxide,,,Zr,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2704074390480966
mp-676653,Lu4Hf3O12,1.8115691089897736,0.5433398746469297,Square-face capped trigonal prism,1,2i,1,"[3.919713681844904, 4.095861360200075, 4.296978999747647, 4.264891579648405]",0.0,4.144361405360258,A3B4C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Hf-Lu-O,0.0,-4.010685961403507,4.7135,3,Triclinic,-1,P-1,oxide,,,Hf,,,,"H, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.26675534769759
mp-677250,K2LuZr(PO4)3,2.3955288323732185,-0.3303087902083469,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-Lu-O-P-Zr,0.0,-3.186997959873433,4.3228,5,Cubic,23,P2_13,phosphate,K,,Zr,,,,"O, P",,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.166257020865349
mp-680724,Lu(BO2)3,1.838333243908615,0.5556968468224219,"Square antiprism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common)",3,4c,1,"[2.718741622167266, 6.381722860216703, 3.139916879307697, 2.321674592252606]",0.25,3.640513988486068,AB3C6,3,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Lu-O,0.0,-3.200094161791666,5.9263,3,Orthorhombic,mmm,Pnma,metaborate,,,,,,B,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.376275648588591
mp-734012,K2LuSi4O11,2.085902469806212,0.1687997498374039,Octahedron,1,4f,1,[0.17988984694095603],0.0,0.17988984694095603,AB2C4D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,K-Lu-O-Si,0.014433426277773,-3.130142175759259,0.5249,4,Monoclinic,2/m,P2_1/m,oxide,K,,,,,Si,"O, S",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2086499014750487
mp-752526,Lu2TeO6,1.8431861187618312,0.5397738153090808,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.183984560436794, 4.0328965484730634]",0.0,3.108440554454929,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Te,0.007519087870355,-3.054852358796287,3.277,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,Te,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2836054245360695
mp-753414,Lu2Pt2O7,1.850275707746627,0.4679868324657101,Cube,1,4c,1,[0.9783788369313321],0.0,0.9783788369313321,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Pt,0.0,-2.3162849316666643,1.657299999999998,3,Cubic,m-3m,Fd-3m,oxide,,,Pt,,,,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3169756310061107
mp-754073,Lu2TiO5,2.0767965740310323,0.2738697768332659,Octahedron,1,4f,1,[5.072694292214083],1.0,5.072694292214083,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ti,0.039857758437499,-3.7718095396874993,3.0518,3,Orthorhombic,mmm,Cmcm,oxide,,,Ti,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2093551297684697
mp-754111,LuWO4,2.0871331471391303,0.2667795805179026,Square antiprism,1,2e,1,[1.705131991413365],0.0,1.705131991413365,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-W,0.018233237499996,-3.001408260277781,1.9631,3,Monoclinic,2/m,P2/c,oxide,,,W,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3047320568312526
mp-754614,LuNbO4,2.195464308221274,0.1394535372760647,Square antiprism,1,2f,1,[2.305854804238192],0.0,2.305854804238192,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-Nb-O,0.005702795000001,-3.576549126944446,3.276499999999999,3,Monoclinic,2/m,P2/c,oxide,,,Nb,,,,"N, O",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3004796171870616
mp-755375,Lu2Pb2O7,2.07112847693075,0.3375177265396069,Cube,1,4c,1,[0.49109563824719504],0.0,0.49109563824719504,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Lu-O-Pb,0.047068563295454,-2.536276895303029,1.1221,3,Cubic,m-3m,Fd-3m,oxide,,,,,Pb,,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.407716009476161
mp-755471,LuCrO3,0.6133501133034807,1.9557275419012,Square-face bicapped trigonal prism,1,4c,1,[1.546788159772982],0.0,1.546788159772982,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cr-Lu-O,0.0,-3.253673551833335,2.5313,3,Orthorhombic,mmm,Pnma,oxide,,,Cr,,,,"C, O",,,Lu,,B > 1,Positive B,2.35958553840277
mp-755574,LuAlO3,0.9796485282988237,1.550497608042731,Square-face bicapped trigonal prism,1,4c,1,[1.9376361551529082],0.0,1.9376361551529082,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Lu-O,0.021032550250001,-3.783986143833334,6.091399999999999,3,Orthorhombic,mmm,Pnma,oxide,,,,,Al,,O,,,Lu,,B > 1,Positive B,2.3636957176212596
mp-755583,LuVO3,0.5863199451963979,2.0492734270750423,Square-face bicapped trigonal prism,1,4c,1,[1.6143520871935682],0.0,1.6143520871935682,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Lu-O-V,0.005773750249996,-3.323391881833334,1.572499999999999,3,Orthorhombic,mmm,Pnma,oxide,,,V,,,,O,,,Lu,,B > 1,Positive B,2.4049179508601566
mp-755660,Lu3TaO7,1.9666525444678176,0.4432099267297042,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.745552767242319, 1.358087023216878]",0.0,2.5518198952295985,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ta,0.024661845113641,-3.789513268962123,3.417799999999999,3,Orthorhombic,222,C222_1,oxide,,,Ta,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3445588975529286
mp-755804,Lu6TeO12,1.4953943315771656,1.0426251297809594,Square-face capped trigonal prism,1,6f,1,[3.802118897008299],0.0,3.802118897008299,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Lu-O-Te,0.0,-3.651567454561405,2.8127,3,Trigonal,-3,R-3,oxide,,,,,,Te,O,,,Lu,,B > 1,Positive B,2.2821247559853464
mp-756479,Lu6WO12,1.4506519419168329,1.1163843243706375,Square-face capped trigonal prism,1,6f,1,[3.797946784945749],0.0,3.797946784945749,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-W,0.0,-3.776021891578946,3.4519,3,Trigonal,-3,R-3,oxide,,,W,,,,O,,,Lu,,B > 1,Positive B,2.282917476428989
mp-756580,SrLu2O4,1.9308941210688195,0.4873899185190511,Octahedron,1,4f,1,[0.5091740087122021],0.0,0.5091740087122021,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals",GGA,Lu-O-Sr,0.031506373214284,-3.74742923440476,3.3411,3,Orthorhombic,mmm,Cmcm,oxide,,Sr,,,,,"O, S",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.258153384434624
mp-756704,LuTa3O9,2.048668570182513,0.3151196173921849,Square-face bicapped trigonal prism,1,2e,1,[1.49120770915303],0.0,1.49120770915303,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Ta,0.009520913461553,-3.319154306820514,3.302699999999999,3,Monoclinic,2/m,P2_1/m,oxide,,,Ta,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.348115267382826
mp-767562,Na2LuPCO7,1.908981790471985,0.4424632280972784,Octahedron,1,2e,1,[3.047861688644591],0.0,3.047861688644591,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Lu-Na-O-P,0.014890425243057,-2.7797303992973443,4.5459,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2175412254529636
mp-768388,Lu2GeO5,1.7038952758766346,0.7669983240101392,"Octahedron, Pentagonal bipyramid",2,4f,1,"[4.599026467803782, 5.119753596562107]",0.5,4.859390032182944,AB2C5,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Ge-Lu-O,0.010862259570322,-3.411126894166665,4.0765,3,Monoclinic,2/m,C2/c,oxide,,,,,,Ge,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.2621113210737387
mp-768502,Lu2WO6,1.9678827658064004,0.380049221889616,Square-face capped trigonal prism,1,4a,1,"[2.067297913006134, 3.787637611854071]",0.0,2.9274677624301026,AB2C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-W,0.028062127777777,-3.319237694259259,3.7831,3,Orthorhombic,222,P2_12_12_1,oxide,,,W,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.2702217852559707
mp-768505,LuGaO3,1.7395527135038027,0.5987404227647624,Face-capped octahedron,1,"4b, 2a",2,"[2.431691945300832, 2.726497037332649]",0.0,2.5790944913167406,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Ga-Lu-O,0.0,-3.219932291166667,2.8917,3,Hexagonal,6mm,P6_3cm,oxide,,,,,Ga,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.251817565841321
mp-768573,Lu3AlO6,1.7794632967565909,0.6314863994474681,Square-face capped trigonal prism,1,"4b, 2a",2,"[2.337854380640466, 3.542561815198268]",0.0,2.940208097919367,AB3C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Lu-O,0.0322419665,-3.932159165999999,4.551399999999999,3,Orthorhombic,mm2,Cmc2_1,oxide,,,,,Al,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3065180027257193
mp-768865,Lu2GeO5,2.237688623609755,0.0585627046587463,Face-capped octahedron,1,4c,1,"[2.721886868098402, 3.284938318425402]",0.0,3.003412593261902,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Ge-Lu-O,0.020270677695322,-3.401718476041665,3.6645,3,Orthorhombic,mmm,Pnma,oxide,,,,,,Ge,O,,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2883054105697207
mp-771005,LuTa3O9,2.6461463671329595,-0.134281872325623,Tricapped triangular prism (three square-face caps),1,4c,1,[1.744675931235399],0.0,1.744675931235399,AB3C9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ta,0.042187634230781,-3.286487586051287,2.8111,3,Orthorhombic,mmm,Pnma,oxide,,,Ta,,,,O,,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.4477413974919684
mp-771031,Lu2TiO5,2.281783247181032,-0.0192830688725139,Face-capped octahedron,1,4c,1,"[2.831270631212232, 3.056874600348913]",0.0,2.9440726157805726,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Ti,0.0,-3.811667298124998,3.3452,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.267774457615879
mp-771126,Lu2TiO5,2.340737384820044,-0.1202278835421918,"Face-capped octahedron, Octahedron",2,4c,1,"[3.130739326762561, 2.009029119767751]",0.0,2.5698842232651558,AB2C5,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ti,0.023895442187498,-3.787771855937499,3.273799999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Lu,,"B $\in$ [-1, -0.1]",Negative B,2.252912714492352
mp-771384,Lu2Co2O7,1.6188795748135116,0.680807475957451,Cube,1,"1d, 1g, 1b, 1f",4,"[2.013957947989784, 2.01022780824743, 1.956129661881735, 1.971055523623404]",0.0,1.9878427354355883,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Co-Lu-O,0.008907008749998,-2.450503338030305,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Co,,,,"C, O",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.29781361461801
mp-771772,Lu4(B2O5)3,1.7887156157352646,0.6334909026312583,Square-face bicapped trigonal prism,1,4f,1,"[4.205378420561716, 3.606836805637803]",0.0,3.9061076130997594,A4B6C15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Lu-O,0.039294071350001,-3.382234503066668,5.8758,3,Monoclinic,2/m,C2/c,diborate,,,,,,B,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3920353560231913
mp-772180,LuScO3,1.6945320147391154,0.7178094936084651,Face-capped octahedron,1,"4b, 2a",2,"[3.063516983066401, 3.302792617841786]",0.0,3.1831548004540933,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Sc,0.040043889166668,-3.921127276791668,3.0848,3,Hexagonal,6mm,P6_3cm,oxide,,,Sc,,,,"O, S",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.3082775632243306
mp-772740,Ba4Lu6O13,2.01377540348874,0.3316702235096885,"Square pyramid, Octahedron, Trigonal bipyramid",3,1a,1,"[1.443619587156598, 0.270487387701271, 4.026182338054484, 4.068397103704738, 0.33048392623674905, 1.435191283515442, 1.530957574099284, 0.30195997758139803, 3.9658978767582562, 3.996260154833982, 0.34415631142354003, 1.464732402729134]",0.0,1.9315271603162396,A4B6C13,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Lu-O,0.049285804510871,-3.633748113478261,2.8207,3,Triclinic,1,P1,oxide,,Ba,,,,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.207092164244391
mp-772781,Lu2B4O9,2.0015137413692985,0.3865134690676491,"Square-face bicapped square antiprism, Tricapped triangular prism (three square-face caps)",2,2i,1,"[3.083176641321538, 5.034656921753075]",0.5,4.058916781537306,A2B4C9,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Lu-O,0.040478695916668,-3.282634584,5.780299999999999,3,Triclinic,-1,P-1,oxide,,,,,,B,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.431381068157249
mp-772812,Lu2GeO5,1.9552376664097493,0.4363159071126567,Square-face capped trigonal prism,1,4e,1,"[4.103350614443053, 2.9713904561102042]",0.0,3.5373705352766285,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Ge-Lu-O,0.021820532382822,-3.400168621354165,3.896599999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Ge,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.301962906387247
mp-772821,Rb3LuO3,1.9404875756628923,0.4944163099782684,Tetrahedron,1,4e,1,[1.48150287195203],0.0,1.48150287195203,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Lu-O-Rb,0.0,-2.265284001309523,2.5103,3,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.0847608805238913
mp-773020,LuP5O14,2.16707367188947,0.1891051655207377,Square-face bicapped trigonal prism,1,4c,1,[0.9864022366804711],0.0,0.9864022366804711,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Lu-O-P,0.018686770437486,-2.815191109369047,5.6452,3,Orthorhombic,mmm,Pnma,oxide,,,,,,,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.3396645231769133
mp-776491,Lu2P4O13,1.9152037161043047,0.4217610798336219,Octahedron,1,4e,1,"[0.7633735129808441, 0.7499919872245281]",0.0,0.756682750102686,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Lu-O-P,0.02093764375,-3.171261369310777,5.6129,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.213603768686617
mp-779145,Lu3TaO7,2.0473907678756698,0.3760758981042335,"Cube, Pentagonal bipyramid",2,"8d, 4c",2,"[1.425840197323932, 2.202575959790028]",0.0,1.8142080785569799,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ta,0.042134355795457,-3.772040758280305,3.502799999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Ta,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.313096703026159
mp-780049,LuTa7O19,1.958113520211598,0.4741773401091862,Bicapped octahedron (opposed cap faces),1,2e,1,[4.523717472811914],0.0,4.523717472811914,AB7C19,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ta,0.017932126481479,-3.187774004740744,3.187999999999999,3,Hexagonal,-6m2,P-6c2,oxide,,,Ta,,,,O,,,Lu,,"B $\in$ [0.1, 0.5]",Positive B,2.433793851261475
mp-780377,Lu2P4O13,1.861213190579228,0.500985226544327,Octahedron,1,4e,1,"[1.453465857495643, 0.37529802548192004]",0.0,0.9143819414887815,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Lu-O-P,0.027641804013159,-3.164557209047619,5.4932,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Lu,,"B $\in$ [0.5, 1]",Positive B,2.212851079368083
