material_id,chem_formula,R$_0$,B,Sb_chemenv,num_Sb_chemenvs,Sb_wyckoff,num_Sb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Sb_sites,num_CN_env,num_charge_states,SbX_coordn,SbO_coordn,mean_coordn_Sb-X,min_coordn_Sb-X,max_coordn_Sb-X,mean_coordn_Sb-O,min_coordn_Sb-O,max_coordn_Sb-O,mean_Sb_charge,min_Sb_charge,max_Sb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SbO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-26745,LiSbP2O7,1.3905400889190163,1.5458530200408422,Octahedron,1,2i,1,[3.170748196759305],0.0,3.170748196759305,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.3728261643030613,GGA,Li-O-P-Sb,0.036350843560609004,-2.476732807056277,3.4338,4,Triclinic,-1,P-1,oxide,Li,None,None,None,None,Sb,"O, P, S",None,None,None,None,B > 1,Positive B
mp-27111,Li3Sb3(PO4)4,2.0157169827877985,0.4896048243679944,"Square pyramid, See-saw, Trigonal bipyramid, Octahedron",4,1a,1,"[2.390036590063856, 10.761688111727342, 2.333467515794136, 1.8380237797192942, 1.976079087471007, 8.296500668200496, 11.408346865102825, 3.793157296812463, 1.73123712041739]",0.333,4.947615226145423,A3B3C4D16,4,4,1,"[3.0, 4.0, 5.0, 6.0]","[3.0, 4.0, 5.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.297317377187689,GGA,Li-O-P-Sb,0.046287167179499,-2.431276699304029,3.1104,4,Triclinic,1,P1,phosphate,Li,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27140,K2Sb4O11,1.935373045308453,0.2944784416599194,Octahedron,1,"4j, 2i",2,"[0.35368861633241905, 1.373556669975736, 0.9369952135703561]",0.0,0.8880801666261705,A2B4C11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.9896665407943068,r2SCAN,K-O-Sb,0.0,-1.9721775643823531,1.8585999999999991,3,Monoclinic,2/m,C2/m,oxide,K,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27219,Mg(SbO2)2,1.980174484960412,0.2734245068522916,Triangular non-coplanar,1,8h,1,[1.613058749191431],0.0,1.613058749191431,AB2C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.9819861306090967,r2SCAN,Mg-O-Sb,0.0,-2.166202090357139,2.5763,3,Tetragonal,4/mmm,P4_2/mbc,oxide,None,Mg,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27220,Tl5SbO5,1.9577890613345037,0.29351859021930304,Octahedron,1,2a,1,"[0.23239050585777402, 0.282522326125198]",0.0,0.257456415991486,AB5C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",2.0171080804939168,r2SCAN,O-Sb-Tl,0.0,-1.067672213636368,1.4702,3,Orthorhombic,mm2,Cmc2_1,oxide,None,None,None,None,Tl,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27229,Sb6S2O15,2.1549575206836877,0.23376104736331338,"Square pyramid, See-saw",2,4d,1,"[3.609423853043607, 3.52184962032346, 6.658883209320717]",0.333,4.596718894229261,A2B6C15,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals",2.184334937492724,r2SCAN,O-S-Sb,0.0,-1.812763258913044,3.270399999999999,3,Orthorhombic,mm2,Ccc2,oxide,None,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27256,Sb2(S2O7)3,1.9733324607809462,0.45533414695040353,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[2.304863013087289, 7.454200841890188]",0.5,4.879531927488738,A2B6C21,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals",2.3896499536507627,r2SCAN,O-S-Sb,0.0,-1.7109194308620692,4.1996,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27339,Sb2(SO4)3,2.1442261024336644,0.2548209504981947,"Square pyramid, Square-face capped trigonal prism",2,4e,1,"[4.9096677935040764, 4.576579139944795]",0.0,4.743123466724436,A2B3C12,2,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals",2.3255537983772343,r2SCAN,O-S-Sb,0.0,-1.783401992794116,4.0064,3,Monoclinic,2/m,P2_1/c,sulfate,None,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2740809,Co(SbO2)2,1.983299114525024,0.20430886355896627,Triangular non-coplanar,1,4j,1,"[1.830595121132201, 1.7337057433286822]",0.0,1.7821504322304416,AB2C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.9846535014178268,r2SCAN,Co-O-Sb,0.004408127040823001,-1.378227571428571,1.037899999999999,3,Tetragonal,4/m,P4_2/m,oxide,None,None,Co,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2741573,NaSb5O13,1.9184305929379633,0.3672308023290714,Octahedron,1,"2a, 4c",2,"[0.6127594998575591, 0.45760480179838103, 0.600676236955481]",0.0,0.5570135128704737,AB5C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.9913854049834383,r2SCAN,Na-O-Sb,0.0,-1.600717723421052,1.679599999999999,3,Orthorhombic,mmm,Cmcm,oxide,Na,None,None,None,None,Sb,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2741624,KSb5O13,1.9188369363121214,0.37394136693626007,Octahedron,1,"2a, 4c",2,"[0.500598844737953, 0.45694344162202405, 0.5363143986343001]",0.0,0.4979522283314257,AB5C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.9932530145756275,r2SCAN,K-O-Sb,1.1083157895441781e-05,-1.6206055520394722,1.645699999999999,3,Orthorhombic,mmm,Cmcm,oxide,K,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2761488,NaSbO2,1.9782512227929328,0.8347779703588539,Triangular non-coplanar,1,8c,1,[2.212706149931028],0.0,2.212706149931028,ABC2,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.9754960156491999,r2SCAN,Na-O-Sb,0.011443941322111,-1.660157876562499,3.745799999999999,3,Orthorhombic,mmm,Pbca,oxide,Na,None,None,None,None,Sb,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2761543,Co5SbO8,1.9333957370430064,0.33760096385307936,Octahedron,1,2i,1,[0.325375184768509],0.0,0.325375184768509,AB5C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.9965386241179763,r2SCAN,Co-O-Sb,0.03266847142857,-1.4542563400000001,0.24750000000000003,3,Monoclinic,2/m,C2/m,oxide,None,None,Co,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-27700,Sb4Br2O5,1.9240285565372761,0.5841057615179226,"See-saw, Triangular non-coplanar",2,4e,1,"[4.27008692062181, 4.069495257675946]",0.0,4.1697910891488785,A2B4C5,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.5,1,2,O2-,"Halogens, Metalloids, Nonmetals",2.0899870552502624,r2SCAN,Br-O-Sb,0.0,-1.307518385909092,2.376,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,"B, Sb","O, S",Br,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-27878,NaSb5O8,1.9218923383436946,0.6619831937544658,"Square pyramid, See-saw",2,2i,1,"[10.247041883096204, 2.954629428311865, 2.172726774818891, 2.331070549894301, 3.015674509476743]",0.2,4.144228629119601,AB5C8,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.1347899185325443,r2SCAN,Na-O-Sb,0.00011418892856500001,-1.798557567598521,2.6771000000000003,3,Triclinic,-1,P-1,oxide,Na,None,None,None,None,Sb,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-28485,Sb5IO7,2.012917119376968,0.18041463786406667,Triangular non-coplanar,1,"6h, 4f",2,"[2.233096272888174, 3.617378114498017]",0.0,2.9252371936930954,AB5C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals",2.0162562191016575,GGA,I-O-Sb,0.023343960288464003,-1.330156828942314,2.4519,3,Hexagonal,-6m2,P-62c,hypoiodite,None,None,None,None,None,Sb,"O, S",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-28617,In3Sb5O12,1.8740988401358247,0.6699245103437717,"See-saw, Octahedron",2,"6e, 4c",2,"[8.773804567516889, 2.198077850077062]",0.5,5.485941208796976,A3B5C12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.202622333967232,r2SCAN,In-O-Sb,0.001179368281258,-1.601695122749998,2.328299999999999,3,Cubic,-43m,I-43m,oxide,None,None,None,None,In,Sb,"O, S",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-28779,USbO5,2.0080707272469076,-0.03537596676221082,Octahedron,1,2a,1,[0.44650562648058606],0.0,0.44650562648058606,ABC5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",2.001027181121445,GGA,O-Sb-U,0.045027276964274006,-2.807220893571428,0.13670000000000002,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,Sb,"O, S",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-28918,Sb2WO6,2.012286840913105,0.5150153737935036,Square pyramid,1,2a,1,"[8.462370520252884, 8.382930033381681]",1.0,8.422650276817283,AB2C6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.2346202642710655,r2SCAN,O-Sb-W,0.0,-1.961205790555554,1.189099999999999,3,Monoclinic,2,P2_1,oxide,None,None,W,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2901572,KLaPrSbO6,2.018369976517554,-0.10504243921412777,Octahedron,1,4f,1,[0.365438236443325],0.0,0.365438236443325,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",1.999065821581165,r2SCAN,K-La-O-Pr-Sb,0.033769570083334005,-2.748719084541666,3.513699999999999,5,Tetragonal,4/mmm,P4_2/nnm,oxide,K,None,None,None,None,Sb,"O, P, S",None,None,"La, Pr",None,"B $\in$ [-1, -0.1]",Negative B
mp-29146,VSbO4,1.9575192464996611,0.2003402986802377,Octahedron,1,2a,1,"[0.5603683002605591, 0.5517123997037351]",0.0,0.5560403499821471,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.994662701950271,r2SCAN,O-Sb-V,0.0,-2.235131224999993,0.5192999999999991,3,Tetragonal,m,I4_1md,oxide,None,None,V,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29364,Li5SbO5,1.9350471590248968,0.248545998936161,Octahedron,1,1a,1,[0.009618829749162],0.0,0.009618829749162,AB5C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.9807968046984545,r2SCAN,Li-O-Sb,0.0,-2.198206253787879,2.914,3,Monoclinic,2/m,C2/m,oxide,Li,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29591,Sb3ClO4,2.069806226694945,0.11370102008633651,"See-saw, Triangular non-coplanar",2,"4g, 2f",2,"[3.288320377463174, 3.041943669257799]",0.0,3.1651320233604867,AB3C4,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.5,1,2,O2-,"Halogens, Metalloids, Nonmetals",2.0662708246992922,r2SCAN,Cl-O-Sb,0.004707957812499,-1.392617463437499,2.6812,3,Monoclinic,2/m,P2/c,perchlorate,None,None,None,None,None,Sb,"C, O, S",Cl,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2973,Pr3Sb5O12,1.9687234530667688,0.4790277879200908,"See-saw, Triangular non-coplanar",2,"6e, 4c",2,"[0.8692905751798131, 2.659550326263333]",0.0,1.764420450721573,A3B5C12,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.068684091293157,r2SCAN,O-Pr-Sb,0.0,-2.589983342499999,3.167999999999999,3,Cubic,-43m,I-43m,oxide,None,None,None,None,None,Sb,"O, P, S",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29892,LiSb3O8,1.926557595181147,0.3501669113301308,Octahedron,1,"2d, 4e",2,"[0.707516535632966, 0.44608207683639606]",0.0,0.576799306234681,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.9917989785341739,r2SCAN,Li-O-Sb,0.0,-1.960145810277778,0.974399999999999,3,Monoclinic,2/m,P2_1/c,oxide,Li,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29922,Sb5PO10,2.055287142231119,0.3027546899419469,"Square pyramid, See-saw, Triangular non-coplanar",3,4a,1,"[1.7832875101642771, 3.177724917883578, 3.394349744809836, 9.992250900310214, 6.946723796717776]",0.4,5.058867373977137,AB5C10,3,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals",2.1533174294541895,GGA,O-P-Sb,0.006863855156248001,-1.673529684717264,3.1994,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29970,Cs3Sb5O14,1.9934612643722773,0.19558858312141633,"Trigonal bipyramid, Octahedron",2,"4g, 4h, 8i",3,"[0.46586283573666104, 0.28174762671498504, 0.824042054804602, 0.354556259616078]",0.0,0.48155219421808154,A3B5C14,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0187243641916375,GGA,Cs-O-Sb,0.0,-1.9576372199529781,1.187,3,Orthorhombic,mmm,Pbam,oxide,Cs,None,None,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-30304,Bi3SbO7,1.9651034700923264,0.14910894752281662,Octahedron,1,"1b, 1a",2,"[0.298352257395042, 0.29311980789902004]",0.0,0.295736032647031,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.9933777836434319,r2SCAN,Bi-O-Sb,0.0,-1.470148172272729,2.168599999999999,3,Triclinic,-1,P-1,oxide,None,None,None,None,Bi,"B, Sb","O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-30972,Na2Sb4O7,1.833730247321876,0.9820924017554594,See-saw,1,4f,1,"[2.460024770317869, 2.911821704354524]",0.0,2.6859232373361963,A2B4C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.082015352285816,r2SCAN,Na-O-Sb,0.0,-1.8528266655968162,3.0649,3,Monoclinic,2/m,C2/c,oxide,Na,None,None,None,None,Sb,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-31001,KSb3O5,1.9079132068164824,0.9234944565468132,"See-saw, Triangular non-coplanar",2,4e,1,"[3.532368334369409, 2.018476732393741, 2.463187155799268]",0.0,2.671344074187473,AB3C5,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0783393364050418,r2SCAN,K-O-Sb,0.0,-1.839133234138889,3.1826,3,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-31238,Ba3(SbO3)2,1.9523014477729337,0.03277135810069801,Triangular non-coplanar,1,2i,1,"[1.237990617237968, 1.49685453810168, 0.860974130404304]",0.0,1.1986064285813172,A2B3C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.9523499149487005,r2SCAN,Ba-O-Sb,0.0,-2.57293931060607,2.9311,3,Triclinic,-1,P-1,oxide,None,Ba,None,None,None,"B, Sb","O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-31256,U(SbO3)2,1.9658674452364415,0.4651177714521076,Square non-coplanar,1,2i,1,[3.651631888619146],0.0,3.651631888619146,AB2C6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",2.0873045761877806,r2SCAN,O-Sb-U,0.001809516111123,-2.576791013333332,1.2887,3,Monoclinic,2/m,C2/m,oxide,None,None,None,None,None,Sb,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-31418,La(SbO3)3,1.958739520402117,0.1366642691158219,Octahedron,1,"2b, 4f",2,"[0.6824529657113001, 0.555105933848642]",0.0,0.618779449779971,AB3C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",1.982619746382913,r2SCAN,La-O-Sb,0.0,-2.311320759615384,1.486399999999999,3,Orthorhombic,mmm,Cmcm,oxide,None,None,None,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-31419,LaSb5O12,1.9781123308833564,0.0010485199168975752,"Triangular non-coplanar, Octahedron",2,"3e, 2c",2,"[0.5064148028637611, 1.856359528766255]",0.0,1.1813871658150081,AB5C12,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,4.2,4.2,4.2,1.0,1,1,Sb4.20+-O2-,"Lanthanides, Metalloids, Nonmetals",1.978031657698391,r2SCAN,La-O-Sb,0.0,-2.182705333611111,3.1365,3,Trigonal,-3m,R-3m,oxide,None,None,None,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-3154,Sm3Sb5O12,1.971558106697617,0.44670058709206284,"See-saw, Octahedron",2,"6e, 4c",2,"[7.334853529067447, 2.661821957318722]",0.5,4.998337743193084,A3B5C12,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.064777133592069,r2SCAN,O-Sb-Sm,0.0,-2.41865839875,3.1427,3,Cubic,-43m,I-43m,oxide,None,None,None,None,None,Sb,"O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-33857,CrSbO4,1.9247380208287577,0.34000599370982687,Octahedron,1,4d,1,[0.5844421522275011],0.0,0.5844421522275011,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.9875490449623883,r2SCAN,Cr-O-Sb,0.0,-2.119747337916666,0.8623000000000001,3,Orthorhombic,2/m,Cmmm,oxide,None,None,Cr,None,None,Sb,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3491,NbSbO4,1.0876075161047436,2.3859483704855178,Square pyramid,1,4a,1,[8.036674002848915],1.0,8.036674002848915,ABC4,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.215343701450757,r2SCAN,Nb-O-Sb,0.0,-2.523132912916666,2.4311,3,Orthorhombic,mm2,Pna2_1,oxide,None,None,Nb,None,None,Sb,"N, O, S",None,None,None,None,B > 1,Positive B
mp-37436,Li7SbO6,1.8883953115306504,0.6401052116129007,Octahedron,1,1a,1,[0.10798983447493701],0.0,0.10798983447493701,AB6C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",2.0052632830373844,r2SCAN,Li-O-Sb,0.008746312142856,-2.160186725952381,3.5223999999999993,3,Triclinic,1,P1,oxide,Li,None,None,None,None,Sb,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-3782,Nd3Sb5O12,1.9696113610490855,0.4674049452835078,"See-saw, Octahedron",2,"6e, 4c",2,"[6.964977759696145, 2.6730646893253622]",0.5,4.819021224510754,A3B5C12,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.067151046075103,r2SCAN,Nd-O-Sb,0.0,-2.391386260124997,3.1547,3,Cubic,-43m,I-43m,oxide,None,None,None,None,None,Sb,"N, O, S",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-39419,NdTiCdSbO7,1.6335221531124895,2.043736740371412,Octahedron,1,4b,1,[0.286557969638012],0.0,0.286557969638012,ABCDE7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.006210561080772,GGA,Cd-Nd-O-Sb-Ti,0.0,-2.772856553939394,2.6491,5,Tetragonal,422,P4_122,oxide,None,None,"Ti, Cd",None,None,Sb,"C, N, O, S",None,None,Nd,None,B > 1,Positive B
mp-40451,NaGd3Ti2(SbO7)2,1.960637138304167,0.23812556741618449,Octahedron,1,"2f, 2c",2,"[0.511470199783993, 0.432867033767852]",0.0,0.4721686167759225,AB2C2D3E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.0042807433268535,GGA,Gd-Na-O-Sb-Ti,0.0,-3.122880093774817,2.1556,5,Monoclinic,2/m,P2/c,oxide,Na,None,Ti,None,None,Sb,"N, O, S",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-40478,NaDy3Ti2(SbO7)2,1.9527089971123774,0.26011881627599326,Octahedron,1,"2f, 2a",2,"[0.6648861256896801, 0.5432158090205701]",0.0,0.6040509673551251,AB2C2D3E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.000384495055832,GGA,Dy-Na-O-Sb-Ti,0.0,-3.147096488092998,2.5904,5,Monoclinic,2/m,P2/c,oxide,Na,None,Ti,None,None,Sb,"N, O, S",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-40484,NaNd3Ti2(SbO7)2,1.9671010022285678,0.24582065307508355,Octahedron,1,"2f, 2c",2,"[0.36134387141399105, 0.292844897447033]",0.0,0.32709438443051203,AB2C2D3E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.012154848869251,GGA,Na-Nd-O-Sb-Ti,0.000531249318189,-3.095819796388453,2.272599999999999,5,Monoclinic,2/m,P2/c,oxide,Na,None,Ti,None,None,Sb,"N, O, S",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-40685,NaSm3Ti2(SbO7)2,1.961520015259064,0.25122589230443343,Octahedron,1,"2d, 2e",2,"[0.372551242412393, 0.46029089877741003]",0.0,0.4164210705949015,AB2C2D3E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.0075662739631603,GGA,Na-O-Sb-Sm-Ti,0.0,-3.118503749229363,2.3868,5,Monoclinic,2/m,P2/c,oxide,Na,None,Ti,None,None,Sb,"N, O, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
