material_id,chem_formula,R$_0$,B,As_chemenv,num_As_chemenvs,As_wyckoff,num_As_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_As_sites,num_CN_env,num_charge_states,AsX_coordn,AsO_coordn,mean_coordn_As-X,min_coordn_As-X,max_coordn_As-X,mean_coordn_As-O,min_coordn_As-O,max_coordn_As-O,mean_As_charge,min_As_charge,max_As_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_AsO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-561583,Co7(AsO6)2,1.8285977617392342,0.3648907034467708,"Octahedron, Tetrahedron",2,"1a, 1e, 2i",3,"[0.027971345080079, 0.149857843354666, 0.15940310910899802]",0.0,0.11241076584791436,A2B7C12,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.8359596354683378,GGA_U,As-Co-O,0.007946344523809,-1.456894299761905,0.7440999999999991,3,Monoclinic,2/m,C2/m,oxide,None,None,Co,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-5618,Mg2As2O7,1.7135287809748387,0.09930810184214559,Tetrahedron,1,2i,1,[0.359107279788399],0.0,0.359107279788399,A2B2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.690879058502666,r2SCAN,As-Mg-O,0.0,-2.276241102727271,3.0403000000000002,3,Monoclinic,2/m,C2/m,oxide,None,Mg,None,None,None,As,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-566301,As3Pb5ClO12,1.762519132932684,0.14931633251687756,Tetrahedron,1,4e,1,"[0.12760828508528402, 0.071210762103411, 0.105065672975421]",0.0,0.10129490672137202,AB3C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.7292146839768916,GGA,As-Cl-O-Pb,0.0,-1.754130295833333,3.271899999999999,4,Monoclinic,2/m,P2_1/c,hypochlorite,None,None,None,None,Pb,As,"C, O, P",Cl,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-572921,Cs2Ga3As5O18,1.7894911890770384,0.29573352371938144,Tetrahedron,1,"2e, 4f",2,"[0.386621909758511, 0.5414755434646, 0.157232306454996]",0.0,0.361776586559369,A2B3C5D18,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",1.7259996859038496,GGA,As-Cs-Ga-O,0.0,-1.9354989281896562,2.4875,4,Monoclinic,2/m,C2/c,oxide,Cs,None,None,None,Ga,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6113,LiTiAsO5,1.7053224250979269,0.06543643171360683,Tetrahedron,1,4c,1,[0.04884062736972],0.0,0.04884062736972,ABCD5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.6888578909964034,r2SCAN,As-Li-O-Ti,0.0,-2.559215438333333,3.222699999999999,4,Orthorhombic,mmm,Pnma,oxide,Li,None,Ti,None,None,As,O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6203,CaCuAs2O7,1.794967232792267,0.3020023293258106,Tetrahedron,1,4e,1,"[0.280004580098404, 0.6087472634187391]",0.0,0.44437592175857155,ABC2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7298708634222422,GGA,As-Ca-Cu-O,0.049635235000009006,-1.9442622340909081,9.999999999976698e-05,4,Monoclinic,2/m,P2_1/c,oxide,None,Ca,Cu,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-622602,NaMoAsO6,1.8089422370263872,0.5142824756394002,Tetrahedron,1,4a,1,"[0.08499222992901401, 0.093641788721362]",0.0,0.089317009325188,ABCD6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.69424371118423,r2SCAN,As-Mo-Na-O,0.0,-1.917377008764368,2.6992000000000003,4,Orthorhombic,mm2,Pca2_1,oxide,Na,None,Mo,None,None,As,"N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-626378,As3HO6,1.7701707510096907,-0.041105641264620775,"Tetrahedron, Triangular non-coplanar",2,4e,1,"[1.499921571250494, 1.547209426909963, 0.162289574250955]",0.0,1.0698068574704707,AB3C6,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,3.67,3.67,3.67,1.0,1,1,O2-,"Metalloids, Nonmetals",1.7714405584323774,r2SCAN,As-H-O,0.0,-1.242231334125,3.6721,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,As,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6394,RbTiAsO5,1.666830682129002,-0.13296726122600813,Tetrahedron,1,4a,1,"[0.14360538304630002, 0.095830521112043]",0.0,0.11971795207917152,ABCD5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.6964947774197978,r2SCAN,As-O-Rb-Ti,0.0,-2.558047898385418,3.077099999999999,4,Orthorhombic,mm2,Pna2_1,oxide,Rb,None,Ti,None,None,As,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-645095,UAg3(AsO4)3,1.7987384152298584,0.29527605092673737,Tetrahedron,1,4e,1,"[0.24924913815285302, 0.312535059082629, 0.49962720438318703, 0.35379004254433805, 0.302670849338016, 0.391037567762237]",0.0,0.3514849768772101,AB3C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Transition Metals",1.7363380360026337,GGA,Ag-As-O-U,0.014638819210528,-1.7482236090789471,1.1053,4,Monoclinic,2/m,P2_1/c,oxide,None,None,Ag,None,None,As,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-645291,As3Pb5ClO12,1.728944377334314,0.09844204992043695,Tetrahedron,1,6h,1,[0.12476998901691301],0.0,0.12476998901691301,AB3C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.7053149190480077,SCAN,As-Cl-O-Pb,0.004062204999999,-1.750068090833334,3.0576,4,Hexagonal,6/m,P6_3/m,hypochlorite,None,None,None,None,Pb,As,"C, O, P",Cl,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6488,KTiAsO5,1.7520348729055761,0.137743407660316,Tetrahedron,1,4a,1,"[0.163182593957297, 0.205006621259629]",0.0,0.18409460760846302,ABCD5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.721328532555342,GGA,As-K-O-Ti,0.0,-2.5627845675729173,3.083599999999999,4,Orthorhombic,mm2,Pna2_1,oxide,K,None,Ti,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-652804,Fe4As5O13,1.8267633822985796,0.43170834199504027,Triangular non-coplanar,1,1a,1,"[0.9100996108137861, 0.952067071735697, 0.8344271015866871, 1.014179845414688, 0.9312848244294051, 0.8444409097710871, 0.865124038601323, 0.8813185991716471, 2.191762432437459, 1.852668196136866]",0.0,1.1277372630098645,A4B5C13,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",1.8282587533441876,GGA_U,As-Fe-O,0.010927243863639,-1.6440536794318201,1.136699999999999,3,Triclinic,1,P1,oxide,None,None,Fe,None,None,As,O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-653450,CuAg7As4ClO14,1.831420332135354,0.4236275098064984,Tetrahedron,1,2a,1,"[0.370060960295966, 0.24361071880015703, 0.23060271376023403, 0.12529502301181]",0.0,0.24239235396704178,ABC4D7E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",1.738963840206086,GGA,Ag-As-Cl-Cu-O,0.016858296805551003,-1.099733605432098,0.21779999999999902,5,Monoclinic,m,Cc,hypochlorite,None,None,"Cu, Ag",None,None,As,"C, O",Cl,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-653930,CuAs2Pb8Cl5O9,1.8028629361522497,-0.32003210623058304,Triangular non-coplanar,1,4j,1,[1.2417299674342681],0.0,1.2417299674342681,AB2C5D8E9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.8028348897379367,GGA,As-Cl-Cu-O-Pb,0.000483564724998,-1.558128029599999,1.9391999999999991,5,Monoclinic,2/m,C2/m,oxide,None,None,Cu,None,Pb,As,"C, O, P",Cl,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-6566,NaZnAsO4,1.707842832461763,0.03022350509267161,Tetrahedron,1,6c,1,[0.073023315634128],0.0,0.073023315634128,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7011092086668287,SCAN,As-Na-O-Zn,0.0030616804761900004,-1.928433229601806,2.7896,4,Hexagonal,6,P6_3,oxide,Na,None,Zn,None,None,As,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-6571,BaCuAs2O7,1.7932915555353452,0.2767046936751968,Tetrahedron,1,4e,1,"[0.20048643840763403, 0.27287884494505604]",0.0,0.23668264167634503,ABC2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7336872530933145,GGA,As-Ba-Cu-O,0.0,-1.9701728240909082,0.6804999999999991,4,Monoclinic,2/m,P2_1/c,oxide,None,Ba,Cu,None,None,"B, As","C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-677573,NaCa2Mg2(AsO4)3,1.8575043297921827,0.5605714992096948,Tetrahedron,1,"8e, 4a",2,"[0.207864225632496, 0.6056421022923181]",0.0,0.406753163962407,AB2C2D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",1.7324540171558513,GGA,As-Ca-Mg-Na-O,0.0,-2.536743130443965,3.1301,5,Tetragonal,4/mmm,I4_1/acd,oxide,Na,"Mg, Ca",None,None,None,As,"C, N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-680301,K3AsO4,1.7820683273942568,0.3419909961661687,Tetrahedron,1,"4l, 4h",2,"[0.01530991299275, 0.014360391464643001]",0.0,0.0148351522286965,AB3C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.70585977526568,r2SCAN,As-K-O,0.0,-2.023313825531249,3.3075,3,Orthorhombic,mmm,Cccm,oxide,K,None,None,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-680722,As2Pb14Cl4O17,1.7584711277103424,0.09273617438988753,Tetrahedron,1,4f,1,[0.18444578157565],0.0,0.18444578157565,A2B4C14D17,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.737840245988994,GGA,As-Cl-O-Pb,0.0,-1.620041113648648,2.0997,4,Monoclinic,2/m,C2/c,oxide,None,None,None,None,Pb,As,"C, O, P",Cl,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-685318,Bi15AsO25,1.7637971002475274,0.12761842803613926,Tetrahedron,1,1a,1,"[0.0022791727375460003, 0.00093076049141, 0.000316203137596, 0.000753157221853]",0.0,0.00106982339710125,AB15C25,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.7361646369050205,GGA,As-Bi-O,0.0,-1.661546209634148,2.2346,3,Trigonal,3,R3,oxide,None,None,None,None,Bi,"B, As",O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-6929,Ca2As2O7,1.7434827885545878,0.22917839346632415,Tetrahedron,1,2i,1,[0.135130466269187],0.0,0.135130466269187,A2B2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.6946439603688221,r2SCAN,As-Ca-O,0.0,-2.509705237272703,3.3366,3,Monoclinic,2/m,C2/m,oxide,None,Ca,None,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-695209,KNb4AsO13,1.7564558052734731,0.1568481424092796,Tetrahedron,1,1a,1,"[0.048033148254971, 0.049764896976532004, 0.045043672731532, 0.043075278929409]",0.0,0.046479249223111,ABC4D13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.722670172080579,GGA,As-K-Nb-O,0.000232750394767,-2.778322901960527,2.432499999999999,4,Triclinic,1,P1,oxide,K,None,Nb,None,None,As,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-695800,KScAs2(HO4)2,2.1272463187993207,1.821870345246245,Tetrahedron,1,4f,1,[0.09949908960240601],0.0,0.09949908960240601,ABC2D2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.720958859739314,GGA,As-H-K-O-Sc,0.0,-2.145890091767857,3.86,5,Monoclinic,2/m,C2/c,oxide,K,None,Sc,None,None,As,"H, O, S",None,None,None,None,B > 1,Positive B
mp-695994,MnAsH3O5,1.717224199845192,-0.06502950008987166,Tetrahedron,1,2a,1,"[0.10307253865163, 0.10835902386988701, 0.09794823124228001, 0.085340264597144]",0.0,0.09868001459023526,ABC3D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.73158710015175,GGA_U,As-H-Mn-O,0.0,-1.625316857168104,2.1119,4,Monoclinic,2,P2_1,oxide,None,None,Mn,None,None,As,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-699375,Co8As3O16,1.699806033876039,0.14371303119288298,"Octahedron, Tetrahedron",2,"1a, 2i",2,"[0.027939722463472, 0.07646026384032101]",0.0,0.0521999931518965,A3B8C16,2,2,2,"[6.0, 4.0]","[6.0, 4.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.8049621386950165,GGA_U,As-Co-O,0.043967236759284004,-1.440288552314815,0.0,3,Monoclinic,2/m,C2/m,oxide,None,None,Co,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-699453,RbAs2H5O8,1.6899148561854858,-0.17849413497823463,Tetrahedron,1,8c,1,"[0.184284611639554, 0.08792921686396901]",0.0,0.13610691425176152,AB2C5D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7294532521191113,GGA,As-H-O-Rb,0.0,-1.571865657343749,3.9867,4,Orthorhombic,mmm,Pbca,oxide,Rb,None,None,None,None,As,"H, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-699691,Mn7SbAsO12,1.8839517641111523,0.6510975816984088,Tetrahedron,1,2e,1,[0.032994480868897],0.0,0.032994480868897,ABC7D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7386868385931389,GGA_U,As-Mn-O-Sb,0.0,-2.0031418089532,0.0,4,Orthorhombic,mmm,Imma,oxide,None,None,Mn,None,None,"As, Sb","O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-7035,CaMgAsO4F,1.7476012871435287,0.102702459101191,Tetrahedron,1,2e,1,[0.204994060749448],0.0,0.204994060749448,ABCDE4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",1.7247427622929266,GGA,As-Ca-F-Mg-O,0.0,-2.8852916946875,3.9326,5,Monoclinic,2/m,C2/c,fluoride,None,"Mg, Ca",None,None,None,As,"C, O",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-705094,Co2As2O5,1.796776558375592,0.3090945138433164,Triangular non-coplanar,1,2i,1,"[1.240456345900465, 0.9160087989109821, 0.8618053114313121, 1.1936743392256841]",0.0,1.052986198867111,A2B2C5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7974813445081665,r2SCAN,As-Co-O,0.0,-1.485607919999998,0.0,3,Triclinic,-1,P-1,oxide,None,None,Co,None,None,As,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-707182,UAsH9O10,1.7226651676276012,0.011965672513212795,Tetrahedron,1,2i,1,"[0.122260978986009, 0.08897111655857301]",0.0,0.105616047772291,ABC9D10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",1.7202056595057984,GGA,As-H-O-U,0.0,-1.785898705773808,2.4525,4,Triclinic,-1,P-1,oxide,None,None,None,None,None,As,"H, O",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-707231,As2PHO6,1.8723369444224005,0.5150562885724392,"Triangular non-coplanar, See-saw",2,4e,1,"[4.06200170847444, 1.7453493306503711]",0.0,2.9036755195624058,ABC2D6,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals",2.035673541237802,GGA,As-H-O-P,0.043591254583331004,-1.578823601839288,4.2409,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,As,"H, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-707734,AsHPb4(ClO)4,1.8328514086294263,0.17598176173005625,Triangular non-coplanar,1,4e,1,[1.734343427301429],0.0,1.734343427301429,ABC4D4E4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.8329698799928753,GGA,As-Cl-H-O-Pb,0.0,-1.580785255982142,3.2369,5,Monoclinic,2/m,P2_1/c,hypochlorite,None,None,None,None,Pb,As,"H, C, O, P",Cl,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-709350,Sr5As5HO18,1.8178811349018986,0.4018014616474016,Tetrahedron,1,4e,1,"[0.27369168444442, 0.36133088438603705, 0.352304736423371, 0.525603635431055, 0.091577299319907]",0.0,0.32090164800095805,AB5C5D18,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.730769625844325,GGA,As-H-O-Sr,0.0,-2.458472760905173,3.262,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,As,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-720433,Be2As(HO)9,1.7204742730671687,0.01639403449736216,Tetrahedron,1,4e,1,[0.093929988219387],0.0,0.093929988219387,AB2C9D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7168884717486335,GGA,As-Be-H-O,0.007875859047616,-1.7018556741071431,4.4006,4,Monoclinic,2/m,P2_1/c,oxide,None,Be,None,None,None,"B, As","H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-720817,MgAsH15O11,1.7218926384601598,-0.026912708072465163,Tetrahedron,1,4f,1,[0.07756551561236201],0.0,0.07756551561236201,ABC11D15,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7268473803824431,GGA,As-H-Mg-O,0.010507272812501,-1.465185349151785,4.2081,4,Monoclinic,2/m,C2/c,oxide,None,Mg,None,None,None,As,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-721072,Cu3As2H2PbO10,1.9017449340157264,0.7377973081998601,Tetrahedron,1,4f,1,[0.265698870991311],0.0,0.265698870991311,AB2C2D3E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",1.73723124110753,GGA,As-Cu-H-O-Pb,0.036898884583332,-1.357299999305556,0.0,5,Monoclinic,2/m,C2/c,oxide,None,None,Cu,None,Pb,As,"H, C, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-721328,CaAsH3O5,1.6646874927856434,-0.28594039928915677,Tetrahedron,1,8d,1,[0.19492853149014103],0.0,0.19492853149014103,ABC3D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.7276378145576765,GGA,As-Ca-H-O,0.014152918660712001,-1.944815811249999,3.9538,4,Orthorhombic,mmm,Pbcn,oxide,None,Ca,None,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-721702,Zn2AsHO5,1.674121534375836,-0.25068581258549394,Tetrahedron,1,4g,1,[0.11784738466333901],0.0,0.11784738466333901,ABC2D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.7297533430725065,GGA,As-H-O-Zn,0.0,-1.7068521448611111,1.9675,4,Orthorhombic,mmm,Pnnm,oxide,None,None,Zn,None,None,As,"H, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-728030,K2Cr2AsHO10,1.743101817586819,0.19472116824122523,Tetrahedron,1,3a,1,[0.383401938665965],0.0,0.383401938665965,ABC2D2E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7015248480139145,r2SCAN,As-Cr-H-K-O,0.008907561712239,-1.790294351244791,2.6893000000000002,5,Trigonal,3,P3_1,oxide,K,None,Cr,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-728774,K2Cr2AsHO10,1.7749047292721136,0.21436694873545958,Tetrahedron,1,3a,1,[0.311522068110474],0.0,0.311522068110474,ABC2D2E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.7287512745385696,GGA_U,As-Cr-H-K-O,0.00888533608724,-1.79031657686979,2.6723,5,Trigonal,3,P3_2,oxide,K,None,Cr,None,None,As,"H, C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-729516,Ag2As2O7,1.817268137394829,0.3596832801055052,"Octahedron, Tetrahedron",2,4e,1,"[0.19367674022901002, 0.7534006207765901]",0.0,0.47353868050280007,A2B2C7,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",1.8256695142284656,GGA,Ag-As-O,0.039957798909100006,-1.118627353939393,0.0,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Ag,None,None,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-730154,NaAs3H2O9,1.8056504437375693,0.320745283267879,"Octahedron, Tetrahedron",2,2i,1,"[0.506526623119215, 0.23809033347796602, 0.41364706383277805]",0.0,0.38608800680998634,AB2C3D9,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7922866389298877,GGA,As-H-Na-O,0.0,-1.6402775654252881,2.6467,4,Triclinic,-1,P-1,oxide,Na,None,None,None,None,As,"H, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-731920,TlAsO4,1.7580793707587037,0.11131443777488781,Tetrahedron,1,4e,1,[0.47466668002105505],0.0,0.47466668002105505,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.7336497052483946,GGA,As-O-Tl,0.028892791666663004,-1.1011002312499891,0.297799999999999,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,Tl,As,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
