material_id,chem_formula,R$_0$,B,H_chemenv,num_H_chemenvs,H_wyckoff,num_H_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_H_sites,num_CN_env,num_charge_states,HX_coordn,HO_coordn,mean_coordn_H-X,min_coordn_H-X,max_coordn_H-X,mean_coordn_H-O,min_coordn_H-O,max_coordn_H-O,mean_H_charge,min_H_charge,max_H_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1173785,Na2Cu4H5(SO5)4,0.9965605313719215,0.3259215059073126,"Single neighbor, Linear",2,"2i, 1g",2,"[0.0, 0.0, 2.2759033267872862e-10]",0.0,7.586344422624287e-11,A2B4C4D5E20,2,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.071863001634425,GGA,Cu-H-Na-O-S,0.011358381125031,-1.554825210828818,0.0,5,Monoclinic,2/m,P2/m,oxide,Na,None,Cu,None,None,None,"H, C, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1173788,Na2Ni4Mo4(HO4)5,0.9921235362710688,0.3449825925188423,"Single neighbor, Linear",2,"2i, 1g",2,"[0.0, 0.0, 5.121444554158627e-28]",0.0,1.7071481847195422e-28,A2B4C4D5E20,2,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.071834964754167,GGA_U,H-Mo-Na-Ni-O,0.029254965103177002,-1.66478191568596,0.004599999999999001,5,Triclinic,-1,P-1,oxide,Na,None,"Ni, Mo",None,None,None,"H, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1173843,Na3H12Ru2(C2O9)2,0.9712932561749625,0.6242467937346511,Single neighbor,1,1a,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,A2B3C4D12E18,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.0424986979922848,GGA,C-H-Na-O-Ru,0.027494475512823004,-1.5457226580548191,0.7499999999999991,5,Triclinic,1,P1,oxide,Na,None,Ru,None,None,None,"H, C, N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1176694,LiMnH8(SO6)2,0.8179693349461367,0.7152742109064711,Single neighbor,1,2c,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,ABC2D8E12,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.2715187739930542,GGA_U,H-Li-Mn-O-S,0.040012566829229004,-1.611574968386015,1.6219000000000001,5,Monoclinic,2,C2,oxide,Li,None,Mn,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1176828,LiMnH4(SO5)2,0.9358846984763399,0.596381129748942,Single neighbor,1,1a,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,ABC2D4E10,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.2553384388114774,GGA_U,H-Li-Mn-O-S,0.025113252573667002,-1.7446920022924641,1.045499999999999,5,Triclinic,1,P1,oxide,Li,None,Mn,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1177422,Li4Fe2P4H3O16,0.9832334233745504,0.46204126428771275,Single neighbor,1,1a,1,"[0.0, 0.0, 0.0]",0.0,0.0,A2B3C4D4E16,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.143378681025066,GGA_U,Fe-H-Li-O-P,0.021426870258626003,-2.351810936057059,1.5845,5,Triclinic,1,P1,oxide,Li,None,Fe,None,None,None,"H, O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1177876,Li2V2P4H6O17,0.7272429672176732,0.8734371177501415,Single neighbor,1,2i,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,A2B2C4D6E17,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.282628437812378,GGA_U,H-Li-O-P-V,0.014652838376767001,-2.293245311862519,2.1062,5,Triclinic,-1,P-1,oxide,Li,None,V,None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1177881,Li2MnVP2(HO5)2,0.7912079487953967,0.8867919670267312,Single neighbor,1,2i,1,"[0.0, 0.0, 0.0]",0.0,0.0,ABC2D2E2F10,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.3020748005543539,GGA_U,H-Li-Mn-O-P-V,0.029693527288348003,-2.404952269613894,0.915999999999999,6,Triclinic,-1,P-1,oxide,Li,None,"V, Mn",None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1178874,VHO3,1.1470216245871416,0.16214219976536098,Single neighbor,1,2a,1,"[0.0, 0.0, 0.0]",0.0,0.0,ABC3,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.2954395588870118,GGA_U,H-O-V,0.022129907083330003,-1.964186262916666,2.071399999999999,3,Monoclinic,2/m,P2_1/m,oxide,None,None,V,None,None,None,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1179353,Sr(H8O5)2,0.9745682236151977,0.47885708710722047,"Single neighbor, Linear",2,2a,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008128607177245001, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0005080379485778126,AB10C16,2,3,1,"[1.0, 2.0, 2.0]","[1.0, 2.0, 2.0]",1.6666666666666667,1.0,2.0,1.6666666666666667,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,1,2,"O-, O2-","Alkaline Earth Metals, Nonmetals",1.2518502442192534,GGA,H-O-Sr,0.045440638703704,-1.355263638703704,4.0623,3,Monoclinic,m,Cc,oxide,None,Sr,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1179365,Sr(H8O5)2,0.9398382334564548,0.4889949213200159,Single neighbor,1,1a,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,AB10C16,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.5,1,2,"O-, O2-","Alkaline Earth Metals, Nonmetals",1.3171663555835256,GGA,H-O-Sr,0.025683947592593,-1.3750203298148151,3.9505,3,Triclinic,1,P1,oxide,None,Sr,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1179820,Rb2TeH6SeO10,0.9796542375015698,0.572060668732538,Single neighbor,1,4e,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,ABC2D6E10,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.095327550071771,GGA,H-O-Rb-Se-Te,0.0,-1.495781350450521,3.529,5,Monoclinic,2/m,P2_1/c,oxide,Rb,None,None,None,None,Te,"H, O, S, Se",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1179858,Rb2UH4(SeO6)2,1.0666165937949978,0.15746753346369613,Single neighbor,1,4a,1,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,AB2C2D4E12,1,3,1,"[1.0, 2.0, 1.0]","[1.0, 2.0, 1.0]",1.3333333333333333,1.0,2.0,1.3333333333333333,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,1,2,O2-,"Actinides, Alkali Metals, Nonmetals",1.127623630420091,GGA,H-O-Rb-Se-U,0.0,-1.875872220580357,2.2639,5,Orthorhombic,mm2,Pna2_1,oxide,Rb,None,None,None,None,None,"H, O, S, Se",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1180593,KH3(SeO3)2,0.5504828235028855,0.9687984092016355,Single neighbor,1,4e,1,"[0.0, 0.0, 0.0]",0.0,0.0,AB2C3D6,1,2,1,"[2.0, 2.0]","[2.0, 2.0]",2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.5,1,2,O2-,"Alkali Metals, Nonmetals",1.3120278844478384,GGA,H-K-O-Se,0.0,-1.406013358182292,4.3334,4,Monoclinic,2/m,P2_1/c,oxide,K,None,None,None,None,None,"H, O, S, Se",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1181245,H4SO5,0.7726505819494836,0.6965111615717824,Single neighbor,1,4a,1,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,AB4C5,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,Nonmetals,1.2951966600116576,r2SCAN,H-O-S,0.005401999750000001,-1.18851352328125,5.6675,3,Orthorhombic,222,P2_12_12_1,oxide,None,None,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1181371,H5IO6,0.9649409521949532,0.49187271203688443,"Single neighbor, Linear",2,2a,1,"[0.0, 0.0, 0.720829362786478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0720829362786478,AB5C6,2,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.1989387080297647,GGA,H-I-O,0.027321470208332,-0.9933151696874991,2.2095000000000002,3,Monoclinic,2,P2_1,hypoiodite,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1181790,CoH4SeO5,0.8843553022595367,0.7381134249670159,Single neighbor,1,4e,1,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,ABC4D5,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.2316598044101925,GGA_U,Co-H-O-Se,0.011865727727274001,-1.283358010894887,3.0003,4,Monoclinic,2/m,P2_1/c,oxide,None,None,Co,None,None,None,"H, C, O, S, Se",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1182089,CaV2P2(H4O7)2,0.9918795458434791,0.49694268126866453,Single neighbor,1,1a,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,AB2C2D8E14,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",1.181263760245679,GGA_U,Ca-H-O-P-V,0.034603890092587006,-2.100159357380952,2.3443,5,Triclinic,1,P1,oxide,None,Ca,V,None,None,None,"H, C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1182381,MnP(HO)7,0.9705357368302169,0.5468184409752481,Single neighbor,1,8c,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,ABC7D7,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.0705763173145701,GGA_U,H-Mn-O-P,0.012738125390606002,-1.714822696410868,3.984499999999999,4,Orthorhombic,mmm,Pbca,oxide,None,None,Mn,None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1182406,CrHSe3O8,0.6352613066175834,0.9667482419416735,Single neighbor,1,4e,1,[0.0],0.0,0.0,ABC3D8,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.372453825734158,GGA_U,Cr-H-O-Se,0.0,-1.45425028890625,3.000299999999999,4,Monoclinic,2/m,P2_1/c,oxide,None,None,Cr,None,None,None,"H, C, O, S, Se",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1182486,Ba(H8O5)2,0.9389649324977876,0.49031980495630895,Single neighbor,1,2a,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,AB10C16,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.5,1,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals",1.317283474371494,GGA,Ba-H-O,0.024076697962962003,-1.372213232777778,3.9706,3,Monoclinic,m,Cc,oxide,None,Ba,None,None,None,B,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1182551,Fe3P2H6O11,0.9966415033124296,0.36125562051715127,"Single neighbor, Linear",2,8d,1,"[0.0, 0.9125254923748041, 0.0]",0.0,0.30417516412493467,A2B3C6D11,2,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.1218696633788168,GGA_U,Fe-H-O-P,0.008648722954544,-1.871660419967531,3.5808,4,Orthorhombic,mmm,Pbcn,oxide,None,None,Fe,None,None,None,"H, O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1182617,CoPH3O5,0.9571661861365495,0.5025100806919439,Single neighbor,1,6f,1,"[0.0, 0.0, 0.0]",0.0,0.0,ABC3D5,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.170914345820438,GGA_U,Co-H-O-P,0.006163394749998,-1.815691602339285,3.1384,4,Trigonal,-3,R-3,oxide,None,None,Co,None,None,None,"H, C, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1182650,KV5Zn(H8O11)2,0.9769111641490527,0.5715854163724121,Single neighbor,1,2i,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,ABC5D16E22,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.0671733396532441,GGA_U,H-K-O-V-Zn,0.025202495277768,-1.7306118608277772,2.4984,5,Triclinic,-1,P-1,oxide,K,None,"V, Zn",None,None,None,"H, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1182836,Ca2Mn3P3H6O17,0.9911726444358514,0.4694982659099865,Single neighbor,1,4e,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,A2B3C3D6E17,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",1.1539028067082011,GGA_U,Ca-H-Mn-O-P,0.0,-2.326150167103924,0.8662000000000001,5,Monoclinic,2/m,P2_1/c,oxide,None,Ca,Mn,None,None,None,"H, C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1183513,BeH8SO8,0.8202180682831436,0.623834325899748,Single neighbor,1,8i,1,"[0.0, 0.0]",0.0,0.0,ABC8D8,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.342362163772464,GGA,Be-H-O-S,0.004405399444443001,-1.6332889934722221,5.2146,4,Tetragonal,-42m,I-4c2,oxide,None,Be,None,None,None,B,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1183924,CoP4(H5O8)2,0.8317131333682065,0.6745583975493495,Single neighbor,1,2i,1,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,AB4C10D16,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.2777634260593864,GGA_U,Co-H-O-P,0.021907998817201003,-1.900752213905529,3.336299999999999,4,Triclinic,-1,P-1,oxide,None,None,Co,None,None,None,"H, C, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1187832,Tl2ZnP4(HO2)8,1.0345439980670228,0.29678514945461804,"Single neighbor, Linear",2,2i,1,"[0.0, 0.0, 0.9616084083034101, 0.0]",0.0,0.24040210207585253,AB2C4D8E16,2,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.172502364163152,GGA,H-O-P-Tl-Zn,0.005841632741931,-1.9705723827496162,4.7666,5,Triclinic,-1,P-1,oxide,None,None,Zn,None,Tl,None,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1188700,InAsH2O5,0.9369196374349483,0.6710095940924286,Single neighbor,1,2i,1,"[0.0, 0.0]",0.0,0.0,ABC2D5,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",1.2479101797760548,GGA,As-H-In-O,0.0,-1.651679839074074,2.1239,4,Triclinic,-1,P-1,oxide,None,None,None,None,In,As,"H, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1189653,KCrH4(C2O5)2,0.551747740987558,1.0472228895762714,Single neighbor,1,8j,1,[0.0],0.0,0.0,ABC4D4E10,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.3270100309330712,GGA_U,C-Cr-H-K-O,0.033149726124994006,-1.6514916201125,3.2405,5,Monoclinic,2/m,C2/m,oxide,K,None,Cr,None,None,None,"H, C, O",None,None,None,None,B > 1,Positive B
