material_id,chem_formula,R$_0$,B,Re_chemenv,num_Re_chemenvs,Re_wyckoff,num_Re_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Re_sites,num_CN_env,num_charge_states,ReX_coordn,ReO_coordn,mean_coordn_Re-X,min_coordn_Re-X,max_coordn_Re-X,mean_coordn_Re-O,min_coordn_Re-O,max_coordn_Re-O,mean_Re_charge,min_Re_charge,max_Re_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ReO_BondL
mp-10094,Tm5(ReO6)2,1.85558389951746,0.7712906405964093,Octahedron,1,2g,1,[0.407597850907006],0.0,0.407597850907006,A2B5C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Re-Tm,0.0,-3.3935364392105303,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,1.9983273689184202
mp-1016092,Re2O7,1.939720464035301,0.3092325725429793,"Tetrahedron, Octahedron",2,4a,1,"[0.5245534565207101, 0.106707691951004, 0.125921077480272, 0.505259598669294]",0.0,0.31561045615532,A2B7,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-Re,0.0,-2.025868364583333,2.7295,2,Orthorhombic,222,P2_12_12_1,oxide,,,Re,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.871780819508854
mp-10326,Zn(ReO4)2,1.7994983140771024,0.1095863164472836,Tetrahedron,1,2d,1,[0.002206699540474],0.0,0.002206699540474,AB2C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Re-Zn,0.0,-2.101178606818182,3.992,3,Trigonal,-3,P-3,oxide,,,"Zn, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7385249717952131
mp-1041019,CuReO4,1.817563088002352,0.1178354292182303,Tetrahedron,1,4e,1,"[0.018022302117263002, 0.022974879339431]",0.0,0.020498590728347,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-O-Re,0.007758370833333,-1.761377552291666,1.160999999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,"Cu, Re",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7698320733251416
mp-1042110,Re2O7,1.913291862987668,0.2714204788564761,Tetrahedron,1,4b,1,[0.33188021692264],0.0,0.33188021692264,A2B7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-Re,0.038839964583331,-1.987028399999999,3.4648,2,Orthorhombic,mm2,Cmc2_1,oxide,,,Re,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.77219072867828
mp-1096938,Cs2ReO4,2.286223196221989,1.1722600894136517,Tetrahedron,1,4c,1,[0.011013600384154],0.0,0.011013600384154,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cs-O-Re,0.022011150969382,-2.121571860258621,0.0,3,Orthorhombic,mmm,Pnma,oxide,Cs,,Re,,,,"C, O",,,,,B > 1,Positive B,1.8100484903657046
mp-1106155,Ca2MnReO6,1.942926210336314,-0.4272483982314211,Octahedron,1,4a,1,[0.035058093923538],0.0,0.035058093923538,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-Mn-O-Re,0.00076537870238,-2.655997039043107,0.1472,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Mn, Re",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9427653023713922
mp-11207,Pr3ReO7,1.9715978696054104,0.1179547691181734,Octahedron,1,2a,1,[0.14806899986073999],0.0,0.14806899986073999,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Pr-Re,0.040983677977273,-3.209051400681818,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.99351521681961
mp-1188807,Sr2CaReO6,1.9460812129766405,0.0596789597515412,Octahedron,1,2c,1,[0.003683821124826],0.0,0.003683821124826,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Re-Sr,0.0,-2.920525596750001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,"Ca, Sr",Re,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9461039575330945
mp-1188946,Re2BiO6,1.9503719871783944,0.1625583910954283,Octahedron,1,4f,1,[0.563027029308486],0.0,0.563027029308486,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Re4.50+-O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-O-Re,0.0,-1.90503731888889,0.0,3,Monoclinic,2/m,C2/c,oxide,,,Re,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9797716230360478
mp-1191971,FeRe2(H2O3)4,1.7600162867319131,0.009327499516145,Tetrahedron,1,2i,1,[0.003382119682726],0.0,0.003382119682726,AB2C8D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-H-O-Re,0.0,-1.662810422826087,2.683799999999999,4,Triclinic,-1,P-1,oxide,,,"Fe, Re",,,,"H, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7551656448599655
mp-1191990,Dy3ReO7,1.948150024387528,0.1954491420974697,Octahedron,1,2a,1,[0.927917211067609],0.0,0.927917211067609,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Re,0.041385783484857,-3.362467477954543,0.0,3,Orthorhombic,222,C222_1,oxide,,,Re,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,1.984467705012752
mp-1192782,CuRe2(H2O3)4,1.7897152702647348,0.062351594853696,Tetrahedron,1,2i,1,[0.009153928589611001],0.0,0.009153928589611001,AB2C8D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-H-O-Re,0.0,-1.5772633076086962,1.3068,4,Triclinic,-1,P-1,oxide,,,"Cu, Re",,,,"H, C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7555331495433348
mp-1193019,MnRe(PbO3)2,1.9382921782573088,-0.1718539947983209,Octahedron,1,"2i, 1b",2,"[0.007793088364172001, 0.048667073038815005]",0.0,0.028230080701493503,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb-Re,0.03948878448363,-1.822523277376437,0.0,4,Monoclinic,2/m,C2/m,oxide,,,"Mn, Re",,Pb,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9409201381508798
mp-1193300,ReS2ClO9,1.9846858094658155,0.4163833122759857,Octahedron,1,2i,1,[0.8292575128889911],0.0,0.8292575128889911,ABC2D9,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,2.0,2,2,"Cl-, O2-","Halogens, Nonmetals, Transition Metals",GGA,Cl-O-Re-S,0.0,-1.709292570961538,2.396,4,Triclinic,-1,P-1,hypochlorite,,,Re,,,,"C, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9729024146472358
mp-1196004,Re2Sb4O13,1.769010382358293,0.0458651015941103,Tetrahedron,1,2i,1,"[0.012265879713678, 0.10204934238435401]",0.0,0.057157611049016004,A2B4C13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,O-Re-Sb,0.0,-1.9434508023684232,2.8834,3,Triclinic,-1,P-1,oxide,,,Re,,,Sb,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7444925808136407
mp-1197149,ReSi2(PO5)3,1.913665536720862,0.3167337384354579,Octahedron,1,2i,1,[0.36134493592793604],0.0,0.36134493592793604,AB2C3D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,O-P-Re-Si,0.0,-2.663692031972789,2.1158,4,Triclinic,-1,P-1,oxide,,,Re,,,Si,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9046969805260645
mp-1197231,ReBi9O17,1.7576741061121042,-0.000982008043554,Tetrahedron,1,4e,1,[0.011350231033618001],0.0,0.011350231033618001,AB9C17,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Re,0.007118900462955,-1.74972509138889,2.1502,3,Monoclinic,2/m,P2_1/c,oxide,,,Re,,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7582143291169878
mp-1197783,ReBi3O8,1.835304954352766,0.1709742188462971,Tetrahedron,1,4a,1,[0.0018304895077770002],0.0,0.0018304895077770002,AB3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Bi-O-Re,0.003021792500001,-1.897718170416667,2.6921,3,Cubic,23,I2_13,oxide,,,Re,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7396910473033889
mp-1197806,Ba16Re6O37,1.9986441851536576,0.601986577926543,Octahedron,1,2i,1,"[0.36223503356993403, 0.061899004720411, 0.052868148865305005]",0.0,0.15900072905188334,A6B16C37,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Re,0.0,-2.792275173898305,1.511199999999999,3,Monoclinic,2/m,C2/m,oxide,,Ba,Re,,,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9079173877770859
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,Octahedron,1,4f,1,"[0.9631661206744151, 0.9620052879315021]",0.0,0.9625857043029586,AB2C4D8,1,1,1,[6.0],[4.0],6.0,6.0,6.0,4.0,4.0,4.0,7.0,7.0,7.0,2.0,2,2,"Cl-, O2-","Halogens, Nonmetals, Transition Metals",GGA,Cl-O-Re-S,0.0,-1.669849193666666,2.0921,4,Monoclinic,2/m,C2/c,chlorite,,,Re,,,,"C, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9723264881582605
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,no_data,1,no_data,1,no_data,0.0,no_data,ABC6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-Re,0.0,-2.269866994017858,2.1592,3,Monoclinic,2/m,C2/c,oxide,,,Re,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9305082349865066
mp-1205130,Re2S2O13,1.9539511504890483,0.3813145277271397,Octahedron,1,8e,1,[0.559823936678814],0.0,0.559823936678814,A2B2C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-Re-S,0.007967108382353,-1.843796598970589,2.0338,3,Orthorhombic,mmm,Pbcm,oxide,,,Re,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9539559930517196
mp-1205210,NdRe3(H2O5)3,1.7819283557091066,0.0512654771951006,Tetrahedron,1,4e,1,"[0.065445404562654, 0.038172110360632006, 0.027238219117718003]",0.0,0.043618578013668,AB3C6D15,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,H-Nd-O-Re,0.0,-2.0351237586,3.7822,4,Monoclinic,2/m,P2_1/c,oxide,,,Re,,,,"H, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7541502134567821
mp-1208421,Tb5(ReO6)2,1.4508785412002916,1.365710878792047,Octahedron,1,1a,1,"[0.43865836840103206, 0.37852261791763503]",0.0,0.40859049315933355,A2B5C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Re-Tb,0.0,-3.345005715701756,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,Tb,,B > 1,Positive B,2.0057741113413563
mp-1208774,Sr5Re3BrO15,2.0818493394265944,0.7255493096974938,Square pyramid,1,"8d, 4c",2,"[1.739826908944929, 1.8779549104561561]",0.0,1.8088909097005426,AB3C5D15,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Br-O-Re-Sr,0.0,-2.756585590104166,2.3998,4,Orthorhombic,mmm,Pnma,hypobromite,,Sr,Re,,,B,"O, S",Br,,,,"B $\in$ [0.5, 1]",Positive B,1.837872031376954
mp-1209145,RePbBrO4,1.9072218429046195,0.2760558993040612,Tetrahedron,1,2a,1,[0.070684821190287],0.0,0.070684821190287,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Br-O-Pb-Re,0.01510638767858,-1.9178905224999991,2.916,4,Orthorhombic,mm2,Pmn2_1,perbromate,,,Re,,Pb,B,"O, P",Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.754895134483191
mp-1209366,Pr3(ReO5)2,1.9728691688366025,0.2899945165334764,Octahedron,1,2i,1,[0.8932953623873411],0.0,0.8932953623873411,A2B3C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Re,0.000904771083328,-2.975534523333332,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,1.9567728114416727
mp-1209401,Sr5Re3IO15,2.1106273413904617,0.8033091097130776,Square pyramid,1,"8d, 4c",2,"[1.7326371737624662, 1.8290616997148201]",0.0,1.7808494367386432,AB3C5D15,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,I-O-Re-Sr,0.0,-2.715030643854167,0.7471999999999991,4,Orthorhombic,mmm,Pnma,hypoiodite,,Sr,Re,,,,"O, S",I,,,,"B $\in$ [0.5, 1]",Positive B,1.8401717937324662
mp-1209462,Rb3NaRe2O9,2.159388396093169,1.5533010307699553,Octahedron,1,4f,1,[0.6649764642289251],0.0,0.6649764642289251,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-Rb-Re,0.0,-2.229593914591955,1.7859,4,Hexagonal,6/mmm,P6_3/mmc,oxide,"Na, Rb",,Re,,,,"N, O",,,,,B > 1,Positive B,1.925138570154644
mp-1209784,Pr3Re2O9,1.9429711975516253,0.070643886887378,"Square non-coplanar, Octahedron",2,2i,1,"[0.6234817709500541, 0.9893641367434601]",0.0,0.8064229538467571,A2B3C9,2,2,2,"[6.0, 4.0]","[6.0, 4.0]",5.0,4.0,6.0,5.0,4.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pr-Re,0.0,-3.004117926428572,0.1243,3,Triclinic,-1,P-1,oxide,,,Re,,,,"O, P",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9542570857768453
mp-1210151,Nd3Re2O9,1.941940395381217,0.0717786688602865,"Square non-coplanar, Octahedron",2,2i,1,"[0.625058093864387, 1.014129991776204]",0.0,0.8195940428202956,A2B3C9,2,2,2,"[6.0, 4.0]","[6.0, 4.0]",5.0,4.0,6.0,5.0,4.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nd-O-Re,0.0,-3.017871513750001,0.163,3,Triclinic,-1,P-1,oxide,,,Re,,,,"N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9534391076927105
mp-1210574,Lu5(ReO6)2,1.719276937676104,0.9561227606366476,Octahedron,1,1a,1,"[0.37499096512690405, 0.42736275454210904]",0.0,0.40117685983450657,A2B5C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Re4.50+-O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Lu-O-Re,0.0,-3.402487577280703,0.023799999999999,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,Lu,,"B $\in$ [0.5, 1]",Positive B,1.9959611823745813
mp-1213202,Er5(ReO6)2,1.7101802942736797,1.0013038146551492,Octahedron,1,2h,1,[0.41250523031143405],0.0,0.41250523031143405,A2B5C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Re4.50+-O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Er-O-Re,0.0,-3.377986815526317,0.0117,3,Monoclinic,2/m,C2/m,oxide,,,Re,,,,O,,,Er,,B > 1,Positive B,1.9999387987691088
mp-1214601,Ba5Re3IO15,4.51885120990187,7.969434995823474,Square pyramid,1,6c,1,[1.7267149807484312],0.0,1.7267149807484312,AB3C5D15,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-I-O-Re,0.0,-2.738128853020833,1.9989,4,Hexagonal,6mm,P6_3cm,hypoiodite,,Ba,Re,,,B,O,I,,,,B > 1,Positive B,1.8411345292154029
mp-1218565,Sr4Co3ReO12,1.889349518740776,-0.0001743979999516,Octahedron,1,1c,1,[2.1733604775129542e-10],0.0,2.1733604775129542e-10,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Re-Sr,0.043009664302092,-2.288483668624999,0.2418,4,Tetragonal,4/mmm,P4/mmm,oxide,,Sr,"Co, Re",,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.889376667558034
mp-1224026,K3ReMoO8,1.805029011069324,0.112471859536676,Tetrahedron,1,1a,1,[0.001131354450864],0.0,0.001131354450864,ABC3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Mo-O-Re,0.009138230384617,-2.261960089557692,2.7906,4,Trigonal,3m,R3m,oxide,K,,"Mo, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7421336844708328
mp-1225661,Dy5(ReO6)2,1.9188018839096688,0.5406812341159764,Octahedron,1,4f,1,[0.41306251627989604],0.0,0.41306251627989604,A2B5C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Re,0.0,-3.354670727017543,0.0,3,Monoclinic,2/m,P2_1/m,oxide,,,Re,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.0189154153061675
mp-1227487,Ca2MgReO6,1.940382479614397,-0.0550354308904095,Octahedron,1,2b,1,[0.010516469864712],0.0,0.010516469864712,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Mg-O-Re,0.0,-2.86709453425,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,"Mg, Ca",Re,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9403619724949885
mp-1228167,Ba4ScReWO12,2.141605549995716,1.4688336143913376,Octahedron,1,1a,1,[0.08025544266251901],0.0,0.08025544266251901,ABCD4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-O-Re-Sc-W,0.0,-2.994646916710525,1.8841,5,Trigonal,3m,R3m,oxide,,Ba,"Sc, W, Re",,,B,"O, S",,,,,B > 1,Positive B,1.9171482908716213
mp-1228183,Ba4Re2NiO12,2.2119205239291,1.95322835227884,Octahedron,1,1a,1,"[0.042348936458618, 0.159123976912595]",0.0,0.1007364566856065,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ni-O-Re,0.0,-2.605503146578947,1.8907,4,Trigonal,3m,R3m,oxide,,Ba,"Ni, Re",,,B,"N, O",,,,,B > 1,Positive B,1.912074965824044
mp-1228593,Ba6Y(ReO6)3,2.1690203192245248,1.6630742224949528,Octahedron,1,"4j, 2i",2,"[0.158882902308456, 0.16483046233589202]",0.0,0.161856682322174,AB3C6D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Re-Y,0.0,-2.884087856875001,1.9671,4,Monoclinic,2/m,C2/m,oxide,,Ba,"Y, Re",,,B,O,,,,,B > 1,Positive B,1.9136811235817948
mp-1229259,Ba6Gd(ReO6)3,2.148343213583412,1.546521428368343,Octahedron,1,"4j, 2i",2,"[0.16783907607102602, 0.16083905782371202]",0.0,0.16433906694736902,AB3C6D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-O-Re,0.0,-2.876425396696429,1.938899999999999,4,Monoclinic,2/m,C2/m,oxide,,Ba,Re,,,B,O,,,Gd,,B > 1,Positive B,1.9106712813551425
mp-1272927,CrReO4,1.870928088778807,0.6174012072627105,Octahedron,1,2b,1,"[0.44689715623191, 0.44960361947944505]",0.0,0.4482503878556775,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-O-Re,0.032157520486114,-2.139747941249999,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,"Cr, Re",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.983813943783848
mp-1276532,VReO4,1.913019789482624,0.3852781158679147,Octahedron,1,2h,1,[0.40461456971354903],0.0,0.40461456971354903,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Re-V,0.011664188090279,-2.23022457541667,0.0,3,Monoclinic,2/m,C2/m,oxide,,,"V, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9841961444266787
mp-1276812,VReO4,1.8891508258626253,0.4867393294483566,Octahedron,1,2e,1,"[0.275174210675592, 0.270496867193119]",0.0,0.2728355389343555,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,O-Re-V,0.015984601423618,-2.225904162083331,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,"V, Re",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9790766635724897
mp-1278503,CrReO4,1.8756063368799964,0.5710164750621154,Octahedron,1,1a,1,"[0.33494948013116205, 0.349924190663478]",0.0,0.34243683539732006,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-O-Re,0.045229758819447,-2.126675702916666,0.0,3,Orthorhombic,mmm,Immm,oxide,,,"Cr, Re",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.981099600773173
mp-1279065,VReO4,1.866858353614229,0.6509402556755809,Octahedron,1,2e,1,[0.32298783821416205],0.0,0.32298783821416205,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,O-Re-V,0.030567268090281,-2.211321495416668,0.0,3,Orthorhombic,mmm,Immm,oxide,,,"V, Re",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9871176184667358
