material_id,chem_formula,R$_0$,B,Tb_chemenv,num_Tb_chemenvs,Tb_wyckoff,num_Tb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tb_sites,num_CN_env,num_charge_states,TbX_coordn,TbO_coordn,mean_coordn_Tb-X,min_coordn_Tb-X,max_coordn_Tb-X,mean_coordn_Tb-O,min_coordn_Tb-O,max_coordn_Tb-O,mean_Tb_charge,min_Tb_charge,max_Tb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TbO_BondL
mp-559434,Tb(BO2)3,2.458873884416422,-0.0160987956282578,Dodecahedron with triangular faces - p2345 plane normalized,1,4c,1,[2.50178378870898],0.0,2.50178378870898,AB3C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-O-Tb,0.024889964749998,-3.172381031916666,5.2478,3,Orthorhombic,mmm,Pbcn,metaborate,,,,,,B,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4228998598293803
mp-559927,Tb2Cu(BO2)8,2.0304724267554817,0.3824470679135673,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.1384352074235142],0.0,2.1384352074235142,AB2C8D16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Cu-O-Tb,0.018028212530865,-2.9447367739506163,1.0489,4,Monoclinic,2/m,P2_1/c,metaborate,,,Cu,,,B,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.414594166460713
mp-561387,TbMoO4F,2.201573848175893,0.189875060211406,Square antiprism,1,4e,1,[1.683977648576855],0.0,1.683977648576855,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,F-Mo-O-Tb,0.003537383333332,-2.99779725702381,3.7732,4,Monoclinic,2/m,P2_1/c,fluoride,,,Mo,,,,O,F,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4017440279694307
mp-5692,TbRhO3,0.8659794757390834,1.727461609152456,Square-face bicapped trigonal prism,1,4c,1,[1.021775439865056],0.0,1.021775439865056,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Rh-Tb,0.0,-2.575770184833334,0.8749000000000001,3,Orthorhombic,mmm,Pnma,oxide,,,Rh,,,,O,,,Tb,,B > 1,Positive B,2.4176772383798726
mp-573037,Tb2MnNiO6,1.0151844534860466,1.5872932960588306,Square-face bicapped trigonal prism,1,4e,1,[1.7544085895629271],0.0,1.7544085895629271,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Mn-Ni-O-Tb,0.0,-2.850117359626436,1.8813,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Ni",,,,"N, O",,,Tb,,B > 1,Positive B,2.4412533095926072
mp-6068,Sr2TbRuO6,2.228336764551716,0.0369694209391061,Octahedron,1,2d,1,[0.029896109256394004],0.0,0.029896109256394004,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,O-Ru-Sr-Tb,0.0,-2.848211676666666,0.187899999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ru,,,,"O, S",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.254018524843685
mp-6362,Sr2TbIrO6,2.216725900212643,0.0410784902364287,Octahedron,1,2d,1,[0.0235201723763],0.0,0.0235201723763,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA,Ir-O-Sr-Tb,0.0,-2.772697121166666,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ir,,,,"O, S",I,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2452608362608553
mp-677244,Tb5(RuO6)2,2.2895407509678662,0.0741450613694304,"Square-face capped trigonal prism, Octahedron",2,"1a, 2i",2,"[2.70567576272141, 2.266235403458464, 0.8664591887454981]",0.0,1.9461234516417907,A2B5C12,2,2,2,"[7.0, 6.0]","[7.0, 6.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.5,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Ru-Tb,0.0,-3.128271257017484,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Ru,,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3284944590961043
mp-677468,Ba16Tb8Nb5(SnO16)3,2.220284352551088,0.052861434423674,Octahedron,1,"1a, 1b",2,"[0.031532012625741006, 0.0005555340882390001, 0.009214945263428, 0.017011166745885, 0.011507531617297001, 0.032178346167872005, 0.038452941375422, 0.045055632097597005]",0.0,0.02318851374768513,A3B5C8D16E48,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Nb-O-Sn-Tb,0.012273159257821,-3.240821496354166,0.0,5,Tetragonal,4,P4,oxide,,Ba,Nb,,Sn,B,"N, O, S",,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2535518201944855
mp-683867,Tb(BO2)3,1.935282926466512,0.5180090676532129,"Square antiprism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common)",3,4c,1,"[2.559976299107941, 2.721523157101838, 3.426060561678869, 6.7041564003462195]",0.25,3.852929104558717,AB3C6,3,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-O-Tb,0.0,-3.197270996666665,5.582699999999999,3,Orthorhombic,mmm,Pnma,metaborate,,,,,,B,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4353458029318644
mp-699636,KTb2Cu(MoO4)4,2.17079890111827,0.2668317743077699,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.234245807797382],0.0,2.234245807797382,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-K-Mo-O-Tb,0.026760860260404,-2.392738386274306,1.1823,5,Monoclinic,2/m,C2/c,oxide,K,,"Cu, Mo",,,,"C, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.414671538220863
mp-7137,LiTbO2,1.745291204962076,0.8337777393419248,Octahedron,1,4c,1,[0.5632430293116211],0.0,0.5632430293116211,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Li-O-Tb,0.0,-3.270821998749999,4.5467,3,Orthorhombic,mmm,Pnma,oxide,Li,,,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3049449885516413
mp-744184,TbFeGe2O7,1.6959781186994274,0.9020008673730942,Square antiprism,1,2g,1,[3.835337227914213],0.0,3.835337227914213,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-O-Tb,0.025664414659091,-2.477635888333332,2.6695,4,Monoclinic,2/m,C2/m,oxide,,,Fe,,,Ge,O,F,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3265459576107563
mp-752414,Tb2TiO5,2.3166330940415207,0.0268115816287299,Face-capped octahedron,1,4c,1,"[3.088192618525279, 2.738020103006126]",0.0,2.9131063607657026,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tb-Ti,0.0,-3.7661336902083313,3.300899999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Ti,,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3418185493156574
mp-754207,Tb2Mn2O7,1.629235556764603,0.7507940705741905,Cube,1,4d,1,[2.228770372843569],0.0,2.228770372843569,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Mn-O-Tb,0.0,-2.882692812199581,1.1024,3,Cubic,m-3m,Fd-3m,oxide,,,Mn,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.377962425011875
mp-754415,Tb3NbO7,2.254030533775578,0.1279083978160088,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.570932163725573, 1.725615343660882]",0.0,2.6482737536932275,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nb-O-Tb,0.013128350795458,-3.742577128636361,2.7232000000000003,3,Orthorhombic,222,C222_1,oxide,,,Nb,,,,"N, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3416772758215023
mp-754550,Tb3TaO7,1.9041723979675471,0.5931558105613035,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.410931563338595, 0.741488268750591]",0.0,1.576209916044593,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Ta-Tb,0.022213806363634,-3.724918843393942,3.512299999999999,3,Orthorhombic,mmm,Cmcm,oxide,,,Ta,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4279297753380096
mp-754768,Tb2Pt2O7,1.8277523654926715,0.5557772138013743,Cube,1,4c,1,[1.279723974523458],0.0,1.279723974523458,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Pt-Tb,0.0,-2.266231190909089,1.357899999999999,3,Cubic,m-3m,Fd-3m,oxide,,,Pt,,,,"O, P",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.382000509079526
mp-755277,Tb3SbO7,1.9872850928947017,0.4844326806948317,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.785049282021739, 1.20059109340657]",0.0,2.4928201877141545,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,O-Sb-Tb,6.992045454623508e-05,-3.2939576704545432,3.0124,3,Orthorhombic,222,C222_1,oxide,,,,,,Sb,"O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4105894526809335
mp-755865,TbNiO3,1.3014852318042285,1.2215449344492917,Square-face bicapped trigonal prism,1,4c,1,[1.7862796231502092],0.0,1.7862796231502092,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ni-O-Tb,0.0,-2.493387772333331,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Ni,,,,"N, O",,,Tb,,B > 1,Positive B,2.400747166469354
mp-756124,TbCrO3,0.9997314120675538,1.5946930705312945,Square-face bicapped trigonal prism,1,4c,1,[1.732398089054875],0.0,1.732398089054875,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cr-O-Tb,0.0,-3.214648261833333,2.4854,3,Orthorhombic,mmm,Pnma,oxide,,,Cr,,,,"C, O",,,Tb,,B > 1,Positive B,2.4248444490568613
mp-756135,Tb3NbO7,1.9214398000530817,0.5649774884679695,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.495502829946048, 0.640716929674713]",0.0,1.5681098798103805,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Nb-O-Tb,0.038543512159094,-3.717161967272726,2.7044,3,Orthorhombic,mmm,Cmcm,oxide,,,Nb,,,,"N, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4201473459211384
mp-756290,TbGaO3,0.8991756458898621,1.7402087925519616,Square-face bicapped trigonal prism,1,4c,1,[1.810475426276338],0.0,1.810475426276338,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ga-O-Tb,0.047180733583333,-3.008169506416664,3.9217999999999993,3,Orthorhombic,mmm,Pnma,oxide,,,,,Ga,,O,,,Tb,,B > 1,Positive B,2.450608324630347
mp-759928,K3TbSi3(HO5)2,2.112467677410185,0.2179550403273172,Octahedron,1,4c,1,[0.284480997621103],0.0,0.284480997621103,AB2C3D3E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",r2SCAN,H-K-O-Si-Tb,0.0,-2.850949327811403,4.8809000000000005,5,Orthorhombic,mmm,Pnma,oxide,K,,,,,Si,"H, O, S",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.2724773882774234
mp-760425,Tb2Zr2O7,1.904589705813568,0.5680069349619588,Cube,1,4c,1,[1.244770641614982],0.0,1.244770641614982,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Tb-Zr,0.021954060795454,-3.816447070568182,2.8475,3,Cubic,m-3m,Fd-3m,oxide,,,Zr,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.4710345866810957
mp-767529,Na2TbPCO7,1.910651604327586,0.5780864762240792,Pentagonal bipyramid,1,2e,1,[3.669071792575277],0.0,3.669071792575277,ABCD2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-O-P-Tb,0.027483025243052,-2.7574786342973443,4.7137,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.311047221447765
mp-768766,Tb3SbO7,1.928056051455028,0.5582596170853266,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.3642510891933632, 0.8232299533814]",0.0,1.5937405212873816,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,O-Sb-Tb,0.022460328636359,-3.271567262272728,3.259299999999999,3,Orthorhombic,mmm,Cmcm,oxide,,,,,,Sb,"O, S",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.423857767525694
mp-768848,Tb2(WO4)3,2.40208473154539,0.0059663813434051,Square-face bicapped trigonal prism,1,4f,1,[2.2383843723318853],0.0,2.2383843723318853,A2B3C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,O-Tb-W,0.04534862691176,-2.742251112843137,3.5942,3,Monoclinic,2/m,C2/c,oxide,,,W,,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4012950419212533
mp-769211,Tb2Pb2O7,2.006395121463473,0.4445742900478973,Cube,1,4d,1,[0.800509383915455],0.0,0.800509383915455,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Tb,0.0,-2.550893196212119,1.1856,3,Cubic,m-3m,Fd-3m,oxide,,,,,Pb,,"O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4497445438682575
mp-769953,Tb2Ti2O7,1.90249160492225,0.6271830824979866,Square-face capped trigonal prism,1,8b,1,[3.765754384658581],0.0,3.765754384658581,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Tb-Ti,0.019029830909142,-3.657276540530238,3.9035,3,Tetragonal,422,P4_12_12,oxide,,,Ti,,,,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3694944502164583
mp-770983,Tb2WO6,2.1915708571438426,0.2480311278895982,"Cube, Square antiprism",2,"4f, 2e",2,"[1.200397018987454, 2.883630080241706, 3.170731833908434]",0.0,2.4182529777125312,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,O-Tb-W,0.0468239775,-3.271210547314814,2.977,3,Monoclinic,2/m,C2/c,oxide,,,W,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.4199276508194387
mp-771017,Tb2WO6,2.214533950554225,0.1526912937097995,"Cube, Square antiprism, Square-face capped trigonal prism",3,"2f, 4g, 2e",3,"[3.051122673171511, 2.96509502308189, 1.611948326173898]",0.0,2.5427220074757666,AB2C6,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tb-W,0.0,-3.318034524814814,3.649,3,Monoclinic,2/m,P2/c,oxide,,,W,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.349980782586967
mp-771033,Tb2WO6,2.106822068611188,0.295876511661377,"Face-capped octahedron, Square-face capped trigonal prism",2,4a,1,"[2.343933898724189, 4.052393457263605]",0.0,3.198163677993897,AB2C6,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tb-W,0.013174390555553,-3.30486013425926,3.7885,3,Orthorhombic,222,P2_12_12_1,oxide,,,W,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3420974889412562
mp-771834,Tb3NbO7,2.135604495011066,0.3273732620149011,"Trigonal prism, Pentagonal bipyramid",2,"8d, 4c",2,"[2.8002858675026063, 2.164361676959879]",0.0,2.4823237722312426,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Nb-O-Tb,0.020639702840911,-3.735065776590908,2.8537,3,Orthorhombic,mmm,Pnma,oxide,,,Nb,,,,"N, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.373677190611722
mp-778379,Tb2WO6,2.335700133044312,0.0667918322963549,Square-face capped trigonal prism,1,8c,1,"[1.967468253004618, 2.128662244075956]",0.0,2.0480652485402873,AB2C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,O-Tb-W,0.014775170277777,-3.303259354537037,3.3154999999999992,3,Orthorhombic,mmm,Pbca,oxide,,,W,,,,O,,,Tb,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.356784178821762
mp-779763,Tb2Ti2O7,2.1910190886246568,0.2069748419861217,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,2a,1,"[1.9249429873358521, 2.110348676101881, 5.129498278797565, 2.234835337673335]",0.25,2.8499063199771584,A2B2C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,O-Tb-Ti,0.0,-3.676306371439393,3.0997,3,Monoclinic,2,P2_1,oxide,,,Ti,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.3926757325071355
mp-780453,Tb4Nb4O11,2.0203285939494884,0.4103370757550046,Square-face capped trigonal prism,1,"4g, 4h",2,"[2.855517053462449, 3.153552561117111, 4.272627396819354, 1.534368853525907]",0.0,2.9540164662312054,A4B4C11,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Nb-O-Tb,0.033024965197368,-3.26774425482456,0.0,3,Orthorhombic,mmm,Pbam,oxide,,,Nb,,,,"N, O",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.391101071115364
mp-861257,Tb3SbO7,1.8115735386119944,0.652650351775027,"Cube, Square-face capped trigonal prism, Pentagonal bipyramid",3,2i,1,"[3.55861494788279, 1.9191745018977682, 3.546905532359983]",0.0,3.008231660713514,AB3C7,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,O-Sb-Tb,0.004020443181818,-3.290007147727271,2.963199999999999,3,Triclinic,-1,P-1,oxide,,,,,,Sb,"O, S",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.3892285909959607
mp-867516,Ba2Tb2Mn4O11,1.820225381674472,0.7440225039775438,Bicapped square prism (adjacent faces),1,4j,1,[1.886156704825905],0.0,1.886156704825905,A2B2C4D11,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mn-O-Tb,0.01132128081141,-2.7750278336872363,0.251399999999999,4,Orthorhombic,mmm,Ibam,oxide,,Ba,Mn,,,B,O,,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.536929910179447
mp-8711,Cs2Li14Tb3O14,1.9233306179510523,0.895751020287489,Octahedron,1,"1a, 2i",2,"[0.39040594130410006, 0.56701578766025]",0.0,0.47871086448217504,A2B3C14D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-Li-O-Tb,0.046332279318181,-2.331082058362939,0.0,4,Orthorhombic,mmm,Immm,oxide,"Li, Cs",,,,,,"C, O",,,Tb,,"B $\in$ [0.5, 1]",Positive B,2.2923528470299988
mp-9760,BaTb2PdO5,0.9701268181507456,1.5698445138794352,Square-face bicapped trigonal prism,1,4h,1,[2.721022575297172],0.0,2.721022575297172,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Pd-Tb,0.00438836902778,-3.056340362592593,1.8352,4,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,Pd,,,B,"O, P",,,Tb,,B > 1,Positive B,2.43879239203021
mp-982366,Tb2S2O,2.5786073302847687,-0.4272607206105064,Square-face capped trigonal prism,1,4e,1,"[3.214779430652368, 2.205426070042967]",0.0,2.7101027503476676,AB2C2,1,2,1,"[6.0, 7.0]","[3.0, 1.0]",6.5,6.0,7.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals",r2SCAN,O-S-Tb,0.004699497999965,-2.966684342625001,2.5126,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, S",,,Tb,,"B $\in$ [-1, -0.1]",Negative B,2.2688938033350583
mp-997499,TbTa3O9,2.471264073099357,0.1791158135834087,Cuboctahedron,1,2c,1,[0.288873493231736],0.0,0.288873493231736,AB3C9,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,O-Ta-Tb,0.045080886538471,-3.274458700153858,2.3048,3,Monoclinic,2,C2,oxide,,,Ta,,,,O,,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,2.6525255401980345
