material_id,chem_formula,R$_0$,B,C_chemenv,num_C_chemenvs,C_wyckoff,num_C_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_C_sites,num_CN_env,num_charge_states,mean_coordn_C-X,min_coordn_C-X,max_coordn_C-X,mean_coordn_C-O,min_coordn_C-O,max_coordn_C-O,mean_C_charge,min_C_charge,max_C_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CO_BondL,CX_coordn,CO_coordn
mp-756880,KCePCO7,1.431331849114719,0.4454930489670742,"Octahedron, Trigonal plane",2,2a,1,"[2.8102399310082236, 0.1658815181371002]",0.0,1.4880607245726618,ABCDE7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Ce-K-O-P,0.0324276902272639,-2.7644672665357137,1.1836,5,Monoclinic,2,P2_1,oxide,K,,,,,,"C, O, P",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,1.3060822061565798,[3.0],[3.0]
mp-756910,K2CrPCO7,1.4907418793676892,0.6746841930413792,"Octahedron, Trigonal plane",2,2e,1,"[1.66220153982807, 0.18559199772070276]",0.0,0.9238967687743864,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-K-O-P,0.0,-2.383912726178572,2.1462000000000003,5,Monoclinic,2/m,P2_1/m,oxide,K,,Cr,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2977612798667026,[3.0],[3.0]
mp-756968,K3CaPCO7,1.401931128973687,0.3372129436844156,"Octahedron, Trigonal plane",2,2e,1,"[3.3013442252400984, 0.0027887675052924417]",0.0,1.6520664963726954,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,C-Ca-K-O-P,0.0,-2.6222701043379115,4.3648,5,Monoclinic,2/m,P2_1/m,oxide,K,Ca,,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3049409792002475,[3.0],[3.0]
mp-756981,K2SbPCO7,1.479241057105948,0.6179304353045746,Trigonal plane,1,2e,1,[0.12810374204325328],0.0,0.12810374204325328,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,C-K-O-P-Sb,0.0,-2.2637248990952368,3.8333,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,,Sb,"C, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.3028119043917057,[3.0],[3.0]
mp-756987,Na5Fe2P2(CO7)2,1.4954827460868907,0.6792252776824413,Trigonal plane,1,1a,1,"[0.03757436508922924, 0.020880062824867724]",0.0,0.029227213957048484,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0143907532000016,-2.2547952757770107,1.2134,5,Triclinic,1,P1,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.3002451432506985,[3.0],[3.0]
mp-757002,KZrPCO7,1.449747853826669,0.5034821248807988,Trigonal plane,1,2a,1,[0.21782802908761018],0.0,0.21782802908761018,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-K-O-P-Zr,0.0319592093181793,-2.7572031651720774,3.8916,5,Monoclinic,2,P2_1,oxide,K,,Zr,,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3082735238618446,[3.0],[3.0]
mp-757110,Na3NiPCO7,1.3900722116332775,0.3073741424746671,Trigonal plane,1,4a,1,[0.007554335520842475],0.0,0.007554335520842475,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Na-Ni-O-P,0.0209489409615377,-2.199547799136984,3.6486,5,Monoclinic,2,P2_1,oxide,Na,,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3017748579347432,[3.0],[3.0]
mp-757146,Li6MnFeP2(CO7)2,1.4735598997499566,0.6002715639436803,Trigonal plane,1,"2b, 2a",2,"[0.022883498492493142, 0.01622578705065379]",0.0,0.019554642771573465,ABC2D2E6F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Mn-O-P,0.0456650159615392,-2.37770612335449,3.6201,6,Monoclinic,m,Pm,oxide,Li,,"Mn, Fe",,,,"C, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.3009376283570868,[3.0],[3.0]
mp-757172,Na3SnPCO7,1.6147234169477964,1.080728813040409,Trigonal plane,1,2e,1,[0.007152596113422766],0.0,0.007152596113422766,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,C-Na-O-P-Sn,0.0376505918429499,-2.225709622983137,3.1036000000000006,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,Sn,,"C, N, O, P, S",,,,,B > 1,Positive B,1.3038795712645734,[3.0],[3.0]
mp-757178,Li6MnCoP2(CO7)2,1.4488593458020247,0.5148509134249906,"Octahedron, Trigonal plane",2,1a,1,"[2.3058555052513476, 2.305866232593523, 0.027712139020217887, 0.0208599860817295, 0.00971516185696157, 0.009928100338403224]",0.0,0.7799895208570304,ABC2D2E6F14,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-Mn-O-P,0.0475015907692313,-2.3520930102775663,1.6453000000000002,6,Monoclinic,m,Pm,oxide,Li,,"Mn, Co",,,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3008026672212187,[3.0],[3.0]
mp-757236,Li6MnNiP2(CO7)2,1.4402266744969712,0.4861775289323999,Trigonal plane,1,"1b, 1a",2,"[0.028791214702704886, 0.00929694396794221]",0.0,0.01904407933532355,ABC2D2E6F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Ni-O-P,0.0464922846153825,-2.35089367258526,2.3725,6,Monoclinic,m,Pm,oxide,Li,,"Mn, Ni",,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3004145343282518,[3.0],[3.0]
mp-757720,LiV(CO3)2,1.418077612643544,0.4353891739881506,Trigonal plane,1,8e,1,[0.038936598025634275],0.0,0.038936598025634275,ABC2D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-O-V,0.0313059114999987,-2.107638715833333,1.897,4,Tetragonal,-42m,I-42d,carbonate,Li,,V,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2932403690803378,[3.0],[3.0]
mp-757963,K2MgH8(CO5)2,1.3074579382219822,0.0160503343339174,Trigonal plane,1,4e,1,[0.0014664935801128153],0.0,0.0014664935801128153,AB2C2D8E10,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,C-H-K-Mg-O,0.0,-1.762417687369565,4.5358,5,Monoclinic,2/m,P2_1/c,oxide,K,Mg,,,,,"H, C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3029704635822137,[3.0],[3.0]
mp-758041,Li3V(CO3)3,1.4237038265532838,0.435879104616943,Trigonal plane,1,"4c, 2b",2,"[0.11067696784439164, 0.08925065879789172]",0.0,0.09996381332114168,AB3C3D9,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-O-V,0.0479591693750043,-2.1311261225,2.6147,4,Orthorhombic,mm2,Ama2,carbonate,Li,,V,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2987240940221274,[3.0],[3.0]
mp-758103,YH2(CO3)2,1.3580773017420498,0.2244067574093272,"Trigonal plane, Angular",2,4c,1,"[0.14265563812839666, 0.08349933266377582]",0.0,0.11307748539608624,AB2C2D6,2,2,2,2.5,2.0,3.0,2.5,2.0,3.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,C-H-O-Y,0.0,-2.1770287145454548,3.4584,4,Orthorhombic,222,C222_1,carbonate,,,Y,,,,"H, C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2803036764659852,"[2.0, 3.0]","[2.0, 3.0]"
mp-758109,Mn2PH2CO7,1.2593309157218149,-0.0191113768940217,Angular,1,4e,1,[0.11321332357547692],0.0,0.11321332357547692,ABC2D2E7,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,C-H-Mn-O-P,0.0168177387500287,-2.0413235523465327,1.0754,5,Monoclinic,2/m,P2_1/c,oxide,,,Mn,,,,"H, C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2670543965397227,[2.0],[2.0]
mp-758128,NaCoH2C3O7,1.2915577393679716,0.056518521079904,"Octahedron, Angular",2,4e,1,"[1.3803827608876003, 0.09975364353946446, 0.20053203019022373, 0.10045525511235942]",0.0,0.44528092243241196,ABC2D3E7,2,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-H-Na-O,0.0437719284375024,-1.5739482033128078,2.4523,5,Monoclinic,2/m,P2_1/c,oxide,Na,,Co,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2686988204822778,[2.0],[2.0]
mp-758282,Li4Cr3(CO3)6,1.418291703925163,0.4157473721153297,"Octahedron, Trigonal plane",2,"1a, 2i",2,"[0.07919666957659632, 0.7233940513117826, 0.010029237695377063, 0.009839734920583394, 0.016642853850787384]",0.0,0.16782050947102536,A3B4C6D18,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-Li-O,0.0495907384072591,-2.0580991294623647,0.6537999999999999,4,Triclinic,-1,P-1,carbonate,Li,,Cr,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.298874339452868,[3.0],[3.0]
mp-758472,LiMnCO4,1.4365720073237165,0.4813807868887853,Trigonal plane,1,4e,1,[0.015821989761235566],0.0,0.015821989761235566,ABCD4,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O,0.0195511713690565,-2.051108036966338,0.7424999999999999,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2987425923817713,[3.0],[3.0]
mp-758942,NaYH8(CO3)4,1.2798998985817125,0.0332239113522121,Angular,1,2a,1,"[0.1620985627669164, 0.08587688213152263, 0.1200175578423178, 0.08486284482304428, 0.09741935999638376, 0.12042912323694177, 0.06532927215683058, 0.16237314846312986]",0.0,0.11230084392713588,ABC4D8E12,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-H-Na-O-Y,0.0387369531009609,-1.7285276609184352,3.238,5,Monoclinic,m,Pc,carbonate,Na,,Y,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2664744725332076,[2.0],[2.0]
mp-758948,Cs2H6CO6,1.2660844478653883,-0.1441042169690253,"Trigonal plane, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,"4g, 2f",2,"[5.6278440450426634, 0.007816477619746421]",0.5,2.817830261331205,AB2C6D6,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,C-Cs-H-O,0.0,-1.6031453826206898,4.0513,4,Monoclinic,2/m,P2/c,oxide,Cs,,,,,,"H, C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.306472527794934,[3.0],[3.0]
mp-759323,Na5Fe2P2(CO7)2,1.4434891573289996,0.5058940660124607,Trigonal plane,1,2a,1,"[0.003353753951626547, 0.04599764499259019]",0.0,0.02467569947210837,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0132204271999993,-2.249543301447289,1.2073999999999998,5,Monoclinic,2,P2_1,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.298187489128715,[3.0],[3.0]
mp-759605,Li2Fe(CO3)2,1.3971692871907806,0.3432700385135705,Trigonal plane,1,4e,1,[0.027693689484807556],0.0,0.027693689484807556,AB2C2D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-O,0.0313929518181801,-2.006065107878788,3.9379,4,Monoclinic,2/m,P2_1/c,carbonate,Li,,Fe,,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.298527195917793,[3.0],[3.0]
mp-759772,Sr2VCO3F5,1.3677983816905388,0.2336972127410685,Trigonal plane,1,4e,1,[0.01953049519901974],0.0,0.01953049519901974,ABC2D3E5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-F-O-Sr-V,0.0,-3.278236516875,3.765,5,Monoclinic,2/m,P2_1/c,carbonate,,Sr,V,,,,"C, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3007691511254995,[3.0],[3.0]
mp-759781,Li2Co(CO3)2,1.4869965366868212,0.6578294927770018,"Trigonal plane, Square pyramid",2,4e,1,"[1.1670786155995811, 0.04050393392084726, 0.023078563377452434]",0.0,0.41022037096596026,AB2C2D6,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-O,0.0396318004545426,-1.9416271687878783,2.2671,4,Monoclinic,2/m,P2_1/c,carbonate,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2978752496430292,[3.0],[3.0]
mp-760044,NaLiMnPCO7,1.449995929168334,0.5328467171797076,Trigonal plane,1,2a,1,[0.10126139364259575],0.0,0.10126139364259575,ABCDEF7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0,-2.332369717273877,0.7532,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.297322578242695,[3.0],[3.0]
mp-760210,NaLi2NiPCO7,1.4084745132109275,0.4092565916092071,Trigonal plane,1,4a,1,[0.026703948677762938],0.0,0.026703948677762938,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",R2SCAN,C-Li-Na-Ni-O-P,0.0248325273717915,-2.267594802129911,3.5529,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Ni,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2907636367359143,[3.0],[3.0]
mp-760344,NaLi2CoPCO7,1.3428307215260449,0.1469759358578787,"Octahedron, Trigonal plane",2,1a,1,"[2.1786827906565724, 2.2046368002439682, 2.1954411928723205, 2.163084728099625, 0.016596988681200006, 0.022982190767270524, 0.02221430551726247, 0.016547593932072568]",0.0,1.1025233238462866,ABCDE2F7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-Na-O-P,0.028326489230765,-2.2690339457837565,2.9398,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Co,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3005555785013836,[3.0],[3.0]
mp-760411,Bi2CO5,1.305847094407897,0.0437309806374355,Trigonal plane,1,1a,1,[0.040952492955859246],0.0,0.040952492955859246,AB2C5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,Bi-C-O,0.0135475940624996,-1.7806714318750003,2.04,3,Orthorhombic,mm2,Fmm2,oxide,,,,,Bi,B,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.293282872129214,[3.0],[3.0]
mp-761016,NaMnPCO7,1.4109978642754246,0.4131448298524237,Trigonal plane,1,2i,1,[0.23871130056858447],0.0,0.23871130056858447,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0020421284090907,-2.1773945649048367,1.3064,5,Triclinic,-1,P-1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2949078714266804,[3.0],[3.0]
mp-761124,KLiMnPCO7,1.411732450866828,0.395436783570835,Trigonal plane,1,2a,1,[0.0632960412163717],0.0,0.0632960412163717,ABCDEF7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-K-Li-Mn-O-P,0.0,-2.3403292169297685,0.4788,6,Monoclinic,2,P2_1,oxide,"Li, K",,Mn,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.298407560832027,[3.0],[3.0]
mp-763241,Li3Cr2P2(CO7)2,1.4013742513220058,0.3664893867146963,"Octahedron, Trigonal plane",2,1a,1,"[1.6242783688511335, 1.5111468756299704, 0.10592115488141778, 0.20326651302402585]",0.0,0.8611532280966369,A2B2C2D3E14,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-Li-O-P,0.0481025420289835,-2.321980300838508,0.1111999999999999,5,Triclinic,1,P1,oxide,Li,,Cr,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2974799653979432,[3.0],[3.0]
mp-763832,Li3MnPCO7,1.1444889671910827,-0.5463576396797968,Trigonal plane,1,2a,1,"[0.024305882340106118, 0.024084763052220196]",0.0,0.024195322696163157,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-P,0.0488042738461542,-2.4175750163518384,3.5256000000000003,5,Triclinic,-1,P-1,oxide,Li,,Mn,,,,"C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.3016484678196338,[3.0],[3.0]
mp-764236,Li2MnCO5,1.4414651065950663,0.5060563648942886,Trigonal plane,1,4g,1,[0.06913000480788689],0.0,0.06913000480788689,ABC2D5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O,0.0474273285185233,-2.056450086344188,0.5015000000000001,4,Orthorhombic,mmm,Pbam,oxide,Li,,Mn,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.296635404715045,[3.0],[3.0]
mp-764273,Na2LiMnPCO7,1.3986085991903496,0.3406419323934372,Trigonal plane,1,2e,1,[0.007591830050508589],0.0,0.007591830050508589,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0230528982051332,-2.3709743506666032,3.6455,6,Monoclinic,2/m,P2_1/m,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3007059947868735,[3.0],[3.0]
mp-765159,LiCrCO4,1.4670058620146764,0.5741528635890952,"Octahedron, Trigonal plane",2,4c,1,"[0.8883228308815664, 0.05052461733233666]",0.0,0.46942372410695155,ABCD4,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Cr-Li-O,0.0296750394047586,-2.1706356683333325,2.4796,4,Orthorhombic,mmm,Pnma,oxide,Li,,Cr,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3034907074430029,[3.0],[3.0]
mp-765973,Li2Mn(CO3)2,1.367215613050234,0.2356722474392937,Trigonal plane,1,8b,1,[0.022653388308310988],0.0,0.022653388308310988,AB2C2D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O,0.0378161972727291,-2.1012974917816085,3.0605,4,Orthorhombic,mm2,Fdd2,carbonate,Li,,Mn,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.299492920951263,[3.0],[3.0]
mp-765999,LiVCO4,1.4488562590965892,0.5110026866994042,Trigonal plane,1,4e,1,[0.03913492763167404],0.0,0.03913492763167404,ABCD4,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-O-V,0.0400374954166631,-2.2230670276190474,1.3169,4,Monoclinic,2/m,P2_1/c,oxide,Li,,V,,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.3033233297363025,[3.0],[3.0]
mp-766032,Li2Ni(CO3)2,1.377858598249232,0.2724727547351564,Trigonal plane,1,2a,1,"[0.03413631167418414, 0.034258037421340475, 0.035587506258253604, 0.03612170676062241]",0.0,0.035025890528600154,AB2C2D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Ni-O,0.0423084706818182,-1.933730067651515,3.5794,4,Triclinic,1,P1,carbonate,Li,,Ni,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2995581137069248,[3.0],[3.0]
mp-766230,Rb2NaZn2H5(C2O7)2,1.4314546798748855,0.4875572380393464,Trigonal plane,1,4e,1,"[0.00906866902638484, 0.011972033819041921]",0.0,0.01052035142271338,AB2C2D4E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",R2SCAN,C-H-Na-O-Rb-Zn,0.0,-1.7940711109867615,4.057099999999999,6,Monoclinic,2/m,P2_1/c,oxide,"Na, Rb",,Zn,,,,"H, C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2912307575301063,[3.0],[3.0]
mp-766416,K2UH6C2SO13,1.316663568317369,0.120128367190961,Angular,1,2i,1,"[0.15433278155214206, 0.14323427696424976]",0.0,0.1487835292581959,ABC2D2E6F13,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,C-H-K-O-S-U,0.0372628152931806,-1.9646385768800008,1.4061,6,Triclinic,-1,P-1,oxide,K,,,,,,"H, C, O, S",,,,U,"B $\in$ [0.1, 0.5]",Positive B,1.2680101602651035,[2.0],[2.0]
mp-766427,K2NaZn2H5(C2O7)2,1.2888458107379417,-0.0429760183431359,Trigonal plane,1,4e,1,"[0.006965934611575181, 0.012855668913343124]",0.0,0.009910801762459152,AB2C2D4E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-H-K-Na-O-Zn,0.0,-1.7940711366831883,4.3942,6,Monoclinic,2/m,P2_1/c,oxide,"Na, K",,Zn,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3011988924431248,[3.0],[3.0]
mp-766465,Sr2MnCO3F5,1.2407017462973582,-0.1937238520444335,Trigonal plane,1,4e,1,[0.03599727311896728],0.0,0.03599727311896728,ABC2D3E5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-F-Mn-O-Sr,0.0206528916319479,-3.135292826494253,1.2178,5,Monoclinic,2/m,P2_1/c,carbonate,,Sr,Mn,,,,"C, O, S",F,,,,"B $\in$ [-1, -0.1]",Negative B,1.296265517972591,[3.0],[3.0]
mp-766468,Li6Ca3MnC6(O9F)2,1.387466830415187,0.3030575029872578,"Hexagonal bipyramid, Square-face capped trigonal prism, Trigonal plane",3,1a,1,"[3.7186059638047144, 4.009894019041448, 2.9066956005322053, 0.009441616694415192, 0.016123405193894005, 0.0010270452036673572, 0.007338067437580412, 0.002273025405927932, 0.01884041973297764]",0.0,1.187804351449648,AB2C3D6E6F18,3,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Ca-F-Li-Mn-O,0.0481791995833287,-2.452076168136973,4.4177,6,Triclinic,1,P1,fluoride,Li,Ca,Mn,,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3004061127644009,[3.0],[3.0]
