material_id,chem_formula,R$_0$,B,C_chemenv,num_C_chemenvs,C_wyckoff,num_C_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_C_sites,num_CN_env,num_charge_states,mean_coordn_C-X,min_coordn_C-X,max_coordn_C-X,mean_coordn_C-O,min_coordn_C-O,max_coordn_C-O,mean_C_charge,min_C_charge,max_C_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CO_BondL,CX_coordn,CO_coordn
mp-772311,Na5LiMn2P2(CO7)2,1.4254670039808726,0.4280299954347703,Trigonal plane,1,2a,1,"[0.00507077545443708, 0.0014014233437935491]",0.0,0.0032360993991153142,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.015582947948733,-2.360356290591449,3.2839,6,Monoclinic,m,Pc,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3023562669569302,[3.0],[3.0]
mp-772313,NaLi2MnPCO7,1.3036324873365213,0.0081126360295193,Trigonal plane,1,1a,1,"[0.0036571098044652205, 0.007711786364599647, 0.007655897817692626, 0.004614685820879183]",0.0,0.005909869951909169,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0476072619871947,-2.3825960075476824,3.4936,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3013008677749045,[3.0],[3.0]
mp-772315,Na5LiMn2P2(CO7)2,1.3709278448216364,0.240241644316788,Trigonal plane,1,1a,1,"[0.004143116948503838, 0.0015817583758902488, 0.002067850819323784, 0.005653452100600048]",0.0,0.00336154456107948,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0157611489102711,-2.360178089629911,3.3704,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3018297476666811,[3.0],[3.0]
mp-772411,Na2LiMnPCO7,1.3465551068006278,0.1572360944942545,Trigonal plane,1,1a,1,"[0.006824866501012921, 0.009485049985711516, 0.002524389612756962, 0.00758633666635782]",0.0,0.006605160691459805,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0251213835897488,-2.368905865281988,3.4490000000000003,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3013544769795968,[3.0],[3.0]
mp-772414,Na2LiMnPCO7,1.3233059187755287,0.0757058760931188,Trigonal plane,1,1a,1,"[0.00739992786630439, 0.011575761378664881, 0.002345733220007351, 0.007601740279156643]",0.0,0.007230790686033316,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.023870307435903,-2.3701569414358343,3.4319,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3015493741707138,[3.0],[3.0]
mp-772415,Na2FeAsCO7,1.4492974052198169,0.5250983280876251,Trigonal plane,1,4e,1,[0.10262838978105968],0.0,0.10262838978105968,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Fe-Na-O,0.0,-1.9289232635632176,1.8771,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Fe,,,As,"C, N, O",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2990292286302878,[3.0],[3.0]
mp-772418,NaLi5Mn2P2(CO7)2,1.3133232100319856,0.0459540568099947,Trigonal plane,1,2a,1,"[0.008382122950923642, 0.010086161792377046]",0.0,0.009234142371650343,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0490288787820656,-2.399262401084376,3.2939,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.300161514088735,[3.0],[3.0]
mp-772431,CoH8(CO5)2,1.1847219445416448,-0.3831480829813323,"Octahedron, Trigonal plane",2,"2a, 4e",2,"[0.06720895327585766, 0.06721259819017902]",0.0,0.06721077573301834,AB2C8D10,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,C-Co-H-O,0.0461685378571425,-1.3454892716666669,0.4276,4,Monoclinic,2/m,P2_1/c,oxide,,,Co,,,,"H, C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.2944685331357813,[3.0],[3.0]
mp-772484,Na3Li3Mn2P2(CO7)2,1.358031016999051,0.1987972295756506,Trigonal plane,1,1a,1,"[0.005605185974300356, 0.005817065360763549, 0.004532221619388401, 0.004542529491731069]",0.0,0.005124250611545844,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0364831678846222,-2.375632091318681,3.2924,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3008826220751375,[3.0],[3.0]
mp-772498,Na3Li3Mn2P2(CO7)2,1.2852811190835025,-0.0588885037332109,Trigonal plane,1,1a,1,"[0.00953816510639339, 0.011646490559833121, 0.003996656271914024, 0.008071330208831738]",0.0,0.008313160536743068,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0289666815384688,-2.383148577664836,2.1898,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3022161931846394,[3.0],[3.0]
mp-772499,Na2LiMnPCO7,1.3746935019615936,0.2563453621114163,Trigonal plane,1,1a,1,"[0.012014164548886305, 0.012797649003663302, 0.0012581633379682691, 0.010242383089082433]",0.0,0.009078089994900077,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0241571474359032,-2.369870101435834,3.4518,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3010009551394763,[3.0],[3.0]
mp-772500,Na2LiMnPCO7,1.396090250667394,0.3320610851316073,Trigonal plane,1,1a,1,"[0.006131502814749774, 0.01051330670958247, 0.003457715575839339, 0.008448354689721315]",0.0,0.007137719947473224,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.025851183589749,-2.3681760652819883,3.4684,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3006316668323927,[3.0],[3.0]
mp-772501,Na2LiMnPCO7,1.3167433893437916,0.0535097180527532,Trigonal plane,1,1a,1,"[0.005561018818340193, 0.008874341805392367, 0.005527534126571754, 0.0018032530757430836]",0.0,0.005441536956511849,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0257668345512867,-2.36826041432045,3.4769,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3013586871219085,[3.0],[3.0]
mp-772507,Na3Li3Mn2P2(CO7)2,1.316145698187854,0.0513885744621494,Trigonal plane,1,1a,1,"[0.008350600181303675, 0.010514196831898132, 0.0011897890301896215, 0.006884562250741336]",0.0,0.006734787073533191,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0312338048076989,-2.380881454395605,3.487,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3013777800737836,[3.0],[3.0]
mp-772514,Na5LiFe2P2(CO7)2,1.3837176544483598,0.2881895956998083,Trigonal plane,1,2a,1,"[0.004059844470765562, 0.001204847200304501]",0.0,0.0026323458355350313,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0136320376923073,-2.2778115263275223,3.6439,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.300828282771313,[3.0],[3.0]
mp-772536,Na5LiFe2P2(CO7)2,1.444230115152634,0.4926232084210604,Trigonal plane,1,2a,1,"[0.004537654933225889, 0.00251994399540108]",0.0,0.0035287994643134844,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0134937642307688,-2.2779497997890603,3.6025,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3025446417944992,[3.0],[3.0]
mp-772544,Na2LiFePCO7,1.370694222650832,0.2405265229811798,Trigonal plane,1,2a,1,"[0.008464480222590408, 0.006701918594957328]",0.0,0.007583199408773868,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.026261894615386,-2.2829655542872924,3.6297,6,Monoclinic,m,Pc,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3015484332626934,[3.0],[3.0]
mp-772546,Na5LiMn2P2(CO7)2,1.3737470334360855,0.2525197808295102,Trigonal plane,1,1a,1,"[0.00550669315304543, 0.0013165097993838974, 0.0010314829514449326, 0.0011731936283213068]",0.0,0.002256969883048892,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0158535131410415,-2.3600857253991405,3.0622000000000003,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3011176774090736,[3.0],[3.0]
mp-772547,Na5LiMn2P2(CO7)2,1.3541704529586154,0.1818062966523169,Trigonal plane,1,1a,1,"[0.00290305746121001, 0.0013102791214556176, 0.005516756576209344, 0.0017484477187155528]",0.0,0.002869635219397631,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0160582987179642,-2.359880939822218,3.0615,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3018798694181244,[3.0],[3.0]
mp-772551,Na2NiAsCO7,1.3901360713795343,0.362326176196731,Trigonal plane,1,2e,1,[0.08214912174165909],0.0,0.08214912174165909,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Na-Ni-O,0.0168979260283128,-1.7589275762715506,0.6108000000000001,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Ni,,,As,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2864482717497685,[3.0],[3.0]
mp-772555,Na2LiMnPCO7,1.3046127194603,0.0088651589222552,Trigonal plane,1,2a,1,"[0.009821979296012345, 0.006214900159151604]",0.0,0.008018439727581974,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0269248693589796,-2.3671023795127573,3.3549,6,Monoclinic,m,Pc,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3020647587724008,[3.0],[3.0]
mp-772558,NaLi2MnPCO7,1.2981236953915267,-0.0076141801844782,Trigonal plane,1,1a,1,"[0.009864417671052778, 0.008672899022235902, 0.007815446915009624, 0.0014747524972308715]",0.0,0.006956879026382294,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0426992546795022,-2.3875040148553754,3.5568,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3003132803680293,[3.0],[3.0]
mp-772567,Na2LiMnPCO7,1.3223159852027082,0.0779531777001178,Trigonal plane,1,1a,1,"[0.0077172225151988134, 0.00924318426885643, 0.0068834140552296525, 0.002112353969546714]",0.0,0.006489043702207902,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0248679697435951,-2.3691592791281417,3.2927,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2999025328131983,[3.0],[3.0]
mp-772605,NaSnAsCO7,1.4554163447339523,0.516794422237623,Trigonal plane,1,2a,1,[0.1654941401729309],0.0,0.1654941401729309,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,As-C-Na-O-Sn,0.0263412330303056,-1.8850535435344824,1.7495,5,Monoclinic,2,P2_1,oxide,Na,,,,Sn,As,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.3098991902990755,[3.0],[3.0]
mp-772615,NaLi5Mn2P2(CO7)2,1.2991579029896896,-0.0036349772911413,Trigonal plane,1,2a,1,"[0.009111023779675171, 0.008494921054952174]",0.0,0.008802972417313672,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0497078841666809,-2.39858339569976,3.6214,6,Monoclinic,2,P2_1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3002019002263543,[3.0],[3.0]
mp-772618,NaLi2MnPCO7,1.312327940935788,0.0409692288481686,Trigonal plane,1,1a,1,"[0.007888969934477293, 0.008536867313010312, 0.00698632608970346, 0.0010863158824083747]",0.0,0.00612461980489986,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.042445803333349,-2.387757466201528,3.5574000000000003,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3005535109080848,[3.0],[3.0]
mp-772636,NaLi5Fe2P2(CO7)2,1.3561975028438806,0.1918698037801989,Trigonal plane,1,2i,1,"[0.012260142266517704, 0.00829136196334708]",0.0,0.010275752114932393,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0404307019230802,-2.3221484016281417,4.0232,6,Triclinic,-1,P-1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3010706332193125,[3.0],[3.0]
mp-772637,Na3Li3Mn2P2(CO7)2,1.3468481782396908,0.1612422359054352,Trigonal plane,1,1a,1,"[0.007781522577131748, 0.007781482277814554, 0.008530906667054139, 0.0012328779604251102]",0.0,0.0063316973706063874,A2B2C2D3E3F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0353195555769296,-2.376795703626374,3.3033,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3005069714910569,[3.0],[3.0]
mp-772639,Na5LiMn2P2(CO7)2,1.4488231171516852,0.5131269568130816,Trigonal plane,1,1a,1,"[0.003604834946586985, 0.0011564512401180025, 0.0028194652526107914, 0.0023292340623261637]",0.0,0.0024774963754104857,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0168653433333485,-2.359073895206833,3.3086,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3012375849682725,[3.0],[3.0]
mp-772651,NaLi2MnPCO7,1.3339826577726028,0.1169544017970968,Trigonal plane,1,1a,1,"[0.0043642102089451115, 0.008266209640557628, 0.00042354446907374315, 0.007497752119761337]",0.0,0.005137929109584455,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0465259660256567,-2.383677303509221,3.5422,6,Triclinic,1,P1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.300360665975813,[3.0],[3.0]
mp-772652,NaLi5Mn2P2(CO7)2,1.3173946267882266,0.0607808390977632,Trigonal plane,1,2i,1,"[0.00861033185725102, 0.011203422404295171]",0.0,0.009906877130773095,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0469179330128346,-2.401373346853606,3.5994999999999995,6,Triclinic,-1,P-1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2999864398143932,[3.0],[3.0]
mp-772664,Na2CoAsCO7,1.4445761127372996,0.5326404554960307,"Octahedron, Trigonal plane",2,2e,1,"[2.1925768473178966, 0.12873667322199084]",0.0,1.1606567602699438,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,As-C-Co-Na-O,0.0,-1.803827834188218,0.8344999999999999,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Co,,,As,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2921491359747224,[3.0],[3.0]
mp-772668,Li3MnSiCO7,1.4205219662721826,0.4183680145317258,Trigonal plane,1,2e,1,[0.02558555797531346],0.0,0.02558555797531346,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-O-Si,0.041341510039234,-2.4281862021485403,0.8431000000000002,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Mn,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3002412306494502,[3.0],[3.0]
mp-772670,Na5LiFe2P2(CO7)2,1.3366941412626128,0.1216572861209647,Trigonal plane,1,2i,1,"[0.00403542213507824, 0.0010709794997610714]",0.0,0.0025532008174196557,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0132437574999988,-2.27819980651983,3.6147,6,Triclinic,-1,P-1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.301703507431248,[3.0],[3.0]
mp-772713,Na3SiSbCO7,1.3239141831393637,0.0687703545779843,Trigonal plane,1,2e,1,[0.0061190436434789665],0.0,0.0061190436434789665,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,C-Na-O-Sb-Si,0.0331148228365387,-2.2630522291644564,3.008,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,"Si, Sb","C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3041474965705042,[3.0],[3.0]
mp-772717,NaLi2FePCO7,1.3502509571497958,0.166291140203599,Trigonal plane,1,1a,1,"[0.0069961297611925545, 0.008754744444476067, 0.0053699531943379435, 0.0016004312127708155]",0.0,0.005680314653194345,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0386698740384607,-2.3061253446299093,3.8388,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3024542132550856,[3.0],[3.0]
mp-772718,NaLi2FePCO7,1.3166410671632949,0.0552218291878407,Trigonal plane,1,1a,1,"[0.010601642654573728, 0.006615132974402934, 0.011773131306697503, 0.02182218304093741]",0.0,0.012703022494152894,ABCDE2F7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Na-O-P,0.0414066909615371,-2.3033885277068324,3.8463,6,Triclinic,1,P1,oxide,"Li, Na",,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3007691587683083,[3.0],[3.0]
mp-772727,NaLi5Mn2P2(CO7)2,1.327914728773249,0.0965860900141965,Trigonal plane,1,2i,1,"[0.01138501670148041, 0.00790920986770143]",0.0,0.009647113284590919,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0481651685897581,-2.400126111276683,3.2875,6,Triclinic,-1,P-1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.300163821230642,[3.0],[3.0]
mp-772728,Na5LiMn2P2(CO7)2,1.3297335539615558,0.0944915260610707,Trigonal plane,1,2i,1,"[0.004197396397854315, 0.0008701940218934906]",0.0,0.002533795209873903,AB2C2D2E5F14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Na-O-P,0.0141578529487329,-2.3617813855914487,3.3174,6,Triclinic,-1,P-1,oxide,"Li, Na",,Mn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.302555690678621,[3.0],[3.0]
mp-772750,Li3MgPCO7,1.3013555925228435,0.0008120771675054,Trigonal plane,1,2a,1,[0.0025365984574173923],0.0,0.0025365984574173923,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,C-Li-Mg-O-P,0.0496134742307701,-2.58178352304945,5.2189,5,Monoclinic,2,P2_1,oxide,Li,Mg,,,,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.301121945621899,[3.0],[3.0]
mp-772753,Li3ZnPCO7,1.3646695120535852,0.2188176308766524,Trigonal plane,1,2a,1,[0.004929845204308523],0.0,0.004929845204308523,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Li-O-P-Zn,0.0419404834615368,-2.3643046211263727,4.138199999999999,5,Monoclinic,2,P2_1,oxide,Li,,Zn,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.301778478390864,[3.0],[3.0]
mp-772755,Li3CuPCO7,1.222214912435824,-0.271600923142626,"Trigonal plane, Trigonal bipyramid",2,2a,1,"[1.9988016511080529, 0.01710796247639185]",0.0,1.0079548067922224,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cu-Li-O-P,0.0493864619230777,-2.195980271126374,0.1573999999999999,5,Monoclinic,2,P2_1,oxide,Li,,Cu,,,,"C, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.3003414276940182,[3.0],[3.0]
