material_id,chem_formula,R$_0$,B,U_chemenv,num_U_chemenvs,U_wyckoff,num_U_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_U_sites,num_CN_env,num_charge_states,UX_coordn,UO_coordn,mean_coordn_U-X,min_coordn_U-X,max_coordn_U-X,mean_coordn_U-O,min_coordn_U-O,max_coordn_U-O,mean_U_charge,min_U_charge,max_U_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_UO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1209486,Rb4UC3O11,1.7318535943419362,1.9090384588656302,Hexagonal bipyramid,1,2e,1,[1.613580721455178],0.0,1.613580721455178,AB3C4D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2997588828003597,GGA,C-O-Rb-U,0.0,-2.457672650921052,2.167799999999999,4,Monoclinic,2/m,C2/c,oxide,Rb,None,None,None,None,None,"C, O",None,None,None,U,B > 1,Positive B
mp-1210061,NaU3O8,2.122359373913815,0.2267971949534533,Pentagonal bipyramid,1,3f,1,[1.189550355651183],0.0,1.189550355651183,AB3C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.166195934282847,r2SCAN,Na-O-U,0.019041634999998003,-3.519768515948274,0.0,3,Hexagonal,-6m2,P-62m,oxide,Na,None,None,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1210945,MgU(MoO4)4,2.081407838872652,0.4031925997399533,Pentagonal bipyramid,1,2e,1,[1.1672204862810491],0.0,1.1672204862810491,ABC4D16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1918771830436734,GGA_U,Mg-Mo-O-U,0.006387378409092001,-2.360560008863637,1.8038,4,Monoclinic,2/m,P2/c,oxide,None,Mg,Mo,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1211875,KUSiHO6,2.088955928389823,0.8797627003258359,Pentagonal bipyramid,1,2a,1,[1.764907772826644],0.0,1.764907772826644,ABCDE6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.2221917397033613,GGA,H-K-O-Si-U,0.014150331541662,-2.988341220849999,2.168799999999999,5,Monoclinic,2,P2_1,oxide,K,None,None,None,None,Si,"H, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1213318,EuUO3,2.1882142265493454,0.20364962704716713,Octahedron,1,4a,1,[0.088514007720288],0.0,0.088514007720288,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",2.254585940742779,GGA,Eu-O-U,0.019482792500015,-3.4801527695,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,None,None,O,None,None,Eu,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1213728,Cs2U(N2O7)2,2.0754738445052046,0.4005657358676425,Square plane,1,2b,1,[2.154192218479523],0.0,2.154192218479523,AB2C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.336278466864986,GGA,Cs-N-O-U,0.005159075555549,-1.640333298538587,1.7307000000000001,4,Monoclinic,2/m,P2_1/c,oxide,Cs,None,None,None,None,None,"C, N, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1215946,YU2O6,2.048891771935943,0.4617212572013523,Cube,1,2i,1,[0.029454627650243002],0.0,0.029454627650243002,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.5,4.5,4.5,1.0,1,1,U4.50+-O2-,"Actinides, Nonmetals, Transition Metals",2.3122935143896965,r2SCAN,O-U-Y,0.0,-3.8651426755555542,0.0,3,Orthorhombic,mmm,Immm,oxide,None,None,Y,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1216250,Y4US5O3,2.0035016447590364,0.4329409680029901,"Square-face bicapped trigonal prism, Face-capped octahedron",2,2a,1,"[2.044320855894458, 2.435144916734063]",0.0,2.2397328863142603,AB3C4D5,2,2,1,"[7.0, 8.0]","[3.0, 4.0]",7.5,7.0,8.0,3.5,3.0,4.0,4.0,4.0,4.0,2.0,2,2,"S2-, O2-","Actinides, Nonmetals, Transition Metals",2.234196518623223,GGA,O-S-U-Y,0.015524862115382001,-2.89196226730769,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,None,None,Y,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1216781,UNbO5,2.061497366075584,0.6228792594641878,Pentagonal bipyramid,1,2c,1,[0.8336605404528351],0.0,0.8336605404528351,ABC5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.2391571152584118,r2SCAN,Nb-O-U,0.002461401041657,-3.382090717857145,0.0,3,Orthorhombic,222,P222_1,oxide,None,None,Nb,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1216990,U5ClO12,2.091009370881917,0.40817295472324766,"Pentagonal bipyramid, Octahedron",2,"4i, 2e",2,"[2.575946185063861, 0.795729413673885, 1.153891512252185]",0.0,1.5085223703299768,AB5C12,2,2,1,"[6.0, 7.0]","[6.0, 6.0]",6.5,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,1.5,1,2,"Cl-, O2-","Actinides, Halogens, Nonmetals",2.1787531382696113,r2SCAN,Cl-O-U,0.0,-3.628420811388889,0.0,3,Orthorhombic,mmm,Pmma,hypochlorite,None,None,None,None,None,None,"C, O",Cl,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1217056,U7V5Ag3O35,2.0911930155694325,0.4506932435259522,"Pentagonal bipyramid, Octahedron, Square pyramid",3,"1a, 1b",2,"[2.221833887851741, 2.395425431622541, 1.759553443900626, 1.546081927075035, 0.726794005084597, 0.6248763532431001, 0.5068423907238511]",0.0,1.3973439199287847,A3B5C7D35,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.196854024850346,GGA_U,Ag-O-U-V,0.008436344749984,-2.8659245516,1.0793,4,Monoclinic,m,Pm,oxide,None,None,"V, Ag",None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1217243,U3Te5(PbO4)8,2.1043149834710326,1.3556852659459524,Octahedron,1,"1a, 2i",2,"[0.7127432836037291, 0.6364752421541521]",0.0,0.6746092628789406,A3B5C8D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Post-Transition Metals",2.1146546053293918,GGA,O-Pb-Te-U,0.0,-2.087478938194442,1.8788,4,Triclinic,-1,P-1,oxide,None,None,None,None,Pb,Te,"O, P",None,None,None,U,B > 1,Positive B
mp-1217654,U3(Mo5O16)4,2.0880579117969065,0.44849948999286926,"Octahedron, Hexagonal bipyramid",2,"1d, 2i",2,"[6.630620231000658, 0.5684128209679551]",0.5,3.5995165259843067,A3B20C64,2,2,2,"[8.0, 8.0]","[8.0, 8.0]",8.0,8.0,8.0,8.0,8.0,8.0,5.5,5.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.3498459089165045,GGA_U,Mo-O-U,0.025018284006577,-2.150012072528736,0.336599999999999,3,Monoclinic,2/m,C2/m,oxide,None,None,Mo,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1218353,SrCaU2O8,1.9898589330577807,0.8045934214890774,Cube,1,2c,1,[1.450701990254284],0.0,1.450701990254284,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.234532448793139,GGA,Ca-O-Sr-U,0.012444760208321,-3.680588333333331,2.0454,4,Trigonal,-3m,R-3m,oxide,None,"Ca, Sr",None,None,None,None,"C, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1218482,Sr2U2O7,2.008394646219757,0.8612921276128148,"Pentagonal bipyramid, Octahedron",2,"1a, 1b",2,"[4.612035035055007, 3.163848215993138]",0.0,3.887941625524072,A2B2C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.2418757099489586,GGA,O-Sr-U,0.038764590974022003,-3.660240964090907,0.0,3,Monoclinic,m,Pm,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1218655,Sr3UFe2O9,2.077107195072185,0.09072712217078957,Octahedron,1,2i,1,[0.071703641974624],0.0,0.071703641974624,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.07713975693992,GGA_U,Fe-O-Sr-U,0.036568728416652006,-2.893624591,0.8969,4,Orthorhombic,mmm,Immm,oxide,None,Sr,Fe,None,None,None,"O, S",F,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1218755,Sr3UIn2O9,2.096219152933739,0.03387554018699129,Octahedron,1,4e,1,[0.039788186360638],0.0,0.039788186360638,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals",2.096232038336398,GGA,In-O-Sr-U,0.027101904333333003,-2.99953162788889,1.6343,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,In,None,"O, S",I,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1218792,Sr4U2O9,1.976541573397799,1.123411394542884,Octahedron,1,"2d, 2c, 4e",3,"[0.42751442490337704, 0.284400959215796, 0.099387205858769]",0.0,0.270434196659314,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.184911571624377,GGA,O-Sr-U,0.0,-3.571192290666665,0.18710000000000002,3,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,B > 1,Positive B
mp-1219211,Sm2U2Se3O4,1.5676051410824927,1.4796633742181693,Square pyramid,1,4h,1,[9.117354811477432],1.0,9.117354811477432,A2B2C3D4,1,1,1,[7.0],[4.0],7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,"Se2-, O2-","Actinides, Lanthanides, Nonmetals",2.235388532530207,GGA,O-Se-Sm-U,0.010215372045468001,-3.022615030184657,0.0,4,Orthorhombic,mmm,Pbam,oxide,None,None,None,None,None,None,"O, S, Se",None,None,Sm,U,B > 1,Positive B
mp-1220825,Na6Ca3U2O12,2.1165844134784364,1.1219450643837956,Octahedron,1,"1a, 1b",2,"[0.21035961560291103, 0.426146808124774]",0.0,0.31825321186384253,A2B3C6D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Nonmetals",2.1177005477765314,GGA,Ca-Na-O-U,0.028278230326090004,-2.937665239490255,1.8352,4,Monoclinic,2,C2,oxide,Na,Ca,None,None,None,None,"C, N, O",None,None,None,U,B > 1,Positive B
mp-1221127,NaU4V3O20,2.0965336652768265,0.4645315651915153,Octahedron,1,4f,1,"[0.6891530775067141, 5.060489521919155]",0.5,2.8748212997129343,AB3C4D20,1,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.184389484424229,GGA_U,Na-O-U-V,0.0021014086607060002,-3.067211158263545,1.8662,4,Monoclinic,2/m,C2/c,oxide,Na,None,V,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1222035,MgU2O6,2.0182608043452106,0.5308604444630473,Cube,1,2i,1,[0.026475163055636002],0.0,0.026475163055636002,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.267401010666089,GGA,Mg-O-U,0.032537169722226006,-3.5347436827777763,0.0,3,Orthorhombic,mmm,Immm,oxide,None,Mg,None,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1222723,LaUO4,1.9184736853018065,0.7786114663772142,Cube,1,1b,1,[0.596379972130982],0.0,0.596379972130982,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",2.289224428861716,r2SCAN,La-O-U,0.0,-3.917718030833364,0.0,3,Trigonal,-3m,R-3m,oxide,None,None,None,None,None,None,O,None,None,La,U,"B $\in$ [0.5, 1]",Positive B
mp-1222734,LaU2O6,2.0196320611253333,0.7197468185635933,Cube,1,2i,1,[0.295536215504541],0.0,0.295536215504541,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",2.3319941776377724,r2SCAN,La-O-U,0.015676278888919003,-3.846283821666667,0.0,3,Orthorhombic,mmm,Immm,oxide,None,None,None,None,None,None,O,None,None,La,U,"B $\in$ [0.5, 1]",Positive B
mp-1223021,Li2UWO7,2.0663087819705668,0.761743612829268,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2164757104180017,GGA_U,Li-O-U-W,0.030649737272728003,-2.779832911969695,1.8699999999999992,4,Monoclinic,m,Cc,oxide,Li,None,W,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1223108,LiU4As3O20,2.100736497095681,0.38987881107221667,"Pentagonal bipyramid, Octahedron, Square pyramid",3,2a,1,"[2.503387093148381, 1.8537627716807, 0.683475567172653, 0.9151399957205121]",0.0,1.4889413569305616,AB3C4D20,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.1956996753493643,GGA,As-Li-O-U,0.0,-2.816627484494046,1.8788,4,Tetragonal,4mm,I4_1md,oxide,Li,None,None,None,None,As,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1223319,Li3U7(AsO7)5,2.0954140493581037,0.4607092777488363,"Pentagonal bipyramid, Octahedron, Square pyramid",3,"1d, 1c, 1a, 1b",4,"[0.6933333636773, 0.888734084466777, 1.951766818701163, 2.474435909904914, 1.743118300284575, 1.599969658921193, 1.725685061179015]",0.0,1.5824347424478482,A3B5C7D35,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.207601745217164,GGA,As-Li-O-U,0.003051518799997,-2.83852460705,1.7877,4,Orthorhombic,mm2,Pmm2,oxide,Li,None,None,None,None,As,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1223397,KU2(PO4)3,1.9447717644865672,0.6293520238299212,Tricapped triangular prism (three square-face caps),1,2a,1,"[3.769346523838766, 3.8040386931301633]",0.0,3.7866926084844645,AB2C3D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.446466948548125,GGA,K-O-P-U,0.029153575833333,-3.08767857812103,0.23360000000000003,4,Monoclinic,m,Cc,phosphate,K,None,None,None,None,None,"O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1223772,Na4U3Te5O21,2.1283330462937182,0.32877976318093377,Pentagonal bipyramid,1,1a,1,"[1.7930295575971722, 1.723709508393213, 1.691222666918178, 1.753607448024948, 1.681374513106781, 1.60809265444259, 1.609972593867536, 1.649208509575508, 1.663438466893226, 1.7062662156693271, 1.5895153389035221, 1.7091537794081262]",0.0,1.681549271066677,A3B4C5D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.228818579773845,GGA,Na-O-Te-U,0.020938728939393,-2.399891657465168,1.9868000000000001,4,Triclinic,1,P1,oxide,Na,None,None,None,None,Te,"N, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1223997,K4BaU3O12,2.108784975721855,1.994580735564827,Octahedron,1,3e,1,[0.5508673446023921],0.0,0.5508673446023921,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.114027672109078,GGA,Ba-K-O-U,0.014591295375002,-3.227797274949999,2.069899999999999,4,Trigonal,-3m,R-3m,oxide,K,Ba,None,None,None,B,O,None,None,None,U,B > 1,Positive B
mp-1224235,K6Ba2CaU6O24,2.099125800592458,1.6420953212418277,Octahedron,1,"4n, 1d, 1b",3,"[0.43774152861903404, 0.5415133541992261, 0.24178868663793102]",0.0,0.4070145231520637,AB2C6D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.1034555185473334,GGA,Ba-Ca-K-O-U,0.018441113205152,-3.338218396243588,2.0426,5,Orthorhombic,mmm,Cmmm,oxide,K,"Ca, Ba",None,None,None,B,"C, O",None,None,None,U,B > 1,Positive B
mp-1225841,CsUSbO6,2.0826404665869007,0.8191720637094868,Octahedron,1,2a,1,[0.044142872225310006],0.0,0.044142872225310006,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.0831123257683752,GGA,Cs-O-Sb-U,0.0,-2.781130564406129,1.6823000000000001,4,Orthorhombic,mmm,Imma,oxide,Cs,None,None,None,None,Sb,"C, O, S",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1226208,Cs2U2O7,2.13450852241395,0.5864556613672244,Octahedron,1,2c,1,[3.291575092914597],0.0,3.291575092914597,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.135149098722095,GGA,Cs-O-U,0.004286848181759,-3.270692408573666,1.6135000000000002,3,Monoclinic,2,C2,oxide,Cs,None,None,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1226546,CeUO4,2.116174648389273,0.3837627090254824,Cube,1,1b,1,[0.236265837629437],0.0,0.236265837629437,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",2.2989092154761726,r2SCAN,Ce-O-U,0.006855935263153001,-3.905628621666665,0.0,3,Trigonal,-3m,R-3m,oxide,None,None,None,None,None,None,"C, O",None,None,Ce,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1227094,CaUTi2O7,1.8989404869489455,0.6763914918791919,Cube,1,2a,1,[2.244943375209705],0.0,2.244943375209705,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals, Transition Metals",2.391696349403521,GGA,Ca-O-Ti-U,0.046641933295472005,-3.555797989696968,0.0,4,Orthorhombic,mmm,Imma,oxide,None,Ca,Ti,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1227253,CaU3Ti8O24,2.170163061764413,0.20352182504659527,Octahedron,1,"1h, 2i",2,"[1.876915042241789, 2.622533921404094]",0.0,2.2497244818229416,AB3C8D24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals, Transition Metals",2.230514546884378,GGA,Ca-O-Ti-U,0.0,-3.58238166574074,0.059300000000000005,4,Triclinic,-1,P-1,oxide,None,Ca,Ti,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1227453,CaU2(BO5)2,2.0846126876815836,0.5528808029246414,"Pentagonal bipyramid, Octahedron",2,1a,1,"[0.734267219360472, 1.402934408380493, 1.374668406067122, 1.5188753023899322]",0.0,1.2576863340495048,AB2C2D10,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.165707201925138,GGA,B-Ca-O-U,0.0,-3.395426235888889,2.0258,4,Triclinic,1,P1,oxide,None,Ca,None,None,None,B,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1227809,BaSr2UO6,2.1078854190913363,-0.17222387404354642,Octahedron,1,2a,1,[0.119576287279886],0.0,0.119576287279886,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.107817170267889,GGA,Ba-O-Sr-U,0.011261629500001001,-3.5103409544999993,2.2417,4,Monoclinic,m,Pc,oxide,None,"Sr, Ba",None,None,None,B,"O, S",None,None,None,U,"B $\in$ [-1, -0.1]",Negative B
mp-1227825,BaU2V2O12,2.055439830972607,0.5250621472747553,Pentagonal bipyramid,1,2a,1,"[1.668774579775485, 1.84911656138783]",0.0,1.7589455705816575,AB2C2D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.190244870006885,r2SCAN,Ba-O-U-V,0.0,-3.126558944117661,1.9806999999999992,4,Monoclinic,m,Pc,oxide,None,Ba,V,None,None,B,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1228397,Ba3UIn2O9,2.0876767132644884,0.24204835092829188,Octahedron,1,2i,1,[0.000873823424993],0.0,0.000873823424993,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.0876787899551683,GGA,Ba-In-O-U,0.0,-2.970591268888888,1.5562,4,Orthorhombic,mmm,Immm,oxide,None,Ba,None,None,In,B,O,I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1228411,Ba5Li2U3O15,2.0718097517171143,1.0886257924386462,Octahedron,1,"4h, 1a, 1b",3,"[0.11313011727159801, 0.26630685620641903, 0.0007914472153940001]",0.0,0.12674280689780368,A2B3C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",2.074271677909983,r2SCAN,Ba-Li-O-U,0.0,-3.389303742866665,1.2725,4,Tetragonal,4/m,I4/m,oxide,Li,Ba,None,None,None,B,O,None,None,None,U,B > 1,Positive B
mp-1228549,Cs2Na8U8Mo5O44,2.1026470869367753,0.5476481129818641,"Pentagonal bipyramid, Octahedron",2,4k,1,"[1.6152509286116699, 3.821006791120591]",0.0,2.7181288598661304,A2B5C8D8E44,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.1758915135007433,GGA_U,Cs-Mo-Na-O-U,0.0027308804539450003,-2.86264720299022,1.8121,5,Orthorhombic,222,I222,oxide,"Na, Cs",None,Mo,None,None,None,"C, N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-1228671,Cs2U4Nb4O23,2.0625054521098662,0.42754627194236994,Pentagonal bipyramid,1,2b,1,"[2.181968865742175, 2.151805547392948]",0.0,2.1668872065675613,A2B4C4D23,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2090642749311966,r2SCAN,Cs-Nb-O-U,0.0,-3.286115133766979,1.838499999999999,4,Monoclinic,m,Cm,oxide,Cs,None,Nb,None,None,None,"C, N, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-1229063,CsU(PO4)2,2.9298097996266312,-1.9262677207458878,Square-face capped trigonal prism,1,2e,1,[1.5254181122468191],0.0,1.5254181122468191,ABC2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2597408883437677,GGA,Cs-O-P-U,0.024495758125006,-3.010872630328406,0.6022000000000001,4,Monoclinic,2/m,P2_1/m,phosphate,Cs,None,None,None,None,None,"C, O, P",None,None,None,U,B < -1,Negative B
