material_id,chem_formula,R$_0$,B,B_chemenv,num_B_chemenvs,B_wyckoff,num_B_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_B_sites,num_CN_env,num_charge_states,mean_coordn_B-X,min_coordn_B-X,max_coordn_B-X,mean_coordn_B-O,min_coordn_B-O,max_coordn_B-O,mean_B_charge,min_B_charge,max_B_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_BO_BondL,BX_coordn,BO_coordn
mp-756707,Na3VBPO7,1.3902968270773708,0.9210858660848804,Trigonal plane,1,4e,1,[0.1971801994003299],0.0,0.1971801994003299,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Na-O-P-V,0.0136133139354646,-2.5827771656113425,1.7686,5,Monoclinic,2/m,P2_1/m,oxide,Na,,V,,,B,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3908535936954347,[3.0],[3.0]
mp-756914,Er2B4O9,1.3867354407253711,0.3283989488597488,"Tetrahedron, Trigonal plane",2,2i,1,"[0.12466735871179946, 0.9362352008478612, 0.3341761097419633, 0.20284713620226705]",0.0,0.39948145137597274,A2B4C9,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Er-O,0.0340531261666647,-3.285796603611112,5.6886,3,Triclinic,-1,P-1,oxide,,,,,,B,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.462989904410111,"[3.0, 4.0]","[3.0, 4.0]"
mp-757269,Li3Fe4(BO3)4,1.3903138960115349,0.3245536768865689,Trigonal plane,1,2a,1,"[0.008409803187472526, 0.009657482116377255, 0.028098040429102668, 0.020926639863391387]",0.0,0.01677299139908596,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0388845214130153,-2.2952396546376805,0.8335999999999997,4,Monoclinic,m,Pc,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3910272435190938,[3.0],[3.0]
mp-757312,NaInBP2HO9,1.441591852442392,0.1227462139661409,Tetrahedron,1,4e,1,[0.11146017095993128],0.0,0.11146017095993128,ABCDE2F9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-H-In-Na-O-P,0.0135966056668683,-2.48008991984989,3.9372,6,Monoclinic,2/m,P2_1/c,oxide,Na,,,,In,B,"H, N, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.47712419199364,[4.0],[4.0]
mp-757463,CsFeBP2HO9,1.526615072889778,-0.1459443721003202,Tetrahedron,1,4e,1,[0.1105000556461438],0.0,0.1105000556461438,ABCDE2F9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Cs-Fe-H-O-P,0.0,-2.464973525623838,0.945,6,Monoclinic,2/m,P2_1/c,oxide,Cs,,Fe,,,B,"H, C, O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,1.4844799230020875,[4.0],[4.0]
mp-757666,CaB5H3O10,1.392521010737784,0.2395878598217744,"Tetrahedron, Trigonal plane",2,4e,1,"[0.11197816286287007, 0.0760188661506355, 0.02536226068925931, 0.09865642987557566, 0.04405994041870162]",0.0,0.07121513199940843,AB3C5D10,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ca-H-O,0.0126263562105126,-2.5817457523464915,5.1418,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,,B,"H, C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4263405120739374,"[3.0, 4.0]","[3.0, 4.0]"
mp-757727,BaB2H2O5,1.5561250388374102,-0.2293392210819332,"Tetrahedron, Square-face bicapped square antiprism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",3,"4g, 2e, 2f",3,"[7.6474766738941975, 4.932151775895363, 0.14634852810962448, 0.08418842498415503, 0.03757625380890474, 0.11781351133850088]",0.167,2.1609258613384577,AB2C2D5,3,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-Ba-H-O,0.0072280293333415,-2.5525803213333336,4.7844,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,,B,"H, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.489790739781304,[4.0],[4.0]
mp-757792,Li5Fe8(BO3)8,1.38877316874943,0.3213329177781352,Trigonal plane,1,1a,1,"[0.009471508466221967, 0.011212993279326542, 0.0060635396020238454, 0.011960017242457132, 0.01572337206546774, 0.007009167375022213, 0.006232247165288619, 0.06384221481034094]",0.0,0.016439382500768623,A5B8C8D24,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0479654618125016,-2.285424923999999,1.3013,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3889512925765974,[3.0],[3.0]
mp-758281,RbB2P2HO9,1.3748589632672972,0.3729746338349937,Tetrahedron,1,4e,1,"[0.14103176104433046, 0.13092558307039895]",0.0,0.1359786720573647,ABC2D2E9,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-H-O-P-Rb,0.0,-2.6163273279246027,5.7824,5,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,B,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4839668601839102,[4.0],[4.0]
mp-758840,KB6P(H2O7)2,1.3972119946478183,0.1620968153748669,"Tetrahedron, Trigonal plane",2,"16g, 8f",2,"[0.013342468853117405, 0.09169648116877538]",0.0,0.05251947501094639,ABC4D6E14,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-H-K-O-P,0.0,-2.468524691130494,5.8809000000000005,5,Tetragonal,4/mmm,P4/ncc,oxide,K,,,,,B,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4179572624958652,"[3.0, 4.0]","[3.0, 4.0]"
mp-758855,LiZnBO3,1.392557635179949,0.2089228099581487,Trigonal plane,1,1a,1,"[0.0071391116519351925, 0.006782930614506961, 0.008864486364546403, 0.004229700252584358, 0.009840182111098762, 0.027448391477102, 0.013578567033183534, 0.010801614898195647]",0.0,0.011085623050394107,ABCD3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Li-O-Zn,0.0357859004166645,-2.396465470833333,3.3925,4,Triclinic,1,P1,orthoborate,Li,,Zn,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3928652841478888,[3.0],[3.0]
mp-758868,MgBP(H3O4)2,1.536124794994139,-0.1700999532655703,Tetrahedron,1,6e,1,[0.020096051308856347],0.0,0.020096051308856347,ABCD6E8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,B-H-Mg-O-P,0.0005753741421559,-2.064386391155462,5.3032,5,Trigonal,-3m,R-3c,oxide,,Mg,,,,B,"H, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.486132411454659,[4.0],[4.0]
mp-758961,Li3Fe4(BO3)4,1.3894520597211062,0.2746395330699996,Trigonal plane,1,1a,1,"[0.004682717358075883, 0.04484062756651618, 0.010159437230800141, 0.02214474616735667, 0.017506130313777433, 0.016301658474095083, 0.004521729196905922, 0.0242841710740107]",0.0,0.018055152172692254,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0388809111956245,-2.295243264855072,1.3159999999999998,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3899870714351377,[3.0],[3.0]
mp-759239,Li3Fe4(BO3)4,1.3894612314732957,0.2844710151913545,Trigonal plane,1,1a,1,"[0.019892231620537878, 0.008170048469975953, 0.015496182399171417, 0.010795734270061183, 0.0317961681476935, 0.004954480645377244, 0.00992365193346358, 0.004804093110440227]",0.0,0.013229073824590123,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0376078831521464,-2.29651629289855,1.5781000000000005,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3899501950037,[3.0],[3.0]
mp-759763,La26B8O51,1.392106645956058,0.064863125246095,Trigonal plane,1,1a,1,"[0.026919919110976232, 0.012826777152209463, 0.0191346104107946, 0.023522846866055352, 0.02722778389576327, 0.01966525614354415, 0.011641879552439454, 0.009128513483197234]",0.0,0.01875844832687247,A8B26C51,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-La-O,0.0,-3.710989067833335,3.4409,3,Triclinic,1,P1,oxide,,,,,,B,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.392151158563167,[3.0],[3.0]
mp-759792,Ag2B8O13,1.3851906537358958,0.2960825113267722,"Tetrahedron, Trigonal plane",2,1a,1,"[0.027750017228131436, 0.026789356991448725, 0.041843903087439974, 0.06931672270432357, 0.042443307290280535, 0.015173692211687038, 0.06617224707490434, 0.010554281302282802, 0.014953887988768316, 0.048681714717187526, 0.014890973508519919, 0.10499854924704308, 0.04596589088889515, 0.12521914031933945, 0.05336163950911691, 0.05818007581288432, 0.053011695275507066, 0.05229969388104799, 0.1220401069639259, 0.03708017454314749, 0.11602418533126826, 0.015596028599616885, 0.04508570012774522, 0.014391358053341397, 0.015344955181849276, 0.06702547671876974, 0.013559165053533972, 0.04251397819680757, 0.06716436642731681, 0.04355254716991839, 0.02725721932754766, 0.027288678332432308]",0.0,0.04767283528331341,A2B8C13,2,2,1,3.5,3.0,4.0,3.5,3.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Ag-B-O,0.0115484735869566,-2.4966752713768114,2.858,3,Triclinic,1,P1,oxide,,,Ag,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4121074756096852,"[3.0, 4.0]","[3.0, 4.0]"
mp-760195,Li3Fe4(BO3)4,1.3873544110252585,0.2859938636031439,Trigonal plane,1,1a,1,"[0.011278873597587974, 0.013475930485137583, 0.004567733161420497, 0.021370458890846062, 0.008724240966249606, 0.0038018808103317194, 0.005304247795836142, 0.03100114548314982]",0.0,0.012440563898819926,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0348738731521471,-2.299250302898549,1.3894000000000002,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3876897056889863,[3.0],[3.0]
mp-760261,Li3Cr(BO3)2,1.387683816168669,0.1508109100602064,Trigonal plane,1,4e,1,"[0.040431445812005, 0.15458793549174263]",0.0,0.09750969065187381,AB2C3D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Cr-Li-O,0.0482988418749981,-2.589860109652777,3.0780000000000003,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,,Cr,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3877720445574238,[3.0],[3.0]
mp-760268,Li5Fe8(BO3)8,1.3888644906162697,0.314594564744983,Trigonal plane,1,1a,1,"[0.0021809050236156467, 0.05047502584120907, 0.020999172599963464, 0.01712415613300668, 0.009438473557486568, 0.012026605181986312, 0.011985755839933176, 0.0035409082210418026]",0.0,0.01597137529978034,A5B8C8D24,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0488150291458344,-2.2845753566666662,1.1155000000000004,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3894411833470717,[3.0],[3.0]
mp-760283,Li3Cr(BO3)2,1.386977084276658,0.2998449477465181,Trigonal plane,1,4e,1,"[0.12139719441135693, 0.07771109483754142]",0.0,0.09955414462444917,AB2C3D6,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Cr-Li-O,0.0404606027083316,-2.5976983488194434,2.8884,4,Monoclinic,2/m,P2_1/c,orthoborate,Li,,Cr,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3871196505450645,[3.0],[3.0]
mp-761198,Li5Fe8(BO3)8,1.3882343660742822,0.268164368005314,Trigonal plane,1,1a,1,"[0.007441914126013386, 0.004440474576947875, 0.0035504744516751292, 0.009067725086094273, 0.014591008900399428, 0.014056428637208561, 0.004735207473813892, 0.013152776365052592]",0.0,0.008879501202150641,A5B8C8D24,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0445282075902788,-2.2888621782222214,1.1154000000000002,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3886440280976853,[3.0],[3.0]
mp-761202,Li3Fe4(BO3)4,1.3902531444546185,0.2478294143291209,Trigonal plane,1,2a,1,"[0.003264464622646452, 0.021598743586393764, 0.01111074517950294, 0.00161314729159137]",0.0,0.009396775170033633,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0354190055434511,-2.2987051705072457,1.8227,4,Monoclinic,m,Pc,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3904972997115868,[3.0],[3.0]
mp-761209,Li3Fe4(BO3)4,1.3896088631631645,0.2876110198328939,Trigonal plane,1,1a,1,"[0.01939835784942486, 0.025624184011928626, 0.005500022139209836, 0.016591493073483957, 0.011158726844003422, 0.023379623224819745, 0.001972746395304484, 0.021595689606450655]",0.0,0.015652605393078195,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0388766505434503,-2.295247525507245,1.1155,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.390103943096034,[3.0],[3.0]
mp-761211,Li3Fe4(BO3)4,1.3913680253432938,0.282377617701686,Trigonal plane,1,1a,1,"[0.0037199397404390102, 0.00555554155511106, 0.004159788171018564, 0.0060006740904984986, 0.006990175752074011, 0.015234856203275287, 0.015607789808350198, 0.008221610600415602]",0.0,0.008186296990147779,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0316318353260598,-2.302492340724637,1.1102,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3916854594587973,[3.0],[3.0]
mp-761220,Li7Fe8(BO3)8,1.3923211855975046,0.3483288789857574,Trigonal plane,1,1a,1,"[0.004288996148376864, 0.01470798215085127, 0.0037671644693718217, 0.003295290610531269, 0.016967142624127896, 0.015257767611743056, 0.005733809573109226, 0.037979998826517224]",0.0,0.012749769001828577,A7B8C8D24,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0239198857978593,-2.3080928433333323,1.5200999999999998,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.392559174971266,[3.0],[3.0]
mp-761222,Li3Fe4(BO3)4,1.388622277186157,0.2797795701720513,Trigonal plane,1,1a,1,"[0.002112308535300614, 0.02179483270059575, 0.0068093340477518565, 0.012836400187617334, 0.012827216581887355, 0.024538682215020296, 0.010082087557662755, 0.00516670746740151]",0.0,0.012020946161654684,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0354495301086688,-2.2986746459420275,1.3888000000000005,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.388936477933569,[3.0],[3.0]
mp-761227,Li5Fe8(BO3)8,1.3870458224079387,0.3182887377878458,Trigonal plane,1,1a,1,"[0.03342347225023011, 0.0015567565440854456, 0.02175031643487325, 0.015891628505510423, 0.02840721458293457, 0.01424574588132327, 0.0036177047719807526, 0.020000252739581705]",0.0,0.01736163646381494,A5B8C8D24,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0484327869236125,-2.284957598888888,1.3468999999999998,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3878666287620585,[3.0],[3.0]
mp-761322,LiNiBO3,1.3921657386312187,0.3924747663004793,Trigonal plane,1,4i,1,[0.024233003942052484],0.0,0.024233003942052484,ABCD3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Li-Ni-O,0.0443654158333339,-2.1969480179166667,2.7758,4,Triclinic,-1,P-1,orthoborate,Li,,Ni,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3922364511691587,[3.0],[3.0]
mp-764459,Li3Fe4(BO3)4,1.3885511719563293,0.2070360933368641,Trigonal plane,1,1a,1,"[0.007530756115408586, 0.005557883132119231, 0.0034467879143363347, 0.00869091634231603, 0.0026746087379740714, 0.006004974780750864, 0.006534665511072958, 0.003748082143790276]",0.0,0.005523584334721044,A3B4C4D12,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Fe-Li-O,0.0310369411956239,-2.303087234855072,1.6637,4,Triclinic,1,P1,orthoborate,Li,,Fe,,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.388762537751414,[3.0],[3.0]
