material_id,chem_formula,R$_0$,B,Ni_chemenv,num_Ni_chemenvs,Ni_wyckoff,num_Ni_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ni_sites,num_CN_env,num_charge_states,NiX_coordn,NiO_coordn,mean_coordn_Ni-X,min_coordn_Ni-X,max_coordn_Ni-X,mean_coordn_Ni-O,min_coordn_Ni-O,max_coordn_Ni-O,mean_Ni_charge,min_Ni_charge,max_Ni_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NiO_BondL
mp-761322,LiNiBO3,1.304428218833452,0.8617770627273252,Trigonal bipyramid,1,4i,1,[0.8087737540972371],0.0,0.8087737540972371,ABCD3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,B-Li-Ni-O,0.044365415833333,-2.199099376666667,3.165,4,Triclinic,-1,P-1,orthoborate,Li,,Ni,,,B,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.062321896100039
mp-761969,Li4Fe3Ni3(SbO8)2,1.3630676607079029,0.9519726298135104,Octahedron,1,1a,1,"[0.849362472152774, 0.981313013919449, 0.903454845809303]",0.0,0.911376777293842,A2B3C3D4E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Li-Ni-O-Sb,0.017598521471426,-1.733202132619048,0.0,5,Triclinic,1,P1,oxide,Li,,"Fe, Ni",,,Sb,"N, O, S",F,,,,"B $\in$ [0.5, 1]",Positive B,2.026299626933897
mp-762012,LiNiPO4,1.871310494006043,0.2182076461952763,Square pyramid,1,4i,1,[2.378385685669014],0.0,2.378385685669014,ABCD4,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-P,0.045417773571428,-2.319630373639455,3.2699,4,Triclinic,-1,P-1,phosphate,Li,,Ni,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.036120719897876
mp-762165,Li3(NiO2)5,1.803079095151048,0.2457988159147909,Octahedron,1,"1d, 2i",2,"[0.9134794630303601, 0.42165875695404403, 0.5224621718467041]",0.0,0.6192001306103694,A3B5C10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.035434682268518,-1.24353582,0.0,3,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9346938363193031
mp-762391,Li2(NiO2)3,1.9201084575561176,0.0694922882221246,Octahedron,1,"1d, 2h",2,"[0.591648111917506, 0.6659383931643611]",0.0,0.6287932525409335,A2B3C6,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.034777224734848,-1.284015240606061,0.0,3,Monoclinic,2/m,C2/m,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9533706295375324
mp-762624,Li2Mn(NiO3)2,1.8892951057887792,0.2345710961073902,Octahedron,1,2c,1,[0.6149476026210781],0.0,0.6149476026210781,AB2C2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Mn-Ni-O,0.040882076761364,-1.594435484054336,0.5479,4,Monoclinic,2,C2,oxide,Li,,"Mn, Ni",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9898849991567005
mp-762932,Li4(NiO2)5,1.7521605909936409,0.3307866408958468,Octahedron,1,1a,1,"[0.64742276428055, 0.8146869410205191, 0.7739018624932551, 0.9665079785392251, 0.157929532158287]",0.0,0.6720898156983672,A4B5C10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.04820981309211,-1.346034792807017,0.3227,3,Triclinic,1,P1,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9370380962931
mp-763178,Li4Ti3Ni3(TeO8)2,2.0955556217861115,-0.0084142938713772,Octahedron,1,"4b, 2a",2,"[0.534904747123658, 1.126279041092959]",0.0,0.8305918941083086,A2B3C3D4E16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Te-Ti,0.030531211875001,-2.287136176130953,1.4504,5,Monoclinic,m,Cm,oxide,Li,,"Ti, Ni",,,Te,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0947865232379153
mp-763578,Li4(NiO2)5,2.1615574164960187,-0.3319694878789129,Octahedron,1,"2i, 1c",2,"[0.30381836267395, 0.756931762791987, 0.978367449230591]",0.0,0.6797058582321761,A4B5C10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Li-Ni-O,0.012038484671058,-1.38220612122807,0.5285000000000001,3,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9712952093646738
mp-764019,Li2TiNiO4,1.9787725334551105,0.0959506165972202,Octahedron,1,4a,1,[0.380776548333142],0.0,0.380776548333142,ABC2D4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Ti,0.03501228687499,-2.505974840625,1.785699999999999,4,Orthorhombic,mmm,Imma,oxide,Li,,"Ti, Ni",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0845773269573784
mp-764048,Li4Fe2Ni3Sb3O16,1.9143583199145835,0.1693619316081239,Octahedron,1,1a,1,"[0.885468627074499, 1.017451186383399, 1.267908040177188]",0.0,1.056942617878362,A2B3C3D4E16,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Li-Ni-O-Sb,0.047356937642856,-1.799107586904762,0.689199999999999,5,Triclinic,1,P1,oxide,Li,,"Fe, Ni",,,Sb,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.066099049195208
mp-764098,Li2Ni3TeO8,1.5082496143345792,0.7563627504374585,Octahedron,1,3e,1,[0.7914172349172091],0.0,0.7914172349172091,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Te,0.000441329285714,-1.529100045238094,0.0,4,Trigonal,-3m,R-3m,oxide,Li,,Ni,,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0352000374898247
mp-764152,Li2NiP2O7,1.9175273968861777,0.1887768000910982,Octahedron,1,4e,1,"[0.9914454544218391, 4.691401169968168]",0.0,2.841423312195004,AB2C2D7,1,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-P,0.009931346597226,-2.502057997371031,3.4846,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ni,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1105993711182967
mp-764295,Na4(NiO2)9,1.76401316829554,0.2923808896535676,Octahedron,1,1a,1,"[0.47581175048316804, 0.28113905427150204, 1.065591873417264, 0.9645973667727861, 0.8407228730323291, 0.296589463019906, 0.48686146391238505, 1.263111636576636, 0.539494775116921]",0.0,0.6904355840669886,A4B9C18,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O,0.002578661236554,-1.093087606307006,0.6133000000000001,3,Triclinic,1,P1,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9249119355674846
mp-764727,Li8NiO5F,1.5677564134909745,1.0165449041535033,Tetrahedron,1,2a,1,[0.175030347917043],0.0,0.175030347917043,ABC5D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,F-Li-Ni-O,0.032073054222221,-2.026317759777778,2.0814,4,Hexagonal,6,P6_3,fluoride,Li,,Ni,,,,"N, O",F,,,,B > 1,Positive B,1.862403000610962
mp-764733,Li5Ni5O9F,1.8144566186586624,0.2207968708676591,Octahedron,1,1a,1,"[0.45829185100784603, 0.40052073294821305, 0.5472907847976141, 0.42768439782863105, 0.334243181176318]",0.0,0.43360618955172453,AB5C5D9,1,3,2,"[6.0, 6.0, 6.0]","[5.0, 5.0, 6.0]",6.0,6.0,6.0,5.333333333333333,5.0,6.0,2.6666666666666665,2.0,3.0,1.6666666666666667,1,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,F-Li-Ni-O,0.037402396916668,-1.599274961833332,0.063899999999999,4,Triclinic,1,P1,fluoride,Li,,Ni,,,,"N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9980265926993228
mp-764857,Li2Ni2(SO4)3,1.8454269856909136,0.2183755369661562,Octahedron,1,8c,1,"[0.9902514471759111, 1.5338608276014232]",0.0,1.2620561373886672,A2B2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-S,0.038469687565789,-1.893759043311403,3.6558,4,Orthorhombic,mmm,Pbca,sulfate,Li,,Ni,,,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0915080089081894
mp-764934,Na(NiO2)2,1.931866454762936,-0.0071525763244412,Octahedron,1,2a,1,"[0.674294317081906, 0.462253115348209, 0.8119611343079961, 0.352842426775932]",0.0,0.5753377483785107,AB2C4,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O,0.005057724285713,-1.120772185197043,0.0,3,Monoclinic,2/m,P2/c,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9279197046009533
mp-765474,Li2Ni3(P2O7)2,1.6732463601515135,0.435331250002067,Octahedron,1,"4i, 2a",2,"[0.9944585899229441, 5.271385067477694]",0.5,3.132921828700319,A2B3C4D14,1,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-P,0.03768256152174,-2.343440157619047,3.6163,4,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0920989598426587
mp-765538,Li3Co2NiO6,1.8768036109341115,0.1443461044011567,Octahedron,1,1a,1,"[0.638945880074401, 0.544759624256947]",0.0,0.591852752165674,AB2C3D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Li-Ni-O,0.01447115166666,-1.658954482499999,0.0,4,Monoclinic,2/m,C2/m,oxide,Li,,"Co, Ni",,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0243780722579747
mp-765592,Li2NiP2O7,1.928760307383674,0.1543351720651268,Octahedron,1,2i,1,[0.639849385717527],0.0,0.639849385717527,AB2C2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-P,0.030881289305559,-2.4811080546626982,4.6702,4,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0968518609563738
mp-765602,Na5Ni9O16,1.8794902831009828,0.1640309022895552,Octahedron,1,"2i, 2j, 1d, 1e, 1f",5,"[0.6446002846401061, 0.43186277857827704, 1.164701384104595, 1.523787787121549, 0.621034287589692, 3.102347474884652]",0.0,1.2480556661531452,A5B9C16,1,3,2,"[6.0, 6.0, 6.0]","[6.0, 6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.6666666666666665,2.0,3.0,1.6666666666666667,1,2,"O-, O2-","Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O,0.032963036833336,-1.188478778563217,0.0,3,Monoclinic,2/m,P2/m,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0304238764246776
mp-765675,Na2Ni3O5,2.145449026741088,-0.0927933822887261,Octahedron,1,"1a, 2i, 1c",3,"[0.9023986170129891, 1.170841000402197, 0.174775527163743, 1.322987301012914]",0.0,0.8927506113979607,A2B3C5,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O,0.027116221500001,-1.2830063292758611,0.161699999999999,3,Triclinic,-1,P-1,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.047156860818135
mp-765679,Na5(NiO2)6,1.762918243675259,0.3222458539751258,Octahedron,1,2i,1,"[0.812413494024236, 0.9038144159728441, 0.711972609479945]",0.0,0.8094001731590085,A5B6C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.17,3.17,3.17,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Na-Ni-O,0.005556422717371,-1.264992766386805,0.0,3,Triclinic,-1,P-1,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9546619315263953
mp-765715,Na3Ni7O12,1.7525068469930798,0.3536780381146883,Octahedron,1,1a,1,"[0.264827414362158, 0.899642229883803, 1.350821398466745, 0.320713865944709, 1.048141811383916, 1.187214360835209, 2.661582958735335]",0.0,1.104706291373125,A3B7C12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Na-Ni-O,0.045687401287869,-1.134784937006268,0.0,3,Triclinic,1,P1,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.998879124246461
mp-765844,Na5(NiO2)8,1.7811755389405697,0.2612135141299839,Octahedron,1,2i,1,"[0.924225350205764, 0.671819350664508, 0.5484306861149321, 0.9231055598089181]",0.0,0.7668952366985305,A5B8C16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.38,3.38,3.38,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Na-Ni-O,0.005188084195401,-1.1780978164447071,0.0,3,Triclinic,-1,P-1,oxide,Na,,Ni,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.923881733428038
mp-765979,Li4Si3(NiO5)2,1.5635760084388128,0.5691397927902548,Trigonal bipyramid,1,4f,1,[1.167299943363964],0.0,1.167299943363964,A2B3C4D10,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Si,0.035389636315787,-2.564268959385965,3.5721,4,Monoclinic,2/m,C2/c,oxide,Li,,Ni,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0683536469485326
mp-766022,Li4FeNi3(PO4)4,1.8112049269852069,0.2784543692142314,Octahedron,1,"1a, 1b",2,"[1.961287990634709, 2.027216029856794, 1.9062041335132451]",0.0,1.9649027180015828,AB3C4D4E16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Li-Ni-O-P,0.003357258660713,-2.390402855425171,3.0231,5,Monoclinic,m,Pm,phosphate,Li,,"Fe, Ni",,,,"N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.117680230069636
mp-766032,Li2Ni(CO3)2,2.059114034294116,0.0325855231965862,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Ni-O,0.042308470681818,-1.936077004469697,3.8553,4,Triclinic,1,P1,carbonate,Li,,Ni,,,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0951261844571962
mp-766088,LiCr3Ni(SO4)6,1.9076858323745391,0.1359852207915212,Octahedron,1,1a,1,[0.11819403971660102],0.0,0.11819403971660102,ABC3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Li-Ni-O-S,0.009440651035713,-1.9824443888095231,2.3309,5,Triclinic,1,P1,sulfate,Li,,"Cr, Ni",,,,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0616870494245503
mp-766093,Ti4(Ni5O8)3,2.0872069755373803,-0.0361186963784461,Octahedron,1,"2d, 3f, 3e, 1a, 6i",5,"[0.27099655532564404, 0.656808132984379, 0.043209691698526, 0.001379388541287, 0.028284741498572002]",0.0,0.20013570200968162,A4B15C24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Ni-O-Ti,0.0,-1.8515370491472871,1.2556,3,Trigonal,-3m,P-3m1,oxide,,,"Ti, Ni",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0544630290538914
mp-766394,V11NiO18,1.3234956099689676,0.6694104154679688,Octahedron,1,1a,1,[0.475909710537179],0.0,0.475909710537179,AB11C18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Ni-O-V,0.022628388166658,-2.423810526999999,0.6177,3,Triclinic,1,P1,oxide,,,"V, Ni",,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.060396121260023
mp-766472,Li3SiNiO5,1.7508933836759926,0.3989257908943652,Tetrahedron,1,4a,1,[0.030281713756506002],0.0,0.030281713756506002,ABC3D5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Si,0.048843614583335,-2.28008985675,0.995,4,Orthorhombic,mm2,Pna2_1,oxide,Li,,Ni,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8607909819046273
mp-766513,Li12MnNi3P4(CO7)4,3.045345713294584,-0.8585328009859372,Octahedron,1,"1a, 1b",2,"[1.783462550449821, 1.87228085739449, 1.840905873332543]",0.0,1.8322164270589514,AB3C4D4E12F28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Ni-O-P,0.045612069999999,-2.319594068586585,2.735999999999999,6,Monoclinic,m,Pm,oxide,Li,,"Mn, Ni",,,,"C, N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0932908894176707
mp-766539,Li12FeNi3P4(CO7)4,3.062935831052779,-0.8733884091327386,Octahedron,1,"1a, 1b",2,"[1.837140312484348, 1.8735201917063211, 1.8400016366433882]",0.0,1.8502207136113524,AB3C4D4E12F28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Ni-O-P,0.043298866057692,-2.300403197087912,3.0772,6,Monoclinic,m,Pm,oxide,Li,,"Fe, Ni",,,,"C, N, O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.0933236716361545
mp-766564,Li12Fe3NiP4(CO7)4,3.129771978077704,-0.9075078196328322,Octahedron,1,1a,1,[2.070385119474975],0.0,2.070385119474975,AB3C4D4E12F28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Ni-O-P,0.04622514298077,-2.32346210228022,3.159,6,Monoclinic,m,Pm,oxide,Li,,"Fe, Ni",,,,"C, N, O, P",F,,,,"B $\in$ [-1, -0.1]",Negative B,2.1147001351871797
mp-766567,Li12Co3NiP4(CO7)4,3.2397329061869704,-1.0327969853850745,Octahedron,1,1a,1,[1.871570283131883],0.0,1.871570283131883,AB3C4D4E12F28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-Ni-O-P,0.044179027692308,-2.289843410164835,2.84,6,Monoclinic,m,Pm,oxide,Li,,"Co, Ni",,,,"C, N, O, P",,,,,B < -1,Negative B,2.0958785594096425
mp-766574,Li7(NiO2)10,2.109235029918877,-0.2791630835039596,no_data,1,no_data,1,no_data,0.0,no_data,A7B10C20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.3,3.3,3.3,1.0,1,1,Ni3.30+-O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.028075966204956,-1.310089346036036,0.0,3,Monoclinic,2/m,C2/m,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9408094380655379
mp-766582,Li2SiNiO4,1.5676850838873624,0.6028833622520008,Tetrahedron,1,4e,1,[1.342806912281182],0.0,1.342806912281182,ABC2D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Li-Ni-O-Si,0.0400352221875,-2.426657292395833,2.9964999999999997,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ni,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9867760902851432
mp-766677,Li12VNi3P4(CO7)4,3.1506868241306547,-0.9565489567713128,Octahedron,1,"1a, 1b",2,"[1.765835093982528, 1.784499827040261, 1.791523992517642]",0.0,1.7806196378468104,AB3C4D4E12F28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Ni-O-P-V,0.049223975588941,-2.323998274587912,1.5977,6,Monoclinic,m,Pm,oxide,Li,,"V, Ni",,,,"C, N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0929776448047055
mp-766813,V3CrNi2(PO4)6,2.067285983104485,0.0817032586094539,Octahedron,1,1a,1,"[3.568370298684301, 3.375695705333941]",0.0,3.472033002009121,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-Ni-O-P-V,0.007279465972228,-2.501466825218252,0.1225,5,Trigonal,3,R3,phosphate,,,"V, Cr, Ni",,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.157690035007644
mp-766878,Li13Ni15O28,1.9367825883167284,0.0799779042621151,Octahedron,1,"1a, 1h, 2i, 1f",4,"[0.359636142805125, 0.368962377941964, 0.27864404901425605, 0.42671217501151404, 0.44118187518918905, 0.42525741442756104, 0.20931564949130002, 0.440908300958716, 0.28263314134759104]",0.0,0.3592501251319129,A13B15C28,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Li-Ni-O,0.011301846845238,-1.466696166666666,0.0,3,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.005151777332169
mp-766892,Li4Ni5O9,1.907707964145213,0.0930405771249754,Octahedron,1,1a,1,"[0.437725339786986, 0.17159581454234601, 0.18653126789038402, 0.49100287747758903, 0.33688317598480805, 0.501477599794487, 0.499936872217813, 0.340368706289329, 0.48712287084037204, 0.439313538576361]",0.0,0.3891958063400475,A4B5C9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,2.5,2.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Li-Ni-O,0.015506800740744,-1.4513838318518522,0.0,3,Triclinic,-1,P-1,oxide,Li,,Ni,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9886716708189756
