material_id,chem_formula,R$_0$,B,Hg_chemenv,num_Hg_chemenvs,Hg_wyckoff,num_Hg_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Hg_sites,num_CN_env,num_charge_states,HgX_coordn,HgO_coordn,mean_coordn_Hg-X,min_coordn_Hg-X,max_coordn_Hg-X,mean_coordn_Hg-O,min_coordn_Hg-O,max_coordn_Hg-O,mean_Hg_charge,min_Hg_charge,max_Hg_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_HgO_BondL
mp-560316,Hg3SO6,2.097104700851419,0.5012888235841018,"Octahedron, Trigonal prism",2,"6c, 3a",2,"[5.680844803516762, 6.335292000121807]",1.0,6.008068401819285,AB3C6,2,2,1,"[2.0, 6.0]","[2.0, 6.0]",4.0,2.0,6.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Hg-O-S,0.001906668666667,-1.185767391666667,0.560299999999999,3,Trigonal,32,P3_121,oxide,,,Hg,,,,"H, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.401712390059104
mp-561222,K2HgBr2(NO6)2,3.684555734140024,-0.8220710189658673,Cube,1,2a,1,[2.087359574510083],0.0,2.087359574510083,AB2C2D2E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Br-Hg-K-N-O,0.0,-0.926646605894738,2.0322,5,Orthorhombic,mmm,Pnnm,oxide,K,,Hg,,,B,"H, N, O",Br,,,,"B $\in$ [-1, -0.1]",Negative B,2.5414560408299316
mp-561361,Hg2Mo2O7,2.0315010850128994,0.8415547487145171,"Triangular non-coplanar, Angular",2,4f,1,"[4.221897327426599, 4.432375356341481]",0.0,4.3271363418840405,A2B2C7,2,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Hg-Mo-O,0.005860158977266,-1.557712926818183,2.3299,3,Monoclinic,2/m,C2/c,oxide,,,"Mo, Hg",,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.453419656254957
mp-565679,Hg4Se4O9,2.5009566237878724,0.0329860634507445,no_data,1,no_data,1,no_data,0.0,no_data,A4B4C9,3,3,1,"[3.0, 5.0, 7.0]","[3.0, 4.0, 7.0]",5.0,3.0,7.0,4.666666666666667,3.0,7.0,2.0,2.0,2.0,1.3333333333333333,1,2,"Se2.50+, O2-","Nonmetals, Transition Metals",GGA,Hg-O-Se,0.022905155,-0.613172615588232,2.2942,3,Monoclinic,2/m,P2_1/c,oxide,,,Hg,,,,"H, O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.526287402796025
mp-605347,HgTe(H2O3)2,2.0467356288615384,-0.0199520595038434,Linear,1,4a,1,[0.08375291780025601],0.0,0.08375291780025601,ABC4D6,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,H-Hg-O-Te,0.040393801041667,-1.187935049305556,2.2256,4,Orthorhombic,mm2,Pna2_1,oxide,,,Hg,,,Te,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.046691524818276
mp-616597,ReHgO4,1.4386572102997337,0.7534420587922688,Square pyramid,1,4e,1,[4.330970512166019],0.0,4.330970512166019,ABC4,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2,2,"Hg+, O2-","Nonmetals, Transition Metals",r2SCAN,Hg-O-Re,0.0,-1.757885774583333,2.6963,3,Monoclinic,2/m,P2_1/c,oxide,,,"Re, Hg",,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.625604124350103
mp-642625,Hg12SbBr(ClO3)2,2.115617216994032,0.526229047686522,"Single neighbor, Triangular non-coplanar, Angular",3,3d,1,"[8.663864504977653, 7.311631479088048, 9.346871780863006, 7.7461498493818155, 0.0, 12.745950589518, 7.293316505875502, 8.359348190624583, 0.0, 12.991989028661385, 15.022959453188983, 8.409758416819663]",0.833,8.15765331658322,ABC2D6E12,3,6,1,"[1.0, 3.0, 2.0, 3.0, 4.0, 5.0]","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",3.0,1.0,5.0,1.3333333333333333,1.0,2.0,1.0,1.0,1.0,2.6666666666666665,1,4,"Hg+, Br-, Cl-, O2-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Br-Cl-Hg-O-Sb,0.032591359166664,-0.700052800984852,0.0,5,Trigonal,3,P3,chlorate,,,Hg,,,"B, Sb","H, C, O, S","Cl, Br",,,,"B $\in$ [0.5, 1]",Positive B,2.3870809128089205
mp-667291,ReHg2O5,2.040953524374811,0.406152605332076,"See-saw, Square pyramid, Octahedron",3,"1a, 2i, 1e",3,"[4.999645469834561, 4.020652628629715, 5.23449452053804, 3.569882281601884, 1.963588438412697]",0.2,3.957652667803379,AB2C5,3,4,2,"[2.0, 6.0, 5.0, 6.0]","[1.0, 5.0, 5.0, 6.0]",4.75,2.0,6.0,4.25,1.0,6.0,1.5,1.0,2.0,1.5,1,2,"Hg+, O2-","Nonmetals, Transition Metals",r2SCAN,Hg-O-Re,0.0,-1.504287073750005,1.4261,3,Triclinic,-1,P-1,oxide,,,"Re, Hg",,,,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5658665870061244
mp-754598,Hg3SeO6,2.097246031071799,0.394074735568081,"Face-capped octahedron, Square pyramid, Trigonal prism",3,3a,1,"[5.693618111796932, 6.034048202085223, 4.885599700813091]",0.667,5.537755338231748,AB3C6,3,3,1,"[2.0, 6.0, 7.0]","[2.0, 6.0, 7.0]",5.0,2.0,7.0,5.0,2.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Hg-O-Se,0.0,-0.542164353156249,0.4367,3,Trigonal,3,P3_1,oxide,,,Hg,,,,"H, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4442458848995687
mp-756040,Gd2HgO4,0.9666062031949187,2.028383731612501,Linear,1,2i,1,[0.038215578918927004],0.0,0.038215578918927004,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Hg-O,0.0,-2.8157431303571423,1.9856,3,Monoclinic,2/m,C2/m,oxide,,,Hg,,,,"H, O",,,Gd,,B > 1,Positive B,2.4143917556768715
mp-756103,Y2HgO4,1.048964281820762,1.872938200095844,See-saw,1,2i,1,[6.059992376727837],1.0,6.059992376727837,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Hg-O-Y,0.0,-2.903836573928574,2.1403,3,Monoclinic,2/m,C2/m,oxide,,,"Y, Hg",,,,"H, O",,,,,B > 1,Positive B,2.385971070867776
mp-759925,Zn2Hg2H2Se2O11,2.1592890996357443,0.1951488181831187,"See-saw, Octahedron",2,4d,1,"[4.655981908727553, 9.469712492963636]",0.5,7.062847200845594,A2B2C2D2E11,2,2,1,"[2.0, 6.0]","[2.0, 6.0]",4.0,2.0,6.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-Hg-O-Se-Zn,0.0,-1.223978622746712,1.4608,5,Orthorhombic,mmm,Pbcm,oxide,,,"Zn, Hg",,,,"H, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4059152404840614
mp-761169,Zn2Hg2H2S2O11,2.1501515165483904,0.2034634689770708,"Linear, Octahedron",2,4d,1,"[4.263045165660696, 0.004878181378362]",0.0,2.133961673519529,A2B2C2D2E11,2,2,1,"[2.0, 6.0]","[2.0, 6.0]",4.0,2.0,6.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-Hg-O-S-Zn,0.0,-1.553147063684211,2.2221,5,Orthorhombic,mmm,Pbcm,oxide,,,"Zn, Hg",,,,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4147240867429125
mp-772206,Hg2W2O7,2.038964183429264,0.7487583577516126,Angular,1,2i,1,"[3.829080369632523, 5.138343204857963]",0.5,4.483711787245243,A2B2C7,1,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Hg-O-W,0.00864713284091,-1.709974171818181,2.2891999999999992,3,Triclinic,-1,P-1,oxide,,,"W, Hg",,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.4427280077897695
mp-774407,Hg2W2O7,2.0741367426008503,0.7515963602251317,"Triangular non-coplanar, Angular",2,4f,1,"[5.240587425170661, 7.268903871250688]",1.0,6.254745648210674,A2B2C7,2,2,1,"[1.0, 2.0]","[1.0, 2.0]",1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Hg-O-W,0.008860957386364,-1.7097603472727272,2.1528,3,Monoclinic,2/m,C2/c,oxide,,,"W, Hg",,,,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.450962677681052
mp-779287,La2HgO4,0.7236081008877853,2.487595081600209,Linear,1,2i,1,[0.023768622197575],0.0,0.023768622197575,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Hg-La-O,0.0,-2.8450265253571443,2.254099999999999,3,Monoclinic,2/m,C2/m,oxide,,,Hg,,,,"H, O",,,La,,B > 1,Positive B,2.4992792077300052
mp-8975,Hg3(AsO4)2,1.4803208218593882,0.995658672033955,"Square pyramid, Square-face capped trigonal prism",2,4e,1,"[3.2531235537211822, 3.084918362435405, 4.459850626714935]",0.0,3.5992975142905075,A2B3C8,2,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,As-Hg-O,0.0,-0.932607316730768,1.0974,3,Monoclinic,2/m,P2_1/c,oxide,,,Hg,,,As,"H, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.452384357189832
mp-997000,AgHgO2,2.3655887706625203,0.0599600079275171,Square plane,1,"1c, 1b",2,"[3.255608268158839, 3.576119166530604]",0.0,3.4158637173447213,ABC2,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Nonmetals, Transition Metals",GGA,Ag-Hg-O,0.030465306875,-0.508349317291668,0.0,3,Triclinic,-1,P-1,oxide,,,"Ag, Hg",,,,"H, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.409098841421268
