material_id,chem_formula,R$_0$,B,Ce_chemenv,num_Ce_chemenvs,Ce_wyckoff,num_Ce_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ce_sites,num_CN_env,num_charge_states,CeX_coordn,CeO_coordn,mean_coordn_Ce-X,min_coordn_Ce-X,max_coordn_Ce-X,mean_coordn_Ce-O,min_coordn_Ce-O,max_coordn_Ce-O,mean_Ce_charge,min_Ce_charge,max_Ce_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CeO_BondL
mp-1227158,CeTa7O19,2.0409464898719203,0.4809481773749143,Bicapped octahedron (opposed cap faces),1,2a,1,[4.165256624920258],0.0,4.165256624920258,AB7C19,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Ta,0.017397374537038,-3.3994410878271597,0.053499999999999,3,Hexagonal,622,P6_322,oxide,,,Ta,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5234196501293407
mp-1227464,CaCe3V4O16,2.372007643992445,0.0823828344546725,Dodecahedron with triangular faces - p2345 plane normalized,1,"2g, 1a",2,"[0.08310464877276001, 0.069572512844012]",0.0,0.07633858080838601,AB3C4D16,1,2,2,"[8.0, 8.0]","[8.0, 8.0]",8.0,8.0,8.0,8.0,8.0,8.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Ce-O-V,0.016943627916658,-3.109792424999999,0.0,4,Tetragonal,-42m,P-4m2,oxide,,Ca,V,,,,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.438338513515532
mp-1227542,Ce7Ti4(Se2O)6,2.2110839107679374,0.2353372427768508,"Square antiprism, Square-face capped trigonal prism, Tricapped triangular prism (three square-face caps)",3,1a,1,"[1.852802014805659, 1.740515232033464, 1.757069330496, 1.9122485345734432, 1.586110289077228, 1.616564125334155, 1.842864511082261]",0.0,1.7583105767717444,A4B6C7D12,3,3,1,"[8.0, 9.0, 7.0]","[3.0, 3.0, 0]",8.0,7.0,9.0,3.0,0.0,3.0,3.0,3.0,3.0,1.6666666666666667,1,2,"Se2-, O2-","Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Se-Ti,0.0,-2.500462030395114,0.0,4,Monoclinic,m,Cm,oxide,,,Ti,,,,"C, O, S, Se",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3924573782168896
mp-1227560,Ce4Ga2S5O4,2.359829385699532,-0.0186258171471217,Square-face bicapped trigonal prism,1,1a,1,"[2.300127798963975, 1.826973305606478, 2.358347856707313, 1.9769623124063551]",0.0,2.1156028184210305,A2B4C4D5,1,2,1,"[7.0, 8.0]","[4.0, 4.0]",7.5,7.0,8.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals, Post-Transition Metals",GGA,Ce-Ga-O-S,0.042321238666668,-2.604115235166665,0.030599999999999,4,Triclinic,1,P1,oxide,,,,,Ga,,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3415828118133204
mp-1227635,CeBi2(Rh2O5)3,2.3018763294660167,0.0680927041813309,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,"2c, 1a",2,"[6.320230020333671, 6.686706729460246, 6.308981859387283]",1.0,6.438639536393733,AB2C6D15,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Ce-O-Rh,0.014524331979171,-1.372933771145819,0.0,4,Monoclinic,m,Pm,oxide,,,Rh,,Bi,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3764990184369243
mp-1227785,CeNb3O9,2.6648822502197667,-0.0014037829499091,Diminished icosahedron,1,2i,1,"[5.080923233775469, 5.939785272616031]",1.0,5.51035425319575,AB3C9,1,2,1,"[10.0, 11.0]","[10.0, 11.0]",10.5,10.0,11.0,10.5,10.0,11.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Nb-O,0.021436943384614,-3.219917170384616,0.0,3,Triclinic,-1,P-1,oxide,,,Nb,,,,"C, N, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.627438147630847
mp-1227866,Ce3Se2NO,2.3381177816359724,0.0373207659438526,"Square pyramid, Octahedron, Trigonal prism, Pentagonal pyramid",4,1a,1,"[4.052463727717697, 4.465882776037844, 9.319624525793976, 8.708382240372456, 8.66716257378567, 8.728491960159399, 1.49041033155983, 1.363391584690636, 1.396174881262753]",0.444,5.354664955708918,ABC2D3,4,7,1,"[7.0, 6.0, 6.0, 7.0, 6.0, 6.0, 8.0]","[4.0, 0, 2.0, 2.0, 1.0, 0, 3.0]",6.571428571428571,6.0,8.0,2.4,0.0,4.0,3.0,3.0,3.0,2.4285714285714284,2,3,"N3-, Se2-, O2-","Lanthanides, Nonmetals",GGA,Ce-N-O-Se,0.0,-2.474563706383927,0.0,4,Monoclinic,m,Cm,oxide,,,,,,,"C, N, O, S, Se",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.366813740064101
mp-1228307,Ba4Ce2In2O11,2.2826496856933027,-0.0626858974929473,Octahedron,1,2c,1,[0.149967424106507],0.0,0.149967424106507,A2B2C4D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Ce-In-O,0.016032554473681,-3.020804003070175,2.0237,4,Monoclinic,m,Pm,oxide,,Ba,,,In,B,"C, O",I,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.257140730223957
mp-1228410,Ce4Si4N6O5,1.918726158273246,0.7008265127190256,"Square-face capped trigonal prism, Pentagonal bipyramid",2,"4a, 12b",2,"[3.728354139969627, 10.850962913940329]",0.5,7.289658526954978,A4B4C5D6,2,1,1,[7.0],[4.0],7.0,7.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"N3-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Ce-N-O-Si,0.025758318155901,-2.402815457105263,0.073799999999999,4,Cubic,23,P2_13,oxide,,,,,,Si,"C, N, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.541584113139968
mp-1228442,Ba5Ce4ZrO15,2.2867062561089155,-0.0572360498568231,Octahedron,1,"1d, 2i, 1b",3,"[0.030037277601614003, 0.055883748534375007, 0.11002042441203401, 0.045816649136124, 0.028982002188518003]",0.0,0.054148020374533,AB4C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ce-O-Zr,0.008507065000008,-3.5912104756,2.2572,4,Monoclinic,2/m,C2/m,oxide,,Ba,Zr,,,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2621966797617468
mp-1228741,Ba5Ce4ZrO15,2.22698110797078,0.0687242470597682,Octahedron,1,"1b, 2i, 1e",3,"[0.077748310324975, 0.023425357021652, 0.017000003029816, 0.023271553216162002, 0.020859822173846]",0.0,0.0324610091532902,AB4C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ce-O-Zr,0.009851094000008,-3.5898664466,1.8941999999999992,4,Triclinic,-1,P-1,oxide,,Ba,Zr,,,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2549089126081543
mp-1228865,Ba10Ce(Bi3O10)3,2.270423457871585,-0.0246340365519135,Octahedron,1,1a,1,[0.024188240456085003],0.0,0.024188240456085003,AB9C10D30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ce-O,0.0,-2.3700704958,0.0,4,Triclinic,-1,P-1,oxide,,Ba,,,Bi,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.253223395199434
mp-1229035,Ba2Ce2Ti2Fe(Si4O13)2,2.289926203074164,0.245006489160751,Square-face capped trigonal prism,1,2c,1,[1.620859455813985],0.0,1.620859455813985,AB2C2D2E8F26,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ce-Fe-O-Si-Ti,0.025105135447153,-3.340461791382114,0.219,6,Monoclinic,2,C2,oxide,,Ba,"Ti, Fe",,,"B, Si","C, O, S",F,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.491092001089835
mp-1229095,Ba2CaCeGd2Ti2(CuO7)2,2.076467546678012,0.4513995616708685,Cube,1,1a,1,[0.08218819141538701],0.0,0.08218819141538701,ABC2D2E2F2G14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-Ce-Cu-Gd-O-Ti,0.037378127465277,-3.159962158611109,0.0,7,Tetragonal,4mm,P4mm,oxide,,"Ca, Ba","Ti, Cu",,,B,"C, O",,,"Ce, Gd",,"B $\in$ [0.1, 0.5]",Positive B,2.404631631229838
mp-1229253,CaCe4Si3O13,2.0949863495575647,0.4665782164752395,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2,2a,1,"[3.1216636047254562, 2.043798336661015, 2.082247235654594, 2.074924439610295]",0.0,2.3306584041628398,AB3C4D13,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ca-Ce-O-Si,0.0,-3.615002708809524,0.1608,4,Hexagonal,6,P6_3,oxide,,Ca,,,,Si,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.532729033965119
mp-1229323,Ce3SiCl5O4,1.777942790703595,0.8291992133999351,"Square-face bicapped trigonal prism, Square-face monocapped antiprism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",3,4a,1,"[4.053549509163019, 1.898276135423397, 6.060730680869322]",0.333,4.004185441818579,AB3C4D5,3,2,1,"[9.0, 10.0]","[3.0, 3.0]",9.5,9.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ce-Cl-O-Si,0.041140965705128,-3.118285181346153,0.033199999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,,,,,Si,"C, O, S",Cl,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.452584976339531
mp-1516655,BaCeEuHfO6,2.2522408970389223,0.1649471502645036,Octahedron,1,4f,1,[0.053734735967473],0.0,0.053734735967473,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ce-Eu-Hf-O,0.0,-3.8427719149999993,0.0,5,Orthorhombic,mmm,Pnnn,oxide,,Ba,Hf,,,B,"H, C, O",,,"Ce, Eu",,"B $\in$ [0.1, 0.5]",Positive B,2.3196048336822512
mp-1516784,Sr2CeBiO6,2.28788554950546,-0.0480195685051588,Octahedron,1,2b,1,[0.055009687458818006],0.0,0.055009687458818006,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ce-O-Sr,0.027068305499987,-2.71632112849999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,,,Bi,B,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2545284118782263
mp-1518052,BaSrCeSnO6,2.113583749965404,0.3151966313015304,Octahedron,1,4u,1,[0.06547270530164101],0.0,0.06547270530164101,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Ce-O-Sn-Sr,0.012225689124995,-3.11062005875,2.177999999999999,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",,,Sn,B,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.241486844781462
mp-1518216,KCaCeBiO6,2.244331633803577,-0.0138528054167359,Octahedron,1,4f,1,[0.197910370231897],0.0,0.197910370231897,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ca-Ce-K-O,0.026477674,-2.599171601474999,1.606999999999999,5,Orthorhombic,mmm,Pnnn,oxide,K,Ca,,,Bi,B,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.238687748439865
mp-1518927,BaSrCeBiO6,2.2987636785060963,-0.0414894729720138,Octahedron,1,"1d, 1g",2,"[0.24478913578885203, 0.20724414409493302]",0.0,0.22601663994189253,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ce-O-Sr,0.025237119100006,-2.903019814999999,0.1074,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",,,Bi,B,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.269944519685041
mp-1519122,BaSrCeBiO6,2.1940274023791453,0.0626506475989683,Octahedron,1,4u,1,[0.039869509568952],0.0,0.039869509568952,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ce-O-Sr,0.042988189850005,-2.88526874425,0.0,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",,,Bi,B,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2378834143194672
mp-1519230,NaSrCeBiO6,2.2156270718063467,0.0286710577757678,Octahedron,1,4e,1,[0.064581973869233],0.0,0.064581973869233,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ce-Na-O-Sr,0.040514371681817,-2.58245325113793,1.730299999999999,5,Orthorhombic,mmm,Pnnn,oxide,Na,Sr,,,Bi,B,"C, N, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2272853404138853
mp-1519525,BaNaCeBiO6,2.165809328060836,0.1744638799217988,Octahedron,1,4e,1,[0.04417090937891],0.0,0.04417090937891,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ce-Na-O,0.033647477874999,-2.579513456887931,1.5674,5,Orthorhombic,mmm,Pnnn,oxide,Na,Ba,,,Bi,B,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.2367546788071055
mp-1519537,BaSrCe2O6,2.313467901385931,-0.1028351840844042,Octahedron,1,"2c, 2b",2,"[0.05185686274883201, 0.08103543972006201]",0.0,0.06644615123444701,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Ce-O-Sr,0.015708765999995,-3.590532670999999,2.179699999999999,4,Monoclinic,2/m,P2_1/m,oxide,,"Sr, Ba",,,,B,"C, O, S",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.2716840796645186
mp-1520946,BaNaCeSbO6,2.2361306600738686,-0.0101406008430051,Octahedron,1,4e,1,[0.019270468526738003],0.0,0.019270468526738003,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Ce-Na-O-Sb,0.033507397222217,-2.819125720637932,1.879499999999999,5,Orthorhombic,mmm,Pnnn,oxide,Na,Ba,,,,"B, Sb","C, N, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.23202015038497
mp-1521105,BaSrCeZrO6,2.2170271547448808,0.111573071146991,Octahedron,1,"1c, 1f",2,"[0.05942955830588, 0.047547662629455006]",0.0,0.05348861046766751,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ce-O-Sr-Zr,0.028261073999999,-3.602682332,2.2322,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",Zr,,,B,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.26232131003655
mp-1521886,BaCe2EuO6,2.305771267536932,-0.0569688992779051,Octahedron,1,4c,1,[0.151006289048279],0.0,0.151006289048279,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Ce-Eu-O,0.027822664099998,-3.594417544,0.236399999999999,4,Orthorhombic,mm2,Pmc2_1,oxide,,Ba,,,,B,"C, O",,,"Ce, Eu",,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.278942410151996
mp-1522444,BaSrCeHfO6,2.1305044013578605,0.3193644378903363,Octahedron,1,4u,1,[0.07371375464021501],0.0,0.07371375464021501,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ce-Hf-O-Sr,0.037200514749999,-3.66747987125,2.127,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",Hf,,,B,"H, C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.2600996371070265
mp-1522455,BaSrCeHfO6,2.2221958818538106,0.1116604428064258,Octahedron,1,"1c, 1f",2,"[0.06058077932222201, 0.051304512717663]",0.0,0.055942646019942505,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ce-Hf-O-Sr,0.032911531999999,-3.671768853999999,2.1941,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",Hf,,,B,"H, C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.267524582120876
mp-1523185,KSrCeBiO6,2.212393789576918,0.0473475118477055,Octahedron,1,4f,1,[0.15947649985848],0.0,0.15947649985848,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ce-K-O-Sr,0.002501904399999,-2.602906440974999,1.6021,5,Orthorhombic,mmm,Pnnn,oxide,K,Sr,,,Bi,B,"C, O, S",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.23161177688497
mp-15743,Sr2CeO4,1.8263452391517287,1.1093223100059435,Octahedron,1,2a,1,[1.024848218218663],0.0,1.024848218218663,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals",r2SCAN,Ce-O-Sr,0.0,-3.35056108142857,2.2243,3,Orthorhombic,mmm,Pbam,oxide,,Sr,,,,,"C, O, S",,,Ce,,B > 1,Positive B,2.2778688235142006
mp-17189,K3Ce(PO4)2,2.84267347386786,-0.3898405696556478,Square-face capped trigonal prism,1,2e,1,[1.6507388867248212],0.0,1.6507388867248212,AB2C3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-K-O-P,0.0,-2.949903627216836,0.0495,4,Monoclinic,2/m,P2_1/m,phosphate,K,,,,,,"C, O, P",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.495644660129957
mp-18769,CeVO3,1.590668008264068,1.033870115605763,Square-face bicapped trigonal prism,1,4c,1,[2.045200905898808],0.0,2.045200905898808,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-O-V,0.004009321799998,-3.225797496499999,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,V,,,,"C, O",,,Ce,,B > 1,Positive B,2.5164830808846848
mp-19976,Ce4S3O4,2.1688741847513184,0.2780417331094607,"Square antiprism, Face-capped octahedron",2,"4g, 4h",2,"[1.734933580882459, 2.174478204391928]",0.0,1.9547058926371936,A3B4C4,2,2,2,"[8.0, 7.0]","[3.0, 4.0]",7.5,7.0,8.0,3.5,3.0,4.0,3.5,3.0,4.0,2.0,2,2,"S2-, O2-","Lanthanides, Nonmetals",r2SCAN,Ce-O-S,0.0,-3.280671736590909,0.0,3,Orthorhombic,mmm,Pbam,oxide,,,,,,,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3178891207942183
mp-20376,Ce(BO2)3,2.231685279389681,0.3460223009952357,Square-face bicapped square antiprism,1,2e,1,[5.8496176881860285],1.0,5.8496176881860285,AB3C6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-O,0.03179395775,-2.941938965999999,0.038999999999999,3,Monoclinic,2/m,C2/c,metaborate,,,,,,B,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.6139248193844535
mp-21520,NaCeP2O7,0.8601581775547201,1.6223920088666168,Square-face capped square prism,1,4c,1,[5.255654299886962],1.0,5.255654299886962,ABC2D7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-Na-O-P,0.01597030863635,-3.058782293469546,0.0,4,Orthorhombic,mmm,Pnma,oxide,Na,,,,,,"C, N, O, P",,,Ce,,B > 1,Positive B,2.6027047152801805
mp-21542,K2CeTa5O15,2.266042568928178,0.2992675384933687,Cuboctahedron,1,2a,1,[0.099291897745789],0.0,0.099291897745789,AB2C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-K-O-Ta,0.0,-3.34321049287681,0.0481,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Ta,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.6827375770263573
mp-21546,K2CeNb5O15,2.149084363420603,0.3795159333359236,Cuboctahedron,1,2a,1,[0.13289342291206502],0.0,0.13289342291206502,AB2C5D15,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-K-Nb-O,0.003409923731881,-3.085411991065217,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Nb,,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.6775154870438533
mp-21667,CeZn(BO2)5,2.003924422225012,0.5005071069939353,Square-face bicapped square antiprism,1,4e,1,[4.413887739547201],0.0,4.413887739547201,ABC5D10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Ce-O-Zn,0.020270162573556,-2.895303922843137,0.487499999999999,4,Monoclinic,2/m,P2_1/c,metaborate,,,Zn,,,B,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.608594566865622
mp-22074,CeTaO4,3.7913752683241695,-1.1377333609437414,Cube,1,4e,1,[4.744403140071574],0.0,4.744403140071574,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-O-Ta,0.0,-3.662802120805553,0.0,3,Monoclinic,2/m,P2_1/c,oxide,,,Ta,,,,"C, O",,,Ce,,B < -1,Negative B,2.51590471245121
mp-22225,CeSiBO5,2.337971971300345,0.2443901288120823,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,3a,1,[4.329884997152193],0.0,4.329884997152193,ABCD5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Ce-O-Si,0.0,-3.367056123020832,0.157499999999999,4,Trigonal,3,P3_1,oxide,,,,,,"B, Si","C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5681570758664525
