material_id,chem_formula,R$_0$,B,Ce_chemenv,num_Ce_chemenvs,Ce_wyckoff,num_Ce_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ce_sites,num_CN_env,num_charge_states,CeX_coordn,CeO_coordn,mean_coordn_Ce-X,min_coordn_Ce-X,max_coordn_Ce-X,mean_coordn_Ce-O,min_coordn_Ce-O,max_coordn_Ce-O,mean_Ce_charge,min_Ce_charge,max_Ce_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CeO_BondL
mp-559451,BaCeC2O6F,2.7170851582120568e-05,2.4117442167912846,Square-face monocapped antiprism,1,6f,1,[3.324429918086394],0.0,3.324429918086394,ABCD2E6,1,1,1,[9.0],[6.0],9.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-C-Ce-F-O,0.013439323939408,-2.865715823636363,0.319099999999999,5,Trigonal,-3m,P-3c1,fluoride,,Ba,,,,B,"C, O",F,,Ce,,B > 1,Positive B,2.5280389586172594
mp-559828,Ce2Mo4O15,2.144739727740443,0.3560202809896534,"Square antiprism, Square-face capped trigonal prism",2,2i,1,"[3.098984150712677, 2.555086694451348]",0.0,2.8270354225820125,A2B4C15,2,2,2,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.5,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Mo-O,0.02167487146257,-2.489722987142856,0.055899999999999,3,Triclinic,-1,P-1,oxide,,,Mo,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.439225016280342
mp-560000,Ce2Ti2SiO9,2.088969190945178,0.4532873228087212,Square-face bicapped trigonal prism,1,2i,1,"[4.054955476394003, 4.796822399240446]",0.0,4.425888937817224,AB2C2D9,1,2,1,"[10.0, 7.0]","[10.0, 7.0]",8.5,7.0,10.0,8.5,7.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ce-O-Si-Ti,0.0,-3.603050980476188,0.0,4,Monoclinic,2/m,C2/m,oxide,,,Ti,,,Si,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5916740913163325
mp-560230,CeAg6(NO3)9,2.4718820952028784,0.1213469103276823,Icosahedron,1,2b,1,[1.6364498003048111],0.0,1.6364498003048111,AB6C9D27,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ag-Ce-N-O,0.0,-0.919411303953487,2.2186,4,Trigonal,-3m,R-3c,nitrate,,,Ag,,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.641356358826421
mp-560329,Ce2Zr2O7,1.8408628368834024,0.6998147183369163,Cube,1,"1d, 2e, 1b",3,"[1.747144056749828, 1.749928655397552, 1.750600171931788]",0.0,1.7492242946930558,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-O-Zr,0.0,-3.8098164022727294,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Zr,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5388217268108004
mp-560528,K2Ce(PO4)2,1.983777001282587,0.5346434501463675,Dodecahedron with triangular faces - p2345 plane normalized,1,2b,1,[0.649250528386597],0.0,0.649250528386597,AB2C2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",SCAN,Ce-K-O-P,0.003298924230769,-3.011579851829669,1.441399999999999,4,Tetragonal,4/mmm,I4_1/amd,phosphate,K,,,,,,"C, O, P",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.371617692490492
mp-561049,NaCe(PO3)4,2.168145932839983,0.3424842155027174,Square antiprism,1,4e,1,[0.714460868257006],0.0,0.714460868257006,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-Na-O-P,0.005632314351864,-2.875321853052819,0.3187,4,Monoclinic,2/m,P2_1/c,phosphite,Na,,,,,,"C, N, O, P",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.506049121634945
mp-561127,K2Ce(NO3)6,2.3215574538233943,0.1832799048339483,Icosahedron,1,2a,1,[1.504550306449931],0.0,1.504550306449931,AB2C6D18,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",SCAN,Ce-K-N-O,0.001338788271601,-1.382420655722223,1.5001,4,Monoclinic,2/m,P2_1/c,nitrate,K,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.523099629654991
mp-561145,Sr3CePC3O13,2.210897741579797,0.3040989525831902,Bicapped square prism (adjacent faces),1,1a,1,[8.250129379238185],1.0,8.250129379238185,ABC3D3E13,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals",GGA,C-Ce-O-P-Sr,0.01613547103175,-2.892712746768708,0.053999999999999,5,Trigonal,3m,R3m,oxide,,Sr,,,,,"C, O, P, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.6067409260055636
mp-561149,Ce2O3,2.0299256639965355,0.5667020435312906,"Square-face capped trigonal prism, Octahedron",2,2i,1,"[2.132640522874872, 2.541861805221391, 1.6661081719847601]",0.0,2.113536833360341,A2B3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",SCAN,Ce-O,0.041735419916669,-3.659098087333328,0.0,2,Monoclinic,2/m,C2/m,oxide,,,,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.4618893816419405
mp-561448,Na4Ce(As2O7)2,2.461159179393331,-0.098990416303863,Square antiprism,1,4c,1,[0.423687463371959],0.0,0.423687463371959,AB4C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,As-Ce-Na-O,0.0,-2.163519586435531,1.5424,4,Tetragonal,4/mmm,P4/ncc,oxide,Na,,,,,As,"C, N, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3916026278853417
mp-561726,Ce4Si2S3O7,2.343606913956885,0.1789714334390053,"Trigonal prism, Tricapped triangular prism (three square-face caps)",2,"8g, 8h",2,"[1.7248088531546522, 1.1749093792884]",0.0,1.4498591162215262,A2B3C4D7,2,2,1,"[9.0, 6.0]","[6.0, 3.0]",7.5,6.0,9.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Ce-O-S-Si,0.021492168645831,-3.176626034531249,0.0,4,Tetragonal,4/mmm,I4_1/amd,oxide,,,,,,Si,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5372303093116204
mp-581090,Ba3Ce2C5O15F2,1.6084364738844836,0.8293791740918076,Bicapped square prism (adjacent faces),1,2i,1,"[7.867988207616179, 7.980993252640101]",1.0,7.92449073012814,A2B2C3D5E15,1,1,1,[10.0],[9.0],10.0,10.0,10.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-C-Ce-F-O,0.000305042716012,-2.843264898425925,0.3173,5,Monoclinic,2/m,C2/m,fluoride,,Ba,,,,B,"C, O",F,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.6276547996989716
mp-582774,Ce4MnSe6O,2.7157409572578137,-0.524245186104436,"Tetrahedron, Square-face bicapped trigonal prism",2,"6c, 2b",2,"[3.451810335103559, 1.257856450492685]",0.0,2.354833392798122,ABC4D6,2,2,1,"[7.0, 8.0]","[1.0, 1.0]",7.5,7.0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2,2,"Se2-, O2-","Lanthanides, Nonmetals, Transition Metals",GGA_U,Ce-Mn-O-Se,0.0,-2.144235629332792,0.0,4,Hexagonal,6mm,P6_3mc,oxide,,,Mn,,,,"C, O, S, Se",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.351776487643848
mp-582983,Ce2Si2O7,2.174107121044864,0.3947055221061994,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized, Square-face bicapped square antiprism",3,4a,1,"[4.418503420544685, 2.804685429698951, 3.634874170972256, 3.629095872543798, 4.461473682383567, 4.223767028259385]",0.0,3.862066600733774,A2B2C7,3,4,1,"[10.0, 6.0, 8.0, 9.0]","[10.0, 6.0, 8.0, 9.0]",8.25,6.0,10.0,8.25,6.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Ce-O-Si,0.034442322954552,-3.529373961363638,0.0,3,Orthorhombic,mm2,Pca2_1,oxide,,,,,,Si,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5969949972728754
mp-5843,Ce(PO3)3,1.8601033735668016,0.7159720219058026,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[0.6239537644533211],0.0,0.6239537644533211,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Ce-O-P,0.0,-2.971486411071429,0.222799999999999,3,Orthorhombic,222,C222_1,phosphite,,,,,,,"C, O, P",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5075970591216423
mp-647391,CeP5O14,2.360581816003583,0.1299518760951281,Square antiprism,1,4h,1,[0.278501914748227],0.0,0.278501914748227,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Ce-O-P,0.009184182624999,-2.8022750832857133,0.0,3,Orthorhombic,mmm,Pmna,oxide,,,,,,,"C, O, P",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.477657090929074
mp-651710,Ce20Ti11(S22O3)2,3.646480100019844,-0.8559056669926741,"Square-face bicapped trigonal prism, Square-face monocapped antiprism",2,"8g, 4e",2,"[1.464055638248346, 0.757160945553624, 1.038389909353567, 0.16952462798084603, 1.515105551321602, 1.992268758364867, 1.6269017109120352]",0.0,1.2233438773906982,A6B11C20D44,2,5,1,"[7.0, 8.0, 8.0, 9.0, 9.0]","[0, 1.0, 0, 1.0, 0]",8.2,7.0,9.0,1.0,0.0,1.0,3.0,3.0,3.0,1.4,1,2,"S2-, O2-","Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-S-Ti,5.377256171090749e-05,-2.284409186502056,0.0,4,Orthorhombic,mmm,Pmmn,oxide,,,Ti,,,,"C, O, S",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,2.606931053200702
mp-6603,Sr2CeIrO6,2.2446020458342657,-0.0517541939461552,Octahedron,1,2b,1,[0.024137570332159002],0.0,0.024137570332159002,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-Ir-O-Sr,0.0,-2.841448410500001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ir,,,,"C, O, S",I,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2235732822027665
mp-662527,Ce2Si2O7,1.8595497521911064,0.7722115793111085,Cube,1,4e,1,"[4.13112441549105, 4.277207971983625]",0.0,4.204166193737338,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Ce-O-Si,0.0,-3.563816284318179,0.0701,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Si,"C, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.5799854370911612
mp-662583,CaCeC2O6F,0.1939423846466074,2.177646901921264,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,2i,1,"[2.151528948770407, 2.121100022491249, 2.036213948909384]",0.0,2.1029476400570135,ABCD2E6,2,1,1,[9.0],[6.0],9.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals",GGA,C-Ca-Ce-F-O,0.012597432272725,-2.867018104242423,0.2519,5,Monoclinic,2/m,C2/c,fluoride,,Ca,,,,,"C, O",F,,Ce,,B > 1,Positive B,2.5868578015826236
mp-667318,K3Ce2(NO3)9,2.5120335371442546,0.1057437166593837,Icosahedron,1,8c,1,[2.890330702730648],0.0,2.890330702730648,A2B3C9D27,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-K-N-O,0.031502096272361,-1.451355531384145,2.9865,4,Cubic,432,P4_132,nitrate,K,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.6598868070304387
mp-667353,Rb3Ce2(NO3)9,2.449516691541094,0.1576689192426411,Icosahedron,1,8c,1,[2.983911943366211],0.0,2.983911943366211,A2B3C9D27,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-N-O-Rb,0.034792310524394,-1.4548195203658532,2.9234,4,Cubic,432,P4_132,nitrate,Rb,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.6699572804382523
mp-667381,Ba3Ce2C5O15F2,1.847296667025229,0.675392447863268,no_data,1,no_data,1,no_data,0.0,no_data,A2B2C3D5E15,1,1,1,[10.0],[9.0],10.0,10.0,10.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-C-Ce-F-O,0.028266992716012,-2.815302948425926,0.2561,5,Monoclinic,2,P2,fluoride,,Ba,,,,B,"C, O",F,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.674063181431191
mp-672208,Ce2Si2O7,2.10313362220059,0.468008451036883,"Square antiprism, Square-face capped trigonal prism, Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",4,4a,1,"[4.168778875113416, 2.320996134425916, 3.5515464914608073, 2.951231289932337]",0.0,3.248138197733119,A2B2C7,4,3,1,"[7.0, 8.0, 9.0]","[7.0, 8.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Ce-O-Si,0.020456833522734,-3.543359450795454,0.0494,3,Tetragonal,4,P4_1,oxide,,,,,,Si,"C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.587367483684318
mp-673643,Ce17O32,2.246817389156294,0.1987230681109445,"Cube, Face-capped octahedron",2,"2i, 1e",2,"[0.323790878159737, 4.282468731907675, 0.17613169222240202, 4.44108164243913, 4.497100759951944, 4.461809307193276, 0.31020461519873005, 0.35620655372699805, 0.22261549934739003]",0.0,2.119045520016365,A17B32,2,3,2,"[8.0, 7.0, 8.0]","[8.0, 7.0, 8.0]",7.666666666666667,7.0,8.0,7.666666666666667,7.0,8.0,3.6666666666666665,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-O,0.000503960816327,-3.776856504489796,0.0,2,Triclinic,-1,P-1,oxide,,,,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3954749663281927
mp-676287,Ce6Th4O19,2.370070641598902,0.0192030592351068,"Cube, Face-capped octahedron",2,"2b, 1a",2,"[4.806923389252225, 4.8639776571647335, 0.246062395076237, 4.78274271820922]",0.0,3.674926539925604,A4B6C19,2,3,2,"[7.0, 7.0, 8.0]","[7.0, 7.0, 8.0]",7.333333333333333,7.0,8.0,7.333333333333333,7.0,8.0,3.6666666666666665,3.0,4.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",GGA,Ce-O-Th,0.0,-4.231695849827586,0.102799999999999,3,Monoclinic,m,Cm,oxide,,,,,,,"C, O",,,Ce,Th,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.378699233914228
mp-677082,Ce4Si4N7ClO3,2.007285995507272,0.4963199429758576,"End-trigonal-face capped trigonal prism, Pentagonal bipyramid",2,4a,1,"[3.512158137585629, 7.188474679303241, 3.391365571720643, 3.641907878134324]",0.25,4.433476566685959,AB3C4D4E7,2,2,1,"[7.0, 7.0]","[2.0, 3.0]",7.0,7.0,7.0,2.5,2.0,3.0,3.0,3.0,3.0,3.0,3,3,"Cl-, N3-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ce-Cl-N-O-Si,0.027596794294241,-2.128699409605262,0.111399999999999,5,Orthorhombic,222,P2_12_12_1,chlorate,,,,,,Si,"C, N, O, S",Cl,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5104967514683327
mp-684594,Ce16O27,2.291772146953611,0.1367769553199639,"Cube, Face-capped octahedron, Octahedron, Square-face capped trigonal prism, Trigonal prism",5,1a,1,"[6.373033133271801, 0.6468338538704781, 2.698200933246984, 3.771242430953404, 4.579989809139614, 6.696814424981648, 4.23458158540263, 6.185981313884938, 6.819636797008237, 4.552794218285172, 3.658036332164665, 0.157496539481973, 3.620912558027474, 3.971635601704199, 4.199208676309315, 6.817718605710267, 4.20654420349388, 4.055417885982418, 4.480675603764739, 4.243935279504728, 4.330785365494112, 3.673554212012283, 2.701859002796348, 6.999996899555823, 4.241082250815429, 4.4531003125896245, 4.232386559613867, 4.56095606253384, 5.125494088365008, 2.6423498956725293, 6.8961143006787555, 4.129285528796825]",0.25,4.373676695784782,A16B27,5,5,2,"[6.0, 7.0, 8.0, 6.0, 7.0]","[6.0, 7.0, 8.0, 6.0, 7.0]",6.8,6.0,8.0,6.8,6.0,8.0,3.4,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-O,0.010640885494183,-3.774073766046515,0.000299999999999,2,Triclinic,1,P1,oxide,,,,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3871422510465923
mp-684627,Ce13O24,2.2207399172068736,0.2254031537404804,"Cube, Face-capped octahedron, Square-face capped trigonal prism",3,1a,1,"[4.939902940250131, 4.652463140502213, 0.37474026884561, 4.832115948620462, 0.322334320339526, 4.47795676928706, 4.962583648621263, 4.125423310833921, 0.39843131081548805, 0.40923556857652904, 4.567021809561236, 0.43067282028436404, 4.76403477437687]",0.0,3.0197628177626674,A13B24,3,3,2,"[8.0, 7.0, 8.0]","[8.0, 7.0, 8.0]",7.666666666666667,7.0,8.0,7.666666666666667,7.0,8.0,3.6666666666666665,3.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-O,0.004598331621622,-3.78015070081081,0.0,2,Triclinic,1,P1,oxide,,,,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.3950209031724947
mp-6850,Ba2CeC3O9F,1.5137712311459155,0.916482947415241,Bicapped square prism (adjacent faces),1,2e,1,[7.989173300123467],1.0,7.989173300123467,ABC2D3E9,1,1,1,[10.0],[9.0],10.0,10.0,10.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-C-Ce-F-O,0.0,-2.8191051117187502,0.0766,5,Monoclinic,2/m,P2_1/m,fluoride,,Ba,,,,B,"C, O",F,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.6355507382307914
mp-691045,Na5Ce3Ti6Nb2O24,1.7762325816269495,1.2830878768951373,Diminished icosahedron,1,"1a, 1b",2,"[6.6659281139729565, 6.7718478859436875, 6.7783355346229115]",1.0,6.738703844846519,A2B3C5D6E24,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-Na-Nb-O-Ti,0.016351449987498,-3.251111811172413,0.0,5,Monoclinic,m,Pm,oxide,Na,,"Ti, Nb",,,,"C, N, O",,,Ce,,B > 1,Positive B,2.437683273498855
mp-694972,Ce10Si10BrN17O9,2.232732672322625,0.3119025356630091,"Bicapped octahedron (cap faces with one atom in common), End-trigonal-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid",4,1a,1,"[3.95728360753961, 5.03709425640522, 11.014586824951937, 6.720121057519485, 4.097979078831996, 4.176721872271631, 4.010624441455636, 11.016500918791857, 4.90040317178873, 4.113674684504177, 4.125625315116688, 4.633107598790451, 10.99353222017958, 6.553424146059955, 6.604440060003871, 6.365055236170825, 6.475109992248031, 10.982242318746485, 4.734654438035378, 3.976201179407015]",0.5,6.224419120940928,AB9C10D10E17,4,8,1,"[6.0, 7.0, 8.0, 7.0, 8.0, 8.0, 7.0, 8.0]","[2.0, 3.0, 3.0, 2.0, 3.0, 2.0, 4.0, 4.0]",7.375,6.0,8.0,2.875,2.0,4.0,3.0,3.0,3.0,2.125,2,3,"Br-, N3-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Br-Ce-N-O-Si,0.024610990560935,-2.182875731914893,0.0,5,Triclinic,1,P1,oxide,,,,,,"B, Si","C, N, O, S",Br,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5789497331492615
mp-710070,K5Ce2H2S6O25,2.3768374133507435,0.1297541330258678,Square-face monocapped antiprism,1,2a,1,"[2.734318883063546, 2.624881115933026]",0.0,2.679599999498286,A2B2C5D6E25,1,2,2,"[9.0, 9.0]","[9.0, 9.0]",9.0,9.0,9.0,9.0,9.0,9.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-H-K-O-S,0.0,-2.339803983218749,0.5116,5,Monoclinic,m,Cc,oxide,K,,,,,,"H, C, O, S",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.5018188304249596
mp-721094,Na5Ca2Ce3Ti8Nb2O30,2.016965042332909,0.4775309922288019,Cuboctahedron,1,1a,1,"[0.358160354181553, 0.31104776008685703, 0.32792912675608304]",0.0,0.3323790803414977,A2B2C3D5E8F30,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Ce-Na-Nb-O-Ti,0.040694890989994,-3.286530270471264,0.0,6,Tetragonal,4mm,P4mm,oxide,Na,Ca,"Ti, Nb",,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.6845155031648225
mp-728512,Ca4Ce2TiSi4(BO6)4,2.015915225636374,0.5825390390297626,Square antiprism,1,4g,1,[1.201346718568619],0.0,1.201346718568619,AB2C4D4E4F24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Ca-Ce-O-Si-Ti,0.028375832884623,-3.357529777179488,1.2601,6,Monoclinic,2/m,P2/c,oxide,,Ca,Ti,,,"B, Si","C, O, S",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.4334898787265793
mp-752503,CeZr7O16,1.9912856138211807,0.531048326365664,Square-face capped trigonal prism,1,1a,1,[2.8308604379125653],0.0,2.8308604379125653,AB7C16,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Zr,0.023827050624998,-3.754589780416668,1.921499999999999,3,Triclinic,1,P1,oxide,,,Zr,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.293909583363767
mp-752706,CeZr11O24,2.003368269227011,0.4672853431065811,Square-face capped trigonal prism,1,1a,1,[2.497139895462148],0.0,2.497139895462148,AB11C24,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ce-O-Zr,0.021285996111112,-3.758265967361113,1.9568,3,Triclinic,1,P1,oxide,,,Zr,,,,"C, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,2.2696496389681053
mp-753088,Ce5Gd2O13,1.910189167451648,0.6787364063511816,Cube,1,1a,1,"[0.009117492916231, 0.011386835495859001, 0.010274148397423001, 0.010081408658474001, 0.212364092584842]",0.0,0.050644795610565806,A2B5C13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-Gd-O,0.034498034749994,-3.718837567374996,1.2624,3,Trigonal,3m,R3m,oxide,,,,,,,"C, O",,,"Ce, Gd",,"B $\in$ [0.5, 1]",Positive B,2.3702460319191534
mp-753355,Ce5Y2O13,1.890589685460436,0.707290847742469,Cube,1,1a,1,"[0.017633933690724, 0.015029395739462001, 0.015510191062442, 0.013604553540613, 0.23604166807746102]",0.0,0.05956394842214041,A2B5C13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ce-O-Y,0.043445481937496,-3.748754782624991,1.2857,3,Trigonal,3m,R3m,oxide,,,Y,,,,"C, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,2.3677510676086806
mp-753493,CeU5O12,1.867327873166578,0.5677845436561799,Cube,1,1d,1,[0.05747813234268501],0.0,0.05747813234268501,AB5C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",r2SCAN,Ce-O-U,0.0,-3.8070645327777752,0.0,3,Monoclinic,2/m,C2/m,oxide,,,,,,,"C, O",,,Ce,U,"B $\in$ [0.5, 1]",Positive B,2.4236278222734438
