material_id,chem_formula,R$_0$,B,N_chemenv,num_N_chemenvs,N_wyckoff,num_N_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_N_sites,num_CN_env,num_charge_states,NX_coordn,NO_coordn,mean_coordn_N-X,min_coordn_N-X,max_coordn_N-X,mean_coordn_N-O,min_coordn_N-O,max_coordn_N-O,mean_N_charge,min_N_charge,max_N_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NO_BondL
mp-557250,HgINO3,1.3086992917004772,0.0723912659822909,Trigonal plane,1,4c,1,[0.00031723293815400004],0.0,0.00031723293815400004,ABCD3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA,Hg-I-N-O,0.0,-0.7511069195833351,1.9661,4,Orthorhombic,mmm,Pnma,nitrate,,,Hg,,,,"H, N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2717501655010888
mp-557282,Rb2Ce(NO3)6,1.5917355886250768,0.6528002907296089,Trigonal plane,1,4e,1,"[0.042243989351503, 0.043796417917195005, 0.052174596413184005]",0.0,0.046071667893960666,AB2C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Ce-N-O-Rb,0.0,-1.391113083888888,1.8696,4,Monoclinic,2/m,P2_1/c,nitrate,Rb,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,1.2588154059938075
mp-557303,Ag2NClO3,1.3742859877761968,0.2024011363884364,Trigonal plane,1,4c,1,[0.001772545330604],0.0,0.001772545330604,ABC2D3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA,Ag-Cl-N-O,0.004609555714286,-0.689776284047618,1.71,4,Orthorhombic,mmm,Pnma,chlorate,,,Ag,,,,"C, N, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2709253290657052
mp-557396,Ag2INO3,0.7479200738920732,-1.0257819432645672,Trigonal plane,1,4a,1,"[0.004974756799164, 0.011849139198790002]",0.0,0.008411947998977001,ABC2D3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA,Ag-I-N-O,0.001587870178573,-0.618246061726189,1.4835,4,Orthorhombic,222,P2_12_12_1,nitrate,,,Ag,,,,"N, O",I,,,,B < -1,Negative B,1.2718587743143794
mp-557503,Cs2Ni(NO3)4,1.7393099450011982,0.918075894679508,"Trigonal plane, Octahedron",2,2i,1,"[4.286863148402704, 0.054616107808495004, 0.039764816168199005, 0.018256233134977002, 0.04818119912676801]",0.0,0.8895363009282284,AB2C4D12,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-N-Ni-O,0.0,-1.20124385891107,2.9547,4,Triclinic,-1,P-1,nitrate,Cs,,Ni,,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2707347893737533
mp-557704,TlNO3,1.447943728555406,0.3655752906252901,Trigonal plane,1,3a,1,"[0.009903459070463002, 0.009497437875291, 0.007393380324101001]",0.0,0.008931425756618335,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",SCAN,N-O-Tl,0.004367245666667,-0.983139618000001,2.8695,3,Trigonal,3,P3_1,nitrate,,,,,Tl,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2612303356522276
mp-558217,CsAg(NO3)2,1.3972198835197256,0.2516866718088833,Trigonal plane,1,2i,1,"[0.00039338407786200004, 0.005386019874694]",0.0,0.002889701976278,ABC2D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Ag-Cs-N-O,0.0,-1.060001363132184,2.6458,4,Monoclinic,2/m,C2/m,nitrate,Cs,,Ag,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.270033813694535
mp-558276,K2Er(NO3)5,1.56735807049137,0.5848161508554481,Trigonal plane,1,4e,1,"[0.06160182927634401, 0.040065883251985006, 0.055252232445201006, 0.029751075342182003, 0.046022405042849004]",0.0,0.0465386850717122,AB2C5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Er-K-N-O,0.0,-1.4715622131304351,3.4576,4,Monoclinic,2/m,P2_1/c,nitrate,K,,,,,,"N, O",,,Er,,"B $\in$ [0.5, 1]",Positive B,1.2691416146103536
mp-558548,Na3B6NO13,1.1943941865877576,-0.1303815986964745,"Cube, Square-face capped square prism, Trigonal plane, Octahedron",4,"4b, 4c, 4a",3,"[6.188710816673622, 2.835437354483553, 0.5668626338449311, 0.001708942147666]",0.25,2.398179936787443,AB3C6D13,4,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,B-N-Na-O,0.0,-2.482855807679911,3.323,4,Orthorhombic,mmm,Pnma,oxide,Na,,,,,B,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.260996208380907
mp-558886,K2Ce(NO3)6,1.6083002849455006,0.6860963169980592,Trigonal plane,1,6g,1,"[0.039045308480125, 0.044148880575811005, 0.053657546966805005]",0.0,0.045617245340913666,AB2C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",SCAN,Ce-K-N-O,0.0,-1.383759443993826,1.396799999999999,4,Trigonal,-3,P-3,nitrate,K,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,1.2583406852573613
mp-559099,K3Cu(NO3)5,1.5063683852855785,0.4651445772691397,Trigonal plane,1,4e,1,"[0.027585033686496, 0.031658614204142004, 0.030045292287884003, 0.027839589007073003, 0.0035802278137160005]",0.0,0.024141751399862205,AB3C5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-K-N-O,0.0,-1.19835477934375,0.873799999999999,4,Monoclinic,2/m,P2_1/c,nitrate,K,,Cu,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2693613583178591
mp-559129,Li3Er(NO3)6,1.390827025887369,0.2407628345660082,Trigonal plane,1,4e,1,"[0.049862791900606, 0.043922829040902, 0.039220054533201, 0.024681782816442004, 0.067738061794651, 0.029641568831761004]",0.0,0.042511181486260506,AB3C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Er-Li-N-O,0.0,-1.427085421339287,3.1214,4,Monoclinic,2/m,P2_1/c,nitrate,Li,,,,,,"N, O",,,Er,,"B $\in$ [0.1, 0.5]",Positive B,1.2686413829670518
mp-559136,CaH8(NO5)2,1.2954340793320185,0.0556200811088784,Trigonal plane,1,4e,1,"[0.025418725220297003, 0.010716549322044001]",0.0,0.0180676372711705,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",GGA,Ca-H-N-O,0.018137449523809,-1.365796425238096,3.5555,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2686797802538812
mp-559562,AgTeNO5,1.4662728652494923,0.3837019799821609,Trigonal plane,1,4c,1,[0.005552217661363001],0.0,0.005552217661363001,ABCD5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Ag-N-O-Te,0.005374480312499,-0.980687736979166,2.0214,4,Orthorhombic,mmm,Pbcn,oxide,,,Ag,,,Te,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2704241435462815
mp-559722,Hg3(NO4)2,1.4160484392652526,0.2868563624198174,Trigonal plane,1,8c,1,"[0.00261071134794, 0.001091648936017]",0.0,0.0018511801419785002,A2B3C8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Hg-N-O,0.0,-0.7589517222115401,0.8522000000000001,3,Orthorhombic,mmm,Pbca,oxide,,,Hg,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2695505033454217
mp-560068,Na3NO4,1.3815584449762972,-0.0765422439202281,"Tetrahedron, Square-face capped trigonal prism, Octahedron",3,8c,1,"[7.162151924999438, 9.251410130706681, 10.602290782857171, 0.002858087153871]",0.75,6.7546777314292905,AB3C4,3,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,N-Na-O,0.00959260078125,-1.3770575122359912,3.9126,3,Orthorhombic,mmm,Pbca,oxide,Na,,,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3986357631212036
mp-560120,Na2Pd(NO3)4,1.544344338100609,0.5376517876013637,"Trigonal plane, Pentagonal bipyramid",2,4e,1,"[3.538370606339796, 0.070792675650545, 0.071761789748556]",0.0,1.2269750239129655,AB2C4D12,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,N-Na-O-Pd,0.0,-1.091131615408349,1.7034,4,Monoclinic,2/m,P2_1/c,nitrate,Na,,Pd,,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2709166926635984
mp-560219,K4Sb2N3O9F7,1.2547845118329528,-0.030028300399752,Trigonal plane,1,"8d, 4c",2,"[0.0008520951712280001, 0.001585411197476]",0.0,0.0012187531843520002,A2B3C4D7E9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-K-N-O-Sb,0.04892591284666,-1.971257819359999,2.9897,5,Orthorhombic,mmm,Pbcn,fluoride,K,,,,,Sb,"N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.269643314847071
mp-560230,CeAg6(NO3)9,1.4510366035094378,0.3542261723247825,Trigonal plane,1,"6e, 12f",2,"[0.021622113866759003, 0.006630336701087001]",0.0,0.014126225283923002,AB6C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Ag-Ce-N-O,0.0,-0.919411303953487,2.2186,4,Trigonal,-3m,R-3c,nitrate,,,Ag,,,,"C, N, O",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,1.2703576769273655
mp-560322,K2RuN3Cl3O5,1.3578564839973832,0.269412267901192,"Single neighbor, Angular",2,2i,1,"[0.00100855990784, 0.0014573446013700002, 0.0]",0.0,0.0008219681697366667,AB2C3D3E5,2,2,2,"[2.0, 2.0]","[1.0, 2.0]",2.0,2.0,2.0,1.5,1.0,2.0,2.5,2.0,3.0,1.5,1,2,"Ru3+, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cl-K-N-O-Ru,0.025104293035714,-1.2399414192499991,2.0803,5,Triclinic,-1,P-1,oxide,K,,Ru,,,,"C, N, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2085426597058877
mp-560443,AgHg2NO5,1.3001723599518376,0.0597641107933328,Trigonal plane,1,4c,1,[0.007652369143228001],0.0,0.007652369143228001,ABC2D5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Ag-Hg-N-O,0.0,-0.680979918240742,0.5517000000000001,4,Orthorhombic,mmm,Pnma,oxide,,,"Ag, Hg",,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.270209120359433
mp-560578,RbTeNO3F4,1.317438695484864,0.094490748343152,Trigonal plane,1,1a,1,"[0.04323141300246, 0.043262014811502006, 0.031755778701105006, 0.041353459119061006]",0.0,0.039900666408532,ABCD3E4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-N-O-Rb-Te,0.0,-1.9631787174166664,3.3979,5,Triclinic,1,P1,nitrate,Rb,,,,,Te,"N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2701826825940377
mp-560716,Cs2Cr(NO3)5,1.6258566632470235,0.6944792175235004,Trigonal plane,1,"6c, 3a",2,"[0.070282424799639, 0.064105630137719, 0.098316945224221]",0.0,0.077568333387193,AB2C5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-Cs-N-O,0.0,-1.248424550984508,2.7358,4,Trigonal,32,P3_221,nitrate,Cs,,Cr,,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2715167171336428
mp-561037,K8UCr4(NO12)2,1.190912938737093,-0.152536176217974,Trigonal plane,1,2i,1,[0.00018382122207500002],0.0,0.00018382122207500002,AB2C4D8E24,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-K-N-O-U,0.0,-2.030012070205127,2.102,5,Triclinic,-1,P-1,oxide,K,,Cr,,,,"C, N, O",,,,U,"B $\in$ [-1, -0.1]",Negative B,1.268819564442578
mp-561127,K2Ce(NO3)6,1.5958419270394342,0.6625285263373808,Trigonal plane,1,4e,1,"[0.05616801432659901, 0.044475628821373, 0.040497876839835]",0.0,0.047047173329269,AB2C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",SCAN,Ce-K-N-O,0.001338788271601,-1.382420655722223,1.5001,4,Monoclinic,2/m,P2_1/c,nitrate,K,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,1.2579595919598825
mp-561222,K2HgBr2(NO6)2,1.4600115024239222,0.3744305045318571,Trigonal plane,1,4g,1,[0.0068837206992670005],0.0,0.0068837206992670005,AB2C2D2E12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Br-Hg-K-N-O,0.0,-0.926646605894738,2.0322,5,Orthorhombic,mmm,Pnnm,oxide,K,,Hg,,,B,"H, N, O",Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2690172470755845
mp-561251,Rb2Y(NO3)5,1.6385191879954129,0.7239617260984132,Trigonal plane,1,"6c, 3a",2,"[0.052096457446899, 0.045485808093323005, 0.057521285213498]",0.0,0.05170118358457334,AB2C5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,N-O-Rb-Y,0.0,-1.463058105144928,3.3354,4,Trigonal,32,P3_121,nitrate,Rb,,Y,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.270396673302836
mp-561966,Rb2U(N2O7)2,1.642854960101492,0.7339103450951693,Trigonal plane,1,4e,1,"[0.062827623750678, 0.031125569568156004]",0.0,0.046976596659417,AB2C4D14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,N-O-Rb-U,0.00683591166666,-1.634643809523809,1.792399999999999,4,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,,,"N, O",,,,U,"B $\in$ [0.5, 1]",Positive B,1.268526111253146
mp-562172,CoAg(NO3)3,1.5892223807452903,0.6408169907262993,Trigonal plane,1,4e,1,"[0.061991501254367004, 0.07244133984284201, 0.07184660048647201]",0.0,0.06875981386122701,ABC3D9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Ag-Co-N-O,0.0,-0.8487503960118931,2.480299999999999,4,Monoclinic,2/m,P2_1/c,nitrate,,,"Co, Ag",,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2623794068723315
mp-572149,Cs2Al(NO3)5,1.6349052455271438,0.7117371594078519,Trigonal plane,1,"6c, 3a",2,"[0.062094262745179006, 0.07554123579677201, 0.12331718414183901]",0.0,0.08698422756126334,AB2C5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-Cs-N-O,0.0,-1.343784596346828,2.917,4,Trigonal,32,P3_121,nitrate,Cs,,,,Al,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2716308878987976
mp-5915,TlNO3,1.503108181880289,0.4721537673035655,Trigonal plane,1,4c,1,"[0.011415684380828002, 0.007706491834505001]",0.0,0.009561088107666501,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,N-O-Tl,0.0,-0.9875068636666692,2.8457,3,Orthorhombic,mmm,Pnma,nitrate,,,,,Tl,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2617043823245815
mp-614951,RbNO3,1.4604146088227778,0.3729835071238228,Trigonal plane,1,3a,1,"[0.0018262943365390002, 0.006690495704454001, 0.0041951228545550005]",0.0,0.004237304298516,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,N-O-Rb,0.039445733111111,-1.381647608388888,3.1337,3,Trigonal,3,P3_2,nitrate,Rb,,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2699423356448762
mp-615850,Pb2Se(NO4)2,1.2707255286745167,0.000184411721855,"Trigonal plane, Angular",2,2a,1,"[0.001284085947302, 0.102233176491896]",0.0,0.051758631219599005,AB2C2D8,2,2,1,"[2.0, 3.0]","[2.0, 3.0]",2.5,2.0,3.0,2.5,2.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,N-O-Pb-Se,0.022925337788463,-1.179653022103365,2.4821,4,Orthorhombic,mm2,Pmn2_1,oxide,,,,,Pb,,"N, O, P, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2708024605457902
mp-622000,Cs3Sb2N3(O3F2)3,1.2026676025950345,-0.1390384013299123,Trigonal plane,1,"4f, 2e",2,"[0.010742924396302, 0.0025804047696090003]",0.0,0.006661664582955501,A2B3C3D6E9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,Cs-F-N-O-Sb,0.047749817853266,-1.880911729302849,3.1581,5,Monoclinic,2/m,C2/c,fluoride,Cs,,,,,Sb,"C, N, O, S",F,,,,"B $\in$ [-1, -0.1]",Negative B,1.2729235083283994
mp-625861,H7NO6,1.2955992878131368,0.0537248733479352,Trigonal plane,1,4a,1,[0.013200969170355],0.0,0.013200969170355,AB6C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.039130011428567,-1.111729195803571,3.6499,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2707693392667838
mp-625868,H7NO6,1.2938655491237472,0.0496566549824127,Trigonal plane,1,2a,1,"[0.012673388027149, 0.004045594968569001]",0.0,0.008359491497859,AB6C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.040468372857139,-1.110390834375,3.4545,3,Monoclinic,2,P2_1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.270915771734685
mp-626066,H7NO6,1.3502613381209545,0.1617464490794301,Trigonal plane,1,4a,1,[0.081620072594019],0.0,0.081620072594019,AB6C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.046108668928567,-1.104750538303571,3.081,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.275521012226224
mp-626093,H7NO6,1.268612797913804,-0.0021834531980586,Trigonal plane,1,4a,1,[0.004387312576353],0.0,0.004387312576353,AB6C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.041946481249996,-1.108912725982143,3.4995,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.269707785006065
mp-626112,H7NO6,1.338173125054656,0.1371735726478059,Trigonal plane,1,1a,1,"[0.177431287913614, 0.008180287628912, 0.004942081989677, 0.16924342406731602]",0.0,0.08994927039987975,AB6C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.036591498571424,-1.114267708660714,3.3958,3,Triclinic,1,P1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2747859498460568
mp-626529,H7NO6,1.3343658616989826,0.1292762905980138,Trigonal plane,1,2a,1,"[0.005287377251118001, 0.15542832322788902]",0.0,0.08035785023950351,AB6C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.031658064821425,-1.119201142410714,3.4913,3,Monoclinic,2,P2_1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.274631622989295
mp-6330,RbUN3O11,0.7268052065134107,-1.0642431128033016,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,N-O-Rb-U,0.0,-1.710350464843749,2.4146,4,Trigonal,-3m,R-3c,oxide,Rb,,,,,,"N, O",,,,U,B < -1,Negative B,1.2700164576345163
mp-640926,Cu(NO3)2,1.361282596000452,0.199566330044372,Trigonal plane,1,"4b, 2a",2,"[0.065760346609521, 0.009831137178413002, 0.081420514637804]",0.0,0.05233733280857933,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cu-N-O,0.0,-0.8002404886111111,0.0,3,Orthorhombic,mm2,Pmn2_1,nitrate,,,Cu,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.260309044614291
mp-645487,Na2Co(NO3)4,1.5147301278169631,0.4825960559683225,"Bicapped octahedron (cap faces with one edge in common), Face-capped octahedron, Trigonal plane",3,4e,1,"[4.474533514708436, 7.196879286993083, 0.023481540325928002, 0.026273451902715003, 0.038935399112264006, 0.05737351108942]",0.167,1.9695794506886406,AB2C4D12,3,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-N-Na-O,0.0,-1.16363332777677,3.1828,4,Monoclinic,2/m,P2_1/c,nitrate,Na,,Co,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2684348880838203
mp-649415,KBiN(ClO)3,1.4860425192467468,0.4172192785908998,Trigonal plane,1,4e,1,[0.035999543146443005],0.0,0.035999543146443005,ABCD3E3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Cl-K-N-O,0.006482564166666,-1.40222168025,3.0969,5,Monoclinic,2/m,P2_1/c,hypochlorite,K,,,,Bi,B,"C, N, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2734716099284222
mp-649470,K3Nd2(NO3)9,1.712526375626915,0.8698227356735126,"Icosahedron, Trigonal plane",2,"8c, 24e, 12d",3,"[2.759584497528116, 0.020813809437092, 0.017817430688660003]",0.0,0.9327385792179559,A2B3C9D27,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-N-Nd-O,0.0,-1.467629293762195,3.484499999999999,4,Cubic,432,P4_332,nitrate,K,,,,,,"N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.2683323508326234
mp-649608,K3Pr2(NO3)9,1.766088579553287,0.9736300717682927,Trigonal plane,1,"24e, 12d",2,"[0.019697562137046, 0.020198903793206]",0.0,0.019948232965126003,A2B3C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-N-O-Pr,0.0,-1.466868037745934,3.4562,4,Cubic,432,P4_332,nitrate,K,,,,,,"N, O, P",,,Pr,,"B $\in$ [0.5, 1]",Positive B,1.2689219227764141
