material_id,chem_formula,R$_0$,B,N_chemenv,num_N_chemenvs,N_wyckoff,num_N_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_N_sites,num_CN_env,num_charge_states,NX_coordn,NO_coordn,mean_coordn_N-X,min_coordn_N-X,max_coordn_N-X,mean_coordn_N-O,min_coordn_N-O,max_coordn_N-O,mean_N_charge,min_N_charge,max_N_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NO_BondL
mp-1019733,Eu(NO3)3,1.717976089157883,0.9012516061744136,Trigonal plane,1,4e,1,"[0.016143765899700003, 0.003252158423163, 0.038288074110855004]",0.0,0.019227999477906002,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Eu-N-O,0.0,-1.321586514038462,0.0,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"N, O",,,Eu,,"B $\in$ [0.5, 1]",Positive B,1.2577154234338515
mp-1020193,KNO3,1.4966455897236488,0.4631095582403473,Trigonal plane,1,4e,1,[0.0026796924848490004],0.0,0.0026796924848490004,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-N-O,0.013152605000001,-1.408985991949999,2.9530000000000003,3,Monoclinic,2/m,P2_1/c,nitrate,K,,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2601015832522107
mp-1020630,Rb2Na(NO3)3,1.440170557525282,0.3311297834608464,"Hexagonal bipyramid, Trigonal plane",2,"2b, 2a",2,"[1.05925698004245, 0.004758961012592, 0.000467035319071, 0.0008999371004760001]",0.0,0.2663457283686473,AB2C3D9,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,N-Na-O-Rb,0.004414175999995,-1.397380374758622,3.014199999999999,4,Orthorhombic,mm2,Pmc2_1,nitrate,"Na, Rb",,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2693898102060912
mp-1020671,Y(NO3)3,1.7923970747933935,1.0292993583638386,Trigonal plane,1,4e,1,"[0.019134875583061, 0.009636688789952, 0.053612420929492005]",0.0,0.027461328434168337,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,N-O-Y,0.0,-1.449513658653847,3.311099999999999,3,Monoclinic,2/m,P2_1/c,nitrate,,,Y,,,,"N, O",,,,,B > 1,Positive B,1.266744125457455
mp-1100878,YNO4,1.4178936356086005,0.3105404182925197,Trigonal plane,1,4c,1,[0.049443387966012005],0.0,0.049443387966012005,ABC4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,N-O-Y,0.010502589097225,-2.1346661429166662,2.7487,3,Orthorhombic,mmm,Pcca,oxide,,,Y,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2622023297975227
mp-1105365,KNO3,1.539217381797047,0.5272391800112558,Trigonal plane,1,4e,1,[0.002655023610747],0.0,0.002655023610747,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,K-N-O,0.0463657585,-1.375772838449999,3.1418,3,Monoclinic,2/m,P2_1/c,nitrate,K,,,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2699736195632185
mp-1173447,Rb2SbN2(O2F)3,1.370894098563861,0.2163881333771098,Trigonal plane,1,2a,1,"[0.000618181749242, 0.011721073399624, 0.010635595989697, 0.0014710707175970002]",0.0,0.006111480464040001,AB2C2D3E6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",r2SCAN,F-N-O-Rb-Sb,0.042655120214285,-1.791132960535713,2.8173,5,Monoclinic,2,P2_1,fluoride,Rb,,,,,Sb,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2605479576364698
mp-1178448,Cr(NO3)5,1.3115544326863782,0.1046759510337168,Trigonal plane,1,"6c, 3a",2,"[0.043278430395224006, 0.019606675903898002, 0.130326015167147]",0.0,0.064403707155423,AB5C15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-N-O,0.0,-0.8307433573015871,0.0,3,Trigonal,32,P3_221,nitrate,,,Cr,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2644539077149444
mp-1180897,K2PdN2(ClO2)2,1.333685509975438,0.2136308511299668,Angular,1,2i,1,[0.002578568451866],0.0,0.002578568451866,AB2C2D2E4,1,1,1,[3.0],[2.0],3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2,2,"Pd2+, O2-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cl-K-N-O-Pd,0.048201761272725,-1.271297817681818,2.167099999999999,5,Triclinic,-1,P-1,chlorite,K,,Pd,,,,"C, N, O, P",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.254123362391511
mp-1182065,CdH8(NO5)2,1.3150098256835476,0.0931007328131172,Trigonal plane,1,1a,1,"[0.011058773884212001, 0.011067107205065001, 0.010233288065689001, 0.010068319280934001]",0.0,0.010606872108975002,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cd-H-N-O,0.009504173392858,-1.1473211940476191,3.5725,4,Orthorhombic,mm2,Fdd2,oxide,,,Cd,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.268332967625796
mp-1189263,Pd(NO3)2,1.404820203478618,0.263054291848755,Trigonal plane,1,4e,1,[0.05950407013088001],0.0,0.05950407013088001,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,N-O-Pd,0.0,-0.755867288333332,1.3005,3,Monoclinic,2/m,P2_1/c,nitrate,,,Pd,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2729330322283685
mp-1192446,Pb2SeN2O9,1.4500823541494658,0.3714274511214349,Trigonal plane,1,2a,1,"[0.0007999954368060001, 0.0034162405384610003]",0.0,0.0021081179876335002,AB2C2D9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,N-O-Pb-Se,0.0,-1.212020458381697,3.245,4,Orthorhombic,mm2,Pmn2_1,oxide,,,,,Pb,,"N, O, P, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2606964123409738
mp-1193008,H4Pd(NO4)2,1.4018299405016377,0.2527695750618874,Trigonal plane,1,4e,1,[0.11741085334915201],0.0,0.11741085334915201,AB2C4D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-N-O-Pd,0.009204933555555,-0.961687399333333,1.588099999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,Pd,,,,"H, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.275098009031108
mp-1193131,Cs2PbN2(ClO3)2,1.6284353286656343,0.7004400874584802,Trigonal plane,1,4e,1,[0.005512748213948],0.0,0.005512748213948,AB2C2D2E6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Cl-Cs-N-O-Pb,0.0,-1.468844774562333,2.8095,5,Tetragonal,4/mmm,I4_1/amd,chlorate,Cs,,,,Pb,,"C, N, O, P",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.2707735801654245
mp-1193552,NiH4(NO4)2,1.3450996317298212,0.1573127673113754,"Trigonal plane, Octahedron",2,"2c, 4e",2,"[0.480123201363078, 0.018997827150825]",0.0,0.2495605142569515,AB2C4D8,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-N-Ni-O,0.0,-1.061345252666667,3.2376,4,Monoclinic,2/m,P2_1/c,oxide,,,Ni,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2662294424692917
mp-1195032,BiTeNO6,1.2902837583943167,0.0597792007949026,Trigonal plane,1,4e,1,[0.008543432939717],0.0,0.008543432939717,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-N-O-Te,0.0,-1.318038298240742,2.8005,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Bi,"B, Te","N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2603597050161632
mp-1195992,KUCrNO9,1.445257064585498,0.3464132843811888,Trigonal plane,1,4e,1,[0.053786173028025006],0.0,0.053786173028025006,ABCDE9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cr-K-N-O-U,0.0,-2.163838522288461,2.1177,5,Monoclinic,2/m,P2_1/c,oxide,K,,Cr,,,,"C, N, O",,,,U,"B $\in$ [0.1, 0.5]",Positive B,1.2696826855109526
mp-1196286,Rb3Ni2(NO3)7,1.679995682904838,0.82042554690399,"Trigonal plane, Octahedron",2,"8d, 4c",2,"[2.716055233227709, 0.014203438557161002, 0.032733570898187, 0.022296767095782002, 0.058294382882565006]",0.0,0.5687166785322807,A2B3C7D21,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,N-Ni-O-Rb,0.0,-1.156652626969697,2.9288,4,Orthorhombic,mmm,Pnma,nitrate,Rb,,Ni,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2609842034550334
mp-1196436,LaB5H5NO14,1.2988235322839323,0.0626822453354672,Trigonal plane,1,4e,1,[0.016593096988258],0.0,0.016593096988258,ABC5D5E14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-H-La-N-O,0.001467181538459,-2.265789965080128,3.4072,5,Monoclinic,2/m,P2_1/c,oxide,,,,,,B,"H, N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2698586656597222
mp-1196453,Dy6H40N8O49,1.3055307114931316,0.0722038878078073,Trigonal plane,1,2i,1,"[0.021776945135551003, 0.022702068462498, 0.031044668417750002, 0.004959078771685]",0.0,0.020120690196871002,A6B8C40D49,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-H-N-O,0.0,-1.5685790026699031,2.9558,4,Triclinic,-1,P-1,oxide,,,,,,,"H, N, O",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.270041981358765
mp-1196716,Dy(NO3)3,1.828545916637982,1.0999138638455777,Trigonal plane,1,4e,1,"[0.022057391909445, 0.012172210177273001, 0.06045421346928401]",0.0,0.03156127185200067,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Dy-N-O,0.0,-1.454962875128206,3.4144,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"N, O",,,Dy,,B > 1,Positive B,1.266830674522359
mp-1196832,Er6H40N8O49,1.3039657974695162,0.0690123434539378,Trigonal plane,1,2i,1,"[0.023017318363485, 0.025959683363882, 0.031310465947053, 0.004526614844115]",0.0,0.02120352062963375,A6B8C40D49,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Er-H-N-O,0.0,-1.5710760615048551,2.9432,4,Triclinic,-1,P-1,oxide,,,,,,,"H, N, O",,,Er,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2700419048946132
mp-1197132,K2Pd(NO3)4,1.6038904967515524,0.6510759404560151,no_data,1,no_data,1,no_data,0.0,no_data,AB2C4D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-N-O-Pd,0.009290170526316,-1.12553094918421,1.8303,4,Monoclinic,2/m,P2_1/c,nitrate,K,,Pd,,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2723668777556665
mp-1197536,Er(NO3)3,1.817238504136912,1.0778044216814229,Trigonal plane,1,4e,1,"[0.023315871666734003, 0.012129823550937, 0.063131802314853]",0.0,0.03285916584417467,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Er-N-O,0.0,-1.454117109999999,3.2472,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"N, O",,,Er,,B > 1,Positive B,1.2668117752072703
mp-1197821,AlH14SeNO14,1.234913580228924,-0.0456079043396652,Trigonal plane,1,2i,1,[0.0022677710245410003],0.0,0.0022677710245410003,ABCD14E14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,Al-H-N-O-Se,0.0,-1.384960265156249,3.5761000000000003,5,Triclinic,-1,P-1,oxide,,,,,Al,,"H, N, O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2582047249485997
mp-1198118,FeH10N3O14,1.292017749701388,0.0502168970945812,Trigonal plane,1,2i,1,"[0.045496371728429005, 0.016066680063559, 0.008425680932028001]",0.0,0.023329577574672005,AB3C10D14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-H-N-O,0.002784340535714,-1.123094611339286,1.8689,4,Triclinic,-1,P-1,oxide,,,Fe,,,,"H, N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.268159593792507
mp-1198436,Mo(NO4)2,1.449268278790351,0.3688026223400368,Trigonal plane,1,4e,1,"[0.17941592842491402, 0.201934235522457]",0.0,0.19067508197368552,AB2C8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Mo-N-O,0.0,-1.152971723863637,2.8207,3,Monoclinic,2/m,P2_1/c,oxide,,,Mo,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2643648819716118
mp-1198580,K2NdH4N5O17,1.5501871281562982,0.5530210026705482,"Icosahedron, Trigonal plane",2,"4b, 2a",2,"[1.86220192110667, 0.028762732760396002, 0.019586809317553, 0.016543112914371]",0.0,0.48177364402474754,AB2C4D5E17,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,H-K-N-Nd-O,0.005175768534487,-1.419712678862069,3.5537,5,Orthorhombic,mm2,Fdd2,oxide,K,,,,,,"H, N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.2679758333504385
mp-1198651,CeB5H7NO15,1.2760634670971505,0.012569932283985,Trigonal plane,1,4e,1,[0.0021003106580080003],0.0,0.0021003106580080003,ABC5D7E15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Ce-H-N-O,0.030907620316079,-2.1397078716235622,0.279899999999999,5,Monoclinic,2/m,P2_1/c,oxide,,,,,,B,"H, C, N, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2697765014738387
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,Trigonal plane,1,"24e, 12d",2,"[0.01228168511068, 0.019640109242846003]",0.0,0.015960897176763002,A2B3C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-K-N-O,0.0,-1.159365126323172,3.6628,4,Cubic,432,P4_332,nitrate,K,,,,Bi,B,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2680911177047713
mp-1199156,Na2Cu(NO3)4,1.4723425944154642,0.4025776425676198,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2,4e,1,"[4.610950201386404, 0.040059946034168, 0.037925861530893]",0.0,1.5629786696504884,AB2C4D12,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-N-Na-O,0.0,-1.105881297513611,0.6062000000000001,4,Monoclinic,2/m,P2_1/c,nitrate,Na,,Cu,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2677081532238947
mp-1199401,Nd(NO3)3,1.6554629183068947,0.7594697392717052,"Diminished icosahedron, Icosahedron, Trigonal plane",3,"4f, 2c, 2e",3,"[1.702024872150899, 4.322232057770339, 3.722545874488338, 0.019715730443144, 0.032968986848791, 0.038613887560887, 0.017162957211922, 0.029757502027758002, 0.021430851891968]",0.0,1.1007169689326717,AB3C9,3,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,N-Nd-O,0.0,-1.451243474711539,3.1368,3,Monoclinic,2/m,C2/c,nitrate,,,,,,,"N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.2677642117443655
mp-1199435,HNO3,1.3831551519534069,0.2249582990777202,Trigonal plane,1,4e,1,"[0.170915613798786, 0.17936603019861203]",0.0,0.17514082199869901,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.004048939999999,-0.8862634215,3.8973999999999993,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2791991188693088
mp-1199439,KUN3O11,1.2757037790224752,0.0124064971755872,Trigonal plane,1,8c,1,"[0.054325893556520004, 0.05158468216999101, 0.051958868242007]",0.0,0.05262314798950601,ABC3D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,K-N-O-U,0.0,-1.700247551703124,2.4051,4,Orthorhombic,mmm,Pbca,oxide,K,,,,,,"N, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2698877131646928
mp-1199465,Ho6H40N8O49,1.3038077090494276,0.0696989038481329,Trigonal plane,1,2i,1,"[0.022064717665458002, 0.024708401484404, 0.030810173915654004, 0.004859589192075]",0.0,0.020610720564397753,A6B8C40D49,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,H-Ho-N-O,0.0,-1.568702439757281,2.9414,4,Triclinic,-1,P-1,oxide,,,,,,,"H, N, O",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2695508237002764
mp-1199625,Hg3HN2O7,1.307391057220548,0.0730252364547314,Trigonal plane,1,4e,1,"[0.025890209065697, 0.0019169641897620001]",0.0,0.013903586627729501,AB2C3D7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-Hg-N-O,0.004125138557685,-0.785108260288463,2.335099999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,Hg,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2707775369129275
mp-1199676,InH10N3O14,1.291920598633674,0.0540376107662165,Trigonal plane,1,"4f, 2e",2,"[0.043938734086057, 0.009671121485101]",0.0,0.026804927785579,AB3C10D14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",GGA,H-In-N-O,0.0,-1.156591795863094,3.6327,4,Monoclinic,2/m,C2/c,oxide,,,,,In,,"H, N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2688457766042307
mp-1199758,FeH8N3O13,1.3768001778830157,0.2303710802614151,Trigonal plane,1,4e,1,"[0.09213727904744401, 0.0205019019936, 0.09149791972988601]",0.0,0.06804570025697666,AB3C8D13,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",r2SCAN,Fe-H-N-O,0.0,-1.107384066899999,2.3425,4,Monoclinic,2/m,P2_1/c,oxide,,,Fe,,,,"H, N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.261300590712062
mp-1200015,Bi2N2O9,1.279800668200576,0.0303622454559935,Trigonal plane,1,4e,1,"[0.004068988448755, 0.0038177267032050003, 0.001002099334654, 0.007259699343732001, 0.006151731928671001, 0.002614909670005]",0.0,0.004152525904837001,A2B2C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-N-O,0.025698095592948,-0.990583297948719,0.0106,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Bi,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2649827818617128
mp-1200253,CsMoN3O11,1.4824548026767297,0.4276779070277738,Trigonal plane,1,2c,1,"[0.08049421228459601, 0.185783142111446, 0.14652001158013]",0.0,0.13759912199205734,ABC3D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-Mo-N-O,0.0,-1.245671316228448,2.7732,4,Monoclinic,2,C2,oxide,Cs,,Mo,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2671591580612995
mp-1200557,CsV(NO4)2,1.4868518457863908,0.4235133398658623,Trigonal plane,1,4a,1,"[0.072330114036925, 0.067502576952133]",0.0,0.069916345494529,ABC2D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-N-O-V,0.0,-1.490443107471263,1.7603,4,Orthorhombic,222,P2_12_12_1,oxide,Cs,,V,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2727365833697235
mp-1200803,ZnH2N2O7,1.3685179551103124,0.1986695371054411,Trigonal plane,1,8c,1,"[0.017062990175365, 0.066401143109487]",0.0,0.041732066642426,AB2C2D7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-N-O-Zn,0.0,-1.0824279946875,3.49,4,Orthorhombic,mmm,Pbca,oxide,,,Zn,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2689869171382078
mp-1200900,Ho(NO3)3,1.8024205550225176,1.0489150074322249,Trigonal plane,1,4e,1,"[0.018480183873284, 0.009784771960924001, 0.056893558949701]",0.0,0.02838617159463634,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ho-N-O,0.0,-1.452956634038463,3.2838,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,,,"H, N, O",,,Ho,,B > 1,Positive B,1.2667467854976018
mp-1200969,B3Pb3NO10,1.2790412682626346,0.031664222890265,Trigonal plane,1,4c,1,[0.005267849486012],0.0,0.005267849486012,AB3C3D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,B-N-O-Pb,0.0,-2.025612645882354,3.0129,4,Orthorhombic,mmm,Pnma,oxide,,,,,Pb,B,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2631656803555091
mp-1201141,Be4N6O19,1.442069159962465,0.3411009567323769,Trigonal plane,1,24d,1,"[0.05418543858599, 0.056924723232055004]",0.0,0.0555550809090225,A4B6C19,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-N-O,0.014827208663793,-1.359888720818965,3.711299999999999,3,Cubic,m-3,Pa-3,oxide,,Be,,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2710546171054038
mp-1201318,Pb3(NO4)2,1.295949157914065,0.0477992327004505,Trigonal plane,1,4c,1,"[0.023092941477195, 0.0033428214647060004]",0.0,0.013217881470950502,A2B3C8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,N-O-Pb,0.0,-1.2056323423076911,2.111399999999999,3,Orthorhombic,mmm,Pnma,oxide,,,,,Pb,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.271415587671515
