material_id,chem_formula,R$_0$,B,Tl_chemenv,num_Tl_chemenvs,Tl_wyckoff,num_Tl_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tl_sites,num_CN_env,num_charge_states,TlX_coordn,TlO_coordn,mean_coordn_Tl-X,min_coordn_Tl-X,max_coordn_Tl-X,mean_coordn_Tl-O,min_coordn_Tl-O,max_coordn_Tl-O,mean_Tl_charge,min_Tl_charge,max_Tl_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TlO_BondL
mp-31355,Sr3Tl2O6,1.7149809550873258,1.0162841850733373,Octahedron,1,4g,1,"[0.503158366258167, 1.149017537460376]",0.0,0.8260879518592714,A2B3C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,O-Sr-Tl,0.002360622499999,-2.037999566136366,1.1758,3,Orthorhombic,mmm,Pbam,oxide,,Sr,,,Tl,,"O, S",,,,,B > 1,Positive B,2.430981025882053
mp-33658,Nb2Tl2O7,1.5699856506083794,1.1002724116429663,Hexagonal bipyramid,1,4d,1,[2.030253795735587],0.0,2.030253795735587,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Nb-O-Tl,0.028540367678566,-2.302056036969698,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Nb,,Tl,,"N, O",,,,,B > 1,Positive B,2.6672283524207474
mp-4112,Tl2SO4,1.0830843022805576,0.9066836835924346,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)",2,4c,1,"[4.847629902514275, 9.081260482297498]",0.5,6.964445192405886,AB2C4,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-S-Tl,0.0,-1.671325833809525,3.7965,3,Orthorhombic,mmm,Pnma,sulfate,,,,,Tl,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,3.0528329378634216
mp-4449,Tl2SeO4,2.25360561864149,0.3881308122823378,"Dodecahedron with triangular faces - p2345 plane normalized, Bicapped octahedron (cap faces with one atom in common)",2,4c,1,"[6.426333600744123, 5.466414772031509]",1.0,5.946374186387816,AB2C4,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Se-Tl,0.002153037142858,-1.231133363072917,3.2312,3,Orthorhombic,mmm,Pnma,oxide,,,,,Tl,,"O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9805228639035324
mp-505819,TlFeO3,0.3418612261041836,2.4061415538931783,Square-face bicapped trigonal prism,1,4c,1,[2.227234164463152],0.0,2.227234164463152,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Fe-O-Tl,0.047280969999999,-1.356483360166667,0.7036999999999991,3,Orthorhombic,mmm,Pnma,oxide,,,Fe,,Tl,,O,F,,,,B > 1,Positive B,2.489262316159796
mp-531130,TlBi25O39,2.03712903376612,0.5517906912486671,Tetrahedron,1,1a,1,[0.027698902628651004],0.0,0.027698902628651004,AB25C39,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-O-Tl,0.025398709500006,-1.27614917417307,2.228399999999999,3,Triclinic,1,P1,oxide,,,,,"Tl, Bi",B,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.195976430314823
mp-5402,CaTl2O4,1.9445154060686964,0.5300674983880078,Octahedron,1,4f,1,[0.45276078375001005],0.0,0.45276078375001005,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",r2SCAN,Ca-O-Tl,0.0,-1.507677053571431,0.0439,3,Orthorhombic,mmm,Cmcm,oxide,,Ca,,,Tl,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.304731430528426
mp-540586,Tl2SnO3,1.9938067283118912,0.5025496282135248,"See-saw, Pentagonal pyramid",2,4c,1,"[6.188218005331389, 17.497442125091336]",1.0,11.842830065211363,AB2C3,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Sn-Tl,0.0,-1.306305905416664,1.1414,3,Orthorhombic,mmm,Pnma,oxide,,,,,"Sn, Tl",,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.6223745179534625
mp-540598,Ti4Tl2O9,3.1190931421829555,-0.0858691808836512,"Cube, Trigonal prism",2,2i,1,"[2.017430555739251, 3.863824807100973]",0.0,2.940627681420112,A2B4C9,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Ti-Tl,0.0,-2.826639612777777,2.724499999999999,3,Monoclinic,2/m,C2/m,oxide,,,Ti,,Tl,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9601697480810296
mp-541201,TlCuPO4,2.44030802544071,0.2690092142132986,Pentagonal pyramid,1,4f,1,[10.480597130351791],1.0,10.480597130351791,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-P-Tl,0.0,-1.919917295068028,0.0,4,Monoclinic,2/m,C2/c,phosphate,,,Cu,,Tl,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.791866546700037
mp-541202,TlCuAsO4,2.276796326454704,0.3806950720271572,Pentagonal plane,1,4f,1,[18.18166804119339],1.0,18.18166804119339,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-Cu-O-Tl,0.0,-1.387891040833333,0.0,4,Monoclinic,2/m,C2/c,oxide,,,Cu,,Tl,As,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7874939315275427
mp-541368,Tl4V2O7,1.812779418233784,0.5958931866175897,"Triangular non-coplanar, Triangular cupola",2,2d,1,"[1.4839016760722061, 6.235231686485749]",0.5,3.8595666812789773,A2B4C7,2,2,1,"[3.0, 9.0]","[3.0, 9.0]",6.0,3.0,9.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Tl-V,0.0,-1.822846709102569,2.6082,3,Trigonal,-3m,P-3m1,oxide,,,V,,Tl,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.8788952808681127
mp-542197,Ba4Ca4Tl3Cu6O19,1.9028039017141911,0.8769044077549617,Octahedron,1,"1a, 2e",2,"[1.770525797266707, 1.393528382971854]",0.0,1.5820270901192806,A3B4C4D6E19,1,2,1,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.5,1,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Tl,0.012856290208326,-1.983213092083333,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,"Ca, Ba",Cu,,Tl,B,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.5945705647187056
mp-543028,Tl2TeO3,2.1133200839291555,0.5039448984227872,"See-saw, Octahedron",2,8m,1,"[6.160387607593733, 8.993506793603874]",1.0,7.576947200598804,AB2C3,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Te-Tl,0.0,-1.273872056180558,1.9408,3,Orthorhombic,mmm,Pban,oxide,,,,,Tl,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.822169283527296
mp-543045,Tl2CO3,2.447727361853925,0.3277717736414187,"End-trigonal-face capped trigonal prism, Trigonal prism",2,2i,1,"[13.276932980154857, 6.742725037787999]",1.0,10.009829008971428,AB2C3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,C-O-Tl,0.0,-1.492885220694447,2.9095,3,Monoclinic,2/m,C2/m,carbonate,,,,,Tl,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9042893944361463
mp-550722,Ba2Tl2CuO6,1.8579611145184671,1.077554059199873,Octahedron,1,2e,1,[1.911507981601968],0.0,1.911507981601968,AB2C2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-O-Tl,0.009883379873742,-1.780695166060608,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,Cu,,Tl,B,"C, O",,,,,B > 1,Positive B,2.530425518455401
mp-553909,Tl2(SeO3)3,2.1318144556504666,0.2159057803373085,"Octahedron, Pentagonal bipyramid",2,4e,1,"[2.315167233738953, 4.401432195943434]",0.0,3.358299714841193,A2B3C9,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Se-Tl,0.0,-1.205015005264139,2.2182,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Tl,,"O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.3038416184702486
mp-554279,Tl3Hg2S3ClO12,2.823276052120106,0.1175478752331099,"Square-face bicapped square antiprism, Tricapped octahedron (cap faces are aligned), Bicapped square prism (adjacent faces)",3,2a,1,"[6.378960985315932, 4.971122053926174, 9.581712029326289]",0.667,6.977265022856131,AB2C3D3E12,3,2,1,"[10.0, 11.0]","[9.0, 9.0]",10.5,10.0,11.0,9.0,9.0,9.0,1.0,1.0,1.0,2.0,2,2,"Cl-, O2-","Halogens, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Cl-Hg-O-S-Tl,0.0,-1.560759808690477,2.7629,5,Monoclinic,2,P2_1,hypochlorite,,,Hg,,Tl,,"H, C, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,3.117501660331059
mp-554657,Na2Tl2B10O17,2.571281886181036,0.2670027847999726,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4f,1,[10.426337009774443],1.0,10.426337009774443,A2B2C10D17,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Na-O-Tl,0.0,-2.6569499147126443,4.1045,4,Monoclinic,2/m,C2/c,oxide,Na,,,,Tl,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.080206590428091
mp-555644,Al2Tl3(PO4)3,2.568041156315295,0.2541795210284109,"Tricapped octahedron (cap faces are aligned), Truncated tetrahedron",2,"8d, 4c",2,"[7.451001364446294, 9.138917342794935]",1.0,8.294959353620614,A2B3C3D12,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,Al-O-P-Tl,0.013098049208323,-2.620962842821428,3.4929,4,Orthorhombic,mmm,Pnma,phosphate,,,,,"Al, Tl",,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9933667659147045
mp-556157,LiTl3(MoO4)2,2.7292731371786245,0.1475289646987363,"Triangular cupola, Bicapped square prism (adjacent faces)",2,"2b, 2a",2,"[7.733182238921516, 1.6082773390460612, 3.41470296836223]",0.333,4.252054182109935,AB2C3D8,2,3,1,"[10.0, 3.0, 9.0]","[10.0, 3.0, 9.0]",7.333333333333333,3.0,10.0,7.333333333333333,3.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Li-Mo-O-Tl,0.002296546071427,-1.8102358695238112,3.8133,4,Hexagonal,6mm,P6_3mc,oxide,Li,,Mo,,Tl,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0594574613539383
mp-556574,Ba2Ca3Tl2(CuO3)4,2.0977019555706136,0.2484531965165876,Trigonal bipyramid,1,2e,1,[7.085156559181792],1.0,7.085156559181792,A2B2C3D4E12,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Tl,0.020519777246382,-1.9582942215942047,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,"Ca, Ba",Cu,,Tl,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.235471137614625
mp-556733,Ba2Ca3Tl2(CuO3)4,1.8722277292263343,1.038621528129125,Octahedron,1,2e,1,[1.780530671547913],0.0,1.780530671547913,A2B2C3D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Tl,0.00744239333334,-1.971371605507247,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,"Ca, Ba",Cu,,Tl,B,"C, O",,,,,B > 1,Positive B,2.5211611613822242
mp-556745,TlCO2,0.6108553372036314,1.2888620614560629,Square-face capped trigonal prism,1,4e,1,[6.153015378891879],1.0,6.153015378891879,ABC2,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,C-O-Tl,0.042352015156252,-1.409092350833335,2.8853,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Tl,,"C, O",,,,,B > 1,Positive B,2.973399615502491
mp-556819,Tl2Cd2(SO4)3,2.2155629480474976,0.3986063858373615,"Tricapped octahedron (cap faces are aligned), Pentagonal-face capped pentagonal antiprism",2,4a,1,"[6.959715016873838, 8.005440534996167]",1.0,7.4825777759350025,A2B2C3D12,2,2,1,"[10.0, 8.0]","[10.0, 8.0]",9.0,8.0,10.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cd-O-S-Tl,0.0,-1.776997965350878,4.0658,4,Orthorhombic,222,P2_12_12_1,sulfate,,,Cd,,Tl,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.10896642700685
mp-557143,Tl2Cu(CO3)2,2.4888334511086847,0.2732898754598197,"Tricapped triangular prism (one square-face cap and two triangular-face caps), Square-face bicapped trigonal prism",2,4e,1,"[8.822594856641386, 7.540358126435019]",1.0,8.181476491538202,AB2C2D6,2,2,1,"[3.0, 9.0]","[3.0, 9.0]",6.0,3.0,9.0,6.0,3.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,C-Cu-O-Tl,0.0,-1.483765990606062,0.167999999999999,4,Monoclinic,2/m,P2_1/c,carbonate,,,Cu,,Tl,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9745090400753114
mp-557258,Tl4Cu4(P2O7)3,3.025881935688442,0.0218321141201026,"Pentagonal-face bicapped pentagonal prism, Bicapped octahedron (cap faces with one atom in common), Metabidiminished icosahedron",3,"4d, 4c, 8f",3,"[11.715220599428035, 7.483748381729989, 10.731087517492245]",1.0,9.97668549955009,A4B4C6D21,3,3,1,"[10.0, 6.0, 8.0]","[10.0, 6.0, 8.0]",8.0,6.0,10.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-P-Tl,0.000864158785716,-2.050967497819728,0.0,4,Orthorhombic,mmm,Pcca,oxide,,,Cu,,Tl,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.070852297065222
mp-557692,Ba3Tl2Cl2O5,1.9955048573916847,0.3618686048966965,Square pyramid,1,2e,1,[0.488849448768904],0.0,0.488849448768904,A2B2C3D5,1,1,1,[6.0],[5.0],6.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Cl-O-Tl,0.023147248263879,-2.197914298472223,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,,,Tl,B,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.2223333531432816
mp-557704,TlNO3,2.4972902694645547,0.2418424933390866,Diminished icosahedron,1,3a,1,"[7.710384133588312, 7.291351769828182, 8.442548984423146]",1.0,7.814761629279881,ABC3,1,2,1,"[11.0, 8.0]","[11.0, 8.0]",9.5,8.0,11.0,9.5,8.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",SCAN,N-O-Tl,0.004367245666667,-0.983139618000001,2.8695,3,Trigonal,3,P3_1,nitrate,,,,,Tl,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.034223103305909
mp-558338,Tl2CuAsO4,2.7196203185718875,0.0589692190736971,Square pyramid,1,4e,1,"[7.335643634692202, 9.1216675504814]",1.0,8.2286555925868,ABC2D4,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-Cu-O-Tl,0.006175444776784,-1.314727550520834,1.4394,4,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,Tl,As,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.732692708084573
mp-558755,Tl2MoO4,1.6700872563731246,0.655377503049711,"Icosahedron, End-trigonal-face capped trigonal prism, Octahedron",3,"2d, 1a, 1b",3,"[21.633873406442696, 3.854621059236702, 2.238581860302671]",0.333,9.242358775327356,AB2C4,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Mo-O-Tl,0.009467945714285,-1.649552961666672,3.2773,3,Trigonal,-3m,P-3m1,oxide,,,Mo,,Tl,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.9358996610998633
mp-558944,Tl2Cu3(SeO3)6,2.2043112345059463,0.2984289887931493,Square antiprism,1,2i,1,[2.191485282311633],0.0,2.191485282311633,A2B3C6D18,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Se-Tl,0.0,-1.150262691749282,0.164099999999999,4,Triclinic,-1,P-1,oxide,,,Cu,,Tl,,"C, O, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4700953505176533
mp-559057,NbTl(BO3)2,3.19448550592356,0.0223570714295167,Bicapped square prism (opposite faces),1,4a,1,[7.333101530415511],1.0,7.333101530415511,ABC2D6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,B-Nb-O-Tl,0.0,-2.685720872166668,3.4093,4,Orthorhombic,mm2,Pna2_1,orthoborate,,,Nb,,Tl,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.1650918108565036
mp-559607,TiTlPO5,2.67434274120964,0.1132286874129896,Trigonal prism,1,8e,1,[11.931136489563217],1.0,11.931136489563217,ABCD5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-P-Ti-Tl,0.003603947656243,-2.782707665163691,2.4553000000000003,4,Orthorhombic,mmm,Pnna,oxide,,,Ti,,Tl,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8646872548666367
mp-559727,Tl2CuAsO4,2.112894388422654,0.5673159265944736,Square pyramid,1,2a,1,"[6.778844691147694, 7.94041935533649]",1.0,7.359632023242092,ABC2D4,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-Cu-O-Tl,0.018444292276783,-1.302458703020835,1.611899999999999,4,Monoclinic,2,P2_1,oxide,,,Cu,,Tl,As,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.918454990000136
mp-559961,Tl2SeO4,0.8608164682223223,1.0737794883662553,"Square antiprism, Tridiminished icosahedron",2,4a,1,"[2.87339646148785, 6.327850989283516]",0.5,4.600623725385683,AB2C4,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Se-Tl,0.0,-1.233286400215776,3.3241,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,Tl,,"O, S, Se",,,,,B > 1,Positive B,3.0443889741635424
mp-560035,Tl4Ni7(PO4)6,2.52779788585844,0.199719314962476,"Tricapped triangular prism (one square-face cap and two triangular-face caps), End-trigonal-face capped trigonal prism, Tricapped octahedron (all 3 cap faces share one atom)",3,"2b, 1a",2,"[7.88910612487811, 8.184656023999699, 9.676351370376272]",1.0,8.583371173084693,A4B6C7D24,3,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-P-Tl,0.00855913962195,-2.048073108565622,3.1027,4,Monoclinic,m,Cm,phosphate,,,Ni,,Tl,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9574534644438635
mp-560950,K2NaTlO3,1.8373577124436624,1.3095802204702565,Tetrahedron,1,4e,1,[1.219694861791833],0.0,1.219694861791833,ABC2D3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,K-Na-O-Tl,0.0,-1.430466584530378,1.261899999999999,4,Monoclinic,2/m,P2_1/c,oxide,"Na, K",,,,Tl,,"N, O",,,,,B > 1,Positive B,2.206869818362331
mp-561182,Ba4Tl2Cu2HgO10,1.8029915696617207,1.1726299998879794,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D4E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-Hg-O-Tl,0.012531148059202,-1.857605308903509,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,"Cu, Hg",,Tl,B,"H, C, O",,,,,B > 1,Positive B,2.5367043151429396
mp-562541,Cs2Na3TlO4,2.2331148340968783,-0.052179134577468,Tetrahedron,1,4e,1,[0.376075264602442],0.0,0.376075264602442,AB2C3D4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Cs-Na-O-Tl,0.0,-1.422391085678161,1.7763,4,Monoclinic,2/m,P2_1/c,oxide,"Na, Cs",,,,Tl,,"C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.217797393346411
mp-5709,Tl3PO4,2.481370104711468,0.0625401349013357,Square non-coplanar,1,6c,1,[7.558103951115183],1.0,7.558103951115183,AB3C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-P-Tl,0.0,-1.700491619122022,2.640899999999999,3,Hexagonal,6,P6_3,phosphate,,,,,Tl,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5412046046623846
mp-573069,Ba2CaTl2(CuO4)2,2.1113793396152643,0.240156689189865,Trigonal bipyramid,1,2e,1,[6.953794400807542],1.0,6.953794400807542,AB2C2D2E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Tl,0.021525300314809,-1.866609876444445,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,"Ca, Ba",Cu,,Tl,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.244553774758491
mp-5915,TlNO3,2.510482496018323,0.2441512512465067,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,8d,1,[5.826447173546866],1.0,5.826447173546866,ABC3,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,N-O-Tl,0.0,-0.9875068636666692,2.8457,3,Orthorhombic,mmm,Pnma,nitrate,,,,,Tl,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.00203197980141
mp-602551,EuTl(MoO4)2,2.737974045595238,0.1451363165289941,Metabidiminished icosahedron,1,4c,1,[6.516137361328429],1.0,6.516137361328429,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Eu-Mo-O-Tl,0.0,-2.188151242152779,0.0,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,O,,,Eu,,"B $\in$ [0.1, 0.5]",Positive B,2.967197069842142
