material_id,chem_formula,R$_0$,B,Hf_chemenv,num_Hf_chemenvs,Hf_wyckoff,num_Hf_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Hf_sites,num_CN_env,num_charge_states,HfX_coordn,HfO_coordn,mean_coordn_Hf-X,min_coordn_Hf-X,max_coordn_Hf-X,mean_coordn_Hf-O,min_coordn_Hf-O,max_coordn_Hf-O,mean_Hf_charge,min_Hf_charge,max_Hf_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HfO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-2713208,HfZrSi(SO6)2,1.9542498768084537,0.3014028843898819,Octahedron,1,1a,1,"[0.17726604991818, 0.171620457953227, 0.17934030898434902, 0.168281538488632, 0.16079077595073302, 0.173194614011137]",0.0,0.171748957551043,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.093525109965755,GGA,Hf-O-S-Si-Zr,0.0011204437254900002,-2.8232809145098052,3.9413,5,Triclinic,1,P1,oxide,None,None,"Zr, Hf",None,None,Si,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713249,Na3Hf2Si2PO12,1.816787715548692,0.6500335809808441,Octahedron,1,4a,1,"[0.314381973418607, 0.340170425243549]",0.0,0.327276199331078,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.08225560885098,GGA,Hf-Na-O-P-Si,0.0,-3.208672257064039,4.674399999999999,5,Monoclinic,m,Cc,oxide,Na,None,Hf,None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713266,Na4Hf3Zn(PO4)6,1.8573084289237396,0.5240753271421557,Octahedron,1,1a,1,"[0.043864383159593005, 0.08153300745730101, 0.12795546045084, 0.11007750848212201, 0.20502742843843202, 0.055124085729844, 0.051088845669997, 0.271941438148716, 0.19609780626981202]",0.0,0.12696777375629523,AB3C4D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.070499048737519,GGA,Hf-Na-O-P-Zn,0.027855705657902,-3.005428739299325,4.5551,5,Triclinic,1,P1,phosphate,Na,None,"Zn, Hf",None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713307,Na2HfGa(PO4)3,1.820003747878583,0.5700106909563454,Octahedron,1,6a,1,[0.124300828866807],0.0,0.124300828866807,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.051995934273167,GGA,Ga-Hf-Na-O-P,0.030972780263154004,-2.870488120308099,3.9718,5,Monoclinic,m,Cc,phosphate,Na,None,Hf,None,Ga,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713308,Na3Hf2Si2PO12,1.783387446283152,0.7243315701997751,Octahedron,1,6a,1,"[0.29921917033493, 0.40257520725288004]",0.0,0.350897188793905,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.079138788122819,GGA,Hf-Na-O-P-Si,0.0032946492083460004,-3.205377607855707,4.6425,5,Monoclinic,m,Cc,oxide,Na,None,Hf,None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713310,Na2YHf(PO4)3,1.8541445199876314,0.6280319161703123,Octahedron,1,6a,1,[0.279714335500216],0.0,0.279714335500216,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.109748402821778,GGA,Hf-Na-O-P-Y,0.03369070225877,-3.13676870763266,4.751,5,Monoclinic,m,Cc,phosphate,Na,None,"Y, Hf",None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713315,Na2HfAl(PO4)3,1.801214573499061,0.5937928328738409,Octahedron,1,6a,1,[0.133255868027636],0.0,0.133255868027636,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.0428815519322803,GGA,Al-Hf-Na-O-P,0.028591473974785002,-3.032242008860729,4.941000000000001,5,Monoclinic,m,Cc,phosphate,Na,None,Hf,None,Al,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713331,Na3HfTa(GeO4)3,1.9076040895848265,0.4045539025291601,Octahedron,1,4a,1,[0.330268015730144],0.0,0.330268015730144,ABC3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.074299364290175,GGA,Ge-Hf-Na-O-Ta,0.024844455270826002,-2.635442228323563,3.803,5,Monoclinic,m,Cc,oxide,Na,None,"Hf, Ta",None,None,Ge,"H, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713334,Na5Y3Hf(PO4)6,1.911067990953486,0.4357733522262873,Octahedron,1,1a,1,"[0.235652785469174, 0.15527102645062402, 0.308541825203454]",0.0,0.23315521237441736,AB3C5D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.0883635886503793,GGA,Hf-Na-O-P-Y,0.026359511335466,-3.107380401062062,4.0937,5,Triclinic,1,P1,phosphate,Na,None,"Y, Hf",None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,Octahedron,1,2a,1,"[0.18091531300756702, 0.17905494663054702, 0.163053131409049, 0.18369244875266202, 0.173201819625036, 0.17218021721078303]",0.0,0.17534964610594064,AB2C2D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.0904149547410547,GGA,Hf-O-S-Si,0.0,-2.860491875196079,4.5267,4,Monoclinic,m,Cc,oxide,None,None,Hf,None,None,Si,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713342,HfZrP2SO12,1.9599069293977784,0.2652190672915939,Octahedron,1,1a,1,"[0.03847902682483, 0.038649301241665004, 0.084010534763975, 0.038863282189736004, 0.031938928611928, 0.08329183800307201]",0.0,0.05253881860586767,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.0720426283951334,GGA,Hf-O-P-S-Zr,9.105225490202431e-05,-3.015264505889357,4.3196,5,Triclinic,1,P1,oxide,None,None,"Zr, Hf",None,None,None,"H, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713401,NaHfZr(PO4)3,1.962471031031751,0.25662433367712195,Octahedron,1,"1b, 1c, 1a",3,"[0.12273209383167501, 0.07442346528372201, 0.119625070319834, 0.07880268037199101, 0.09414259643488701, 0.10023745115994201]",0.0,0.09832722623367517,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.0670247815900145,GGA,Hf-Na-O-P-Zr,0.004200060879627,-3.204340966776364,4.3106,5,Trigonal,3,P3,phosphate,Na,None,"Zr, Hf",None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713402,HfSiGe(SO6)2,1.945288455034547,0.26624258461295885,Octahedron,1,1a,1,"[0.37169091608375404, 0.23408739144452, 0.35216341931869505, 0.36816566281559104, 0.176674330611579, 0.26396155807057303]",0.0,0.29445721305745204,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.0683128134161093,GGA,Ge-Hf-O-S-Si,0.044795714852951,-2.426716405784315,2.059999999999999,5,Triclinic,1,P1,oxide,None,None,Hf,None,None,"Si, Ge","H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713403,Na5HfNb3(SiO4)6,1.8379820600356667,0.5792319305481851,Octahedron,1,1a,1,"[0.246900454254106, 0.263083975619243, 0.392188995193742]",0.0,0.30072447502236366,AB3C5D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.074828352055926,GGA,Hf-Na-Nb-O-Si,0.024948422499992,-3.059357602399058,2.8645,5,Triclinic,1,P1,silicate,Na,None,"Nb, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,Octahedron,1,1a,1,"[0.07288154930757501, 0.047251387391240005, 0.048448071663598005, 0.310767220267238, 0.286016676465623, 0.314138336360752, 0.26132367405739004, 0.11006408424996401, 0.11258262017321201, 0.14316968448741801, 0.157869918599041, 0.14118145241375302, 0.15864701656187502, 0.19097233598236002, 0.19092710761828602]",0.0,0.16974940903995506,A3B5C10D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.071875187947728,GGA,Hf-Mg-Na-O-P,0.012148022329061,-3.023408027921035,4.236099999999999,5,Triclinic,1,P1,phosphate,Na,Mg,Hf,None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713420,HfSiSn(SO6)2,1.9449433903142137,0.29023603362401346,Octahedron,1,1a,1,"[0.19879403813552102, 0.137730512893558, 0.195194106309852, 0.17381740210039, 0.169257966563815, 0.17595068187357402]",0.0,0.17512411797945168,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0790666758164993,GGA,Hf-O-S-Si-Sn,0.030822200477969002,-2.461094862058825,2.298699999999999,5,Triclinic,1,P1,oxide,None,None,Hf,None,Sn,Si,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756694,0.4102081890131591,Octahedron,1,1a,1,"[0.335743544853474, 0.45103224858349605, 0.290229007382381, 0.552208270654257, 0.347568147890846, 0.37811539768170704, 0.222401388509009, 0.342242623651058, 0.191346041567227, 0.463738068301753, 0.5575544147239551, 0.350092974188253]",0.0,0.37352267733228467,A2B3C3D4E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.09443860679483,GGA,Hf-Na-O-S-Si,0.032534554814818005,-2.965520901396073,3.1928,5,Triclinic,1,P1,oxide,Na,None,Hf,None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713426,HfTiSi(SO6)2,1.953818108369683,0.2635610682980479,Octahedron,1,1a,1,"[0.18490550677056702, 0.133705527796081, 0.19667774941256103, 0.181100505848684, 0.12870529569707, 0.173953857243932]",0.0,0.16650807379481583,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.0756034239734222,GGA,Hf-O-S-Si-Ti,0.012755486642152002,-2.754155289509804,2.3917,5,Triclinic,1,P1,oxide,None,None,"Ti, Hf",None,None,Si,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713473,HfSnP2SO12,1.956051228782875,0.2509692695696274,Octahedron,1,1a,1,"[0.045587093706172005, 0.030110357599392002, 0.08906929438314201, 0.045299773105901005, 0.028408796276082, 0.08391728332756701]",0.0,0.05373209973304268,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.062168441394258,GGA,Hf-O-P-S-Sn,0.0005853884987810001,-2.6570100380462183,2.737,5,Triclinic,1,P1,oxide,None,None,Hf,None,Sn,None,"H, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713475,HfTiP2SO12,1.9707192300291294,0.2054205242006438,Octahedron,1,1a,1,"[0.074245464081028, 0.042341388563454006, 0.11434266555312401, 0.056779278506768005, 0.029239232404598, 0.09209314829437501]",0.0,0.06817352956722451,ABCD2E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.05757772938322,GGA,Hf-O-P-S-Ti,0.0011112718137250002,-2.931281603536414,2.6311,5,Triclinic,1,P1,oxide,None,None,"Ti, Hf",None,None,None,"H, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713483,Na4HfMg3P2(SO6)4,1.9187002542407732,0.36053414747675994,Octahedron,1,1a,1,"[0.20384134464181003, 0.129787483233082, 0.19752939034650002]",0.0,0.1770527394071307,AB2C3D4E4F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.066543093874691,GGA,Hf-Mg-Na-O-P-S,0.03710052868421,-2.563949550433411,4.0609,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713519,Na5HfTa3(SiO4)6,1.842670173576193,0.546812574662451,Octahedron,1,1a,1,"[0.22639779898089601, 0.24979534845394902, 0.40249427844682]",0.0,0.2928958086272217,AB3C5D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0662614229678393,GGA,Hf-Na-O-Si-Ta,0.008653554615378001,-3.159563828347774,3.7719,5,Triclinic,1,P1,silicate,Na,None,"Hf, Ta",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713577,Na6Hf3MgGe2(PO6)4,1.78920745694719,0.7115277601677148,Octahedron,1,1a,1,"[0.6541402401656571, 0.27941792639684204, 0.30150118166820905, 0.692500488968367, 0.551452373500896, 0.548927438369697, 0.21644505956092103, 0.190096384335445, 0.216271406668118]",0.0,0.405639166626017,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0803435571842237,GGA,Ge-Hf-Mg-Na-O-P,0.021392179541664003,-2.895675299046183,3.917499999999999,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,Ge,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713579,Na3HfTa(GeO4)3,1.7257147399458674,0.8358404499824447,Octahedron,1,2a,1,"[0.38061108115143305, 0.37030508878530904, 0.40128932844935206]",0.0,0.38406849946203137,ABC3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0659098365595643,GGA,Ge-Hf-Na-O-Ta,0.025911184020825002,-2.6343754995735633,3.7898,5,Monoclinic,m,Cc,oxide,Na,None,"Hf, Ta",None,None,Ge,"H, N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713602,Na4CaHf3(PO4)6,1.8934428566219705,0.45326126618715,Octahedron,1,1a,1,"[0.103045478702578, 0.186232074032559, 0.349117295641835, 0.19741553399452103, 0.563402835663265, 0.24411417904762403, 0.041261757294085, 0.47629428871115503, 0.368381095926728]",0.0,0.2810293932238167,AB3C4D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.078127818147322,GGA,Ca-Hf-Na-O-P,0.017465567982455,-3.116080225702835,4.481899999999999,5,Triclinic,1,P1,phosphate,Na,Ca,Hf,None,None,None,"H, C, N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713635,Na6Hf3MgGe2(PO6)4,1.8028855983658971,0.6818922151051776,Octahedron,1,2a,1,"[0.385689359498943, 0.35647952149358103, 0.5319240388987271]",0.0,0.4246976399637504,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0816620560060164,GGA,Ge-Hf-Mg-Na-O-P,0.020649284166665,-2.896418194421183,4.2545,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,Ge,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713637,Na2HfSc(PO4)3,1.8430249734420954,0.5834240288313035,Octahedron,1,6a,1,[0.174933671970005],0.0,0.174933671970005,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.0804767936227573,GGA,Hf-Na-O-P-Sc,0.016191781008764002,-3.140208376580027,4.850899999999999,5,Monoclinic,m,Cc,phosphate,Na,None,"Sc, Hf",None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713645,Na4Hf3Mg(PO4)6,1.84086431023029,0.5583775828915807,Octahedron,1,1a,1,"[0.043894495717557006, 0.07885108932925401, 0.126935334533714, 0.125878926355691, 0.22461725413588202, 0.05633152777860401, 0.06125243456776901, 0.263406811805562, 0.19988892825078602]",0.0,0.13122853360831324,AB3C4D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0680043829288146,GGA,Hf-Mg-Na-O-P,0.009681318377189,-3.093599659518624,4.5865,5,Triclinic,1,P1,phosphate,Na,Mg,Hf,None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713660,Na2HfIn(PO4)3,1.852474851529167,0.5773076598913577,Octahedron,1,6a,1,[0.21733456675684001],0.0,0.21733456675684001,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",2.087434367440073,GGA,Hf-In-Na-O-P,0.023281979298243,-2.855185014562485,4.1497,5,Monoclinic,m,Cc,phosphate,Na,None,Hf,None,In,None,"H, N, O, P",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713676,Na3Ca3HfPS5O24,1.8882204175940107,0.48980296002308926,Octahedron,1,1a,1,"[0.544828043029374, 0.288887239094744, 0.498582203411192]",0.0,0.44409916184510334,ABC3D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.090517957716484,GGA,Ca-Hf-Na-O-P-S,0.040874198400896004,-2.586029466340923,4.2955,6,Triclinic,1,P1,oxide,Na,Ca,Hf,None,None,None,"H, C, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713686,Na6Hf2Mg6SiS11O48,1.8884705633764096,0.4377489317485236,Octahedron,1,1a,1,"[0.171950918752887, 0.15758032865155502, 0.161861945095281, 0.166655430641156, 0.170346260883976, 0.23983969102635602]",0.0,0.1780390958418685,AB2C6D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.072057757230795,GGA,Hf-Mg-Na-O-S-Si,0.023856281040539003,-2.444078479852827,3.367199999999999,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713712,Na6Hf2Zn6SiS11O48,1.898454930428877,0.42761478236912887,Octahedron,1,1a,1,"[0.14607117241875, 0.133685185286433, 0.13353256586849802, 0.138361111903468, 0.13932374149286, 0.20175024803122202]",0.0,0.14878733750020517,AB2C6D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.077790944128627,GGA,Hf-Na-O-S-Si-Zn,0.036847037652025,-2.166830664537512,3.1586,6,Triclinic,1,P1,oxide,Na,None,"Zn, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713715,Na6Ca6Hf2SiS11O48,1.9049921055660106,0.46202429634632614,Octahedron,1,1a,1,"[0.5301387676582691, 0.488300371172169, 0.287216087678242, 0.600390242897283, 0.548863120280363, 0.27746441841061603]",0.0,0.45539550134949036,AB2C6D6E11F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0986648462261894,GGA,Ca-Hf-Na-O-S-Si,0.042430616779278,-2.5418201674203953,3.573699999999999,6,Triclinic,1,P1,oxide,Na,Ca,Hf,None,None,Si,"H, C, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713739,Na3Ca2Hf2P3(SO8)3,1.8712473342012121,0.4879170217958433,Octahedron,1,1a,1,"[0.288105472155261, 0.45568723567659203, 0.08906539399105001, 0.10358485524181901, 0.22753279223439002, 0.26845994933377304]",0.0,0.23873928310548087,A2B2C3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0715017398545394,GGA,Ca-Hf-Na-O-P-S,0.046616253918903006,-2.8176918009612573,4.7234,6,Triclinic,1,P1,oxide,Na,Ca,Hf,None,None,None,"H, C, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713740,Na3Hf2Mg2P3(SO8)3,1.8532565035980908,0.5185068894835316,Octahedron,1,1a,1,"[0.12438835691935901, 0.24142869714459803, 0.12467147986545701, 0.130453694862523, 0.111938978579527, 0.10510708766047501]",0.0,0.13966471583865653,A2B2C3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.0662381996429287,GGA,Hf-Mg-Na-O-P-S,0.029141775495499,-2.751419391051347,4.8203,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713757,Hf2Ta2Si3(SO8)3,1.9474183213684053,0.25516136813681306,Octahedron,1,1a,1,"[0.198049541025896, 0.19658920323758802, 0.162986333154544, 0.20884264585338602, 0.19137587972490702, 0.307612670734346]",0.0,0.2109093789551112,A2B2C3D3E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.0730076672975084,GGA,Hf-O-S-Si-Ta,0.028346005931364004,-2.875263650946079,1.573599999999999,5,Triclinic,1,P1,oxide,None,None,"Hf, Ta",None,None,Si,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713805,Na2Hf2Ti2Si3(SO8)3,1.9326667716615717,0.3431220848644652,Octahedron,1,1a,1,"[0.184088591579416, 0.541626643284976, 0.207906309847552, 0.324305256319462, 0.21434018654328202, 0.362400134672254]",0.0,0.3057778537078237,A2B2C2D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.085355342478726,GGA,Hf-Na-O-S-Si-Ti,0.036813124583336,-2.872877843710889,2.4542,6,Triclinic,1,P1,oxide,Na,None,"Ti, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2713809,Na6Hf2Zr2Si5SO24,1.7895566842726442,0.720604050678117,Octahedron,1,1a,1,"[0.342803189866538, 0.30198180100952504, 0.33494044817301805, 0.31746718652260203, 0.27258906058282, 0.308549876368774]",0.0,0.31305526042054616,AB2C2D5E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0859751313276074,GGA,Hf-Na-O-S-Si-Zr,0.041691162833334,-3.0834350917693962,4.1447,6,Triclinic,1,P1,oxide,Na,None,"Zr, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2713832,NaHf3TaSi3(SO8)3,1.9309304074878757,0.34445417713578463,Octahedron,1,1a,1,"[0.16175572780817501, 0.35859500386727206, 0.339354966510704, 0.320594067223402, 0.29600518965522504, 0.33581783798965603, 0.243430968904352, 0.153269116371912, 0.283171536093461]",0.0,0.27688826826935103,ABC3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.091428349739885,GGA,Hf-Na-O-S-Si-Ta,0.032868713011904,-2.923009787987028,2.2947,6,Triclinic,1,P1,oxide,Na,None,"Hf, Ta",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
