material_id,chem_formula,R$_0$,B,Ru_chemenv,num_Ru_chemenvs,Ru_wyckoff,num_Ru_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ru_sites,num_CN_env,num_charge_states,RuX_coordn,RuO_coordn,mean_coordn_Ru-X,min_coordn_Ru-X,max_coordn_Ru-X,mean_coordn_Ru-O,min_coordn_Ru-O,max_coordn_Ru-O,mean_Ru_charge,min_Ru_charge,max_Ru_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_RuO_BondL
mp-1218614,Sr4Li(RuO4)3,1.878616964499893,0.5588904703528391,Octahedron,1,"1g, 1c, 1f",3,"[0.024619558371861004, 0.10272667377033401, 0.08555861648040801]",0.0,0.070968282874201,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Li-O-Ru-Sr,0.025668274749999,-2.254725459666667,0.0,4,Triclinic,-1,P-1,oxide,Li,Sr,Ru,,,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.981852733447369
mp-1218638,Sr3Ca3(Ru2O7)2,1.999153331759776,0.0568938084704896,Octahedron,1,1a,1,"[0.07002360032653801, 0.049849882423532006, 0.06448583870451001, 0.09033666757927701]",0.0,0.06867399725846425,A3B3C4D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ru-Sr,0.008474164739581,-2.253359470677091,0.0,4,Triclinic,1,P1,oxide,,"Ca, Sr",Ru,,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0223682370972416
mp-1218729,Sr2La2Mg(RuO4)3,1.9043953462801944,0.2954209535792035,Octahedron,1,1a,1,"[0.08763087868605601, 0.14714619753514602, 0.069004274920015]",0.0,0.10126045038040567,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Mg-O-Ru-Sr,0.0,-2.59513443225,0.0,5,Triclinic,1,P1,oxide,,"Mg, Sr",Ru,,,,"O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.024845688218738
mp-1218769,Sr2MnRuO6,2.020488287229232,-0.2101370468906056,Octahedron,1,1b,1,[0.003980660435514],0.0,0.003980660435514,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-Ru-Sr,0.0,-2.359067221793104,0.0,4,Tetragonal,4/m,I4/m,oxide,,Sr,"Mn, Ru",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9819570050927207
mp-1218854,Sr2CeYCu2RuO10,2.101268120870679,-0.6918729827810493,Octahedron,1,1a,1,[0.059413586411516006],0.0,0.059413586411516006,ABCD2E2F10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ce-Cu-O-Ru-Sr-Y,0.042660977647056,-2.544132465882352,0.0,6,Tetragonal,4mm,I4mm,oxide,,Sr,"Cu, Y, Ru",,,,"C, O, S",,,Ce,,"B $\in$ [-1, -0.1]",Negative B,1.9640047392672517
mp-1218868,Sr2GdCu2RuO8,1.960693782935683,-0.0419197315882945,Octahedron,1,1b,1,[0.270840553914574],0.0,0.270840553914574,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Cu-Gd-O-Ru-Sr,0.049350785714263,-2.240228336428571,0.0,5,Orthorhombic,mm2,Amm2,oxide,,Sr,"Cu, Ru",,,,"C, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.95150367277453
mp-1218869,Sr2Cu2RuPb2ClO8,1.9235999186383463,0.2738595593328403,Octahedron,1,1b,1,[0.48425588870024305],0.0,0.48425588870024305,ABC2D2E2F8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cl-Cu-O-Pb-Ru-Sr,0.038130597536274,-1.783277872499999,0.0,6,Orthorhombic,mm2,Amm2,hypochlorite,,Sr,"Cu, Ru",,Pb,,"C, O, P, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9625777291829143
mp-1218896,Sr10Ti(RuO5)4,2.501046130752892,-1.2217438809370225,Octahedron,1,2e,1,"[0.106958635203955, 0.10500458482699201]",0.0,0.10598161001547352,AB4C10D20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Ru-Sr-Ti,0.002625643714283,-2.553213519047618,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,,Sr,"Ti, Ru",,,,"O, S",,,,,B < -1,Negative B,2.0039062911505905
mp-1218911,Sr10Mn(RuO5)4,2.041584622349098,-0.0101676085030853,Octahedron,1,2e,1,"[0.07180082338561601, 0.087387502837906]",0.0,0.07959416311176101,AB4C10D20,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-Ru-Sr,0.011909252285711,-2.516372804798029,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,,Sr,"Mn, Ru",,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9992451446186876
mp-1220813,NaLi2(RuO2)6,2.0156221579347737,0.0472503999328143,no_data,1,no_data,1,no_data,0.0,no_data,AB2C6D12,2,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Li-Na-O-Ru,0.037113346488094,-1.510076823716474,0.0,4,Hexagonal,-6,P-6,oxide,"Li, Na",,Ru,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.042412015821501
mp-1220996,NaP4(RuO7)2,1.9880659064665185,0.0734452875404954,Octahedron,1,1a,1,"[0.11676567516406501, 0.058800375425101005]",0.0,0.08778302529458301,AB2C4D14,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Ru,0.0,-2.268163073330987,0.0097,4,Triclinic,1,P1,oxide,Na,,Ru,,,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0288076624804194
mp-1222456,LiRuRhO4,1.9034636557819915,0.3473150119914669,Octahedron,1,2c,1,[0.230474444794308],0.0,0.230474444794308,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Li-O-Rh-Ru,0.034332274285714,-1.479422784047619,0.0,4,Orthorhombic,mmm,Imma,oxide,Li,,"Ru, Rh",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.044464705311023
mp-1222666,LiMn2Cu(RuO4)2,2.088028833678965,-0.2904929915384576,Octahedron,1,2c,1,[0.35503154735375003],0.0,0.35503154735375003,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cu-Li-Mn-O-Ru,0.041635374285704,-1.64010487494253,0.0,5,Orthorhombic,mm2,Imm2,oxide,Li,,"Mn, Cu, Ru",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.034228809686186
mp-1222686,LiCuRu2(RhO4)2,2.111134421699054,-0.1534306315226377,Octahedron,1,2c,1,[0.6369962740595411],0.0,0.6369962740595411,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-Li-O-Rh-Ru,0.041019591428572,-1.30284280595238,0.0,5,Orthorhombic,mm2,Imm2,oxide,Li,,"Cu, Ru, Rh",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0488427484855607
mp-1223542,KLi2(RuO2)6,2.022489071512191,0.041607827701988,Octahedron,1,"3j, 3k",2,"[0.482598307485657, 0.443247927333048]",0.0,0.46292311740935255,AB2C6D12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Li-O-Ru,0.035862196547638,-1.515411313519841,0.0,4,Hexagonal,-6,P-6,oxide,"Li, K",,Ru,,,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0475966394490355
mp-1224038,Ho2MnRuO7,1.9901000845467056,0.0982504391948422,Octahedron,1,2a,1,[1.236304481368172],0.0,1.236304481368172,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-Mn-O-Ru,0.010682156534089,-2.753822777084639,0.0,4,Orthorhombic,mmm,Imma,oxide,,,"Mn, Ru",,,,"H, O",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0082383397746053
mp-1227234,CaMn2Cu3(RuO6)2,1.9517770139258843,0.1680362387642727,Octahedron,1,2e,1,[0.004633142969877001],0.0,0.004633142969877001,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Cu-Mn-O-Ru,0.020982809250015,-1.621415982293104,0.0,5,Monoclinic,2/m,C2/m,oxide,,Ca,"Mn, Cu, Ru",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.982690001825796
mp-1227254,CaMnCu3(RuO4)3,1.9159902511921816,0.4340058999013488,Octahedron,1,3d,1,[0.039402997064816],0.0,0.039402997064816,ABC3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Cu-Mn-O-Ru,0.043286022416665,-1.532994115396552,0.0,5,Trigonal,-3,R-3,oxide,,Ca,"Mn, Cu, Ru",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9957360759718115
mp-1227481,Ca2NdRuO6,2.00025007075576,-0.0532039220970735,Octahedron,1,2a,1,[0.023084136582724003],0.0,0.023084136582724003,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Nd-O-Ru,0.0,-2.829084382249999,0.499299999999999,4,Monoclinic,m,Pc,oxide,,Ca,Ru,,,,"C, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9905000648175288
mp-1227546,Ca2LaRuO6,1.9939421007875235,-0.0150243404295398,Octahedron,1,2a,1,[0.023776060672425003],0.0,0.023776060672425003,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-La-O-Ru,0.000382805,-2.8600853215,0.483499999999999,4,Monoclinic,m,Pc,oxide,,Ca,Ru,,,,"C, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9911889051762144
mp-1227569,Ca2LaRuO6,2.000966836619349,-0.0506214964945588,Octahedron,1,"1d, 1g",2,"[0.027283992914207, 0.042382804364559004]",0.0,0.034833398639383006,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-La-O-Ru,0.0,-2.8604681265,0.428499999999999,4,Triclinic,-1,P-1,oxide,,Ca,Ru,,,,"C, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9916896036696503
mp-1227575,Ca2MnRuO6,2.0346418492188185,-0.3021973368859068,Octahedron,1,2d,1,[0.030959462657765002],0.0,0.030959462657765002,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Ru,0.0,-2.394197838793103,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Mn, Ru",,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.979380261190806
mp-1227718,Ca2TiRuO6,1.9988772567077795,0.0259766305287914,Octahedron,1,2c,1,[0.012421639255731],0.0,0.012421639255731,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ru-Ti,0.002925520000021,-2.766449714916668,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,"Ti, Ru",,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0094322566746077
mp-1227781,CaGa2Cu3(RuO6)2,1.977533158074523,0.0459415586644151,Octahedron,1,2e,1,[0.001270011480534],0.0,0.001270011480534,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-Cu-Ga-O-Ru,0.029183505499995,-1.464897514749996,0.0,5,Monoclinic,2/m,C2/m,oxide,,Ca,"Cu, Ru",,Ga,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9859851296861954
mp-1227963,Ba3TmIrRuO9,1.554814913794308,2.483308789831921,Octahedron,1,2b,1,[0.063484358074268],0.0,0.063484358074268,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Tm,0.0,-2.607930883666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Tm,,B > 1,Positive B,2.008026268249584
mp-1228020,Ba3YIrRuO9,1.5370184303801429,2.559323412848466,Octahedron,1,2b,1,[0.046987337798175],0.0,0.046987337798175,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Y,0.0,-2.576369705333334,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Y, Ru, Ir",,,B,O,I,,,,B > 1,Positive B,2.0041029366148493
mp-1228085,Ba3Mn2RuO9,1.6476275092911865,1.881252536515708,Octahedron,1,1a,1,[0.334980611475075],0.0,0.334980611475075,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mn-O-Ru,0.027114301611128,-2.3629006387241382,0.198499999999999,4,Trigonal,3m,R3m,oxide,,Ba,"Mn, Ru",,,B,O,,,,,B > 1,Positive B,1.9909616525632836
mp-1228145,Ba6Ca2Ta(RuO6)3,1.7162325857866918,1.5237005114360591,Octahedron,1,"1a, 1c",2,"[0.217524975802859, 0.245763710081689, 0.213556397528663]",0.0,0.22561502780440368,AB2C3D6E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-O-Ru-Ta,0.0,-2.724074563577778,0.0,5,Trigonal,3m,P3m1,oxide,,"Ca, Ba","Ru, Ta",,,B,"C, O",,,,,B > 1,Positive B,1.9965284824809741
mp-1228216,Ba3PrIrRuO9,1.4511446546201234,3.032327633432586,Octahedron,1,2b,1,[0.04422864971664801],0.0,0.04422864971664801,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Pr-Ru,0.0,-2.5148127137777783,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,"O, P",I,,Pr,,B > 1,Positive B,2.004553507164428
mp-1228219,Ba3TbIrRuO9,1.5526992571070957,2.4856675218594253,Octahedron,1,2b,1,[0.046988092519168],0.0,0.046988092519168,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Tb,0.0,-2.5823269487777782,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Tb,,B > 1,Positive B,2.006340879046484
mp-1228233,Ba3ZnIrRuO9,1.815779433129446,0.9869309919679846,Octahedron,1,2d,1,[0.139099792904917],0.0,0.139099792904917,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-O-Ru-Zn,0.0,-2.179142146666667,0.0,5,Trigonal,-3m,P-3m1,oxide,,Ba,"Zn, Ru, Ir",,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,1.9973325341986001
mp-1228241,Ba3NdIrRuO9,1.4650569276057015,2.938422101463708,Octahedron,1,2b,1,[0.036930122861537004],0.0,0.036930122861537004,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Nd-O-Ru,0.0,-2.529088223500001,0.0009,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,"N, O",I,,Nd,,B > 1,Positive B,2.0013276759670435
mp-1228246,Ba3LaIrRuO9,1.6732254839565937,1.8510359562778265,Octahedron,1,2b,1,[0.048264547102557],0.0,0.048264547102557,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-La-O-Ru,0.0,-2.5408981253333343,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,La,,B > 1,Positive B,2.0117931970721883
mp-1228263,Ba3MgIrRuO9,1.7853193029187673,1.1580918733270464,Octahedron,1,2d,1,[0.402022821621826],0.0,0.402022821621826,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Mg-O-Ru,0.000525233999999,-2.374777702000001,0.0,5,Trigonal,-3m,P-3m1,oxide,,"Mg, Ba","Ru, Ir",,,B,O,I,,,,B > 1,Positive B,1.9983590680666012
mp-1228273,Ba3NaIrRuO9,1.7780607933814063,1.142437312190378,Octahedron,1,2b,1,[0.10460837913141201],0.0,0.10460837913141201,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Na-O-Ru,0.0,-2.206382111425288,0.0,5,Hexagonal,6mm,P6_3mc,oxide,Na,Ba,"Ru, Ir",,,B,"N, O",I,,,,B > 1,Positive B,1.9915554059852625
mp-1228276,Ba3NiSbRuO9,1.7677336779156338,1.2992158087931225,Octahedron,1,2d,1,[0.38986167528249704],0.0,0.38986167528249704,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ni-O-Ru-Sb,0.007992468583328,-2.297858505666667,0.5658000000000001,5,Trigonal,-3m,P-3m1,oxide,,Ba,"Ni, Ru",,,"B, Sb","N, O, S",,,,,B > 1,Positive B,2.0067329016192113
mp-1228297,Ba3DyIrRuO9,1.5194051566145674,2.6681510795379824,Octahedron,1,2b,1,[0.04422393541163001],0.0,0.04422393541163001,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-Ir-O-Ru,0.0,-2.587928129111111,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Dy,,B > 1,Positive B,2.006350684843319
mp-1228300,Ba3LuIrRuO9,1.617436393599244,2.1218366691354578,Octahedron,1,2b,1,[0.059075008456351004],0.0,0.059075008456351004,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Lu-O-Ru,0.0,-2.6161617257777783,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Lu,,B > 1,Positive B,2.0046778086709973
mp-1228306,Ba6Ca2Ir3RuO18,1.7493517686948388,1.3320479375441496,Octahedron,1,1a,1,[0.068883186755177],0.0,0.068883186755177,AB2C3D6E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-Ir-O-Ru,0.0,-2.407141747666667,0.0,5,Trigonal,3m,P3m1,oxide,,"Ca, Ba","Ru, Ir",,,B,"C, O",I,,,,B > 1,Positive B,1.9943912339207828
mp-1228318,Ba3LiIrRuO9,1.8034756487921104,0.9994884419866948,Octahedron,1,2b,1,[0.111390573667714],0.0,0.111390573667714,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ir-Li-O-Ru,0.002116038833337,-2.2407896118888893,0.0,5,Hexagonal,6mm,P6_3mc,oxide,Li,Ba,"Ru, Ir",,,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,1.9902573207320196
mp-1228361,Ba3BiIrRuO9,1.857414072018995,0.8228457171149737,Octahedron,1,2a,1,[0.111902430905729],0.0,0.111902430905729,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Bi-Ir-O-Ru,0.0,-2.156578925,0.0643,5,Monoclinic,m,Cc,oxide,,Ba,"Ru, Ir",,Bi,B,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.0082573605135754
mp-1228364,BaMn2Ru4O11,1.9042902263982324,0.3096534940797481,Octahedron,1,"4f, 2c, 2b",3,"[0.21242533193964003, 0.226171822694534, 0.6249999939130491]",0.0,0.35453238284907435,AB2C4D11,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Mn-O-Ru,0.039044647638887,-1.749844880881226,0.0,4,Monoclinic,2/m,C2/c,oxide,,Ba,"Mn, Ru",,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0300869911541297
mp-1228389,Ba3NiIrRuO9,1.8292904178397047,0.8996899472015893,Octahedron,1,2d,1,[0.138790260529883],0.0,0.138790260529883,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Ir-Ni-O-Ru,0.008049197833326,-2.109620580666667,0.0,5,Trigonal,-3m,P-3m1,oxide,,Ba,"Ni, Ru, Ir",,,B,"N, O",I,,,,"B $\in$ [0.5, 1]",Positive B,1.994807507073154
mp-1228390,Ba3ErIrRuO9,1.599353551731329,2.2247063836077823,Octahedron,1,2b,1,[0.052466393120851],0.0,0.052466393120851,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Er-Ir-O-Ru,0.0,-2.600946232666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Er,,B > 1,Positive B,2.0053696091493274
