material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Hg_wyckoff,num_Hg_chemenvs,CN,element,charge_range,is_single_charge
mp-541193,Hg7Cl2O3,1.6721439111738905,0.8272736593626014,"[1.0, 2.0, 3.0, 2.0]",1.25,1.0,2.0,"Single neighbor, Linear, Angular","4d, 8e, 4a",3,1.0,Hg,1.0,False
mp-541193,Hg7Cl2O3,1.6721439111738905,0.8272736593626014,"[1.0, 2.0, 3.0, 2.0]",1.25,1.0,2.0,"Single neighbor, Linear, Angular","4d, 8e, 4a",3,2.0,Hg,1.0,False
mp-541193,Hg7Cl2O3,1.6721439111738905,0.8272736593626014,"[1.0, 2.0, 3.0, 2.0]",1.25,1.0,2.0,"Single neighbor, Linear, Angular","4d, 8e, 4a",3,3.0,Hg,1.0,False
mp-541193,Hg7Cl2O3,1.6721439111738905,0.8272736593626014,"[1.0, 2.0, 3.0, 2.0]",1.25,1.0,2.0,"Single neighbor, Linear, Angular","4d, 8e, 4a",3,2.0,Hg,1.0,False
mp-542054,Hg9(PO4)4,2.2533262055516787,0.1477238538412093,"[3.0, 3.0]",1.5,1.0,2.0,"Square pyramid, Triangular non-coplanar",6b,2,3.0,Hg,1.0,False
mp-542054,Hg9(PO4)4,2.2533262055516787,0.1477238538412093,"[3.0, 3.0]",1.5,1.0,2.0,"Square pyramid, Triangular non-coplanar",6b,2,3.0,Hg,1.0,False
mp-542115,Hg3Se3O10,2.4935808864948936,0.0062863668689088,"[5.0, 8.0]",2.0,2.0,2.0,"Cube, Square antiprism, Trigonal bipyramid",2a,3,5.0,Hg,0.0,True
mp-542115,Hg3Se3O10,2.4935808864948936,0.0062863668689088,"[5.0, 8.0]",2.0,2.0,2.0,"Cube, Square antiprism, Trigonal bipyramid",2a,3,8.0,Hg,0.0,True
mp-553949,Ag2Hg2(TeO4)3,1.926890841081132,0.6416651808735535,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Hg,0.0,True
mp-554533,Hg2Mo2O7,2.036206194341289,0.7290228882323003,"[1.0, 2.0]",1.0,1.0,1.0,Triangular non-coplanar,2i,1,1.0,Hg,0.0,True
mp-554533,Hg2Mo2O7,2.036206194341289,0.7290228882323003,"[1.0, 2.0]",1.0,1.0,1.0,Triangular non-coplanar,2i,1,2.0,Hg,0.0,True
mp-554914,Hg3PO4,2.354140859328936,0.0808226363069158,"[2.0, 3.0]",1.0,1.0,1.0,"Angular, Square pyramid, Triangular non-coplanar",4e,3,2.0,Hg,0.0,True
mp-554914,Hg3PO4,2.354140859328936,0.0808226363069158,"[2.0, 3.0]",1.0,1.0,1.0,"Angular, Square pyramid, Triangular non-coplanar",4e,3,3.0,Hg,0.0,True
mp-555759,Re2(HgO2)5,2.195426198669174,0.2792226969091196,"[4.0, 5.0, 6.0]",1.3333333333333333,1.0,2.0,"See-saw, Octahedron","2d, 4e",2,4.0,Hg,1.0,False
mp-555759,Re2(HgO2)5,2.195426198669174,0.2792226969091196,"[4.0, 5.0, 6.0]",1.3333333333333333,1.0,2.0,"See-saw, Octahedron","2d, 4e",2,5.0,Hg,1.0,False
mp-555759,Re2(HgO2)5,2.195426198669174,0.2792226969091196,"[4.0, 5.0, 6.0]",1.3333333333333333,1.0,2.0,"See-saw, Octahedron","2d, 4e",2,6.0,Hg,1.0,False
mp-555918,Hg2SeO3,1.7972049683700604,0.6167988544094822,"[4.0, 5.0]",1.0,1.0,1.0,"See-saw, Square pyramid",4b,2,4.0,Hg,0.0,True
mp-555918,Hg2SeO3,1.7972049683700604,0.6167988544094822,"[4.0, 5.0]",1.0,1.0,1.0,"See-saw, Square pyramid",4b,2,5.0,Hg,0.0,True
mp-556308,CrHg(PbO3)2,1.7099506542948697,0.9171335702680776,[4.0],2.0,2.0,2.0,T-shaped,2i,1,4.0,Hg,0.0,True
mp-556339,Hg3AsO4,2.223730377305666,0.2044612695304832,"[2.0, 3.0]",1.0,1.0,1.0,Triangular non-coplanar,4e,1,2.0,Hg,0.0,True
mp-556339,Hg3AsO4,2.223730377305666,0.2044612695304832,"[2.0, 3.0]",1.0,1.0,1.0,Triangular non-coplanar,4e,1,3.0,Hg,0.0,True
mp-556369,CdHg2SeO6,1.86498892043568,0.7322571505763525,"[3.0, 6.0]",2.0,2.0,2.0,"T-shaped, Square plane",2i,2,3.0,Hg,0.0,True
mp-556369,CdHg2SeO6,1.86498892043568,0.7322571505763525,"[3.0, 6.0]",2.0,2.0,2.0,"T-shaped, Square plane",2i,2,6.0,Hg,0.0,True
mp-556798,AgHg2PO4,1.7768057812592546,0.5310236084125067,[3.0],1.0,1.0,1.0,Triangular non-coplanar,8i,1,3.0,Hg,0.0,True
mp-557224,HgSeO3,2.759943617398154,0.0905761003194858,[7.0],2.0,2.0,2.0,Octahedron,4e,1,7.0,Hg,0.0,True
mp-557250,HgINO3,2.221070680300639,0.326181496898097,[4.0],2.0,2.0,2.0,Hexagonal bipyramid,4c,1,4.0,Hg,0.0,True
mp-557269,Ba2Hg3(PdO2)7,2.0955274923347327,0.523344120356525,"[2.0, 3.0]",2.0,2.0,2.0,"Triangular non-coplanar, Linear","2i, 1c",2,2.0,Hg,0.0,True
mp-557269,Ba2Hg3(PdO2)7,2.0955274923347327,0.523344120356525,"[2.0, 3.0]",2.0,2.0,2.0,"Triangular non-coplanar, Linear","2i, 1c",2,3.0,Hg,0.0,True
mp-557697,Hg2Sb2O7,2.0175515690984,0.3398013127097237,[8.0],2.0,2.0,2.0,Hexagonal bipyramid,4c,1,8.0,Hg,0.0,True
mp-558188,AgHg2AsO4,1.892972802087047,0.3964464902279992,[3.0],1.0,1.0,1.0,Triangular non-coplanar,8i,1,3.0,Hg,0.0,True
mp-558585,Hg3PClO4,1.5368725234609568,1.7040747767336817,[3.0],2.0,2.0,2.0,Square pyramid,12b,1,3.0,Hg,0.0,True
mp-558802,Hg2MoO4,3.0287727910035303,-0.4778056131693472,[3.0],1.0,1.0,1.0,See-saw,4f,1,3.0,Hg,0.0,True
