material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Re_wyckoff,num_Re_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-10326,Zn(ReO4)2,1.7994983140771024,0.1095863164472836,[4.0],7.0,7.0,7.0,Tetrahedron,2d,1,4.0,Re,0.0,True,2.0,4.0,1.723564885464354,1.7435098695827282,1.7385144577284783,0.008631143283375262,0.01994498411837431,109.4711834107534,0.06335280583566388,109.40634860432368,109.53499706339335,3.0,0.75,2,Tetrahedron
mp-1041019,CuReO4,1.817563088002352,0.1178354292182303,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Re,0.0,True,10.0,4.0,1.7607148442984535,1.7756415326939319,1.7683835197857536,0.005901868867616902,0.014926688395478394,65.87835858778183,25.129725499983387,38.757414012164844,111.88175930559623,4.0,1.0,1,Tetrahedron
mp-1041019,CuReO4,1.817563088002352,0.1178354292182303,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Re,0.0,True,12.0,4.0,1.7607148442984537,1.7756415326939303,1.7683835197857531,0.005901868867615866,0.014926688395476617,65.87835858778182,25.12972549998339,38.75741401216484,111.88175930559622,4.0,1.0,2,Tetrahedron
mp-1041019,CuReO4,1.817563088002352,0.1178354292182303,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Re,0.0,True,13.0,4.0,1.7607148442984535,1.775641532693931,1.7683835197857534,0.005901868867616673,0.014926688395477505,61.92921856657305,27.973013886965244,28.36541715865776,111.8817593055962,4.0,1.0,3,Tetrahedron
mp-1041019,CuReO4,1.817563088002352,0.1178354292182303,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Re,0.0,True,14.0,4.0,1.7607148442984535,1.7756415326939312,1.7683835197857538,0.0059018688676168605,0.014926688395477727,61.92921856657308,27.97301388696525,28.36541715865776,111.88175930559625,4.0,1.0,4,Tetrahedron
mp-1042110,Re2O7,1.913291862987668,0.2714204788564761,[4.0],7.0,7.0,7.0,Tetrahedron,4b,1,4.0,Re,0.0,True,0.0,4.0,1.7202533510526494,1.9132919015167695,1.7721907288813168,0.08152330570280758,0.1930385504641201,82.48708424475072,38.84150476865474,26.61772221373588,141.27807901768983,1.0,0.25,1,Tetrahedron
mp-1042110,Re2O7,1.913291862987668,0.2714204788564761,[4.0],7.0,7.0,7.0,Tetrahedron,4b,1,4.0,Re,0.0,True,1.0,4.0,1.720253351052652,1.9132919015167675,1.7721907288813172,0.08152330570280619,0.19303855046411544,98.10528317284123,35.638184314007006,26.61772221373588,141.2780790176899,1.0,0.25,2,Tetrahedron
mp-1042110,Re2O7,1.913291862987668,0.2714204788564761,[4.0],7.0,7.0,7.0,Tetrahedron,4b,1,4.0,Re,0.0,True,2.0,4.0,1.720253351052652,1.913291901516768,1.772190728881317,0.08152330570280651,0.1930385504641159,98.10528317284123,35.63818431400701,26.617722213735863,141.2780790176899,1.0,0.25,3,Tetrahedron
mp-1042110,Re2O7,1.913291862987668,0.2714204788564761,[4.0],7.0,7.0,7.0,Tetrahedron,4b,1,4.0,Re,0.0,True,3.0,4.0,1.7202533510526499,1.9132919015167693,1.7721907288813168,0.08152330570280754,0.19303855046411944,82.48708424475072,38.841504768654744,26.617722213735853,141.27807901768983,1.0,0.25,4,Tetrahedron
mp-1096938,Cs2ReO4,2.286223196221989,1.1722600894136517,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Re,0.0,True,8.0,4.0,1.8002527501164176,1.8180094955480035,1.810048490365708,0.006344628770210536,0.017756745431585896,90.89623533841082,21.856461904680938,61.21479492559831,110.76942504410331,0.0,0.0,1,Tetrahedron
mp-1096938,Cs2ReO4,2.286223196221989,1.1722600894136517,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Re,0.0,True,9.0,4.0,1.800252750116419,1.8180094955480053,1.8100484903657084,0.006344628770210555,0.01775674543158634,109.45890438819521,1.1743727516481388,108.1920229155909,110.76942504410333,0.0,0.0,2,Tetrahedron
mp-1096938,Cs2ReO4,2.286223196221989,1.1722600894136517,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Re,0.0,True,10.0,4.0,1.8002527501164198,1.818009495548005,1.8100484903657084,0.006344628770210102,0.01775674543158523,90.89623533841082,21.856461904680934,61.21479492559834,110.76942504410333,0.0,0.0,3,Tetrahedron
mp-1096938,Cs2ReO4,2.286223196221989,1.1722600894136517,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Re,0.0,True,11.0,4.0,1.800252750116418,1.8180094955480048,1.8100484903657086,0.006344628770210814,0.017756745431586785,109.45890438819521,1.174372751648145,108.19202291559091,110.76942504410331,0.0,0.0,4,Tetrahedron
mp-1106155,Ca2MnReO6,1.942926210336314,-0.4272483982314211,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Re,0.0,True,12.0,6.0,1.8988532071074333,1.9687030781063624,1.9424143236665774,0.03070161139554866,0.06984987099892903,59.81738528030289,25.282585699457332,21.022655509598568,96.59314367463983,6.0,1.0,1,Octahedron
mp-1106155,Ca2MnReO6,1.942926210336314,-0.4272483982314211,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Re,0.0,True,13.0,6.0,1.8986397399042767,1.9687272209826423,1.9423323542426096,0.03078119444871946,0.0700874810783656,59.81493038225169,25.281894641978287,21.024164147776254,96.59242009908722,6.0,1.0,2,Octahedron
mp-1106155,Ca2MnReO6,1.942926210336314,-0.4272483982314211,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Re,0.0,True,14.0,6.0,1.8988978615472893,1.9686905364627671,1.9424273806433365,0.030692024219446522,0.0697926749154778,51.85388436420865,23.425399387324735,10.238188621721564,88.64353860416625,6.0,1.0,3,Octahedron
mp-1106155,Ca2MnReO6,1.942926210336314,-0.4272483982314211,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Re,0.0,True,15.0,6.0,1.8986395527091275,1.968663563259709,1.9423021142011028,0.03077205016409994,0.07002401055058138,57.55736618266095,33.602301573021144,10.237259224830108,93.60087673110846,6.0,1.0,4,Octahedron
mp-11207,Pr3ReO7,1.9715978696054104,0.1179547691181734,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Re,0.0,True,6.0,6.0,1.9864637273322907,2.0076181933788,1.9935152160144607,0.009972310929244648,0.02115446604650928,52.21272256502461,19.481842579378593,16.388076255821268,88.5673480767909,6.0,1.0,1,Octahedron
mp-11207,Pr3ReO7,1.9715978696054104,0.1179547691181734,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Re,0.0,True,7.0,6.0,1.9864637273322907,2.0076181933788004,1.9935152160144607,0.009972310929244858,0.021154466046509723,55.636425000357896,24.394294600616096,21.9425839789049,88.58941256931699,6.0,1.0,2,Octahedron
mp-1188807,Sr2CaReO6,1.9460812129766405,0.0596789597515412,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,Re,0.0,True,6.0,6.0,1.9420739755866456,1.952454968397905,1.9461039574237404,0.004544713788435875,0.010380992811259482,53.104456438846896,20.70627662721534,17.063726069236203,89.55610977218255,6.0,1.0,1,Octahedron
mp-1188807,Sr2CaReO6,1.9460812129766405,0.0596789597515412,[6.0],6.0,6.0,6.0,Octahedron,2c,1,6.0,Re,0.0,True,7.0,6.0,1.9420739755866459,1.9524549683979044,1.9461039574237404,0.004544713788435598,0.010380992811258594,60.33494133654025,28.29040025774527,17.470708498435762,104.63941178679273,6.0,1.0,2,Octahedron
mp-1188946,Re2BiO6,1.9503719871783944,0.1625583910954283,[6.0],4.5,4.5,4.5,Octahedron,4f,1,6.0,Re,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1191971,FeRe2(H2O3)4,1.7600162867319131,0.009327499516145,[4.0],7.0,7.0,7.0,Tetrahedron,2i,1,4.0,Re,0.0,True,1.0,4.0,1.7461835443425602,1.7669761272903521,1.7551656444517154,0.008697824726553985,0.02079258294779196,90.78200495962801,22.918552790194862,47.64901614728788,110.78253472975037,4.0,1.0,1,Tetrahedron
mp-1191971,FeRe2(H2O3)4,1.7600162867319131,0.009327499516145,[4.0],7.0,7.0,7.0,Tetrahedron,2i,1,4.0,Re,0.0,True,2.0,4.0,1.7461835443425606,1.7669761272903546,1.7551656444517156,0.008697824726555508,0.02079258294779396,90.78200495962803,22.918552790194855,47.6490161472879,110.78253472975042,4.0,1.0,2,Tetrahedron
mp-1191990,Dy3ReO7,1.948150024387528,0.1954491420974697,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Re,0.0,True,6.0,6.0,1.9493367714537009,2.0078334451372144,1.9844677043438743,0.025288732890563548,0.05849667368351352,54.76100481421708,29.50714560088914,13.11519155445174,105.53126192847596,6.0,1.0,1,Octahedron
mp-1191990,Dy3ReO7,1.948150024387528,0.1954491420974697,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Re,0.0,True,7.0,6.0,1.9493367714537009,2.007833445137215,1.9844677043438743,0.02528873289056296,0.05849667368351397,56.82906289202811,24.50982381572321,13.115191554451684,95.69028848262592,6.0,1.0,2,Octahedron
mp-1192782,CuRe2(H2O3)4,1.7897152702647348,0.062351594853696,[4.0],7.0,7.0,7.0,Tetrahedron,2i,1,4.0,Re,0.0,True,1.0,4.0,1.7473118620113133,1.7758878277821406,1.7555331493990372,0.011789995686853832,0.028575965770827327,90.81680664945361,23.36710321946219,47.87921820397521,110.57494679377041,4.0,1.0,1,Tetrahedron
mp-1192782,CuRe2(H2O3)4,1.7897152702647348,0.062351594853696,[4.0],7.0,7.0,7.0,Tetrahedron,2i,1,4.0,Re,0.0,True,2.0,4.0,1.7473118620113117,1.7758878277821408,1.7555331493990374,0.011789995686853901,0.028575965770829104,90.81680664945365,23.367103219462194,47.87921820397525,110.57494679377051,4.0,1.0,2,Tetrahedron
mp-1193019,MnRe(PbO3)2,1.9382921782573088,-0.1718539947983209,[6.0],6.0,6.0,6.0,Octahedron,"2i, 1b",1,6.0,Re,0.0,True,3.0,6.0,1.9344950457804353,1.9587446131070974,1.9480686602037565,0.010109655800136733,0.024249567326662058,80.03796670671998,36.67147152297654,12.163864907603719,180.0,6.0,1.0,1,Octahedron
mp-1193019,MnRe(PbO3)2,1.9382921782573088,-0.1718539947983209,[6.0],6.0,6.0,6.0,Octahedron,"2i, 1b",1,6.0,Re,0.0,True,4.0,6.0,1.8849300961845972,1.9690163606608293,1.9373458779222237,0.029518971218147668,0.08408626447623213,97.0434949032673,47.683464084586745,27.010185670783564,178.1628048772611,6.0,1.0,2,Octahedron
mp-1193019,MnRe(PbO3)2,1.9382921782573088,-0.1718539947983209,[6.0],6.0,6.0,6.0,Octahedron,"2i, 1b",1,6.0,Re,0.0,True,5.0,6.0,1.8849300961845958,1.9690163606608315,1.9373458779222237,0.029518971218148653,0.08408626447623568,97.0434949032673,47.68346408458673,27.01018567078358,178.1628048772611,6.0,1.0,3,Octahedron
mp-1193300,ReS2ClO9,1.9846858094658155,0.4163833122759857,[5.0],7.0,7.0,7.0,Octahedron,2i,1,5.0,Re,0.0,True,0.0,5.0,1.7030255625427324,2.2496932343031943,1.9729024152117556,0.23385582535591576,0.5466676717604619,90.01076155017014,34.25630364163133,20.874601438051734,169.75618645184855,3.0,0.6,1,Octahedron
mp-1193300,ReS2ClO9,1.9846858094658155,0.4163833122759857,[5.0],7.0,7.0,7.0,Octahedron,2i,1,5.0,Re,0.0,True,1.0,5.0,1.703025562542732,2.2496932343031917,1.9729024152117554,0.2338558253559147,0.5466676717604597,90.01076155017014,34.256303641631305,20.874601438051734,169.75618645184846,3.0,0.6,2,Octahedron
mp-1196004,Re2Sb4O13,1.769010382358293,0.0458651015941103,[4.0],7.0,7.0,7.0,Tetrahedron,2i,1,4.0,Re,0.0,True,0.0,4.0,1.7355473207535388,1.759907966658611,1.7426195610143267,0.010029657242210709,0.024360645905072253,109.46758191528097,0.8971922989441944,108.5087271119506,111.27885093719281,1.0,0.25,1,Tetrahedron
mp-1196004,Re2Sb4O13,1.769010382358293,0.0458651015941103,[4.0],7.0,7.0,7.0,Tetrahedron,2i,1,4.0,Re,0.0,True,1.0,4.0,1.7355473207535386,1.7599079666586124,1.7426195610143265,0.010029657242211583,0.024360645905073808,109.46758191528097,0.897192298944185,108.5087271119506,111.27885093719279,1.0,0.25,2,Tetrahedron
mp-1197149,ReSi2(PO5)3,1.913665536720862,0.3167337384354579,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,0.0,6.0,1.703354910936285,2.095725456666538,1.9046969801786524,0.16281344985121304,0.3923705457302531,98.02491567007426,33.87656906594669,47.514129234451794,170.36729795080524,4.0,0.6666666666666666,1,Octahedron
mp-1197149,ReSi2(PO5)3,1.913665536720862,0.3167337384354579,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,1.0,6.0,1.7033549109362829,2.09572545666654,1.9046969801786517,0.1628134498512141,0.3923705457302571,104.95718253142802,31.422316749546145,80.07245751267997,170.3672979508051,4.0,0.6666666666666666,2,Octahedron
mp-1197231,ReBi9O17,1.7576741061121042,-0.000982008043554,[4.0],7.0,7.0,7.0,Tetrahedron,4e,1,4.0,Re,0.0,True,0.0,4.0,1.7543316530008106,1.7618109977863983,1.7582143293237098,0.003389964460865403,0.007479344785587649,90.4901558781089,23.74991526362151,54.938660488610196,109.84809755406053,0.0,0.0,1,Tetrahedron
mp-1197231,ReBi9O17,1.7576741061121042,-0.000982008043554,[4.0],7.0,7.0,7.0,Tetrahedron,4e,1,4.0,Re,0.0,True,1.0,4.0,1.7543316530008122,1.7618109977864012,1.7582143293237107,0.0033899644608663447,0.007479344785588982,109.46052808533845,1.0916474476402092,108.19379004495136,111.1165576186784,0.0,0.0,2,Tetrahedron
mp-1197231,ReBi9O17,1.7576741061121042,-0.000982008043554,[4.0],7.0,7.0,7.0,Tetrahedron,4e,1,4.0,Re,0.0,True,2.0,4.0,1.7543316530008082,1.7618109977864012,1.7582143293237102,0.0033899644608664905,0.0074793447855929784,90.49015587810885,23.749915263621492,54.938660488610154,109.8480975540604,0.0,0.0,3,Tetrahedron
mp-1197231,ReBi9O17,1.7576741061121042,-0.000982008043554,[4.0],7.0,7.0,7.0,Tetrahedron,4e,1,4.0,Re,0.0,True,3.0,4.0,1.754331653000809,1.7618109977864007,1.7582143293237107,0.0033899644608660295,0.007479344785591646,109.46052808533845,1.0916474476402054,108.19379004495136,111.11655761867836,0.0,0.0,4,Tetrahedron
mp-1197783,ReBi3O8,1.835304954352766,0.1709742188462971,[4.0],7.0,7.0,7.0,Tetrahedron,4a,1,4.0,Re,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-1197806,Ba16Re6O37,1.9986441851536576,0.601986577926543,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,16.0,6.0,1.8561840001004177,1.9502506703798022,1.9061222280141987,0.028877881062888595,0.09406667027938442,98.29735180546749,35.12905434246997,28.596340365438067,176.00035314956267,2.0,0.3333333333333333,1,Octahedron
mp-1197806,Ba16Re6O37,1.9986441851536576,0.601986577926543,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,17.0,6.0,1.8561840001004168,1.9502506703798042,1.9061222280141987,0.02887788106288927,0.09406667027938731,98.29735180546749,35.12905434246998,28.596340365438042,176.00035314956267,2.0,0.3333333333333333,2,Octahedron
mp-1197806,Ba16Re6O37,1.9986441851536576,0.601986577926543,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,18.0,6.0,1.8707076688845443,1.9397118074732107,1.909830879570575,0.02253394363529219,0.06900413858866639,65.83697742292087,48.6414670542185,3.048757182359197,176.43557811448605,1.0,0.16666666666666666,3,Octahedron
mp-1197806,Ba16Re6O37,1.9986441851536576,0.601986577926543,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,19.0,6.0,1.8707076688845414,1.939711807473214,1.9098308795705758,0.02253394363529474,0.0690041385886726,65.83697742292091,48.64146705421847,3.0487571823593167,176.43557811448582,1.0,0.16666666666666666,4,Octahedron
mp-1197806,Ba16Re6O37,1.9986441851536576,0.601986577926543,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,20.0,6.0,1.8844034544318338,1.9349670057422006,1.9077990558829125,0.02082479280421866,0.05056355131036683,66.29808633101511,72.1573782966503,10.22669364519709,173.5087673733005,0.0,0.0,5,Octahedron
mp-1197806,Ba16Re6O37,1.9986441851536576,0.601986577926543,[6.0],7.0,7.0,7.0,Octahedron,2i,1,6.0,Re,0.0,True,21.0,6.0,1.884403454431834,1.9349670057422017,1.9077990558829132,0.020824792804219103,0.050563551310367716,66.29808633101511,72.15737829665025,10.226693645197127,173.50876737330043,0.0,0.0,6,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,0.0,4.0,1.7076420791618963,2.250182798572063,1.978401578488195,0.2700687611117632,0.5425407194101666,89.48182579424781,42.2211502793077,26.31853713597287,169.9795477387657,2.0,0.5,1,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,1.0,4.0,1.707642079161897,2.250182798572064,1.9784015784881954,0.2700687611117639,0.5425407194101672,116.57162469330713,38.04930877605365,81.5737736937071,169.97954773876575,2.0,0.5,2,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,2.0,4.0,1.707642079161894,2.2501827985720637,1.978401578488195,0.27006876111176487,0.5425407194101697,89.48182579424777,42.221150279307686,26.318537135972885,169.97954773876566,2.0,0.5,3,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,3.0,4.0,1.7076420791618947,2.2501827985720633,1.9784015784881952,0.2700687611117637,0.5425407194101686,116.57162469330711,38.04930877605365,81.57377369370708,169.97954773876575,2.0,0.5,4,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,4.0,4.0,1.7087489815788919,2.2342938690127223,1.9662513981137184,0.2574856628876223,0.5255448874338304,83.61575701695027,28.742173947779033,29.384368176370845,123.32726630505175,2.0,0.5,5,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,5.0,4.0,1.708748981578889,2.234293869012725,1.966251398113718,0.2574856628876233,0.525544887433836,96.47670649171175,44.0478085798849,29.384368176370806,170.0109701512085,2.0,0.5,6,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,6.0,4.0,1.7087489815788905,2.2342938690127236,1.9662513981137177,0.25748566288762276,0.5255448874338331,83.61575701695024,28.742173947779037,29.384368176370796,123.32726630505172,2.0,0.5,7,Octahedron
mp-1200983,Re2S(ClO2)4,1.9723262333125624,0.3804713872732334,[4.0],7.0,7.0,7.0,Octahedron,4f,1,4.0,Re,0.0,True,7.0,4.0,1.708748981578892,2.2342938690127228,1.9662513981137182,0.2574856628876222,0.5255448874338307,96.4767064917118,44.047808579884894,29.384368176370835,170.01097015120854,2.0,0.5,8,Octahedron
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,0.0,6.0,1.7110979661658894,2.146509741698661,1.930051586524274,0.16577775000834474,0.43541177553277177,105.066583760303,31.502287139545228,78.81798654814935,170.17915595813918,4.0,0.6666666666666666,1,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,1.0,6.0,1.7110979661658872,2.1465097416986585,1.930051586524273,0.16577775000834413,0.43541177553277133,105.066583760303,31.50228713954522,78.81798654814938,170.17915595813923,4.0,0.6666666666666666,2,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,2.0,6.0,1.71109796616589,2.146509741698661,1.930051586524274,0.1657777500083442,0.4354117755327711,105.06658376030299,31.502287139545203,78.81798654814936,170.1791559581391,4.0,0.6666666666666666,3,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,3.0,6.0,1.7110979661658903,2.1465097416986585,1.930051586524274,0.16577775000834385,0.4354117755327682,105.06658376030298,31.502287139545224,78.81798654814938,170.17915595813923,4.0,0.6666666666666666,4,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,4.0,6.0,1.7117552121186415,2.1446491972020016,1.9329302406618665,0.1679897263177314,0.4328939850833602,105.04791902282452,31.51619733892216,79.5872537942926,169.90281466818655,4.0,0.6666666666666666,5,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,5.0,6.0,1.7117552121186415,2.144649197202001,1.9329302406618671,0.16798972631773124,0.43289398508335974,76.40618849184757,35.644612989864804,7.871865484362261,168.40321650657253,4.0,0.6666666666666666,6,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,6.0,6.0,1.7117552121186401,2.1446491972020003,1.932930240661866,0.16798972631773132,0.4328939850833602,105.04791902282449,31.51619733892214,79.58725379429255,169.90281466818647,4.0,0.6666666666666666,7,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,7.0,6.0,1.7117552121186403,2.1446491972020043,1.932930240661867,0.16798972631773218,0.43289398508336396,76.4061884918476,35.6446129898648,7.871865484362261,168.40321650657256,4.0,0.6666666666666666,8,no_data
mp-1203700,RePO6,1.943500318640528,0.3307333110665523,[6.0],7.0,7.0,7.0,no_data,no_data,1,6.0,Re,0.0,True,8.0,6.0,1.7092481134129374,2.147189707261631,1.9285428759384924,0.1732588638977907,0.4379415938486937,40.22251849623332,21.23422691990944,10.968670660234292,85.20993481352757,4.0,0.6666666666666666,9,no_data
