material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Se_wyckoff,num_Se_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-10798,HgSeO3,1.6353743414191382,-0.2875751577940093,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1095437,LuSeO3F,1.8411443345374372,0.3939160756418595,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2e,1,3.0,Se,0.0,True,2.0,3.0,1.693548826155646,1.7461468823724797,1.7286141969668682,0.02479496148543622,0.05259805621683378,61.331267997388274,20.30557429215466,46.97305871951848,90.04768655312786,3.0,1.0,1,Triangular non-coplanar
mp-1095437,LuSeO3F,1.8411443345374372,0.3939160756418595,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2e,1,3.0,Se,0.0,True,3.0,3.0,1.693548826155646,1.7461468823724788,1.7286141969668678,0.024794961485435748,0.05259805621683289,61.33126799738829,20.30557429215466,46.9730587195185,90.04768655312786,3.0,1.0,2,Triangular non-coplanar
mp-1101793,YSeO3F,1.8176852499191487,0.3831940840163271,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2e,1,3.0,Se,0.0,True,2.0,3.0,1.6741053302592421,1.7252729833191938,1.7082170989658765,0.024120662970728214,0.051167653059951634,62.04743123056545,20.7185263996537,47.39722071717781,91.34785225734072,3.0,1.0,1,Triangular non-coplanar
mp-1101793,YSeO3F,1.8176852499191487,0.3831940840163271,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2e,1,3.0,Se,0.0,True,3.0,3.0,1.6741053302592415,1.7252729833191935,1.708217098965876,0.024120662970728422,0.05116765305995208,62.04743123056545,20.718526399653694,47.397220717177824,91.34785225734072,3.0,1.0,2,Triangular non-coplanar
mp-1102514,ScSeO3F,1.842474619769887,0.3846633915752268,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1102846,H2SeO3,1.529209979394536,-0.6981406583520526,[3.0],4.0,4.0,4.0,Triangular non-coplanar,1a,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1104157,Cu2Ag(SeO5)2,1.915203822857744,0.5735275913446015,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,3.0,4.0,1.642517152482091,1.7350509461603425,1.695090984512526,0.04094329490783215,0.09253379367825154,66.77682930276752,29.252307584946344,34.723183316798824,111.42198099647118,3.0,0.75,1,Tetrahedron
mp-1104157,Cu2Ag(SeO5)2,1.915203822857744,0.5735275913446015,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,4.0,4.0,1.6425171524820916,1.7350509461603432,1.6950909845125266,0.04094329490783198,0.09253379367825154,66.77682930276752,29.25230758494636,34.72318331679881,111.4219809964712,3.0,0.75,2,Tetrahedron
mp-1105005,Ni3Se4(ClO5)2,1.7975023338522782,0.271993498818684,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1105151,Co3Se4(ClO5)2,1.8305208519054292,0.299530527149378,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8j,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1106073,BiH(SeO3)2,1.8203839393986496,0.2796737852510593,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True,4.0,3.0,1.7001662881688293,1.8198767823259925,1.7442062271003973,0.05374645736041912,0.11971049415716317,68.7906582521123,19.963199537614205,40.56021776905085,83.18097169083987,3.0,1.0,1,Triangular non-coplanar
mp-1106073,BiH(SeO3)2,1.8203839393986496,0.2796737852510593,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True,5.0,3.0,1.7001662881688282,1.8198767823259894,1.7442062271003962,0.05374645736041792,0.11971049415716117,68.79065825211228,19.963199537614205,40.56021776905083,83.18097169083987,3.0,1.0,2,Triangular non-coplanar
mp-1173735,NaCo2H3(SeO5)2,1.8115252656542955,0.3170950569456585,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True,14.0,4.0,1.644930903597398,1.7126395742793046,1.6827651955125773,0.024267242877097046,0.06770867068190656,109.45124142908378,1.7380589421590773,106.3769378001556,111.38144366711639,4.0,1.0,1,Tetrahedron
mp-1173735,NaCo2H3(SeO5)2,1.8115252656542955,0.3170950569456585,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True,15.0,4.0,1.6449356657676841,1.7127771407990113,1.6827349586118834,0.024297865013601778,0.0678414750313272,81.10906669952136,32.84145762907521,24.271666235883032,119.06378308230593,4.0,1.0,2,Tetrahedron
mp-1178328,Fe2H6(SeO4)3,1.7423444521186486,0.0065681813597284,[3.0],4.0,4.0,4.0,Triangular non-coplanar,6b,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1179820,Rb2TeH6SeO10,1.6550497128920831,-0.0619463879455692,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,36.0,4.0,1.670992152234387,1.688443909653722,1.6799865641985767,0.006846874534266243,0.017451757419335134,109.46679059676056,1.1830585542096907,107.04268869085256,110.5318122304712,4.0,1.0,1,Tetrahedron
mp-1179820,Rb2TeH6SeO10,1.6550497128920831,-0.0619463879455692,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,37.0,4.0,1.6709921522343871,1.6884439096537225,1.6799865641985763,0.006846874534266015,0.017451757419335356,109.46679059676057,1.1830585542097178,107.0426886908525,110.53181223047112,4.0,1.0,2,Tetrahedron
mp-1179820,Rb2TeH6SeO10,1.6550497128920831,-0.0619463879455692,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,38.0,4.0,1.670992152234386,1.6884439096537223,1.6799865641985758,0.006846874534266709,0.017451757419336245,22.807387479642244,7.374047546690467,7.343230155503822,30.79269944487782,4.0,1.0,3,Tetrahedron
mp-1179820,Rb2TeH6SeO10,1.6550497128920831,-0.0619463879455692,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,39.0,4.0,1.670992152234388,1.688443909653725,1.6799865641985767,0.0068468745342668315,0.01745175741933691,22.80738747964226,7.374047546690433,7.343230155503921,30.792699444877833,4.0,1.0,4,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,28.0,4.0,1.6497313731328151,1.6987944410553415,1.6776226331840718,0.021363047914810016,0.04906306792252635,109.38916331493913,3.6954211084174218,102.27054009927978,112.97926067148738,3.0,0.75,1,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,29.0,4.0,1.6497313731328165,1.698794441055338,1.6776226331840718,0.021363047914809374,0.049063067922521464,109.38916331493914,3.6954211084174156,102.27054009927981,112.9792606714874,3.0,0.75,2,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,30.0,4.0,1.649731373132816,1.6987944410553393,1.677622633184072,0.021363047914809374,0.04906306792252324,109.38916331493913,3.6954211084174244,102.27054009927978,112.97926067148735,3.0,0.75,3,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,31.0,4.0,1.6497313731328158,1.6987944410553382,1.6776226331840716,0.02136304791480945,0.04906306792252235,109.38916331493914,3.6954211084174196,102.27054009927981,112.97926067148737,3.0,0.75,4,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,32.0,4.0,1.6504049209124314,1.7008241313634047,1.6791675134048496,0.021115781201585016,0.050419210450973306,109.41046837822834,3.979189037984287,101.7561556552016,113.79051684616385,4.0,1.0,5,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,33.0,4.0,1.650404920912431,1.7008241313634074,1.67916751340485,0.021115781201585207,0.050419210450976415,109.41046837822834,3.9791890379842725,101.75615565520162,113.79051684616377,4.0,1.0,6,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,34.0,4.0,1.6504049209124305,1.7008241313634078,1.67916751340485,0.02111578120158589,0.0504192104509773,109.41046837822834,3.979189037984289,101.75615565520157,113.79051684616378,4.0,1.0,7,Tetrahedron
mp-1179858,Rb2UH4(SeO6)2,1.7610151649459085,0.2062459907364615,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,35.0,4.0,1.6504049209124299,1.7008241313634076,1.6791675134048503,0.021115781201585776,0.05041921045097775,109.41046837822836,3.979189037984238,101.75615565520168,113.79051684616377,4.0,1.0,8,Tetrahedron
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,3.0,Se,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,8.0,4.0,1.6401293922591655,1.8454937234324078,1.6969477264047892,0.08617851584337313,0.20536433117324226,89.32228215982643,22.548612015853273,47.5660884848103,114.09421085107986,2.0,0.5,1,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,9.0,4.0,1.6401293922591662,1.8454937234324083,1.6969477264047887,0.08617851584337365,0.20536433117324204,89.32228215982644,22.548612015853273,47.56608848481027,114.09421085107984,2.0,0.5,2,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,10.0,4.0,1.6401293922591662,1.8454937234324085,1.6969477264047894,0.08617851584337334,0.20536433117324226,89.3222821598265,22.548612015853276,47.56608848481035,114.09421085107998,2.0,0.5,3,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,11.0,4.0,1.6401293922591655,1.8454937234324076,1.6969477264047894,0.0861785158433729,0.20536433117324204,89.32228215982644,22.548612015853266,47.56608848481032,114.09421085107986,2.0,0.5,4,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,12.0,4.0,1.689703487693901,2.766572707833411,2.009230531898647,0.4433522091745557,1.07686922013951,88.54847908947393,28.239208368612047,35.9955641888981,126.63612368538918,4.0,1.0,5,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,13.0,4.0,1.6897034876938997,2.7665727078334124,2.0092305318986465,0.44335220917455664,1.0768692201395127,107.90767475938492,16.220417853807493,86.21238327410461,132.14932289399678,4.0,1.0,6,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,14.0,4.0,1.6897034876939014,2.766572707833412,2.009230531898647,0.4433522091745559,1.0768692201395105,88.54847908947393,28.239208368612037,35.99556418889809,126.63612368538915,4.0,1.0,7,"Tetrahedron, Triangular non-coplanar"
mp-1179933,PrSe4O11,1.738596709970854,0.0367969572225582,"[3.0, 4.0]",4.5,4.5,4.5,"Tetrahedron, Triangular non-coplanar",4e,2,4.0,Se,0.0,True,15.0,4.0,1.689703487693901,2.766572707833409,2.009230531898646,0.4433522091745549,1.0768692201395078,107.90767475938492,16.220417853807515,86.21238327410467,132.14932289399684,4.0,1.0,8,"Tetrahedron, Triangular non-coplanar"
mp-1180593,KH3(SeO3)2,1.5563544153326767,-0.6751186878013059,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1181702,Cs3H(SeO4)2,2.486719597429628,1.9788832035925872,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True,8.0,4.0,1.6687460030759245,1.711301163288027,1.6830338672365428,0.016589871505908547,0.042555160212102594,109.4470606240356,1.7890500629114299,106.95523137387138,110.95335591803193,1.0,0.25,1,Tetrahedron
mp-1181702,Cs3H(SeO4)2,2.486719597429628,1.9788832035925872,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True,9.0,4.0,1.6687460030759265,1.7113011632880248,1.6830338672365432,0.01658987150590696,0.042555160212098375,109.4470606240356,1.7890500629114525,106.95523137387136,110.95335591803199,1.0,0.25,2,Tetrahedron
mp-1181702,Cs3H(SeO4)2,2.486719597429628,1.9788832035925872,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True,10.0,4.0,1.6519217601504135,1.7791860310882892,1.6883478089371124,0.052580371667858464,0.12726427093787573,109.26362745791543,4.402650368211359,104.35904737931496,113.9839701885235,1.0,0.25,3,Tetrahedron
mp-1181702,Cs3H(SeO4)2,2.486719597429628,1.9788832035925872,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True,11.0,4.0,1.6519217601504126,1.7791860310882914,1.6883478089371131,0.05258037166785929,0.12726427093787884,109.26362745791543,4.402650368211339,104.35904737931494,113.98397018852349,1.0,0.25,4,Tetrahedron
mp-1181715,NiH10(SeO5)2,1.6555769106125011,-0.3048991588651472,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1181790,CoH4SeO5,1.5878596508962888,-0.5295637916651118,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1182406,CrHSe3O8,1.8406777918471124,0.3295912176779019,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1183876,CdHg2SeO6,1.7301037071755374,0.1235404815311668,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,6.0,4.0,1.6535622917429933,1.6969207063397393,1.6803612679455062,0.016173695586026552,0.04335841459674605,67.39375028229115,24.520156891230975,37.45741352710465,108.9322974519019,4.0,1.0,1,Tetrahedron
mp-1183876,CdHg2SeO6,1.7301037071755374,0.1235404815311668,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,7.0,4.0,1.653562291742992,1.69692070633974,1.680361267945506,0.016173695586027194,0.04335841459674805,67.39375028229112,24.52015689123097,37.45741352710462,108.93229745190186,4.0,1.0,2,Tetrahedron
mp-1189942,Li2H2SeO5,1.6841068093167897,0.0276474368774607,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True,8.0,4.0,1.668853873167978,1.6767414115947816,1.672953650446194,0.0028190862716887385,0.007887538426803564,89.37256277919546,21.897403028592535,50.55200462951715,108.86292618748736,4.0,1.0,1,Tetrahedron
mp-1189942,Li2H2SeO5,1.6841068093167897,0.0276474368774607,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True,9.0,4.0,1.668853873167979,1.6767414115947818,1.6729536504461946,0.0028190862716884688,0.007887538426802898,74.05346466137006,18.00939048705194,50.55200462951716,108.78318768948479,4.0,1.0,2,Tetrahedron
mp-1189952,Na2NiH4(SeO5)2,1.7252222510308115,0.1153520948711201,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,7.0,4.0,1.6522942629777286,1.6923237366482045,1.678696955283657,0.01592934149774625,0.040029473670475824,109.37055925706892,3.600478872017713,103.86472731703748,113.24175828854766,4.0,1.0,1,Tetrahedron
mp-1189952,Na2NiH4(SeO5)2,1.7252222510308115,0.1153520948711201,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,8.0,4.0,1.652294262977728,1.692323736648205,1.6786969552836568,0.015929341497746503,0.040029473670476934,109.3705592570689,3.6004788720177325,103.86472731703745,113.2417582885477,4.0,1.0,2,Tetrahedron
mp-1190160,K2Se2O7,1.808984031774788,0.3570952184199621,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,4.0,4.0,1.6208172407041002,1.8089694869304316,1.6721898958196728,0.07904900270704351,0.18815224622633142,90.22066514539506,25.110809065025816,46.00482228521149,111.19616159411777,1.0,0.25,1,Tetrahedron
mp-1190160,K2Se2O7,1.808984031774788,0.3570952184199621,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,5.0,4.0,1.6208172407040986,1.8089694869304314,1.6721898958196721,0.07904900270704394,0.18815224622633275,78.84775475328007,23.155846748809797,44.06418014652028,106.5760958047881,1.0,0.25,2,Tetrahedron
mp-1190160,K2Se2O7,1.808984031774788,0.3570952184199621,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,6.0,4.0,1.6208172407040986,1.8089694869304322,1.6721898958196726,0.07904900270704411,0.18815224622633364,90.22066514539507,25.110809065025823,46.004822285211475,111.19616159411783,1.0,0.25,3,Tetrahedron
mp-1190160,K2Se2O7,1.808984031774788,0.3570952184199621,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,7.0,4.0,1.6208172407041002,1.8089694869304311,1.6721898958196728,0.07904900270704338,0.18815224622633098,78.84775475328006,23.155846748809807,44.064180146520265,106.57609580478808,1.0,0.25,4,Tetrahedron
mp-1190405,CaSeO4,1.855803045961912,0.4491767342522338,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-1190417,YV(SeO4)2,1.7304079987640129,-0.0620097482210633,[3.0],4.0,4.0,4.0,no_data,no_data,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,no_data
mp-1190423,Na2Se2O7,1.8055047959545016,0.3518080920422267,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,4.0,4.0,1.6252193056111546,1.7759759769164978,1.6662934905394742,0.063527003430097,0.1507566713053432,91.41493687719283,28.378973455547126,41.3352762540994,118.693902063564,4.0,1.0,1,Tetrahedron
mp-1190423,Na2Se2O7,1.8055047959545016,0.3518080920422267,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,5.0,4.0,1.625219305611155,1.7759759769164964,1.666293490539474,0.06352700343009617,0.15075667130534143,91.41493687719282,28.37897345554713,41.3352762540994,118.69390206356402,4.0,1.0,2,Tetrahedron
mp-1190442,FeSeO3F,1.8609034144456855,0.4062382890172761,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1190450,NaNbSe2O7,1.9084121014570103,0.5826748806902126,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4b,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1190543,Rb2Se2O7,1.8130848159258757,0.3641269181640209,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,4.0,4.0,1.6224656324291764,1.8130856640367048,1.6735806858865963,0.0805928120946748,0.19062003160752838,90.0529430795143,24.816636031480808,46.42473354129526,111.53769225337221,1.0,0.25,1,Tetrahedron
mp-1190543,Rb2Se2O7,1.8130848159258757,0.3641269181640209,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,5.0,4.0,1.622465632429176,1.8130856640367043,1.6735806858865958,0.08059281209467463,0.19062003160752838,78.61308602088849,23.00269191386401,42.97608763307085,106.31724939743587,1.0,0.25,2,Tetrahedron
mp-1190543,Rb2Se2O7,1.8130848159258757,0.3641269181640209,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,6.0,4.0,1.6224656324291782,1.8130856640367052,1.6735806858865963,0.0805928120946749,0.19062003160752705,90.05294307951435,24.81663603148081,46.42473354129527,111.53769225337223,1.0,0.25,3,Tetrahedron
mp-1190543,Rb2Se2O7,1.8130848159258757,0.3641269181640209,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,7.0,4.0,1.6224656324291766,1.813085664036705,1.6735806858865958,0.08059281209467509,0.19062003160752838,78.61308602088847,23.00269191386401,42.97608763307084,106.31724939743589,1.0,0.25,4,Tetrahedron
mp-1191502,VIn(SeO4)2,1.7905794525213203,0.1464065262581603,[3.0],4.0,4.0,4.0,Triangular non-coplanar,"1b, 1a",1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1192298,MnMoH2SeO7,1.8256660154764777,0.292328022020442,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1192446,Pb2SeN2O9,1.6676887466781545,-0.1734592136869286,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1192566,VPb2Se2ClO8,1.8060604636080833,0.2150536747733139,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1192612,RbZn2HSe2O7,1.7239257526128433,-0.0221908169016433,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,8.0,3.0,1.7181438513757419,1.7387440688661127,1.7314421367251784,0.009418401457200179,0.020600217490370776,77.24920273338851,10.632925551576038,63.88749663836017,89.90393779769877,3.0,1.0,1,Triangular non-coplanar
mp-1192612,RbZn2HSe2O7,1.7239257526128433,-0.0221908169016433,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,9.0,3.0,1.7181438513757419,1.7387440688661129,1.7314421367251782,0.009418401457199908,0.020600217490370998,77.24920273338851,10.63292555157605,63.887496638360155,89.90393779769879,3.0,1.0,2,Triangular non-coplanar
mp-1192612,RbZn2HSe2O7,1.7239257526128433,-0.0221908169016433,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,10.0,3.0,1.7178050304480101,1.7348989142736773,1.7291615118698365,0.008030390310942652,0.017093883825667122,88.09125726554346,14.91082442500646,67.88372615356579,103.41429406557533,3.0,1.0,3,Triangular non-coplanar
mp-1192612,RbZn2HSe2O7,1.7239257526128433,-0.0221908169016433,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,11.0,3.0,1.7178050304480101,1.7348989142736773,1.7291615118698365,0.008030390310942704,0.017093883825667122,88.09125726554345,14.910824425006428,67.8837261535658,103.41429406557526,3.0,1.0,4,Triangular non-coplanar
mp-1192640,Na2Nb4Se4O19,1.7347485892441337,-0.0120945946755093,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1192658,Bi2Te2SeO10,1.6835723046329236,0.0064823101226993,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True,8.0,4.0,1.680642683030698,1.6812605144475683,1.6809515987391328,0.00030891570843399885,0.0006178314168703292,109.5237174844098,4.29092523044623,103.61936069258809,113.57469136249918,2.0,0.5,1,Tetrahedron
mp-1192658,Bi2Te2SeO10,1.6835723046329236,0.0064823101226993,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,Se,0.0,True,9.0,4.0,1.6806426830306977,1.6812605144475667,1.680951598739132,0.0003089157084337213,0.0006178314168689969,109.5237174844098,4.2909252304462315,103.6193606925881,113.57469136249917,2.0,0.5,2,Tetrahedron
mp-1192732,Cs3H(SeO4)2,2.2733739443175365,1.4532090667108035,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,8.0,4.0,1.6623648176510155,1.7400616824955908,1.6844736321919724,0.03217290559090534,0.07769686484457528,79.33246991823177,28.427665252750824,25.92665304568107,106.81699941855659,1.0,0.25,1,Tetrahedron
mp-1192732,Cs3H(SeO4)2,2.2733739443175365,1.4532090667108035,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,9.0,4.0,1.6623648176510142,1.74006168249559,1.6844736321919718,0.032172905590905236,0.07769686484457572,89.92930106725937,29.91981257158067,25.926653045681086,112.10411298878529,1.0,0.25,2,Tetrahedron
mp-1192732,Cs3H(SeO4)2,2.2733739443175365,1.4532090667108035,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,10.0,4.0,1.6623648176510153,1.74006168249559,1.6844736321919724,0.032172905590904806,0.07769686484457461,79.33246991823181,28.427665252750845,25.926653045681057,106.81699941855666,1.0,0.25,3,Tetrahedron
mp-1192732,Cs3H(SeO4)2,2.2733739443175365,1.4532090667108035,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Se,0.0,True,11.0,4.0,1.6623648176510153,1.7400616824955895,1.6844736321919727,0.032172905590904494,0.07769686484457416,89.92930106725943,29.91981257158069,25.92665304568107,112.10411298878532,1.0,0.25,4,Tetrahedron
mp-1192992,InH4CSeO7,1.794132869001159,0.2183853983051164,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,12.0,3.0,1.7071283422579262,1.7563972566668713,1.7318490983554795,0.02011432034241327,0.0492689144089451,101.2563269962925,7.276997289137035,90.96662306534961,106.55457087587752,3.0,1.0,1,Triangular non-coplanar
mp-1192992,InH4CSeO7,1.794132869001159,0.2183853983051164,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,13.0,3.0,1.7071283422579258,1.756397256666871,1.7318490983554788,0.020114320342413356,0.04926891440894532,101.2563269962925,7.276997289137041,90.9666230653496,106.55457087587753,3.0,1.0,2,Triangular non-coplanar
