material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Se_wyckoff,num_Se_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-4649,PdSe2O5,1.802842079034638,0.2694605030515214,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-505097,Co3H2Se3O10,1.8131961749068568,0.2453866689272713,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-505469,CoH2SeO4,1.8892967463277437,0.5089224494643656,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,12.0,3.0,1.699197339099534,1.7665765723451636,1.7438807132755334,0.03159724021289238,0.06737923324562956,76.08552585420053,33.97674349854001,28.29291741111225,104.28631399401021,3.0,1.0,1,Triangular non-coplanar
mp-505469,CoH2SeO4,1.8892967463277437,0.5089224494643656,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,13.0,3.0,1.6991317961587993,1.766463364689386,1.7438110003406848,0.031594000326800833,0.06733156853058664,73.09329787773558,14.87965274716736,60.406234869743585,93.97591198648551,3.0,1.0,2,Triangular non-coplanar
mp-505469,CoH2SeO4,1.8892967463277437,0.5089224494643656,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,14.0,3.0,1.699190312545558,1.7665387191600819,1.7438956810623953,0.031612358195508033,0.06734840661452379,76.08994761935541,33.973956236275896,28.300709222956034,104.28411023932263,3.0,1.0,3,Triangular non-coplanar
mp-505469,CoH2SeO4,1.8892967463277437,0.5089224494643656,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,15.0,3.0,1.6991302233353625,1.7664408925664445,1.7438089048640262,0.03159350228116734,0.06731066923108209,73.09232771306797,14.879893986861308,60.41027076970775,93.97608431101014,3.0,1.0,4,Triangular non-coplanar
mp-510018,Rb2CuH12(SeO7)2,1.691310473820901,0.02923817969197,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,30.0,4.0,1.6681719548714498,1.6876178791316463,1.6795530324292696,0.0074141954136483995,0.019445924260196534,91.46072076775215,25.55512942466616,45.13777773294651,109.95483739228877,4.0,1.0,1,Tetrahedron
mp-510018,Rb2CuH12(SeO7)2,1.691310473820901,0.02923817969197,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,31.0,4.0,1.6681719548714478,1.687617879131647,1.6795530324292693,0.0074141954136496555,0.0194459242601992,109.46092412962467,1.1843631499881817,107.78915561153885,111.19654615874116,4.0,1.0,2,Tetrahedron
mp-510018,Rb2CuH12(SeO7)2,1.691310473820901,0.02923817969197,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,32.0,4.0,1.668171954871447,1.6876178791316467,1.6795530324292693,0.00741419541364984,0.019445924260199643,91.46072076775214,25.555129424666173,45.137777732946475,109.95483739228872,4.0,1.0,3,Tetrahedron
mp-510018,Rb2CuH12(SeO7)2,1.691310473820901,0.02923817969197,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,33.0,4.0,1.6681719548714502,1.6876178791316478,1.6795530324292702,0.0074141954136487,0.019445924260197645,109.46092412962467,1.1843631499882081,107.78915561153877,111.19654615874117,4.0,1.0,4,Tetrahedron
mp-510022,MnH10SeO9,1.6826835259295088,0.0078725705330414,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,22.0,4.0,1.670202918297725,1.6842547574586115,1.6799561839954957,0.0056780274633773265,0.014051839160886592,60.08745212638481,26.14682949443723,26.155441207988023,107.61685415360962,4.0,1.0,1,Tetrahedron
mp-510022,MnH10SeO9,1.6826835259295088,0.0078725705330414,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,23.0,4.0,1.670202918297723,1.6842547574586124,1.6799561839954957,0.005678027463378494,0.014051839160889479,60.08745212638482,26.146829494437238,26.155441207988023,107.61685415360962,4.0,1.0,2,Tetrahedron
mp-510293,Pb3SeO5,1.5699675127972903,-0.4989683702962345,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True,6.0,3.0,1.6986155906115377,1.7207968609134592,1.713403104146152,0.010456351097213499,0.02218127030192152,102.68481102620827,0.905799282582277,102.04431421110041,103.96580465642394,2.0,0.6666666666666666,1,Triangular non-coplanar
mp-510293,Pb3SeO5,1.5699675127972903,-0.4989683702962345,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2a,1,3.0,Se,0.0,True,7.0,3.0,1.6986155906115379,1.7207968609134592,1.7134031041461517,0.01045635109721329,0.022181270301921296,102.68481102620825,0.905799282582277,102.04431421110041,103.96580465642393,2.0,0.6666666666666666,2,Triangular non-coplanar
mp-5226,K2SeO4,2.103792084076319,1.104885417732674,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,8.0,4.0,1.6457611974449553,1.6624520950599349,1.6549902610400733,0.005966911512007825,0.01669089761497955,109.46300482655921,1.1046203878366367,108.07617442996579,111.01545709775658,0.0,0.0,1,Tetrahedron
mp-5226,K2SeO4,2.103792084076319,1.104885417732674,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,9.0,4.0,1.6457611974449553,1.6624520950599342,1.6549902610400733,0.005966911512007625,0.016690897614978883,109.4630048265592,1.1046203878366367,108.0761744299658,111.01545709775662,0.0,0.0,2,Tetrahedron
mp-5226,K2SeO4,2.103792084076319,1.104885417732674,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,10.0,4.0,1.645761197444956,1.6624520950599355,1.6549902610400733,0.005966911512007751,0.01669089761497955,91.0928870464623,22.797851301016735,59.39034822420782,110.1775628983854,0.0,0.0,3,Tetrahedron
mp-5226,K2SeO4,2.103792084076319,1.104885417732674,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,11.0,4.0,1.6457611974449549,1.6624520950599335,1.654990261040073,0.005966911512007621,0.01669089761497866,91.09288704646222,22.79785130101674,59.39034822420774,110.17756289838537,0.0,0.0,4,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,10.0,4.0,1.6494147642870267,1.6738968619162606,1.6650100035382405,0.009949016013520303,0.024482097629233923,109.47320174920107,2.7711372728476995,105.21717683877907,113.9301847311824,4.0,1.0,1,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,11.0,4.0,1.6441382433190126,1.684544720577081,1.665602483927429,0.014509483397521748,0.04040647725806834,59.671797259007256,29.266633233736357,18.61998352076285,111.59696177397234,4.0,1.0,2,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,12.0,4.0,1.657518008174606,1.678682105877649,1.6668711000347127,0.008581872594906744,0.021164097703043172,89.6498421367567,20.60038488229251,56.68599123728822,110.60229012525072,4.0,1.0,3,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,13.0,4.0,1.6402120777025944,1.6858209081382047,1.6662710959428786,0.016512151368483455,0.04560883043561037,76.83695489445152,21.14688029390038,41.308248570567685,111.24645148621767,4.0,1.0,4,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,14.0,4.0,1.6556822954634212,1.6747024633924743,1.6652345470676002,0.007133496193765673,0.019020167929053144,109.47896713789946,3.054824997663032,104.50658194700792,113.67138702092566,4.0,1.0,5,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,15.0,4.0,1.6547660319642126,1.6782660295334368,1.6669490522719739,0.0083331774536056,0.023499997569224274,109.47347724319722,3.584335420372756,103.82400993235554,113.97726823491517,4.0,1.0,6,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,16.0,4.0,1.647341303134607,1.7156368144735372,1.670591477672423,0.02658991156678687,0.0682955113389303,109.45546078480851,5.260771057930533,99.46836311588002,114.93818897210657,4.0,1.0,7,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,19.0,4.0,1.6383110395190823,1.6860416443505528,1.6651805655984848,0.01719630213624213,0.04773060483147051,89.67289046656731,21.14766574249349,54.04839983748607,111.70030810306953,4.0,1.0,8,Tetrahedron
mp-532676,LiMgAl3(SeO4)6,1.8690442039420216,0.4996790527638308,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,Se,0.0,True,21.0,4.0,1.6595273525838647,1.6774275189889116,1.6686980486446537,0.006595134853966337,0.01790016640504688,109.47732433468866,2.833394190319776,105.87660583246762,113.65707580150708,4.0,1.0,9,Tetrahedron
mp-5338,ZnSeO3,1.7965710170816611,0.2673942694375381,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8c,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-541090,Ce(SeO3)2,1.8075798342981535,0.3169589134334874,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-541147,Cu4Se3O10,1.7514947953974265,0.1154614640233073,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-5416,Na2SeO3,1.8034178868316109,0.2967857809732291,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-542045,UTlH(SeO4)2,1.9553627751419165,0.7531095437907108,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-542115,Hg3Se3O10,1.6309537889153571,-0.2097427385726221,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",2a,2,3.0,Se,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Triangular non-coplanar"
mp-542115,Hg3Se3O10,1.6309537889153571,-0.2097427385726221,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",2a,2,4.0,Se,0.0,True,10.0,4.0,1.6399569262457785,1.6837978484041813,1.661506532384633,0.016712935823080633,0.04384092215840285,109.44910887493056,2.152164143849899,106.5835909372486,113.74515536193955,2.0,0.5,1,"Tetrahedron, Triangular non-coplanar"
mp-542115,Hg3Se3O10,1.6309537889153571,-0.2097427385726221,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",2a,2,4.0,Se,0.0,True,11.0,4.0,1.6399569262457803,1.6837978484041813,1.661506532384633,0.01671293582308021,0.043840922158401074,109.44910887493056,2.152164143849901,106.58359093724854,113.74515536193954,2.0,0.5,2,"Tetrahedron, Triangular non-coplanar"
mp-542117,Cd3Se3O10,1.6231559599404766,-0.221548397713016,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",2a,2,3.0,Se,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Triangular non-coplanar"
mp-542117,Cd3Se3O10,1.6231559599404766,-0.221548397713016,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",2a,2,4.0,Se,0.0,True,10.0,4.0,1.6433006255031024,1.6726229619155224,1.6571112469311213,0.010816838789965087,0.02932233641241999,109.46188022731985,1.4507506498206502,107.69204723556831,112.38944790853995,4.0,1.0,1,"Tetrahedron, Triangular non-coplanar"
mp-542117,Cd3Se3O10,1.6231559599404766,-0.221548397713016,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",2a,2,4.0,Se,0.0,True,11.0,4.0,1.6433006255031035,1.6726229619155208,1.657111246931121,0.010816838789964322,0.029322336412417327,109.46188022731985,1.4507506498206366,107.69204723556838,112.38944790853995,4.0,1.0,2,"Tetrahedron, Triangular non-coplanar"
mp-542284,Rb2CoH12(SeO7)2,1.661339775707905,-0.0456373005535817,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,30.0,4.0,1.670052660910662,1.6869850979984813,1.6796952511385776,0.006480956071822113,0.01693243708781922,109.4631050607744,1.1603500241795741,107.88509878585695,111.06306983211118,4.0,1.0,1,Tetrahedron
mp-542284,Rb2CoH12(SeO7)2,1.661339775707905,-0.0456373005535817,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,31.0,4.0,1.6700526609106623,1.6869850979984813,1.6796952511385779,0.006480956071822189,0.016932437087818997,91.57684234711515,25.528766219366805,45.7315754588913,110.31987382866407,4.0,1.0,2,Tetrahedron
mp-542284,Rb2CoH12(SeO7)2,1.661339775707905,-0.0456373005535817,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,32.0,4.0,1.670052660910661,1.6869850979984817,1.6796952511385776,0.006480956071822972,0.016932437087820773,109.4631050607744,1.1603500241795979,107.88509878585688,111.06306983211121,4.0,1.0,3,Tetrahedron
mp-542284,Rb2CoH12(SeO7)2,1.661339775707905,-0.0456373005535817,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,33.0,4.0,1.6700526609106612,1.686985097998482,1.6796952511385774,0.006480956071822377,0.016932437087820773,91.57684234711512,25.528766219366794,45.73157545889126,110.31987382866404,4.0,1.0,4,Tetrahedron
mp-542464,Ga2H6(SeO4)3,1.7363775225935558,-0.0277218401422701,[3.0],4.0,4.0,4.0,Triangular non-coplanar,6b,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,28.0,4.0,1.653589431127579,1.698252770366137,1.6774813501229715,0.01632640245809777,0.04466333923855803,76.0328012030801,19.95982309328583,44.19237080525516,109.13904460735486,3.0,0.75,1,Tetrahedron
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,29.0,4.0,1.653589431127579,1.6982527703661363,1.6774813501229722,0.01632640245809747,0.044663339238557365,90.79037845297707,23.740812942919675,44.19237080525508,112.22188482020357,3.0,0.75,2,Tetrahedron
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,30.0,4.0,1.65358943112758,1.6982527703661363,1.6774813501229722,0.01632640245809704,0.044663339238556254,76.03280120308008,19.959823093285838,44.19237080525516,109.13904460735488,3.0,0.75,3,Tetrahedron
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,31.0,4.0,1.653589431127578,1.6982527703661368,1.6774813501229717,0.016326402458097838,0.0446633392385587,90.7903784529771,23.740812942919664,44.19237080525514,112.22188482020357,3.0,0.75,4,Tetrahedron
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,32.0,4.0,1.6539840051178765,1.7187627588028427,1.677401500709247,0.024827304216687038,0.06477875368496622,109.4012986019892,3.1863397322668705,104.16654658286343,114.17800713049928,2.0,0.5,5,Tetrahedron
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,33.0,4.0,1.6539840051178782,1.7187627588028422,1.677401500709248,0.024827304216686115,0.064778753684964,109.4012986019892,3.186339732266895,104.16654658286342,114.17800713049935,2.0,0.5,6,Tetrahedron
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,34.0,4.0,1.6539840051178774,1.718762758802842,1.6774015007092475,0.024827304216686254,0.06477875368496466,109.4012986019892,3.1863397322668825,104.16654658286342,114.17800713049931,2.0,0.5,7,Tetrahedron
mp-542813,K2BeH4(SeO5)2,1.7861388584660602,0.2684142440567232,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,35.0,4.0,1.6539840051178774,1.718762758802842,1.6774015007092475,0.02482730421668643,0.06477875368496466,109.4012986019892,3.186339732266869,104.16654658286343,114.1780071304993,2.0,0.5,8,Tetrahedron
mp-545482,PdSeO3,1.94711076734232,0.7397199733648263,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-546684,PdSeO3,1.92559093281645,0.6963684605780333,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-551407,CoSeO4,1.812435568957374,0.3683011167825302,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Se,0.0,True,2.0,4.0,1.6456472442350942,1.6814139225346363,1.6634904026940243,0.01783712115179694,0.035766678299542054,109.43655027301826,2.6609577982911587,107.95658030182324,115.3791727048501,4.0,1.0,1,Tetrahedron
mp-551407,CoSeO4,1.812435568957374,0.3683011167825302,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Se,0.0,True,3.0,4.0,1.645647244235094,1.681413922534636,1.6634904026940238,0.017837121151797163,0.035766678299542054,109.43655027301823,2.6609577982911587,107.95658030182324,115.3791727048501,4.0,1.0,2,Tetrahedron
mp-553909,Tl2(SeO3)3,1.8000318379968938,0.2779103474825845,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,12.0,3.0,1.6827127559653705,1.7339993288815267,1.7136657630650618,0.022243464062460742,0.05128657291615624,99.21798603109492,1.931655260433973,97.05187689511126,101.74253859631028,3.0,1.0,1,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,13.0,3.0,1.6826332812003848,1.7341376198289784,1.7137100179254876,0.022334237972656375,0.051504338628593604,99.2150820064861,1.9321794982540221,97.04496765499943,101.73816880512092,3.0,1.0,2,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,14.0,3.0,1.6826537312064067,1.7340824090138929,1.7136767060378928,0.022297564463359763,0.05142867780748617,31.321136181310283,8.916591214257613,21.865596727427043,43.27406878186985,3.0,1.0,3,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,15.0,3.0,1.682550269583021,1.7341204986925818,1.71365814319653,0.02235870337020139,0.05157022910956077,31.3178671823356,8.9167945965931,21.85942609202143,43.2697782180606,3.0,1.0,4,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,16.0,3.0,1.6825980227244492,1.7341315217364013,1.7137045713172083,0.022352714122530183,0.05153349901195203,31.321920562518628,8.917324248037131,21.86550682609028,43.27578913406928,3.0,1.0,5,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,17.0,3.0,1.6827155469632413,1.7341485512377905,1.7137229465805046,0.022290794372082593,0.05143300427454922,31.32014783031275,8.917030115131455,21.863217448220503,43.27322304006835,3.0,1.0,6,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,18.0,3.0,1.6826035549660283,1.7341048401064023,1.7136695237875612,0.022328661286222354,0.051501285140374,99.21937222102243,1.933808790972129,97.0487701850089,101.74543337208469,3.0,1.0,7,Triangular non-coplanar
mp-553947,Sr2NiSe2(ClO3)2,1.895684062078138,0.6345863776281129,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,19.0,3.0,1.6824362727834525,1.734079540016287,1.7136285373047746,0.022409637682191376,0.05164326723283441,99.21734416028285,1.9367419642506423,97.04419243598451,101.74770423121065,3.0,1.0,8,Triangular non-coplanar
mp-554040,CuSeO4,1.7312744875364243,0.1733131169551895,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-554063,SmSeClO3,1.848200688851037,0.3929691779436937,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,4.0,3.0,1.700956410729547,1.7534326483106626,1.7359405691169574,0.02473753562984199,0.05247623758111564,98.86920710815427,5.0694590220738585,91.69990940524278,102.45385595961005,3.0,1.0,1,Triangular non-coplanar
mp-554063,SmSeClO3,1.848200688851037,0.3929691779436937,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,5.0,3.0,1.7009564107295478,1.7534326483106621,1.7359405691169574,0.02473753562984146,0.052476237581114304,98.86920710815427,5.0694590220738585,91.69990940524278,102.45385595961004,3.0,1.0,2,Triangular non-coplanar
mp-554063,SmSeClO3,1.848200688851037,0.3929691779436937,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,6.0,3.0,1.7009564107295496,1.7534326483106626,1.735940569116958,0.02473753562984073,0.05247623758111297,98.86920710815424,5.069459022073872,91.69990940524274,102.45385595961001,3.0,1.0,3,Triangular non-coplanar
mp-554063,SmSeClO3,1.848200688851037,0.3929691779436937,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,7.0,3.0,1.700956410729549,1.7534326483106628,1.7359405691169583,0.02473753562984131,0.05247623758111386,98.86920710815424,5.069459022073848,91.69990940524276,102.45385595961,3.0,1.0,4,Triangular non-coplanar
mp-554109,CuSeO4,1.7338746815756312,0.1790365481204837,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Se,0.0,True,2.0,4.0,1.6529197450613604,1.6696829779049274,1.6612639099510185,0.008338646345219424,0.016763232843566955,109.44158496011663,2.7939236733252524,108.10749517247238,115.68371396477649,4.0,1.0,1,Tetrahedron
mp-554109,CuSeO4,1.7338746815756312,0.1790365481204837,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Se,0.0,True,3.0,4.0,1.6529197450613595,1.669682977904927,1.661263909951018,0.008338646345219148,0.0167632328435674,109.44158496011663,2.7939236733252373,108.10749517247238,115.68371396477646,4.0,1.0,2,Tetrahedron
mp-554335,K2CuH12(SeO7)2,1.6492527102803989,-0.0736428945322952,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,30.0,4.0,1.6696980640524133,1.6856668201226084,1.6789744003759814,0.005819363811721399,0.0159687560701951,109.46290212416221,1.1069497199038754,108.16635063086187,110.95308171970551,4.0,1.0,1,Tetrahedron
mp-554335,K2CuH12(SeO7)2,1.6492527102803989,-0.0736428945322952,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,31.0,4.0,1.6696980640524137,1.6856668201226073,1.6789744003759817,0.005819363811720996,0.015968756070193546,91.0981048557942,24.9514179497924,42.683651719183686,110.89447201643495,4.0,1.0,2,Tetrahedron
mp-554335,K2CuH12(SeO7)2,1.6492527102803989,-0.0736428945322952,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,32.0,4.0,1.6696980640524144,1.685666820122607,1.678974400375981,0.0058193638117206,0.015968756070192658,109.46290212416221,1.106949719903882,108.16635063086193,110.95308171970547,4.0,1.0,3,Tetrahedron
mp-554335,K2CuH12(SeO7)2,1.6492527102803989,-0.0736428945322952,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,33.0,4.0,1.6696980640524135,1.6856668201226075,1.6789744003759814,0.005819363811721125,0.01596875607019399,91.09810485579423,24.9514179497924,42.683651719183736,110.894472016435,4.0,1.0,4,Tetrahedron
mp-554440,CuSeO3,1.7730044903412492,0.1873760254388899,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-554443,Na6Se2O9,1.859873864755216,0.4419738368203958,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron",4c,2,4.0,Se,0.0,True,48.0,4.0,1.6788732070871475,1.6870589981888449,1.6812135322491777,0.003408830855228507,0.00818579110169737,109.47305668118338,1.1580042092162248,107.21298094748735,110.27666231842365,4.0,1.0,1,"Tetrahedron, Octahedron"
mp-554443,Na6Se2O9,1.859873864755216,0.4419738368203958,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron",4c,2,4.0,Se,0.0,True,49.0,4.0,1.6776211121770832,1.6828717227327687,1.6811662562432965,0.002144952852604033,0.005250610555685542,56.93445122280006,28.585695341898532,11.198934533366174,109.8322672057189,4.0,1.0,2,"Tetrahedron, Octahedron"
mp-554443,Na6Se2O9,1.859873864755216,0.4419738368203958,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron",4c,2,4.0,Se,0.0,True,50.0,4.0,1.6734115543355577,1.6831797913967854,1.678894440562256,0.0035051147861970477,0.009768237061227758,109.46950118687765,0.60615769287332,108.50505592693162,110.23022531788507,4.0,1.0,3,"Tetrahedron, Octahedron"
mp-554443,Na6Se2O9,1.859873864755216,0.4419738368203958,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron",4c,2,4.0,Se,0.0,True,51.0,4.0,1.677621112177085,1.6828717227327683,1.6811662562432965,0.002144952852603105,0.005250610555683322,109.46738383020771,0.6970979769422904,108.49839590347611,110.10706287724916,4.0,1.0,4,"Tetrahedron, Octahedron"
