material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Bi_wyckoff,num_Bi_chemenvs,CN,element,charge_range,is_single_charge
mp-2763318,La2Bi4O9,1.9131437294761628,0.8655070304303859,"[5.0, 6.0]",3.0,3.0,3.0,"Trigonal prism, Square pyramid",2c,2,6.0,Bi,0.0,True
mp-28253,LiBiO2,2.0581148699500185,0.8025227509404156,[4.0],3.0,3.0,3.0,See-saw,4j,1,4.0,Bi,0.0,True
mp-28287,ReBi3O8,2.2319780506884266,0.3560301393411512,"[7.0, 8.0]",3.0,3.0,3.0,"Face-capped octahedron, Trigonal prism",12b,2,7.0,Bi,0.0,True
mp-28287,ReBi3O8,2.2319780506884266,0.3560301393411512,"[7.0, 8.0]",3.0,3.0,3.0,"Face-capped octahedron, Trigonal prism",12b,2,8.0,Bi,0.0,True
mp-28510,Li3BiO3,2.091033773810636,-0.3296012359053714,[3.0],3.0,3.0,3.0,Triangular non-coplanar,2i,1,3.0,Bi,0.0,True
mp-28541,Bi2P4O13,1.493511609609529,1.0564378288643117,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4f,1,8.0,Bi,0.0,True
mp-28632,Ga(Bi3O5)4,2.2353884234322416,0.4681819639314776,[5.0],3.17,3.17,3.17,Square pyramid,12f,1,5.0,Bi,0.0,True
mp-28670,Ba2Bi2O5,1.7633744682879666,1.855140826903217,[4.0],3.0,3.0,3.0,See-saw,4e,1,4.0,Bi,0.0,True
mp-28812,Ag5BiO4,1.6784328253208856,1.2272708578723142,[5.0],3.0,3.0,3.0,Square pyramid,4e,1,5.0,Bi,0.0,True
mp-28848,Ca2Bi2O5,2.0424936530672624,0.6941346252574699,"[4.0, 6.0]",3.0,3.0,3.0,"See-saw, Square pyramid, Triangular non-coplanar",2i,3,4.0,Bi,0.0,True
mp-28848,Ca2Bi2O5,2.0424936530672624,0.6941346252574699,"[4.0, 6.0]",3.0,3.0,3.0,"See-saw, Square pyramid, Triangular non-coplanar",2i,3,6.0,Bi,0.0,True
mp-28962,Ti4Bi2O11,3.270874723024611,-1.703703652209811,[5.0],3.0,3.0,3.0,Square pyramid,2i,1,5.0,Bi,0.0,True
mp-28990,Bi2Te4O11,2.418092794746072,0.0999611729335006,"[7.0, 8.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Square-face bicapped trigonal prism",4e,2,7.0,Bi,0.0,True
mp-28990,Bi2Te4O11,2.418092794746072,0.0999611729335006,"[7.0, 8.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Square-face bicapped trigonal prism",4e,2,8.0,Bi,0.0,True
mp-28996,Ag4Bi2O5,2.663621989393433,-0.1937837374586221,[5.0],3.0,3.0,3.0,Square pyramid,8e,1,5.0,Bi,0.0,True
mp-2903109,TlBi(SO4)2,3.6266727142366313,-1.1819219507607186,[8.0],3.0,3.0,3.0,no_data,no_data,1,8.0,Bi,0.0,True
mp-29048,Sr(BiO2)2,2.037521262080912,0.4516818030143742,[4.0],3.0,3.0,3.0,See-saw,2i,1,4.0,Bi,0.0,True
mp-29058,V3(Bi3O8)2,2.2115524742498245,0.4467308352544364,"[4.0, 6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism","4c, 8d",3,4.0,Bi,0.0,True
mp-29058,V3(Bi3O8)2,2.2115524742498245,0.4467308352544364,"[4.0, 6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism","4c, 8d",3,6.0,Bi,0.0,True
mp-29058,V3(Bi3O8)2,2.2115524742498245,0.4467308352544364,"[4.0, 6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism","4c, 8d",3,7.0,Bi,0.0,True
mp-29365,Li5BiO5,2.08473107522492,0.1962504280320383,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Bi,0.0,True
mp-29447,Bi3BrO4,2.0300410066945647,0.5860113651007495,"[3.0, 8.0]",3.0,3.0,3.0,"Cube, Triangular non-coplanar","4c, 8e",2,3.0,Bi,0.0,True
mp-29447,Bi3BrO4,2.0300410066945647,0.5860113651007495,"[3.0, 8.0]",3.0,3.0,3.0,"Cube, Triangular non-coplanar","4c, 8e",2,8.0,Bi,0.0,True
mp-29542,K4Bi2O5,2.06660180974292,0.8468413025540876,"[3.0, 4.0]",3.0,3.0,3.0,"See-saw, Triangular non-coplanar",2i,2,3.0,Bi,0.0,True
mp-29542,K4Bi2O5,2.06660180974292,0.8468413025540876,"[3.0, 4.0]",3.0,3.0,3.0,"See-saw, Triangular non-coplanar",2i,2,4.0,Bi,0.0,True
mp-29558,Bi3ClO4,2.04423149723286,0.5941092595806665,"[3.0, 8.0]",3.0,3.0,3.0,"Cube, Triangular non-coplanar","2e, 4f",2,3.0,Bi,0.0,True
mp-29558,Bi3ClO4,2.04423149723286,0.5941092595806665,"[3.0, 8.0]",3.0,3.0,3.0,"Cube, Triangular non-coplanar","2e, 4f",2,8.0,Bi,0.0,True
mp-29680,Ta2Bi4O11,2.250286791129344,0.2287647414372621,"[6.0, 7.0]",3.0,3.0,3.0,"Cube, Face-capped octahedron, Pentagonal pyramid",2i,3,6.0,Bi,0.0,True
mp-29680,Ta2Bi4O11,2.250286791129344,0.2287647414372621,"[6.0, 7.0]",3.0,3.0,3.0,"Cube, Face-capped octahedron, Pentagonal pyramid",2i,3,7.0,Bi,0.0,True
mp-29782,Bi2W2O9,2.114164855714624,0.4838140452039764,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,8d,1,7.0,Bi,0.0,True
mp-29833,Bi2(SeO3)3,1.8664545339495544,0.6910985555909278,[8.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4e,2,8.0,Bi,0.0,True
mp-29839,Bi2SeO5,2.143551597807756,0.4115453367835823,"[5.0, 7.0, 8.0]",3.0,3.0,3.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square pyramid, Square-face capped trigonal prism","4d, 2c",3,5.0,Bi,0.0,True
mp-29839,Bi2SeO5,2.143551597807756,0.4115453367835823,"[5.0, 7.0, 8.0]",3.0,3.0,3.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square pyramid, Square-face capped trigonal prism","4d, 2c",3,7.0,Bi,0.0,True
mp-29839,Bi2SeO5,2.143551597807756,0.4115453367835823,"[5.0, 7.0, 8.0]",3.0,3.0,3.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square pyramid, Square-face capped trigonal prism","4d, 2c",3,8.0,Bi,0.0,True
mp-30120,K3BiO4,2.1311584127752248,1.3789306876830472,[5.0],5.0,5.0,5.0,Trigonal bipyramid,2i,1,5.0,Bi,0.0,True
mp-30205,Cr2(Bi2O5)3,2.2156892737652205,0.3040134780056682,"[4.0, 5.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square pyramid",4d,2,4.0,Bi,0.0,True
mp-30205,Cr2(Bi2O5)3,2.2156892737652205,0.3040134780056682,"[4.0, 5.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square pyramid",4d,2,5.0,Bi,0.0,True
mp-30303,Bi4O7,1.514543943883261,1.4452233906277328,"[6.0, 7.0]",3.5,3.5,3.5,"Square-face capped trigonal prism, Octahedron","1a, 2i, 1b",2,6.0,Bi,0.0,True
mp-30303,Bi4O7,1.514543943883261,1.4452233906277328,"[6.0, 7.0]",3.5,3.5,3.5,"Square-face capped trigonal prism, Octahedron","1a, 2i, 1b",2,7.0,Bi,0.0,True
mp-30304,Bi3SbO7,2.0059414890779044,0.6593666977037479,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Pentagonal pyramid, Square-face capped trigonal prism",2i,3,6.0,Bi,0.0,True
mp-30304,Bi3SbO7,2.0059414890779044,0.6593666977037479,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Pentagonal pyramid, Square-face capped trigonal prism",2i,3,7.0,Bi,0.0,True
mp-30900,TaBiO4,1.3548607828166876,1.566809048445937,[6.0],3.0,3.0,3.0,Trigonal prism,4c,1,6.0,Bi,0.0,True
mp-31289,Bi5NO10,2.165214399235265,0.4562009186719555,"[3.0, 4.0, 5.0, 6.0, 7.0]",3.0,3.0,3.0,"See-saw, Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism",4e,4,3.0,Bi,0.0,True
mp-31289,Bi5NO10,2.165214399235265,0.4562009186719555,"[3.0, 4.0, 5.0, 6.0, 7.0]",3.0,3.0,3.0,"See-saw, Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism",4e,4,4.0,Bi,0.0,True
mp-31289,Bi5NO10,2.165214399235265,0.4562009186719555,"[3.0, 4.0, 5.0, 6.0, 7.0]",3.0,3.0,3.0,"See-saw, Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism",4e,4,5.0,Bi,0.0,True
mp-31289,Bi5NO10,2.165214399235265,0.4562009186719555,"[3.0, 4.0, 5.0, 6.0, 7.0]",3.0,3.0,3.0,"See-saw, Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism",4e,4,6.0,Bi,0.0,True
mp-31289,Bi5NO10,2.165214399235265,0.4562009186719555,"[3.0, 4.0, 5.0, 6.0, 7.0]",3.0,3.0,3.0,"See-saw, Square-face capped trigonal prism, Pentagonal pyramid, Square antiprism",4e,4,7.0,Bi,0.0,True
mp-32597,Bi13O20,2.101968379675358,0.5516358220926373,"[4.0, 5.0]",3.08,3.08,3.08,"Tetrahedron, Square pyramid","12f, 1a",2,4.0,Bi,0.0,True
mp-32597,Bi13O20,2.101968379675358,0.5516358220926373,"[4.0, 5.0]",3.08,3.08,3.08,"Tetrahedron, Square pyramid","12f, 1a",2,5.0,Bi,0.0,True
mp-35185,NbBi3O7,2.365148881153392,0.096226693377454,"[5.0, 7.0]",3.0,3.0,3.0,"Cube, Face-capped octahedron, Trigonal bipyramid",1a,3,5.0,Bi,0.0,True
mp-35185,NbBi3O7,2.365148881153392,0.096226693377454,"[5.0, 7.0]",3.0,3.0,3.0,"Cube, Face-capped octahedron, Trigonal bipyramid",1a,3,7.0,Bi,0.0,True
mp-35799,Hf2Bi2O7,1.5684519863812612,1.1242144808473775,[7.0],3.0,3.0,3.0,Face-capped octahedron,2c,1,7.0,Bi,0.0,True
mp-38487,Li7BiO6,2.0182517899628767,0.5797592066013697,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Bi,0.0,True
mp-504354,LiBi(PO3)4,2.05618016987793,0.4070469390306231,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,8.0,Bi,0.0,True
mp-504468,Bi3Ru3O11,1.975024677619821,0.5225680242831804,"[8.0, 9.0]",3.0,3.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)","4c, 8e",2,8.0,Bi,0.0,True
mp-504468,Bi3Ru3O11,1.975024677619821,0.5225680242831804,"[8.0, 9.0]",3.0,3.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)","4c, 8e",2,9.0,Bi,0.0,True
mp-504697,Mn2BiO5,3.2132869787834464,-0.708650280204152,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4h,1,8.0,Bi,0.0,True
mp-505104,Cu3BiSe2ClO8,1.7343194121574208,0.8172669894471923,[8.0],3.0,3.0,3.0,Cube,2a,1,8.0,Bi,0.0,True
mp-505145,Ag3BiO3,1.7351147323123215,1.295816924996407,[5.0],3.0,3.0,3.0,Square pyramid,4b,1,5.0,Bi,0.0,True
mp-505201,Mn(Bi3O5)4,2.304683681058512,0.3090535651320021,[5.0],3.0,3.0,3.0,Square pyramid,12f,1,5.0,Bi,0.0,True
mp-505697,Bi6P4PbO20,1.983837929044252,0.6084958882588859,"[6.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal prism, Square antiprism",2i,3,6.0,Bi,0.0,True
mp-505697,Bi6P4PbO20,1.983837929044252,0.6084958882588859,"[6.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal prism, Square antiprism",2i,3,8.0,Bi,0.0,True
mp-531130,TlBi25O39,2.12959561596251,0.4430796849387773,"[3.0, 4.0, 5.0]",3.0,3.0,3.0,"See-saw, Square pyramid, Triangular non-coplanar",1a,3,3.0,Bi,0.0,True
mp-531130,TlBi25O39,2.12959561596251,0.4430796849387773,"[3.0, 4.0, 5.0]",3.0,3.0,3.0,"See-saw, Square pyramid, Triangular non-coplanar",1a,3,4.0,Bi,0.0,True
mp-531130,TlBi25O39,2.12959561596251,0.4430796849387773,"[3.0, 4.0, 5.0]",3.0,3.0,3.0,"See-saw, Square pyramid, Triangular non-coplanar",1a,3,5.0,Bi,0.0,True
mp-532540,Sr3Ca6V7BiO28,1.747691134805533,0.788439374756447,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2a,1,8.0,Bi,0.0,True
mp-540977,Bi5IO7,2.1089667210198746,0.3625680800862051,"[4.0, 4.0, 5.0, 6.0, 8.0]",3.0,3.0,3.0,"See-saw, Cube, Pentagonal pyramid, Square pyramid",2i,4,4.0,Bi,0.0,True
mp-540977,Bi5IO7,2.1089667210198746,0.3625680800862051,"[4.0, 4.0, 5.0, 6.0, 8.0]",3.0,3.0,3.0,"See-saw, Cube, Pentagonal pyramid, Square pyramid",2i,4,4.0,Bi,0.0,True
mp-540977,Bi5IO7,2.1089667210198746,0.3625680800862051,"[4.0, 4.0, 5.0, 6.0, 8.0]",3.0,3.0,3.0,"See-saw, Cube, Pentagonal pyramid, Square pyramid",2i,4,5.0,Bi,0.0,True
mp-540977,Bi5IO7,2.1089667210198746,0.3625680800862051,"[4.0, 4.0, 5.0, 6.0, 8.0]",3.0,3.0,3.0,"See-saw, Cube, Pentagonal pyramid, Square pyramid",2i,4,6.0,Bi,0.0,True
mp-540977,Bi5IO7,2.1089667210198746,0.3625680800862051,"[4.0, 4.0, 5.0, 6.0, 8.0]",3.0,3.0,3.0,"See-saw, Cube, Pentagonal pyramid, Square pyramid",2i,4,8.0,Bi,0.0,True
mp-541433,Cd(BiO2)2,2.05188673868761,0.6113845632144144,"[4.0, 5.0]",3.0,3.0,3.0,"See-saw, Square pyramid","8g, 8h",2,4.0,Bi,0.0,True
mp-541433,Cd(BiO2)2,2.05188673868761,0.6113845632144144,"[4.0, 5.0]",3.0,3.0,3.0,"See-saw, Square pyramid","8g, 8h",2,5.0,Bi,0.0,True
mp-542931,Bi2B8O15,1.6885039358235705,0.9843623597621722,[7.0],3.0,3.0,3.0,Face-capped octahedron,2a,1,7.0,Bi,0.0,True
mp-545522,CoBiO3,1.7049542903077095,0.8028362826868962,[8.0],3.0,3.0,3.0,Cuboctahedron,1a,1,8.0,Bi,0.0,True
mp-545544,Ba2TaBiO6,2.389711466825718,-0.0382022780484177,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Bi,0.0,True
mp-545769,MnCo(BiO3)2,2.2359870998011155,0.4176452113111993,"[4.0, 7.0]",3.0,3.0,3.0,Bicapped octahedron (cap faces with one atom in common),2c,1,4.0,Bi,0.0,True
mp-545769,MnCo(BiO3)2,2.2359870998011155,0.4176452113111993,"[4.0, 7.0]",3.0,3.0,3.0,Bicapped octahedron (cap faces with one atom in common),2c,1,7.0,Bi,0.0,True
mp-546321,Ba2NdBiO6,2.1423540877382137,0.0390971528037456,[6.0],5.0,5.0,5.0,Octahedron,1b,1,6.0,Bi,0.0,True
mp-548598,U(BiO3)2,1.999899775070048,0.5147326759902864,[7.0],3.0,3.0,3.0,Face-capped octahedron,2d,1,7.0,Bi,0.0,True
mp-550553,CdBiClO2,2.148200277186851,0.37993735656345,[4.0],3.0,3.0,3.0,Square non-coplanar,2e,1,4.0,Bi,0.0,True
mp-553025,CaBiClO2,2.1160581838141588,0.4291185478597126,[4.0],3.0,3.0,3.0,Square non-coplanar,2e,1,4.0,Bi,0.0,True
mp-553887,NaV2Bi3O10,2.017510018561474,0.5533259442197667,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Pentagonal pyramid",1a,2,6.0,Bi,0.0,True
mp-553887,NaV2Bi3O10,2.017510018561474,0.5533259442197667,"[6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Pentagonal pyramid",1a,2,7.0,Bi,0.0,True
mp-553895,SrV4(Bi3O10)2,1.9306494937924448,0.6188069548241762,"[6.0, 8.0]",3.0,3.0,3.0,"Trigonal prism, Square antiprism, Octahedron",2i,3,6.0,Bi,0.0,True
mp-553895,SrV4(Bi3O10)2,1.9306494937924448,0.6188069548241762,"[6.0, 8.0]",3.0,3.0,3.0,"Trigonal prism, Square antiprism, Octahedron",2i,3,8.0,Bi,0.0,True
mp-554084,BaBi6(PO5)4,1.9665793974910328,0.6362160387353336,"[6.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal prism, Square antiprism",2i,3,6.0,Bi,0.0,True
mp-554084,BaBi6(PO5)4,1.9665793974910328,0.6362160387353336,"[6.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal prism, Square antiprism",2i,3,8.0,Bi,0.0,True
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,3.0,Bi,0.0,True
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,7.0,Bi,0.0,True
mp-554381,Ca2VBiO6,1.4561272754472905,1.2756959893098538,[7.0],3.0,3.0,3.0,Face-capped octahedron,2a,1,7.0,Bi,0.0,True
mp-554435,TcBi3O8,2.2159848944650866,0.3614910295301338,"[7.0, 8.0]",3.0,3.0,3.0,"Face-capped octahedron, Trigonal prism",12b,2,7.0,Bi,0.0,True
mp-554435,TcBi3O8,2.2159848944650866,0.3614910295301338,"[7.0, 8.0]",3.0,3.0,3.0,"Face-capped octahedron, Trigonal prism",12b,2,8.0,Bi,0.0,True
mp-554445,Bi5IO7,2.0466878144522225,0.661279979595931,"[4.0, 4.0, 6.0]",3.0,3.0,3.0,"See-saw, Pentagonal pyramid, Square non-coplanar","8f, 4e",3,4.0,Bi,0.0,True
mp-554445,Bi5IO7,2.0466878144522225,0.661279979595931,"[4.0, 4.0, 6.0]",3.0,3.0,3.0,"See-saw, Pentagonal pyramid, Square non-coplanar","8f, 4e",3,4.0,Bi,0.0,True
mp-554445,Bi5IO7,2.0466878144522225,0.661279979595931,"[4.0, 4.0, 6.0]",3.0,3.0,3.0,"See-saw, Pentagonal pyramid, Square non-coplanar","8f, 4e",3,6.0,Bi,0.0,True
mp-554493,BiAsPbO5,1.8743250571444687,0.8846997056826809,[5.0],3.0,3.0,3.0,Square-face capped trigonal prism,2i,1,5.0,Bi,0.0,True
mp-554500,Bi2WO6,2.3369479187037348,0.1492365253320237,"[6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism",2i,2,6.0,Bi,0.0,True
mp-554500,Bi2WO6,2.3369479187037348,0.1492365253320237,"[6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism",2i,2,8.0,Bi,0.0,True
mp-554545,Bi2Os2O7,1.7126555074483611,0.7649857918227165,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Bi,0.0,True
mp-554675,SrTa2Bi2O9,1.6998967649265058,0.9081416067742528,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2e,1,8.0,Bi,0.0,True
mp-554718,Bi(BO2)3,0.150013765268919,2.790804444927138,[7.0],3.0,3.0,3.0,Square antiprism,4a,1,7.0,Bi,0.0,True
mp-554740,CdGe(BiO3)2,1.355013864764627,1.5581199909228112,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Bi,0.0,True
mp-554839,MnBiAsO5,1.9881299382634647,0.7010568701268938,[5.0],3.0,3.0,3.0,Square pyramid,4i,1,5.0,Bi,0.0,True
mp-554906,Zn2BiPO6,1.4784627312336216,1.2963666663826612,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4c,1,7.0,Bi,0.0,True
mp-555027,CdGe(BiO3)2,1.2865565374837655,1.727941108671488,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Bi,0.0,True
mp-555100,NbBiO4,1.8712358734093428,0.7504333044084637,"[7.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Square antiprism",2i,2,7.0,Bi,0.0,True
mp-555100,NbBiO4,1.8712358734093428,0.7504333044084637,"[7.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Square antiprism",2i,2,8.0,Bi,0.0,True
mp-555117,Cs2Bi4O7,1.817140546423473,1.0884004139628494,[5.0],3.0,3.0,3.0,Square pyramid,4f,1,5.0,Bi,0.0,True
mp-555225,Bi2Rh2O7,1.7395957231109993,0.698552062005486,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Bi,0.0,True
mp-555231,Ba3Bi2(PO4)4,0.8581115035516891,2.0463382891634083,[7.0],3.0,3.0,3.0,End-trigonal-face capped trigonal prism,4f,1,7.0,Bi,0.0,True
mp-555313,ScBiO3,2.091183099930912,0.6316695807539119,"[4.0, 5.0]",3.0,3.0,3.0,"Trigonal bipyramid, Square-face capped trigonal prism",2a,2,4.0,Bi,0.0,True
mp-555313,ScBiO3,2.091183099930912,0.6316695807539119,"[4.0, 5.0]",3.0,3.0,3.0,"Trigonal bipyramid, Square-face capped trigonal prism",2a,2,5.0,Bi,0.0,True
mp-555393,KBi6BrO9,3.262037146281115,-1.9414133055358456,"[4.0, 5.0]",3.0,3.0,3.0,"See-saw, Square pyramid","24f, 24g",2,4.0,Bi,0.0,True
mp-555393,KBi6BrO9,3.262037146281115,-1.9414133055358456,"[4.0, 5.0]",3.0,3.0,3.0,"See-saw, Square pyramid","24f, 24g",2,5.0,Bi,0.0,True
mp-555658,Bi2MoO6,1.4546723949498626,1.3558132998763672,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4f,1,7.0,Bi,0.0,True
mp-555748,Bi2MoO6,2.222078563094681,0.4612680239117915,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,8c,1,8.0,Bi,0.0,True
mp-555769,ScBiO3,2.083361796832384,0.9658450265577484,[4.0],3.0,3.0,3.0,Square-face capped trigonal prism,4f,1,4.0,Bi,0.0,True
mp-555839,MnNi(BiO3)2,1.4776981478477238,1.1573095924727803,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,Bi,0.0,True
mp-555880,ZnBi2B2O7,2.0855433745495167,0.4574670400132843,"[6.0, 8.0]",3.0,3.0,3.0,Octahedron,4c,1,6.0,Bi,0.0,True
mp-555880,ZnBi2B2O7,2.0855433745495167,0.4574670400132843,"[6.0, 8.0]",3.0,3.0,3.0,Octahedron,4c,1,8.0,Bi,0.0,True
mp-556210,Bi2CO5,1.936385577089378,0.6483014471882355,"[7.0, 8.0]",3.0,3.0,3.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",4a,2,7.0,Bi,0.0,True
mp-556210,Bi2CO5,1.936385577089378,0.6483014471882355,"[7.0, 8.0]",3.0,3.0,3.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",4a,2,8.0,Bi,0.0,True
mp-556287,NaBi2Sb3O11,1.8492690112853551,0.6668113902353945,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),8e,1,9.0,Bi,0.0,True
mp-556303,CuBi2(SeO3)4,1.96422795276341,0.701311750105647,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,8.0,Bi,0.0,True
mp-556362,BiSeClO3,1.7508222287981945,0.8397985921227775,[5.0],3.0,3.0,3.0,Square antiprism,4c,1,5.0,Bi,0.0,True
mp-556378,BiSeClO3,1.687194491722885,0.8533682811905254,[5.0],3.0,3.0,3.0,Pentagonal bipyramid,4a,1,5.0,Bi,0.0,True
mp-556407,Ba3Bi2TeO9,1.4945856366385133,1.2419688424187685,[6.0],3.0,3.0,3.0,Octahedron,4d,1,6.0,Bi,0.0,True
mp-556533,Sr2V3BiO11,1.6442642585045082,1.0196443003401257,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,2i,1,7.0,Bi,0.0,True
mp-556548,Bi(BO2)3,1.906706598799995,0.6532502094945288,[9.0],3.0,3.0,3.0,Tricapped octahedron (cap faces are aligned),4e,1,9.0,Bi,0.0,True
mp-556549,Bi2O3,2.3592859160783632,0.2354302115015215,[5.0],3.0,3.0,3.0,Square pyramid,8e,1,5.0,Bi,0.0,True
mp-556586,Bi2Mo2O9,1.99377325729778,0.5131887718599822,[8.0],3.0,3.0,3.0,"Cube, Square antiprism",4e,2,8.0,Bi,0.0,True
mp-556606,K2BiMoPO8,2.279150049618317,0.2216342646789066,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4d,1,8.0,Bi,0.0,True
mp-556615,CaBi6(PO5)4,2.0451773581173622,0.5251774203277023,"[5.0, 6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Square pyramid, Square-face capped trigonal prism",2i,3,5.0,Bi,0.0,True
mp-556615,CaBi6(PO5)4,2.0451773581173622,0.5251774203277023,"[5.0, 6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Square pyramid, Square-face capped trigonal prism",2i,3,6.0,Bi,0.0,True
mp-556615,CaBi6(PO5)4,2.0451773581173622,0.5251774203277023,"[5.0, 6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Square pyramid, Square-face capped trigonal prism",2i,3,8.0,Bi,0.0,True
mp-556635,CuBi2(SeO3)4,2.235089930280385,0.3106111995661076,[7.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,7.0,Bi,0.0,True
mp-556640,CuBi(WO4)2,2.367094797577532,0.0174350747741728,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Bi,0.0,True
