material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Hf_wyckoff,num_Hf_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1198622,Li7La3Hf2O12,1.9902722135894728,0.2307351717193426,[6.0],4.0,4.0,4.0,Octahedron,8c,1,6.0,Hf,0.0,True,42,6,2.076316680725897,2.0883937648687527,2.083883683046665,0.00538346620371665,0.01207708414285591,100.85107310360357,39.537308235855946,25.345726753057235,180.0,6,1.0,3,Octahedron
mp-1198622,Li7La3Hf2O12,1.9902722135894728,0.2307351717193426,[6.0],4.0,4.0,4.0,Octahedron,8c,1,6.0,Hf,0.0,True,43,6,2.076323507486499,2.088384399787061,2.0838828368618447,0.005377653299788234,0.012060892300561843,100.07931975670269,38.58712507838076,48.15432935771828,180.0,6,1.0,4,Octahedron
mp-1198622,Li7La3Hf2O12,1.9902722135894728,0.2307351717193426,[6.0],4.0,4.0,4.0,Octahedron,8c,1,6.0,Hf,0.0,True,44,6,2.076323507486499,2.088384399787061,2.0838828368618447,0.005377653299788192,0.012060892300561843,98.53560700003305,37.007698629648324,38.03410500049577,180.0,6,1.0,5,Octahedron
mp-1198622,Li7La3Hf2O12,1.9902722135894728,0.2307351717193426,[6.0],4.0,4.0,4.0,Octahedron,8c,1,6.0,Hf,0.0,True,45,6,2.076311508957568,2.0883937648104918,2.083881959063333,0.005385889317354688,0.012082255852923662,86.3080854172975,34.2199018813837,39.8110560946309,180.0,6,1.0,6,Octahedron
mp-1198622,Li7La3Hf2O12,1.9902722135894728,0.2307351717193426,[6.0],4.0,4.0,4.0,Octahedron,8c,1,6.0,Hf,0.0,True,46,6,2.0763165609957754,2.088395835392189,2.0838843332933528,0.005384100552041408,0.012079274396413542,99.40695915959402,47.18282708860654,22.56047214555923,179.99999879258172,6,1.0,7,Octahedron
mp-1198622,Li7La3Hf2O12,1.9902722135894728,0.2307351717193426,[6.0],4.0,4.0,4.0,Octahedron,8c,1,6.0,Hf,0.0,True,47,6,2.076311508957568,2.088393764810491,2.0838819590633326,0.00538588931735423,0.012082255852922774,108.0,36.11857264130534,85.06738132812204,180.0,6,1.0,8,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,8,6,2.0011395797349754,2.234254249640475,2.099824823541731,0.0874529585055872,0.23311466990549956,56.93556474777473,24.098621450531862,14.792147111548074,90.78914441433803,6,1.0,1,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,9,6,2.001139579734976,2.234254249640475,2.099824823541731,0.0874529585055871,0.23311466990549912,91.18176359996599,31.582524400907687,30.77210731960027,164.2590635112413,6,1.0,2,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,10,6,2.001139579734976,2.234254249640476,2.099824823541731,0.08745295850558739,0.2331146699055,54.33535144641749,24.23164396618183,6.991127610679014,95.62986285812592,6,1.0,3,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,11,6,2.001139579734976,2.234254249640475,2.0998248235417316,0.08745295850558693,0.23311466990549912,104.68896860113925,31.331720692409956,74.10580183266325,171.7143364058667,6,1.0,4,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,12,6,2.0011395797349745,2.2342542496404763,2.099824823541731,0.08745295850558811,0.23311466990550178,61.90184801036469,26.452299235064988,26.068741416628487,115.30074736954197,6,1.0,5,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,13,6,2.0011395797349767,2.2342542496404763,2.099824823541732,0.08745295850558775,0.23311466990549956,60.29832279219456,35.54278869357636,14.792147111548074,122.51341159555285,6,1.0,6,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,14,6,2.0011395797349745,2.234254249640475,2.099824823541731,0.08745295850558732,0.23311466990550045,54.335351446417505,24.231643966181828,6.991127610679066,95.62986285812592,6,1.0,7,Octahedron
mp-1201301,K2Hf2O5,1.6882487300412194,1.061028808512304,[6.0],4.0,4.0,4.0,Octahedron,8e,1,6.0,Hf,0.0,True,15,6,2.0011395797349767,2.2342542496404754,2.099824823541731,0.08745295850558704,0.23311466990549867,104.68896860113925,31.331720692409963,74.10580183266319,171.7143364058668,6,1.0,8,Octahedron
mp-1205471,K10Hf3Mo12PbO48,0.9989918353740596,2.664924278634266,[6.0],4.0,4.0,4.0,Octahedron,"2c, 1a",1,6.0,Hf,0.0,True,10,6,2.080710150630066,2.080710226403519,2.080710198901716,3.424367478918461e-08,7.577345284559556e-08,24.52738198141678,8.185621066771134,16.819373504818866,37.18880716182033,6,1.0,1,Octahedron
mp-1205471,K10Hf3Mo12PbO48,0.9989918353740596,2.664924278634266,[6.0],4.0,4.0,4.0,Octahedron,"2c, 1a",1,6.0,Hf,0.0,True,11,6,2.051484766626853,2.1066689633035067,2.0790768764729166,0.02759206124765457,0.05518419667665375,106.84675106403684,33.64376612560219,86.0313590849532,173.91377078170635,6,1.0,2,Octahedron
mp-1205471,K10Hf3Mo12PbO48,0.9989918353740596,2.664924278634266,[6.0],4.0,4.0,4.0,Octahedron,"2c, 1a",1,6.0,Hf,0.0,True,12,6,2.0514847666268503,2.106668963303511,2.0790768764729166,0.027592061247657458,0.05518419667666086,106.84675106403685,33.643766125602184,86.03135908495318,173.9137707817062,6,1.0,3,Octahedron
mp-1207897,Y2Hf2(MoO4)7,1.9570706338456767,0.3030558330564129,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,4,6,2.052125724926261,2.096847706584176,2.0802155460730942,0.016235203620017485,0.044721981657914966,106.6118109336666,33.305217460868185,83.4672556901279,174.37437260576078,6,1.0,1,Octahedron
mp-1207897,Y2Hf2(MoO4)7,1.9570706338456767,0.3030558330564129,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,5,6,2.052125724926257,2.0968477065841746,2.080215546073094,0.01623520362001878,0.04472198165791763,106.6118109336666,33.30521746086818,83.46725569012789,174.37437260576093,6,1.0,2,Octahedron
mp-1207897,Y2Hf2(MoO4)7,1.9570706338456767,0.3030558330564129,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,6,6,2.0521257249262574,2.096847706584173,2.080215546073093,0.01623520362001789,0.04472198165791541,106.61181093366659,33.30521746086816,83.46725569012784,174.37437260576078,6,1.0,3,Octahedron
mp-1207897,Y2Hf2(MoO4)7,1.9570706338456767,0.3030558330564129,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,7,6,2.0521257249262588,2.0968477065841733,2.080215546073093,0.016235203620017874,0.04472198165791452,106.6118109336666,33.30521746086817,83.46725569012791,174.37437260576078,6,1.0,4,Octahedron
mp-1208737,Tb2Hf2(MoO4)7,1.9432864866396624,0.3408779137702364,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,4,6,2.050204530684174,2.0998837467361624,2.081800721936591,0.01784045488673747,0.04967921605198855,106.61149673173244,33.30561279329384,83.45789815765949,174.30292432483822,6,1.0,1,Octahedron
mp-1208737,Tb2Hf2(MoO4)7,1.9432864866396624,0.3408779137702364,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,5,6,2.0502045306841703,2.0998837467361637,2.0818007219365904,0.017840454886739347,0.049679216051993436,106.61149673173246,33.30561279329385,83.45789815765949,174.3029243248381,6,1.0,2,Octahedron
mp-1208737,Tb2Hf2(MoO4)7,1.9432864866396624,0.3408779137702364,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,6,6,2.0502045306841703,2.099883746736162,2.0818007219365904,0.017840454886739077,0.04967921605199166,106.61149673173246,33.30561279329388,83.45789815765949,174.30292432483822,6,1.0,3,Octahedron
mp-1208737,Tb2Hf2(MoO4)7,1.9432864866396624,0.3408779137702364,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,7,6,2.0502045306841747,2.099883746736162,2.0818007219365913,0.017840454886736908,0.04967921605198722,106.61149673173246,33.30561279329386,83.45789815765947,174.3029243248381,6,1.0,4,Octahedron
mp-1209249,Sm2Hf2(MoO4)7,1.9308477665513135,0.3800370342333574,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,4,6,2.0500499259210265,2.108464683986405,2.0852734568783573,0.01967586869588993,0.058414758065378436,106.61154165190368,33.298794128643344,83.73299100422629,174.2741523024926,6,1.0,1,Octahedron
mp-1209249,Sm2Hf2(MoO4)7,1.9308477665513135,0.3800370342333574,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,5,6,2.0500499259210256,2.1084646839864076,2.085273456878357,0.019675868695890913,0.05841475806538199,106.61154165190365,33.29879412864336,83.73299100422632,174.27415230249287,6,1.0,2,Octahedron
mp-1209249,Sm2Hf2(MoO4)7,1.9308477665513135,0.3800370342333574,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,6,6,2.0500500971708697,2.108464698392696,2.085273468571707,0.019675830894384155,0.05841460122182607,106.61154161134212,33.298794153734526,83.73299270797321,174.27415410207036,6,1.0,3,Octahedron
mp-1209249,Sm2Hf2(MoO4)7,1.9308477665513135,0.3800370342333574,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,7,6,2.050050097170868,2.1084646983926962,2.085273468571707,0.019675830894384766,0.05841460122182829,106.61154161134213,33.29879415373454,83.73299270797321,174.27415410207047,6,1.0,4,Octahedron
mp-1209493,Rb8Hf(MoO4)6,0.8638091195141161,3.0118522903345797,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,8,6,2.075550695358655,2.104022779074263,2.0850413899305256,0.013421868979877566,0.028472083715608054,61.898950376811094,25.115641788065137,22.530773472165524,110.95618240452335,6,1.0,1,Octahedron
mp-1210635,Na2Hf(MoO4)3,1.7146891260462347,0.7832526756489728,[8.0],4.0,4.0,4.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,8.0,Hf,0.0,True,4,8,2.151065218968055,2.3819743160195963,2.2208757220771833,0.09386870235284221,0.2309090970515415,88.31922434902474,34.75383217561682,37.66795731859584,146.53363031736544,8,1.0,1,Dodecahedron with triangular faces - p2345 plane normalized
mp-1210635,Na2Hf(MoO4)3,1.7146891260462347,0.7832526756489728,[8.0],4.0,4.0,4.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,8.0,Hf,0.0,True,5,8,2.1510652189680535,2.381974316019596,2.2208757220771833,0.09386870235284205,0.2309090970515424,88.31922434902474,34.75383217561682,37.66795731859583,146.53363031736544,8,1.0,2,Dodecahedron with triangular faces - p2345 plane normalized
mp-1211649,K4HfO4,1.956357922378031,0.1461194673506482,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Hf,0.0,True,8,4,1.9522893620140183,1.9631753973746446,1.9563736231717965,0.004426246494054179,0.010886035360626378,93.706938319005,31.75389657992487,33.6360089626076,129.49682706866736,0,0.0,1,Tetrahedron
mp-1211649,K4HfO4,1.956357922378031,0.1461194673506482,[4.0],4.0,4.0,4.0,Tetrahedron,2i,1,4.0,Hf,0.0,True,9,4,1.9522893620140207,1.9631753973746437,1.9563736231717967,0.0044262464940537675,0.010886035360623048,93.70693831900502,31.75389657992487,33.6360089626076,129.49682706866736,0,0.0,2,Tetrahedron
mp-1212158,Hf3GeO8,1.9615717001168895,0.3237805072083661,[8.0],4.0,4.0,4.0,"Cube, Dodecahedron with triangular faces - p2345 plane normalized","2d, 1b",2,8.0,Hf,0.0,True,0,8,2.0250426783823734,2.4339165955959614,2.2294796370266274,0.20443695846860618,0.408873917213588,67.77172687380774,33.688824970633796,24.48203380308429,142.97017949582903,8,1.0,1,"Cube, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1212158,Hf3GeO8,1.9615717001168895,0.3237805072083661,[8.0],4.0,4.0,4.0,"Cube, Dodecahedron with triangular faces - p2345 plane normalized","2d, 1b",2,8.0,Hf,0.0,True,1,8,2.0250426783823734,2.4339165955959614,2.2294796370266274,0.20443695846860618,0.408873917213588,67.77172687380775,33.688824970633796,24.482033803084306,142.97017949582903,8,1.0,2,"Cube, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1212158,Hf3GeO8,1.9615717001168895,0.3237805072083661,[8.0],4.0,4.0,4.0,"Cube, Dodecahedron with triangular faces - p2345 plane normalized","2d, 1b",2,8.0,Hf,0.0,True,2,8,2.160659311988595,2.200628900089547,2.1806441060568122,0.019984793908351117,0.03996958810095208,87.55749823501701,36.146448389246274,17.116011729716835,154.81769210103346,8,1.0,3,"Cube, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1212404,HfCdO3,2.1669191270453863,-0.2147307092355125,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Hf,0.0,True,0,6,2.070849865441696,2.092125638053161,2.0788067528629903,0.009477267190801608,0.021275772611465182,44.77403169929128,15.024084972116244,17.59875611224566,70.9535216975324,6,1.0,1,Octahedron
mp-1212404,HfCdO3,2.1669191270453863,-0.2147307092355125,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Hf,0.0,True,1,6,2.0708498654416956,2.0921256380531617,2.0788067528629903,0.009477267190801775,0.02127577261146607,57.66753678635856,32.657373028136504,10.251688459870774,92.35083872252672,6,1.0,2,Octahedron
mp-1212404,HfCdO3,2.1669191270453863,-0.2147307092355125,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Hf,0.0,True,2,6,2.070849865441696,2.0921256380531617,2.0788067528629903,0.009477267190801858,0.021275772611465626,44.068556392020305,19.359047841557242,21.732913163324458,89.37336038473903,6,1.0,3,Octahedron
mp-1212404,HfCdO3,2.1669191270453863,-0.2147307092355125,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Hf,0.0,True,3,6,2.070849865441696,2.092125638053161,2.0788067528629903,0.009477267190801608,0.021275772611465182,108.0,36.044249504286135,87.50735929257229,180.0,6,1.0,4,Octahedron
mp-1212595,Ho2Hf2(MoO4)7,1.9454814268692624,0.33116177943188,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,4,6,2.0493534279026315,2.096706844329937,2.080047417793567,0.01729351013516528,0.047353416427305284,106.61019866555513,33.305823104582835,83.32092395191673,174.28198615193844,6,1.0,1,Octahedron
mp-1212595,Ho2Hf2(MoO4)7,1.9454814268692624,0.33116177943188,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,5,6,2.0493534279026324,2.096706844329937,2.080047417793567,0.01729351013516444,0.047353416427304396,106.61019866555513,33.30582310458284,83.32092395191674,174.28198615193844,6,1.0,2,Octahedron
mp-1212595,Ho2Hf2(MoO4)7,1.9454814268692624,0.33116177943188,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,6,6,2.049353427902633,2.0967068443299346,2.080047417793567,0.017293510135164284,0.04735341642730173,106.61019866555513,33.305823104582856,83.32092395191678,174.28198615193858,6,1.0,3,Octahedron
mp-1212595,Ho2Hf2(MoO4)7,1.9454814268692624,0.33116177943188,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,7,6,2.0493534279026324,2.0967068443299373,2.0800474177935673,0.017293510135165217,0.04735341642730484,106.61019866555515,33.30582310458284,83.32092395191677,174.28198615193844,6,1.0,4,Octahedron
mp-1213333,Gd2Hf2(MoO4)7,1.9649549670631452,0.2900005148944712,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,4,6,2.0559329818532452,2.1007483209031985,2.0827947446183175,0.01583697278370615,0.04481533904995327,106.6204377781593,33.317005428734646,83.67185745033726,174.4321839340177,6,1.0,1,Octahedron
mp-1213333,Gd2Hf2(MoO4)7,1.9649549670631452,0.2900005148944712,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,5,6,2.0559329818532452,2.1007483209032,2.082794744618317,0.015836972783705956,0.044815339049954606,106.62043777815926,33.317005428734646,83.67185745033733,174.4321839340177,6,1.0,2,Octahedron
mp-1213333,Gd2Hf2(MoO4)7,1.9649549670631452,0.2900005148944712,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,6,6,2.0559329818532452,2.1007483209031967,2.0827947446183175,0.01583697278370547,0.0448153390499515,106.6204377781593,33.317005428734696,83.67185745033723,174.43218393401781,6,1.0,3,Octahedron
mp-1213333,Gd2Hf2(MoO4)7,1.9649549670631452,0.2900005148944712,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,7,6,2.055932981853245,2.1007483209032,2.082794744618317,0.01583697278370638,0.04481533904995505,106.6204377781593,33.31700542873467,83.67185745033727,174.43218393401781,6,1.0,4,Octahedron
mp-1213558,Eu2Hf2(MoO4)7,1.969359478777061,0.2927542018414352,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,4,6,2.061183751753129,2.11769710290957,2.088316719748042,0.020821916076784464,0.05651335115644107,106.61996867466065,33.32807592715479,83.70009913518618,174.43367870360493,6,1.0,1,Octahedron
mp-1213558,Eu2Hf2(MoO4)7,1.969359478777061,0.2927542018414352,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,5,6,2.0611837517531266,2.117697102909568,2.088316719748041,0.02082191607678478,0.056513351156441516,106.61996867466065,33.32807592715479,83.70009913518616,174.43367870360493,6,1.0,2,Octahedron
mp-1213558,Eu2Hf2(MoO4)7,1.969359478777061,0.2927542018414352,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,6,6,2.061183655223965,2.1176972043719946,2.0883167281458204,0.020821947726349755,0.05651354914802953,106.61996878189522,33.32807612585703,83.70010128357866,174.43367940714464,6,1.0,3,Octahedron
mp-1213558,Eu2Hf2(MoO4)7,1.969359478777061,0.2927542018414352,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Hf,0.0,True,7,6,2.061183655223965,2.1176972043719933,2.0883167281458204,0.020821947726348943,0.0565135491480282,106.61996878189522,33.32807612585704,83.70010128357863,174.43367940714478,6,1.0,4,Octahedron
mp-1218419,SrCaHf2O6,2.1011860582444455,-0.0081649130180176,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Hf,0.0,True,4,6,2.0789537554819275,2.117726634011803,2.095653924310812,0.014571652630152462,0.03877287852987532,88.9614381709068,36.73974581932549,17.637626406552165,179.0499192787374,6,1.0,1,Octahedron
mp-1218419,SrCaHf2O6,2.1011860582444455,-0.0081649130180176,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Hf,0.0,True,5,6,2.078953755481928,2.117726634011802,2.095653924310812,0.014571652630152053,0.03877287852987399,60.87096859058957,27.62517046618779,16.404094733084868,107.34027023735723,6,1.0,2,Octahedron
mp-1218419,SrCaHf2O6,2.1011860582444455,-0.0081649130180176,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Hf,0.0,True,6,6,2.078953755481929,2.117726634011801,2.095653924310812,0.01457165263015176,0.03877287852987221,99.74717686398967,37.23310679446067,40.686751790030364,179.0499192787374,6,1.0,3,Octahedron
mp-1218419,SrCaHf2O6,2.1011860582444455,-0.0081649130180176,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Hf,0.0,True,7,6,2.078953755481928,2.117726634011802,2.095653924310812,0.01457165263015212,0.03877287852987399,61.25865293147241,22.056458973788494,16.40409473308489,91.42832191373464,6,1.0,4,Octahedron
mp-1218454,SrCa3Hf4O12,2.1167303434530083,-0.0521158864838721,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,4,6,2.078851269498835,2.103155317725678,2.0949891586208755,0.008375465277459566,0.024304048226842845,59.98642954953456,24.41685398077045,22.338419184504364,95.69961573723984,6,1.0,1,Octahedron
mp-1218454,SrCa3Hf4O12,2.1167303434530083,-0.0521158864838721,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,5,6,2.0783632194776858,2.117512770072225,2.0961162155779784,0.012744951357876542,0.039149550594539395,59.526173499261134,26.658037703433077,16.158514237724656,104.7594078274823,6,1.0,2,Octahedron
mp-1218454,SrCa3Hf4O12,2.1167303434530083,-0.0521158864838721,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,6,6,2.0788512694988346,2.1031553177256788,2.094989158620876,0.008375465277459785,0.024304048226844177,58.615477422497904,23.074155627762817,22.338419184504314,91.17387252203686,6,1.0,3,Octahedron
mp-1218454,SrCa3Hf4O12,2.1167303434530083,-0.0521158864838721,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,7,6,2.0783632194776858,2.1175127700722256,2.0961162155779784,0.01274495135787681,0.03914955059453984,61.10314824354653,27.58473163460274,16.158514237724656,105.53694533346967,6,1.0,4,Octahedron
mp-1218494,Sr3CaHf4O12,2.093796164776272,0.0035986940206908,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,4,6,2.090141182943967,2.1048135657422042,2.095941883813603,0.006064823697561871,0.014672382798237127,59.367382534585545,24.983964703300366,19.4431891414319,97.33305030460376,6,1.0,1,Octahedron
mp-1218494,Sr3CaHf4O12,2.093796164776272,0.0035986940206908,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,5,6,2.0792981139007813,2.111510023896735,2.0945734439818353,0.011378682430403922,0.03221190999595347,58.8864287837827,26.37745589690484,15.713868021222007,99.94654510779209,6,1.0,2,Octahedron
mp-1218494,Sr3CaHf4O12,2.093796164776272,0.0035986940206908,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,6,6,2.090141182943967,2.1048135657422047,2.0959418838136035,0.006064823697561806,0.014672382798237571,60.111282948872685,22.06986143649418,19.44318914143192,90.20903010174163,6,1.0,3,Octahedron
mp-1218494,Sr3CaHf4O12,2.093796164776272,0.0035986940206908,[6.0],4.0,4.0,4.0,Octahedron,2c,1,6.0,Hf,0.0,True,7,6,2.0792981139007813,2.111510023896735,2.0945734439818353,0.011378682430403827,0.03221190999595347,61.19306490300044,28.38890347276348,15.713868021222007,106.94972237344071,6,1.0,4,Octahedron
mp-1218574,Sr4Hf3TiO12,1.9920482178799357,0.2240211795488014,[6.0],4.0,4.0,4.0,Octahedron,"1c, 1f, 1g",1,6.0,Hf,0.0,True,4,6,2.070196430497019,2.0829358450745614,2.0786174208953034,0.00595519146799616,0.012739414577542352,61.736452352367834,29.681917165060494,11.549562719719003,109.25692544014798,6,1.0,1,Octahedron
mp-1218574,Sr4Hf3TiO12,1.9920482178799357,0.2240211795488014,[6.0],4.0,4.0,4.0,Octahedron,"1c, 1f, 1g",1,6.0,Hf,0.0,True,5,6,2.07960549315304,2.1162820681860333,2.091860684950462,0.01726856391674282,0.03667657503299315,61.06348556597668,28.741839928726716,12.007682426488334,106.87008920516527,6,1.0,2,Octahedron
