material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,C_wyckoff,num_C_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-769935,CuHCO4,1.1959634555911147,-0.3421541916872752,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","6h, 6g",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-770078,LiMnPCO7,1.4198557643069722,0.4444273191789357,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770138,Li5Fe2P2(CO7)2,1.4325167976539004,0.4657701497242408,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,18.0,3.0,1.2948567621004035,1.3025316275160097,1.298174923116754,0.0032181587961182066,0.007674865415606247,79.51001006759795,30.111678888047944,46.10937346395136,119.08756408614904,3.0,1.0,1,Trigonal plane
mp-770237,LiMnPCO7,1.4040320876555632,0.3954203550151401,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770248,LiMnPCO7,1.4084826430521225,0.4036181990455579,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770332,NaBiCSO7,1.477365812045467,0.5934639981034688,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,4.0,3.0,1.2261421218244186,1.3530655486241785,1.3096392100772671,0.05905724795566529,0.12692342679975988,75.16897885374465,27.277062999124354,48.358051901652345,112.59397387735592,3.0,1.0,1,Trigonal plane
mp-770332,NaBiCSO7,1.477365812045467,0.5934639981034688,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,5.0,3.0,1.226142121824419,1.3530655486241785,1.3096392100772671,0.059057247955665026,0.12692342679975943,75.1689788537447,27.277062999124368,48.358051901652374,112.59397387735599,3.0,1.0,2,Trigonal plane
mp-770394,Na5Fe2P2(CO7)2,1.5009561577403585,0.7006275378071822,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770477,Li2CuAsCO7,1.3634286510161489,0.2382940275948442,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2e,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-770560,Na4Cr2C4SO16,1.43579481581421,0.4863792680857021,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4c, 8h",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-770598,Li2CoH8(CO5)2,1.309987322868127,0.0382905770713226,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,22.0,3.0,1.2885702500397698,1.3143185445546826,1.2991159351628347,0.011015409671321166,0.025748294514912784,119.99435713857878,2.606772240599734,117.3565261068797,123.54358156973491,3.0,1.0,1,"Octahedron, Trigonal plane"
mp-770598,Li2CoH8(CO5)2,1.309987322868127,0.0382905770713226,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,23.0,3.0,1.2885702500397698,1.3143185445546848,1.2991159351628363,0.011015409671321967,0.025748294514915004,119.99435713857878,2.606772240599736,117.35652610687977,123.54358156973494,3.0,1.0,2,"Octahedron, Trigonal plane"
mp-770598,Li2CoH8(CO5)2,1.309987322868127,0.0382905770713226,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,24.0,3.0,1.28857025003977,1.3143185445546843,1.2991159351628354,0.011015409671321943,0.02574829451491434,119.99435713857878,2.606772240599734,117.3565261068797,123.54358156973491,3.0,1.0,3,"Octahedron, Trigonal plane"
mp-770598,Li2CoH8(CO5)2,1.309987322868127,0.0382905770713226,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,25.0,3.0,1.2885702500397698,1.3143185445546852,1.2991159351628359,0.011015409671322359,0.02574829451491545,119.99435713857876,2.6067722405997453,117.35652610687974,123.54358156973494,3.0,1.0,4,"Octahedron, Trigonal plane"
mp-770717,Na2VPCO7,1.4795115667517456,0.6242418957652591,[3.0],4.0,4.0,4.0,Trigonal plane,"1b, 1a",1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770772,NaLi2FePCO7,1.338444870757865,0.1302061841692149,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770820,NaCoCSO7,1.4008238418875676,0.3849206269659161,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-770821,NaFeAsCO7,1.331280401510636,0.1722293296924339,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770829,NaCrCSO7,1.4493096486060677,0.5223113200174134,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-770837,Na5Fe2P2(CO7)2,1.4846025478885418,0.6450532800559563,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770900,NaMnAsCO7,1.4060759778270164,0.4012628175478692,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770905,LiMnAsCO7,1.4117116823365707,0.4164676926102537,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770912,Na2MnSiCO7,1.4408621886623976,0.5127972554873752,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770929,Na3Li3Mn2P2(CO7)2,1.3218189701254852,0.0710769754004642,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,10.0,3.0,1.2961170200184684,1.3074868907078023,1.302444723118694,0.00472990070620238,0.011369870689333927,80.10248181224905,33.49381742092928,38.170166055563335,120.1478005631519,3.0,1.0,1,Trigonal plane
mp-770929,Na3Li3Mn2P2(CO7)2,1.3218189701254852,0.0710769754004642,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,11.0,3.0,1.2977056414050274,1.303708259170923,1.3003248200367044,0.002509438927684867,0.006002617765895613,78.69875762741765,28.139225169740147,53.86752441243568,118.04542290549308,3.0,1.0,2,Trigonal plane
mp-770935,Na3CuPCO7,1.384454994584027,0.2897572665454059,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",2a,2,3.0,C,0.0,True,10.0,3.0,1.2745751767209161,1.3402671615698962,1.3022634183664101,0.027792881554387992,0.06569198484898009,119.9919975202207,3.301931511535879,116.5408832051681,124.44179494773783,3.0,1.0,1,"Trigonal plane, Trigonal bipyramid"
mp-770935,Na3CuPCO7,1.384454994584027,0.2897572665454059,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",2a,2,3.0,C,0.0,True,11.0,3.0,1.2745751767209175,1.3402671615698947,1.3022634183664101,0.027792881554386844,0.0656919848489772,119.9919975202207,3.3019315115358423,116.54088320516813,124.44179494773778,3.0,1.0,2,"Trigonal plane, Trigonal bipyramid"
mp-770937,Na3CoPCO7,1.3645559129640916,0.2179186956884553,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",2a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal plane, Trigonal bipyramid"
mp-770939,Li3FeAsCO7,1.3414878894828572,0.1410575665052812,[3.0],4.0,4.0,4.0,Trigonal plane,4i,1,3.0,C,0.0,True,20.0,3.0,1.294415315010059,1.306251441045383,1.3010217634344066,0.004929171214002829,0.011836126035323913,67.53397429640032,19.047670574779133,43.43137523071763,90.0025273155102,3.0,1.0,1,Trigonal plane
mp-770939,Li3FeAsCO7,1.3414878894828572,0.1410575665052812,[3.0],4.0,4.0,4.0,Trigonal plane,4i,1,3.0,C,0.0,True,21.0,3.0,1.2944089097229805,1.3061965255270722,1.3009894162606876,0.004909286209818767,0.011787615804091711,78.88430845924158,30.700477685995608,43.44477356690468,118.32522965431568,3.0,1.0,2,Trigonal plane
mp-770939,Li3FeAsCO7,1.3414878894828572,0.1410575665052812,[3.0],4.0,4.0,4.0,Trigonal plane,4i,1,3.0,C,0.0,True,22.0,3.0,1.2944302647993726,1.306262718440137,1.3010160340352863,0.004922506199677629,0.011832453640764351,67.52465490684891,19.048117804143228,43.42909569109659,90.00312036853677,3.0,1.0,3,Trigonal plane
mp-770939,Li3FeAsCO7,1.3414878894828572,0.1410575665052812,[3.0],4.0,4.0,4.0,Trigonal plane,4i,1,3.0,C,0.0,True,23.0,3.0,1.2944079721689483,1.3062023255678539,1.300999716112194,0.004914194677531562,0.011794353398905555,78.88596504121894,30.698946798805625,43.4518912098689,118.32759195577938,3.0,1.0,4,Trigonal plane
mp-770940,Na3NiAsCO7,1.4299125995635815,0.4487996704558232,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770947,Na3VSiCO7,1.443275588889763,0.4937916061889531,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770948,Na3CoPCO7,1.481302207322158,0.6275777461840762,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2i,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-770949,Li2VPCO7,1.501365815930542,0.7019891367222045,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770968,Na3NiPCO7,1.4765419444669252,0.6127716715444894,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-770988,Na2CoPCO7,1.440858281388659,0.5124271000201597,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2e,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-771003,NaLi2MnPCO7,1.255530347792277,-0.1569711753622465,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,10.0,3.0,1.2937363654713416,1.3082127653727909,1.3007014630982,0.005922572254495127,0.014476399901449222,79.6255008647387,32.254367685970614,40.32199750312752,119.32575173776668,3.0,1.0,1,Trigonal plane
mp-771003,NaLi2MnPCO7,1.255530347792277,-0.1569711753622465,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,11.0,3.0,1.2946009439902215,1.308025380306946,1.3007005111194925,0.005548567169746739,0.013424436316724409,79.61191106954298,32.24969735354174,40.313023054070456,119.3053696365702,3.0,1.0,2,Trigonal plane
mp-771006,Na3Li3Fe2P2(CO7)2,1.3058839951731993,0.0158602379422343,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,20.0,3.0,1.2996592859250828,1.3077738834685386,1.3027879115985501,0.0035636100135830002,0.008114597543455782,119.99941575531723,1.400172972437342,118.87404399840382,121.97308722394567,3.0,1.0,1,Trigonal plane
mp-771006,Na3Li3Fe2P2(CO7)2,1.3058839951731993,0.0158602379422343,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,21.0,3.0,1.2997218547230625,1.308360968259363,1.302904373008429,0.003876178548284019,0.008639113536300647,119.99948225530692,1.416730226437919,118.81389642641412,121.99101620493484,3.0,1.0,2,Trigonal plane
mp-771007,NaLi2FePCO7,1.331888659301836,0.1043429357185679,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,20.0,3.0,1.2987415636146888,1.3087984036599285,1.3029191809684988,0.004278364443541951,0.010056840045239657,66.95563071235351,19.029221308780958,41.206337136545436,86.60503252815204,3.0,1.0,1,Trigonal plane
mp-771007,NaLi2FePCO7,1.331888659301836,0.1043429357185679,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,21.0,3.0,1.29854982425553,1.3089100499577129,1.302888183385657,0.004393875823637215,0.010360225702182868,79.50818985168661,31.764366167313433,41.1836299483561,118.96538340698105,3.0,1.0,2,Trigonal plane
mp-771012,Na2VAsCO7,1.4701637238134062,0.589836656642472,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771013,Na3CrSiCO7,1.4879517497741963,0.6537288526565929,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",4e,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-771015,Li3NiAsCO7,1.3561099523229856,0.1957988701847743,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771021,Na3Li3Mn2P2(CO7)2,1.3486256801478025,0.1634856563451934,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,20.0,3.0,1.296025901382478,1.3091000827313382,1.3023684110356484,0.005344601002084529,0.013074181348860181,65.52131200858373,20.268604109688148,38.13549739102453,86.54479481539973,3.0,1.0,1,Trigonal plane
mp-771021,Na3Li3Mn2P2(CO7)2,1.3486256801478025,0.1634856563451934,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,21.0,3.0,1.2960261179272687,1.3089151103441479,1.3022439288141214,0.0052716657763089625,0.01288899241687913,79.60629195024336,33.18530931286964,38.12266493568946,119.35412157280021,3.0,1.0,2,Trigonal plane
mp-771022,Na3Li3Fe2P2(CO7)2,1.3498431654190646,0.167813888296875,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771027,Li2FeAsCO7,1.442493560993063,0.4918759765507164,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771030,Na3SiNiCO7,1.3589987204250666,0.2248648414721068,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771032,Na2CuAsCO7,1.3767711302297525,0.3090364237873188,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2e,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-771035,Na3MnAsCO7,1.412009664606264,0.3786192702122374,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771038,Na3CrAsCO7,1.4031873944074458,0.3501994444246095,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2e,2,3.0,C,0.0,True,10.0,3.0,1.2922365849423538,1.3166423964555305,1.3024096927904167,0.010368900538068666,0.024405811513176667,80.09426690135469,29.194005464506986,51.375566945669405,120.14139874595234,3.0,1.0,1,"Octahedron, Trigonal plane"
mp-771038,Na3CrAsCO7,1.4031873944074458,0.3501994444246095,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2e,2,3.0,C,0.0,True,11.0,3.0,1.2921844354335563,1.3168999889613264,1.3024481763719047,0.010515690012608454,0.024715553527770107,80.09803109685284,29.192713410515196,51.39141230422241,120.14704640920895,3.0,1.0,2,"Octahedron, Trigonal plane"
mp-771039,NaLi2MnPCO7,1.3353834912388178,0.1188036076902658,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,10.0,3.0,1.2966740960401568,1.3059187504987793,1.301929957954225,0.003879003961947083,0.009244654458622437,80.0778909146058,32.315281367085525,40.67626073440924,119.82988475080589,3.0,1.0,1,Trigonal plane
mp-771060,Na5LiNi2P2(CO7)2,1.3921057964926562,0.3192190842823802,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771138,Na2FeCSO7,1.4696682789742348,0.5900461305748913,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,12.0,3.0,1.264873169137116,1.3266809697553994,1.3003893978064023,0.02606238378740198,0.06180780061828339,76.0583636320002,27.608270176352786,49.384664261635365,114.08752375222058,3.0,1.0,1,Trigonal plane
mp-771138,Na2FeCSO7,1.4696682789742348,0.5900461305748913,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,13.0,3.0,1.2653351283527636,1.3272686919993026,1.3001397159819579,0.025860237646522687,0.061933563646539014,119.99999961054273,4.15389996135055,114.20662521237026,123.73926448872561,3.0,1.0,2,Trigonal plane
mp-771138,Na2FeCSO7,1.4696682789742348,0.5900461305748913,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,14.0,3.0,1.2656635413005966,1.3299574693904053,1.3009184571711538,0.026613347415111267,0.06429392808980872,119.99999610035957,4.0620338836115035,114.34790174836263,123.71517261706454,3.0,1.0,3,Trigonal plane
mp-771138,Na2FeCSO7,1.4696682789742348,0.5900461305748913,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,15.0,3.0,1.2651050382327198,1.327809546357476,1.3003601588615374,0.02618728619130789,0.06270450812475614,76.07024902173099,27.725693008342393,48.80220318663134,114.10532389284313,3.0,1.0,4,Trigonal plane
mp-771144,Na3FeAsCO7,1.3710672782366269,0.2711525467761159,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771151,Li2MnAsCO7,1.4342061776731394,0.4649034958650563,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771166,Na2SbAsCO7,1.4934278617158268,0.6580807766927028,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,8.0,3.0,1.2446301669550768,1.3645030687522424,1.3055398511010228,0.04895725819650951,0.11987290179716559,75.86968826728423,26.872938260352875,54.916588347860895,113.80453240092633,3.0,1.0,1,Trigonal plane
mp-771166,Na2SbAsCO7,1.4934278617158268,0.6580807766927028,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,9.0,3.0,1.2446301669550763,1.364503068752242,1.3055398511010228,0.04895725819650952,0.11987290179716559,75.86968826728425,26.872938260352875,54.9165883478609,113.80453240092635,3.0,1.0,2,Trigonal plane
mp-771168,Na2SiBiCO7,1.300267630460945,0.2706878189264624,[3.0],3.0,3.0,3.0,Trigonal plane,2e,1,3.0,C,0.0,True,8.0,3.0,1.2539959383623236,1.3316604057777415,1.302502502976477,0.03453230767645746,0.07766446741541788,76.93354621793476,27.67277488961247,51.462834108842934,115.40031932690215,3.0,1.0,1,Trigonal plane
mp-771168,Na2SiBiCO7,1.300267630460945,0.2706878189264624,[3.0],3.0,3.0,3.0,Trigonal plane,2e,1,3.0,C,0.0,True,9.0,3.0,1.2539959383623236,1.3316604057777417,1.3025025029764772,0.0345323076764576,0.0776644674154181,76.93354621793479,27.672774889612484,51.46283410884291,115.40031932690218,3.0,1.0,2,Trigonal plane
mp-771169,Na2CrAsCO7,1.469488912017652,0.590349153892127,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2e,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-771204,Na3FeSiCO7,1.3776866073783496,0.2714712600374495,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771264,Na3ZnPCO7,1.3761781660678891,0.2519800533544907,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771270,Na3VAsCO7,1.5274396865150843,0.7814194707797784,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771324,Na3CaPCO7,1.3329233098177649,0.1037350787129257,[3.0],4.0,4.0,4.0,"Hexagonal bipyramid, Trigonal plane",2a,2,3.0,C,0.0,True,10.0,3.0,1.3010040880799911,1.3069772529581563,1.3030887684972339,0.0027519637154139716,0.005973164878165127,119.99940494414398,0.35621996317006516,119.53678930086309,120.40342370401702,2.0,0.6666666666666666,1,"Hexagonal bipyramid, Trigonal plane"
mp-771324,Na3CaPCO7,1.3329233098177649,0.1037350787129257,[3.0],4.0,4.0,4.0,"Hexagonal bipyramid, Trigonal plane",2a,2,3.0,C,0.0,True,11.0,3.0,1.3010040880799911,1.3069772529581565,1.3030887684972337,0.0027519637154142704,0.005973164878165349,119.99940494414399,0.3562199631700321,119.53678930086316,120.40342370401702,2.0,0.6666666666666666,2,"Hexagonal bipyramid, Trigonal plane"
mp-771329,Na3CrPCO7,1.337218919609568,0.1190886115796297,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",2a,2,3.0,C,0.0,True,10.0,3.0,1.2969760262814145,1.3091626852327989,1.302998286110242,0.004976197797747165,0.012186658951384377,119.99762772994929,0.2705277941037566,119.61530012580391,120.20092138796961,3.0,1.0,1,"Trigonal plane, Trigonal bipyramid"
mp-771329,Na3CrPCO7,1.337218919609568,0.1190886115796297,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",2a,2,3.0,C,0.0,True,11.0,3.0,1.2966979459346417,1.3088038500117392,1.3027962423199824,0.004942630656531603,0.01210590407709744,119.9978234048168,0.25184642947107516,119.64169353908547,120.18019822244118,3.0,1.0,2,"Trigonal plane, Trigonal bipyramid"
mp-771332,Na3VPCO7,1.4062043982001011,0.3602396747989492,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771335,Na3SnPCO7,1.3989403601492794,0.3341567035031271,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,10.0,3.0,1.2853957617218983,1.3136047762914107,1.3030220250572837,0.012547122453273758,0.028209014569512414,119.99998437571081,2.126927683934302,117.20540588753963,122.36085047927226,3.0,1.0,1,Trigonal plane
mp-771335,Na3SnPCO7,1.3989403601492794,0.3341567035031271,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,11.0,3.0,1.2853957617218985,1.31360477629141,1.303022025057283,0.012547122453273258,0.028209014569511526,119.99998437571081,2.126927683934283,117.20540588753964,122.36085047927222,3.0,1.0,2,Trigonal plane
mp-771336,Na3MgPCO7,1.3648166112766542,0.2109703047700437,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-771337,Na3FePCO7,1.3350389861772345,0.1136452995166149,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,22.0,3.0,1.2922933717310132,1.3097789683457997,1.3023900498966547,0.0073907822885659,0.017485596614786436,119.99981619629197,0.34160222072580226,119.70242198799284,120.47821866809545,3.0,1.0,1,Trigonal plane
mp-771339,Li3CoPCO7,1.3578782385717731,0.2077036942480539,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",4a,2,3.0,C,0.0,True,20.0,3.0,1.2891933573227896,1.3068153936621019,1.298252753063817,0.007202736305964616,0.017622036339312253,119.99745809039571,0.5097173790163678,119.44560625351393,120.67502112403467,3.0,1.0,1,"Trigonal plane, Trigonal bipyramid"
mp-771339,Li3CoPCO7,1.3578782385717731,0.2077036942480539,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",4a,2,3.0,C,0.0,True,21.0,3.0,1.2890687823616718,1.3067893705556,1.2982542585095131,0.007249001843165958,0.01772058819392819,84.0505033732121,31.030551536309336,44.18594628236573,119.87163049033211,3.0,1.0,2,"Trigonal plane, Trigonal bipyramid"
mp-771339,Li3CoPCO7,1.3578782385717731,0.2077036942480539,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",4a,2,3.0,C,0.0,True,22.0,3.0,1.2890711571499538,1.3068171656357692,1.2982518066393884,0.007257829844969288,0.017746008485815423,119.99751692747132,0.50798624861349,119.44881861978483,120.67345376604493,3.0,1.0,3,"Trigonal plane, Trigonal bipyramid"
mp-771339,Li3CoPCO7,1.3578782385717731,0.2077036942480539,[3.0],4.0,4.0,4.0,"Trigonal plane, Trigonal bipyramid",4a,2,3.0,C,0.0,True,23.0,3.0,1.2890571252927525,1.3068520005535686,1.298256576977874,0.007277272101308971,0.017794875260816134,88.02606057467402,23.597893108671645,63.45262461216486,119.86784241416709,3.0,1.0,4,"Trigonal plane, Trigonal bipyramid"
mp-771340,Li3MnPCO7,1.3151491598249794,0.0557176177201327,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,20.0,3.0,1.2936980244388185,1.302621124597316,1.2991774882976197,0.00391696093908308,0.00892310015849751,119.99822724871508,0.4172329267746435,119.51169675355766,120.53061363135453,3.0,1.0,1,Trigonal plane
mp-771340,Li3MnPCO7,1.3151491598249794,0.0557176177201327,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,21.0,3.0,1.293635029361249,1.3025451414527924,1.2991820201101334,0.003951749701803102,0.008910112091543354,119.99822236625948,0.42074683026478416,119.51080604870981,120.53749920200556,3.0,1.0,2,Trigonal plane
mp-771340,Li3MnPCO7,1.3151491598249794,0.0557176177201327,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,22.0,3.0,1.2937029128503117,1.3026376731566376,1.2991848748435488,0.003919661070679308,0.008934760306325895,119.99822998970717,0.41735961044254943,119.51141574881416,120.53067428387179,3.0,1.0,3,Trigonal plane
mp-771340,Li3MnPCO7,1.3151491598249794,0.0557176177201327,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,23.0,3.0,1.2936152246149488,1.3025716914700476,1.2991814835019166,0.003967028512850085,0.008956466855098766,119.99821380588504,0.4199148561403704,119.51269362118066,120.53710789205515,3.0,1.0,4,Trigonal plane
mp-771344,Li3FePCO7,1.3337293978939042,0.1209961088935081,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,20.0,3.0,1.2940837685234006,1.3083018885193232,1.2991086667878222,0.006509988451053066,0.014218119995922596,119.99821447140609,0.7572207806200024,119.07298738363703,120.92777672012653,3.0,1.0,1,Trigonal plane
mp-771344,Li3FePCO7,1.3337293978939042,0.1209961088935081,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,21.0,3.0,1.2941676862103475,1.3087821191345816,1.2990844542681708,0.006857508932793223,0.014614432924234144,119.99821719561253,0.767214119099068,119.0847563767037,120.96201590032533,3.0,1.0,2,Trigonal plane
