material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Zn_wyckoff,num_Zn_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1006588,Zn3In2O6,2.0471492745017894,0.0533781647808174,"[4.0, 5.0]",2.0,2.0,2.0,"Tetrahedron, Trigonal bipyramid","4f, 2e",2,5.0,Zn,0.0,True,11.0,5.0,1.9482426471202277,2.4588844521180877,2.1101393806497164,0.19626410174299297,0.51064180499786,48.9480391666721,26.58216718658405,20.261900693539236,90.5095530380574,5.0,1.0,12,"Tetrahedron, Trigonal bipyramid"
mp-1019612,Cs4ZnO3,1.9507402622429644,-0.1048022079347103,[3.0],2.0,2.0,2.0,Trigonal plane,4e,1,3.0,Zn,0.0,True,16.0,3.0,1.9029694014286411,1.9139230437581536,1.9081677346828598,0.004489115474839723,0.010953642329512459,91.32283399443257,50.68182819270851,20.07783995965399,133.73390097692558,0.0,0.0,1,Trigonal plane
mp-1019612,Cs4ZnO3,1.9507402622429644,-0.1048022079347103,[3.0],2.0,2.0,2.0,Trigonal plane,4e,1,3.0,Zn,0.0,True,17.0,3.0,1.9029694014286418,1.913923043758154,1.9081677346828603,0.004489115474839674,0.010953642329512236,119.96738939036128,0.13645990085440154,119.84052066861643,120.15676104671805,0.0,0.0,2,Trigonal plane
mp-1019612,Cs4ZnO3,1.9507402622429644,-0.1048022079347103,[3.0],2.0,2.0,2.0,Trigonal plane,4e,1,3.0,Zn,0.0,True,18.0,3.0,1.9029694014286418,1.913923043758153,1.9081677346828598,0.004489115474839209,0.010953642329511126,91.32283399443253,50.68182819270847,20.07783995965401,133.73390097692555,0.0,0.0,3,Trigonal plane
mp-1019612,Cs4ZnO3,1.9507402622429644,-0.1048022079347103,[3.0],2.0,2.0,2.0,Trigonal plane,4e,1,3.0,Zn,0.0,True,19.0,3.0,1.9029694014286405,1.9139230437581534,1.9081677346828603,0.0044891154748397935,0.010953642329512903,119.96738939036128,0.1364599008544258,119.84052066861638,120.15676104671807,0.0,0.0,4,Trigonal plane
mp-1019723,CsZn4(BO3)3,1.7674781401419053,0.3148933833337172,[4.0],2.0,2.0,2.0,Tetrahedron,4g,1,4.0,Zn,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-1019730,EuZn(BO2)5,1.74500551689132,0.4110248118090093,[6.0],2.0,2.0,2.0,Trigonal prism,4e,1,6.0,Zn,0.0,True,,,,,,,,,,,,,,0,Trigonal prism
mp-1019786,K3Zn(BO2)5,1.8092292367279388,0.3039659541312671,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Zn,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-1019787,K2NaZn(BO2)5,1.7980776065004516,0.2863131530785084,[4.0],2.0,2.0,2.0,Tetrahedron,4f,1,4.0,Zn,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-1019791,K2Zn(PO3)4,1.5022422594526947,0.586736130040863,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True,4.0,6.0,2.0485543880382977,2.3914171430956297,2.1552860284115423,0.12225690090623849,0.342862755057332,76.65399813029873,29.21089676197623,14.089810090357377,117.1401338177153,6.0,1.0,1,Octahedron
mp-1019791,K2Zn(PO3)4,1.5022422594526947,0.586736130040863,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True,5.0,6.0,2.0485543880382995,2.39141714309563,2.155286028411543,0.12225690090623864,0.34286275505733066,77.52459028873521,29.655765512910573,14.089810090357402,117.25500162115956,6.0,1.0,2,Octahedron
mp-1019968,LaZn(BO2)5,1.1492722746704975,0.9494909128817076,[6.0],2.0,2.0,2.0,Trigonal prism,4e,1,6.0,Zn,0.0,True,,,,,,,,,,,,,,0,Trigonal prism
mp-1020160,Na3Zn(BO2)5,1.8964262687291389,0.1372271833325584,[4.0],2.0,2.0,2.0,Tetrahedron,8c,1,4.0,Zn,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
