element,CN,n_points,beta,beta0,method
Cr,3.0,9,-1.027832589423376,2.1091344967119836,Huber
Cr,4.0,241,2.3359244827087506,-3.8804346321172685,Huber
Cr,5.0,51,-1.0936541978634413,2.352320225487187,Huber
Cr,6.0,719,-1.3189529585632245,2.6760609468814547,Huber
Mn,1.0,58,-2.395097362069613,4.765158273943172,Huber
Mn,2.0,36,-1.543850035308257,3.113042853803445,Huber
Mn,3.0,8,-1.0375821646075274,2.234479300395312,Huber
Mn,4.0,255,-1.4002560002933782,2.885320208004539,Huber
Mn,5.0,668,-1.1348699260267985,2.4377671193325665,Huber
Mn,6.0,3119,-1.3293327475366081,2.7722845205674482,Huber
Mn,7.0,10,-0.8287792372256528,1.934746565674992,Huber
Mn,8.0,34,-0.8468771824947979,1.9365486530081173,Huber
Fe,1.0,23,-1.8275953837062864,3.6842373783805487,Huber
Fe,2.0,21,-1.5293705319048165,3.1187365404180536,Huber
Fe,3.0,23,-2.477666308080294,4.731935811059382,Huber
Fe,4.0,355,-1.5114003942775962,3.071902672387593,Huber
Fe,5.0,446,-1.1448828520317675,2.4055909496252235,Huber
Fe,6.0,1660,-1.2981337845526313,2.689702424053592,Huber
Co,1.0,15,-2.474532076371636,4.761788320498178,Huber
Co,2.0,7,-2.4047367943779765,4.687959422712368,Huber
Co,3.0,17,-2.459630239124161,4.565332197986996,Huber
Co,4.0,271,-1.9153662258725397,3.7481552521012715,Huber
Co,5.0,129,-1.1623952185623552,2.400902161741463,Huber
Co,6.0,1127,-1.2178003154432258,2.477419048521347,Huber
Ni,1.0,11,-2.536790088042295,4.97896447734529,Huber
Ni,4.0,61,-1.408705576304394,2.8078843886181346,Huber
Ni,5.0,80,-1.1055214775560647,2.2740671021398184,Huber
Ni,6.0,1192,-1.0016090673873612,2.076191389180231,Huber
Cu,1.0,5,-0.8815973329971465,1.7193006525765833,Huber
Cu,2.0,82,-1.3692801387573728,2.6809629354985747,Huber
Cu,3.0,75,-0.9109757233170865,1.9111650827103284,Huber
Cu,4.0,597,-1.3335828284320572,2.636764877317085,Huber
Cu,5.0,471,-1.1220350039726361,2.301098316230031,Huber
Cu,6.0,507,-0.9148367947819133,1.9471476821447133,Huber
Zn,2.0,5,-0.7850289383380888,1.588680972461685,Huber
Zn,3.0,12,-2.3318619599241117,4.47642963076384,Huber
Zn,4.0,296,-1.4416073984508326,2.8673460106513855,Huber
Zn,5.0,137,-1.0962975078506842,2.2848749663005243,Huber
Zn,6.0,495,-0.9225248104853261,1.9532865477284336,Huber
Y,2.0,8,-1.8118392796576057,4.04106057640189,Huber
Y,3.0,12,-0.8995720631564881,2.1996767025170167,Huber
Y,4.0,27,-1.0805536632473867,2.57119102262434,Huber
Y,5.0,16,-1.432501663605633,3.291173856339756,Huber
Y,6.0,329,-1.4006264689188301,3.17348201656667,Huber
Y,7.0,123,-1.1768598881993686,2.785574828693971,Huber
Y,8.0,260,-1.0961536851322464,2.6279345895078787,Huber
Y,9.0,19,-0.9473284095998309,2.3201103756003523,Huber
Y,10.0,6,-0.8865710820837295,2.205806544098948,Huber
Zr,1.0,24,-1.414049757937418,3.1568533750373207,Huber
Zr,2.0,25,-1.4654629713664966,3.256868906667937,Huber
Zr,3.0,29,-1.4931977364024736,3.311191271515802,Huber
Zr,4.0,17,-1.5119632696956808,3.3544176992208916,Huber
Zr,5.0,13,-4.295179242504984,8.929247777054677,Huber
Zr,6.0,500,-2.4608475736860043,5.1904806639590495,Huber
Zr,7.0,51,-1.9553058228470332,4.2494217335533575,Huber
Zr,8.0,17,-1.547817001056587,3.4503144709528732,Huber
Nb,1.0,7,-1.4746403829042825,3.2191643066101,Huber
Nb,2.0,6,-4.791393302172693,9.855018580143572,Huber
Nb,3.0,10,-5.1848521413271085,10.569706066738151,Huber
Nb,4.0,60,-2.594228850146937,5.49682837976867,Huber
Nb,5.0,83,-2.282223093214161,4.820401549074587,Huber
Nb,6.0,1206,-5.279412345746586,10.699084080438281,Huber
Nb,7.0,23,-2.6142805590963833,5.586427143431031,Huber
Nb,8.0,5,-1.9177361372284454,4.076944871063794,Huber
Mo,4.0,529,2.413353342691075,-4.331028790825078,Huber
Mo,5.0,111,4.069458764612537,-7.577737925458904,Huber
Mo,6.0,667,-1.9022346953264404,4.1009901682818395,Huber
Mo,7.0,5,-3.1976282207082303,6.594201106711616,Huber
Ru,4.0,7,2.4659356569202453,-4.385581337966703,Huber
Ru,5.0,7,-0.5514409687270457,1.8274611480979632,Huber
Ru,6.0,300,-3.818084320956553,7.67358235926495,Huber
Rh,6.0,94,-1.8912476761392436,3.8607842288822254,Huber
Pd,4.0,46,-1.4300444047601932,2.9212096467700084,Huber
Pd,6.0,14,-1.259183734735066,2.6969483702793102,Huber
Ag,2.0,49,-0.7068093551511553,1.7254773962591925,Huber
Ag,3.0,50,-0.7331092611828809,1.7902525806878176,Huber
Ag,4.0,88,-0.7396602574184578,1.7990222437620313,Huber
Ag,5.0,44,-0.6074448267990609,1.5457452193451546,Huber
Ag,6.0,86,-0.5699605220538169,1.4719762104647212,Huber
Ag,7.0,22,-0.5553170032855173,1.4486103343094403,Huber
Ag,8.0,34,-0.48082720473928364,1.2989836446889569,Huber
Cd,4.0,28,-1.4375524669726696,3.221721882062032,Huber
Cd,5.0,27,-1.1069415017234894,2.546530760584494,Huber
Cd,6.0,170,-0.9121379693686662,2.140183871054687,Huber
Cd,7.0,21,-0.8068131201403479,1.97822454920879,Huber
Cd,8.0,32,-0.8056749258783462,1.9576491434897823,Huber
La,1.0,25,-1.239830146347798,3.0634656326368654,Huber
La,2.0,8,-0.8741972062042681,2.3006541907379496,Huber
La,3.0,24,-1.4505787649593138,3.5698574789741895,Huber
La,4.0,28,-1.518520774005651,3.693750483704991,Huber
La,5.0,30,-1.042251617390405,2.6878291765937914,Huber
La,6.0,136,-1.1850998951835126,2.947451102708532,Huber
La,7.0,154,-1.1692038574736046,2.962297386191505,Huber
La,8.0,414,-1.0752285117597278,2.753038248512081,Huber
La,9.0,226,-0.9070477651439321,2.395376557783598,Huber
La,10.0,64,-0.813689614540122,2.1886588122835757,Huber
La,11.0,25,-0.7826643745073175,2.1301952516812173,Huber
La,12.0,111,-0.7417667877180012,2.022014974206227,Huber
Hf,1.0,33,-1.4659349384202984,3.21820440623469,Huber
Hf,2.0,34,-1.464999533776083,3.2166741143738964,Huber
Hf,3.0,36,-1.4649940960118384,3.217134931273809,Huber
Hf,4.0,16,-1.5216221341142184,3.326995868755501,Huber
Hf,5.0,7,-4.622539780477112,9.336030542859229,Huber
Hf,6.0,356,-2.480485102476334,5.141391647774281,Huber
Hf,7.0,15,-1.8593189671347687,4.025182424902571,Huber
Hf,8.0,7,-1.65394861208641,3.619050258597828,Huber
Ta,1.0,6,-3.564312276549104,6.714979478046776,Huber
Ta,2.0,7,-4.499485067822743,9.223428113510462,Huber
Ta,3.0,5,-3.846697562420723,8.04069766200032,Huber
Ta,4.0,17,-4.530964216156374,9.186812673407632,Huber
Ta,5.0,30,-3.8622713372990383,7.9141936776348025,Huber
Ta,6.0,928,-5.590114241961332,11.171238689253094,Huber
Ta,7.0,49,-3.855912423059236,7.901395844561337,Huber
Ta,8.0,6,-1.7210781323132773,3.7767361974432925,Huber
W,4.0,94,2.4168443533077277,-4.373635011041763,Huber
W,5.0,48,4.678233083699583,-8.830635770410565,Huber
W,6.0,790,1.5524635851598003,-2.589715444018547,Huber
W,7.0,10,-0.5352092914655269,1.3000757098559022,Huber
Re,4.0,64,1.7416081434590198,-3.048434034960972,Huber
Re,5.0,12,2.9751013693276356,-5.471513894550167,Huber
Re,6.0,96,2.6699895048344886,-4.764824294818961,Huber
Os,6.0,7,-2.5361029923068092,5.019171721478468,Huber
Ir,6.0,133,-2.70458419142787,5.480192857248676,Huber
Pt,4.0,19,-1.338507030394041,2.7435291013792202,Huber
Pt,5.0,7,-1.1450264281753582,2.533265581480234,Huber
Pt,6.0,56,-2.475093846660802,5.069993534043112,Huber
Au,2.0,7,-1.858909387782805,3.8123724391321407,Huber
Au,3.0,7,-1.858909387782805,3.8123724391321407,Huber
Au,4.0,37,-3.5037466840663014,7.124212804251916,Huber
Hg,1.0,20,-0.8210398353684162,2.2702031647939425,Huber
Hg,2.0,38,-1.427411308162758,3.3824461382323987,Huber
Hg,3.0,35,-1.3395916149903608,3.3076070002093716,Huber
Hg,4.0,34,-1.385934212304911,3.40041962544397,Huber
Hg,5.0,15,-0.7684161865163421,1.9777644006147694,Huber
Hg,6.0,28,-0.8454833198555799,2.126494891518915,Huber
Hg,7.0,12,-0.8237684971938246,2.1207468458255887,Huber
Hg,8.0,7,-0.7232253403934866,1.84255227813118,Huber
Sc,4.0,11,-2.6100355936970243,5.368902596267506,RANSAC
Sc,5.0,9,-1.4331412297300774,3.0796989846001956,RANSAC
Sc,6.0,392,-1.4327915556677615,3.0302075908920894,RANSAC
Sc,7.0,23,-1.310647974443073,2.8450424806387264,RANSAC
Sc,8.0,12,-1.1621244122726586,2.5834769944469427,RANSAC
Ti,1.0,11,-1.298852473280152,2.564255691302479,RANSAC
Ti,2.0,17,-2.4904381747157194,4.8695980796155585,RANSAC
Ti,3.0,18,-2.0681388380010954,4.1617679800111675,RANSAC
Ti,4.0,70,-2.1526397467927767,4.391713084112676,RANSAC
Ti,5.0,126,-4.518887203708572,8.673920794778445,RANSAC
Ti,6.0,1561,-2.464184561310647,4.903474558635975,RANSAC
Ti,7.0,5,-3.0736098783730705,5.94353063804518,RANSAC
V,1.0,128,-1.4112522340245919,3.213426263268684,RANSAC
V,2.0,90,-0.46681329233156826,1.4280338256356748,RANSAC
V,3.0,70,-0.5364061655459269,1.4204184300926501,RANSAC
V,4.0,752,4.153281773618316,-7.2051727492350395,RANSAC
V,5.0,379,-1.9819721317542032,4.03349811858519,RANSAC
V,6.0,1587,-1.50984719457206,3.0928905136545817,RANSAC
V,7.0,5,-1.6271840532097566,3.443327850741406,RANSAC
Cr,1.0,14,0.12864173845946078,-0.2315493867008879,RANSAC
Cr,3.0,9,-1.260737397749626,2.601498344728274,RANSAC
Cr,4.0,241,2.459108420835092,-4.107070330032774,RANSAC
Cr,5.0,51,-1.095791126446883,2.3561055703506426,RANSAC
Cr,6.0,719,-1.3976805207320533,2.8227840720250263,RANSAC
Mn,1.0,58,-2.325353603452872,4.630949371134455,RANSAC
Mn,2.0,36,-1.5087399732070108,3.048017288889114,RANSAC
Mn,3.0,8,-0.7835903199407902,1.7159173761981565,RANSAC
Mn,4.0,255,-1.413974151975455,2.91004643140789,RANSAC
Mn,5.0,668,-1.1691109413530134,2.487292712838545,RANSAC
Mn,6.0,3119,-1.2873432834350127,2.697304519981566,RANSAC
Mn,7.0,10,-0.8381441256606181,1.9473733443821801,RANSAC
Mn,8.0,34,-0.808171776886395,1.8635602871666177,RANSAC
Fe,1.0,23,-1.826990652853515,3.6799052884415233,RANSAC
Fe,2.0,21,-1.483875045637139,3.033223206545622,RANSAC
Fe,3.0,23,-2.4529809152758304,4.708453611427497,RANSAC
Fe,4.0,355,-1.3770900755117348,2.828531469614935,RANSAC
Fe,5.0,446,-1.1917302795260447,2.4696931394190087,RANSAC
Fe,6.0,1660,-1.2373585199074557,2.5798343087692883,RANSAC
Co,1.0,15,-2.4742715928777748,4.761843935941902,RANSAC
Co,2.0,7,-2.40740283541104,4.687819767778243,RANSAC
Co,3.0,17,-2.424400071771522,4.535759243886008,RANSAC
Co,4.0,271,-1.6711435274326496,3.290618275147636,RANSAC
Co,5.0,129,-1.1288406796466586,2.3383228837902807,RANSAC
Co,6.0,1127,-1.33228229905888,2.6878394240956913,RANSAC
Ni,1.0,11,-2.5729221485170486,5.052315271926802,RANSAC
Ni,4.0,61,-1.2505173364966766,2.518964376675886,RANSAC
Ni,5.0,80,-1.079804677967334,2.2273770282203356,RANSAC
Ni,6.0,1192,-1.0516130542678848,2.1723277907469973,RANSAC
Cu,1.0,5,0.21912458412859748,-0.42462891708021205,RANSAC
Cu,2.0,82,-1.4350247818098578,2.761109662833862,RANSAC
Cu,3.0,75,-0.9036728727497112,1.8854571304324195,RANSAC
Cu,4.0,597,-1.379737211861678,2.7165931678979764,RANSAC
Cu,5.0,471,-1.123940680186776,2.3113767970518126,RANSAC
Cu,6.0,507,-0.9078669186085995,1.9336976456377897,RANSAC
Zn,2.0,5,-0.8295371906343361,1.693303519052713,RANSAC
Zn,3.0,12,-2.2634881280969434,4.355901470820314,RANSAC
Zn,4.0,296,-1.4454649844514815,2.8765953992563653,RANSAC
Zn,5.0,137,-1.1065862770216799,2.3070200908470526,RANSAC
Zn,6.0,495,-0.9101156046415706,1.9327603717879964,RANSAC
Y,2.0,8,-1.7451125334190274,3.903852031252784,RANSAC
Y,3.0,12,-1.4305016202384087,3.2797944661082865,RANSAC
Y,4.0,27,-0.9408005475991406,2.3176607931770716,RANSAC
Y,5.0,16,-1.462823400108053,3.35351577541614,RANSAC
Y,6.0,329,-1.3988057229280066,3.173532101255463,RANSAC
Y,7.0,123,-1.1964657105572456,2.826577128168086,RANSAC
Y,8.0,260,-1.0989391595963554,2.636203905330573,RANSAC
Y,9.0,19,-0.9439315367304735,2.3155964242796374,RANSAC
Y,10.0,6,-0.8529996511222001,2.137233539800768,RANSAC
Zr,1.0,24,-1.1285862340423742,2.604119982412781,RANSAC
Zr,2.0,25,-1.4612796721046315,3.2503935307929224,RANSAC
Zr,3.0,29,-1.466237739577125,3.2646066830512193,RANSAC
Zr,4.0,17,-1.5052992412376485,3.358138776669027,RANSAC
Zr,5.0,13,-4.244819150159015,8.869291190670342,RANSAC
Zr,6.0,500,-2.449851706732189,5.172455913232595,RANSAC
Zr,7.0,51,-1.9667401376505929,4.2696009841072975,RANSAC
Zr,8.0,17,-1.5806540088978616,3.513871820807271,RANSAC
Nb,1.0,7,-1.515251913126048,3.3501276594993468,RANSAC
Nb,2.0,6,-4.715319001870714,9.725129995258976,RANSAC
Nb,3.0,10,-5.296283648931996,10.726357590282005,RANSAC
Nb,4.0,60,-3.1256547106083405,6.608467115008536,RANSAC
Nb,5.0,83,-2.2640485736212246,4.7861617153297775,RANSAC
Nb,6.0,1206,-5.156177047999043,10.455925545766672,RANSAC
Nb,7.0,23,-3.891585163148416,8.028395280539096,RANSAC
Nb,8.0,5,-1.911843145314711,4.062589631207779,RANSAC
Mo,4.0,529,2.436309808992133,-4.368258939017559,RANSAC
Mo,5.0,111,3.48667869690498,-6.425294391569785,RANSAC
Mo,6.0,667,-1.5564069916687113,3.432682989496839,RANSAC
Mo,7.0,5,3.8820421221950703,-7.298388990222984,RANSAC
Ru,4.0,7,2.4578091880919097,-4.380605980791476,RANSAC
Ru,5.0,7,4.235252257889341,-7.747379146494646,RANSAC
Ru,6.0,300,-4.8082832884330715,9.610346749770299,RANSAC
Rh,6.0,94,-1.5433211172942773,3.1683820809262526,RANSAC
Pd,4.0,46,-1.4426562209895544,2.948422590755211,RANSAC
Pd,6.0,14,-1.2759015807899683,2.708281592735498,RANSAC
Ag,2.0,49,-0.7709944175945039,1.8575877312748832,RANSAC
Ag,3.0,50,-0.7452138821563277,1.8132260769952282,RANSAC
Ag,4.0,88,-0.7383777620661394,1.7932699526771807,RANSAC
Ag,5.0,44,-0.6012124265902669,1.5337081551460552,RANSAC
Ag,6.0,86,-0.5679879748673317,1.4669124339283155,RANSAC
Ag,7.0,22,-0.5582998317085219,1.4605275175183725,RANSAC
Ag,8.0,34,-0.47585486601469046,1.2922304494736767,RANSAC
Cd,4.0,28,-1.4435939223624483,3.2254728671645423,RANSAC
Cd,5.0,27,-1.1003815471024798,2.546594039339605,RANSAC
Cd,6.0,170,-0.8937588541781061,2.1031929389500053,RANSAC
Cd,7.0,21,-0.8230180544084215,2.0209262211600416,RANSAC
Cd,8.0,32,-0.8024994206616144,1.948856546758126,RANSAC
La,1.0,25,-1.452018963128574,3.539824100986885,RANSAC
La,2.0,8,-0.8418677385537063,2.251881398190692,RANSAC
La,3.0,24,-1.455861451805792,3.5816977849081977,RANSAC
La,4.0,28,-1.4537499724082301,3.570281455766278,RANSAC
La,5.0,30,-0.9129294462405989,2.395900671382372,RANSAC
La,6.0,136,-1.2323665929756333,3.0455293313546807,RANSAC
La,7.0,154,-1.1990305277078714,3.035511884673615,RANSAC
La,8.0,414,-1.0802900339867165,2.772448523031687,RANSAC
La,9.0,226,-0.9110016944197082,2.4055693148538397,RANSAC
La,10.0,64,-0.7892289896002934,2.133017682176076,RANSAC
La,11.0,25,-0.7272366829652774,1.9988364561765903,RANSAC
La,12.0,111,-0.7289146332144738,1.997072860488997,RANSAC
